,Concept_ID,ar,lbe
267,Gespräch::N,محادثة,ихтилат
268,Märchen::N,خرافة,магьа
269,Erzählung::N,قصة,хавар
270,Erzählung::N,حكاية,хавар
271,Nachricht::N,خبر,хавар
272,Neuigkeit::N,خبر جديد,хавар
273,Name::N,اسم,цӏа
274,Rätsel::N,لغز,ссигьа
275,Rede::N,خطبة,гъалгъа
276,Sprache::N,لغة,маз
277,Stimme::N,صوت,чӏу
278,Stimme::N,صوت,чӏукӏа
279,Wort::N,كلمة,махъ
280,Zeichen::N,رمز,лишан
281,Zeichen::N,إشارة,лишан
282,Ruf::N,نداء,
283,Lärm::N,صخب,чӏу
284,Lärm::N,ضجة,чӏу
285,Laut::N,صوت,чӏу
286,Ton::N,نغمة,чӏу
287,Lied::N,أغنية,балай
288,Ruhe::N,هدوء,дигьалагру
289,Leute::N,ناس,инсантал
290,Volk::N,شعب,ил
291,Volk::N,شعب,халкь
292,Arbeit::N,عمل,заву
293,Gast::N,ضيف,хъамаличу
294,Geschenk::N,هدية,бухчакарши
295,Geschenk::N,هدية,лажинккакку
296,Spiel::N,لعب,тӏуркӏу
297,Gesellschaft::N,صحبة,жямат
298,Gesellschaft::N,صحبة,ккуран
299,Hilfe::N,عون,кумаг
300,Hilfe::N,مساعدة,кумаг
301,Freund::N,صديق,дус
302,Kamerad::N,زميل,хӏаласу
303,Angelegenheit::N,أمر,иш
304,Angelegenheit::N,شأن,иш
305,Anzahl::N,عدد,аьдад
306,Art::N,نوع,жинс
307,Stück::N,قطعة,касак
308,Teil::N,قسم,бутӏа
309,Hälfte::N,نصف,дачӏи
310,Kreis::N,دائرة,кюрщан
311,Kreuz::N,صليب,ххач
312,Linie::N,خط,щва
313,Strich::N,شرطة,щва
314,Abstand::N,مسافة,манзил
315,Entfernung::N,بعد,манзил
316,Gegend::N,ناحية,кӏану
317,Platz::N,فراغ,
318,Ort::N,مكان,кӏану
319,Seite::N,جانب,чул
320,Seite::N,جانب,чулухалу
321,Mitte::N,وسط,дя
322,Gegenstand::N,موضوع,зат
323,Sache::N,شيء,зат
324,Rand::N,حافة,зума
325,Kante::N,حافة,
326,Ecke::N,ركن,мурцӏу
327,Spitze::N,سن,мицӏ
328,Ende::N,طرف,зума
329,Loch::N,ثقب,ккутӏ
330,Winkel::N,زاوية,мурцӏу
331,Muster::N,عينة,накьич
332,Größe::N,حجم,
333,Länge::N,طول,лахъишиву
334,Höhe::N,علو,лахъшиву
335,Höhe::N,ارتفاع,лахъшиву
336,Gewicht::N,وزن,дуццин
337,Gewicht::N,وزن,кӏушиву
338,Menge::N,كمية,
339,Haufen::N,كوم,бакӏу
340,Reihe::N,صف,кьюкьа
341,Boot::N,قارب,луткка
342,Boot::N,زورق,луткка
343,Ruder::N,مجذاف,весло
344,Ruder::N,مجذاف,чӏатӏа
345,Schlitten::N,مزلقة,чана
346,Schlitten::N,مزلقة,санкка
347,Ski::N,زلاجة,лижарду
348,Lagerfeuer::N,نار المخيم,къавтӏн
349,Last::N,حمل,гьиву
350,Gang::N,مشية,нанаву
351,Schritt::N,خطوة,ша
352,Norden::N,شمال,ухссав
353,Norden::N,شمال,ухссавнил чулухалу
354,Süden::N,جنوب,кьилва
355,Westen::N,غرب,баргълагавал
356,Westen::N,غرب,баргълагавал чул
357,Osten::N,شرق,баргъбуккай чулухалу
358,Holz::N,خشب,тӏама
359,Brett::N,لوح,тахта
360,Platte::N,صفيحة,гъуни
361,Stütze::N,سند,гьалакӏу
362,Stütze::N,دعامة,гьалакӏу
363,Stange::N,عود,къазихъ
364,Stock::N,عصا,ттархь
365,Stab::N,قضيب,ччантӏакъу
366,Rohr::N,أنبوبة,бургъу
367,Haus::N,دار,къатта
368,Haus::N,بيت,къатта
369,Heim::N,بيت,къатта
370,Heim::N,مسكن,къатта
371,Ofen::N,مدفأة,пач
372,Fußboden::N,أرضية,чӏанкъатта
373,Tisch::N,مائدة,усттул
374,Stuhl::N,كرسي,кӏану
375,Wiege::N,مهد,оьрчӏал кӏану
376,Bett::N,سرير,тах
377,Regal::N,رف,чӏаму
378,Kiste::N,صندوق,яшикӏ
379,Kiste::N,صندوق,къурши
380,Fenster::N,شباك,чӏавахьулу
381,Fenster::N,نافذة,чӏавахьулу
382,Tür::N,باب,нуз
383,Tür::N,باب,нузкьун
384,Tor::N,بوابة,къапу
385,Tor::N,بوابة,дарваза
386,Zaun::N,سياج,дайгьузанну
387,Dach::N,سطح,магъи
388,Dach::N,سطح,цӏиялу
389,Leiter::N,سلم,чуртту
390,Besen::N,مكنسة,чӏатлу
391,Spaten::N,مسحاة,бил
392,Schaufel::N,مجرفة,чӏатӏа
393,Gabel::N,شوكة,гьиссилу
394,Löffel::N,ملعقة,къуса
395,Messer::N,سكين,чӏила
396,Nagel::N,مسمار,мяр
397,Netz::N,شبكة,къери
398,Haken::N,خطاف,къича
399,Haken::N,صنارة,къича
400,Griff::N,قبضة,куяму
401,Schloss::N,قفل,кьункьула
402,Bild::N,صورة,сурат
403,Figur::N,تمثال,
404,Puppe::N,دمية,ссихьу
405,Beutel::N,كيس,чантай
406,Bündel::N,ربطة,гьи
407,Bündel::N,ربطة,къар
408,Tasche::N,شنطة,
409,Tasche::N,محفظة,
410,Eimer::N,سطل,бадра
411,Eimer::N,جردل,бадра
412,Deckel::N,سداد,къапаза
413,Geschirr::N,أوان,пюрунчӏул
414,Geschirr::N,أوان,тӏахӏникӏичӏу
415,Sack::N,زكيبة,къап
416,Sack::N,زكيبة,дарваг
417,Tasse::N,فنجان,пижан
418,Tasse::N,فنجان,пинжан
419,Tasse::N,فنجان,инкираччатӏи
420,Tasse::N,فنجان,цинцилттал бушкъап
421,Topf::N,قدر,кӏункӏур
422,Topf::N,طنجرة,кӏункӏур
423,Kessel::N,قدر,чаг
424,Kessel::N,قدر,кӏункӏур
425,Kessel::N,غلاية,чаг
426,Kessel::N,غلاية,кӏункӏур
427,Essen::N,طعام,дукия
428,Essen::N,طعام,дукин
429,Nahrung::N,غذاء,дукра
430,Speise::N,أكل,дукра
431,Fleisch::N,لحم,дикӏ
432,Getreide::N,حبوب,къама
433,Brei::N,عصيدة,ккурч
434,Brot::N,خبز,ччатӏ
435,Scheibe::N,شريحة,парча
436,Fett::N,سمن,аьгъушиву
437,Butter::N,زبدة,нагь
438,Butter::N,زبدة,лагаву
439,Öl::N,زيت,
440,Salz::N,ملح,цӏву
441,Suppe::N,حساء,накь
442,Suppe::N,شربة,накь
443,Honig::N,عسل,ницӏ
444,Milch::N,حليب,накӏ
445,Tee::N,شاي,чяй
446,Leder::N,جلد,бурчу
447,Wolle::N,صوف,ппал
448,Stoff::N,قماش,янна
449,Nadel::N,إبرة,ххалаххи
450,Faden::N,خيط,ххал
451,Knopf::N,زر,банд
452,Knoten::N,عقدة,къурхъ
453,Farbe::N,صبغة,сир
454,Kleidung::N,ملابس,янна
455,Kleidung::N,ملابس,лаххия
456,Hemd::N,قميص,гьухъа
457,Kragen::N,ياقة,дарвач
458,Ärmel::N,كم,кахха
459,Hose::N,سروال,хӏажак
460,Hose::N,بنطلون,хӏажак
461,Gürtel::N,حزام,мухӏлу
462,Mütze::N,طاقية,кьяпа
463,Schuh::N,حذاء,
464,Stiefel::N,جزمة,чакма
465,Stiefel::N,حذاء طويل,чакма
466,Ring::N,حلقة,кӏисса
467,Band::N,شريط,линт
468,Kamm::N,مشط,ттарал
469,Spiegel::N,مرآة,дагьани
470,Riemen::N,سير,эн
471,Schnur::N,حبل,хьхьа
472,Schnur::N,دوبارة,хьхьа
473,Leine::N,قيد,
474,Decke::N,بطانية,виргъан
475,Kissen::N,وسادة,кӏаралу
476,Tuch::N,منديل,карщи
477,Handtuch::N,فوطة,калихьу
478,Handtuch::N,فوطة,лажинлихьу
479,Handtuch::N,منشفة,калихьу
480,Handtuch::N,منشفة,лажинлихьу
481,Kraft::N,قدرة,эллаж
482,Stärke::N,قوة,гуж
483,Gesundheit::N,صحة,цӏуллу-сагъшиву
484,Krankheit::N,مرض,къашайшиву
485,Schmerz::N,ألم,къюву
486,Schmerz::N,وجع,къюву
487,Wunde::N,جرح,щаву
488,Fieber::N,حمى,кӏиришиву
489,Arznei::N,دواء,дару
490,Brücke::N,جسر,ламу
491,Brunnen::N,بئر,къуй
492,Weide::N,مرعى,бизантту
493,Pfad::N,درب,жегъир ххуллу
494,Weg::N,سكة,ххуллу
495,Straße::N,طريق,ххуллу
496,Dorf::N,قرية,щар
497,Dorf::N,قرية,шяравалу
498,Stadt::N,مدينة,шагьру
499,Brief::N,خطاب,чагъар
500,Brief::N,مكتوب,чагъар
501,Buch::N,كتاب,лу
502,Buchstabe::N,حرف,хӏарп
503,Zeitung::N,جريدة,кказит
504,Leben::N,عيش,оьрму
505,Leben::N,حياة,оьрму
506,Tod::N,موت,ажал
507,Tod::N,موت,бивкӏу
508,Tod::N,موت,ивчӏаву
509,Tod::N,وفاة,ажал
510,Tod::N,وفاة,бивкӏу
511,Tod::N,وفاة,ивчӏаву
512,Grab::N,قبر,гьав
513,Kirche::N,كنيسة,килиса
514,Sünde::N,خطيئة,бунагъ
515,Gott::N,إله,зал
516,Arbeiter::N,عامل,зузала
517,Chef::N,رئيس,ялувма
518,Meister::N,أسطى,усттар
519,Arzt::N,طبيب,хӏакин
520,Lehrer::N,مدرس,учитель
521,Geld::N,نقود,арцу
522,Geschäft::N,صفقة,даву
523,Laden::N,دكان,ттучан
524,Preis::N,سعر,багъа
525,Ware::N,بضاعة,хъус
526,Nutzen::N,فائدة,хайр
527,Nutzen::N,فائدة,мюнпат
528,Reichtum::N,غنى,давлат
529,Reichtum::N,غنى,аваданшиву
530,Reichtum::N,ثروة,давлат
531,Reichtum::N,ثروة,аваданшиву
532,Welt::N,عالم,дуниял
533,Welt::N,دنيا,дуниял
534,Land::N,بلد,билаят
535,Staat::N,دولة,паччахӏлугъ
536,König::N,ملك,
537,Macht::N,سلطة,власть
538,Grenze::N,حدود,дазу
539,Krieg::N,حرب,дяъви
540,Feind::N,عدو,душман
541,Gewalt::N,عنف,къия
542,Kampf::N,قتال,лачӏуи уккаву
543,Bogen[Waffe]::N,قوس,ккуртта
544,Pfeil::N,سهم,чӏатӏаракӏ
545,Gewehr::N,بندقية,ттупанг
546,Fehler::N,خطأ,гъалатӏ
547,Lüge::N,كذب,щялмахъ
548,Schaden::N,تلف,зарал
549,Unglück::N,نحس,бала
550,Schuld::N,ذنب,тахсир
551,Alter::N,سن,оьрму
552,Alter::N,عمر,оьрму
553,Schluss::N,ختام,ахир
554,Schluss::N,نهاية,ахир
555,Zeit::N,وقت,чӏун
556,Tag::N,يوم,кьини
557,Morgen::N,صباح,кӏюрх
558,Mittag::N,ظهر,ахттайн
559,Mittag::N,ظهر,дяахттайн
560,Mittag::N,ظهر,ахттайн чӏун
561,Abend::N,مساء,маркӏачӏан
562,Nacht::N,ليلة,хьхьу
563,Woche::N,أسبوع,нюжмар
564,Monat::N,شهر,барз
565,Jahr::N,عام,шин
566,Jahr::N,سنة,шин
567,Frühling::N,ربيع,инт
568,Sommer::N,صيف,гъи
569,Herbst::N,خريف,ссут
570,Winter::N,شتاء,кӏи
571,Januar::N,يناير,цалчинмур барз
572,Januar::N,كانون الثاني,цалчинмур барз
573,Februar::N,شباط,кӏилчинмур барз
574,Februar::N,فبراير,кӏилчинмур барз
575,März::N,آذار,шамилчинмур барз
576,März::N,مارس,шамилчинмур барз
577,April::N,نيسان,апрель
578,April::N,نيسان,мукьилчинмур барз
579,Mai::N,مايو,май
580,Mai::N,مايو,ххюлчинмур барз
581,Juni::N,يونيو,июнь
582,Juni::N,يونيو,ряххилчинмур барз
583,Juni::N,حزيران,июнь
584,Juni::N,حزيران,ряххилчинмур барз
585,Juli::N,تموز,июль
586,Juli::N,تموز,Арулчинмур барз
587,Juli::N,يوليو,июль
588,Juli::N,يوليو,Арулчинмур барз
589,August::N,آب,мяйлчинмур барз
590,August::N,أغسطس,мяйлчинмур барз
591,September::N,أيلول,урчӏилчинмур барз
592,September::N,سبتمبر,урчӏилчинмур барз
593,Oktober::N,أكتوبر,ацӏилчинмур барз
594,Oktober::N,تشرين الأول,ацӏилчинмур барз
595,November::N,نوفمبر,ацӏния цалчинмур барз
596,November::N,تشرين الثاني,ацӏния цалчинмур барз
597,Dezember::N,ديسمبر,ацӏния кӏилчинмур барз
598,Dezember::N,كانون الأول,ацӏния кӏилчинмур барз
599,Montag::N,يوم الاثنين,итин
600,Montag::N,يوم الاثنين,итин кьини
601,Dienstag::N,يوم الثلاثاء,тталат
602,Dienstag::N,يوم الثلاثاء,тталат кьини
603,Mittwoch::N,يوم الأربعاء,арвахӏ
604,Donnerstag::N,يوم الخميس,хамис
605,Freitag::N,يوم الجمعة,нюжмар
606,Freitag::N,يوم الجمعة,нюжмар кьини
607,Samstag::N,يوم السبت,ххуллун
608,Samstag::N,يوم السبت,ххуллун кьини
609,Sonntag::N,يوم الأحد,алхӏат
610,Sonntag::N,يوم الأحد,алхӏат кьини
611,groß::A,كبير,бугъарасса
612,klein::A,صغير,чӏивисса
613,lang::A,طويل,лахъисса
614,kurz::A,قصير,кутӏасса
615,breit::A,واسع,уттасса
616,schmal::A,ضيق,уттакӏюласса
617,dicht::A,كث,ццунсса
618,dicht::A,كثيف,ццунсса
619,dick[Gegenstand]::A,غليظ,ганзсса
620,dünn::A,رفيع,кӏюласса
621,fein::A,رقيق,
622,fest::A,متين,цӏакьсса
623,fest::A,متين,кьянкьасса
624,flach::A,سهل,баягъисса
625,flach::A,سهل,цӏубакъасса
626,flach::A,سهل,куртӏ дакъасса
627,flach::A,منبسط,баягъисса
628,flach::A,منبسط,цӏубакъасса
629,flach::A,منبسط,куртӏ дакъасса
630,glatt::A,ناعم,дюрчӏусса
631,hart::A,صلب,кьянкьасса
632,hart::A,جامد,кьянкьасса
633,weich::A,لين,кӏукӏлусса
634,rund::A,مستدير,ккурккисса
635,spitz::A,مدبب,ярксса
636,spitz::A,مدبب,дайлсса
637,spitz::A,مدبب,мицӏ бусса
638,scharf::A,حاد,ярксса
639,scharf::A,حاد,дайлсса
640,scharf::A,حاد,мицӏ бусса
641,stumpf::A,ثالم,къуркъасса
642,schwer::A,ثقيل,кӏусса
643,schön::A,جميل,аьнтӏикӏасса
644,heiß::A,حار,кӏирисса
645,heiß::A,ساخن,кӏирисса
646,warm::A,دافئ,гъелисса
647,kalt::A,بارد,дяркъусса
648,kühl::A,قر,дюхлулсса
649,frisch::A,طازج,цӏусса
650,feucht::A,رطب,атилсса
651,feucht::A,رطب,хъавтусса
652,nass::A,مبلول,атилсса
653,nass::A,مبلول,хъавтусса
654,trocken::A,جاف,кьавкьсса
655,trocken::A,جاف,кьакьан бувсса
656,voll::A,ملء,бувцӏусса
657,leer::A,خال,бачӏвасса
658,leer::A,فارغ,бачӏвасса
659,offen::A,مفتوح,тӏивтӏусса
660,geschlossen::A,مغلق,лавкьусса
661,sauber::A,نظيف,марцӏсса
662,schmutzig::A,قذر,чапалсса
663,roh::A,نيء,шакъавхьсса
664,reif::A,ناضج,дирсса
665,lecker::A,لذيذ,нахӏусса
666,lecker::A,لذيذ,тӏааьнсса
667,süß::A,حلو,нацӏусса
668,bitter::A,مر,кьурчӏисса
669,sauer::A,حامض,туршсса
670,hell::A,نير,чаннасса
671,dunkel::A,مظلم,цӏансса
672,schwarz::A,أسود,лухӏисса
673,weiß::A,أبيض,кӏяласса
674,rot::A,أحمر,ятӏулсса
675,gelb::A,أصفر,хъахъисса
676,blau::A,أزرق,някӏсса
677,grün::A,أخضر,щюлисса
678,grau::A,رمادي,оьрусса
679,bunt::A,ملوب,оьрчӏикӏурисса
680,billig::A,رخيص,кьювкьусса
681,teuer::A,غال,ххирасса
682,wertvoll::A,ثمين,багьасса
683,blind::A,أعمى,мурчӏисса
684,taub::A,أصم,къюкӏсса
685,taub::A,أطرش,къюкӏсса
686,kräftig::A,قوي,гужсса
687,stark::A,قوي,кьянкьасса
688,schwach::A,ضعيف,заэвсса
689,fett::A,سمين,бучсса
690,schlank::A,أهيف,бювхъусса
691,hübsch::A,جميل,янусса
692,böse::A,رديء,оьсса
693,dumm::A,أبله,ахӏмакьсса
694,dumm::A,أحمق,ахӏмакьсса
695,faul::A,كسلان,танмалсса
696,faul::A,كسلان,курчӏилсса
697,fleißig::A,مجتهد,хӏарачат бусса
698,geizig::A,بخيل,янттарцӏансса
699,klug::A,ذكي,аькьлу бусса
700,klug::A,عاقل,аькьлу бусса
701,geschickt::A,ماهر,паргалсса
702,lieb::A,عزيز,аьзизсса
703,lustig::A,مرح,тяхъасса
704,sanft::A,حليم,иминсса
705,hungrig::A,جائع,ккашилсса
706,krank::A,مريض,къашавайсса
707,nackt::A,عار,кӏачӏасса
708,traurig::A,حزين,пашмансса
709,lebendig::A,حي,уттавасса
710,gut::A,جيد,ххуйсса
711,schlecht::A,سيء,оьккисса
712,richtig::A,صحيح,саргъунсса
713,schlimm::A,خبيث,оьккисса
714,wahr::A,حق,хӏакьсса
715,alt::A,قديم,кугьнасса
716,neu::A,جديد,цӏусса
717,ehemalig::A,سابق,хъхъичӏвасса
718,alt[Lebewesen]::A,مسن,агьилсса
719,jung::A,شاب,чӏавасса
720,jung::A,شاب,жагьилсса
721,jung::A,صغير,чӏавасса
722,jung::A,صغير,жагьилсса
723,arm::A,فقير,мискинсса
724,reich::A,غني,авадансса
725,bekannt::A,معلوم,дусъсса
726,berühmt::A,مشهور,машгьурсса
727,fremd::A,أجنبي,чил
728,verschieden::A,مختلف,личӏи-личӏисса
729,nah::A,قريب,гъансса
730,fern::A,بعيد,архсса
731,linker::A,يسار,кияхсса
732,linker::A,يسار,кюччахсса
