,Concept_ID,cv,cv
126,Bach::N,пӗчӗк шыв,пӗчӗк шыв
127,Fluss::N,юхан шыв,юхан шыв
128,Ufer::N,ҫыран,ҫыран
129,Küste::N,тинӗс ҫыранӗ,тинӗс ҫыранӗ
130,Festland::N,тип ҫӗр,тип ҫӗр
131,Meer::N,тинӗс,тинӗс
132,Bucht::N,тинӗс кукӑрӗ,тинӗс кукӑрӗ
133,Insel::N,утрав,утрав
134,Blume::N,чечек,чечек
135,Gras::N,курӑк,курӑк
136,Wurzel::N,тымар,тымар
137,Baum::N,йывӑҫ,йывӑҫ
138,Stamm::N,вулӑ,вулӑ
139,Rinde::N,хуйӑр,хуйӑр
140,Ast::N,турат,турат
141,Zweig::N,турат,турат
142,Blatt::N,ҫулҫӑ,ҫулҫӑ
143,Birke::N,хурӑн,хурӑн
144,Kiefer[Baum]::N,хыр,хыр
145,Weide[Baum]::N,хӑва,хӑва
146,Tanne::N,чӑрӑш,чӑрӑш
147,Horn::N,мӑйрака,мӑйрака
148,Feder::N,тӗк,тӗк
149,Fell::N,ҫӑм,ҫӑм
150,Flügel::N,ҫунат,ҫунат
151,Klaue::N,чӗрне,чӗрне
152,Kralle::N,ура,ура
153,Schwanz::N,хӳре,хӳре
154,Ei::N,ҫӑмарта,ҫӑмарта
155,Nest::N,йӑва,йӑва
156,Bau::N,йӗнӗ,йӗнӗ
157,Tier::N,выльӑх,выльӑх
158,Herde::N,кӗтӳ,кӗтӳ
159,Kuh::N,ӗне,ӗне
160,Bulle::N,вӑкӑр,вӑкӑр
161,Pferd::N,лаша,лаша
162,Schaf::N,сурӑх,сурӑх
163,Schwein::N,сысна,сысна
164,Hund::N,йытӑ,йытӑ
165,Katze::N,кушак,кушак
166,Bär::N,упа,упа
167,Eichhörnchen::N,пакша,пакша
168,Elch::N,пӑши,пӑши
169,Fuchs::N,тилӗ,тилӗ
170,Hase::N,куян,куян
171,Hase::N,куян,мулкач
172,Hase::N,мулкач,куян
173,Hase::N,мулкач,мулкач
174,Maus::N,шӑши,шӑши
175,Wolf::N,кашкӑр,кашкӑр
176,Vogel::N,кайӑк,кайӑк
177,Vogel::N,кайӑк,вӗҫен кайӑк
178,Vogel::N,вӗҫен кайӑк,кайӑк
179,Vogel::N,вӗҫен кайӑк,вӗҫен кайӑк
180,Schwarm::N,ушкӑн,ушкӑн
181,Huhn::N,чӑх,чӑх
182,Huhn::N,чӑх,чӑхӑ
183,Huhn::N,чӑхӑ,чӑх
184,Huhn::N,чӑхӑ,чӑхӑ
185,Hahn::N,автан,автан
186,Gans::N,хур,хур
187,Adler::N,ӑмӑрт кайӑк,ӑмӑрт кайӑк
188,Ente::N,кӑвакал,кӑвакал
189,Eule::N,тӑмана,тӑмана
190,Kranich::N,тӑрна,тӑрна
191,Krähe::N,ула курак,ула курак
192,Kuckuck::N,куккук,куккук
193,Schwan::N,акӑш,акӑш
194,Fisch::N,пулӑ,пулӑ
195,Barsch::N,уланкӑ,уланкӑ
196,Hecht::N,ҫӑрттан,ҫӑрттан
197,Schlange[Tier]::N,ҫӗлен,ҫӗлен
198,Wurm::N,ӑман,ӑман
199,Spinne::N,эрешмен,эрешмен
200,Ameise::N,кӑткӑ,кӑткӑ
201,Laus::N,пыйтӑ,пыйтӑ
202,Mücke::N,вӑрӑм туна,вӑрӑм туна
203,Fliege::N,шӑна,шӑна
204,Schmetterling::N,лӗпӗш,лӗпӗш
205,Beere::N,ҫырла,ҫырла
206,Apfel::N,улма,улма
207,Apfel::N,улма,пан улми
208,Apfel::N,пан улми,улма
209,Apfel::N,пан улми,пан улми
210,Pilz::N,кӑмпа,кӑмпа
211,Zwiebel::N,сухан,сухан
212,Saat::N,вӑрӑ,вӑрӑ
213,Korn::N,тӗшӗ,тӗшӗ
214,Korn::N,тӗшӗ,пӗрчӗ
215,Korn::N,пӗрчӗ,тӗшӗ
216,Korn::N,пӗрчӗ,пӗрчӗ
217,Heu::N,утӑ,утӑ
218,Schale::N,хупӑ,хупӑ
219,Grube::N,шӑтӑк,шӑтӑк
220,Falle::N,тапӑ,тапӑ
221,Falle::N,тапӑ,капкӑн
222,Falle::N,капкӑн,тапӑ
223,Falle::N,капкӑн,капкӑн
224,Schlinge::N,йӑлӑ,йӑлӑ
225,Spur::N,йӗр,йӗр
226,Asche::N,кӗл,кӗл
227,Dreck::N,пылчӑк,пылчӑк
228,Eisen::N,тимӗр,тимӗр
229,Gold::N,ылтӑн,ылтӑн
230,Silber::N,кӗмӗл,кӗмӗл
231,Kohle::N,кӑмрӑк,кӑмрӑк
232,Glas::N,кӗленче,кӗленче
233,Lehm::N,тӑм,тӑм
234,Sand::N,хӑйӑр,хӑйӑр
235,Mensch::N,ҫын,ҫын
236,Mensch::N,ҫын,этем
237,Mensch::N,этем,ҫын
238,Mensch::N,этем,этем
239,Mann::N,ар,ар
240,Frau::N,хӗрарӑм,хӗрарӑм
241,Kind::N,ача,ача
242,Junge::N,ача,ача
243,Junge::N,ача,ар ҫын ача
244,Junge::N,ар ҫын ача,ача
245,Junge::N,ар ҫын ача,ар ҫын ача
246,Mädchen::N,хӗр ача,хӗр ача
247,Familie::N,ҫемье,ҫемье
248,Familie::N,ҫемье,кил-йыш
249,Familie::N,кил-йыш,ҫемье
250,Familie::N,кил-йыш,кил-йыш
251,Großvater::N,кукаҫи,кукаҫи
252,Großmutter::N,кукамай,кукамай
253,Eltern::N,аҫа-ама,аҫа-ама
254,Vater::N,атте,атте
255,Mutter::N,анне,анне
256,Sohn::N,ывӑл,ывӑл
257,Tochter::N,хӗр,хӗр
258,Bruder::N,ар тӑван,ар тӑван
259,Schwester::N,аппа,аппа
260,Schwester::N,аппа,йӑмӑк
261,Schwester::N,йӑмӑк,аппа
262,Schwester::N,йӑмӑк,йӑмӑк
263,Onkel::N,мучи,мучи
264,Onkel::N,мучи,пичче
265,Onkel::N,пичче,мучи
266,Onkel::N,пичче,пичче
267,Tante::N,аппа,аппа
268,Ehemann::N,упӑшка,упӑшка
269,Ehefrau::N,арӑм,арӑм
270,Freude::N,савӑнӑҫ,савӑнӑҫ
271,Freude::N,савӑнӑҫ,хаваслӑх
272,Freude::N,хаваслӑх,савӑнӑҫ
273,Freude::N,хаваслӑх,хаваслӑх
274,Gelächter::N,кулӑ,кулӑ
275,Glück::N,телей,телей
276,Glück::N,телей,ӑраскал
277,Glück::N,ӑраскал,телей
278,Glück::N,ӑраскал,ӑраскал
279,Kummer::N,хурлӑх,хурлӑх
280,Wunsch::N,ӗмӗт,ӗмӗт
281,Wunsch::N,ӗмӗт,кӑмӑл
282,Wunsch::N,кӑмӑл,ӗмӗт
283,Wunsch::N,кӑмӑл,кӑмӑл
284,Lust::N,кӑмӑл,кӑмӑл
285,Geist::N,чун-чӗм,чун-чӗм
286,Geist::N,чун-чӗм,ыр-усал
287,Geist::N,чун-чӗм,чун хавалӗ
288,Geist::N,ыр-усал,чун-чӗм
289,Geist::N,ыр-усал,ыр-усал
290,Geist::N,ыр-усал,чун хавалӗ
291,Geist::N,чун хавалӗ,чун-чӗм
292,Geist::N,чун хавалӗ,ыр-усал
293,Geist::N,чун хавалӗ,чун хавалӗ
294,Gedanke::N,шухӑш,шухӑш
295,Gedächtnis::N,ас,ас
296,Verstand::N,ӑс,ӑс
297,Verstand::N,ӑс,ӑс-тӑн
298,Verstand::N,ӑс,ӑс-хакӑл
299,Verstand::N,ӑс-тӑн,ӑс
300,Verstand::N,ӑс-тӑн,ӑс-тӑн
301,Verstand::N,ӑс-тӑн,ӑс-хакӑл
302,Verstand::N,ӑс-хакӑл,ӑс
303,Verstand::N,ӑс-хакӑл,ӑс-тӑн
304,Verstand::N,ӑс-хакӑл,ӑс-хакӑл
305,Sinn::N,тупсӑм,тупсӑм
306,Sinn::N,тупсӑм,пӗлтерӗш
307,Sinn::N,пӗлтерӗш,тупсӑм
308,Sinn::N,пӗлтерӗш,пӗлтерӗш
309,Grund::N,сӑлтав,сӑлтав
310,Wahrheit::N,чӑнлӑх,чӑнлӑх
311,Gespräch::N,калаҫу,калаҫу
312,Märchen::N,юмах,юмах
313,Erzählung::N,акалав,акалав
314,Erzählung::N,акалав,каласа пани
315,Erzählung::N,каласа пани,акалав
316,Erzählung::N,каласа пани,каласа пани
317,Nachricht::N,хыпар,хыпар
318,Neuigkeit::N,ҫӗнӗ хыпар,ҫӗнӗ хыпар
319,Name::N,ят,ят
320,Rätsel::N,сутмалли юмах,сутмалли юмах
321,Rede::N,сӑмах,сӑмах
322,Sprache::N,чӗлхе,чӗлхе
323,Stimme::N,сасӑ,сасӑ
324,Wort::N,сӑмах,сӑмах
325,Zeichen::N,паллӑ,паллӑ
326,Ruf::N,йыхрав,йыхрав
327,Ruf::N,йыхрав,чӗнӳ
328,Ruf::N,чӗнӳ,йыхрав
329,Ruf::N,чӗнӳ,чӗнӳ
330,Lärm::N,шав,шав
331,Laut::N,сасӑ,сасӑ
332,Ton::N,сасӑ,сасӑ
333,Lied::N,юрӑ,юрӑ
334,Ruhe::N,канӑҫлӑх,канӑҫлӑх
335,Ruhe::N,канӑҫлӑх,лӑпкӑлӑх
336,Ruhe::N,лӑпкӑлӑх,канӑҫлӑх
337,Ruhe::N,лӑпкӑлӑх,лӑпкӑлӑх
338,Leute::N,ҫамрӑксем,ҫамрӑксем
339,Leute::N,ҫамрӑксем,ҫамрӑк ҫынсем
340,Leute::N,ҫамрӑк ҫынсем,ҫамрӑксем
341,Leute::N,ҫамрӑк ҫынсем,ҫамрӑк ҫынсем
342,Volk::N,халӑх,халӑх
343,Arbeit::N,ӗҫхӗл,ӗҫхӗл
344,Arbeit::N,ӗҫхӗл,ӗҫлев
345,Arbeit::N,ӗҫлев,ӗҫхӗл
346,Arbeit::N,ӗҫлев,ӗҫлев
347,Gast::N,хӑна,хӑна
348,Geschenk::N,парне,парне
349,Geschenk::N,парне,кучченеҫ
350,Geschenk::N,кучченеҫ,парне
351,Geschenk::N,кучченеҫ,кучченеҫ
352,Spiel::N,вӑйӑ,вӑйӑ
353,Gesellschaft::N,общество,общество
354,Hilfe::N,пулӑшу,пулӑшу
355,Freund::N,тус,тус
356,Kamerad::N,юлташ,юлташ
357,Kamerad::N,юлташ,тус
358,Kamerad::N,тус,юлташ
359,Kamerad::N,тус,тус
360,Angelegenheit::N,ӗҫ,ӗҫ
361,Anzahl::N,йыш,йыш
362,Anzahl::N,йыш,хисеп
363,Anzahl::N,хисеп,йыш
364,Anzahl::N,хисеп,хисеп
365,Art::N,тӗс,тӗс
366,Stück::N,татӑк,татӑк
367,Teil::N,пай,пай
368,Hälfte::N,ҫурӑ,ҫурӑ
369,Kreis::N,ункӑ,ункӑ
370,Kreis::N,ункӑ,ҫавракӑш
371,Kreis::N,ҫавракӑш,ункӑ
372,Kreis::N,ҫавракӑш,ҫавракӑш
373,Kreuz::N,хӗрес,хӗрес
374,Linie::N,йӗр,йӗр
375,Strich::N,йӗр,йӗр
376,Abstand::N,хушӑ,хушӑ
377,Entfernung::N,хушӑ,хушӑ
378,Gegend::N,вырӑн,вырӑн
379,Platz::N,хутлӑх,хутлӑх
380,Ort::N,вырӑн,вырӑн
381,Seite::N,ен,ен
382,Seite::N,ен,аяк
383,Seite::N,ен,айӑк
384,Seite::N,аяк,ен
385,Seite::N,аяк,аяк
386,Seite::N,аяк,айӑк
387,Seite::N,айӑк,ен
388,Seite::N,айӑк,аяк
389,Seite::N,айӑк,айӑк
390,Mitte::N,варӑ,варӑ
391,Gegenstand::N,япала,япала
392,Sache::N,япала,япала
393,Rand::N,вӗҫ,вӗҫ
394,Rand::N,вӗҫ,хӗрӗ
395,Rand::N,вӗҫ,хӗрри
396,Rand::N,хӗрӗ,вӗҫ
397,Rand::N,хӗрӗ,хӗрӗ
398,Rand::N,хӗрӗ,хӗрри
399,Rand::N,хӗрри,вӗҫ
400,Rand::N,хӗрри,хӗрӗ
401,Rand::N,хӗрри,хӗрри
402,Kante::N,хайкача,хайкача
403,Kante::N,хайкача,хысак
404,Kante::N,хысак,хайкача
405,Kante::N,хысак,хысак
406,Ecke::N,кӗтес,кӗтес
407,Spitze::N,вӗҫ,вӗҫ
408,Ende::N,вӗҫ,вӗҫ
409,Loch::N,шӑтӑк,шӑтӑк
410,Winkel::N,кӗтес,кӗтес
411,Muster::N,эреш,эреш
412,Größe::N,пысӑкӑш,пысӑкӑш
413,Länge::N,вӑрӑмӑш,вӑрӑмӑш
414,Höhe::N,ҫӳллӗш,ҫӳллӗш
415,Gewicht::N,виҫе,виҫе
416,Gewicht::N,виҫе,йывӑрӑш
417,Gewicht::N,йывӑрӑш,виҫе
418,Gewicht::N,йывӑрӑш,йывӑрӑш
419,Menge::N,йыш,йыш
420,Haufen::N,купа,купа
421,Reihe::N,рет,рет
422,Boot::N,кимӗ,кимӗ
423,Ruder::N,кӗсмен,кӗсмен
424,Schlitten::N,ҫуна,ҫуна
425,Ski::N,йӗлтӗр,йӗлтӗр
426,Lagerfeuer::N,вут,вут
427,Lagerfeuer::N,вут,кӑвайт
428,Lagerfeuer::N,кӑвайт,вут
429,Lagerfeuer::N,кӑвайт,кӑвайт
430,Last::N,сулмаклӑх,сулмаклӑх
431,Last::N,сулмаклӑх,йывӑр япала
432,Last::N,йывӑр япала,сулмаклӑх
433,Last::N,йывӑр япала,йывӑр япала
434,Gang::N,куҫӑм,куҫӑм
435,Schritt::N,утӑм,утӑм
436,Schritt::N,утӑм,пусӑм
437,Schritt::N,пусӑм,утӑм
438,Schritt::N,пусӑм,пусӑм
439,Norden::N,ҫурҫӗр,ҫурҫӗр
440,Süden::N,кӑнтӑр,кӑнтӑр
441,Westen::N,анӑҫ,анӑҫ
442,Westen::N,анӑҫ,хӗвел анӑҫ
443,Westen::N,хӗвел анӑҫ,анӑҫ
444,Westen::N,хӗвел анӑҫ,хӗвел анӑҫ
445,Osten::N,хӗвел тухӑҫ,хӗвел тухӑҫ
446,Holz::N,йывӑҫ,йывӑҫ
447,Brett::N,хӑма,хӑма
448,Platte::N,плита,плита
449,Stütze::N,ура,ура
450,Stange::N,шерте,шерте
451,Stock::N,патак,патак
452,Stab::N,шӑчӑ,шӑчӑ
453,Rohr::N,пӑрӑх,пӑрӑх
454,Haus::N,ҫурт,ҫурт
455,Heim::N,кил,кил
456,Ofen::N,кӑмака,кӑмака
457,Fußboden::N,урай,урай
458,Tisch::N,сӗтел,сӗтел
459,Stuhl::N,пукан,пукан
460,Wiege::N,сӑпка,сӑпка
461,Bett::N,кравать,кравать
462,Regal::N,ҫӳлӗк,ҫӳлӗк
463,Regal::N,ҫӳлӗк,сентре
464,Regal::N,сентре,ҫӳлӗк
465,Regal::N,сентре,сентре
466,Kiste::N,ещӗк,ещӗк
467,Kiste::N,ещӗк,сунтӑх
468,Kiste::N,сунтӑх,ещӗк
469,Kiste::N,сунтӑх,сунтӑх
470,Fenster::N,чӳрече,чӳрече
471,Tür::N,алӑк,алӑк
472,Tor::N,хапха,хапха
473,Zaun::N,хӳме,хӳме
474,Dach::N,тӑрӑ,тӑрӑ
475,Leiter::N,пусма,пусма
476,Besen::N,шӑпӑр,шӑпӑр
477,Spaten::N,кӗреҫе,кӗреҫе
478,Schaufel::N,кӗреҫе,кӗреҫе
479,Gabel::N,вилка,вилка
480,Löffel::N,кашӑк,кашӑк
481,Messer::N,ҫӗҫӗ,ҫӗҫӗ
482,Nagel::N,пӑта,пӑта
483,Netz::N,тетел,тетел
484,Haken::N,йӑрхах,йӑрхах
485,Haken::N,йӑрхах,ҫекӗл
486,Haken::N,ҫекӗл,йӑрхах
487,Haken::N,ҫекӗл,ҫекӗл
488,Griff::N,хӑлӑп,хӑлӑп
489,Schloss::N,ҫӑра,ҫӑра
490,Bild::N,сӑн,сӑн
491,Bild::N,сӑн,сӑнлӑх
492,Bild::N,сӑн,картина
493,Bild::N,сӑнлӑх,сӑн
494,Bild::N,сӑнлӑх,сӑнлӑх
495,Bild::N,сӑнлӑх,картина
496,Bild::N,картина,сӑн
497,Bild::N,картина,сӑнлӑх
498,Bild::N,картина,картина
499,Figur::N,кӗлетке,кӗлетке
500,Puppe::N,пукане,пукане
501,Beutel::N,михӗ,михӗ
502,Bündel::N,ҫыхӑ,ҫыхӑ
503,Bündel::N,ҫыхӑ,тӗрке
504,Bündel::N,тӗрке,ҫыхӑ
505,Bündel::N,тӗрке,тӗрке
506,Tasche::N,сумка,сумка
507,Eimer::N,витре,витре
508,Deckel::N,хупӑ,хупӑ
509,Geschirr::N,савӑт-сапа,савӑт-сапа
510,Sack::N,михӗ,михӗ
511,Tasse::N,курка,курка
512,Topf::N,кастрюль,кастрюль
513,Kessel::N,хуран,хуран
514,Essen::N,апат,апат
515,Nahrung::N,апат-ҫимӗс,апат-ҫимӗс
516,Speise::N,апат,апат
517,Speise::N,апат,ҫимӗҫ
518,Speise::N,ҫимӗҫ,апат
519,Speise::N,ҫимӗҫ,ҫимӗҫ
520,Fleisch::N,аш,аш
521,Fleisch::N,аш,какай
522,Fleisch::N,какай,аш
523,Fleisch::N,какай,какай
524,Getreide::N,тырӑ,тырӑ
525,Brei::N,пӑтӑ,пӑтӑ
526,Brot::N,ҫӑкӑр,ҫӑкӑр
527,Scheibe::N,чӗлӗ,чӗлӗ
528,Scheibe::N,чӗлӗ,касӑк
529,Scheibe::N,касӑк,чӗлӗ
530,Scheibe::N,касӑк,касӑк
531,Fett::N,ҫу,ҫу
532,Butter::N,ҫу,ҫу
533,Öl::N,ҫу,ҫу
534,Salz::N,тӑвар,тӑвар
535,Suppe::N,яшка,яшка
536,Honig::N,пыл,пыл
537,Milch::N,сӗт,сӗт
538,Tee::N,чей,чей
539,Leder::N,сӑран,сӑран
540,Wolle::N,ҫӑм,ҫӑм
541,Stoff::N,тӗртӗм,тӗртӗм
542,Nadel::N,йӗп,йӗп
543,Faden::N,ҫип,ҫип
544,Knopf::N,тӳме,тӳме
545,Knoten::N,йӑлӑ,йӑлӑ
546,Farbe::N,сӑрӑ,сӑрӑ
547,Kleidung::N,тум,тум
548,Kleidung::N,тум,ҫипуҫ
549,Kleidung::N,тум,тум-тир
550,Kleidung::N,ҫипуҫ,тум
551,Kleidung::N,ҫипуҫ,ҫипуҫ
552,Kleidung::N,ҫипуҫ,тум-тир
553,Kleidung::N,тум-тир,тум
554,Kleidung::N,тум-тир,ҫипуҫ
555,Kleidung::N,тум-тир,тум-тир
556,Hemd::N,кӗпе,кӗпе
557,Kragen::N,ҫуха,ҫуха
558,Ärmel::N,ҫанӑ,ҫанӑ
559,Hose::N,шӑлавар,шӑлавар
560,Gürtel::N,пиҫиххи,пиҫиххи
561,Mütze::N,ҫӗлӗк,ҫӗлӗк
562,Schuh::N,пушмак,пушмак
563,Schuh::N,пушмак,ботинок
564,Schuh::N,ботинок,пушмак
565,Schuh::N,ботинок,ботинок
566,Stiefel::N,атӑ,атӑ
567,Ring::N,ҫӗрӗ,ҫӗрӗ
568,Band::N,хаю,хаю
569,Band::N,хаю,йӗсме
570,Band::N,йӗсме,хаю
571,Band::N,йӗсме,йӗсме
572,Kamm::N,тура,тура
573,Spiegel::N,тӗкӗр,тӗкӗр
574,Spiegel::N,тӗкӗр,куҫ кӗски
575,Spiegel::N,куҫ кӗски,тӗкӗр
576,Spiegel::N,куҫ кӗски,куҫ кӗски
577,Riemen::N,чӗн,чӗн
578,Schnur::N,кантра,кантра
579,Leine::N,касмӑк,касмӑк
580,Decke::N,утиял,утиял
581,Kissen::N,ҫытар,ҫытар
582,Kissen::N,ҫытар,минтер
583,Kissen::N,минтер,ҫытар
584,Kissen::N,минтер,минтер
585,Tuch::N,тутӑр,тутӑр
586,Handtuch::N,ал шӑлли,ал шӑлли
587,Kraft::N,вӑй,вӑй
588,Kraft::N,вӑй,хӑват
589,Kraft::N,хӑват,вӑй
590,Kraft::N,хӑват,хӑват
591,Stärke::N,хал,хал
592,Stärke::N,хал,хӑват
593,Stärke::N,хӑват,хал
594,Stärke::N,хӑват,хӑват
595,Gesundheit::N,хал,хал
596,Gesundheit::N,хал,сывлӑх
597,Gesundheit::N,сывлӑх,хал
598,Gesundheit::N,сывлӑх,сывлӑх
599,Krankheit::N,чир,чир
600,Schmerz::N,ырату,ырату
601,Wunde::N,суран,суран
602,Fieber::N,сив чир,сив чир
603,Arznei::N,эмел,эмел
604,Brücke::N,кӗпер,кӗпер
605,Brunnen::N,ҫӑл,ҫӑл
606,Brunnen::N,ҫӑл,пусӑ
607,Brunnen::N,пусӑ,ҫӑл
608,Brunnen::N,пусӑ,пусӑ
609,Weide::N,ҫаран,ҫаран
610,Pfad::N,йӗр,йӗр
611,Pfad::N,йӗр,сукмак
612,Pfad::N,сукмак,йӗр
613,Pfad::N,сукмак,сукмак
614,Weg::N,ҫул,ҫул
615,Weg::N,ҫул,ҫул-йӗр
616,Weg::N,ҫул-йӗр,ҫул
617,Weg::N,ҫул-йӗр,ҫул-йӗр
618,Straße::N,ҫӳрев,ҫӳрев
619,Straße::N,ҫӳрев,ҫул ҫӳрени
620,Straße::N,ҫул ҫӳрени,ҫӳрев
621,Straße::N,ҫул ҫӳрени,ҫул ҫӳрени
622,Dorf::N,ял,ял
623,Stadt::N,хула,хула
624,Brief::N,ҫыру,ҫыру
625,Buch::N,кӗнеке,кӗнеке
626,Buchstabe::N,сас палли,сас палли
627,Zeitung::N,хаҫат,хаҫат
628,Leben::N,пурнӑҫ,пурнӑҫ
629,Tod::N,вилӗм,вилӗм
630,Grab::N,масар шӑтӑкӗ,масар шӑтӑкӗ
631,Kirche::N,чиркӳ,чиркӳ
632,Sünde::N,ҫылӑх,ҫылӑх
633,Gott::N,турӑ,турӑ
634,Arbeiter::N,рабочи,рабочи
635,Chef::N,пуҫлӑх,пуҫлӑх
636,Meister::N,ӑста,ӑста
637,Meister::N,ӑста,мастер
638,Meister::N,мастер,ӑста
639,Meister::N,мастер,мастер
640,Arzt::N,врач,врач
641,Arzt::N,врач,тухтӑр
642,Arzt::N,тухтӑр,врач
643,Arzt::N,тухтӑр,тухтӑр
644,Lehrer::N,учитель,учитель
645,Lehrer::N,учитель,вӗрентекен
646,Lehrer::N,вӗрентекен,учитель
647,Lehrer::N,вӗрентекен,вӗрентекен
648,Geld::N,укҫа,укҫа
649,Geschäft::N,бизнес,бизнес
650,Laden::N,магазин,магазин
651,Preis::N,хак,хак
