,Concept_ID,uk,fr
121,Ufer::N,берег,bord
122,Ufer::N,берег,rivage
123,Küste::N,узбережжя,côte
124,Festland::N,суша,terre ferme
125,Meer::N,море,mer
126,Bucht::N,бухта,baie
127,Bucht::N,затока,baie
128,Insel::N,острів,île
129,Blume::N,квітка,fleur
130,Gras::N,трава,herbe
131,Wurzel::N,корінь,racine
132,Baum::N,дерево,arbre
133,Stamm::N,стовбур,tronc
134,Rinde::N,кора,écorce
135,Ast::N,гілка,branche
136,Zweig::N,галузь,rameau
137,Blatt::N,лист,feuille
138,Birke::N,береза,bouleau
139,Kiefer[Baum]::N,сосна,pin
140,Weide[Baum]::N,верба,saule
141,Tanne::N,ялиця,sapin
142,Horn::N,ріг,corne
143,Feder::N,перо,plume
144,Fell::N,хутро,peau
145,Flügel::N,крило,aile
146,Klaue::N,кіготь,serre
147,Kralle::N,лапа,ongle
148,Kralle::N,лапа,griffe
149,Schwanz::N,хвіст,queue
150,Ei::N,яйце,œuf
151,Nest::N,гніздо,nid
152,Bau::N,лігво,terrier
153,Tier::N,тварина,animal
154,Herde::N,стадо,troupeau
155,Kuh::N,корова,vache
156,Bulle::N,бик,taureau
157,Bulle::N,бугай,taureau
158,Pferd::N,кінь,cheval
159,Schaf::N,вівця,mouton
160,Schwein::N,свиня,porc
161,Schwein::N,свиня,cochon
162,Hund::N,собака,chien
163,Katze::N,кішка,chat
164,Bär::N,ведмідь,ours
165,Eichhörnchen::N,білка,écureuil
166,Elch::N,лось,élan
167,Fuchs::N,лисиця,renard
168,Hase::N,заєць,lièvre
169,Maus::N,миша,souris
170,Wolf::N,вовк,loup
171,Vogel::N,птах,oiseau
172,Schwarm::N,зграя,nuée
173,Schwarm::N,зграя,volée
174,Huhn::N,курка,poule
175,Hahn::N,півень,coq
176,Gans::N,гуска,oie
177,Adler::N,орел,aigle
178,Ente::N,качка,canard
179,Eule::N,сова,hibou
180,Kranich::N,журавель,grue
181,Krähe::N,ворона,corneille
182,Kuckuck::N,зозуля,coucou
183,Schwan::N,лебідь,cygne
184,Fisch::N,риба,poisson
185,Barsch::N,окунь,perche
186,Hecht::N,щука,brochet
187,Schlange[Tier]::N,змія,serpent
188,Wurm::N,черв’як,ver
189,Spinne::N,павук,araignée
190,Ameise::N,мурашка,fourmi
191,Laus::N,воша,pou
192,Mücke::N,комар,moucheron
193,Fliege::N,муха,mouche
194,Schmetterling::N,метелик,papillon
195,Beere::N,ягода,baie
196,Apfel::N,яблуко,pomme
197,Pilz::N,гриб,champignon
198,Zwiebel::N,цибуля,oignon
199,Saat::N,сім’я,semence
200,Korn::N,зерно,grain
201,Heu::N,сіно,foin
202,Schale::N,шкірка,pelure
203,Grube::N,яма,fosse
204,Falle::N,пастка,piège
205,Schlinge::N,петля,lacs
206,Spur::N,слід,trace
207,Asche::N,зола,cendre
208,Asche::N,попіл,cendre
209,Dreck::N,бруд,crotte
210,Eisen::N,залізо,fer
211,Gold::N,золото,or
212,Silber::N,срібло,argent
213,Kohle::N,вугілля,charbon
214,Glas::N,скло,verre
215,Lehm::N,глина,glaise
216,Sand::N,пісок,sable
217,Mensch::N,людина,homme
218,Mann::N,чоловік,homme
219,Frau::N,жінка,femme
220,Kind::N,дитина,enfant
221,Junge::N,хлопець,garçon
222,Mädchen::N,дівчина,fille
223,Mädchen::N,дівчина,jeune fille
224,Familie::N,сім’я,famille
225,Familie::N,родина,famille
226,Großvater::N,дідусь,grand-père
227,Großmutter::N,бабуся,grand-mère
228,Eltern::N,батьки,parents
229,Vater::N,батько,père
230,Mutter::N,мати,mère
231,Sohn::N,син,fils
232,Tochter::N,дочка,fille
233,Bruder::N,брат,frère
234,Schwester::N,сестра,sœur
235,Onkel::N,дядько,oncle
236,Tante::N,тітка,tante
237,Ehemann::N,чоловік,mari
238,Ehemann::N,чоловік,époux
239,Ehefrau::N,жінка,femme
240,Ehefrau::N,жінка,épouse
241,Ehefrau::N,дружина,femme
242,Ehefrau::N,дружина,épouse
243,Freude::N,радощі,joie
244,Freude::N,радощі,plaisir
245,Gelächter::N,сміх,rires
246,Glück::N,щастя,bonheur
247,Kummer::N,горе,peine
248,Kummer::N,горе,chagrin
249,Wunsch::N,бажання,désir
250,Lust::N,бажання,envie
251,Geist::N,дух,esprit
252,Gedanke::N,думка,idée
253,Gedanke::N,думка,pensée
254,Gedächtnis::N,пам’ять,mémoire
255,Verstand::N,розум,raison
256,Sinn::N,зміст,sens
257,Sinn::N,значення,sens
258,Grund::N,причина,cause
259,Grund::N,причина,raison
260,Wahrheit::N,правда,vérité
261,Gespräch::N,розмова,conversation
262,Märchen::N,байка,conte
263,Märchen::N,байка,conte de fées
264,Erzählung::N,повість,conte
265,Erzählung::N,повість,narration
266,Erzählung::N,оповідання,conte
267,Erzählung::N,оповідання,narration
268,Nachricht::N,повідомлення,message
269,Neuigkeit::N,новина,nouvelle
270,Name::N,ім’я,nom
271,Rätsel::N,загадка,énigme
272,Rätsel::N,загадка,devinette
273,Rede::N,промова,parole
274,Rede::N,промова,discours
275,Sprache::N,мова,langue
276,Sprache::N,мова,langage
277,Stimme::N,голос,voix
278,Wort::N,слово,mot
279,Zeichen::N,знак,signe
280,Ruf::N,оклик,cri
281,Ruf::N,оклик,appel
282,Lärm::N,шум,bruit
283,Laut::N,звук,son
284,Ton::N,тон,ton
285,Lied::N,пісня,chant
286,Lied::N,пісня,chanson
287,Ruhe::N,спокій,calme
288,Ruhe::N,спокій,tranquillité
289,Leute::N,люди,gens
290,Volk::N,народ,peuple
291,Arbeit::N,робота,travail
292,Gast::N,гість,hôte
293,Gast::N,гість,invité
294,Geschenk::N,подарунок,cadeau
295,Geschenk::N,подарунок,présent
296,Spiel::N,гра,jeu
297,Gesellschaft::N,товариство,compagnie
298,Hilfe::N,допомога,aide
299,Hilfe::N,допомога,secours
300,Freund::N,друг,ami
301,Freund::N,приятель,ami
302,Kamerad::N,товариш,copain
303,Kamerad::N,товариш,camarade
304,Angelegenheit::N,справа,affaire
305,Anzahl::N,число,nombre
306,Art::N,рід,sorte
307,Art::N,рід,espèce
308,Stück::N,кусок,morceau
309,Teil::N,частина,part
310,Teil::N,частина,partie
311,Hälfte::N,половина,moitié
312,Kreis::N,круг,cercle
313,Kreis::N,коло,cercle
314,Kreuz::N,хрест,croix
315,Linie::N,лінія,ligne
316,Strich::N,штрих,trait
317,Abstand::N,проміжок,écart
318,Entfernung::N,відстань,distance
319,Gegend::N,місцевість,région
320,Gegend::N,місцевість,contrée
321,Platz::N,площа,place
322,Ort::N,місце,lieu
323,Ort::N,місце,endroit
324,Seite::N,сторона,côté
325,Mitte::N,середина,milieu
326,Gegenstand::N,предмет,objet
327,Sache::N,річ,chose
328,Rand::N,край,bord
329,Kante::N,ребро,arête
330,Ecke::N,ріг,coin
331,Ecke::N,ріг,tournant
332,Spitze::N,кінчик,cime
333,Spitze::N,кінчик,pointe
334,Ende::N,кінець,bout
335,Loch::N,діра,trou
336,Winkel::N,куток,coin
337,Winkel::N,куток,réduit
338,Muster::N,узор,dessin
339,Größe::N,розмір,grandeur
340,Länge::N,довжина,longueur
341,Höhe::N,висота,hauteur
342,Höhe::N,висота,altitude
343,Gewicht::N,вага,poids
344,Menge::N,кількість,quantité
345,Haufen::N,купа,tas
346,Reihe::N,ряд,file
347,Reihe::N,ряд,rangée
348,Boot::N,човен,canot
349,Boot::N,човен,bateau
350,Ruder::N,весло,rame
351,Ruder::N,весло,aviron
352,Schlitten::N,сани,traîneau
353,Ski::N,лижа,ski
354,Lagerfeuer::N,вогнище,feu de camp
355,Last::N,тягар,charge
356,Last::N,тягар,fardeau
357,Last::N,вантаж,charge
358,Last::N,вантаж,fardeau
359,Gang::N,хід,tour
360,Gang::N,хід,marche
361,Schritt::N,крок,pas
362,Norden::N,північ,nord
363,Süden::N,південь,sud
364,Westen::N,захід,ouest
365,Westen::N,захід,occident
366,Osten::N,схід,est
367,Osten::N,схід,orient
368,Holz::N,дрова,bois
369,Brett::N,дошка,planche
370,Platte::N,плита,plaque
371,Stütze::N,підпірка,appui
372,Stütze::N,підпірка,soutien
373,Stange::N,жердина,barre
374,Stange::N,жердина,perche
375,Stock::N,палиця,canne
376,Stab::N,палиця,bâton
377,Rohr::N,труба,tube
378,Rohr::N,труба,tuyau
379,Haus::N,дім,maison
380,Haus::N,хата,maison
381,Heim::N,житло,maison
382,Ofen::N,піч,poêle
383,Fußboden::N,підлога,plancher
384,Tisch::N,стіл,table
385,Stuhl::N,стілець,chaise
386,Wiege::N,колиска,berceau
387,Bett::N,ліжко,lit
388,Bett::N,постіль,lit
389,Regal::N,полиця,étagère
390,Kiste::N,ящик,caisse
391,Fenster::N,вікно,fenêtre
392,Tür::N,двері,porte
393,Tor::N,ворота,porte
394,Tor::N,ворота,portail
395,Zaun::N,паркан,clôture
396,Zaun::N,огорожа,clôture
397,Dach::N,дах,toit
398,Leiter::N,драбина,échelle
399,Besen::N,мітла,balai
400,Spaten::N,заступ,bêche
401,Schaufel::N,совок,pelle
402,Schaufel::N,лопата,pelle
403,Gabel::N,виделка,fourchette
404,Löffel::N,ложка,cuiller
405,Messer::N,ніж,couteau
406,Nagel::N,цвях,clou
407,Netz::N,сіть,filet
408,Haken::N,крюк,croc
409,Haken::N,крюк,crochet
410,Griff::N,ручка,prise
411,Griff::N,ручка,manche
412,Griff::N,держак,prise
413,Griff::N,держак,manche
414,Schloss::N,замок,serrure
415,Bild::N,картина,image
416,Bild::N,картина,tableau
417,Figur::N,фігура,figure
418,Puppe::N,лялька,poupée
419,Beutel::N,мішечок,sac
420,Beutel::N,мішечок,petit sac
421,Beutel::N,торбинка,sac
422,Beutel::N,торбинка,petit sac
423,Bündel::N,в’язка,paquet
424,Bündel::N,в’язка,faisceau
425,Tasche::N,сумка,sac
426,Eimer::N,відро,seau
427,Deckel::N,кришка,couvercle
428,Geschirr::N,посуд,vaisselle
429,Sack::N,мішок,sac
430,Tasse::N,чашка,tasse
431,Topf::N,горщик,pot
432,Topf::N,горщик,marmite
433,Kessel::N,котел,chaudron
434,Essen::N,їжа,repas
435,Essen::N,їжа,manger
436,Nahrung::N,харч,nourriture
437,Speise::N,страва,plat
438,Fleisch::N,м’ясо,viande
439,Getreide::N,хліб,blé
440,Getreide::N,хліб,céréales
441,Getreide::N,збіжжя,blé
442,Getreide::N,збіжжя,céréales
443,Brei::N,каша,purée
444,Brei::N,каша,bouillie
445,Brot::N,хліб,pain
446,Scheibe::N,скибочка,tranche
447,Fett::N,жир,graisse
448,Butter::N,масло,beurre
449,Öl::N,олія,huile
450,Salz::N,сіль,sel
451,Suppe::N,суп,soupe
452,Suppe::N,суп,potage
453,Honig::N,мед,miel
454,Milch::N,молоко,lait
455,Tee::N,чай,thé
456,Leder::N,шкіра,cuir
457,Wolle::N,шерсть,laine
458,Stoff::N,тканина,tissu
459,Stoff::N,тканина,étoffe
460,Nadel::N,голка,aiguille
461,Faden::N,нитка,fil
462,Knopf::N,ґудзик,bouton
463,Knoten::N,вузол,nœud
464,Farbe::N,фарба,peinture
465,Kleidung::N,одяг,vêtements
466,Kleidung::N,одяг,habillement
467,Kleidung::N,убрання,vêtements
468,Kleidung::N,убрання,habillement
469,Hemd::N,сорочка,chemise
470,Kragen::N,комір,col
471,Ärmel::N,рукав,manche
472,Hose::N,брюки,pantalon
473,Gürtel::N,пояс,ceinture
474,Mütze::N,шапка,bonnet
475,Mütze::N,шапка,casquette
476,Schuh::N,ботинок,soulier
477,Schuh::N,ботинок,chaussure
478,Stiefel::N,чобіт,botte
479,Ring::N,кільце,bague
480,Band::N,стрічка,ruban
481,Kamm::N,гребінець,peigne
482,Spiegel::N,дзеркало,glace
483,Spiegel::N,дзеркало,miroir
484,Riemen::N,ремінь,lanière
485,Riemen::N,ремінь,courroie
486,Schnur::N,вірьовка,corde
487,Schnur::N,вірьовка,ficelle
488,Leine::N,шворка,laisse
489,Decke::N,ковдра,couverture
490,Kissen::N,подушка,oreiller
491,Tuch::N,хустка,drap
492,Tuch::N,хустка,fichu
493,Handtuch::N,рушник,serviette
494,Handtuch::N,рушник,essuie-mains
495,Kraft::N,сила,force
496,Stärke::N,сила,vigueur
497,Gesundheit::N,здоров’я,santé
498,Krankheit::N,хвороба,maladie
499,Schmerz::N,біль,douleur
500,Wunde::N,рана,plaie
501,Wunde::N,рана,blessure
502,Fieber::N,гарячка,fièvre
503,Arznei::N,ліки,remède
504,Arznei::N,ліки,médecine
505,Brücke::N,міст,pont
506,Brunnen::N,колодязь,puits
507,Weide::N,пасовище,pâturage
508,Pfad::N,стежка,sentier
509,Weg::N,шлях,voie
510,Weg::N,шлях,chemin
511,Weg::N,дорога,voie
512,Weg::N,дорога,chemin
513,Straße::N,вулиця,route
514,Dorf::N,село,village
515,Stadt::N,місто,cité
516,Stadt::N,місто,ville
517,Brief::N,лист,lettre
518,Buch::N,книга,livre
519,Buch::N,книжка,livre
520,Buchstabe::N,буква,lettre
521,Buchstabe::N,буква,caractère
522,Buchstabe::N,літера,lettre
523,Buchstabe::N,літера,caractère
524,Zeitung::N,газета,journal
525,Leben::N,життя,vie
526,Tod::N,смерть,mort
527,Grab::N,могила,tombe
528,Kirche::N,церква,église
529,Sünde::N,гріх,péché
530,Gott::N,бог,dieu
531,Arbeiter::N,робітник,ouvrier
532,Arbeiter::N,робітник,travailleur
533,Chef::N,хазяїн,chef
534,Chef::N,хазяїн,patron
535,Meister::N,умілець,maître
536,Arzt::N,лікар,médecin
537,Lehrer::N,вчитель,professeur
538,Lehrer::N,вчитель,instituteur
539,Geld::N,гроші,argent
540,Geschäft::N,заняття,affaire
541,Geschäft::N,заняття,commerce
542,Laden::N,магазин,magasin
543,Laden::N,магазин,boutique
544,Laden::N,крамниця,magasin
545,Laden::N,крамниця,boutique
546,Preis::N,ціна,prix
547,Ware::N,товар,marchandise
548,Nutzen::N,вигода,profit
549,Nutzen::N,користь,profit
550,Reichtum::N,багатство,richesse
551,Welt::N,світ,monde
552,Land::N,країна,pays
553,Staat::N,держава,État
554,König::N,король,roi
555,Macht::N,влада,pouvoir
556,Macht::N,влада,puissance
557,Grenze::N,кордон,frontière
558,Krieg::N,війна,guerre
559,Feind::N,ворог,ennemi
560,Gewalt::N,насильство,violence
561,Kampf::N,бій,lutte
562,Kampf::N,бій,combat
563,Kampf::N,боротьба,lutte
564,Kampf::N,боротьба,combat
565,Bogen[Waffe]::N,лук,arc
566,Pfeil::N,стріла,flèche
567,Gewehr::N,рушниця,fusil
568,Gewehr::N,гвинтівка,fusil
569,Fehler::N,помилка,faute
570,Fehler::N,помилка,erreur
571,Lüge::N,брехня,mensonge
572,Schaden::N,шкода,dégât
573,Schaden::N,шкода,dommage
574,Schaden::N,збиток,dégât
575,Schaden::N,збиток,dommage
576,Unglück::N,нещастя,malheur
577,Schuld::N,провина,faute
578,Schuld::N,провина,culpabilité
579,Alter::N,вік,âge
580,Alter::N,літа,âge
581,Schluss::N,кінець,fin
582,Zeit::N,час,temps
583,Tag::N,день,jour
584,Tag::N,день,journée
585,Morgen::N,ранок,matin
586,Morgen::N,ранок,matinée
587,Mittag::N,південь,midi
588,Abend::N,вечір,soir
589,Abend::N,вечір,soirée
590,Nacht::N,ніч,nuit
591,Woche::N,тиждень,semaine
592,Monat::N,місяць,mois
593,Jahr::N,рік,an
594,Jahr::N,рік,année
595,Frühling::N,весна,printemps
596,Sommer::N,літо,été
597,Herbst::N,осінь,automne
598,Winter::N,зима,hiver
599,Januar::N,січень,janvier
600,Februar::N,лютий,février
601,März::N,березень,mars
602,April::N,квітень,avril
603,Mai::N,травень,mai
604,Juni::N,червень,juin
605,Juli::N,липень,juillet
606,August::N,серпень,août
607,September::N,вересень,septembre
608,Oktober::N,жовтень,octobre
609,November::N,листопад,novembre
610,Dezember::N,грудень,décembre
611,Montag::N,понеділок,lundi
612,Dienstag::N,вівторок,mardi
613,Mittwoch::N,середа,mercredi
614,Donnerstag::N,четвер,jeudi
615,Freitag::N,п’ятниця,vendredi
616,Samstag::N,субота,samedi
617,Sonntag::N,неділя,dimanche
618,groß::A,великий,grand
619,klein::A,малий,petit
620,klein::A,маленький,petit
621,lang::A,довгий,long
622,kurz::A,короткий,court
623,breit::A,широкий,large
624,schmal::A,вузький,étroit
625,dicht::A,густий,dense
626,dick[Gegenstand]::A,товстий,épais
627,dünn::A,тонкий,mince
628,fein::A,дрібний,fin
629,fein::A,дрібний,menu
630,fest::A,міцний,ferme
631,fest::A,міцний,solide
632,flach::A,плоский,plat
633,glatt::A,рівний,poli
634,glatt::A,рівний,lisse
635,glatt::A,гладенький,poli
636,glatt::A,гладенький,lisse
637,hart::A,твердий,dur
638,weich::A,м’який,mou
639,rund::A,круглий,rond
640,spitz::A,гострокінцевий,aigu
641,spitz::A,гострокінцевий,pointu
642,scharf::A,гострий,tranchant
643,stumpf::A,тупий,mousse
644,stumpf::A,тупий,émoussé
645,schwer::A,важкий,lourd
646,schwer::A,важкий,pesant
647,schön::A,вродливий,beau
648,heiß::A,жаркий,chaud
649,heiß::A,жаркий,très chaud
650,heiß::A,гарячий,chaud
651,heiß::A,гарячий,très chaud
652,warm::A,теплий,chaud
653,kalt::A,холодний,froid
654,kühl::A,прохолодний,frais
655,frisch::A,свіжий,frais
656,feucht::A,вогкий,humide
657,nass::A,мокрий,mouillé
658,trocken::A,сухий,sec
659,voll::A,повний,plein
660,voll::A,повний,rempli
661,leer::A,пустий,vide
662,offen::A,відкритий,ouvert
663,geschlossen::A,закритий,clos
664,geschlossen::A,закритий,fermé
665,geschlossen::A,зачинений,clos
666,geschlossen::A,зачинений,fermé
667,sauber::A,чистий,net
668,sauber::A,чистий,propre
669,sauber::A,охайний,net
670,sauber::A,охайний,propre
671,schmutzig::A,брудний,sale
672,schmutzig::A,брудний,crasseux
673,roh::A,сирий,cru
674,roh::A,сирий,brut
675,reif::A,зрілий,mûr
676,lecker::A,смачний,délicieux
677,lecker::A,смачний,appétissant
678,süß::A,солодкий,doux
679,bitter::A,гіркий,amer
680,sauer::A,кислий,aigre
681,hell::A,світлий,clair
682,dunkel::A,темний,sombre
683,schwarz::A,чорний,noir
684,weiß::A,сивий,blanc
685,rot::A,червоний,rouge
686,gelb::A,жовтий,jaune
687,blau::A,синій,bleu
688,grün::A,зелений,vert
689,grau::A,сірий,gris
690,bunt::A,барвистий,multicolore
691,billig::A,дешевий,bon marché
692,teuer::A,дорогий,cher
693,wertvoll::A,цінний,précieux
694,blind::A,сліпий,aveugle
695,taub::A,глухий,sourd
696,kräftig::A,могутній,fort
697,kräftig::A,могутній,vigoureux
698,stark::A,сильний,fort
699,stark::A,сильний,puissant
700,schwach::A,слабкий,faible
701,fett::A,жирний,gras
702,fett::A,товстий,gras
703,schlank::A,тонкий,svelte
704,schlank::A,стрункий,svelte
705,hübsch::A,чарівний,joli
706,böse::A,злий,mauvais
707,böse::A,лихий,mauvais
708,dumm::A,дурний,sot
709,dumm::A,дурний,bête
710,faul::A,ледачий,fainéant
711,faul::A,ледачий,paresseux
712,fleißig::A,старанний,appliqué
713,geizig::A,скупий,avare
714,klug::A,мудрий,intelligent
715,klug::A,розумний,intelligent
716,geschickt::A,умілий,habile
717,lieb::A,милий,cher
718,lieb::A,милий,gentil
719,lustig::A,веселий,gai
720,lustig::A,веселий,joyeux
721,sanft::A,лагідний,doux
722,hungrig::A,голодний,affamé
723,krank::A,слабий,malade
724,nackt::A,голий,nu
725,traurig::A,сумний,triste
726,lebendig::A,живий,vivant
727,gut::A,добрий,bon
728,schlecht::A,поганий,mauvais
729,schlecht::A,кепський,mauvais
730,richtig::A,правильний,juste
731,richtig::A,правильний,correct
732,schlimm::A,бридкий,grave
733,schlimm::A,бридкий,mauvais
734,wahr::A,справжній,vrai
735,wahr::A,справжній,véritable
736,alt::A,старий,vieux
737,neu::A,новий,neuf
738,neu::A,новий,nouveau
739,ehemalig::A,колишній,ancien
740,alt[Lebewesen]::A,старий,âgé
741,alt[Lebewesen]::A,старий,vieux
742,jung::A,молодий,jeune
743,arm::A,бідний,pauvre
744,reich::A,багатий,riche
745,bekannt::A,знайомий,connu
746,berühmt::A,славетний,fameux
747,berühmt::A,славетний,célèbre
748,fremd::A,чужий,étranger
749,verschieden::A,різний,différent
750,nah::A,близький,lié
751,nah::A,близький,proche
752,fern::A,далекий,éloigné
753,fern::A,далекий,lointain
754,linker::A,лівий,gauche
755,rechter::A,правий,droit
756,anderer::A,інакший,autre
757,erster::A,перший,premier
758,zweiter::A,другий,second
759,zweiter::A,другий,deuxième
760,dritter::A,третій,troisième
761,letzter::A,останній,dernier
762,allein::ADV,сам,seul
763,allein::ADV,один,seul
764,auf einmal::ADV,відразу,à la fois
765,zusammen::ADV,разом,ensemble
766,zusammen::ADV,спільно,ensemble
767,lange::ADV,довго,longtemps
768,plötzlich::ADV,раптом,tout à coup
769,sofort::ADV,зараз,immédiatement
770,später::ADV,пізніше,plus tard
771,jetzt::ADV,тепер,maintenant
772,heute::ADV,сьогодні,aujourd'hui
773,morgen::ADV,завтра,demain
774,bald::ADV,незабаром,bientôt
775,dann::ADV,потім,puis
776,dann::ADV,потім,ensuite
777,gestern::ADV,вчора,hier
778,einst::ADV,колись,jadis
779,einst::ADV,колись,autrefois
780,damals::ADV,тоді,alors
781,damals::ADV,тоді,à l'époque
782,danach::ADV,згодом,après
783,danach::ADV,згодом,ensuite
784,vorher::ADV,раніше,auparavant
785,zuerst::ADV,спершу,d'abord
786,zuerst::ADV,спершу,premièrement
787,zuerst::ADV,спочатку,d'abord
788,zuerst::ADV,спочатку,premièrement
789,einmal::ADV,один раз,une fois
790,manchmal::ADV,іноді,parfois
791,manchmal::ADV,іноді,quelquefois
792,manchmal::ADV,інколи,parfois
793,manchmal::ADV,інколи,quelquefois
794,oft::ADV,часто,souvent
795,immer::ADV,завжди,toujours
796,niemals::ADV,ніколи,ne ... jamais
797,hier::ADV,тут,ici
798,hierhin::ADV,сюди,par ici
799,von hier::ADV,звідси,d'ici
800,dort::ADV,там,là
801,dort::ADV,там,là-bas
802,dorthin::ADV,туди,y
803,dorthin::ADV,туди,par là
804,geradeaus::ADV,прямо,tout droit
805,vorwärts::ADV,вперед,en avant
806,rückwärts::ADV,назад,en arrière
807,zurück::ADV,назад,de retour
808,unten::ADV,внизу,en bas
809,unten::ADV,внизу,au-dessous
810,hinab::ADV,вниз,en bas
811,hinab::ADV,вниз,vers le bas
812,oben::ADV,вгорі,dessus
813,oben::ADV,вгорі,en haut
814,hinauf::ADV,вгору,en haut
815,hinauf::ADV,вгору,vers le haut
816,überall::ADV,скрізь,partout
817,nicht::ADV,не,ne ... pas
818,ein wenig::ADV,трохи,un peu
819,ein wenig::ADV,небагато,un peu
820,kaum::ADV,ледве,à peine
821,sehr::ADV,дуже,très
822,so::ADV,так,si
823,so::ADV,так,ainsi
824,noch::ADV,ще,encore
825,nur::ADV,лише,seulement
826,nur::ADV,лише,ne ... que
827,nur::ADV,тільки,seulement
828,nur::ADV,тільки,ne ... que
829,schon::ADV,вже,déjà
830,wieder::ADV,знову,de nouveau
831,vergebens::ADV,дарма,en vain
832,vor::PRP,перед,devant
833,hinter::PRP,ззаду,derrière
834,hinter::PRP,позаду,derrière
835,unter::PRP,під,sous
836,unter::PRP,під,au-dessous de
837,durch::PRP,крізь,par
838,durch::PRP,крізь,à travers
839,neben::PRP,біля,à côté de
840,zwischen::PRP,між,entre
841,wegen::PRP,з-за,à cause de
842,wegen::PRP,через,à cause de
843,dies::PRN,це,ceci
844,das::PRN,то,ce
845,das::PRN,то,cela
846,alles::PRN,все,tout
847,ich::PRN,я,je
848,ich::PRN,я,moi
849,du::PRN,ти,tu
850,du::PRN,ти,toi
851,er::PRN,він,il
852,er::PRN,він,lui
853,wir::PRN,ми,nous
854,ihr::PRN,ви,vous
