,Concept_ID,os,cs
202,Apfel::N,фӕткъуы,jablko
203,Pilz::N,зокъо,houba
204,Pilz::N,къозо,houba
205,Zwiebel::N,хъӕдындз,cibule
206,Saat::N,тауинаг,osivo
207,Saat::N,мыггаг,osivo
208,Korn::N,мыггаг,zrno
209,Korn::N,тауинаг,zrno
210,Heu::N,хос,seno
211,Schale::N,цъар,slupka
212,Schale::N,цъар,skořápka
213,Grube::N,урм,jáma
214,Grube::N,къахт,jáma
215,Grube::N,дзыхъхъ,jáma
216,Falle::N,цъысым,past
217,Falle::N,цъысым,léčka
218,Falle::N,къӕппӕг,past
219,Falle::N,къӕппӕг,léčka
220,Schlinge::N,цасм,smyčka
221,Spur::N,фæд,stopa
222,Asche::N,фӕнык,popel
223,Asche::N,ӕртхутӕг,popel
224,Dreck::N,цъыф,špína
225,Eisen::N,ӕфсӕйнаг,železo
226,Gold::N,сыгъзӕрин,zlato
227,Silber::N,ӕвзист,stříbro
228,Kohle::N,ӕвзалы,uhlí
229,Glas::N,авг,sklo
230,Lehm::N,ӕлыг,jíl
231,Lehm::N,ӕлыг,hlína
232,Sand::N,змис,písek
233,Mensch::N,лӕг,člověk
234,Mensch::N,адӕймаг,člověk
235,Mensch::N,удгоймаг,člověk
236,Mann::N,лӕг,muž
237,Mann::N,нӕлгоймаг,muž
238,Frau::N,сылгоймаг,žena
239,Kind::N,сывӕллон,dítě
240,Junge::N,лӕппу,hoch
241,Junge::N,лӕппу,chlapec
242,Mädchen::N,чызг,děvče
243,Familie::N,бинонтæ,rodina
244,Großvater::N,фыдыфыд,děd
245,Großvater::N,фыдыфыд,dědeček
246,Großvater::N,мадыфыд,děd
247,Großvater::N,мадыфыд,dědeček
248,Großmutter::N,фыды мад,babička
249,Großmutter::N,мады мад,babička
250,Eltern::N,ныййарджытæ,rodiče
251,Vater::N,фыд,otec
252,Mutter::N,мад,matka
253,Sohn::N,фырт,syn
254,Tochter::N,чызг,dcera
255,Bruder::N,ӕфсымӕр,bratr
256,Schwester::N,хо,sestra
257,Onkel::N,фыдыфсымӕр,strýc
258,Tante::N,мадыхо,teta
259,Ehemann::N,мой,choť
260,Ehemann::N,мой,manžel
261,Ehefrau::N,ус,choť
262,Ehefrau::N,ус,manželka
263,Freude::N,цин,radost
264,Freude::N,циндзинад,radost
265,Gelächter::N,худын,smích
266,Gelächter::N,худт,smích
267,Gelächter::N,худæг,smích
268,Glück::N,амонд,štěstí
269,Kummer::N,хъыг,žal
270,Kummer::N,хъыг,trápení
271,Wunsch::N,бӕллиц,přání
272,Lust::N,монц,chuť
273,Geist::N,уд,duch
274,Gedanke::N,хъуыды,myšlenka
275,Gedächtnis::N,мысæн,paměť
276,Gedächtnis::N,мысын,paměť
277,Gedächtnis::N,зæрдылдарын,paměť
278,Verstand::N,зонд,rozum
279,Sinn::N,нысаниуæг,smysl
280,Grund::N,ӕфсон,důvod
281,Wahrheit::N,æцæг,pravda
282,Gespräch::N,ныхас,rozhovor
283,Märchen::N,аргъау,pohádka
284,Erzählung::N,радзырд,povídka
285,Nachricht::N,уац,zpráva
286,Neuigkeit::N,хабар,novina
287,Neuigkeit::N,хабар,novinka
288,Name::N,ном,jméno
289,Rätsel::N,уыци-уыци,hádanka
290,Rätsel::N,базон-базон,hádanka
291,Rede::N,раныхас,řeč
292,Rede::N,раныхас,proslov
293,Sprache::N,ӕвзаг,řeč
294,Sprache::N,ӕвзаг,jazyk
295,Stimme::N,хъӕлӕс,hlas
296,Wort::N,дзырд,slovo
297,Zeichen::N,нысан,znamení
298,Ruf::N,сидт,zavolání
299,Lärm::N,уынæр,hluk
300,Laut::N,зӕл,zvuk
301,Laut::N,мыр,zvuk
302,Ton::N,мыр,tón
303,Lied::N,зарӕг,píseň
304,Ruhe::N,æнцой,klid
305,Ruhe::N,æнцой,pokoj
306,Leute::N,адӕм,lidé
307,Volk::N,адӕм,národ
308,Arbeit::N,фӕллой,práce
309,Gast::N,уазӕг,host
310,Geschenk::N,хуын,dar
311,Spiel::N,хъазт,hra
312,Gesellschaft::N,дзыллæ,společnost
313,Gesellschaft::N,æхсæнад,společnost
314,Hilfe::N,æххуыс,pomoc
315,Hilfe::N,ахъаз,pomoc
316,Freund::N,лымӕн,přítel
317,Kamerad::N,ӕмбал,kamarád
318,Angelegenheit::N,хъуыддаг,záležitost
319,Anzahl::N,бӕрц,počet
320,Art::N,хуыз,druh
321,Art::N,хуызад,druh
322,Stück::N,кæрдих,kus
323,Stück::N,кæрдих,kousek
324,Stück::N,комдзаг,kus
325,Stück::N,комдзаг,kousek
326,Teil::N,хай,díl
327,Teil::N,хай,část
328,Hälfte::N,æрдæг,půl
329,Hälfte::N,æмбис,půl
330,Kreis::N,зиллакк,kruh
331,Kreuz::N,дзуар,kříž
332,Linie::N,хахх,linka
333,Strich::N,хахх,čára
334,Strich::N,хахх,čárka
335,Abstand::N,æхсæнуат,vzdálenost
336,Entfernung::N,дæрддзæг,vzdálenost
337,Entfernung::N,дардцæг,vzdálenost
338,Gegend::N,ран,krajina
339,Platz::N,бууат,prostor
340,Ort::N,ран,místo
341,Ort::N,бынат,místo
342,Seite::N,фахс,strana
343,Mitte::N,астӕу,střed
344,Mitte::N,астӕу,prostředek
345,Gegenstand::N,дзаума,předmět
346,Sache::N,дзаума,věc
347,Rand::N,кӕрон,kraj
348,Rand::N,кӕрон,okraj
349,Kante::N,фӕрск,hrana
350,Ecke::N,тигъ,roh
351,Ecke::N,фисын,roh
352,Spitze::N,бырынкъ,hrot
353,Spitze::N,бырынкъ,špička
354,Ende::N,кӕрон,konec
355,Loch::N,хуынкъ,díra
356,Winkel::N,къуым,kout
357,Muster::N,нывæфтыд,vzor
358,Muster::N,кæдзист,vzor
359,Größe::N,ас,velikost
360,Länge::N,дӕргъ,délka
361,Höhe::N,бæрзонд,výška
362,Höhe::N,бæрзæнд,výška
363,Höhe::N,бæрзонддзинад,výška
364,Gewicht::N,уӕз,váha
365,Menge::N,бӕрц,množství
366,Haufen::N,кӕри,kupa
367,Haufen::N,кӕри,hromada
368,Reihe::N,рӕнхъ,řada
369,Reihe::N,рӕнхъ,řádek
370,Boot::N,чема,člun
371,Ruder::N,къохар,veslo
372,Schlitten::N,дзоныгъ,sáně
373,Ski::N,къахдзоныгътæ,lyže
374,Ski::N,лыжæтæ,lyže
375,Lagerfeuer::N,арт,táborák
376,Last::N,уаргъ,náklad
377,Last::N,уаргъ,břemeno
378,Gang::N,цыд,chůze
379,Gang::N,цыд,chodba
380,Schritt::N,санчъех,krok
381,Schritt::N,къахдзӕф,krok
382,Norden::N,цæгат,sever
383,Süden::N,хуссар,jih
384,Westen::N,ныгуылæн,západ
385,Osten::N,скæсæн,východ
386,Holz::N,хъӕдӕрмӕг,dřevo
387,Brett::N,фæйнæг,prkno
388,Platte::N,къӕй,deska
389,Stütze::N,быцæу,opěra
390,Stange::N,хъил,tyč
391,Stange::N,хъил,tyčka
392,Stock::N,лӕдзӕг,hůlka
393,Stab::N,хъил,hůl
394,Rohr::N,хӕтӕл,trubka
395,Haus::N,хӕдзар,dům
396,Heim::N,къона,domov
397,Ofen::N,пец,kamna
398,Fußboden::N,астӕрд,podlaha
399,Tisch::N,стъол,stůl
400,Stuhl::N,бандон,židle
401,Wiege::N,авдæн,kolébka
402,Bett::N,сынтӕг,postel
403,Regal::N,тӕрхӕг,regál
404,Regal::N,тӕрхӕг,police
405,Regal::N,уӕлвӕйнӕг,regál
406,Regal::N,уӕлвӕйнӕг,police
407,Kiste::N,асыкк,bedna
408,Fenster::N,рудзынг,okno
409,Fenster::N,фæрссаг,okno
410,Tür::N,дуар,dveře
411,Tor::N,кулдуар,vrata
412,Zaun::N,æмбонд,plot
413,Zaun::N,быру,plot
414,Zaun::N,гæрæн,plot
415,Dach::N,уӕлхӕдзар,střecha
416,Leiter::N,асин,žebřík
417,Besen::N,уисой,koště
418,Besen::N,уисой,smeták
419,Spaten::N,бел,rýč
420,Schaufel::N,æвгæнæн,lopata
421,Schaufel::N,кæфой,lopata
422,Gabel::N,вилкæ,vidlička
423,Löffel::N,уидыг,lžíce
424,Messer::N,кард,nůž
425,Nagel::N,зӕгӕл,hřebík
426,Netz::N,хыз,síť
427,Haken::N,хæдз,hák
428,Haken::N,хæбырæгъ,hák
429,Griff::N,фистон,držadlo
430,Schloss::N,гуыдыр,zámek
431,Bild::N,ныв,obraz
432,Figur::N,кæрдгæныв,figura
433,Puppe::N,чындз,panenka
434,Beutel::N,дзӕкъул,pytlík
435,Bündel::N,баст,svazek
436,Tasche::N,хызын,taška
437,Tasche::N,хызын,brašna
438,Tasche::N,дзæкъул,taška
439,Tasche::N,дзæкъул,brašna
440,Eimer::N,къæрта,kýbl
441,Eimer::N,къæрта,vědro
442,Eimer::N,чъыбыла,kýbl
443,Eimer::N,чъыбыла,vědro
444,Eimer::N,ведра,kýbl
445,Eimer::N,ведра,vědro
446,Deckel::N,сæр,víko
447,Deckel::N,сæр,příklop
448,Deckel::N,æмбæрзæн,víko
449,Deckel::N,æмбæрзæн,příklop
450,Geschirr::N,мигæнæн,nádobí
451,Geschirr::N,мигæнæнтæ,nádobí
452,Sack::N,голлаг,pytel
453,Tasse::N,пиала,šálek
454,Tasse::N,къус,šálek
455,Topf::N,аг,hrnec
456,Topf::N,чысыл аг,hrnec
457,Kessel::N,аг,kotel
458,Essen::N,хӕрд,jídlo
459,Nahrung::N,хойраг,strava
460,Nahrung::N,хойраг,potrava
461,Speise::N,хӕринаг,jídlo
462,Fleisch::N,дзидза,maso
463,Fleisch::N,фыдызгъӕл,maso
464,Getreide::N,халсар,obilí
465,Brei::N,кас,kaše
466,Brot::N,дзул,chléb
467,Scheibe::N,къӕбӕр,krajíc
468,Fett::N,сой,tuk
469,Fett::N,сой,omastek
470,Butter::N,нӕлхӕ,máslo
471,Öl::N,зети,olej
472,Salz::N,цӕхх,sůl
473,Suppe::N,бас,polévka
474,Honig::N,мыд,med
475,Milch::N,ӕхсыр,mléko
476,Tee::N,цай,čaj
477,Leder::N,мæскуы,kůže
478,Wolle::N,фӕсмын,vlna
479,Stoff::N,хъуымац,látka
480,Nadel::N,судзин,jehla
481,Faden::N,ӕндах,nit
482,Knopf::N,цӕппӕр,knoflík
483,Knoten::N,ӕлхынцъ,uzel
484,Farbe::N,ахорæн,barva
485,Kleidung::N,дарӕс,šaty
486,Kleidung::N,дарӕс,šatstvo
487,Hemd::N,хӕдон,košile
488,Kragen::N,æфцæггот,límec
489,Ärmel::N,дыс,rukáv
490,Hose::N,хæлаф,kalhoty
491,Hose::N,æддаг хæлаф,kalhoty
492,Hose::N,салбар,kalhoty
493,Gürtel::N,рон,pás
494,Gürtel::N,рон,opasek
495,Mütze::N,худ,čepice
496,Schuh::N,басмахъ,bota
497,Stiefel::N,цырыхъхъ,holínka
498,Ring::N,къухдарӕн,prsten
499,Band::N,лент,pásek
500,Kamm::N,сӕрвасӕн,hřeben
501,Spiegel::N,айдæн,zrcadlo
502,Spiegel::N,кæсæн,zrcadlo
503,Riemen::N,гӕрз,řemen
504,Schnur::N,бӕндӕн,šňůra
505,Decke::N,хъӕццул,pokrývka
506,Decke::N,хъӕццул,přikrývka
507,Kissen::N,баз,polštář
508,Tuch::N,кæлмæрзæн,šátek
509,Tuch::N,кæрдæн,šátek
510,Handtuch::N,хисæрфæн,ručník
511,Kraft::N,тых,síla
512,Kraft::N,хъомыс,síla
513,Stärke::N,тых,síla
514,Stärke::N,æхсар,síla
515,Gesundheit::N,æнæниздзинад,zdraví
516,Krankheit::N,низ,nemoc
517,Krankheit::N,низ,choroba
518,Krankheit::N,рын,nemoc
519,Krankheit::N,рын,choroba
520,Schmerz::N,рис,bolest
521,Wunde::N,цӕф,rána
522,Fieber::N,ризӕг,horečka
523,Fieber::N,тӕфсӕг,horečka
524,Arznei::N,хос,lék
525,Brücke::N,хид,most
526,Brunnen::N,цъай,studna
527,Weide::N,хизæн,pastva
528,Weide::N,хизæн,pastvina
529,Weide::N,хизæнуат,pastva
530,Weide::N,хизæнуат,pastvina
531,Weide::N,сæрвæт,pastva
532,Weide::N,сæрвæт,pastvina
533,Pfad::N,къахвæндаг,pěšina
534,Pfad::N,къахвæд,pěšina
535,Weg::N,фӕндаг,cesta
536,Straße::N,фӕндаг,silnice
537,Dorf::N,хъӕу,vesnice
538,Stadt::N,сахар,město
539,Brief::N,фыстӕг,dopis
540,Buch::N,чиныг,kniha
541,Buchstabe::N,дамгъӕ,písmeno
542,Zeitung::N,газет,noviny
543,Leben::N,цард,život
544,Leben::N,цӕрӕнбон,život
545,Tod::N,мæлæт,smrt
546,Tod::N,адзал,smrt
547,Grab::N,ингӕн,hrob
548,Kirche::N,аргъуан,kostel
549,Sünde::N,тæригъæд,hřích
550,Gott::N,хуыцау,bůh
551,Arbeiter::N,кусæг,dělník
552,Arbeiter::N,кусæг,pracovník
553,Chef::N,ӕмцег,šéf
554,Chef::N,ӕмцег,vedoucí
555,Meister::N,мастер,mistr
556,Meister::N,дæсны,mistr
557,Arzt::N,хосгæнæг,lékař
558,Arzt::N,дохтыр,lékař
559,Lehrer::N,ахуыргæнæг,učitel
560,Geld::N,ӕхца,peníze
561,Geschäft::N,бизнес,obchod
562,Geschäft::N,хъуыддаг,obchod
563,Laden::N,дукани,krám
564,Preis::N,аргъ,cena
565,Ware::N,базайраг,zboží
566,Nutzen::N,пайда,užitek
567,Reichtum::N,хъæздыгдзинад,bohatství
568,Reichtum::N,исбон,bohatství
569,Reichtum::N,мулк,bohatství
570,Welt::N,дуне,svět
571,Land::N,бӕстӕ,země
572,Staat::N,паддзахад,stát
573,König::N,къарол,král
574,Macht::N,хицаудзинад,moc
575,Macht::N,хицаудзинад,mocnost
576,Grenze::N,арӕн,hranice
577,Krieg::N,хӕст,válka
578,Feind::N,знаг,nepřítel
579,Feind::N,фыдгул,nepřítel
580,Feind::N,фыдзæрдæ,nepřítel
581,Feind::N,сон,nepřítel
582,Gewalt::N,тыхми,násilí
583,Gewalt::N,тыхдзинад,násilí
584,Kampf::N,хæст,boj
585,Kampf::N,хъæбысæйхæст,boj
586,Kampf::N,тох,boj
587,Bogen[Waffe]::N,ӕрдын,luk
588,Pfeil::N,фат,šíp
589,Gewehr::N,топп,puška
590,Gewehr::N,топп,ručnice
591,Fehler::N,рӕдыд,chyba
592,Lüge::N,мӕнг,lež
593,Lüge::N,гӕдыдзинад,lež
594,Schaden::N,зиан,škoda
595,Unglück::N,бæллæх,neštěstí
596,Schuld::N,азым,vina
597,Alter::N,кар,věk
598,Schluss::N,кæрон,konec
599,Zeit::N,рӕстӕг,čas
600,Tag::N,бон,den
601,Morgen::N,райсом,ráno
602,Morgen::N,райсом,jitro
603,Mittag::N,æмбисбон,poledne
604,Abend::N,изӕр,večer
605,Nacht::N,ӕхсӕв,noc
606,Woche::N,къуыри,týden
607,Monat::N,мӕй,měsíc
608,Jahr::N,аз,rok
609,Jahr::N,афӕдз,rok
610,Frühling::N,уалдзæг,jaro
611,Sommer::N,сӕрд,léto
612,Herbst::N,фæззæг,podzim
613,Winter::N,зымӕг,zima
614,Januar::N,январь,leden
615,Februar::N,февраль,únor
616,März::N,мартъи,březen
617,April::N,апрель,duben
618,Mai::N,май,květen
619,Juni::N,июнь,červen
620,Juli::N,июль,červenec
621,August::N,август,srpen
622,September::N,сентябрь,září
623,Oktober::N,октябрь,říjen
624,November::N,ноябрь,listopad
625,Dezember::N,декабрь,prosinec
626,Montag::N,къуырисæр,pondělí
627,Montag::N,къуырисæр,pondělek
628,Dienstag::N,дыццæг,úterý
629,Mittwoch::N,æртыццæг,středa
630,Donnerstag::N,цыппæрæм,čtvrtek
631,Freitag::N,майрæмбон,pátek
632,Samstag::N,сабат,sobota
633,Sonntag::N,хуыцаубон,neděle
634,groß::A,дынджыр,velký
635,klein::A,гыццыл,malý
636,lang::A,даргъ,dlouhý
637,kurz::A,цыбыр,krátký
638,breit::A,фӕтӕн,široký
639,schmal::A,нарӕг,úzký
640,schmal::A,уынгӕг,úzký
641,dicht::A,бæзджын,hustý
642,dicht::A,тар,hustý
643,dick[Gegenstand]::A,сӕвджын,tlustý
644,dünn::A,тæнæг,tenký
645,fein::A,лыстӕг,jemný
646,fest::A,фидар,pevný
647,fest::A,хъӕддых,pevný
648,flach::A,тъӕпӕн,plochý
649,flach::A,тъӕпӕн,placatý
650,glatt::A,лӕгъз,hladký
651,hart::A,хъӕбӕр,tvrdý
652,weich::A,фӕлмӕн,měkký
653,rund::A,тымбыл,kulatý
654,rund::A,тымбыл,okrouhlý
655,spitz::A,цыргъбырынкъ,špičatý
656,spitz::A,цыргъфындз,špičatý
657,scharf::A,цыргъ,ostrý
658,stumpf::A,къуымых,tupý
659,schwer::A,уӕззау,těžký
660,schön::A,аив,pěkný
661,schön::A,аив,krásný
662,schön::A,рӕсугъд,pěkný
663,schön::A,рӕсугъд,krásný
664,heiß::A,тӕвд,horký
665,warm::A,хъарм,teplý
666,kalt::A,уазал,studený
667,kühl::A,сатæг,chladný
668,kühl::A,уазалгомау,chladný
669,frisch::A,сатæг,svěží
670,feucht::A,уымӕл,vlhký
671,nass::A,хуылыдз,mokrý
672,trocken::A,хус,suchý
673,voll::A,дзаг,plný
674,voll::A,йедзаг ,plný
675,leer::A,афтид,prázdný
676,offen::A,гом,otevřený
677,geschlossen::A,æхгæд,zavřený
678,sauber::A,сыгъдæг,čistý
679,schmutzig::A,чъиллон,špinavý
680,roh::A,хом,syrový
681,reif::A,рӕгъӕд,zralý
682,lecker::A,хӕрзад,chutný
683,süß::A,адджын,sladký
684,bitter::A,судзаг,hořký
685,sauer::A,туаг,kyselý
686,hell::A,рухс,světlý
687,dunkel::A,талынг,temný
688,schwarz::A,сау,černý
689,weiß::A,урс,bílý
690,rot::A,сырх,rudý
691,rot::A,сырх,červený
692,gelb::A,бур,žlutý
693,blau::A,цъӕх,modrý
694,grün::A,цъӕх,zelený
695,grün::A,кӕрдӕгхуыз,zelený
696,grau::A,цъӕх,šedý
697,grau::A,цъӕх,šedivý
698,grau::A,фӕныкхуыз,šedý
699,grau::A,фӕныкхуыз,šedivý
700,bunt::A,хъулон,pestrý
701,bunt::A,гæрæм,pestrý
702,billig::A,аслам,levný
703,billig::A,аслам,laciný
704,teuer::A,зынаргъ,drahý
705,wertvoll::A,зынаргъ,cenný
706,blind::A,куырм,slepý
707,taub::A,къуырма,hluchý
708,kräftig::A,домбай,silný
709,kräftig::A,тыхджын,silný
710,stark::A,тыхджын,silný
711,schwach::A,ӕнӕбон,slabý
712,fett::A,нард,tučný
713,fett::A,нард,tlustý
714,schlank::A,гуырвидыц,štíhlý
715,schlank::A,хæрзконд,štíhlý
716,schlank::A,рæхснæг,štíhlý
717,schlank::A,сагамад,štíhlý
718,hübsch::A,аив,hezký
719,hübsch::A,рӕсугъд,hezký
720,böse::A,фыдзӕрдӕ,zlý
721,dumm::A,ӕдылы,hloupý
722,faul::A,зивӕг,líný
723,faul::A,зивӕггӕнаг,líný
724,fleißig::A,æнæзивæг,pilný
725,fleißig::A,æнувыд,pilný
726,geizig::A,чъынды,lakomý
727,geizig::A,æлгъин,lakomý
728,geizig::A,мæрддзæст,lakomý
729,klug::A,зондджын,chytrý
730,geschickt::A,хӕрзарӕхст,šikovný
731,lieb::A,уарзон,milý
732,lustig::A,хъӕлдзӕг,veselý
733,sanft::A,мынчын,mírný
734,hungrig::A,ӕххормаг,hladový
735,krank::A,нӕфӕразгӕ,nemocný
736,nackt::A,бӕгънӕг,nahý
737,traurig::A,ӕрхӕндӕг,smutný
738,traurig::A,ӕрхӕндӕг,truchlivý
739,lebendig::A,цардӕгас,živý
740,gut::A,хорз,dobrý
741,schlecht::A,цауд,špatný
742,richtig::A,раст,pravý
743,richtig::A,раст,správný
744,schlimm::A,ӕвзӕр,zlý
745,wahr::A,ӕцӕг,pravdivý
746,alt::A,зӕронд,starý
747,neu::A,ног,nový
748,ehemalig::A,раздӕры,bývalý
749,alt[Lebewesen]::A,ацӕргӕ,starý
750,jung::A,ӕрыгон,mladý
751,arm::A,мӕгуыр,chudý
752,reich::A,хъӕздыг,bohatý
753,bekannt::A,зонгӕ,známý
754,berühmt::A,номдзыд,slavný
755,fremd::A,æцæгæлон,cizí
756,verschieden::A,æндæр æмæ æндæр,různý
757,verschieden::A,æндæр æмæ æндæр,rozličný
758,verschieden::A,алы,různý
759,verschieden::A,алы,rozličný
