,Concept_ID,udm,cy
108,Hügel::N,выр,bryn
109,Hügel::N,вырйыл,bryn
110,Anhöhe::N,выр,bryn
111,Anhöhe::N,вырйыл,bryn
112,Berg::N,гурезь,mynydd
113,Gipfel::N,йыл,copa
114,Höhle::N,гу,ogof
115,Abhang::N,бам,llethr
116,Quelle::N,ошмес,tarddiad
117,Quelle::N,ошмес,ffynhonnell
118,Bach::N,пичи шур,nant
119,Bach::N,пичи шур,afonig
120,Bach::N,пичи шур,cornant
121,Fluss::N,шур,afon
122,Ufer::N,ярдур,glan
123,Küste::N,вудур,traeth
124,Küste::N,вудур,arfordir
125,Festland::N,мувыр,tir
126,Meer::N,зарезь,môr
127,Bucht::N,вукож,bae
128,Insel::N,вумуӵ,ynys
129,Insel::N,шормуӵ,ynys
130,Blume::N,сяська,blodyn
131,Gras::N,турын,glaswellt
132,Wurzel::N,выжы,gwreiddyn
133,Baum::N,пу,coeden
134,Stamm::N,модос,colfen
135,Stamm::N,модос,boncyff
136,Rinde::N,сул,rhisgl
137,Ast::N,ул,cangen
138,Zweig::N,вай,cainc
139,Zweig::N,вай,cangen
140,Blatt::N,куар,deilen
141,Birke::N,кызьпу,bedwen
142,Kiefer[Baum]::N,пужым,pinwydden
143,Weide[Baum]::N,бадьпу,helygen
144,Tanne::N,кыз,ffynidwydden
145,Horn::N,сюр,corn
146,Feder::N,тылы,plufyn
147,Fell::N,ку,ffwr
148,Flügel::N,бурд,adain
149,Klaue::N,гижы,crafanc
150,Kralle::N,пыд,ewin
151,Schwanz::N,быж,cwt
152,Schwanz::N,быж,cynffon
153,Ei::N,пуз,wy
154,Ei::N,кукей,wy
155,Nest::N,кар,nyth
156,Nest::N,пузкар,nyth
157,Bau::N,кар,ffau
158,Bau::N,гу,ffau
159,Tier::N,пӧйшур,anifail
160,Herde::N,уллё,praidd
161,Herde::N,уллё,diadell
162,Kuh::N,скал,buwch
163,Bulle::N,ош,tarw
164,Bulle::N,пороз,tarw
165,Pferd::N,вал,ceffyl
166,Schaf::N,ыж,dafad
167,Schwein::N,парсь,mochyn
168,Hund::N,пуны,ci
169,Katze::N,коӵыш,cath
170,Bär::N,гондыр,arth
171,Eichhörnchen::N,коньы,gwiwer
172,Elch::N,койык,elc
173,Fuchs::N,ӟичы,cadno
174,Hase::N,кеч,ysgyfarnog
175,Maus::N,шыр,llygoden
176,Wolf::N,кион,blaidd
177,Vogel::N,тылобурдо,aderyn
178,Schwarm::N,уллё,haid
179,Huhn::N,курег,cyw
180,Hahn::N,атас,ceiliog
181,Gans::N,ӟазег,gŵydd
182,Adler::N,ӧрзи,eryr
183,Ente::N,ӵӧж,hwyad
184,Eule::N,кучыран,tylluan
185,Kranich::N,тури,garan
186,Kranich::N,тури,crychydd
187,Krähe::N,куака,brân
188,Kuckuck::N,кикы,cog
189,Kuckuck::N,кикы,cwcw
190,Schwan::N,юсь,alarch
191,Fisch::N,чорыг,pysgod
192,Barsch::N,юш,draenog
193,Hecht::N,чипей,penhwyad
194,Schlange[Tier]::N,кый,neidr
195,Wurm::N,нумыр,abwydyn
196,Wurm::N,нумыр,pryf genwair
197,Spinne::N,чонари,cor
198,Spinne::N,чонари,pryf copyn
199,Ameise::N,кузьыли,morgrugyn
200,Laus::N,тэй,lleuen
201,Mücke::N,нымы,gwybedyn
202,Mücke::N,чибинь,gwybedyn
203,Fliege::N,кут,cleren
204,Schmetterling::N,бубыли,glöyn byw
205,Schmetterling::N,бубыли,iâr fach yr haf
206,Beere::N,узы-боры,aeronen
207,Apfel::N,яблок,afal
208,Pilz::N,губи,madarch
209,Zwiebel::N,сугон,nionyn
210,Zwiebel::N,сугон,winwnsyn
211,Saat::N,кидыс,had
212,Korn::N,тысь,grawn
213,Heu::N,турын,gwair
214,Schale::N,кыд,croen
215,Schale::N,кыд,plisgyn
216,Grube::N,гу,pwll
217,Grube::N,гу,pydew
218,Grube::N,гоп,pwll
219,Grube::N,гоп,pydew
220,Falle::N,налик,magl
221,Schlinge::N,гиӟ,cwlwm rhedeg
222,Schlinge::N,герд,cwlwm rhedeg
223,Spur::N,пытьы,ôl
224,Spur::N,бервыл,ôl
225,Asche::N,пень,lludw
226,Dreck::N,дэри,baw
227,Dreck::N,дэри,budreddi
228,Eisen::N,корт,haearn
229,Gold::N,зарни,aur
230,Silber::N,азвесь,arian
231,Kohle::N,эгыр,glo
232,Glas::N,стекло,gwydr
233,Glas::N,пияла,gwydr
234,Lehm::N,сюй,clai
235,Sand::N,луо,tywod
236,Mensch::N,мурт,dyn
237,Mensch::N,адями,dyn
238,Mann::N,воргорон,dyn
239,Frau::N,кышномурт,merch
240,Frau::N,кышномурт,gwraig
241,Kind::N,нуны,plentyn
242,Kind::N,пинал,plentyn
243,Junge::N,пи,hogyn
244,Junge::N,пи,bachgen
245,Mädchen::N,ныл,merch
246,Mädchen::N,ныл,geneth
247,Familie::N,семья,teulu
248,Familie::N,семья,tylwyth
249,Großvater::N,песятай,taid
250,Großvater::N,песятай,tad-cu
251,Großvater::N,пересь атай,taid
252,Großvater::N,пересь атай,tad-cu
253,Großmutter::N,песянай,nain
254,Großmutter::N,песянай,mam-gu
255,Großmutter::N,пересь анай,nain
256,Großmutter::N,пересь анай,mam-gu
257,Eltern::N,атай-анай,rhieni
258,Eltern::N,бубы-мумы,rhieni
259,Vater::N,айы,tad
260,Vater::N,атай,tad
261,Mutter::N,мумы,mam
262,Sohn::N,пи,mab
263,Tochter::N,ныл,merch
264,Bruder::N,агай,brawd
265,Schwester::N,апа,chwaer
266,Schwester::N,сузэр,chwaer
267,Onkel::N,агай,ewythr
268,Tante::N,апа,modryb
269,Tante::N,кенак,modryb
270,Ehemann::N,карт,gŵr
271,Ehefrau::N,кышно,gwraig
272,Freude::N,шумпотон,gorfoledd
273,Gelächter::N,горем,chwerthin
274,Glück::N,шуд,hapusrwydd
275,Kummer::N,кайгу,galar
276,Kummer::N,куректон,galar
277,Wunsch::N,мылпотон,dymuniad
278,Lust::N,потон,chwant
279,Geist::N,лул,ysbryd
280,Gedanke::N,малпан,meddwl
281,Gedächtnis::N,йырсазь,cof
282,Gedächtnis::N,тодэваён,cof
283,Verstand::N,йырвизь,meddwl
284,Sinn::N,смысл,ystyr
285,Grund::N,муг,achos
286,Grund::N,муг,rheswm
287,Grund::N,ньӧм,achos
288,Grund::N,ньӧм,rheswm
289,Wahrheit::N,зэм,gwir
290,Wahrheit::N,зэм,gwirionedd
291,Wahrheit::N,шонер,gwir
292,Wahrheit::N,шонер,gwirionedd
293,Gespräch::N,вераськон,sgwrs
294,Märchen::N,выжыкыл,chwedl werin
295,Erzählung::N,верос,stori
296,Nachricht::N,ивор,neges
297,Neuigkeit::N,выльивор,newydd
298,Name::N,ним,enw
299,Rätsel::N,мадькыл,pos
300,Rede::N,верам,araith
301,Sprache::N,кыл,iaith
302,Stimme::N,куара,llais
303,Wort::N,кыл,gair
304,Zeichen::N,пус,arwydd
305,Zeichen::N,тодмет,arwydd
306,Ruf::N,ӧтён,galwad
307,Ruf::N,чортон,galwad
308,Lärm::N,ӵашетон,trwst
309,Laut::N,куара,sain
310,Ton::N,куара,tôn
311,Lied::N,кырӟан,cân
312,Ruhe::N,чалмыт улон,tawelwch
313,Leute::N,адямиос,pobl
314,Volk::N,калык,pobl
315,Arbeit::N,уж,gwaith
316,Gast::N,куно,gwestai
317,Geschenk::N,салам,rhodd
318,Geschenk::N,салам,anrheg
319,Geschenk::N,кузьым,rhodd
320,Geschenk::N,кузьым,anrheg
321,Spiel::N,шудон,chwarae
322,Gesellschaft::N,калык,cwmni
323,Hilfe::N,юрттон,cymorth
324,Freund::N,эш,cyfaill
325,Freund::N,юлтош,cyfaill
326,Kamerad::N,тодмо,cydymaith
327,Angelegenheit::N,уж,pwnc
328,Anzahl::N,лыд,cyfrif
329,Art::N,тус,bath
330,Stück::N,юдэс,darn
331,Teil::N,люкет,rhan
332,Hälfte::N,ӝыны,hanner
333,Kreis::N,котырес,cylch
334,Kreuz::N,крест,croes
335,Linie::N,гож,llinell
336,Strich::N,гож,strôc
337,Strich::N,гож,trawiad
338,Abstand::N,вис,bwlch
339,Abstand::N,вис,pellter
340,Abstand::N,кусып,bwlch
341,Abstand::N,кусып,pellter
342,Entfernung::N,кусып,pellter
343,Gegend::N,инты,cylch
344,Platz::N,инты,lle
345,Ort::N,инты,lle
346,Ort::N,места,lle
347,Seite::N,пал,ochr
348,Mitte::N,шор,canol
349,Gegenstand::N,арбери,eitem
350,Sache::N,котыр,peth
351,Rand::N,дур,cwr
352,Rand::N,дур,ymyl
353,Rand::N,шаер,cwr
354,Rand::N,шаер,ymyl
355,Kante::N,дур,min
356,Kante::N,дур,ymyl
357,Ecke::N,сэрег,cornel
358,Spitze::N,йыл,blaen
359,Ende::N,пум,pen
360,Loch::N,пась,twll
361,Winkel::N,сэрег,congl
362,Muster::N,пужы,patrwm
363,Größe::N,быдӟала,maint
364,Größe::N,быдӟала,maintioli
365,Länge::N,кузьдала,hyd
366,Höhe::N,ӝуждала,uchder
367,Gewicht::N,сектала,pwysau
368,Gewicht::N,секытлык,pwysau
369,Menge::N,лыд,swm
370,Menge::N,лыд,maint
371,Menge::N,лыдпус,swm
372,Menge::N,лыдпус,maint
373,Haufen::N,люк,pentwr
374,Reihe::N,чур,rhes
375,Boot::N,пыж,cwch
376,Boot::N,лодка,cwch
377,Ruder::N,полыс,rhwyf
378,Schlitten::N,додьы,sled
379,Schlitten::N,додьы,car llusg
380,Ski::N,куас,sgi
381,Lagerfeuer::N,тылскем,coelcerth
382,Last::N,секыт,llwyth
383,Gang::N,ветлон,tro
384,Schritt::N,вамыш,cam
385,Norden::N,уйпал,gogledd
386,Süden::N,лымшор,de
387,Westen::N,шунды пуксён,gorllewin
388,Osten::N,шунды ӝужан,dwyrain
389,Holz::N,пу,pren
390,Brett::N,пул,bwrdd
391,Brett::N,пул,astell
392,Platte::N,плита,llech
393,Stütze::N,пыкет,ateg
394,Stütze::N,пыкет,cynhalydd
395,Stange::N,пуӵ,polyn
396,Stock::N,боды,ffon
397,Stock::N,боды,brigyn
398,Stab::N,пуӵ,ffon
399,Stab::N,боды,ffon
400,Rohr::N,труба,pibell
401,Haus::N,юрт,tŷ
402,Heim::N,корка,cartref
403,Ofen::N,гур,stof
404,Fußboden::N,выж,llawr
405,Tisch::N,ӝӧк,bwrdd
406,Stuhl::N,пукон,cadair
407,Wiege::N,кӧкы,crud
408,Wiege::N,зыбка,crud
409,Bett::N,валес,gwely
410,Regal::N,ӝажы,silff
411,Kiste::N,ящик,bocs
412,Kiste::N,ящик,blwch
413,Fenster::N,укно,ffenestr
414,Fenster::N,косяк,ffenestr
415,Tür::N,ӧс,drws
416,Tor::N,ӟезьы,porth
417,Zaun::N,забор,ffens
418,Dach::N,липет,to
419,Leiter::N,падӟа,ysgol
420,Besen::N,ӵужон,ysgub
421,Besen::N,исьнер,ysgub
422,Spaten::N,лопатка,rhaw
423,Schaufel::N,ютырон,rhaw
424,Gabel::N,тэчы,fforc
425,Gabel::N,вилка,fforc
426,Löffel::N,пуньы,llwy
427,Messer::N,пурт,cyllell
428,Nagel::N,кортӵог,hoel
429,Netz::N,сеть,gwe
430,Netz::N,сеть,rhwyd
431,Haken::N,курик,bach
432,Griff::N,ныд,carn
433,Schloss::N,тунгон,clo
434,Bild::N,суред,llun
435,Bild::N,суред,pictiwr
436,Figur::N,фигура,ffigur
437,Puppe::N,мунё,dol
438,Beutel::N,пуйы,cwd
439,Bündel::N,керттэт,bwndel
440,Bündel::N,керттэт,coflaid
441,Tasche::N,пуйы,cod
442,Tasche::N,сумка,cod
443,Eimer::N,ведра,bwced
444,Eimer::N,ведра,cunnog
445,Deckel::N,ӵоксэт,caead
446,Geschirr::N,тусьты-пуньы,llestri
447,Sack::N,пуйы,sach
448,Tasse::N,ӵаша,cwpan
449,Topf::N,миска,pot
450,Topf::N,миска,crochan
451,Kessel::N,пурты,tegell
452,Essen::N,сиськон,pryd o fwyd
453,Nahrung::N,сион,bwyd
454,Speise::N,сиён,saig
455,Fleisch::N,сӥль,cig
456,Getreide::N,ю тысь,ŷd
457,Getreide::N,ю тысь,llafur
458,Brei::N,ӝук,uwd
459,Brot::N,нянь,bara
460,Scheibe::N,шорем,tafell
461,Fett::N,кӧй,saim
462,Fett::N,кӧй,braster
463,Butter::N,вӧй,ymenyn
464,Öl::N,вӧй,olew
465,Salz::N,сылал,halen
466,Suppe::N,шыд,cawl
467,Honig::N,чечы,mêl
468,Milch::N,йӧл,llaeth
469,Milch::N,йӧл,llefrith
470,Tee::N,чай,te
471,Leder::N,сурон,lledr
472,Wolle::N,гон,gwlân
473,Wolle::N,ыжгон,gwlân
474,Stoff::N,куэм,lliain
475,Stoff::N,куэм,brethyn
476,Nadel::N,вень,nodwydd
477,Faden::N,сӥньыс,edau
478,Faden::N,сӥньыс,edefyn
479,Knopf::N,бирды,botwm
480,Knoten::N,герд,cwlwm
481,Farbe::N,буёл,paent
482,Kleidung::N,дӥсь,dillad
483,Kleidung::N,дӥсь,gwisgoedd
484,Hemd::N,дэрем,crys
485,Kragen::N,сирес,coler
486,Ärmel::N,саес,llawes
487,Hose::N,брюки,trowsus
488,Hose::N,штань,trowsus
489,Gürtel::N,кускерттон,gwregys
490,Mütze::N,ызьы,cap
491,Schuh::N,ботинка,esgid
492,Stiefel::N,сапег,botasen
493,Ring::N,зундэс,modrwy
494,Band::N,лента,rhuban
495,Kamm::N,сын,crib
496,Spiegel::N,синучкон,drych
497,Riemen::N,е,strap
498,Schnur::N,гозы,llinyn
499,Leine::N,думет,tennyn
500,Decke::N,шобрет,blanced
501,Decke::N,шобрет,gwrthban
502,Kissen::N,миндэр,clustog
503,Kissen::N,миндэр,gobennydd
504,Tuch::N,кышет,sgarff
505,Handtuch::N,ӵушкон,tywel
506,Handtuch::N,ӵушкон,lliain sychu
507,Kraft::N,кать,grym
508,Kraft::N,ӟигар,grym
509,Stärke::N,юнлык,nerth
510,Stärke::N,юнлык,cryfder
511,Gesundheit::N,тазалык,iechyd
512,Krankheit::N,висён,afiechyd
513,Krankheit::N,висён,anhwylder
514,Schmerz::N,висён,poen
515,Schmerz::N,висён,gwayw
516,Wunde::N,яра,clwyf
517,Fieber::N,кезег,twymyn
518,Arznei::N,эмъюм,meddyginiaeth
519,Brücke::N,выж,pont
520,Brunnen::N,колдэч,ffynnon
521,Weide::N,возь,porfa
522,Pfad::N,сюрес,llwybr
523,Weg::N,сюрес,ffordd
524,Straße::N,сюрес,heol
525,Straße::N,сюрес,ffordd
526,Dorf::N,гурт,pentref
527,Stadt::N,кар,tref
528,Stadt::N,город,tref
529,Brief::N,гожтэт,llythyr
530,Buch::N,книга,llyfr
531,Buchstabe::N,буква,llythyren
532,Zeitung::N,газет,papur newydd
533,Leben::N,улон,bywyd
534,Tod::N,кулон,marwolaeth
535,Grab::N,шайгу,bedd
536,Kirche::N,черк,eglwys
537,Sünde::N,сьӧлык,pechod
538,Gott::N,ӥнмар,duw
539,Arbeiter::N,рабочий,gweithiwr
540,Chef::N,начальник,pennaeth
541,Meister::N,кибашлы,meistr
542,Arzt::N,врач,meddyg
543,Lehrer::N,дышетӥсь,athro
544,Geld::N,уксё,pres
545,Geld::N,уксё,arian
546,Geld::N,коньдон,pres
547,Geld::N,коньдон,arian
548,Geschäft::N,уж,busnes
549,Laden::N,магазин,siop
550,Preis::N,дун,pris
551,Ware::N,вуз,nwydd
552,Nutzen::N,пайда,elw
553,Nutzen::N,пайда,budd
554,Reichtum::N,узырлык,cyfoeth
555,Welt::N,дунне,byd
556,Land::N,шаер,gwlad
557,Staat::N,кун,gwladwriaeth
558,König::N,эксэй,brenin
559,Macht::N,власть,grym
560,Macht::N,власть,awdurdod
561,Grenze::N,кунгож,ffin
562,Grenze::N,кунгож,goror
563,Krieg::N,ож,rhyfel
564,Feind::N,тушмон,gelyn
565,Gewalt::N,эриктэман,ffyrnigrwydd
566,Kampf::N,нюръяськон,brwydr
567,Bogen[Waffe]::N,пукыӵ,bwa
568,Pfeil::N,пукыӵ вень,saeth
569,Gewehr::N,пыӵал,dryll
570,Fehler::N,янгыш,gwall
571,Fehler::N,янгыш,camgymeriad
572,Lüge::N,пӧян,celwydd
573,Lüge::N,пӧян,anwiredd
574,Lüge::N,алдан,celwydd
575,Lüge::N,алдан,anwiredd
576,Lüge::N,ӧрекчан,celwydd
577,Lüge::N,ӧрекчан,anwiredd
578,Schaden::N,изъян,niwed
579,Schaden::N,изъян,difrod
580,Unglück::N,куректон,anffawd
581,Unglück::N,шудтэме усён,anffawd
582,Schuld::N,янгыш,bai
583,Alter::N,арлыд,oed
584,Schluss::N,пум,diwedd
585,Zeit::N,дыр,amser
586,Tag::N,нунал,dydd
587,Tag::N,нунал,diwrnod
588,Morgen::N,ӵукна,bore
589,Mittag::N,лымшор,nawn
590,Abend::N,ӝыт,noswaith
591,Abend::N,акшан,noswaith
592,Nacht::N,уй,nos
593,Woche::N,арня,wythnos
594,Monat::N,толэзь,mis
595,Jahr::N,ар,blwyddyn
596,Frühling::N,тулыс,gwanwyn
597,Sommer::N,гужем,haf
598,Herbst::N,сӥзьыл,hydref
599,Winter::N,тол,gaeaf
600,Januar::N,выльартолэзь,Ionawr
601,Februar::N,тулыспал,Chwefror
602,März::N,южтолэзь,Mawrth
603,April::N,оштолэзь,Ebrill
604,Mai::N,куартолэзь,Mai
605,Juni::N,вожотолэзь,Mehefin
606,Juli::N,пӧсьтолэзь,Gorffennaf
607,August::N,гудырикошкон,Awst
608,September::N,куарусён,Medi
609,Oktober::N,выльӝуктолэзь,Hydref
610,November::N,шуркынмон,Tachwedd
611,Dezember::N,толсур,Rhagfyr
612,Montag::N,вордӥськон,dydd Llun
613,Dienstag::N,вторник,dydd Mawrth
614,Mittwoch::N,вирнунал,dydd Mercher
615,Donnerstag::N,покчиарня,dydd Iau
616,Freitag::N,удмуртарня,dydd Gwener
617,Samstag::N,кӧснунал,dydd Sadwrn
618,Sonntag::N,арня,dydd Sul
619,groß::A,бадӟым,mawr
620,klein::A,пичи,bach
621,lang::A,кузь,hir
622,kurz::A,вакчи,byr
623,kurz::A,вакчи,cwta
624,breit::A,паськыт,llydan
625,schmal::A,сюлэг,cul
626,dicht::A,ӵем,dwys
627,dick[Gegenstand]::A,зӧк,trwchus
628,dünn::A,векчи,tenau
629,fein::A,векчи,main
630,fest::A,юн,cadarn
631,fest::A,чурыт,cadarn
632,flach::A,ӵошкыт,gwastad
633,glatt::A,гылыт,llyfn
634,glatt::A,вольыт,llyfn
635,hart::A,чурыт,caled
636,weich::A,небыт,meddal
637,rund::A,котырес,crwn
638,spitz::A,йылсо,pigfain
639,scharf::A,лэчыт,miniog
640,stumpf::A,ныж,pŵl
641,schwer::A,секыт,trwm
642,schön::A,чебер,teg
643,schön::A,чебер,hardd
644,schön::A,чебер,prydferth
645,heiß::A,пӧсь,poeth
646,warm::A,шуныт,twym
647,warm::A,шуныт,cynnes
648,kalt::A,кезьыт,oer
649,kühl::A,юзмыт,oeraidd
650,kühl::A,салкым,oeraidd
651,frisch::A,выль,iach
652,feucht::A,мускыт,llaith
653,nass::A,котмем,gwlyb
654,trocken::A,кӧс,sych
655,voll::A,тыр,llawn
656,leer::A,буш,gwag
657,leer::A,тырттэм,gwag
658,offen::A,усьтэм,agored
659,geschlossen::A,ӵогам,caead
660,geschlossen::A,ӵогам,caeëdig
661,geschlossen::A,пунням,caead
662,geschlossen::A,пунням,caeëdig
663,sauber::A,ӝикыт,glân
664,sauber::A,чылкыт,glân
665,schmutzig::A,нӧд,budr
666,schmutzig::A,нӧд,brwnt
667,roh::A,ыль,amrwd
668,reif::A,вуэм,aeddfed
669,lecker::A,ческыт,blasus
670,lecker::A,ческыт,danteithiol
671,süß::A,ческыт,melys
672,bitter::A,курыт,chwerw
673,sauer::A,чырс,sur
674,hell::A,югыт,disglair
675,dunkel::A,пеймыт,tywyll
676,schwarz::A,сьӧд,du
677,weiß::A,тӧдьы,gwyn
678,rot::A,горд,coch
679,gelb::A,ӵуж,melyn
680,blau::A,лыз,glas
681,grün::A,вож,gwyrdd
682,grau::A,пурысь,llwyd
683,bunt::A,куӵо,lliwgar
684,billig::A,дунтэм,rhad
685,teuer::A,дуно,drud
686,wertvoll::A,дуно,gwerthfawr
687,blind::A,сукыр,dall
688,blind::A,синтэм,dall
689,taub::A,пельтэм,byddar
690,kräftig::A,кужмо,nerthol
691,kräftig::A,кужмо,grymus
692,stark::A,юн,cryf
693,stark::A,юн,cadarn
694,stark::A,кужмо,cryf
695,stark::A,кужмо,cadarn
696,schwach::A,ляб,gwan
697,schwach::A,начар,gwan
698,fett::A,кӧй,tew
699,schlank::A,веськыт,main
700,schlank::A,веськрес,main
701,hübsch::A,чебер,tlws
702,hübsch::A,синмаськымон,tlws
703,böse::A,лек,drwg
704,dumm::A,шузи,twp
705,dumm::A,визьтэм,twp
706,faul::A,азьтэм,diog
707,fleißig::A,сюлмо,dyfal
708,geizig::A,сук,crintach
709,geizig::A,сук,cybyddlyd
710,klug::A,визьмо,deallus
711,geschickt::A,усто,medrus
712,geschickt::A,усто,deheuig
713,geschickt::A,быгатӥсь,medrus
714,geschickt::A,быгатӥсь,deheuig
715,lieb::A,мусо,hoff
716,lieb::A,мусо,annwyl
717,lustig::A,шулдыр,llon
718,sanft::A,мусо,mwyn
719,sanft::A,эрке,mwyn
720,hungrig::A,сютэм,newynog
721,krank::A,висись,sâl
722,krank::A,висись,gwael
723,nackt::A,гольык,noeth
724,traurig::A,мӧзмыт,trist
725,lebendig::A,улэп,yn fyw
726,gut::A,ӟеч,da
727,gut::A,умой,da
728,schlecht::A,урод,drwg
729,schlecht::A,урод,gwael
730,schlecht::A,алама,drwg
731,schlecht::A,алама,gwael
732,richtig::A,шонер,cywir
733,schlimm::A,алама,enbyd
734,wahr::A,зэмос,gwir
735,alt::A,вуж,hen
736,neu::A,выль,newydd
737,ehemalig::A,азьвылэз,blaenorol
738,alt[Lebewesen]::A,пересь,oedrannus
739,jung::A,егит,ifanc
740,jung::A,пинал,ifanc
741,arm::A,начар,tlawd
742,arm::A,куанер,tlawd
743,reich::A,узыр,cyfoethog
744,bekannt::A,тодмо,cynefin
745,bekannt::A,тодмо,cyfarwydd
746,berühmt::A,дано,enwog
747,fremd::A,ят,estron
748,verschieden::A,пӧртэм,gwahanol
749,nah::A,матысь,agos
750,fern::A,кыдёкысь,pell
751,linker::A,паллян,aswy
752,linker::A,паллян,chwith
753,rechter::A,бур,de
754,rechter::A,бур,deau
755,rechter::A,бурпал,de
756,rechter::A,бурпал,deau
757,anderer::A,мукет,arall
758,erster::A,нырысетӥез,cyntaf
759,zweiter::A,кыктэтӥез,ail
760,dritter::A,кунньметӥез,trydydd
761,letzter::A,берло,olaf
762,letzter::A,берпум,olaf
763,allein::ADV,огназ,unig
764,allein::ADV,огназ,ar ei ben ei hun
765,auf einmal::ADV,огдыре,ar yr un pryd
766,zusammen::ADV,ӵош,ynghyd
767,zusammen::ADV,ӵош,gyda'i gilydd
768,zusammen::ADV,валче,ynghyd
769,zusammen::ADV,валче,gyda'i gilydd
770,lange::ADV,кема,amser hir
771,plötzlich::ADV,мапламтэ шорысь,yn sydyn
772,sofort::ADV,али ик,ar unwaith
773,später::ADV,бергес,yn ddiweddarach
774,später::ADV,берлогес,yn ddiweddarach
775,jetzt::ADV,али,yn awr
776,jetzt::ADV,табере,yn awr
777,heute::ADV,туннэ,heddiw
778,morgen::ADV,ӵуказе,yfory
779,bald::ADV,ӝоген,yn fuan
780,bald::ADV,ӝоген,gyda hyn
781,dann::ADV,берло,yna
782,dann::ADV,берло,y pryd hwnnw
783,gestern::ADV,толон,ddoe
784,einst::ADV,огпол,gynt
785,einst::ADV,одӥг пол,gynt
786,damals::ADV,соку,ar y pryd
787,damals::ADV,соку,bryd hynny
788,danach::ADV,собере,wedyn
789,vorher::ADV,азьло,o'r blaen
