,Concept_ID,zh,xal
251,Zeichen::N,标记,темдг
252,Ruf::N,呼喊,дуудлһн
253,Lärm::N,噪音,шууган
254,Laut::N,响声,ә
255,Ton::N,声音,дун
256,Lied::N,歌曲,дун
257,Ruhe::N,安静,амулң
258,Leute::N,人们,әмтн
259,Volk::N,人民,улс
260,Arbeit::N,劳动,көдлмш
261,Gast::N,客人,гиич
262,Geschenk::N,礼物,белг
263,Spiel::N,游戏,наадн
264,Gesellschaft::N,陪同,олн
265,Hilfe::N,帮助,нөкд
266,Freund::N,朋友,иньг
267,Kamerad::N,同志,үр
268,Angelegenheit::N,事情,керг
269,Anzahl::N,数目,то
270,Art::N,种类,зүүл
271,Stück::N,块,хусг
272,Teil::N,部分,хүв
273,Hälfte::N,一半,өрәл
274,Kreis::N,圆,төгрг
275,Kreuz::N,十字架,кирс
276,Linie::N,线条,зурасн
277,Strich::N,划,татасн
278,Abstand::N,距离,зә
279,Entfernung::N,距离,һазр
280,Gegend::N,地区,һазр
281,Platz::N,场所,зә
282,Ort::N,地点,бәәрн
283,Seite::N,面,тал
284,Seite::N,面,хаҗу
285,Seite::N,面,хәврһ
286,Mitte::N,中间,дунд
287,Gegenstand::N,物品,юмн
288,Sache::N,物,юмн
289,Rand::N,边,зах
290,Kante::N,棱,ирмәг
291,Ecke::N,角,өнцг
292,Spitze::N,尖,үзүр
293,Ende::N,结尾,үзүр
294,Loch::N,洞,хаһрха
295,Winkel::N,角度,булң
296,Muster::N,模型,намч
297,Größe::N,大小,кемҗән
298,Länge::N,长度,ут
299,Höhe::N,高度,өндр
300,Gewicht::N,重量,күнд
301,Gewicht::N,重量,чиңнүр
302,Menge::N,数量,ик
303,Haufen::N,堆,ова
304,Reihe::N,行,зерг
305,Reihe::N,行,зерглән
306,Boot::N,小船,оңһц
307,Ruder::N,奖,хәәв
308,Schlitten::N,雪橇,цан
309,Ski::N,雪板,лыҗ
310,Lagerfeuer::N,营火,костёр
311,Last::N,负担,күнд
312,Gang::N,行走,йовлһн
313,Schritt::N,步伐,ишкм
314,Norden::N,北,ар үзг
315,Süden::N,南,өмн
316,Süden::N,南,өмн үзг
317,Westen::N,西,барун
318,Westen::N,西,барун үзг
319,Osten::N,东,зүн
320,Osten::N,东,зүн үзг
321,Holz::N,木材,модн
322,Brett::N,木板,харһа
323,Platte::N,平板,хавтха чолун
324,Stütze::N,支架,тулг
325,Stange::N,杆,уньн
326,Stock::N,棒,модн
327,Stab::N,棍,шуург
328,Rohr::N,管子,турва
329,Haus::N,房屋,гер
330,Heim::N,家,гер-бул
331,Ofen::N,炉子,беш
332,Fußboden::N,地板,девскр
333,Tisch::N,桌子,ширә
334,Stuhl::N,椅子,стул
335,Wiege::N,摇蓝,өлгә
336,Wiege::N,摇蓝,дүүҗң
337,Bett::N,床,орн
338,Bett::N,床,орндг
339,Regal::N,架子,таг
340,Regal::N,架子,тәвц
341,Kiste::N,箱子,яршг
342,Fenster::N,窗户,терз
343,Tür::N,门,үүдн
344,Tor::N,大门,үүдн
345,Tor::N,大门,өргн үүдн
346,Tor::N,大门,хашан үүдн
347,Zaun::N,篱笆,хаша
348,Dach::N,屋顶,деевр
349,Leiter::N,梯子,шат
350,Leiter::N,梯子,давшур
351,Besen::N,扫帚,сәвүр
352,Spaten::N,铁锹,күрз
353,Schaufel::N,铁锹,совг
354,Gabel::N,叉,серә
355,Löffel::N,食匙,ухр
356,Messer::N,刀,утх
357,Nagel::N,钉子,хадасн
358,Netz::N,网,гөлм
359,Haken::N,钩子,дегә
360,Griff::N,把柄,иш
361,Griff::N,把柄,бәрүл
362,Schloss::N,锁,оньс
363,Bild::N,图画,зург
364,Figur::N,人像,фигур
365,Puppe::N,娃娃,наадһа
366,Beutel::N,袋子,мишг
367,Bündel::N,捆,багла
368,Bündel::N,捆,боодһа
369,Tasche::N,手提包,сумк
370,Eimer::N,桶,суулһ
371,Deckel::N,盖子,бүркәсн
372,Geschirr::N,餐具,сав
373,Geschirr::N,餐具,сав-сарх
374,Sack::N,袋子,мишг
375,Tasse::N,杯子,ааһ
376,Topf::N,锅,кастрюль
377,Kessel::N,水壶,хәәсн
378,Essen::N,进餐,зоогллһн
379,Nahrung::N,食物,теҗәл
380,Speise::N,菜肴,хот
381,Fleisch::N,肉,махн
382,Getreide::N,谷物,хот болҗ эдлгддг цецгүдтә урһмл
383,Brei::N,粥,хаш
384,Brot::N,面包,өдмг
385,Scheibe::N,片,зүсм
386,Fett::N,脂肪,өөкн
387,Butter::N,黄油,тосн
388,Öl::N,油,тосн
389,Salz::N,盐,давсн
390,Suppe::N,汤,шөлн
391,Honig::N,蜂蜜,бал
392,Milch::N,奶,үсн
393,Tee::N,茶,цә
394,Leder::N,皮革,арсн
395,Wolle::N,毛线,утцн
396,Wolle::N,毛线,эд
397,Stoff::N,织物,эд
398,Nadel::N,针,зүн
399,Faden::N,线,утцн
400,Knopf::N,纽扣,товч
401,Knoten::N,结,зәңгдә
402,Farbe::N,颜色,будг
403,Kleidung::N,衣服,хувцн
404,Kleidung::N,衣服,хувц-хунр
405,Hemd::N,衬衫,киилг
406,Kragen::N,领子,зах
407,Ärmel::N,袖子,ханцн
408,Hose::N,裤子,шалвур
409,Gürtel::N,腰带,бүс
410,Mütze::N,帽子,махла
411,Schuh::N,鞋,башмгуд
412,Stiefel::N,靴子,һосн
413,Ring::N,戒指,билцг
414,Band::N,带子,лент
415,Kamm::N,梳子,сам
416,Spiegel::N,镜子,толь
417,Riemen::N,皮带,бүс
418,Schnur::N,绳子,деесн
419,Leine::N,皮带,бурнтг
420,Leine::N,皮带,нохан көтлвр
421,Decke::N,被子,көнҗл
422,Kissen::N,软垫,дер
423,Tuch::N,巾,альчур
424,Handtuch::N,手巾,полотенц
425,Handtuch::N,手巾,һар-нүүрин альчур
426,Kraft::N,力,күчн
427,Stärke::N,力量,чидл
428,Gesundheit::N,健康,эрүл-менд
429,Krankheit::N,病,өвчн
430,Schmerz::N,痛,өвдлһн
431,Wunde::N,伤口,шав
432,Fieber::N,发烧,безг
433,Arznei::N,药,эм
434,Brücke::N,桥,тагт
435,Brunnen::N,井,худг
436,Weide::N,牧场,малын идг
437,Pfad::N,小路,цувг
438,Weg::N,路,хаалһ
439,Straße::N,街,зам
440,Dorf::N,村庄,хотн
441,Stadt::N,城市,балһсн
442,Brief::N,信,бичг
443,Buch::N,书,дегтр
444,Buchstabe::N,字母,үзг
445,Zeitung::N,报纸,газет
446,Leben::N,生命,җирһл
447,Tod::N,死亡,үкл
448,Tod::N,死亡,өңгрлһн
449,Grab::N,坟墓,оршалһна нүкн
450,Kirche::N,教堂,чонҗ
451,Sünde::N,罪,нүл
452,Sünde::N,罪,килнц
453,Gott::N,上帝,бурхн
454,Arbeiter::N,工人,көдлмшч
455,Chef::N,上司,толһач
456,Meister::N,师傅,урн
457,Arzt::N,医生,эмч
458,Lehrer::N,教师,багш
459,Geld::N,钱,мөңгн
460,Geschäft::N,交易,көдлмш
461,Laden::N,商店,лавк
462,Preis::N,价格,үн
463,Ware::N,商品,эд-тавр
464,Nutzen::N,好处,олз
465,Reichtum::N,财富,зөөр
466,Welt::N,世界,орчлң
467,Welt::N,世界,делкә
468,Land::N,国家,орн-нутг
469,Staat::N,国家,государств
470,König::N,国王,хан
471,Macht::N,权力,йосн
472,Grenze::N,边界,меҗә
473,Krieg::N,战争,дән
474,Feind::N,敌人,дәәсн
475,Gewalt::N,暴力,күч һарһлһн
476,Kampf::N,战斗,ноолдан
477,Kampf::N,战斗,бәрлдлһн
478,Bogen[Waffe]::N,弓,саадг
479,Pfeil::N,箭,сумн
480,Gewehr::N,枪,бу
481,Fehler::N,错误,алдг
482,Lüge::N,谎话,худл
483,Schaden::N,损失,хорлт
484,Unglück::N,不幸,гүрм
485,Schuld::N,过错,гем
486,Schuld::N,过错,буру
487,Alter::N,年龄,насн
488,Schluss::N,结束,чилгч
489,Zeit::N,时间,цаг
490,Tag::N,天,өдр
491,Morgen::N,早晨,өрүн
492,Mittag::N,中午,үд
493,Abend::N,晚上,асхн
494,Nacht::N,夜,сө
495,Woche::N,星期,долан хонг
496,Monat::N,月,сар
497,Jahr::N,年,җил
498,Frühling::N,春天,хавр
499,Sommer::N,夏天,зун
500,Herbst::N,秋天,намр
501,Winter::N,冬天,үвл
502,Januar::N,一月,январь
503,Februar::N,二月,февраль
504,März::N,三月,март
505,März::N,三月,моһа сар
506,April::N,四月,апрель
507,Mai::N,五月,май
508,Juni::N,六月,июнь
509,Juni::N,六月,мөчн сар
510,Juli::N,七月,июль
511,August::N,八月,август
512,September::N,九月,һаха сар
513,Oktober::N,十月,октябрь
514,November::N,十一月,ноябрь
515,November::N,十一月,үкр сар
516,Dezember::N,十二月,бар сар
517,Montag::N,星期一,понедельник
518,Dienstag::N,星期二,вторник
519,Mittwoch::N,星期三,среда
520,Mittwoch::N,星期三,үлмҗ өдр
521,Donnerstag::N,星期四,четверг
522,Donnerstag::N,星期四,пүрвә өдр
523,Freitag::N,星期五,пятниц
524,Samstag::N,星期六,суббот
525,Sonntag::N,星期日,нарн өдр
526,Sonntag::N,星期日,воскресень
527,groß::A,大,ик
528,klein::A,小,бичкн
529,lang::A,长,ут
530,kurz::A,短,оһтр
531,breit::A,宽,өргн
532,schmal::A,细长的,уутьхн
533,dicht::A,密,нигт
534,dick[Gegenstand]::A,厚,зузан
535,dünn::A,薄,нимгн
536,fein::A,细小,нәрхн
537,fest::A,固体,бат
538,flach::A,平坦,хавтха
539,glatt::A,光滑,тегш
540,glatt::A,光滑,тиньгр
541,hart::A,硬,хату
542,weich::A,软,җөөлн
543,weich::A,软,җөөлкн
544,rund::A,圆,төгрг
545,spitz::A,尖,шовһр
546,scharf::A,锋利,хурц
547,stumpf::A,钝,мука
548,schwer::A,重,күнд
549,schön::A,美丽,сәәхн
550,heiß::A,烫,халун
551,warm::A,暖和,дулан
552,kalt::A,冷,киитн
553,kühl::A,凉,серүн
554,frisch::A,新鲜,серүн
555,feucht::A,潮湿,чиигтә
556,nass::A,湿,чиигтә
557,trocken::A,干,хагсу
558,voll::A,满,дүүрң
559,leer::A,空,сул
560,leer::A,空,хоосн
561,offen::A,敞开,секәтә
562,geschlossen::A,关闭,хаалһата
563,sauber::A,干净,цевр
564,schmutzig::A,肮脏,киртә
565,roh::A,生,түүкә
566,reif::A,成熟,болсн
567,lecker::A,好吃,әмтәхн
568,süß::A,甜,әмтәхн
569,bitter::A,苦,һашун
570,bitter::A,苦,һашута
571,sauer::A,酸,ишклң
572,hell::A,亮,герлтә
573,dunkel::A,阴暗,харңһу
574,schwarz::A,黑,хар
575,weiß::A,白,цаһан
576,rot::A,红,улан
577,gelb::A,黄,шар
578,blau::A,蓝,көк
579,grün::A,绿,көк
580,grau::A,灰色,бор
581,bunt::A,五彩,алг
582,bunt::A,五彩,эрәтә
583,billig::A,便宜,кимд
584,teuer::A,贵,үнтә
585,wertvoll::A,贵重,үнтә
586,wertvoll::A,贵重,эрднь
587,blind::A,瞎,сохр
588,taub::A,聋,дүлә
589,kräftig::A,强壮,күчтә
590,stark::A,强壮,чаңһ
591,schwach::A,弱,күчн тату
592,fett::A,胖,тарһн
593,schlank::A,苗条,эццн
594,hübsch::A,漂亮,көркхн
595,böse::A,邪恶,уурта
596,dumm::A,笨,тенг
597,faul::A,懒惰,залху
598,fleißig::A,勤奋,кинән
599,fleißig::A,勤奋,кинмһә
600,geizig::A,吝啬,ховдг
601,klug::A,聪明,ухата
602,geschickt::A,灵巧,чадмг
603,lieb::A,可爱,эңкр
604,lustig::A,快乐,сергмҗтә
605,lustig::A,快乐,җирһлтә
606,sanft::A,柔和,номһн
607,hungrig::A,饥饿,өлн
608,hungrig::A,饥饿,харһнсн
609,krank::A,患病,өвчтә
610,krank::A,患病,шалтгта
611,nackt::A,裸体,нүцкн
612,traurig::A,悲哀,һундлта
613,lebendig::A,活,әмд
614,gut::A,好,сән
615,schlecht::A,坏,му
616,richtig::A,正确,зөвтә
617,schlimm::A,糟糕,җигшүртә
618,wahr::A,真,үнн
619,wahr::A,真,мөн
620,alt::A,旧,хуучн
621,neu::A,新,шин
622,ehemalig::A,以前,хуучн
623,alt[Lebewesen]::A,老,көгшн
624,jung::A,年轻,баһ
625,arm::A,贫穷,угатя
626,reich::A,富裕,байн
627,bekannt::A,出名,таньл
628,bekannt::A,出名,таньдг
629,berühmt::A,著名,туурсн
630,fremd::A,陌生,күүнә
631,verschieden::A,不同,әдл биш
632,verschieden::A,不同,йилһәтә
633,nah::A,近,өөрхн
634,fern::A,遥远,хол
635,linker::A,左,зүн
636,rechter::A,右,барун
637,anderer::A,别的,талдан
638,erster::A,第一,негдгч
639,zweiter::A,第二,хойрдгч
640,dritter::A,第三,һурвдгч
641,letzter::A,最后,отхн
642,allein::ADV,单独,һанцарн
643,auf einmal::ADV,同时,нег дәкҗ
644,zusammen::ADV,一起,хамдан
645,lange::ADV,许久,удан
646,plötzlich::ADV,忽然,генткн
647,sofort::ADV,立刻,дарунь
648,später::ADV,以后,сүүлд
649,jetzt::ADV,现在,ода
650,heute::ADV,今天,эндр
651,morgen::ADV,明天,маңһдур
652,bald::ADV,即将,дарунь
653,dann::ADV,然后,дәкәд
654,gestern::ADV,昨天,өцклдүр
655,einst::ADV,曾经,нег саамд
656,damals::ADV,当时,тиигхд
657,danach::ADV,随后,тегәд
658,vorher::ADV,事先,урд
659,zuerst::ADV,首先,түрүләд
660,einmal::ADV,一次,нег дәкҗ
661,manchmal::ADV,有时,зәрмдән
662,oft::ADV,时常,хара биш
663,oft::ADV,时常,хатяр биш
664,oft::ADV,时常,дару-дарунь
665,immer::ADV,总是,оньдинд
666,niemals::ADV,从未,кезә чмгн биш
667,hier::ADV,这里,энд
668,hier::ADV,这里,энүнд
669,hierhin::ADV,到这里,нааран
670,von hier::ADV,由此,эндәс
671,dort::ADV,那里,тенд
672,dorthin::ADV,到那里,тиигән
673,geradeaus::ADV,一直往前,шуд
674,vorwärts::ADV,向前,уралан
675,rückwärts::ADV,向后,гедргән
676,zurück::ADV,退后,хәрү
677,unten::ADV,下面,дор
678,hinab::ADV,向下,дор
679,hinab::ADV,向下,доракшан
680,oben::ADV,上面,деер
681,hinauf::ADV,向上,өөдән
682,hinauf::ADV,向上,деер
683,überall::ADV,到处,альд болв чигн
684,nicht::ADV,不,эс
685,nicht::ADV,不,биш
686,nicht::ADV,不,бичә
687,ein wenig::ADV,一点儿,баахн
688,ein wenig::ADV,一点儿,баахнар
689,kaum::ADV,几乎不,әрә
690,sehr::ADV,很,йир
691,so::ADV,如此,иигҗ
692,noch::ADV,还,ода чигн
693,nur::ADV,只,һанцхн
694,schon::ADV,已经,одх
695,wieder::ADV,又,бас
696,vor::PRP,在...面前,урд
697,hinter::PRP,在...背后,ца
698,unter::PRP,在...下面,дор
699,durch::PRP,穿过,ивт
700,durch::PRP,穿过,дундаһур
701,neben::PRP,在...旁,хаҗуд
702,zwischen::PRP,在...之间,хоорнд
703,wegen::PRP,由于,көлтә
704,wegen::PRP,由于,деерәс
705,dies::PRN,这,эн
706,das::PRN,那,тер
707,alles::PRN,一切,цуһар
708,ich::PRN,我,би
709,du::PRN,你,чи
710,er::PRN,他,тер
711,wir::PRN,我们,мадн
712,ihr::PRN,你们,та
713,sie::PRN,她,тедн
714,was::FPRN,什么,юн
715,wer::FPRN,谁,кен
716,wo::FADV,哪里,хама
717,wohin::FADV,去哪里,хамаран
718,wie::FADV,怎么,яһҗ
719,wie::FADV,怎么,яһад
720,warum::FADV,为什么,юңгад
721,wieviel::FNUM,多少,кедү
722,eins::NUM,一,негн
723,zwei::NUM,二,хойр
724,drei::NUM,三,һурвн
725,vier::NUM,四,дөрвн
726,fünf::NUM,五,тавн
727,sechs::NUM,六,зурһан
728,sieben::NUM,七,долан
729,acht::NUM,八,нәәмн
730,neun::NUM,九,йисн
731,zehn::NUM,十,арвн
732,elf::NUM,十一,арвн негн
733,zwölf::NUM,十二,арвн хойр
734,zwanzig::NUM,二十,хөрн
735,dreißig::NUM,三十,һучн
736,vierzig::NUM,四十,дөчн
737,fünfzig::NUM,五十,тәвн
738,sechzig::NUM,六十,җирн
739,siebzig::NUM,七十,далн
740,achtzig::NUM,八十,найн
741,neunzig::NUM,九十,йирн
742,hundert::NUM,百,зун
743,tausend::NUM,千,миңһн
744,und::CNJ,和,болн
745,oder::CNJ,或者,эс гиҗ
746,oder::CNJ,或者,эс гихлә
747,stehen::V,站,зогсх
748,sitzen::V,坐,суух
749,liegen::V,躺着,кевтх
750,hängen::V,挂着,өлгәтә бәәх
751,werden::V,成为,болх
752,passieren::V,发生,болх
753,beginnen::V,开始,эклх
754,enden::V,终止,төгсх
755,wechseln::V,变迁,хүврх
756,aufgehen[Sonne]::V,升起,һарх
757,untergehen[Sonne]::V,下落,орх
758,untergehen[Sonne]::V,下落,сүүрлх
759,scheinen[Sonne]::V,照射,герлтх
760,donnern::V,打雷,күрҗңнх
761,wehen::V,飘扬,сальклх
762,strömen::V,流,һооҗх
763,fließen::V,流动,урсх
764,sich drehen::V,转动,эргх
765,schwanken::V,摇摆,дәәвлх
766,schwingen::V,摇,нәәхлх
767,fallen::V,坠落,унх
768,fallen::V,坠落,киисх
769,brennen::V,燃烧,шатх
770,rauchen::V,冒烟,ута һарһх
771,regnen::V,下雨,орх
772,gefrieren::V,结冰,мөстх
773,tauen::V,融化,хәәлх
774,schmelzen::V,溶化,хәәлх
775,schmelzen::V,溶化,хәәлгдх
776,trocknen::V,变干,эврх
777,sieden::V,煮,буслх
778,faulen::V,腐烂,үмкәрх
779,verfaulen::V,腐烂,илҗрх
780,reißen::V,撕,тасрх
781,versinken::V,下沉,чивх
782,vergehen::V,流逝,болх
783,erscheinen::V,出现,һарх
784,verschwinden::V,消失,уга болх
785,sinken::V,下降,татгдх
786,abnehmen::V,减少,хасгдх
787,zunehmen::V,增加,өсх
788,steigen::V,上升,немх
789,wachsen::V,生长,өсх
790,wachsen::V,生长,урһх
791,glänzen::V,发光,гилвкх
792,funkeln::V,闪烁,цәклх
793,lärmen::V,吵闹,шууглдх
794,läuten::V,响,хоңх
795,klingeln::V,按铃,җиңнулх
796,brausen::V,疾驶,догшрхх
797,klingen::V,听起来,ә һарх
798,bellen::V,吠,хуцх
799,heulen::V,嗥,уульх
800,blasen::V,吹,үләх
801,pfeifen::V,吹口哨,ишкрх
802,schreien::V,叫喊,хәәкрх
803,stöhnen::V,呻吟,түңшх
804,zittern::V,颤抖,дагҗннх
805,leben::V,生存,бәәх
806,geboren werden::V,出生,төрх
807,atmen::V,呼吸,әмсхлх
808,trinken::V,喝,уух
809,essen::V,吃,идх
810,schlucken::V,咽,зальгх
811,müde werden::V,疲倦,көшх
812,einschlafen::V,入睡,унтх
813,schlafen::V,睡觉,нөөрсх
814,aufwachen::V,睡醒,серх
815,aufstehen::V,起床,босх
816,sich erholen::V,休养,амрх
817,krank werden::V,生病,гемтх
818,krank sein::V,生病,шалтглх
819,schmerzen::V,疼痛,өвдх
820,husten::V,咳,ханях
