,Concept_ID,mrj,he
113,Meer::N,тангыж,ים
114,Bucht::N,вӹдъял,מפרץ
115,Insel::N,острок,אי
116,Blume::N,пеледӹш,פרח
117,Gras::N,шуды,דשא
118,Wurzel::N,важ,שרש
119,Baum::N,пушӓнгӹ,עץ
120,Stamm::N,пушӓнгӹ тӹнг,גזע
121,Rinde::N,каргыж,קלפת עץ
122,Ast::N,укш,ענף
123,Zweig::N,укш,ענף
124,Blatt::N,листӹ,עלה
125,Birke::N,куги,שדר
126,Kiefer[Baum]::N,йӓктӹ,ארן
127,Weide[Baum]::N,уа,ערבה
128,Tanne::N,кож,אשוח
129,Horn::N,шур,קרן
130,Feder::N,пын,נוצה
131,Fell::N,кавашты,פרוה
132,Flügel::N,шылдыр,כנף
133,Klaue::N,кӹч,טלף
134,Kralle::N,лапа,טפר
135,Schwanz::N,пач,זנב
136,Ei::N,мыны,ביצה
137,Nest::N,пӹжӓш,קן
138,Bau::N,ыраж,מחלה
139,Tier::N,во́льык,חיה
140,Herde::N,кӹтö,עדר
141,Kuh::N,ышкал,פרה
142,Bulle::N,ӱшкӱж,פר
143,Pferd::N,имни,סוס
144,Schaf::N,шарык,כבשה
145,Schwein::N,сасна,חזיר
146,Hund::N,пи,כלב
147,Katze::N,коти,חתול
148,Bär::N,мöскӓ,דב
149,Eichhörnchen::N,ур,סנאי
150,Elch::N,шарды,דישון
151,Fuchs::N,рӹвӹж,שועל
152,Hase::N,морен,ארנב
153,Maus::N,каля,עכבר
154,Wolf::N,пирӹ,זאב
155,Vogel::N,кек,צפור
156,Schwarm::N,цуца,נחיל
157,Schwarm::N,цуца,להקה
158,Huhn::N,цӹвӹ,תרנגלת
159,Hahn::N,ӓптӓн,תרנגול
160,Gans::N,комбы,אוז
161,Adler::N,кучкыж,עיט
162,Ente::N,лыды,ברוז
163,Eule::N,тымана,ינשוף
164,Kranich::N,тырня,עגור
165,Kranich::N,тырня,כרוכיה
166,Kranich::N,тыртня,עגור
167,Kranich::N,тыртня,כרוכיה
168,Krähe::N,лудыгарак,עורב
169,Kuckuck::N,куку,קוקיה
170,Schwan::N,йӱксӹ,ברבור
171,Fisch::N,кол,דג
172,Barsch::N,алангы,אוקונוס
173,Hecht::N,нуж,זאב הים
174,Hecht::N,нужгол,זאב הים
175,Schlange[Tier]::N,кӹшкы,נחש
176,Wurm::N,шукш,תולעת
177,Spinne::N,ӓнгӹремшӹ,עכביש
178,Ameise::N,кыткы,נמלה
179,Laus::N,ти,כנה
180,Mücke::N,кужнер,יתוש
181,Mücke::N,кужынер,יתוש
182,Fliege::N,шӹнгӓ,זבוב
183,Schmetterling::N,лӹпӹ,פרפר
184,Beere::N,мöр,ענבה
185,Apfel::N,олма,תפוח
186,Pilz::N,понгы,פטריה
187,Zwiebel::N,охыра,בצל
188,Saat::N,нӱшмӹ,זרעים
189,Saat::N,нӱшмӱ,זרעים
190,Korn::N,пӹрцӹ,גרעין
191,Heu::N,шуды,חציר
192,Schale::N,аваха,קלפה
193,Schale::N,карлангы,קלפה
194,Grube::N,йӓм,בור
195,Grube::N,йӓм,שוחה
196,Falle::N,лӱдӹ,מלכדת
197,Falle::N,лӱдӹш,מלכדת
198,Schlinge::N,онгы,לולאה
199,Spur::N,кишӓ,עקבה
200,Asche::N,ломых,אפר
201,Asche::N,ломпыж,אפר
202,Dreck::N,лявӹрӓ,זהמה
203,Eisen::N,кӹртни,ברזל
204,Gold::N,шöртни,זהב
205,Gold::N,шöртньӹ,זהב
206,Silber::N,ши,כסף
207,Kohle::N,шӱ,פחם
208,Glas::N,охоница,זכוכית
209,Lehm::N,шун,חרסית
210,Sand::N,ошма,חול
211,Mensch::N,эдем,אדם
212,Mann::N,пӱэргӹ,איש
213,Mann::N,пӱэргӹ,גבר
214,Frau::N,ӹдӹрӓмӓш,אשה
215,Frau::N,ӹдӹрӓмӓш,גברת
216,Kind::N,ӓзӓ,ילד
217,Kind::N,шачшы,ילד
218,Junge::N,рвезӹ,ילד
219,Junge::N,ӹрвезӹ,ילד
220,Mädchen::N,ӹдӹрӓш,נערה
221,Familie::N,йиш,משפחה
222,Familie::N,семня,משפחה
223,Großvater::N,тьоти,סבא
224,Großmutter::N,папа,סבתא
225,Eltern::N,ӓтя-ӓвӓ,הורים
226,Vater::N,ӓтя,אב
227,Mutter::N,ӓвӓ,אם
228,Sohn::N,эргӹ,בן
229,Tochter::N,ӹдӹр,בת
230,Bruder::N,ӹза,אח
231,Schwester::N,ӓкӓ,אחות
232,Onkel::N,кугуза,דוד
233,Tante::N,куака,דודה
234,Ehemann::N,мары,איש
235,Ehemann::N,мары,בעל
236,Ehefrau::N,вӓтӹ,אשה
237,Freude::N,ӹвӹртӹмӓш,שמחה
238,Gelächter::N,ваштылмаш,צחוק
239,Glück::N,пиӓл,אשר
240,Kummer::N,ясы,יגון
241,Kummer::N,ясы,עגמה
242,Wunsch::N,охата,אחול
243,Wunsch::N,охата,משאלה
244,Wunsch::N,шанымаш,אחול
245,Wunsch::N,шанымаш,משאלה
246,Lust::N,шӓр,חשק
247,Lust::N,шӓр,תשוקה
248,Lust::N,охата,חשק
249,Lust::N,охата,תשוקה
250,Lust::N,шанымаш,חשק
251,Lust::N,шанымаш,תשוקה
252,Geist::N,тух,רוח
253,Gedanke::N,шанымаш,מחשבה
254,Gedächtnis::N,ӓш,זכרון
255,Verstand::N,ыш,שכל
256,Sinn::N,кын,מובן
257,Sinn::N,кын,משמעות
258,Grund::N,вир,סבה
259,Wahrheit::N,тöр,אמת
260,Gespräch::N,хытырымаш,דיון
261,Märchen::N,ямак,אגדה
262,Erzählung::N,шайыштмаш,ספור
263,Nachricht::N,увертӓрӹмӓш,ידיעה
264,Neuigkeit::N,увер,חדשה
265,Name::N,лӹм,שם
266,Rätsel::N,тышты,תעלומה
267,Rede::N,шая,נאום
268,Rede::N,шамак,נאום
269,Sprache::N,йӹлмӹ,לשון
270,Stimme::N,юк,קול
271,Wort::N,шамак,מלה
272,Zeichen::N,палӹ,סימן
273,Ruf::N,сӹгӹрӹмӓш,קריאה
274,Lärm::N,юкланымащ,רעש
275,Laut::N,юк,הגה
276,Ton::N,юк,צליל
277,Lied::N,мыры,שיר
278,Ruhe::N,тыр,שלוה
279,Leute::N,эдемвлӓ,אנשים
280,Volk::N,халык,עם
281,Arbeit::N,пӓшӓ,עבודה
282,Gast::N,хына,אורח
283,Geschenk::N,подарка,מתנה
284,Spiel::N,мадыш,משחק
285,Gesellschaft::N,йӓл,חברה
286,Gesellschaft::N,йӓлвлӓ,חברה
287,Hilfe::N,палшык,עזרה
288,Freund::N,тӓнг,חבר
289,Freund::N,тӓнг,ידיד
290,Kamerad::N,тос,רע
291,Angelegenheit::N,дела,ענין
292,Angelegenheit::N,йела,ענין
293,Angelegenheit::N,йыла,ענין
294,Angelegenheit::N,пӓшӓ,ענין
295,Anzahl::N,шот,מספר
296,Art::N,цӹре,סוג
297,Stück::N,лаштык,חתיכה
298,Teil::N,пай,פרק
299,Teil::N,часть,פרק
300,Hälfte::N,пел,חצי
301,Kreis::N,тӹртӹш,מעגל
302,Kreuz::N,крестӹ,צלב
303,Abstand::N,ло,מרחק
304,Entfernung::N,ло,מרחק
305,Gegend::N,вӓр,נוף
306,Platz::N,вӓр,שטח
307,Ort::N,вӓр,אתר
308,Ort::N,вӓр,מקום
309,Seite::N,öрдӹж,צד
310,Mitte::N,ло,אמצע
311,Gegenstand::N,хӓдӹр,אוביקט
312,Sache::N,хӓдӹр,דבר
313,Rand::N,шöр,פרור
314,Kante::N,шöр,קצה
315,Ecke::N,лык,פנה
316,Spitze::N,вуй,קצה
317,Ende::N,вуй,סוף
318,Ende::N,мычаш,סוף
319,Loch::N,ыраж,חר
320,Winkel::N,лык,פנה
321,Muster::N,тӹрлец,תבנית
322,Größe::N,кӱкшӹц,גדל
323,Länge::N,кыт,ארך
324,Höhe::N,кӱкшӹц,קומה
325,Höhe::N,кӱкшӹц,גבה
326,Gewicht::N,нелӹц,משקל
327,Menge::N,шот,כמות
328,Haufen::N,ара,ערמה
329,Reihe::N,ряд,רצף
330,Boot::N,пыш,סירה
331,Ruder::N,вешлӓ,משוט
332,Schlitten::N,тир,מזחלת
333,Ski::N,ечӹ,מגלשים
334,Lagerfeuer::N,тыл,מדורה
335,Last::N,нелӹц,משא
336,Gang::N,ход,הליכה
337,Schritt::N,ашкыл,צעד
338,Norden::N,йыдпелвел,צפון
339,Süden::N,кечӹвӓлвел,דרום
340,Westen::N,кечӹ шӹцмӹ,מערב
341,Osten::N,ирвел,מזרח
342,Osten::N,кечӹ лӱлтмӹ,מזרח
343,Holz::N,пушӓнгӹ,עץ
344,Brett::N,ханга,קרש
345,Platte::N,плитӓ,לוח
346,Stütze::N,цӓрӓк,משען
347,Stange::N,равы,מוט
348,Stange::N,намаш,מוט
349,Stock::N,панды,מקל
350,Stab::N,равы,מוט
351,Rohr::N,пыч,צנור
352,Haus::N,пöрт,בית
353,Heim::N,пöрт,בית
354,Ofen::N,камака,תנור
355,Fußboden::N,седӹрӓ,רצפה
356,Tisch::N,стöл,שלחן
357,Stuhl::N,пöкен,כסא
358,Wiege::N,шипкӓ,ערש
359,Bett::N,койка,מטה
360,Bett::N,кравать,מטה
361,Regal::N,полицӓ,מדף
362,Kiste::N,шӱ́ндӹк,תבה
363,Kiste::N,шӱ́ндӹк,ארגז
364,Fenster::N,окня,חלון
365,Tür::N,амаса,דלת
366,Tor::N,хапка,שער
367,Zaun::N,забор,גדר
368,Dach::N,левӓш,גג
369,Leiter::N,ташкалтыш,סלם
370,Besen::N,сало,מטאטא
371,Besen::N,салко,מטאטא
372,Spaten::N,кольмы,את
373,Schaufel::N,лоток,את
374,Gabel::N,ви́лка,מזלג
375,Löffel::N,савала,כף
376,Messer::N,кӹзӹ,סכין
377,Nagel::N,пыда,מסמר
378,Netz::N,вӓпш,רשת
379,Haken::N,крӱк,וו
380,Haken::N,крӱк,קרס
381,Haken::N,кагак,וו
382,Haken::N,кагак,קרס
383,Griff::N,кычем,ידית
384,Schloss::N,замок,מנעול
385,Schloss::N,сыравач,מנעול
386,Bild::N,картин,תמונה
387,Figur::N,кӓн,פסל
388,Puppe::N,поханя,בבה
389,Beutel::N,мешӓк,שק
390,Bündel::N,топ,צרור
391,Bündel::N,пидӹш,צרור
392,Bündel::N,кӹлдӹш,צרור
393,Tasche::N,сумкы,שקית
394,Eimer::N,ведӹрӓ,דלי
395,Deckel::N,комдыш,מכסה
396,Geschirr::N,ӓтӹ,כלים
397,Sack::N,мешӓк,שק
398,Tasse::N,цӓшкӓ,ספל
399,Topf::N,ми́ска,סיר
400,Kessel::N,пад,קנקן
401,Essen::N,качкыш,אכל
402,Essen::N,качкыш,ארוחה
403,Essen::N,качкыш-йӱш,אכל
404,Essen::N,качкыш-йӱш,ארוחה
405,Nahrung::N,качкыш,הזנה
406,Nahrung::N,качкыш,תזונה
407,Nahrung::N,качкыш-йӱш,הזנה
408,Nahrung::N,качкыш-йӱш,תזונה
409,Speise::N,няня,מאכל
410,Speise::N,няня,ארוחה
411,Fleisch::N,пай,בשר
412,Getreide::N,киндӹ,דגן
413,Brei::N,шӹрӓш,מחית
414,Brot::N,сыкыр,לחם
415,Scheibe::N,ламыт,עגול
416,Scheibe::N,ламыт,פרוסה
417,Scheibe::N,лаштык,עגול
418,Scheibe::N,лаштык,פרוסה
419,Fett::N,кая,שמן
420,Butter::N,ӱ,חמאה
421,Öl::N,ӱ,שמן
422,Salz::N,санзал,מלח
423,Suppe::N,лем,מרק
424,Honig::N,мӱ,דבש
425,Milch::N,шӹшер,חלב
426,Tee::N,чӓй,תה
427,Leder::N,шарга,עור
428,Leder::N,кавашты,עור
429,Wolle::N,миж,צמר
430,Stoff::N,матер,בד
431,Stoff::N,матер,אריג
432,Stoff::N,матери,בד
433,Stoff::N,матери,אריג
434,Nadel::N,им,מחט
435,Faden::N,шӹртӹ,חוט
436,Knopf::N,полдыш,כפתור
437,Knoten::N,пӱкшем,קשר
438,Farbe::N,чиӓ,צבע
439,Farbe::N,крӓскӓ,צבע
440,Kleidung::N,выргем,בגדים
441,Hemd::N,тыгыр,חלצה
442,Kragen::N,шӱ,צוארון
443,Ärmel::N,шокш,שרוול
444,Hose::N,ялаш,מכנסים
445,Gürtel::N,ӹштӹ,חגורה
446,Mütze::N,упш,כובע
447,Schuh::N,ту́фльы,נעל
448,Stiefel::N,кем,מגף
449,Ring::N,шӓргӓш,טבעת
450,Band::N,лемтӓ,סרט
451,Kamm::N,шерге,מסרק
452,Spiegel::N,тӹгӹр,מראה
453,Riemen::N,прӓжӓ,רצועה
454,Schnur::N,кӓндӹра,חבל
455,Leine::N,керем,מושכות
456,Decke::N,одеял,שמיכה
457,Kissen::N,кӹпцӹк,כרית
458,Tuch::N,савыц,צעיף
459,Handtuch::N,шӹргӹсавыц,מגבת
460,Handtuch::N,шӹргӹмсавыц,מגבת
461,Kraft::N,ви,כוח
462,Stärke::N,ви,און
463,Gesundheit::N,шу,בריאות
464,Gesundheit::N,шулык,בריאות
465,Krankheit::N,мыж,מחלה
466,Schmerz::N,карштыш,כאב
467,Wunde::N,шушыр,פציעה
468,Fieber::N,ӱштӹмыж,חם
469,Arznei::N,лекӓрцӹ,תרופה
470,Brücke::N,кӹвер,גשר
471,Brunnen::N,вӹдсӹнзӓ,באר
472,Weide::N,ныр,אחו
473,Weide::N,ныр,מרעה
474,Pfad::N,ялгорны,שביל
475,Pfad::N,ялгорны,מדרכה
476,Weg::N,корны,דרך
477,Straße::N,корны,כביש
478,Dorf::N,сола,כפר
479,Stadt::N,города,עיר
480,Brief::N,сирмӓш,מכתב
481,Buch::N,книгӓ,ספר
482,Buchstabe::N,буква́,אות
483,Zeitung::N,газет,עתון
484,Zeitung::N,кайзет,עתון
485,Leben::N,житя,חיים
486,Tod::N,смöрт,מות
487,Grab::N,шӹгер,קבר
488,Grab::N,мыгилӓ,קבר
489,Grab::N,шӹгерлӓ,קבר
490,Kirche::N,церкӹ,כנסיה
491,Sünde::N,сулык,חטא
492,Gott::N,йымы,אל
493,Arbeiter::N,пӓшӓзӹ,פועל
494,Chef::N,вуй,ראש
495,Chef::N,вуй,מנהל
496,Meister::N,мастар,ממחה
497,Arzt::N,доктор,רופא
498,Lehrer::N,тымдышы,מורה
499,Geld::N,окса,כסף
500,Geschäft::N,торге́йӹмӓш,עסקה
501,Laden::N,лапка,חנות
502,Laden::N,магазин,חנות
503,Preis::N,ӓк,מחיר
504,Ware::N,товар,סחורה
505,Nutzen::N,пайда,תועלת
506,Reichtum::N,перке,עשר
507,Welt::N,сӓндӓлӹк,עולם
508,Welt::N,свет,עולם
509,Land::N,сӓндӓлӹк,ארץ
510,Staat::N,кугижӓншӹ,מדינה
511,König::N,король,מלך
512,Macht::N,власть,כוח
513,Grenze::N,пӹсмӓн,גבול
514,Krieg::N,вырсы,מלחמה
515,Feind::N,тышман,אויב
516,Gewalt::N,ви,אלימות
517,Kampf::N,кредӓлмӓш,קרב
518,Kampf::N,кредӓлмӓш,לחימה
519,Bogen[Waffe]::N,янгеж,קשת
520,Pfeil::N,пикш,חץ
521,Gewehr::N,пичӓл,רובה
522,Fehler::N,самынь,טעות
523,Lüge::N,шая,שקר
524,Schaden::N,вре́дӓ,נזק
525,Unglück::N,пёда,מזל רע
526,Unglück::N,тымаша,מזל רע
527,Schuld::N,вуйнамат,אשמה
528,Alter::N,иӓш,גיל
529,Alter::N,игечӹ,גיל
530,Schluss::N,пӹтӓртӹш,סיום
531,Zeit::N,веремӓ,זמן
532,Tag::N,кечӹ,יום
533,Morgen::N,ир,בקר
534,Morgen::N,ирок,בקר
535,Mittag::N,кечӹвӓл,צהרים
536,Abend::N,вады,ערב
537,Nacht::N,йыд,לילה
538,Woche::N,ӓрня,שבוע
539,Monat::N,тӹ́лзӹ,חדש
540,Jahr::N,год,שנה
541,Frühling::N,шошым,אביב
542,Sommer::N,кӓнгӹж,קיץ
543,Herbst::N,шӹжӹ,סתו
544,Winter::N,тел,חרף
545,Winter::N,телӹ,חרף
546,Januar::N,январ,ינואר
547,Januar::N,январь,ינואר
548,Februar::N,февраль,פברואר
549,März::N,март,מרץ
550,April::N,апрель,אפריל
551,Mai::N,май,מאי
552,Juni::N,июнь,יוני
553,Juli::N,июль,יולי
554,August::N,август,אוגוסט
555,September::N,сентябрь,ספטמבר
556,Oktober::N,октябрь,אוקטובר
557,November::N,ноябрь,נובמבר
558,Dezember::N,декавыр,דצמבר
559,Montag::N,шачмы,יום שני
560,Dienstag::N,кышкыжмы,יום שלישי
561,Mittwoch::N,вӹрчегӹ,יום רביעי
562,Donnerstag::N,изӓрня,יום חמישי
563,Freitag::N,когарня,יום ששי
564,Samstag::N,кукшыгечӹ,יום שבת
565,Sonntag::N,рушӓрня,יום ראשון
566,groß::A,кого,גדול
567,klein::A,изи,קטן
568,lang::A,кужы,ארך
569,kurz::A,кӹтӹк,קצר
570,breit::A,кымда,רחב
571,schmal::A,ӓнгӹсӹр,צר
572,dicht::A,шӹре,צפוף
573,dick[Gegenstand]::A,кӹжгӹ,עבה
574,dünn::A,вӹцкӹж,דק
575,fein::A,пыльга,מעדן
576,fest::A,цаткыды,מוצק
577,flach::A,тӓлякӓ,שטוח
578,glatt::A,ягылгы,חלק
579,hart::A,пингӹдӹ,קשיח
580,weich::A,пышкыды,רך
581,rund::A,тӹртӹш,עגל
582,spitz::A,кашар,חד
583,scharf::A,кашар,חד
584,stumpf::A,нӹшкӹ,קהה
585,schwer::A,нелӹ,כבד
586,schön::A,цевер,יפה
587,schön::A,олмыдшы,יפה
588,heiß::A,шокшы,חם
589,warm::A,шокшы,חם
590,kalt::A,ӱштӹ,קר
591,kühl::A,юалгы,צונן
592,kühl::A,йонгата,צונן
593,frisch::A,йонгата,טרי
594,feucht::A,ӹлӹкшӹ,לח
595,feucht::A,вӹдӹжгӹ,לח
596,nass::A,начкы,רטוב
597,trocken::A,кукшы,יבש
598,voll::A,темшӹ,מלא
599,voll::A,темыман,מלא
600,leer::A,йӓрӓ,ריק
601,offen::A,виш,פתוח
602,geschlossen::A,чӱчмӹ,סגור
603,geschlossen::A,тӹкӹлӓлтшӹ,סגור
604,sauber::A,ире,נקי
605,schmutzig::A,шоран,מלכלך
606,schmutzig::A,лявӹрӓн,מלכלך
607,schmutzig::A,шорангшы,מלכלך
608,roh::A,пеле кӱшӹ,חי
609,reif::A,кӱшӹ,בשל
610,lecker::A,тотан,טעים
611,süß::A,мӱӓн,מתוק
612,bitter::A,качы,מר
613,sauer::A,шапы,חמוץ
614,hell::A,соты,בהיר
615,hell::A,валгыды,בהיר
616,dunkel::A,пӹц,עמום
617,dunkel::A,пӹцкемӹш,עמום
618,schwarz::A,шим,שחר
619,weiß::A,ош,לבן
620,weiß::A,ошы,לבן
621,rot::A,якшаргы,אדם
622,gelb::A,сар,צהב
623,gelb::A,сары,צהב
624,blau::A,симсӹ,כחל
625,grün::A,ыжар,ירק
626,grau::A,луды,אפר
627,bunt::A,ала,צבעוני
628,billig::A,шулдаш,זול
629,teuer::A,шергӹ,יקר
630,teuer::A,шергӓкӓн,יקר
631,wertvoll::A,ӓкӓн,יקר ערך
632,blind::A,слöпöй,עור
633,blind::A,сльöпöй,עור
634,taub::A,тӱтӱк,חרש
635,kräftig::A,виӓн,חסן
636,stark::A,виӓн,חזק
637,schwach::A,шава,חלש
638,schwach::A,лӹпкӓ,חלש
639,schwach::A,слабка,חלש
640,fett::A,таза,שמן
641,schlank::A,яштака,רזה
642,hübsch::A,сӹлнӹ,יפה תאר
643,hübsch::A,олмыдшы,יפה תאר
644,böse::A,шӹдӓн,רשע
645,dumm::A,окмак,טפש
646,faul::A,ялахай,עצלן
647,fleißig::A,пӓшам яратышы,חרוץ
648,geizig::A,шык,קמצן
649,klug::A,ышан,נבון
650,klug::A,ышан,פקח
651,geschickt::A,мастар,מימן
652,lieb::A,тыри,יקר
653,lieb::A,тыри,אהוב
654,lustig::A,мындыр,עליז
655,lustig::A,сусу,עליז
656,sanft::A,йӹвӹжӓ,עדין
657,hungrig::A,шужышы,רעב
658,krank::A,церлӹ,חולה
659,krank::A,хворой,חולה
660,nackt::A,цӓрӓ,ערום
661,traurig::A,сы́лыкан,עצוב
662,traurig::A,кымы́лдымы,עצוב
663,lebendig::A,живой,חי
664,gut::A,яжо,טוב
665,schlecht::A,уда,גרוע
666,schlecht::A,худа,גרוע
667,richtig::A,вургамла,נכון
668,schlimm::A,йӹрнык,רע
669,wahr::A,настоящий,אמתי
670,wahr::A,настояшый,אמתי
671,alt::A,шонгы,ישן
672,neu::A,у,חדש
673,ehemalig::A,тошты,לשעבר
674,alt[Lebewesen]::A,ӹлалшӹ,זקן
675,jung::A,нöргӹ,צעיר
676,jung::A,молода,צעיר
677,arm::A,укеӓн,עני
678,reich::A,паян,עשיר
679,reich::A,пурлыкан,עשיר
680,bekannt::A,палӹмӹ,ידוע
681,berühmt::A,лӹмлы,מפרסם
682,fremd::A,эдемӹн,זר
683,verschieden::A,тӹрлӹ,שונה
684,nah::A,лишӹл,קרוב
685,fern::A,мӹндӹр,רחוק
686,linker::A,шалахай,שמאלי
687,rechter::A,вургамла,ימין
688,anderer::A,вес,אחר
689,anderer::A,весӹ,אחר
690,erster::A,икшӹ,ראשון
691,erster::A,икӹмшӹ,ראשון
692,zweiter::A,кокшы,שני
693,dritter::A,кымшы,שלישי
694,letzter::A,остатка,אחרון
695,allein::ADV,иктӹ,לבד
696,allein::ADV,иктӹт,לבד
697,auf einmal::ADV,тöрöк,בו-זמנית
698,zusammen::ADV,икараш,ביחד
699,zusammen::ADV,цымырын,ביחד
700,lange::ADV,кужын,הרבה זמן
701,plötzlich::ADV,трӱк,לפתע
702,plötzlich::ADV,трӱк,פתאום
703,sofort::ADV,полт,מיד
704,sofort::ADV,тöрöк,מיד
705,sofort::ADV,тӹшӓкок,מיד
706,später::ADV,вара,לאחר זמן
707,später::ADV,вара,יותר מאחר
708,heute::ADV,тагачы,היום
709,morgen::ADV,иргод,מחר
710,morgen::ADV,иргодым,מחר
711,bald::ADV,чӹнь,בקרוב
712,bald::ADV,вӓшке,בקרוב
713,bald::ADV,выртышты,בקרוב
714,dann::ADV,пакыла,אחר-כך
715,gestern::ADV,тенгечӹ,אתמול
716,einst::ADV,икӓнӓ,לפנים
717,damals::ADV,тӹнӓм,אז
718,danach::ADV,пакыла,אחר-כך
719,vorher::ADV,перви,לפני זה
720,zuerst::ADV,андак,קדם
721,einmal::ADV,гӓнӓк,פעם
722,einmal::ADV,гӓнӓ,פעם
723,manchmal::ADV,кынамжы,לפעמים
724,oft::ADV,чӹчкӹдӹн,לעתים קרובות
725,immer::ADV,со,תמיד
726,immer::ADV,соок,תמיד
727,niemals::ADV,нинам,אף פעם
728,niemals::ADV,нигынам,אף פעם
729,niemals::ADV,нигынамат,אף פעם
730,hier::ADV,тиштӹ,כאן
731,hierhin::ADV,тишкӹ,פה
732,von hier::ADV,тишец,מפה
733,von hier::ADV,тишецӹн,מפה
734,dort::ADV,тӹштӹ,שם
735,dorthin::ADV,тӹшкӹ,שם
736,dorthin::ADV,тӹшкӹлӓ,שם
737,geradeaus::ADV,вик,ישר
738,geradeaus::ADV,тура,ישר
739,vorwärts::ADV,анзыкы,קדימה
740,rückwärts::ADV,мӹнгеш,לאחור
741,zurück::ADV,мӹнгеш,בחזרה
742,zurück::ADV,мӹнгеш,אחורנית
743,unten::ADV,ӱлнӹ,למטה
744,unten::ADV,лӹвӓлнӹ,למטה
