,Concept_ID,ru,ja
855,warten::V,ждать,待つ
856,erwarten::V,ожидать,期待する
857,suchen::V,искать,探る
858,finden::V,найти,見つける
859,versuchen::V,пытаться,試す
860,vorbereiten::V,подготовить,準備する
861,lieben::V,любить,愛する
862,mögen::V,любить,好きである
863,lachen::V,смеяться,笑う
864,rühren::V,растрогать,感情を動かす
865,weinen::V,плакать,泣く
866,schimpfen::V,ругаться,叱る
867,sich ärgern::V,сердиться,怒る
868,sich ärgern::V,сердиться,腹を立てる
869,sich fürchten::V,бояться,怖がる
870,fürchten::V,бояться,恐れる
871,fliehen::V,убегать,逃げる
872,flüchten::V,убежать,逃亡する
873,sehen::V,видеть,見る
874,anschauen::V,посмотреть,眺める
875,ansehen::V,смотреть,見る
876,hören::V,слышать,聞く
877,zuhören::V,слушать,聴く
878,probieren::V,пробовать,食べてみる
879,riechen::V,нюхать,気取る
880,fühlen::V,чувствовать,感じる
881,scheinen::V,казаться,ように見える
882,zu sehen sein::V,виднеться,見える
883,vernehmen::V,услышать,承る
884,frieren::V,мерзнуть,寒気がする
885,tun::V,делать,する
886,können::V,мочь,出来る
887,können::V,уметь,出来る
888,wollen::V,хотеть,-たい
889,anfangen::V,начать,始める
890,beenden::V,закончить,終える
891,aufhören::V,перестать,止める
892,gelingen::V,удаться,成功する
893,geraten::V,оказаться,当たる
894,öffnen::V,открыть,開く
895,öffnen::V,открыть,開ける
896,schließen::V,закрыть,閉める
897,stellen::V,поставить,置く
898,stellen::V,поставить,据える
899,setzen::V,посадить,座らせる
900,legen::V,класть,置く
901,berühren::V,трогать,触る
902,berühren::V,трогать,触れる
903,verbinden::V,связать,結びつける
904,bedecken::V,покрыть,覆う
905,aufhängen::V,повесить,掛ける
906,anzünden::V,зажечь,燃やす
907,anzünden::V,зажечь,火をつける
908,aufheben::V,поднять,拾う
909,zurücklassen::V,оставить,残す
910,verlieren::V,потерять,無くす
911,fallen lassen::V,уронить,落とす
912,machen::V,сделать,作る
913,herstellen::V,изготовить,製造する
914,bauen::V,строить,建設する
915,reparieren::V,чинить,直す
916,reparieren::V,чинить,修理する
917,verbessern::V,улучшить,改良する
918,ändern::V,изменить,変える
919,graben::V,копать,掘る
920,beugen::V,согнуть,折る
921,biegen::V,погнуть,曲げる
922,drehen::V,вертеть,回す
923,wenden::V,повернуть,裏返す
924,umdrehen::V,перевернуть,裏返す
925,heben::V,поднимать,挙げる
926,hochheben::V,поднять,持ち上げる
927,ergreifen::V,схватить,取り上げる
928,halten::V,держать,持つ
929,drücken::V,нажимать,押す
930,schieben::V,толкать,ずらす
931,kratzen::V,скрести,引っ掻く
932,lecken::V,лизать,なめる
933,beißen::V,кусать,噛む
934,abreißen::V,оторвать,剝ぎ取る
935,abschneiden::V,отрезать,切り取る
936,binden::V,вязать,縛る
937,stecken::V,воткнуть,差し込む
938,brechen::V,сломать,破る
939,klopfen::V,стучать,とんとん叩く
940,hauen::V,бить,叩く
941,kleben::V,клеить,貼る
942,kleben::V,клеить,くっ付ける
943,reiben::V,тереть,擦る
944,streichen::V,намазать,塗る
945,schleifen::V,точить,研ぐ
946,schneiden::V,резать,切る
947,rütteln::V,шатать,揺さぶる
948,schütteln::V,трясти,振る
949,schütteln::V,трясти,揺さぶる
950,schwenken::V,махать,振る
951,schütten::V,налить,注ぐ
952,füllen::V,наполнить,いっぱいにする
953,einwickeln::V,завернуть,包む
954,tragen::V,нести,運ぶ
955,schleppen::V,тащить,引きずる
956,ziehen::V,тянуть,引く
957,aufbewahren::V,хранить,預かる
958,werfen::V,бросать,投げる
959,fangen::V,ловить,受ける
960,packen::V,схватить,掴む
961,verstecken::V,спрятать,隠す
962,teilen::V,разделить,分ける
963,schicken::V,посылать,送る
964,bringen::V,принести,持って行く
965,hinzufügen::V,добавить,加える
966,bekommen::V,достать,得る
967,erhalten::V,получить,受ける
968,nehmen::V,взять,取る
969,wählen::V,выбрать,選ぶ
970,auswählen::V,отобрать,選ぶ
971,bewahren::V,сохранить,保存する
972,behindern::V,препятствовать,妨害する
973,verderben::V,испортить,台無しにする
974,beschädigen::V,повредить,損傷する
975,zerbrechen::V,разбить,割る
976,zerreißen::V,разорвать,引き裂く
977,zerstören::V,разрушить,破壊する
978,verbrennen::V,сжечь,焼く
979,geben::V,дать,上げる
980,reichen::V,передать,渡す
981,schenken::V,дарить,贈る
982,versprechen::V,обещать,約束する
983,wünschen::V,желать,望む
984,loben::V,хвалить,褒める
985,küssen::V,целовать,キスする
986,wiegen::V,качать,揺する
987,zudecken::V,накрыть,覆う
988,wecken::V,разбудить,起こす
989,zeigen::V,показать,見せる
990,führen::V,вести,案内する
991,lehren::V,учить,教える
992,unterrichten::V,преподавать,通知する
993,aufziehen::V,воспитать,育てる
994,leiten::V,руководить,導く
995,antreiben::V,подгонять,励ます
996,lassen::V,заставить,～させる
997,einladen::V,пригласить,誘う
998,einladen::V,пригласить,招待する
999,vereinigen::V,объединить,一つにする
1000,besuchen::V,посетить,訪ねる
1001,treffen::V,встретить,出会う
1002,sich versammeln::V,собраться,集まる
1003,spielen::V,играть,遊ぶ
1004,singen::V,петь,歌う
1005,tanzen::V,плясать,踊る
1006,tanzen::V,танцевать,踊る
1007,sich trennen::V,расстаться,別れる
1008,verlassen::V,покинуть,別れる
1009,retten::V,спасти,救う
1010,retten::V,спасти,助ける
1011,bewachen::V,охранять,見張る
1012,bewachen::V,охранять,軽微する
1013,schützen::V,уберегать,保護する
1014,verteidigen::V,защитить,守る
1015,sich schlagen::V,драться,殴る
1016,schießen::V,стрелять,撃つ
1017,siegen::V,победить,勝つ
1018,ärgern::V,сердить,怒らせる
1019,schlagen::V,ударить,殴る
1020,treten::V,пинать,蹴る
1021,stechen::V,уколоть,突く
1022,stoßen::V,толкнуть,突く
1023,stehlen::V,украсть,盗る
1024,stören::V,помешать,構う
1025,belästigen::V,надоедать,邪魔する
1026,verbergen::V,скрыть,隠す
1027,täuschen::V,обмануть,だます
1028,betrügen::V,смошенничать,だます
1029,töten::V,убить,殺す
1030,wohnen::V,проживать,住む
1031,arbeiten::V,работать,働く
1032,sammeln::V,собрать,集める
1033,sammeln::V,собрать,収集する
1034,pflücken::V,рвать,摘む
1035,pflücken::V,срывать,摘む
1036,jagen::V,охотиться,狩りをする
1037,fischen::V,рыбачить,釣る
1038,fassen::V,поймать,捕る
1039,hüten::V,пасти,放牧する
1040,treiben::V,гнать,追う
1041,anbinden::V,привязать,繋ぐ
1042,füttern::V,кормить,餌をやる
1043,melken::V,доить,搾乳する
1044,hacken::V,рубить,刻む
1045,gießen::V,полить,水をやる
1046,reifen::V,созреть,熟す
1047,zubereiten::V,приготовить,調理する
1048,kochen::V,варить,煮る
1049,backen::V,печь,焼く
1050,braten::V,жарить,焼く
1051,braten::V,жарить,炒める
1052,umrühren::V,перемешать,混ぜる
1053,stricken::V,вязать,編む
1054,nähen::V,шить,縫う
1055,färben::V,покрасить,染める
1056,reinigen::V,очистить,掃除する
1057,waschen::V,стирать,洗う
1058,waschen::V,стирать,洗濯する
1059,abwischen::V,вытереть,拭く
1060,spülen::V,полоскать,洗う
1061,spülen::V,полоскать,すすぐ
1062,fegen::V,подметать,掃除する
1063,kehren::V,мести,掃く
1064,baden::V,купаться,入浴する
1065,sich waschen::V,мыться,洗う
1066,ausziehen::V,снять,脱ぐ
1067,anziehen::V,надеть,着る
1068,sich anziehen::V,одеться,着る
1069,kämmen::V,причесать,梳く
1070,schmücken::V,украсить,飾る
1071,sagen::V,сказать,言う
1072,sprechen::V,говорить,話す
1073,reden::V,разговаривать,話す
1074,sich unterhalten::V,беседовать,話をする
1075,fragen::V,спросить,聞く
1076,bitten::V,просить,頼む
1077,bitten::V,просить,お願いする
1078,erzählen::V,рассказать,物語る
1079,mitteilen::V,сообщить,伝える
1080,nennen::V,назвать,名づける
1081,rufen::V,звать,呼ぶ
1082,prahlen::V,хвастаться,自慢する
1083,übersetzen::V,перевести,訳す
1084,denken::V,думать,考える
1085,glauben::V,верить,信じる
1086,bemerken::V,заметить,気が付く
1087,erkennen::V,узнать,認識する
1088,begreifen::V,понять,分かる
1089,begreifen::V,постичь,分かる
1090,verstehen::V,услышать,聞き取る
1091,lernen::V,учиться,学ぶ
1092,lernen::V,учиться,勉強する
1093,wissen::V,знать,知っている
1094,sich erinnern an::V,вспомнить,思い出す
1095,vergessen::V,забыть,忘れる
1096,messen::V,мерить,計る
1097,messen::V,мерить,測定する
1098,zählen::V,считать,数える
1099,rechnen::V,считать,計算する
1100,lesen::V,читать,読む
1101,malen::V,рисовать,描く
1102,zeichnen::V,рисовать,写生する
1103,schreiben::V,писать,書く
1104,besitzen::V,иметь,所持する
1105,kaufen::V,купить,買う
1106,verkaufen::V,продать,売る
1107,bezahlen::V,заплатить,払う
1108,zahlen::V,платить,支払う
1109,beherrschen::V,владеть,支配する
1110,ertragen::V,вытерпеть,耐える
