,Concept_ID,ga,kl
81,Wasser::N,uisce,imeq
82,Stein::N,cloch,ujarak
83,Boden::N,talamh,nateq
84,Erde::N,cré,issoq
85,Erde::N,ithir,issoq
86,Staub::N,dusta,pujualanerit
87,Staub::N,dusta,pujoralanerit
88,Staub::N,deannach,pujualanerit
89,Staub::N,deannach,pujoralanerit
90,Rauch::N,toit,iseq
91,Rauch::N,toit,pujoq
92,Rauch::N,deatach,iseq
93,Rauch::N,deatach,pujoq
94,Funke::N,drithle,illoorneq
95,Feuer::N,tine,inneq
96,Licht::N,solas,qaamaneq
97,Schatten::N,scáth,tarraq
98,Wetter::N,aimsir,sila
99,Nebel::N,ceo,pujoq
100,Wolke::N,néal,nuia
101,Wolke::N,scamall,nuia
102,Regen::N,báisteach,sialuk
103,Regen::N,fearthainn,sialuk
104,Schnee::N,sneachta,aput
105,Eis::N,oighear,siku
106,Frost::N,sioc,issi
107,Frost::N,sioc,issik
108,Kälte::N,fuacht,issi
109,Hitze::N,teas,kianneq
110,Hitze::N,teas,kiassuseq
111,Hitze::N,teocht,kianneq
112,Hitze::N,teocht,kiassuseq
113,Raureif::N,sioc bán,kaneq
114,Regenbogen::N,stua ceatha,neriusaaq
115,Regenbogen::N,bogha báistí,neriusaaq
116,Donner::N,toirneach,kalleq
117,Strömung::N,sruth,
118,Tropfen::N,deoir,kuseriarneq
119,Schaum::N,cúr,qapuk
120,Schmutz::N,salachar,minguk
121,See::N,loch,taseq
122,Sumpf::N,portach,maqulluk
123,Moor::N,caorán,
124,Moor::N,móinteán,
125,Wiese::N,cluain,masarsuk
126,Wiese::N,móinéar,masarsuk
127,Wald::N,coill,
128,Wald::N,foraois,
129,Hügel::N,ard,qattuneq
130,Hügel::N,ard,majuariaq
131,Hügel::N,ard,majorajaaq
132,Hügel::N,ard,qaqqannguaq
133,Anhöhe::N,ard,
134,Anhöhe::N,ardán,
135,Berg::N,sliabh,qaqqaq
136,Gipfel::N,barr,
137,Gipfel::N,mullach,
138,Höhle::N,uaimh,qaarusuk
139,Höhle::N,pluais,qaarusuk
140,Abhang::N,fána,ippik
141,Abhang::N,fána,sivinganeq
142,Abhang::N,fána,sivingajaaq
143,Abhang::N,fána,kussangajaaq
144,Quelle::N,foinse,
145,Bach::N,sruthán,kuunnguaq
146,Fluss::N,abhainn,kuuk
147,Ufer::N,bruach,sissap sinaa
148,Küste::N,cósta,sineriak
149,Küste::N,cladach,sineriak
150,Festland::N,míntír,
151,Meer::N,muir,imaq
152,Meer::N,farraige,imaq
153,Bucht::N,bá,ikeq
154,Bucht::N,bá,kangerluk
155,Bucht::N,bá,kangerliumaneq
156,Bucht::N,cuan,ikeq
157,Bucht::N,cuan,kangerluk
158,Bucht::N,cuan,kangerliumaneq
159,Insel::N,inis,qeqertaq
160,Insel::N,oileán,qeqertaq
161,Blume::N,bláth,naasoq
162,Gras::N,féar,ivigaq
163,Wurzel::N,rúta,niulutaq
164,Wurzel::N,fréamh,niulutaq
165,Baum::N,crann,orpik
166,Stamm::N,stoc,kanaartaq
167,Stamm::N,tamhan,kanaartaq
168,Rinde::N,coirt,ameraq
169,Rinde::N,craiceann,ameraq
170,Ast::N,géag,avalequt
171,Zweig::N,géag,avalequt
172,Zweig::N,craobh,avalequt
173,Blatt::N,duille,pilutaq
174,Blatt::N,duilleog,pilutaq
175,Birke::N,beith,patitsit
176,Birke::N,crann beithe,patitsit
177,Kiefer[Baum]::N,péine,
178,Weide[Baum]::N,saileach,palleq
179,Tanne::N,giúis,orsuerneq
180,Horn::N,adharc,nassuk
181,Feder::N,cleite,suluk
182,Fell::N,clúmh,ameq
183,Flügel::N,eite,suluk
184,Flügel::N,eite,isaroq
185,Flügel::N,sciathán,suluk
186,Flügel::N,sciathán,isaroq
187,Klaue::N,crúb,kukik
188,Klaue::N,crobh,kukik
189,Kralle::N,crobh,kukik
190,Schwanz::N,eireaball,pamioq
191,Schwanz::N,eireaball,paperuusaq
192,Ei::N,ubh,mannik
193,Nest::N,nead,ullut
194,Bau::N,brocais,ini
195,Tier::N,ainmhí,uumasoq
196,Tier::N,beithíoch,uumasoq
197,Herde::N,tréad,unguukkat
198,Kuh::N,bó,ussik
199,Bulle::N,tarbh,angukulak
200,Bulle::N,tarbh,anguteralak
201,Bulle::N,tarbh,angutikulooq
202,Pferd::N,each,
203,Pferd::N,capall,
204,Schaf::N,caora,sava
205,Schwein::N,muc,puuluki
206,Hund::N,madra,qimmeq
207,Katze::N,cat,puisaaq
208,Bär::N,béar,allaq
209,Eichhörnchen::N,iora,sissinnguaq
210,Elch::N,eilc,
211,Fuchs::N,sionnach,terianniaq
212,Fuchs::N,madra rua,terianniaq
213,Hase::N,giorria,ukaleq
214,Maus::N,luch,teriannguaq
215,Wolf::N,mac tíre,amaroq
216,Vogel::N,éan,timmiaq
217,Schwarm::N,saithe,
218,Huhn::N,cearc,kukkukooq
219,Huhn::N,cearc,marloraaqaaq
220,Hahn::N,coileach,kiasiusaq
221,Gans::N,gé,nerleq
222,Adler::N,iolar,nattoralik
223,Ente::N,lacha,
224,Eule::N,ulchabhán,uppik
225,Kranich::N,grús,qorlorfik
226,Krähe::N,caróg,tuluatsiaq
227,Krähe::N,préachán,tuluatsiaq
228,Kuckuck::N,cuach,kukkooq
229,Schwan::N,eala,qussuk
230,Fisch::N,iasc,aalisagaq
231,Barsch::N,péirse,
232,Hecht::N,liús,
233,Schlange[Tier]::N,nathair,pulateriarsuk
234,Schlange[Tier]::N,nathair,pulateriaarsuk
235,Wurm::N,péist,
236,Spinne::N,damhán alla,aasiaq
237,Spinne::N,damhán alla,nissavaarsuk
238,Ameise::N,seangán,uniaaluk
239,Laus::N,míol,kumak
240,Mücke::N,muiscít,ippernaq
241,Mücke::N,corrmhíol,ippernaq
242,Fliege::N,cuil,ippernaq
243,Fliege::N,cuileog,ippernaq
244,Schmetterling::N,féileacán,paluaq
245,Schmetterling::N,féileacán,pakkaluaq
246,Schmetterling::N,féileacán,utsuppaluaq
247,Schmetterling::N,féileacán,taqaleqisaaq
248,Beere::N,caor,paarmaq
249,Beere::N,caor,paarngaq
250,Apfel::N,úll,iipili
251,Pilz::N,beacán,anngiusaq
252,Pilz::N,muisiriún,anngiusaq
253,Zwiebel::N,oinniún,uanitsoq
254,Saat::N,síol,naatsiiassaq
255,Korn::N,gráinne,maannineq
256,Heu::N,féar,
257,Schale::N,scaimh,niutsivik
258,Schale::N,scaimh,ilulissaq qaartussaq
259,Grube::N,poll,itersaq
260,Falle::N,gaiste,pualavoq
261,Schlinge::N,sealán,orseq
262,Schlinge::N,sealán,norloq
263,Spur::N,rian,tumaa
264,Asche::N,luaith,arsat
265,Dreck::N,salachar,minguk
266,Eisen::N,iarann,savimineq
267,Eisen::N,iarann,saffiugassaq
268,Gold::N,ór,kuulti
269,Silber::N,airgead,siilviuvoq
270,Kohle::N,gual,aamarsuit aamaruutissat
271,Glas::N,gloine,igalaaq
272,Glas::N,gloine,imertarfik
273,Glas::N,gloine,igalaamineq
274,Lehm::N,cré,marraq
275,Sand::N,gaineamh,sioqqat
276,Mensch::N,duine,inuk
277,Mensch::N,duine,silamiu
278,Mann::N,fear,angut
279,Frau::N,bean,arnaq
280,Kind::N,gasúr,meeraq
281,Kind::N,páiste,meeraq
282,Junge::N,buachaill,nukappiaraq
283,Mädchen::N,cailín,arnannguaq
284,Familie::N,teaghlach,ilaqutakka
285,Familie::N,teaghlach,ilaqutariit
286,Familie::N,comhluadar,ilaqutakka
287,Familie::N,comhluadar,ilaqutariit
288,Großvater::N,seanathair,aatak
289,Großmutter::N,seanmháthair,aanaq
290,Eltern::N,tuismitheoirí,angajoqqaat
291,Vater::N,athair,ataata
292,Vater::N,athair,ataataq
293,Mutter::N,máthair,anaana
294,Sohn::N,mac,erneq
295,Tochter::N,iníon,panik
296,Bruder::N,deartháir,ani
297,Bruder::N,deartháir,aqqaluk
298,Bruder::N,deartháir,qatanngut
299,Schwester::N,deirfiúr,naja
300,Schwester::N,deirfiúr,aleqa
301,Schwester::N,deirfiúr,qatanngut
302,Onkel::N,uncail,akkak
303,Tante::N,aintín,aja
304,Tante::N,aintín,ajak
305,Tante::N,aintín,atsak
306,Ehemann::N,fear céile,ui
307,Ehefrau::N,bean chéile,nuliaq
308,Freude::N,áthas,tipaatsussuseq
309,Gelächter::N,gáire,illaq
310,Glück::N,séan,usornaat
311,Glück::N,séan,usornarsuseq
312,Glück::N,sonas,usornaat
313,Glück::N,sonas,usornarsuseq
314,Kummer::N,brón,
315,Kummer::N,buairt,
316,Wunsch::N,guí,kissaat
317,Wunsch::N,achainí,kissaat
318,Lust::N,fonn,illigussuseq
319,Lust::N,fonn,piummaseq
320,Geist::N,meon,anerneq
321,Geist::N,meon,toornaq
322,Geist::N,spiorad,anerneq
323,Geist::N,spiorad,toornaq
324,Gedanke::N,smaoineamh,isumassaq
325,Gedächtnis::N,cuimhne,eqqaamannissuseq
326,Verstand::N,ciall,isuma
327,Verstand::N,ciall,sianissut
328,Verstand::N,ciall,misigissut
329,Verstand::N,ciall,sianissuseq
330,Verstand::N,ciall,silaqassuseq
331,Verstand::N,intinn,isuma
332,Verstand::N,intinn,sianissut
333,Verstand::N,intinn,misigissut
334,Verstand::N,intinn,sianissuseq
335,Verstand::N,intinn,silaqassuseq
336,Sinn::N,brí,isuma
337,Sinn::N,ciall,isuma
338,Grund::N,fáth,patsit
339,Wahrheit::N,fírinne,sallusuissut
340,Gespräch::N,comhrá,
341,Märchen::N,scéal,oqalualaarut
342,Märchen::N,scéal,oqaluasaaq
343,Erzählung::N,scéal,oqaluttuaq
344,Nachricht::N,teachtaireacht,oqaassut
345,Nachricht::N,teachtaireacht,oqqersuut
346,Neuigkeit::N,scéala,tusarnartaq
347,Name::N,ainm,ateq
348,Rätsel::N,tomhas,nalorsitsaarut
349,Rede::N,óráid,oqaluuseq
350,Rede::N,aitheasc,oqaluuseq
351,Sprache::N,teanga,oqaatsit
352,Stimme::N,guth,erinaq
353,Stimme::N,guth,qarluuseq
354,Wort::N,focal,oqaasii
355,Zeichen::N,comhartha,nalunaaqqut
356,Ruf::N,glaoch,qaaqqussut
357,Lärm::N,torann,perpaluk
358,Laut::N,fuaim,torsukattak
359,Ton::N,ton,erinaq
360,Lied::N,amhrán,taalliaq
361,Lied::N,amhrán,erinarsuut
362,Ruhe::N,suaimhneas,qatsunganeq
363,Leute::N,muintir,inuiak
364,Leute::N,muintir,inuiaqatigiit
365,Volk::N,pobal,inuiaat
366,Arbeit::N,obair,suliaq
367,Gast::N,aoi,qaaqqusaq
368,Geschenk::N,féirín,pajugut
369,Geschenk::N,bronntanas,pajugut
370,Spiel::N,cluiche,
371,Gesellschaft::N,comhluadar,
372,Hilfe::N,cúnamh,annertoqqut
373,Hilfe::N,cabhair,annertoqqut
374,Freund::N,cara,tiliaq
375,Freund::N,cara,ikinngut
376,Kamerad::N,comrádaí,tiliaq
377,Kamerad::N,comrádaí,ikinngut
378,Angelegenheit::N,ábhar,
379,Anzahl::N,líon,
380,Art::N,sórt,ileqquuseq
381,Art::N,saghas,ileqquuseq
382,Stück::N,píosa,nakkaalaniku
383,Teil::N,cuid,tassiaasat
384,Teil::N,páirt,tassiaasat
385,Hälfte::N,leath,affaq
386,Kreis::N,ciorcal,kaajaluinneq or kaajaluitsoq
387,Kreuz::N,cros,sanningasulik
388,Linie::N,líne,tittaq
389,Linie::N,líne,titarneq
390,Strich::N,stríoc,
391,Abstand::N,achar,aku
392,Abstand::N,achar,ikiaq
393,Entfernung::N,fad,asi
394,Gegend::N,ceantar,nuna
395,Platz::N,áit,ini
396,Platz::N,áit,inissaq
397,Platz::N,spás,ini
398,Platz::N,spás,inissaq
399,Ort::N,áit,sumiiffik
400,Seite::N,taobh,saneraq
401,Mitte::N,lár,qiteq
402,Gegenstand::N,ball,
403,Gegenstand::N,ábhar,
404,Sache::N,ní,pigisaq
405,Sache::N,rud,pigisaq
406,Rand::N,imeall,sini
407,Rand::N,imeall,akerfineq
408,Rand::N,ciumhais,sini
409,Rand::N,ciumhais,akerfineq
410,Kante::N,corr,akerfineq
411,Kante::N,colbha,akerfineq
412,Ecke::N,coirnéal,teqeqqoq
413,Ecke::N,coirnéal,tikeqqoq
414,Spitze::N,gob,inngik
415,Spitze::N,barr,inngik
416,Ende::N,ceann,isu
417,Ende::N,foirceann,isu
418,Loch::N,poll,putu
419,Winkel::N,cúinne,teqeqqorissaat
420,Winkel::N,uillinn,teqeqqorissaat
421,Muster::N,patrún,ilisserut
422,Größe::N,méid,angissuseq
423,Größe::N,toise,angissuseq
424,Länge::N,fad,takissuseq
425,Höhe::N,airde,
426,Gewicht::N,meáchan,oqimaalutaq
427,Menge::N,méid,amerlassuseq
428,Haufen::N,cnap,eqimattat
429,Reihe::N,líne,allunaasaq
430,Reihe::N,sraith,allunaasaq
431,Boot::N,bád,qajaq
432,Boot::N,bád,angallat
433,Boot::N,bád,umiatsiaq
434,Ruder::N,rámh,iput
435,Ruder::N,maide rámha,iput
436,Schlitten::N,carr sleamhnáin,qamutit
437,Schlitten::N,carr sleamhnáin,qimusseq
438,Ski::N,scí,ataarut
439,Lagerfeuer::N,tine champa,
440,Last::N,ualach,nammagaq
441,Gang::N,siúlóid,
442,Schritt::N,céim,allorneq
443,Schritt::N,coiscéim,allorneq
444,Norden::N,tuaisceart,avannaq
445,Süden::N,deisceart,qava
446,Süden::N,deisceart,kujat
447,Süden::N,deisceart,kujataa
448,Westen::N,iarthar,kitaa
449,Osten::N,oirthear,kangi
450,Holz::N,adhmad,qisuk
451,Brett::N,clár,salliligaq
452,Platte::N,leac,qaateq
453,Stütze::N,taca,ajagutaq
454,Stütze::N,taca,ajaagutaq
455,Stange::N,polla,kaaviffik
456,Stange::N,cuaille,kaaviffik
457,Stock::N,bata,ajaappissat
458,Stock::N,maide,ajaappissat
459,Stab::N,maide,ajaappissat
460,Stab::N,bachall,ajaappissat
461,Rohr::N,píopa,sullulik
462,Haus::N,teach,illu
463,Heim::N,baile,
464,Ofen::N,sornóg,kissarsuut
465,Fußboden::N,urlár,nateq
466,Tisch::N,bord,allattarfik
467,Tisch::N,tábla,allattarfik
468,Stuhl::N,cathaoir,issiavik
469,Stuhl::N,cathaoir,issiaffik
470,Wiege::N,cliabhán,uaasoq
471,Bett::N,leaba,nallavik
472,Regal::N,seilf,ilisivik
473,Kiste::N,bosca,sakissat
474,Kiste::N,bosca,illerfiusaq
475,Fenster::N,fuinneoig,aki
476,Fenster::N,fuinneoig,igalaaq
477,Tür::N,doras,matu
478,Tor::N,geata,isaaffik
479,Zaun::N,fál,saputit
480,Zaun::N,claí,saputit
481,Dach::N,díon,qaliaq
482,Leiter::N,dréimire,tummeqqat
483,Leiter::N,dréimire,majuartarfiit
484,Besen::N,scuab,saligutit
485,Spaten::N,spád,nivaataq
486,Spaten::N,rámhainn,nivaataq
487,Schaufel::N,sluasaid,nivaataq
488,Gabel::N,forc,qilluaq
489,Gabel::N,forc,ajassaatit
490,Gabel::N,gabhlóg,qilluaq
491,Gabel::N,gabhlóg,ajassaatit
492,Löffel::N,spúnóg,alussaat
493,Messer::N,scian,savik
494,Nagel::N,tairne,kukik
495,Netz::N,líon,anguffaseq
496,Netz::N,eangach,anguffaseq
497,Haken::N,croch,nissik
498,Haken::N,croch,qarsorsaq
499,Haken::N,croch,qarsorsartoq
500,Griff::N,cos,ipi
501,Griff::N,hanla,ipi
502,Schloss::N,glas,illussaarsuaq
503,Bild::N,pictiúr,assiliaq
504,Figur::N,fíor,kisitsit
505,Puppe::N,bábóg,inuusaq
506,Beutel::N,mála,
507,Beutel::N,mealbhóg,
508,Bündel::N,beart,qilertaq
509,Tasche::N,mála,pooqattaq
510,Eimer::N,buicéad,
511,Deckel::N,clár,matu
512,Deckel::N,claibín,matu
513,Geschirr::N,soithí,anut
514,Geschirr::N,gréithe,anut
515,Sack::N,sac,
516,Sack::N,mála,
517,Tasse::N,cupán,tiitorfik
518,Tasse::N,cupán,tiitorfiup ilorlia
519,Topf::N,pota,qoqqoq
520,Kessel::N,citeal,uunnaavik
521,Essen::N,béile,igaaq
522,Nahrung::N,bia,neqissaq
523,Speise::N,mias,nerisassat
524,Fleisch::N,feoil,neqi
525,Getreide::N,grán,maannineq
526,Getreide::N,arbhar,maannineq
527,Brei::N,brúitín,
528,Brot::N,arán,iffit
529,Brot::N,arán,iffiaq
530,Scheibe::N,píosa,igalaassiaq
531,Scheibe::N,slisne,igalaassiaq
532,Fett::N,saill,tarnutissaq
533,Fett::N,saill,tarnutissiaq
534,Fett::N,méathras,tarnutissaq
535,Fett::N,méathras,tarnutissiaq
536,Butter::N,im,punneq
537,Öl::N,ola,uulia
538,Salz::N,salann,taratsut
539,Suppe::N,sú,qajoq
540,Suppe::N,anraith,qajoq
541,Honig::N,mil,tungusunnitsuut
542,Milch::N,bainne,immuk
543,Tee::N,tae,tii
544,Tee::N,tae,teeq
545,Leder::N,leathar,
546,Wolle::N,olann,nuersagassiaq
547,Stoff::N,éadach,milliaq
548,Stoff::N,éadach,qarlissiaq
549,Nadel::N,snáthaid,meqqut
550,Faden::N,snáth,ujalussiaq
551,Knopf::N,cnaipe,attat
552,Knoten::N,snaidhm,akeroq
553,Knoten::N,snaidhm,qilerneq
554,Farbe::N,péint,qalipaat
555,Kleidung::N,éadaí,atisat
556,Kleidung::N,éadaí,annoraaq
557,Hemd::N,léine,ilupaaq
558,Kragen::N,bóna,qungasiinnaq
559,Ärmel::N,muinchille,aaq
560,Hose::N,bríste,qarliit
561,Hose::N,treabhsar,qarliit
562,Gürtel::N,crios,qiterut
563,Gürtel::N,crios,unngersaq
564,Mütze::N,caipín,nasaq
565,Schuh::N,bróg,skuu
566,Schuh::N,bróg,ikernuk
567,Schuh::N,bróg,ateraasaq
568,Stiefel::N,buatais,kamik
569,Ring::N,fáinne,assammiu
570,Band::N,ribín,qilerutissiaq
571,Kamm::N,cíor,illaagutit
572,Kamm::N,cíor,illaajaatit pl.
573,Spiegel::N,scáthán,tarrarsuut
574,Riemen::N,iall,allunaaq
575,Riemen::N,strapa,allunaaq
576,Schnur::N,téad,kujaaq
577,Schnur::N,téad,allunaasaq
578,Schnur::N,sreangán,kujaaq
579,Schnur::N,sreangán,allunaasaq
580,Leine::N,iall,aleq
581,Decke::N,pluid,qipik
582,Decke::N,blaincéad,qipik
583,Kissen::N,piliúr,akit
584,Kissen::N,adhartán,akit
585,Tuch::N,scaif,qarlissiaq
586,Handtuch::N,tuáille,allarut
587,Handtuch::N,tuáille,allarterut
588,Kraft::N,fórsa,pissak
589,Stärke::N,neart,qerattarsaat
590,Gesundheit::N,sláinte,peqqisusseq
591,Krankheit::N,tinneas,nappaat
592,Krankheit::N,breoiteacht,nappaat
593,Schmerz::N,pian,anniaat
594,Wunde::N,goin,iki
595,Fieber::N,fiabhras,nappaat qanimanartoq
596,Arznei::N,cógas,imigassaq
597,Brücke::N,droichead,ikaartarfik
598,Brunnen::N,tobar,tissaluttuliaq
599,Weide::N,féarach,masarsuk
600,Pfad::N,cosán,aqqut
601,Pfad::N,conair,aqqut
602,Weg::N,slí,aggerfik
603,Weg::N,bealach,aggerfik
604,Straße::N,bóthar,aqqusineq
605,Dorf::N,sráidbhaile,nunaqarfik
606,Stadt::N,baile,illorpaat
607,Stadt::N,baile,illorpalik
608,Stadt::N,cathair,illorpaat
609,Stadt::N,cathair,illorpalik
610,Brief::N,litir,allagarsiaq
611,Buch::N,cín,atuakkat
612,Buch::N,cín,mappersagaq
613,Buch::N,leabhar,atuakkat
614,Buch::N,leabhar,mappersagaq
615,Buchstabe::N,litir,naqinneq
616,Zeitung::N,nuachtán,aviisi
617,Leben::N,saol,inuussuseq
618,Leben::N,beatha,inuussuseq
619,Tod::N,bás,toqu
620,Tod::N,bás,toquneq
621,Grab::N,uaigh,iliveq
622,Grab::N,uaigh,illissat
623,Kirche::N,eaglais,oqaluffik
624,Sünde::N,peaca,ajorti
625,Gott::N,dia,
626,Arbeiter::N,oibrí,sulisoq
627,Chef::N,saoiste,ittoqut
628,Chef::N,ceannasaí,ittoqut
629,Meister::N,máistir,naalagaq
630,Arzt::N,lia,katsorsaasoq
631,Arzt::N,dochtúir,katsorsaasoq
632,Lehrer::N,oide,ilinniartitsisoq
633,Lehrer::N,múinteoir,ilinniartitsisoq
634,Geld::N,airgead,aningaasat
635,Geschäft::N,gnó,niuertarfik
636,Laden::N,siopa,niuertarfik
637,Preis::N,praghas,aki
638,Ware::N,earra,qaliata pii
639,Ware::N,earra,nioqqutissaq
640,Nutzen::N,tairbhe,iluaqut
641,Reichtum::N,rachmas,
642,Reichtum::N,saibhreas,
643,Welt::N,domhan,nunarsuaq
644,Land::N,tír,nuna
645,Staat::N,stát,
646,König::N,rí,kunngi
647,Macht::N,cumhacht,pissaassuseq
648,Grenze::N,críoch,killik
649,Grenze::N,teorainn,killik
650,Krieg::N,cogadh,sorsunneq
651,Feind::N,namhaid,akeraq
652,Feind::N,namhaid,akerartorti
653,Feind::N,namhaid,qinngarsuisoq
654,Gewalt::N,foréigean,
655,Kampf::N,troid,sorsunneq
656,Bogen[Waffe]::N,bogha,
657,Pfeil::N,saighead,qalugiusaq
658,Gewehr::N,gunna,aallaat
659,Fehler::N,botún,kukkuneq
660,Fehler::N,botún,paarlaappaa
661,Fehler::N,meancóg,kukkuneq
662,Fehler::N,meancóg,paarlaappaa
663,Lüge::N,bréag,
664,Lüge::N,éitheach,
665,Schaden::N,dochar,
666,Schaden::N,damáiste,
667,Unglück::N,drochrath,perluut
668,Schuld::N,locht,akiitsugaq
669,Schuld::N,locht,akiligassaq
670,Schuld::N,milleán,akiitsugaq
671,Schuld::N,milleán,akiligassaq
672,Alter::N,aois,utoqqaq
673,Schluss::N,deireadh,isu
674,Zeit::N,am,ulloq
675,Zeit::N,am,akuttoqatigiinneq
676,Zeit::N,aimsir,ulloq
677,Zeit::N,aimsir,akuttoqatigiinneq
678,Tag::N,lá,ulloq
679,Morgen::N,maidin,ullaaq
680,Mittag::N,nóin,ulloqeqqa
681,Abend::N,tráthnóna,unnuk
682,Nacht::N,oíche,unnuaq
683,Woche::N,seachtain,sapaatip akunnera
684,Monat::N,mí,qaammat
685,Jahr::N,bliain,ukioq
686,Frühling::N,earrach,upernaaq
687,Sommer::N,samhradh,aasaq
688,Herbst::N,fómhar,ukiaq
689,Winter::N,geimhreadh,ukioq
690,Januar::N,Eanáir,siulleeq
691,Januar::N,Eanáir,qaammaliaq
692,Februar::N,Feabhra,aarlaat
693,März::N,Márta,marsi
694,März::N,Márta,martsi
695,April::N,Aibreán,
696,Mai::N,Bealtaine,maaji
697,Juni::N,Meitheamh,juuni
698,Juli::N,Iúil,juuli
699,August::N,Lúnasa,aggusti
700,September::N,Meán Fómhair,septembari
701,Oktober::N,Deireadh Fómhair,oktobari
702,November::N,Samhain,novembari
703,November::N,Mí na Samhna,novembari
704,Dezember::N,Mí na Nollag,detsembari
705,Montag::N,Luan,ataasinngortoq
706,Montag::N,Dé Luain,ataasinngortoq
707,Dienstag::N,Máirt,marlunngorneq
708,Dienstag::N,Dé Máirt,marlunngorneq
709,Mittwoch::N,Céadaoin,pingasunngorneq
710,Mittwoch::N,Dé Céadaoin,pingasunngorneq
711,Donnerstag::N,Déardaoin,sisamanngorneq
712,Freitag::N,Aoine,tallimanngorneq
713,Freitag::N,Dé hAoine,tallimanngorneq
714,Samstag::N,Satharn,arfininngorneq
715,Samstag::N,Dé Sathairn,arfininngorneq
716,Sonntag::N,Domhnach,sapaat
717,Sonntag::N,Domhnach,sapaati
718,Sonntag::N,Dé Domhnaigh,sapaat
719,Sonntag::N,Dé Domhnaigh,sapaati
720,groß::A,mór,angivoq
721,klein::A,beag,mikivoq
722,lang::A,fada,takisooq
723,kurz::A,gearr,naatsoq
724,kurz::A,gairid,naatsoq
725,breit::A,leathan,silippoq
726,breit::A,fairsing,silippoq
727,schmal::A,cúng,amitsoq
728,dicht::A,dlúth,torsusooq
729,dick[Gegenstand]::A,tiubh,issuvoq
730,dick[Gegenstand]::A,tiubh,issusooq
731,dünn::A,caol,amitsoq
732,dünn::A,tanaí,amitsoq
733,fein::A,scáinte,mamarpoq
734,fein::A,fíneálta,mamarpoq
735,fest::A,daingean,tangeqarpoq
736,flach::A,cothrom,nalimmappoq
737,glatt::A,mín,quasak
738,glatt::A,sleamhain,quasak
739,hart::A,crua,mattusooq
740,hart::A,crua,manngerpoq
741,hart::A,crua,titeqquluppoq
742,weich::A,bog,nerumaarpoq
743,rund::A,cruinn,ammallorippoq
744,spitz::A,gobach,qummukujooq
745,spitz::A,biorach,qummukujooq
746,scharf::A,géar,ipippoq
747,scharf::A,faobhrach,ipippoq
748,stumpf::A,maol,anngerpoq
749,schwer::A,trom,oqimaappoq
750,schön::A,álainn,kusanarpoq
751,heiß::A,te,kiappoq
