,Concept_ID,nl,br
243,Gespräch::N,gesprek,kaozeadenn
244,Märchen::N,sprookje,kaoz korriganez
245,Erzählung::N,verhaal,kontadenn
246,Nachricht::N,tijding,keloù
247,Neuigkeit::N,nieuws,kelaouenn
248,Neuigkeit::N,nieuwtje,kelaouenn
249,Name::N,naam,anv
250,Rätsel::N,raadsel,divinatez
251,Rede::N,rede,diskour
252,Sprache::N,taal,yezh
253,Stimme::N,stem,mouezh
254,Wort::N,woord,ger
255,Zeichen::N,teken,sin
256,Ruf::N,roep,galv
257,Lärm::N,lawaai,trouz
258,Laut::N,klank,
259,Laut::N,geluid,
260,Ton::N,toon,ton
261,Ton::N,klank,ton
262,Lied::N,lied,kanaouenn
263,Ruhe::N,rust,sioulded
264,Ruhe::N,stilte,sioulded
265,Leute::N,lui,tud
266,Leute::N,mensen,tud
267,Volk::N,volk,pobl
268,Arbeit::N,werk,labour
269,Arbeit::N,arbeid,labour
270,Gast::N,gast,kouviad
271,Geschenk::N,cadeau,prof
272,Geschenk::N,geschenk,prof
273,Spiel::N,spel,c'hoari
274,Gesellschaft::N,gezelschap,kompagnunezh
275,Gesellschaft::N,gezelschap,kavandad
276,Hilfe::N,hulp,sikour
277,Freund::N,vriend,mignon
278,Kamerad::N,maat,kamarad
279,Kamerad::N,metgezel,kamarad
280,Angelegenheit::N,zaak,afer
281,Angelegenheit::N,aangelegenheid,afer
282,Anzahl::N,tal,niver
283,Anzahl::N,aantal,niver
284,Art::N,slag,sort
285,Art::N,soort,sort
286,Stück::N,stuk,tamm
287,Teil::N,deel,pezh
288,Hälfte::N,helft,hanterenn
289,Kreis::N,kring,kelc'h
290,Kreis::N,cirkel,kelc'h
291,Kreuz::N,kruis,kroaz
292,Linie::N,lijn,linenn
293,Strich::N,haal,tenn
294,Strich::N,streep,tenn
295,Abstand::N,afstand,distok
296,Entfernung::N,afstand,keid
297,Entfernung::N,afstand,kehid
298,Gegend::N,streek,korn-bro
299,Platz::N,ruimte,plasenn
300,Ort::N,oord,lec'h
301,Ort::N,plaats,lec'h
302,Seite::N,zij,tu
303,Seite::N,kant,tu
304,Seite::N,zijde,tu
305,Mitte::N,midden,kreiz
306,Gegenstand::N,voorwerp,tra
307,Sache::N,zaak,tra
308,Rand::N,rand,kantenn
309,Rand::N,boord,kantenn
310,Kante::N,kant,kantenn
311,Ecke::N,hoek,korn
312,Spitze::N,punt,begell
313,Spitze::N,spits,begell
314,Ende::N,einde,dibenn
315,Ende::N,uiteinde,dibenn
316,Loch::N,gat,toull
317,Winkel::N,hoek,
318,Muster::N,dessin,tresadenn
319,Muster::N,patroon,tresadenn
320,Größe::N,grootte,ment
321,Länge::N,lengte,hirder
322,Höhe::N,hoogte,uhelder
323,Gewicht::N,gewicht,pouez
324,Menge::N,hoeveelheid,bern
325,Haufen::N,hoop,bern
326,Reihe::N,rij,steud
327,Reihe::N,reeks,steud
328,Boot::N,boot,bag
329,Ruder::N,roeiriem,roeñv
330,Schlitten::N,slee,trainell
331,Schlitten::N,slede,trainell
332,Ski::N,ski,ski
333,Lagerfeuer::N,kampvuur,
334,Last::N,last,karg
335,Last::N,vracht,karg
336,Gang::N,wandeling,kerzh
337,Schritt::N,stap,paz
338,Schritt::N,schrede,paz
339,Norden::N,noorden,norzh
340,Norden::N,noorden,hanternoz
341,Süden::N,zuiden,su
342,Süden::N,zuiden,kreisteiz
343,Westen::N,westen,kuzh-heol
344,Osten::N,oosten,reter
345,Osten::N,oosten,sav-heol
346,Holz::N,hout,koad
347,Brett::N,plank,plankenn
348,Platte::N,plaat,plakenn
349,Stütze::N,stut,harp
350,Stütze::N,steun,harp
351,Stange::N,stang,sparl
352,Stock::N,stok,bazh
353,Stab::N,staf,bazh
354,Rohr::N,pijp,tub
355,Rohr::N,pijp,korz
356,Haus::N,huis,ti
357,Heim::N,tehuis,kêr
358,Ofen::N,kachel,forn
359,Fußboden::N,vloer,plañchod
360,Tisch::N,tafel,taol
361,Stuhl::N,stoel,kador
362,Wiege::N,wieg,kavell
363,Bett::N,bed,gwele
364,Regal::N,rek,estajerenn
365,Kiste::N,kist,kased
366,Fenster::N,raam,prenestr
367,Fenster::N,venster,prenestr
368,Tür::N,deur,dor
369,Tor::N,poort,portal
370,Zaun::N,omheining,sklotur
371,Dach::N,dak,toenn
372,Leiter::N,ladder,skeul
373,Besen::N,bezem,skubell
374,Spaten::N,schop,pal
375,Schaufel::N,schep,pal
376,Gabel::N,vork,fourchetez
377,Löffel::N,lepel,loa
378,Messer::N,mes,kontell
379,Nagel::N,spijker,tach
380,Netz::N,net,roued
381,Haken::N,haak,krog
382,Griff::N,handvat,kemer
383,Schloss::N,slot,potenn
384,Bild::N,beeld,skeudenn
385,Figur::N,figuur,skeud
386,Figur::N,figuur,figur
387,Puppe::N,pop,merc'hodenn
388,Beutel::N,zak,sac'h
389,Beutel::N,buidel,sac'h
390,Bündel::N,pak,feskenn
391,Bündel::N,bundel,feskenn
392,Tasche::N,tas,sac'h
393,Eimer::N,emmer,sailh
394,Deckel::N,deksel,pallenn
395,Geschirr::N,vaatwerk,listriaj
396,Sack::N,zak,sac'h
397,Tasse::N,kop,tas
398,Topf::N,pan,pod
399,Kessel::N,ketel,chaodouron
400,Essen::N,eten,pred
401,Nahrung::N,voedsel,boued
402,Speise::N,spijs,meuz
403,Fleisch::N,vlees,kig
404,Getreide::N,graan,ed
405,Brei::N,pap,yod
406,Brei::N,brij,yod
407,Brot::N,brood,bara
408,Scheibe::N,plak,tailhenn
409,Scheibe::N,snede,tailhenn
410,Fett::N,vet,lard
411,Butter::N,boter,amann
412,Öl::N,olie,eoul
413,Salz::N,zout,holen
414,Suppe::N,soep,soubenn
415,Honig::N,honing,mel
416,Milch::N,melk,laezh
417,Tee::N,thee,te
418,Leder::N,leer,lêr
419,Leder::N,leder,lêr
420,Wolle::N,wol,gloan
421,Stoff::N,stof,danvez
422,Nadel::N,naald,nadoz
423,Faden::N,draad,neudenn
424,Knopf::N,knoop,bouton
425,Knoten::N,knoop,skoulm
426,Farbe::N,verf,liv
427,Kleidung::N,kledij,dilhad
428,Kleidung::N,kleding,dilhad
429,Hemd::N,hemd,roc'hed
430,Kragen::N,kraag,gouzoug
431,Ärmel::N,mouw,milgin
432,Hose::N,broek,bragoù
433,Hose::N,pantalon,bragoù
434,Gürtel::N,riem,gouriz
435,Gürtel::N,gordel,gouriz
436,Mütze::N,muts,boned
437,Schuh::N,schoen,botez
438,Stiefel::N,laars,botez
439,Ring::N,ring,gwalenn
440,Band::N,lint,bagad
441,Kamm::N,kam,krib
442,Spiegel::N,spiegel,melezour
443,Riemen::N,riem,lerenn
444,Schnur::N,koord,kordenn
445,Leine::N,lijn,roll
446,Decke::N,deken,golo
447,Kissen::N,kussen,goubenner
448,Tuch::N,doek,mezher
449,Handtuch::N,handdoek,toailhon
450,Kraft::N,kracht,nerzh
451,Stärke::N,sterkte,nerzhder
452,Gesundheit::N,gezondheid,yec'hed
453,Krankheit::N,ziekte,klañved
454,Schmerz::N,pijn,poan
455,Schmerz::N,pijn,droug
456,Wunde::N,wond,gloazadenn
457,Fieber::N,koorts,terzhienn
458,Arznei::N,medicament,louzoù
459,Arznei::N,geneesmiddel,louzoù
460,Brücke::N,brug,pont
461,Brunnen::N,put,puñs
462,Brunnen::N,bron,puñs
463,Weide::N,wei,prad
464,Weide::N,weide,prad
465,Pfad::N,pad,gwenodenn
466,Weg::N,weg,hent
467,Straße::N,baan,ru
468,Straße::N,baan,hent
469,Straße::N,straat,ru
470,Straße::N,straat,hent
471,Dorf::N,dorp,kêr
472,Dorf::N,dorp,kêriadenn
473,Stadt::N,stad,kêr
474,Brief::N,brief,lizher
475,Buch::N,boek,levr
476,Buchstabe::N,letter,lizherenn
477,Zeitung::N,krant,kazetenn
478,Zeitung::N,dagblad,kazetenn
479,Leben::N,leven,buhez
480,Tod::N,dood,marv
481,Grab::N,graf,bez
482,Kirche::N,kerk,iliz
483,Sünde::N,zonde,pec'hed
484,Gott::N,god,doue
485,Arbeiter::N,arbeider,labourer
486,Arbeiter::N,arbeider,micherour
487,Chef::N,chef,penn
488,Meister::N,meester,mestr
489,Arzt::N,arts,mezeg
490,Arzt::N,arts,medisin
491,Arzt::N,dokter,mezeg
492,Arzt::N,dokter,medisin
493,Lehrer::N,leraar,skolaer
494,Lehrer::N,leraar,kelenner
495,Lehrer::N,onderwijzer,skolaer
496,Lehrer::N,onderwijzer,kelenner
497,Geld::N,geld,arc'hant
498,Geschäft::N,zaak,stal
499,Laden::N,winkel,stal
500,Preis::N,prijs,priz
501,Ware::N,waar,marc'hadourezh
502,Nutzen::N,nut,gounidegezh
503,Nutzen::N,nut,lañs
504,Nutzen::N,nut,profit
505,Nutzen::N,nut,spleit
506,Nutzen::N,voordeel,gounidegezh
507,Nutzen::N,voordeel,lañs
508,Nutzen::N,voordeel,profit
509,Nutzen::N,voordeel,spleit
510,Reichtum::N,rijkdom,pinvidigezh
511,Welt::N,wereld,douar
512,Land::N,land,bro
513,Staat::N,staat,stad
514,König::N,koning,roue
515,Macht::N,macht,galloud
516,Grenze::N,grens,harzoù
517,Krieg::N,oorlog,brezel
518,Feind::N,vijand,eneber
519,Gewalt::N,geweld,tâerder
520,Kampf::N,strijd,kann
521,Kampf::N,gevecht,kann
522,Bogen[Waffe]::N,boog,gwareg
523,Pfeil::N,pijl,saezh
524,Gewehr::N,geweer,fuzuilh
525,Fehler::N,fout,fazi
526,Lüge::N,leugen,gaou
527,Schaden::N,schade,gwall
528,Unglück::N,tegenspoed,gwalleur
529,Schuld::N,schuld,kablusted
530,Schuld::N,schuld,pec'hedigezh
531,Alter::N,leeftijd,oad
532,Schluss::N,slot,diwezh
533,Zeit::N,tijd,amzer
534,Tag::N,dag,deizh
535,Morgen::N,morgen,beure
536,Morgen::N,morgen,mintin
537,Morgen::N,ochtend,beure
538,Morgen::N,ochtend,mintin
539,Mittag::N,middag,kreisteiz
540,Abend::N,avond,abardaez
541,Nacht::N,nacht,noz
542,Woche::N,week,sizhun
543,Monat::N,maand,miz
544,Jahr::N,jaar,bloaz
545,Frühling::N,lente,nevezamzer
546,Frühling::N,voorjaar,nevezamzer
547,Sommer::N,zomer,hañv
548,Herbst::N,herfst,diskaramzer
549,Winter::N,winter,goañv
550,Januar::N,januari,Genver
551,Februar::N,februari,C'hwevrer
552,März::N,maart,Meurzh
553,April::N,april,Ebrel
554,Mai::N,mei,Mae
555,Juni::N,juni,Mezheven
556,Juli::N,juli,Gouhere
557,August::N,augustus,Eost
558,September::N,september,Gwengolo
559,Oktober::N,oktober,Here
560,November::N,november,Du
561,Dezember::N,december,Kerzu
562,Montag::N,maandag,Lun
563,Dienstag::N,dinsdag,Meurzh
564,Mittwoch::N,woensdag,Merc'her
565,Donnerstag::N,donderdag,Yaou
566,Freitag::N,vrijdag,Gwener
567,Samstag::N,zaterdag,Sadorn
568,Sonntag::N,zondag,Sul
569,groß::A,groot,bras
570,klein::A,klein,bihan
571,lang::A,lang,hir
572,kurz::A,kort,berr
573,breit::A,breed,ledan
574,schmal::A,smal,strizh
575,dicht::A,dicht,stank
576,dick[Gegenstand]::A,dik,tev
577,dünn::A,dun,moan
578,fein::A,fijn,munut
579,fest::A,vast,start
580,flach::A,plat,plaen
581,glatt::A,glad,lintr
582,glatt::A,glad,levn
583,hart::A,hard,kalet
584,weich::A,week,blot
585,rund::A,rond,ront
586,spitz::A,spits,poentet
587,spitz::A,puntig,poentet
588,scharf::A,scherp,dremm
589,stumpf::A,stomp,talsoc'h
590,schwer::A,zwaar,pounner
591,schön::A,mooi,kaer
592,schön::A,fraai,kaer
593,heiß::A,heet,tomm
594,warm::A,warm,tomm
595,kalt::A,koud,yen
596,kühl::A,koel,yen
597,frisch::A,fris,fresk
598,feucht::A,vochtig,gleb
599,nass::A,nat,gleb
600,trocken::A,droog,sec'h
601,voll::A,vol,leun
602,leer::A,leeg,goullo
603,offen::A,open,digor
604,geschlossen::A,gesloten,serr
605,sauber::A,net,naet
606,sauber::A,schoon,naet
607,schmutzig::A,vuil,lous
608,roh::A,rauw,kriz
609,reif::A,rijp,darev
610,lecker::A,lekker,lipous
611,lecker::A,lekker,saourus
612,süß::A,zoet,dous
613,bitter::A,bitter,c'hwerv
614,sauer::A,zuur,trenk
615,hell::A,licht,sklaer
616,hell::A,helder,sklaer
617,dunkel::A,donker,teñval
618,schwarz::A,zwart,du
619,weiß::A,wit,gwenn
620,rot::A,rood,ruz
621,gelb::A,geel,melen
622,blau::A,blauw,glas
623,grün::A,groen,gwer
624,grau::A,grijs,louet
625,bunt::A,bont,liesliv
626,billig::A,goedkoop,marc'had-mat
627,teuer::A,duur,ker
628,wertvoll::A,kostbaar,prizius
629,wertvoll::A,waardevol,prizius
630,blind::A,blind,dall
631,taub::A,doof,bouzar
632,kräftig::A,krachtig,start
633,stark::A,sterk,kreñv
634,schwach::A,zwak,gwan
635,fett::A,vet,lard
636,schlank::A,slank,sinkl
637,hübsch::A,leuk,koant
638,böse::A,kwaad,gwall
639,dumm::A,dom,glep
640,faul::A,lui,lezirek
641,fleißig::A,vlijtig,studius
642,geizig::A,gierig,tost
643,klug::A,slim,speredek
644,klug::A,schrander,speredek
645,klug::A,verstandig,speredek
646,geschickt::A,handig,dornet
647,geschickt::A,vaardig,dornet
648,lieb::A,lief,koant
649,lustig::A,vrolijk,laouen
650,sanft::A,zacht,flour
651,hungrig::A,hongerig,marnaon
652,krank::A,ziek,klañv
653,nackt::A,naakt,noazh
654,traurig::A,treurig,trist
655,traurig::A,bedroefd,trist
656,lebendig::A,levend,bev
657,gut::A,goed,mad
658,schlecht::A,slecht,fall
659,schlecht::A,slecht,gwall
660,richtig::A,juist,reizh
661,schlimm::A,erg,gwall
662,schlimm::A,kwaad,gwall
663,wahr::A,waar,gwir
664,alt::A,oud,kozh
665,neu::A,nieuw,nevez
666,ehemalig::A,voormalig,kozh
667,alt[Lebewesen]::A,oud,kozh
668,jung::A,jong,yaouank
669,arm::A,arm,paour
670,reich::A,rijk,pinvidik
671,bekannt::A,bekend,anavezet
672,berühmt::A,beroemd,brudet
673,fremd::A,vreemd,dizanav
674,verschieden::A,verscheiden,disheñel
675,verschieden::A,verschillend,disheñel
676,nah::A,nabij,nes
677,nah::A,nabijgelegen,nes
678,fern::A,ver,diabell
679,linker::A,linker,kleiz
680,rechter::A,rechter,dehoù
681,anderer::A,andere,all
682,erster::A,eerste,kentañ
683,zweiter::A,tweede,eil
684,dritter::A,derde,trede
685,letzter::A,laatste,diwezhañ
686,allein::ADV,alleen,e-unan
687,auf einmal::ADV,ineens,ar un dro
688,auf einmal::ADV,tegelijk,ar un dro
689,zusammen::ADV,samen,asambles
690,zusammen::ADV,bijeen,asambles
691,lange::ADV,lang,pell
692,plötzlich::ADV,eensklaps,en un taol
693,plötzlich::ADV,plotsklaps,en un taol
694,sofort::ADV,terstond,diouzhtu
695,sofort::ADV,aanstonds,diouzhtu
696,sofort::ADV,onmiddelijk,diouzhtu
697,später::ADV,later,diwezhatoc'h
698,jetzt::ADV,nu,bremañ
699,jetzt::ADV,nou,bremañ
700,jetzt::ADV,thans,bremañ
701,heute::ADV,heden,hiziv
702,heute::ADV,vandaag,hiziv
703,morgen::ADV,morgen,arc'hoazh
704,bald::ADV,gauw,hepdale
705,bald::ADV,weldra,hepdale
706,dann::ADV,dan,a-c'houde
707,dann::ADV,toen,a-c'houde
708,gestern::ADV,gisteren,dec'h
709,einst::ADV,eens,gwechall
710,damals::ADV,toen,neuze
711,damals::ADV,destijds,neuze
712,danach::ADV,daarna,goude
713,vorher::ADV,vooraf,diagent
714,vorher::ADV,van tevoren,diagent
715,zuerst::ADV,eerst,da gentañ
716,zuerst::ADV,het eerst,da gentañ
717,einmal::ADV,eens,ur wech
718,einmal::ADV,eenmaal,ur wech
719,manchmal::ADV,soms,a-wechoù
720,oft::ADV,vaak,alies
721,oft::ADV,dikwijls,alies
722,immer::ADV,altijd,atav
723,immer::ADV,altijd,bepred
724,niemals::ADV,nooit,gwech ebet
725,hier::ADV,hier,amañ
726,hierhin::ADV,hierheen,dre amañ
727,von hier::ADV,van hier,alemañ
728,von hier::ADV,hiervandaan,alemañ
729,dort::ADV,daar,aze
730,dort::ADV,daar,ahont
731,dort::ADV,ginds,aze
732,dort::ADV,ginds,ahont
733,dorthin::ADV,daarheen,di
734,dorthin::ADV,daarheen,aze
735,dorthin::ADV,daarheen,ahont
736,geradeaus::ADV,rechtuit,war-eeun
737,geradeaus::ADV,rechtdoor,war-eeun
738,vorwärts::ADV,vooruit,war-raok
739,vorwärts::ADV,voorwaarts,war-raok
740,rückwärts::ADV,achteruit,war-lerc'h
741,rückwärts::ADV,achterwaarts,war-lerc'h
742,zurück::ADV,terug,war-dreñv
743,unten::ADV,beneden,en traoñ
744,unten::ADV,onderaan,en traoñ
745,hinab::ADV,omlaag,a-izel
746,hinab::ADV,naar beneden,a-izel
747,oben::ADV,boven,en nec'h
748,hinauf::ADV,omhoog,e-krec'h
749,hinauf::ADV,naar boven,e-krec'h
750,überall::ADV,alom,dre-holl
751,überall::ADV,overal,dre-holl
752,nicht::ADV,niet,ne ... ket
753,ein wenig::ADV,wat,un tammig
754,kaum::ADV,amper,a-boan
755,kaum::ADV,nauwelijks,a-boan
756,sehr::ADV,erg,-tre
757,sehr::ADV,erg,-kenañ
758,sehr::ADV,zeer,-tre
759,sehr::ADV,zeer,-kenañ
760,so::ADV,zo,evel-se
761,noch::ADV,nog,c'hoazh
762,nur::ADV,maar,hepken
763,nur::ADV,alleen,hepken
764,schon::ADV,al,dija
765,schon::ADV,reeds,dija
766,wieder::ADV,weer,adarre
767,wieder::ADV,terug,adarre
768,vergebens::ADV,vergeefs,
769,vergebens::ADV,tevergeefs,
770,vor::PRP,voor,dirak
771,hinter::PRP,achter,a-drek
772,hinter::PRP,achter,a-dreñv
773,unter::PRP,onder,dindan
774,unter::PRP,beneden,dindan
775,durch::PRP,door,dre
776,neben::PRP,naast,e-kichen
777,zwischen::PRP,tussen,etre
778,wegen::PRP,wegens,abalamour da
779,wegen::PRP,vanwege,abalamour da
780,dies::PRN,dit,hemañ
781,das::PRN,dat,se
782,das::PRN,dat,hennezh
783,alles::PRN,alles,pep tra
784,ich::PRN,ik,me
785,du::PRN,je,te
786,du::PRN,jij,te
787,er::PRN,hij,eñ
788,wir::PRN,we,ni
789,wir::PRN,wij,ni
790,ihr::PRN,jullie,c'hwi
791,sie::PRN,ze,int
792,sie::PRN,zij,int
793,was::FPRN,wat,petra
794,wer::FPRN,wie,piv
795,wo::FADV,waar,pelec'h
796,wohin::FADV,waarheen,da belec'h
797,wie::FADV,hoe,penaos
798,warum::FADV,waarom,perak
799,wieviel::FNUM,hoeveel,pet
800,eins::NUM,één,unan
801,zwei::NUM,twee,daou
802,drei::NUM,drie,tri
803,vier::NUM,vier,pevar
804,fünf::NUM,vijf,pemp
805,sechs::NUM,zes,c'hwec'h
806,sieben::NUM,zeven,seizh
807,acht::NUM,acht,eizh
808,neun::NUM,negen,nav
809,zehn::NUM,tien,dek
810,elf::NUM,elf,unnek
811,zwölf::NUM,twaalf,daouzek
812,zwanzig::NUM,twintig,ugent
813,dreißig::NUM,dertig,tregont
814,vierzig::NUM,veertig,daou-ugent
815,fünfzig::NUM,vijftig,hanter-kant
816,sechzig::NUM,zestig,tri-ugent
817,siebzig::NUM,zeventig,dek ha tri-ugent
818,achtzig::NUM,tachtig,pevar-ugent
819,neunzig::NUM,negentig,dek ha pevar-ugent
820,hundert::NUM,honderd,kant
821,tausend::NUM,duizend,mil
822,und::CNJ,en,ha
823,oder::CNJ,of,pe
824,stehen::V,staan,bezañ a-sav
825,sitzen::V,zitten,azezañ
