,Concept_ID,fr,hu
65,Himmel::N,ciel,ég
66,Himmel::N,ciel,menny
67,Sonne::N,soleil,nap
68,Mond::N,lune,hold
69,Stern::N,étoile,csillag
70,Luft::N,air,levegő
71,Wind::N,vent,szél
72,Welle::N,vague,hullám
73,Wasser::N,eau,víz
74,Stein::N,pierre,kő
75,Boden::N,sol,föld
76,Boden::N,sol,talaj
77,Boden::N,terrain,föld
78,Boden::N,terrain,talaj
79,Erde::N,terre,föld
80,Staub::N,poussière,por
81,Rauch::N,fumée,füst
82,Funke::N,étincelle,szikra
83,Feuer::N,feu,tűz
84,Licht::N,lumière,fény
85,Schatten::N,ombre,árnyék
86,Wetter::N,temps,idő
87,Wetter::N,temps,időjárás
88,Nebel::N,brume,köd
89,Nebel::N,brouillard,köd
90,Wolke::N,nuage,felhő
91,Regen::N,pluie,eső
92,Schnee::N,neige,hó
93,Eis::N,glace,jég
94,Frost::N,gel,fagy
95,Frost::N,gelée,fagy
96,Kälte::N,froid,hideg
97,Hitze::N,chaleur,hő
98,Hitze::N,chaleur,hőség
99,Raureif::N,givre,zúzmara
100,Regenbogen::N,arc-en-ciel,szivárvány
101,Donner::N,tonnerre,dörgés
102,Donner::N,tonnerre,mennydörgés
103,Strömung::N,courant,áramlat
104,Tropfen::N,goutte,csepp
105,Schaum::N,écume,hab
106,Schaum::N,écume,tajték
107,Schaum::N,mousse,hab
108,Schaum::N,mousse,tajték
109,Schmutz::N,boue,piszok
110,Schmutz::N,saleté,piszok
111,See::N,lac,tó
112,Sumpf::N,marais,mocsár
113,Sumpf::N,marécage,mocsár
114,Moor::N,tourbière,láp
115,Wiese::N,pré,rét
116,Wiese::N,pré,mező
117,Wald::N,bois,erdő
118,Wald::N,forêt,erdő
119,Hügel::N,coteau,domb
120,Hügel::N,colline,domb
121,Anhöhe::N,éminence,magaslat
122,Anhöhe::N,élévation,magaslat
123,Berg::N,mont,hegy
124,Berg::N,montagne,hegy
125,Gipfel::N,cime,csúcs
126,Gipfel::N,sommet,csúcs
127,Höhle::N,caverne,barlang
128,Abhang::N,pente,lejtő
129,Abhang::N,versant,lejtő
130,Quelle::N,source,forrás
131,Quelle::N,fontaine,forrás
132,Bach::N,ruisseau,patak
133,Fluss::N,fleuve,folyó
134,Fluss::N,rivière,folyó
135,Ufer::N,bord,part
136,Ufer::N,rivage,part
137,Küste::N,côte,tengerpart
138,Festland::N,terre ferme,szárazföld
139,Meer::N,mer,tenger
140,Bucht::N,baie,öböl
141,Insel::N,île,sziget
142,Blume::N,fleur,virág
143,Gras::N,herbe,fű
144,Wurzel::N,racine,gyökér
145,Baum::N,arbre,fa
146,Stamm::N,tronc,tő
147,Stamm::N,tronc,törzs
148,Rinde::N,écorce,kéreg
149,Ast::N,branche,ág
150,Zweig::N,rameau,gally
151,Blatt::N,feuille,levél
152,Birke::N,bouleau,nyír
153,Kiefer[Baum]::N,pin,fenyő
154,Weide[Baum]::N,saule,fűz
155,Tanne::N,sapin,fenyő
156,Horn::N,corne,szarv
157,Feder::N,plume,toll
158,Fell::N,peau,szőr
159,Fell::N,peau,bunda
160,Flügel::N,aile,szárny
161,Klaue::N,serre,köröm
162,Kralle::N,ongle,karom
163,Kralle::N,griffe,karom
164,Schwanz::N,queue,farok
165,Ei::N,œuf,tojás
166,Nest::N,nid,fészek
167,Bau::N,terrier,odú
168,Tier::N,animal,állat
169,Herde::N,troupeau,nyáj
170,Herde::N,troupeau,csorda
171,Kuh::N,vache,tehén
172,Bulle::N,taureau,bika
173,Pferd::N,cheval,ló
174,Schaf::N,mouton,juh
175,Schaf::N,mouton,birka
176,Schwein::N,porc,sertés
177,Schwein::N,cochon,sertés
178,Hund::N,chien,eb
179,Hund::N,chien,kutya
180,Katze::N,chat,macska
181,Bär::N,ours,medve
182,Eichhörnchen::N,écureuil,mókus
183,Elch::N,élan,jávorszarvas
184,Fuchs::N,renard,róka
185,Hase::N,lièvre,nyúl
186,Maus::N,souris,egér
187,Wolf::N,loup,farkas
188,Vogel::N,oiseau,madár
189,Schwarm::N,nuée,raj
190,Schwarm::N,volée,raj
191,Huhn::N,poule,tyúk
192,Hahn::N,coq,kakas
193,Gans::N,oie,lúd
194,Gans::N,oie,liba
195,Adler::N,aigle,sas
196,Ente::N,canard,kacsa
197,Eule::N,hibou,bagoly
198,Kranich::N,grue,daru
199,Krähe::N,corneille,varjú
200,Kuckuck::N,coucou,kakukk
201,Schwan::N,cygne,hattyú
202,Fisch::N,poisson,hal
203,Barsch::N,perche,sügér
204,Hecht::N,brochet,csuka
205,Schlange[Tier]::N,serpent,kígyó
206,Wurm::N,ver,kukac
207,Spinne::N,araignée,pók
208,Ameise::N,fourmi,hangya
209,Laus::N,pou,tetű
210,Mücke::N,moucheron,szúnyog
211,Fliege::N,mouche,légy
212,Schmetterling::N,papillon,lepke
213,Schmetterling::N,papillon,pillangó
214,Beere::N,baie,bogyó
215,Apfel::N,pomme,alma
216,Pilz::N,champignon,gomba
217,Zwiebel::N,oignon,hagyma
218,Saat::N,semence,vetőmag
219,Korn::N,grain,mag
220,Korn::N,grain,szem
221,Heu::N,foin,széna
222,Schale::N,pelure,héj
223,Grube::N,fosse,verem
224,Falle::N,piège,csapda
225,Schlinge::N,lacs,tőr
226,Spur::N,trace,nyom
227,Asche::N,cendre,hamu
228,Dreck::N,crotte,sár
229,Dreck::N,crotte,piszok
230,Eisen::N,fer,vas
231,Gold::N,or,arany
232,Silber::N,argent,ezüst
233,Kohle::N,charbon,szén
234,Glas::N,verre,üveg
235,Lehm::N,glaise,agyag
236,Lehm::N,glaise,vályog
237,Sand::N,sable,homok
238,Mensch::N,homme,ember
239,Mann::N,homme,úr
240,Mann::N,homme,férfi
241,Frau::N,femme,nő
242,Frau::N,femme,asszony
243,Kind::N,enfant,gyerek
244,Kind::N,enfant,gyermek
245,Junge::N,garçon,fiú
246,Mädchen::N,fille,lány
247,Mädchen::N,jeune fille,lány
248,Familie::N,famille,család
249,Großvater::N,grand-père,nagyapa
250,Großmutter::N,grand-mère,nagyanya
251,Eltern::N,parents,szülők
252,Vater::N,père,apa
253,Vater::N,père,atya
254,Mutter::N,mère,anya
255,Sohn::N,fils,fiú
256,Tochter::N,fille,lány
257,Bruder::N,frère,fivér
258,Bruder::N,frère,testvér
259,Schwester::N,sœur,nővér
260,Schwester::N,sœur,lánytestvér
261,Onkel::N,oncle,nagybácsi
262,Tante::N,tante,nagynéni
263,Ehemann::N,mari,férj
264,Ehemann::N,époux,férj
265,Ehefrau::N,femme,feleség
266,Ehefrau::N,épouse,feleség
267,Freude::N,joie,öröm
268,Freude::N,plaisir,öröm
269,Gelächter::N,rires,nevetés
270,Gelächter::N,rires,hahotázás
271,Glück::N,bonheur,boldogság
272,Kummer::N,peine,bánat
273,Kummer::N,chagrin,bánat
274,Wunsch::N,désir,óhaj
275,Lust::N,envie,kedv
276,Geist::N,esprit,elme
277,Geist::N,esprit,szellem
278,Gedanke::N,idée,gondolat
279,Gedanke::N,pensée,gondolat
280,Gedächtnis::N,mémoire,emlékezet
281,Verstand::N,raison,ész
282,Verstand::N,raison,értelem
283,Sinn::N,sens,értelem
284,Grund::N,cause,ok
285,Grund::N,cause,alap
286,Grund::N,raison,ok
287,Grund::N,raison,alap
288,Wahrheit::N,vérité,igaz
289,Wahrheit::N,vérité,igazság
290,Gespräch::N,conversation,beszélgetés
291,Märchen::N,conte,mese
292,Märchen::N,conte de fées,mese
293,Erzählung::N,conte,elbeszélés
294,Erzählung::N,narration,elbeszélés
295,Nachricht::N,message,hír
296,Nachricht::N,message,híradás
297,Neuigkeit::N,nouvelle,újság
298,Name::N,nom,név
299,Rätsel::N,énigme,rejtvény
300,Rätsel::N,devinette,rejtvény
301,Rede::N,parole,beszéd
302,Rede::N,parole,szónoklat
303,Rede::N,discours,beszéd
304,Rede::N,discours,szónoklat
305,Sprache::N,langue,nyelv
306,Sprache::N,langage,nyelv
307,Stimme::N,voix,hang
308,Wort::N,mot,szó
309,Zeichen::N,signe,jel
310,Ruf::N,cri,kiáltás
311,Ruf::N,appel,kiáltás
312,Lärm::N,bruit,zaj
313,Laut::N,son,hang
314,Ton::N,ton,hang
315,Lied::N,chant,dal
316,Lied::N,chant,ének
317,Lied::N,chanson,dal
318,Lied::N,chanson,ének
319,Ruhe::N,calme,csend
320,Ruhe::N,calme,nyugalom
321,Ruhe::N,tranquillité,csend
322,Ruhe::N,tranquillité,nyugalom
323,Leute::N,gens,emberek
324,Volk::N,peuple,nép
325,Arbeit::N,travail,dolog
326,Gast::N,hôte,vendég
327,Gast::N,invité,vendég
328,Geschenk::N,cadeau,ajándék
329,Geschenk::N,présent,ajándék
330,Spiel::N,jeu,játék
331,Gesellschaft::N,compagnie,társaság
332,Hilfe::N,aide,segítség
333,Hilfe::N,secours,segítség
334,Freund::N,ami,barát
335,Kamerad::N,copain,társ
336,Kamerad::N,camarade,társ
337,Angelegenheit::N,affaire,ügy
338,Anzahl::N,nombre,szám
339,Art::N,sorte,faj
340,Art::N,sorte,fajta
341,Art::N,espèce,faj
342,Art::N,espèce,fajta
343,Stück::N,morceau,darab
344,Teil::N,part,rész
345,Teil::N,partie,rész
346,Hälfte::N,moitié,fél
347,Kreis::N,cercle,kör
348,Kreuz::N,croix,kereszt
349,Linie::N,ligne,vonal
350,Strich::N,trait,vonás
351,Abstand::N,écart,köz
352,Entfernung::N,distance,távolság
353,Gegend::N,région,táj
354,Gegend::N,région,vidék
355,Gegend::N,contrée,táj
356,Gegend::N,contrée,vidék
357,Platz::N,place,hely
358,Ort::N,lieu,hely
359,Ort::N,endroit,hely
360,Seite::N,côté,fél
361,Seite::N,côté,oldal
362,Mitte::N,milieu,közép
363,Gegenstand::N,objet,tárgy
364,Sache::N,chose,dolog
365,Rand::N,bord,szél
366,Rand::N,bord,perem
367,Rand::N,bord,szegély
368,Kante::N,arête,él
369,Ecke::N,coin,sarok
370,Ecke::N,coin,szöglet
371,Ecke::N,tournant,sarok
372,Ecke::N,tournant,szöglet
373,Spitze::N,cime,csúcs
374,Spitze::N,pointe,csúcs
375,Ende::N,bout,vég
376,Loch::N,trou,lyuk
377,Winkel::N,coin,szög
378,Winkel::N,réduit,szög
379,Muster::N,dessin,minta
380,Größe::N,grandeur,nagyság
381,Länge::N,longueur,hossz
382,Länge::N,longueur,hosszúság
383,Höhe::N,hauteur,magasság
384,Höhe::N,altitude,magasság
385,Gewicht::N,poids,súly
386,Menge::N,quantité,sokaság
387,Menge::N,quantité,mennyiség
388,Haufen::N,tas,halom
389,Reihe::N,file,sor
390,Reihe::N,rangée,sor
391,Boot::N,canot,csónak
392,Boot::N,bateau,csónak
393,Ruder::N,rame,evező
394,Ruder::N,aviron,evező
395,Schlitten::N,traîneau,szánkó
396,Ski::N,ski,sí
397,Lagerfeuer::N,feu de camp,tábortűz
398,Last::N,charge,teher
399,Last::N,fardeau,teher
400,Gang::N,tour,járás
401,Gang::N,marche,járás
402,Schritt::N,pas,lépés
403,Norden::N,nord,észak
404,Süden::N,sud,dél
405,Westen::N,ouest,nyugat
406,Westen::N,occident,nyugat
407,Osten::N,est,kelet
408,Osten::N,orient,kelet
409,Holz::N,bois,fa
410,Brett::N,planche,deszka
411,Platte::N,plaque,lap
412,Platte::N,plaque,lemez
413,Stütze::N,appui,támasz
414,Stütze::N,appui,támaszték
415,Stütze::N,soutien,támasz
416,Stütze::N,soutien,támaszték
417,Stange::N,barre,rúd
418,Stange::N,barre,pózna
419,Stange::N,perche,rúd
420,Stange::N,perche,pózna
421,Stock::N,canne,pálca
422,Stab::N,bâton,bot
423,Rohr::N,tube,cső
424,Rohr::N,tuyau,cső
425,Haus::N,maison,ház
426,Heim::N,maison,otthon
427,Ofen::N,poêle,kályha
428,Fußboden::N,plancher,padló
429,Tisch::N,table,asztal
430,Stuhl::N,chaise,szék
431,Wiege::N,berceau,bölcső
432,Bett::N,lit,ágy
433,Regal::N,étagère,polc
434,Regal::N,étagère,állvány
435,Kiste::N,caisse,láda
436,Fenster::N,fenêtre,ablak
437,Tür::N,porte,ajtó
438,Tor::N,porte,kapu
439,Tor::N,portail,kapu
440,Zaun::N,clôture,kerítés
441,Dach::N,toit,tető
442,Leiter::N,échelle,létra
443,Besen::N,balai,seprű
444,Spaten::N,bêche,ásó
445,Schaufel::N,pelle,lapát
446,Gabel::N,fourchette,villa
447,Löffel::N,cuiller,kanál
448,Messer::N,couteau,kés
449,Nagel::N,clou,szeg
450,Netz::N,filet,háló
451,Haken::N,croc,kampó
452,Haken::N,crochet,kampó
453,Griff::N,prise,nyél
454,Griff::N,prise,fogantyú
455,Griff::N,manche,nyél
456,Griff::N,manche,fogantyú
457,Schloss::N,serrure,zár
458,Bild::N,image,kép
459,Bild::N,tableau,kép
460,Figur::N,figure,alak
461,Puppe::N,poupée,bábu
462,Beutel::N,sac,zacskó
463,Beutel::N,petit sac,zacskó
464,Bündel::N,paquet,köteg
465,Bündel::N,faisceau,köteg
466,Tasche::N,sac,táska
467,Eimer::N,seau,vödör
468,Deckel::N,couvercle,fedő
469,Deckel::N,couvercle,fedél
470,Geschirr::N,vaisselle,edény
471,Sack::N,sac,zsák
472,Tasse::N,tasse,csésze
473,Topf::N,pot,fazék
474,Topf::N,marmite,fazék
475,Kessel::N,chaudron,üst
476,Kessel::N,chaudron,bogrács
477,Essen::N,repas,evés
478,Essen::N,repas,étkezés
479,Essen::N,manger,evés
480,Essen::N,manger,étkezés
481,Nahrung::N,nourriture,ennivaló
482,Speise::N,plat,étel
483,Fleisch::N,viande,hús
484,Getreide::N,blé,gabona
485,Getreide::N,céréales,gabona
486,Brei::N,purée,pép
487,Brei::N,purée,kása
488,Brei::N,bouillie,pép
489,Brei::N,bouillie,kása
490,Brot::N,pain,kenyér
491,Scheibe::N,tranche,szelet
492,Fett::N,graisse,háj
493,Fett::N,graisse,zsír
494,Butter::N,beurre,vaj
495,Öl::N,huile,olaj
496,Salz::N,sel,só
497,Suppe::N,soupe,leves
498,Suppe::N,potage,leves
499,Honig::N,miel,méz
500,Milch::N,lait,tej
501,Tee::N,thé,tea
502,Leder::N,cuir,bőr
503,Wolle::N,laine,gyapjú
504,Stoff::N,tissu,szövet
505,Stoff::N,étoffe,szövet
506,Nadel::N,aiguille,tű
507,Faden::N,fil,fonál
508,Knopf::N,bouton,gomb
509,Knoten::N,nœud,csomó
510,Farbe::N,peinture,szín
511,Farbe::N,peinture,festék
512,Kleidung::N,vêtements,ruha
513,Kleidung::N,vêtements,ruházat
514,Kleidung::N,habillement,ruha
515,Kleidung::N,habillement,ruházat
516,Hemd::N,chemise,ing
517,Kragen::N,col,gallér
518,Ärmel::N,manche,ujj
519,Hose::N,pantalon,gatya
520,Hose::N,pantalon,nadrág
521,Gürtel::N,ceinture,öv
522,Mütze::N,bonnet,sapka
523,Mütze::N,casquette,sapka
524,Schuh::N,soulier,cipő
525,Schuh::N,chaussure,cipő
526,Stiefel::N,botte,csizma
527,Ring::N,bague,gyűrű
528,Band::N,ruban,szalag
529,Kamm::N,peigne,fésű
530,Spiegel::N,glace,tükör
531,Spiegel::N,miroir,tükör
532,Riemen::N,lanière,szíj
533,Riemen::N,courroie,szíj
534,Schnur::N,corde,zsinór
535,Schnur::N,ficelle,zsinór
536,Leine::N,laisse,póráz
537,Decke::N,couverture,takaró
538,Kissen::N,oreiller,párna
539,Tuch::N,drap,kendő
540,Tuch::N,fichu,kendő
541,Handtuch::N,serviette,törülköző
542,Handtuch::N,essuie-mains,törülköző
543,Kraft::N,force,erő
544,Stärke::N,vigueur,erő
545,Stärke::N,vigueur,erősség
546,Gesundheit::N,santé,egészség
547,Krankheit::N,maladie,kór
548,Krankheit::N,maladie,betegség
549,Schmerz::N,douleur,fájdalom
550,Wunde::N,plaie,seb
551,Wunde::N,blessure,seb
552,Fieber::N,fièvre,láz
553,Arznei::N,remède,orvosság
554,Arznei::N,remède,gyógyszer
555,Arznei::N,médecine,orvosság
556,Arznei::N,médecine,gyógyszer
557,Brücke::N,pont,híd
558,Brunnen::N,puits,kút
559,Weide::N,pâturage,legelő
560,Pfad::N,sentier,ösvény
561,Weg::N,voie,út
562,Weg::N,chemin,út
563,Straße::N,route,út
564,Dorf::N,village,falu
565,Stadt::N,cité,város
566,Stadt::N,ville,város
567,Brief::N,lettre,levél
568,Buch::N,livre,könyv
569,Buchstabe::N,lettre,betű
570,Buchstabe::N,caractère,betű
571,Zeitung::N,journal,újság
572,Zeitung::N,journal,hírlap
573,Leben::N,vie,élet
574,Tod::N,mort,halál
575,Grab::N,tombe,sír
576,Kirche::N,église,templom
577,Sünde::N,péché,bűn
578,Sünde::N,péché,vétek
579,Gott::N,dieu,isten
580,Arbeiter::N,ouvrier,munkás
581,Arbeiter::N,travailleur,munkás
582,Chef::N,chef,főnök
583,Chef::N,patron,főnök
584,Meister::N,maître,mester
585,Arzt::N,médecin,orvos
586,Lehrer::N,professeur,tanár
587,Lehrer::N,professeur,tanító
588,Lehrer::N,instituteur,tanár
589,Lehrer::N,instituteur,tanító
590,Geld::N,argent,pénz
591,Geschäft::N,affaire,üzlet
592,Geschäft::N,commerce,üzlet
593,Laden::N,magasin,bolt
594,Laden::N,boutique,bolt
595,Preis::N,prix,ár
596,Ware::N,marchandise,áru
597,Nutzen::N,profit,haszon
598,Reichtum::N,richesse,gazdagság
599,Welt::N,monde,világ
600,Land::N,pays,ország
601,Staat::N,État,állam
602,König::N,roi,király
603,Macht::N,pouvoir,hatalom
604,Macht::N,puissance,hatalom
605,Grenze::N,frontière,határ
606,Krieg::N,guerre,háború
607,Feind::N,ennemi,ellenség
608,Gewalt::N,violence,erőszak
609,Kampf::N,lutte,harc
610,Kampf::N,combat,harc
611,Bogen[Waffe]::N,arc,íj
612,Pfeil::N,flèche,nyíl
613,Gewehr::N,fusil,puska
614,Gewehr::N,fusil,fegyver
615,Fehler::N,faute,hiba
616,Fehler::N,erreur,hiba
617,Lüge::N,mensonge,hazugság
618,Schaden::N,dégât,kár
619,Schaden::N,dommage,kár
620,Unglück::N,malheur,csapás
621,Unglück::N,malheur,balszerencse
622,Schuld::N,faute,bűn
623,Schuld::N,culpabilité,bűn
624,Alter::N,âge,kor
625,Schluss::N,fin,vég
626,Schluss::N,fin,befejezés
627,Zeit::N,temps,idő
628,Tag::N,jour,nap
629,Tag::N,journée,nap
630,Morgen::N,matin,reggel
631,Morgen::N,matinée,reggel
632,Mittag::N,midi,dél
633,Abend::N,soir,este
634,Abend::N,soirée,este
635,Nacht::N,nuit,éj
636,Nacht::N,nuit,éjszaka
637,Woche::N,semaine,hét
638,Monat::N,mois,hó
639,Monat::N,mois,hónap
640,Jahr::N,an,év
641,Jahr::N,année,év
642,Frühling::N,printemps,tavasz
643,Sommer::N,été,nyár
644,Herbst::N,automne,ősz
645,Winter::N,hiver,tél
646,Januar::N,janvier,január
647,Februar::N,février,február
648,März::N,mars,március
649,April::N,avril,április
650,Mai::N,mai,május
651,Juni::N,juin,június
652,Juli::N,juillet,július
653,August::N,août,augusztus
654,September::N,septembre,szeptember
655,Oktober::N,octobre,október
656,November::N,novembre,november
657,Dezember::N,décembre,december
658,Montag::N,lundi,hétfő
659,Dienstag::N,mardi,kedd
660,Mittwoch::N,mercredi,szerda
661,Donnerstag::N,jeudi,csütörtök
662,Freitag::N,vendredi,péntek
663,Samstag::N,samedi,szombat
664,Sonntag::N,dimanche,vasárnap
665,groß::A,grand,nagy
666,klein::A,petit,pici
667,klein::A,petit,kicsi
668,lang::A,long,hosszú
669,kurz::A,court,rövid
670,breit::A,large,széles
671,schmal::A,étroit,keskeny
672,dicht::A,dense,sűrű
673,dick[Gegenstand]::A,épais,vastag
674,dünn::A,mince,vékony
675,fein::A,fin,vékony
676,fein::A,menu,vékony
677,fest::A,ferme,szilárd
678,fest::A,solide,szilárd
679,flach::A,plat,sík
680,flach::A,plat,lapos
681,glatt::A,poli,sima
682,glatt::A,lisse,sima
683,hart::A,dur,kemény
684,weich::A,mou,puha
685,rund::A,rond,kerek
686,spitz::A,aigu,hegyes
687,spitz::A,pointu,hegyes
688,scharf::A,tranchant,éles
689,stumpf::A,mousse,tompa
690,stumpf::A,mousse,életlen
691,stumpf::A,émoussé,tompa
692,stumpf::A,émoussé,életlen
693,schwer::A,lourd,nehéz
694,schwer::A,lourd,súlyos
695,schwer::A,pesant,nehéz
696,schwer::A,pesant,súlyos
697,schön::A,beau,szép
698,heiß::A,chaud,forró
699,heiß::A,très chaud,forró
700,warm::A,chaud,meleg
701,kalt::A,froid,hideg
702,kühl::A,frais,hűs
703,kühl::A,frais,hűvös
704,frisch::A,frais,üde
705,frisch::A,frais,friss
706,feucht::A,humide,nedves
707,nass::A,mouillé,vizes
708,trocken::A,sec,száraz
709,voll::A,plein,telt
710,voll::A,rempli,telt
711,leer::A,vide,üres
712,offen::A,ouvert,nyílt
713,offen::A,ouvert,nyitott
714,geschlossen::A,clos,zárt
715,geschlossen::A,clos,csukott
716,geschlossen::A,fermé,zárt
717,geschlossen::A,fermé,csukott
718,sauber::A,net,tiszta
719,sauber::A,propre,tiszta
720,schmutzig::A,sale,piszkos
721,schmutzig::A,sale,szennyes
722,schmutzig::A,crasseux,piszkos
723,schmutzig::A,crasseux,szennyes
724,roh::A,cru,nyers
725,roh::A,brut,nyers
726,reif::A,mûr,érett
727,lecker::A,délicieux,finom
728,lecker::A,appétissant,finom
729,süß::A,doux,édes
730,bitter::A,amer,keserű
731,sauer::A,aigre,savanyú
732,hell::A,clair,világos
733,dunkel::A,sombre,sötét
734,schwarz::A,noir,fekete
735,weiß::A,blanc,fehér
736,rot::A,rouge,vörös
737,gelb::A,jaune,sárga
738,blau::A,bleu,kék
739,grün::A,vert,zöld
740,grau::A,gris,ősz
741,grau::A,gris,szürke
742,bunt::A,multicolore,tarka
743,bunt::A,multicolore,színes
744,billig::A,bon marché,olcsó
745,teuer::A,cher,drága
746,wertvoll::A,précieux,értékes
747,blind::A,aveugle,vak
748,taub::A,sourd,süket
749,kräftig::A,fort,erős
750,kräftig::A,vigoureux,erős
751,stark::A,fort,erős
752,stark::A,puissant,erős
753,schwach::A,faible,gyenge
754,schwach::A,faible,erőtlen
755,fett::A,gras,hájas
756,schlank::A,svelte,karcsú
757,hübsch::A,joli,csinos
758,böse::A,mauvais,rossz
759,böse::A,mauvais,gonosz
760,dumm::A,sot,buta
761,dumm::A,sot,ostoba
762,dumm::A,bête,buta
763,dumm::A,bête,ostoba
764,faul::A,fainéant,lusta
765,faul::A,paresseux,lusta
766,fleißig::A,appliqué,szorgalmas
767,geizig::A,avare,fukar
768,geizig::A,avare,fösvény
769,klug::A,intelligent,okos
770,klug::A,intelligent,eszes
771,geschickt::A,habile,ügyes
772,lieb::A,cher,drága
773,lieb::A,cher,kedves
774,lieb::A,gentil,drága
775,lieb::A,gentil,kedves
776,lustig::A,gai,víg
777,lustig::A,gai,vidám
778,lustig::A,joyeux,víg
779,lustig::A,joyeux,vidám
780,sanft::A,doux,enyhe
781,hungrig::A,affamé,éhes
782,krank::A,malade,beteg
783,nackt::A,nu,csupasz
784,nackt::A,nu,meztelen
785,traurig::A,triste,bús
786,traurig::A,triste,szomorú
787,lebendig::A,vivant,élő
788,gut::A,bon,jó
789,schlecht::A,mauvais,rossz
790,richtig::A,juste,helyes
791,richtig::A,correct,helyes
792,schlimm::A,grave,rossz
793,schlimm::A,mauvais,rossz
794,wahr::A,vrai,igaz
795,wahr::A,véritable,igaz
796,alt::A,vieux,ó
797,alt::A,vieux,régi
798,neu::A,neuf,új
799,neu::A,nouveau,új
800,ehemalig::A,ancien,volt
801,ehemalig::A,ancien,egykori
802,alt[Lebewesen]::A,âgé,öreg
803,alt[Lebewesen]::A,vieux,öreg
804,jung::A,jeune,fiatal
805,arm::A,pauvre,szegény
806,reich::A,riche,gazdag
807,bekannt::A,connu,ismert
808,bekannt::A,connu,ismeretes
809,berühmt::A,fameux,híres
810,berühmt::A,célèbre,híres
811,fremd::A,étranger,idegen
812,verschieden::A,différent,különböző
813,nah::A,lié,közeli
814,nah::A,proche,közeli
815,fern::A,éloigné,távoli
816,fern::A,lointain,távoli
817,linker::A,gauche,bal
818,rechter::A,droit,jobb
819,anderer::A,autre,más
820,anderer::A,autre,másik
821,erster::A,premier,első
822,zweiter::A,second,második
823,zweiter::A,deuxième,második
824,dritter::A,troisième,harmadik
825,letzter::A,dernier,utolsó
826,allein::ADV,seul,egyedül
827,auf einmal::ADV,à la fois,egyszerre
828,zusammen::ADV,ensemble,együtt
829,zusammen::ADV,ensemble,összesen
830,lange::ADV,longtemps,sokáig
831,lange::ADV,longtemps,hosszan
832,plötzlich::ADV,tout à coup,hirtelen
833,plötzlich::ADV,tout à coup,egyszerre
834,sofort::ADV,immédiatement,rögtön
835,sofort::ADV,immédiatement,tüstént
836,später::ADV,plus tard,későn
837,jetzt::ADV,maintenant,most
838,heute::ADV,aujourd'hui,ma
839,morgen::ADV,demain,holnap
840,bald::ADV,bientôt,majd
841,bald::ADV,bientôt,nemsokára
842,dann::ADV,puis,akkor
843,dann::ADV,ensuite,akkor
844,gestern::ADV,hier,tegnap
845,einst::ADV,jadis,hajdan
846,einst::ADV,autrefois,hajdan
847,damals::ADV,alors,akkor
848,damals::ADV,alors,akkoriban
849,damals::ADV,à l'époque,akkor
850,damals::ADV,à l'époque,akkoriban
851,danach::ADV,après,azután
852,danach::ADV,ensuite,azután
853,vorher::ADV,auparavant,előbb
854,zuerst::ADV,d'abord,először
855,zuerst::ADV,premièrement,először
856,einmal::ADV,une fois,egyszer
857,manchmal::ADV,parfois,néha
858,manchmal::ADV,parfois,olykor
