,Concept_ID,la,ady
225,Familie::N,familia,уна́гъу
226,Großvater::N,avus,тэтэ́жъ
227,Großmutter::N,avia,нэнэ́жъ
228,Eltern::N,parentes,ны-тыхэ́р
229,Vater::N,pater,ты
230,Mutter::N,mater,ны
231,Sohn::N,filius,къо
232,Tochter::N,filia,пхъу
233,Bruder::N,frater,шы
234,Schwester::N,soror,шы́пхъу
235,Onkel::N,patruus,янэ́ш
236,Onkel::N,avunculus,янэ́ш
237,Tante::N,amita,атэшыпхъу
238,Ehemann::N,maritus,лӏы
239,Ehefrau::N,uxor,шъу́з
240,Freude::N,gaudium,гушӏуа́гъу
241,Freude::N,laetitia,гушӏуа́гъу
242,Gelächter::N,risus,щхыныр
243,Glück::N,felicitas,насы́п
244,Kummer::N,aegritudo,тхьамыкӏагъу
245,Wunsch::N,voluntas,шӏонгъоны́гъ
246,Wunsch::N,desiderium,шӏонгъоны́гъ
247,Lust::N,libido,шӏонгъоны́гъ
248,Lust::N,voluptas,шӏонгъоны́гъ
249,Geist::N,mens,гу
250,Geist::N,animus,гу
251,Gedanke::N,sententia,гупшыс
252,Gedächtnis::N,memoria,память
253,Verstand::N,ratio,акъы́л
254,Verstand::N,ingenium,акъы́л
255,Sinn::N,sensus,мэхьанэ
256,Grund::N,causa,ушъхьагъу
257,Wahrheit::N,veritas,шъыпкъэ́
258,Gespräch::N,sermo,гущыӏ
259,Märchen::N,fabula,пшысэ
260,Erzählung::N,fabula,къэба́р
261,Erzählung::N,narratio,къэба́р
262,Nachricht::N,nuntius,къэба́р
263,Neuigkeit::N,novitas,къэбарыкӏ
264,Name::N,nomen,цӏэ
265,Rätsel::N,aenigma,коджэхь-къоджэшх
266,Rede::N,oratio,гущыӏ
267,Sprache::N,lingua,бзэ
268,Stimme::N,vox,макъэ́
269,Wort::N,verbum,гущыӏ
270,Wort::N,vocabulum,гущыӏ
271,Zeichen::N,signum,тамы́гъ
272,Ruf::N,clamor,джэ макъ
273,Lärm::N,strepitus,макъэ
274,Laut::N,sonus,макъэ
275,Ton::N,sonus,
276,Lied::N,carmen,орэ́д
277,Ruhe::N,quies,самбырыныгъ
278,Leute::N,homines,цӏыфхэ́р
279,Volk::N,populus,цӏыф лъэпкъ
280,Arbeit::N,labor,ӏофшӏакӏэ́н
281,Gast::N,hospes,хьакӏэ́
282,Gast::N,conviva,хьакӏэ́
283,Geschenk::N,munus,шӏухьафтын
284,Spiel::N,ludus,еоны́р
285,Spiel::N,ludus,джэгуны́р
286,Spiel::N,ludus,къегъэӏоны́р
287,Gesellschaft::N,societas,обществ
288,Hilfe::N,auxilium,ӏэпыӏэгъу
289,Hilfe::N,subsidium,ӏэпыӏэгъу
290,Freund::N,amicus,ныбджэгъу
291,Kamerad::N,socius,ныбджэгъу
292,Angelegenheit::N,res,ӏофы́
293,Anzahl::N,numerus,пчъагъэ́
294,Art::N,genus,изэрэщы́т
295,Art::N,genus,лъэпкъ
296,Stück::N,frustum,такъы́р
297,Stück::N,fragmentum,такъы́р
298,Teil::N,pars,щыщ
299,Teil::N,pars,ӏахь
300,Hälfte::N,dimidium,ныкъо́
301,Kreis::N,orbis,хъура́й
302,Kreis::N,circus,хъура́й
303,Kreuz::N,crux,къащ
304,Linie::N,linea,хъахъ
305,Linie::N,linea,итхъа́гъ
306,Strich::N,lineamentum,хъахъ
307,Strich::N,lineamentum,итхъагъ
308,Abstand::N,intervallum,азыфагу
309,Entfernung::N,spatium,чӏыгууанэ
310,Gegend::N,loca,чӏыпӏэ́
311,Gegend::N,regio,чӏыпӏэ́
312,Platz::N,locus,азыфагу
313,Ort::N,locus,чӏыпӏэ́
314,Seite::N,latus,лъэны́къу
315,Mitte::N,medium,гузэ́гу
316,Gegenstand::N,res,пкъыгъо
317,Sache::N,res,
318,Rand::N,margo,цакӏэ́
319,Kante::N,angulus,цэгэналъ
320,Ecke::N,angulus,къогъу
321,Spitze::N,cacumen,пакӏэ
322,Ende::N,caput,кӏэ
323,Loch::N,foramen,гъуа́н
324,Winkel::N,angulus,къогъу
325,Muster::N,exemplum,тхыпхъэ
326,Größe::N,magnitudo,иина́гъ
327,Länge::N,longitudo,икӏыхьа́гъ
328,Höhe::N,altitudo,лъэгагъ
329,Gewicht::N,pondus,онтэгъугъэ́
330,Menge::N,copia,пчъагъэ́
331,Haufen::N,acervus,ӏат
332,Reihe::N,ordo,саты́р
333,Boot::N,navicula,къуашъо́
334,Ruder::N,remus,къошъобэ́щ
335,Schlitten::N,sclodia,
336,Ski::N,narta,лыжэхэр
337,Lagerfeuer::N,ignis,пхъэмашӏу
338,Last::N,onus,
339,Gang::N,cursus,кӏоныр
340,Schritt::N,gradus,лъэубэ́къу
341,Norden::N,septentriones,темы́р
342,Süden::N,meridies,къыблэ́
343,Westen::N,occidens,тыгъэкъохьа́пӏ
344,Osten::N,oriens,тыгьэкъокӏы́пӏ
345,Holz::N,lignum,чъыгы́
346,Brett::N,tabula,пхъэ́мбгъу
347,Platte::N,lamina,упсыхьагъ
348,Stütze::N,adminiculum,кӏэгъэкъон
349,Stange::N,pertica,къорэ́гъ
350,Stock::N,baculum,бэщ
351,Stab::N,scipio,бэщ кӏы́хь
352,Rohr::N,tubus,онджэкъ
353,Haus::N,aedes,унэ́
354,Heim::N,domicilium,унэ́
355,Ofen::N,fornax,гъэжъэн
356,Fußboden::N,solum,джэхашъу
357,Tisch::N,mensa,стол
358,Stuhl::N,sella,пхъэнтӏэ́кӏу
359,Wiege::N,cunae,кушъэ́
360,Bett::N,lectus,пӏэкӏо́р
361,Regal::N,foruli,мэкӏай
362,Kiste::N,cista,ящык
363,Fenster::N,fenestra,шъхьаныгъу́пчъ
364,Tür::N,ianua,пчъэ
365,Tor::N,porta,къэла́пчъ
366,Zaun::N,saepes,шӏыхьагъэ́
367,Dach::N,tectum,шъхьэ́
368,Leiter::N,scalae,лъэо́й
369,Leiter::N,scalae,дэкӏояпӏэ́
370,Besen::N,scopae,пхъэнкӏы́пхъ
371,Spaten::N,pala,къазгъы́р
372,Schaufel::N,pala,хэӏалъ
373,Gabel::N,fuscinula,цацэ
374,Löffel::N,coclear,джэмы́шх
375,Messer::N,culter,шъэжъы́й
376,Nagel::N,clavus,гъучӏыӏу́н
377,Netz::N,rete,хъытыу
378,Haken::N,hamus,хьажтӏаркъу
379,Griff::N,manubrium,къопс
380,Schloss::N,claustra,ӏункӏы́бз
381,Bild::N,tabula,сурэ́т
382,Bild::N,pictura,сурэ́т
383,Figur::N,statunculum,
384,Puppe::N,pupa,нысхъа́п
385,Beutel::N,sacculus,дзыо́
386,Bündel::N,fascis,
387,Tasche::N,sacculus,ӏэлъмэ́къ
388,Eimer::N,situla,щалъ
389,Deckel::N,operculum,шъхьэ
390,Geschirr::N,vasa,хьакъу-шыкъу
391,Sack::N,saccus,дзыо́
392,Tasse::N,pocillum,чашк
393,Topf::N,olla,кастрюль
394,Kessel::N,aenum,шыуа́н
395,Essen::N,cena,шхэн
396,Nahrung::N,cibus,шхэн
397,Nahrung::N,alimenta,шхэн
398,Speise::N,cibus,шхыныгъу
399,Fleisch::N,caro,лы
400,Getreide::N,frumentum,лэжьыгъацэ́
401,Brei::N,puls,пӏастэ́
402,Brot::N,panis,хьалыгъу
403,Scheibe::N,frustum,такъы́р
404,Fett::N,pingue,дагъэ́
405,Butter::N,butȳrum,тхъу
406,Öl::N,oleum,тхъу
407,Salz::N,sal,щыгъу
408,Suppe::N,ius,хьантхъупс
409,Honig::N,mel,шъоу́
410,Milch::N,lac,щэ
411,Tee::N,thea,щай
412,Leder::N,corium,кӏы́шъу
413,Wolle::N,lana,цы
414,Stoff::N,textum,шэкӏы
415,Nadel::N,acus,бгъэ́хаӏу
416,Faden::N,filum,ӏуда́н
417,Knopf::N,bulla,занкӏэу
418,Knoten::N,nodus,зэкъодзапӏэ
419,Farbe::N,pigmentum,краск
420,Kleidung::N,vestimenta,щыгъы́ны
421,Hemd::N,tunica,джан
422,Kragen::N,collare,пшъапӏ
423,Ärmel::N,manica,гъуап
424,Hose::N,bracae,гъончэ́дж
425,Gürtel::N,cingulum,бгыры́пх
426,Mütze::N,pilleus,паӏо́
427,Schuh::N,calceus,
428,Stiefel::N,pero,щазым
429,Stiefel::N,caliga,щазым
430,Ring::N,anulus,ӏэлъы́н
431,Band::N,redimiculum,лент
432,Kamm::N,pecten,мажь
433,Spiegel::N,speculum,гъундж
434,Riemen::N,lorum,бгыры́пх
435,Schnur::N,linum,кӏапсэ́
436,Leine::N,retinaculum,шъокӏапс
437,Decke::N,lodix,чыхӏэн
438,Kissen::N,pulvinus,шъхьант
439,Tuch::N,velum,шъхьэтехъу
440,Handtuch::N,mantele,ӏаплъэкӏ
441,Kraft::N,vis,къары́у
442,Kraft::N,vis,кӏуачӏэ́
443,Stärke::N,robur,кӏуачӏэ́
444,Gesundheit::N,valetudo,псауныгъ
445,Krankheit::N,morbus,узы
446,Schmerz::N,dolor,узы
447,Wunde::N,vulnus,уӏагъэ́
448,Fieber::N,febris,техьа́гъу
449,Fieber::N,febris,жъоку
450,Arznei::N,remedium,ӏэзэ́гъу
451,Brücke::N,pons,лъэмы́д ж
452,Brunnen::N,puteus,псынэ́
453,Weide::N,pascua,хъупӏэ́
454,Pfad::N,semita,лъагъу
455,Weg::N,iter,гъо́гу
456,Straße::N,via,гъо́гу
457,Dorf::N,vicus,къуа́дж
458,Stadt::N,urbs,къалэ́
459,Stadt::N,oppidum,къалэ́
460,Brief::N,epistula,тхэн
461,Brief::N,epistula,письмэ
462,Buch::N,liber,тхы́лъ
463,Buchstabe::N,littera,хьары́ф
464,Zeitung::N,diurnum,газет
465,Leben::N,vita,гъашӏэ́
466,Tod::N,mors,аджал
467,Grab::N,sepulcrum,бэны́
468,Kirche::N,ecclesia,чылы́с
469,Sünde::N,peccatum,гунахь
470,Gott::N,deus,тхьэ
471,Arbeiter::N,operarius,рабоч
472,Chef::N,praefectus,гъэр
473,Meister::N,magister,ӏэпыӏа́с
474,Arzt::N,medicus,
475,Lehrer::N,magister,кӏэлэегъа́дж
476,Geld::N,aes,ахъщ
477,Geld::N,pecunia,ахъщ
478,Geschäft::N,negotium,ӏофшӏэн
479,Laden::N,taberna,туча́н
480,Preis::N,pretium,уасэ́
481,Ware::N,merx,хьап-щып
482,Nutzen::N,utilitas,чар
483,Nutzen::N,utilitas,федэ́
484,Reichtum::N,opes,байныгъ
485,Reichtum::N,divitiae,байныгъ
486,Welt::N,mundus,дуна́й
487,Land::N,terra,хэгъэ́́гу
488,Staat::N,res publica,къэралыгъу
489,König::N,rex,пачъы́хь
490,Macht::N,potestas,шынэгъакзэ́
491,Grenze::N,limes,гъуна́пкъ
492,Krieg::N,bellum,зао́
493,Feind::N,inimicus,пы́и
494,Gewalt::N,vis,егъэзыгъэныгъ
495,Kampf::N,pugna,бэнэныгъ
496,Bogen[Waffe]::N,arcus,щабз
497,Pfeil::N,sagitta,щэбза́щ
498,Gewehr::N,sclopetum,шхонч
499,Fehler::N,error,хэукъоныгъ
500,Lüge::N,mendacium,пцӏы
501,Schaden::N,damnum,зэра́р
502,Schaden::N,detrimentum,зэра́р
503,Unglück::N,miseria,тхьамыкӏагъу
504,Unglück::N,calamitas,тхьамыкӏагъу
505,Schuld::N,culpa,мысагъэ́
506,Alter::N,aetas,ныбжь
507,Schluss::N,finis,кӏэ
508,Zeit::N,tempus,уахътэ́
509,Tag::N,dies,мафэ́
510,Morgen::N,mane,пчэды́жь
511,Mittag::N,meridies,щэджагьу́
512,Abend::N,vesper,пчыхьэ́
513,Nacht::N,nox,чэщы́
514,Woche::N,septimana,тхьамафэ́
515,Monat::N,mensis,мазэ́
516,Jahr::N,annus,илъэ́с
517,Frühling::N,ver,гъатхэ́
518,Sommer::N,aestas,гъэмафэ́
519,Herbst::N,autumnus,бжыхьэ́
520,Winter::N,hiems,кӏыма́ф
521,Januar::N,Ianuarius,январь
522,Februar::N,Februarius,февраль
523,März::N,Martius,март
524,April::N,Aprilis,апрель
525,Mai::N,Maius,май
526,Juni::N,Iunius,июнь
527,Juli::N,Iulius,июль
528,August::N,Augustus,август
529,September::N,September,сентябрь
530,Oktober::N,Octobris,октябрь
531,November::N,Novembris,ноябрь
532,Dezember::N,December,декабрь
533,Montag::N,dies lunae,блыпэ́
534,Dienstag::N,dies Martis ,гъубдж
535,Mittwoch::N,dies Mercurii,бэрэскэжъый
536,Donnerstag::N,dies Iovis,мэфэ́ку
537,Freitag::N,dies Veneris,бэрэскэшху
538,Samstag::N,dies Saturni,шэмбэ́т
539,Sonntag::N,dominicus,тхьаума́ф
540,Sonntag::N,dies solis,тхьаума́ф
541,groß::A,magnus,ины́
542,klein::A,parvus,цӏы́кӏу
543,lang::A,longus,кӏыхьэ́
544,kurz::A,brevis,кӏэкӏы́
545,breit::A,latus,шъуамбгъо́
546,schmal::A,angustus,бгъузэ́
547,dicht::A,densus,ӏужъу́
548,dick[Gegenstand]::A,crassus,ӏужъу́
549,dünn::A,tenuis,пӏуакӏэ́
550,fein::A,subtilis,пӏуакӏэ́
551,fest::A,solidus,пытэ́
552,fest::A,stabilis,пытэ́
553,flach::A,planus,тешъо́
554,glatt::A,levis,зэны́бжь
555,hart::A,durus,пытэ́
556,weich::A,mollis,шъабэ́
557,rund::A,rotundus,хъура́й
558,spitz::A,acutus,папцӏэ́
559,scharf::A,acer,чан
560,stumpf::A,hebes,цако́
561,schwer::A,gravis,онтэ́гъу
562,schön::A,pulcher,дахэ́
563,schön::A,formosus,дахэ́
564,heiß::A,fervidus,жъо́ркъ
565,warm::A,calidus,фабэ́у
566,kalt::A,frigidus,чъыӏэ́
567,kühl::A,frigidus,чъыӏэтагъ
568,frisch::A,recens,чъыӏэтагъ
569,feucht::A,umidus,шынагъэ зиӏэ
570,feucht::A,umidus,шынэгъакӏэ зиӏэ
571,nass::A,madidus,цӏынэ́
572,trocken::A,aridus,гъушъ
573,trocken::A,aridus,чъэпхъыгъ
574,voll::A,plenus,из
575,voll::A,plenus,изыбз
576,leer::A,vacuus,нэкӏы́
577,offen::A,apertus,зэдэхыгъэ
578,geschlossen::A,clausus,зэфэшӏыгъ
579,sauber::A,lautus,къабзэ́
580,schmutzig::A,sordidus,шӏо́и
581,roh::A,crudus,мыжъо́
582,reif::A,maturus,чъэпхъыгъ
583,lecker::A,delicatus,го́хьы
584,süß::A,dulcis,ӏэшӏу
585,bitter::A,amarus,дыджы́
586,bitter::A,acerbus,дыджы́
587,sauer::A,acidus,хафэ́
588,hell::A,clarus,нэфын
589,dunkel::A,obscurus,мэзэхэ
590,schwarz::A,niger,шӏуцӏэ
591,weiß::A,albus,фыжьы́
592,rot::A,ruber,плъыжьы́
593,gelb::A,flavus,гъожьы́
594,blau::A,caeruleus,шхъуантӏэ
595,grün::A,viridis,шхъуантӏэ
596,grau::A,canus,шхъо
597,bunt::A,varius,къолэны
598,billig::A,vilis,пыут
599,teuer::A,carus,сикӏа́с
600,teuer::A,carus,силъа́пӏ
601,wertvoll::A,pretiosus,пкӏэ зиӏ
602,wertvoll::A,pretiosus,уасэ́ зыфа́шӏ
603,blind::A,caecus,нэшъу́
604,taub::A,surdus,дэгу
605,kräftig::A,robustus,лъэ́ш
606,stark::A,firmus,лъэ́ш
607,stark::A,validus,лъэ́ш
608,schwach::A,debilis,хъыбэй
609,schwach::A,infirmus,хъыбэй
610,fett::A,crassus,пщэры́
611,schlank::A,procerus,ищыгъэ
612,hübsch::A,pulcher,дахэ́
613,böse::A,improbus,ябгэ
614,dumm::A,stultus,делэ
615,dumm::A,stupidus,делэ
616,faul::A,piger,шъхьахы́нэ
617,fleißig::A,sedulus,егугъурэ
618,geizig::A,avarus,тхьацэ
619,klug::A,prudens,акъылышӏу́
620,geschickt::A,sollers,ӏэпэӏэсэ́
621,geschickt::A,sollers,шо́у шӏыгъэ́
622,lieb::A,carus,псэм фэд
623,lustig::A,iocosus,чэф
624,sanft::A,clemens,ӏушъа́б
625,hungrig::A,impastus,гъаблэ́
626,krank::A,aeger,сыма́дж
627,nackt::A,nudus,пцӏанэ́
628,traurig::A,maestus,нэшхъэй
629,lebendig::A,vivus,
630,gut::A,bonus,дэгъу́
631,schlecht::A,malus,дэи
632,richtig::A,rectus,тэрэз
633,schlimm::A,malus,щынэгъо
634,wahr::A,verus,шъыпкъэ́
635,alt::A,antiquus,жъы
636,neu::A,novus,кӏэ
637,ehemalig::A,pristinus,-щтыгъэ
638,ehemalig::A,pristinus,-гъэ
639,alt[Lebewesen]::A,vetus,жъы
640,jung::A,iuvenis,ныбжьыкӏэ́
641,arm::A,pauper,тхьамы́кӏ
642,reich::A,dives,бай
643,bekannt::A,notus,нэӏуа́с
644,berühmt::A,celeber,цӏэры́ӏу
645,berühmt::A,illustris,цӏэры́ӏу
646,fremd::A,peregrinus,хымэ
647,verschieden::A,varius,зэфэшъхьафы
648,nah::A,propinquus,благъэ́
649,fern::A,longinquus,чыжьэ
650,linker::A,sinister,сэмэ́гу
651,rechter::A,dexter,джабгъу
652,anderer::A,alius,нэмы́кӏ
653,erster::A,primus,апэр
654,zweiter::A,secundus,я́тӏонэр
655,dritter::A,tertius,ящэнэр
656,letzter::A,ultimus,аужыр
657,allein::ADV,solum,зы
658,auf einmal::ADV,simul,ардэдэм
659,auf einmal::ADV,simul,асыхьатым
660,zusammen::ADV,una,зэгъусэхэ́у
661,lange::ADV,diu,бэрэ́
662,plötzlich::ADV,subito,зэкӏэм
663,plötzlich::ADV,repente,зэкӏэм
664,sofort::ADV,statim,ардэдэм
665,sofort::ADV,statim,асыхьатым
666,später::ADV,postea,нэужым
667,jetzt::ADV,nunc,джы
668,heute::ADV,hodie,непэ́
669,morgen::ADV,cras,неу́щы
670,bald::ADV,mox,псынкӏэу
671,dann::ADV,deinde,нэужым
672,gestern::ADV,heri,тыгъуа́с
673,einst::ADV,olim,зэгорэ́м
674,damals::ADV,tum,армэ
675,damals::ADV,tum,ащыгъум
676,danach::ADV,postea,нэужым
677,vorher::ADV,antea,нахьыпэм
678,zuerst::ADV,primo,
679,einmal::ADV,semel,зэ
680,manchmal::ADV,interdum,
681,oft::ADV,saepe,бэрэ
682,immer::ADV,semper,ренэ́у
683,niemals::ADV,numquam,
684,hier::ADV,hic,
685,hierhin::ADV,huc,
686,von hier::ADV,hinc,
687,dort::ADV,ibi,модэ
688,dorthin::ADV,eo,модэ́
689,geradeaus::ADV,recte,занкӏэу
690,vorwärts::ADV,porro,ыпэкӏэ
691,rückwärts::ADV,retro,ыужыкӏэ́
692,zurück::ADV,retro,ыужыкӏэ́
693,unten::ADV,infra,ычӏэкӏэ́
694,hinab::ADV,pessum,ычӏэгъы́
695,hinab::ADV,pessum,ычӏэкӏэ́
696,oben::ADV,supra,ышъхьагъы
697,hinauf::ADV,sursum,ышъхьагъыкӏэ
698,überall::ADV,ubique,тыди́
699,überall::ADV,ubique,тыдэкӏи́
700,nicht::ADV,non,-п
701,nicht::ADV,non,мы-
