,Concept_ID,hy,sah
80,Rauch::N,ծուխ,буруо
81,Funke::N,կայծ,кыым
82,Feuer::N,կրակ,уот
83,Feuer::N,հրդեհ,уот
84,Licht::N,լույս,уот
85,Schatten::N,ստվեր,күлүк
86,Wetter::N,եղանակ,күн-дьыл
87,Nebel::N,մեգ,туман
88,Nebel::N,մառախուղ,туман
89,Wolke::N,ամպ,былыт
90,Regen::N,անձրև,самыыр
91,Schnee::N,ձյուն,хаар
92,Eis::N,սառույց,муус
93,Frost::N,սառնամանիք,тымныы
94,Kälte::N,դող,тымныы
95,Hitze::N,շոգ,куйаас
96,Raureif::N,ցօղեղեամ,кырыа
97,Regenbogen::N,ծիածան,кустук
98,Donner::N,որոտ,этиҥ
99,Strömung::N,հոսանք,сүүрүк
100,Tropfen::N,կաթիլ,таммах
101,Tropfen::N,կաթիլ,хааппыла
102,Schaum::N,փրփուր,күүгэн
103,Schmutz::N,կեղտ,кир
104,See::N,լիճ,күөл
105,Sumpf::N,ճահիճ,бадараан
106,Moor::N,ճահիճ,дьэбэрэ
107,Wiese::N,մարգագետին,ходуһа
108,Wald::N,անտառ,ойуур
109,Hügel::N,բլուր,булгунньах
110,Anhöhe::N,բարձունք,үрдэл
111,Berg::N,լեռ,хайа
112,Gipfel::N,գագաթ,чыпчаал
113,Gipfel::N,կատար,чыпчаал
114,Höhle::N,քարայր,хайа_хаспаҕа
115,Höhle::N,քարայր,көҥүс
116,Abhang::N,լանջ,эниэ
117,Abhang::N,զառիվայր,эниэ
118,Quelle::N,աղբյուր,дьүүктэ
119,Bach::N,վտակ,үрүйэ
120,Fluss::N,գետ,өрүс
121,Ufer::N,ծովափ,биэрэк
122,Küste::N,ափ,кытыл
123,Küste::N,ծովափ,кытыл
124,Festland::N,ցամաք,кураанах сир
125,Meer::N,ծով,муора
126,Bucht::N,հաչիւն,хомо
127,Bucht::N,հաչիւն,бухта
128,Insel::N,վղզի,арыы
129,Blume::N,ծաղիկ,сибэкки
130,Gras::N,խոտ,от
131,Wurzel::N,արմատ,силис
132,Baum::N,ծառ,мас
133,Stamm::N,իրան,умнас
134,Rinde::N,կեղեւ,хатырык
135,Rinde::N,հաչոց,хатырык
136,Ast::N,ճյուղ,мутук
137,Zweig::N,ճյուղ,лабаа
138,Blatt::N,տերեւ,сэбирдэх
139,Birke::N,ցարասի,хатыҥ
140,Kiefer[Baum]::N,սոճի,бэс
141,Weide[Baum]::N,ուռենի,үөт
142,Weide[Baum]::N,ուռենի,талах
143,Tanne::N,եղեւին,харыйа
144,Feder::N,փետուր,куорсун
145,Fell::N,մորթի,тирии
146,Flügel::N,թեւ,кынат
147,Klaue::N,չանչ,тыҥырах
148,Kralle::N,ճանկ,баппаҕай
149,Schwanz::N,պոչ,кутурук
150,Ei::N,ձու,сымыыт
151,Nest::N,բույն,уйа
152,Bau::N,որջ,хороон
153,Bau::N,բայոց,хороон
154,Tier::N,կենդանի,кыыл
155,Tier::N,կենդանի,харамай
156,Herde::N,հոտ,үөр
157,Kuh::N,կով,ынах
158,Bulle::N,ցուլ,оҕус
159,Pferd::N,ձի,сылгы
160,Schaf::N,ոչխար,овца
161,Schwein::N,խոզ,сибиинньэ
162,Hund::N,շուն,ыт
163,Katze::N,կատու,куоска
164,Bär::N,արջ,эһэ
165,Eichhörnchen::N,սկյուռ,тииҥ
166,Elch::N,հիւսիսային եղջերու,тайах
167,Fuchs::N,աղվես,саһыл
168,Hase::N,նապաստակ,куобах
169,Maus::N,մուկ,кутуйах
170,Wolf::N,գայլ,бөрө
171,Vogel::N,թռչուն,көтөр
172,Schwarm::N,երամ,бөлөх
173,Huhn::N,հավ,куурусса
174,Hahn::N,աքաղաղ,бөтүүк
175,Gans::N,սագ,хаас
176,Adler::N,արծիվ,хотой
177,Ente::N,բադ,кус
178,Eule::N,բու,мэкчиргэ
179,Kranich::N,կռունկ,туруйа
180,Krähe::N,ագռավ,тураах
181,Kuckuck::N,կուկու,кэҕэ
182,Schwan::N,կարապ,куба
183,Fisch::N,ձուկ,балык
184,Barsch::N,պերկես,алыһар
185,Hecht::N,գայլաձուկ,сордон
186,Schlange[Tier]::N,օձ,моҕой
187,Schlange[Tier]::N,օձ,эриэн үөн
188,Wurm::N,որդ,үөн
189,Wurm::N,ճիճու,үөн
190,Spinne::N,սարդ,ооҕуй
191,Ameise::N,միջյուն,кымырдаҕас
192,Laus::N,ոջիլ,быт
193,Mücke::N,մժղուկ,кумаар
194,Fliege::N,ճանճ,сахсырҕа
195,Schmetterling::N,թիթեռ,лыах
196,Schmetterling::N,թիթեռ,үрүмэччи
197,Beere::N,հատապտուղ,отон
198,Apfel::N,խնձոր,яблоко
199,Pilz::N,սունկ,тэллэй
200,Zwiebel::N,սոխ,луук
201,Saat::N,սերմ,сиэмэ
202,Korn::N,հատիկ,сиэмэ
203,Heu::N,խոտ,от
204,Schale::N,կեղեւ,хах
205,Grube::N,փոս,дьаама
206,Falle::N,ծուղակ,сохсо
207,Schlinge::N,խեղդան,уктаа
208,Spur::N,հետք,суол
209,Asche::N,մոխիր,күл
210,Dreck::N,աղտ,бадараан
211,Eisen::N,երկաթ,тимир
212,Gold::N,ոսկի,көмүс
213,Gold::N,ոսկի,кыһыл көмүс
214,Silber::N,արծաթ,көмүс
215,Silber::N,արծաթ,үрүҥ көмүс
216,Kohle::N,քարածուխ,чох
217,Glas::N,ապակի,өстүөкүлэ
218,Lehm::N,կավ,туой
219,Sand::N,ավազ,кумах
220,Mensch::N,մարդ,киһи
221,Mann::N,մարդ,эр
222,Mann::N,տղամարդ,эр
223,Frau::N,կին,дьахтар
224,Kind::N,զավակ,оҕо
225,Junge::N,տղա,уол
226,Mädchen::N,աղջիկ,кыыс оҕо
227,Familie::N,ընտանիք,кэргэн
228,Großvater::N,պապ,эһэ
229,Großmutter::N,տատ,эбэ
230,Eltern::N,ծնողներ,аҕа-ийэ
231,Vater::N,հայր,аҕа
232,Mutter::N,մայր,ийэ
233,Sohn::N,որդի,уол
234,Tochter::N,աղջիկ,кыыс
235,Tochter::N,դուստր,кыыс
236,Bruder::N,եղբայր,убай
237,Bruder::N,եղբայր,быраат
238,Schwester::N,քույր,аҕас
239,Schwester::N,քույր,балыс
240,Onkel::N,քեռի,таай
241,Onkel::N,քեռի,абаҕа
242,Onkel::N,հորեղբայր,таай
243,Onkel::N,հորեղբայր,абаҕа
244,Tante::N,մորաքույր,эдьиий
245,Ehemann::N,մարդ,эр
246,Ehemann::N,ամուսին,эр
247,Ehefrau::N,կին ամուսին,ойох
248,Freude::N,ուրախություն,үөрүү
249,Gelächter::N,ծիծաղ,күлүү
250,Glück::N,երջանկություն,дьол
251,Glück::N,երջանկություն,соргу
252,Kummer::N,վիշտ,кутурҕан
253,Wunsch::N,ցանկություն,баҕарыы
254,Lust::N,փափագ,баҕа
255,Lust::N,իղձ,баҕа
256,Geist::N,ոգի,тыын
257,Gedanke::N,միտք,санаа
258,Gedächtnis::N,հիշողություն,өй
259,Verstand::N,խելք,өй
260,Sinn::N,իմաստ,суолта
261,Grund::N,պատճառ,төрүөт
262,Wahrheit::N,ճշմարտություն,кырдьык
263,Gespräch::N,զրույց,бэсиэдэ
264,Gespräch::N,զրույց,кэпсэтии
265,Märchen::N,պայիկի պատմություն,остуоруйа
266,Erzählung::N,պատմվածք,кэпсээн
267,Erzählung::N,պատմություն,кэпсээн
268,Nachricht::N,հաղորդագրություն,биллэриллии
269,Neuigkeit::N,լուր,сонун
270,Neuigkeit::N,նորություն,сонун
271,Name::N,անուն,аат
272,Rätsel::N,բարդ խնդիր,таабырын
273,Rede::N,ճառ,этии
274,Rede::N,ելույթ,этии
275,Sprache::N,լեզու,тыл
276,Stimme::N,ձայն,куолас
277,Wort::N,բառ,тыл
278,Zeichen::N,նշան,бэлиэ
279,Ruf::N,կոչ,ыҥырыы
280,Ruf::N,կանչ,ыҥырыы
281,Lärm::N,աղմուկ,айдаан
282,Laut::N,հնչյուն,тыас
283,Laut::N,ձայն,тыас
284,Ton::N,տոն,дорҕоон
285,Lied::N,երգ,ырыа
286,Ruhe::N,անդորրություն,уу чуумпу
287,Leute::N,մարդիկ,дьон
288,Volk::N,ազգ,дьон
289,Volk::N,ազգ,норуот
290,Arbeit::N,գործ,үлэ
291,Arbeit::N,աշխատանք,үлэ
292,Gast::N,հյուր,ыалдьыт
293,Geschenk::N,նվեր,бэлэх
294,Spiel::N,խաղ,оонньуу
295,Gesellschaft::N,ընկերություն,общество
296,Hilfe::N,օգնությթուն,көмө
297,Freund::N,ընկեր,доҕор
298,Freund::N,բարեկամ,доҕор
299,Kamerad::N,ուղեկից,атас
300,Angelegenheit::N,բան,дьыала
301,Angelegenheit::N,գործ,дьыала
302,Anzahl::N,քանակ,ахсаан
303,Anzahl::N,գումար,ахсаан
304,Art::N,տեսակ,биис
305,Stück::N,կտոր,кырбас
306,Teil::N,մաս,ирээт
307,Hälfte::N,կես,аҥар
308,Kreis::N,շիջանակ,төгүрүк
309,Kreis::N,շիջանակ,төгүрүмтэ
310,Kreuz::N,խաչ,кириэс
311,Linie::N,գիծ,сурааһын
312,Strich::N,գիծ,сурааһын
313,Abstand::N,անջրպետ,арыт
314,Entfernung::N,հեռավորություն,ыраах
315,Gegend::N,շրջան,сир
316,Platz::N,տարածություն,арыт
317,Ort::N,տեղ,сир
318,Ort::N,վայր,сир
319,Seite::N,կողմ,өрүт
320,Seite::N,կողմ,сирэй
321,Mitte::N,մեջտեղ,орто
322,Gegenstand::N,առարկա,предмет
323,Sache::N,բան,мал
324,Rand::N,վերջք,кытыы
325,Rand::N,վերջք,ойоҕос
326,Kante::N,եզր,кырыы
327,Ecke::N,անկյուն,муннук
328,Spitze::N,ծայր,чыпчаал
329,Ende::N,ծայր,төбө
330,Loch::N,անցք,тэһэҕэс
331,Loch::N,անցք,дьөлөҕөс
332,Winkel::N,անկյուն,муннук
333,Muster::N,օրինակ,оһуор
334,Größe::N,մեծություն,кээмэй
335,Länge::N,երկարություն,уста
336,Höhe::N,բարձրություն,үрдүк
337,Gewicht::N,կշիռ,ыйааһын
338,Menge::N,քանակ,ахсаан
339,Haufen::N,դեզ,чөмчөх
340,Haufen::N,կույտ,чөмчөх
341,Reihe::N,շարք,кэккэ
342,Reihe::N,կարգ,кэккэ
343,Boot::N,նավակ,оҥочо
344,Ruder::N,թի,эрдии
345,Ruder::N,թիակ,эрдии
346,Schlitten::N,բալխիր,сыарҕа
347,Ski::N,դահուկ,хайыһар
348,Lagerfeuer::N,բացօդեայ կրակ,кутаа
349,Last::N,բեռ,ыарахан
350,Gang::N,զբոսանք,хаамыы
351,Schritt::N,քայլ,хардыы
352,Norden::N,հյուսիս,хоту
353,Süden::N,հարավ,соҕуруу
354,Westen::N,արեւմուտք,арҕаа
355,Osten::N,արեւելք,илин
356,Holz::N,փայտ,мас
357,Brett::N,տախտակ,дуоска
358,Brett::N,տախտակ,хаптаһын
359,Platte::N,թիթեղ,билиитэ
360,Stütze::N,նեցուկ,тулааһын
361,Stange::N,ձող,ураҕас
362,Stock::N,փայտ,мас
363,Stock::N,փայտ,баалкы
364,Stab::N,ցուպ,ураҕас
365,Stab::N,գավազան,ураҕас
366,Rohr::N,խողովակ,турба
367,Haus::N,տուն,дьиэ
368,Heim::N,տուն,дьиэ
369,Ofen::N,վառարան,оһох
370,Fußboden::N,հատակ,муоста
371,Tisch::N,սեղան,остуол
372,Stuhl::N,աթոռ,устуул
373,Wiege::N,օրորոց,биһик
374,Bett::N,անկողին,кырабаат
375,Regal::N,դարակ,долбуур
376,Kiste::N,տուփ,дьааһык
377,Fenster::N,պատուհան,түннүк
378,Tür::N,դուռ,аан
379,Tor::N,դարպաս,аан
380,Zaun::N,ցանկապատ,соппулуот
381,Dach::N,տանիք,кырыыса
382,Dach::N,կտուր,кырыыса
383,Leiter::N,սանդուղք,кирилиэс
384,Besen::N,ավել,миинньик
385,Spaten::N,բահ,күрдьэх
386,Schaufel::N,թի,күрдьэх
387,Gabel::N,պատառաքաղ,биилкэ
388,Löffel::N,գդալ,луоска
389,Messer::N,դանակ,быһах
390,Nagel::N,մեխ,тоһоҕо
391,Netz::N,ցանց,илим
392,Haken::N,կարթ,көхө
393,Griff::N,կոթ,ук
394,Griff::N,կոթ,тутаах
395,Griff::N,բռնակ,ук
396,Griff::N,բռնակ,тутаах
397,Schloss::N,կողպեք,күлүүс
398,Bild::N,նկար,хартыына
399,Bild::N,պատկեր,хартыына
400,Figur::N,քանդակ,фигура
401,Figur::N,պատկեր,фигура
402,Puppe::N,տիկնիկ,куукула
403,Beutel::N,տոպրակ,мөһөөччук
404,Bündel::N,կապոց,баайыы
405,Tasche::N,պայուսակ,суумка
406,Eimer::N,դույլ,биэдэрэ
407,Deckel::N,կափարիչ,хаппах
408,Geschirr::N,ամանեղեն,иһит
409,Sack::N,պարկ,куул
410,Sack::N,տոպրակ,куул
411,Tasse::N,թաս,сэлиэнэй
412,Tasse::N,գավաթ,сэлиэнэй
413,Topf::N,անոթ,көстүрүүҥкэ
414,Kessel::N,կաթսա,хочуол
415,Essen::N,կերակուր,аһылык
416,Nahrung::N,ուտելիք,ас
417,Speise::N,խորտիկ,аһылык
418,Speise::N,կերակուր,аһылык
419,Fleisch::N,միս,эт
420,Getreide::N,հացահատիկ,злактар
421,Brei::N,լանդակ,хааһы
422,Brot::N,հաց,килиэп
423,Scheibe::N,կտոր,куһуок
424,Scheibe::N,պատառ,куһуок
425,Fett::N,ճարպ,сыа
426,Butter::N,կարագ,арыы
427,Öl::N,ձեթ,арыы
428,Salz::N,աղ,туус
429,Suppe::N,սուպ,мин
430,Suppe::N,ապուր,мин
431,Honig::N,մեղր,мүөт
432,Milch::N,կաթ,үүт
433,Tee::N,թեյ,чэй
434,Leder::N,կաշի,тирии
435,Wolle::N,բուրդ,түү
436,Stoff::N,գործվածք,таҥас
437,Nadel::N,ասեղ,иннэ
438,Faden::N,թել,сап
439,Knopf::N,կոճակ,тимэх
440,Knoten::N,հանգույց,түмүк
441,Farbe::N,ներկ,кырааска
442,Kleidung::N,հագուստ,таҥас
443,Hemd::N,վերնաշապիկ,ырбаахы
444,Kragen::N,օձիք,саҕа
445,Ärmel::N,թեւք,сиэх
446,Hose::N,շալվար,ыстаан
447,Hose::N,շալվար,бүрүүкэ
448,Gürtel::N,գոտի,кур
449,Mütze::N,կեպի,бэргэһэ
450,Schuh::N,կոշիկ,бачыыҥка
451,Stiefel::N,երկարաճիթ կոշիկ,саппыкы
452,Ring::N,զնգալ,биһилэх
453,Band::N,ժապավեն,лиэнтэ
454,Kamm::N,սանր,тараах
455,Spiegel::N,հայելի,сиэркилэ
456,Riemen::N,փոկ,кур
457,Schnur::N,լար,быа
458,Leine::N,փոկ,тэһиин
459,Decke::N,վերմակ,суорҕан
460,Kissen::N,բարձ,сыттык
461,Tuch::N,թաշկինակ,былаат
462,Handtuch::N,սրբիչ,соттор
463,Kraft::N,ուժ,сыра
464,Stärke::N,պնդություն,күүс
465,Stärke::N,ամրություն,күүс
466,Gesundheit::N,առողջություն,доруобуйа
467,Krankheit::N,ախտ,ыарыы
468,Krankheit::N,հիվանդություն,ыарыы
469,Schmerz::N,ցավ,ыарыы
470,Schmerz::N,տանջանք,ыарыы
471,Wunde::N,վերք,баас
472,Fieber::N,տենդ,түрүлгэн
473,Fieber::N,տենդ,лихорадка
474,Fieber::N,տենդ,температура
475,Arznei::N,դեղ,эмп
476,Brücke::N,կամուրջ,күргэ
477,Brunnen::N,հոր,холуодьас
478,Brunnen::N,ջրհոր,холуодьас
479,Weide::N,արոտավայր,мэччирэҥ
480,Pfad::N,արահետ,ыллык
481,Weg::N,ուղի,суол
482,Straße::N,ճանապարհ,суол
483,Dorf::N,գյուղ,дэриэбинэ
484,Stadt::N,քաղաք,куорат
485,Brief::N,նամակ,сурук
486,Buch::N,գիրք,кинигэ
487,Buchstabe::N,տառ,буква
488,Buchstabe::N,գիր,буква
489,Zeitung::N,լրագիր,хаһыат
490,Leben::N,կյանք,тыын
491,Tod::N,մահ,өлүү
492,Grab::N,գերեզման,иин
493,Kirche::N,եկեղեցի,таҥара дьиэтэ
494,Sünde::N,մեղք,айыы
495,Gott::N,աստված,тангара
496,Arbeiter::N,բանվոր,үлэһит
497,Arbeiter::N,աշխատող,үлэһит
498,Chef::N,տեր,баһылык
499,Chef::N,տեր,начальник
500,Meister::N,վարպետ,уус
501,Meister::N,վարպետ,маастар
502,Arzt::N,բժիշկ,врач
503,Lehrer::N,ուսուցիչ,учуутал
504,Geld::N,փող,харчы
505,Geschäft::N,գործ,идэ
506,Geschäft::N,աշխատանք,идэ
507,Laden::N,կրպակ,маҕаһыын
508,Laden::N,խանութ,маҕаһыын
509,Preis::N,գին,сыана
510,Ware::N,ապրանք,табаар
511,Nutzen::N,օգուտ,туһа
512,Reichtum::N,հարստություն,баай
513,Welt::N,աշխարհ,аан дойду
514,Land::N,երկիր,дойду
515,Staat::N,պետություն,государство
516,König::N,արքա,король
517,König::N,թագավոր,король
518,Macht::N,իշխանություն,былаас
519,Grenze::N,սահման,кыраныысса
520,Krieg::N,պատերազմ,сэрии
521,Feind::N,թշնամի,өстөөх
522,Gewalt::N,բռնություն,күүһүлээһин
523,Gewalt::N,սաստկություն,күүһүлээһин
524,Kampf::N,մարտ,охсуһуу
525,Bogen[Waffe]::N,աղեղ,ох
526,Pfeil::N,նետ,ох
527,Gewehr::N,հրացան,саа
528,Fehler::N,սխալ,сыыһа
529,Lüge::N,սուտ,сымыйа
530,Schaden::N,վնաս,хоромньу
531,Unglück::N,դժբախտություն,алдьархай
532,Schuld::N,պակասություն,буруй
533,Alter::N,հասակ,саас
534,Schluss::N,վերջ,тиһэх
535,Schluss::N,վախճան,тиһэх
536,Zeit::N,ժամանակ,бириэмэ
537,Tag::N,օր,күн
538,Morgen::N,առավոտ,сарсыарда
539,Mittag::N,կեսօր,күн ортото
540,Abend::N,երեկո,киэһэ
541,Nacht::N,գիշեր,түүн
542,Woche::N,շաբաթ,нэдиэлэ
543,Monat::N,ամիս,ый
544,Jahr::N,տարի,сыл
545,Jahr::N,տարի,дьыл
546,Frühling::N,գարուն,саас
547,Sommer::N,ամառ,сайын
548,Herbst::N,աշուն,күһүн
549,Winter::N,ձմեռ,кыһын
550,Januar::N,հունվար,тохсунньу
551,Februar::N,փետրվար,олунньу
552,März::N,մարտ,кулун тутар
553,April::N,ապրիլ,муус устар ый
554,Mai::N,մայիս,ыам ыйа
555,Juni::N,հունիս,бэс ыйа
556,Juli::N,հուլիս,от ыйа
557,August::N,օգոստոս,атырдьах ыйа
558,September::N,սեպտեմբեր,балаҕан ыйа
559,Oktober::N,հոկտեմբեր,алтынньы
560,November::N,նոյեմբեր,сэтинньи
561,Dezember::N,դեկտեմբեր,ахсынньы
562,Montag::N,երկուշաբթի,бэнидиэнньик
563,Dienstag::N,երեքշաբթի,оптуорунньук
564,Mittwoch::N,չորեքշաբթի,сэрэдэ
565,Donnerstag::N,հինգշաբթի,чэппиэр
566,Freitag::N,ուրբաթ,бээтинсэ
567,Samstag::N,շաբաթ,субуота
568,Sonntag::N,կիրակի,баскыһыанньа
569,groß::A,մեծ,бөдөҥ
570,groß::A,մեծ,улахан
571,groß::A,խոշոր,бөдөҥ
572,groß::A,խոշոր,улахан
573,klein::A,պստիկ,кыр
574,klein::A,փոքրիկ,кыр
575,lang::A,երկար,уһун
576,kurz::A,կարճ,кылгас
577,breit::A,լայն,кэтит
578,schmal::A,նեղ,кыараҕас
579,dicht::A,խիտ,хойуу
580,dick[Gegenstand]::A,հաստ,суон
581,dick[Gegenstand]::A,հաստ,хойуу
582,dünn::A,բարակ,чараас
583,fein::A,նուրբ,бытархай
584,fein::A,նուրբ,синньигес
585,fest::A,ամուր,бөҕө
586,fest::A,ամուր,кытаанах
587,fest::A,պինդ,бөҕө
588,fest::A,պինդ,кытаанах
589,flach::A,տափակ,хаптаҕай
590,glatt::A,հարթ,кылааккай
591,hart::A,կարծր,хатан
592,hart::A,կարծր,кытаанах
593,weich::A,մեղմ,сымнаҕас
594,weich::A,փափուկ,сымнаҕас
595,rund::A,կլոր,төгүрүк
596,spitz::A,սրածայր,сытыы
597,spitz::A,սրածայր,уһуктаах
598,scharf::A,սուր,сытыы
599,stumpf::A,գուլ,сыппах
600,schwer::A,ծանր,ыарахан
601,schön::A,սիրուն,кыраһыабай
602,schön::A,գեղեցիկ,кыраһыабай
603,heiß::A,թեժ,итии
604,warm::A,տաք,ичигэс
605,warm::A,ջերմ,ичигэс
606,kalt::A,ցուրտ,тымныы
607,kühl::A,զով,сөрүүн
608,frisch::A,թարմ,ыраас
609,frisch::A,թարմ,сөрүүн
610,frisch::A,թարմ,тымныы
611,feucht::A,ղոնավ,сииктээх
612,nass::A,թաց,инчэҕэй
613,trocken::A,ցամաք,кураан
614,voll::A,լի,толору
615,voll::A,լիքը,толору
616,leer::A,դատարկ,иччитэх
617,offen::A,բաց,аһаҕас
618,geschlossen::A,գոց,бүтэй
619,sauber::A,մաքուր,сэбэр
620,schmutzig::A,կեղտոտ,кирдээх
621,roh::A,հում,сиикэй
622,reif::A,հասած,буспут
623,reif::A,հասած,сиппит-хоппут
624,reif::A,հասուն,буспут
625,reif::A,հասուն,сиппит-хоппут
626,lecker::A,համեղ,минньигэс
627,süß::A,անուշ,минньигэс
628,bitter::A,կծու,аһыы
629,sauer::A,թթու,аһыы
630,sauer::A,թթված,аһыы
631,hell::A,պայծառ,сырдык
632,hell::A,խելամիտ,сырдык
633,dunkel::A,մութ,хараҥа
634,schwarz::A,սեւ,хара
635,weiß::A,սպիտակ,үрүҥ
636,weiß::A,սպիտակ,маҥан
637,rot::A,կարմիր,кыһыл
638,gelb::A,դեղին,саһархай
639,blau::A,կապույտ,күөх
640,grün::A,կանաչ,күөх
641,grün::A,կանաչ,от күөҕэ
642,grau::A,գորշ,сиэрэй
643,bunt::A,գոյնզգոյն,эриэн
644,billig::A,էժան,чэпчэки
645,teuer::A,թանկ,сыаналаах
646,wertvoll::A,թանկարժեք,сыаналаах
647,blind::A,կույր,хараҕа суох
648,taub::A,խուլ,дьүлэй
649,kräftig::A,հզոր,модун
650,stark::A,ուժեղ,күүстээх
651,schwach::A,տկար,мөлтөх
652,schwach::A,թույլ,мөлтөх
653,fett::A,գեր,эмис
654,schlank::A,նիհար,дьылҕан
655,schlank::A,նիհար,дьыпсаҕай
656,hübsch::A,գրավիչ,олус кэрэ
657,hübsch::A,գրավիչ,көрүөхтэн үчүгэй
658,hübsch::A,սիրունիկ,олус кэрэ
659,hübsch::A,սիրունիկ,көрүөхтэн үчүгэй
660,böse::A,չար,өһүөннээх
661,dumm::A,հիմար,акаары
662,faul::A,ծույլ,нэс
663,fleißig::A,ջանասեր,кыһамньылаах
664,fleißig::A,փութաջան,кыһамньылаах
665,geizig::A,ագահ,иҥсэлээх
666,geizig::A,կծծի,иҥсэлээх
667,klug::A,խելոք,өйдөөх
668,klug::A,ընդունակ,өйдөөх
669,geschickt::A,ճարտար,наһаа дьоҕурдаах
670,lieb::A,սիրելի,тапталлаах
671,lustig::A,զվարթ,көрдөөх
672,sanft::A,հեզ,намчы
673,sanft::A,հեզ,сымнаҕас
674,hungrig::A,քաղցած,аччык
675,krank::A,հիվանդ,ыалдьар
676,nackt::A,մերկ,сыгынньах
677,traurig::A,տխուր,санаарҕабыллаах
678,lebendig::A,կենդանի,тыыннаах
679,gut::A,լավ,үтүө
680,gut::A,լավ,үчүгэй
681,schlecht::A,վատ,куһаҕан
682,richtig::A,ձիշտ,сөп
683,schlimm::A,լղրճուկ,сидьиҥ
684,schlimm::A,լղրճուկ,быдьар
685,wahr::A,ճիշտ,кырдьык
686,wahr::A,իրական,кырдьык
687,alt::A,հին,былыргы
688,neu::A,նոր,саҥа
689,ehemalig::A,նախկին,урукку
690,alt[Lebewesen]::A,ծեր,кырдьаҕас
691,alt[Lebewesen]::A,պառավ,кырдьаҕас
692,jung::A,մատաղ,эдэр
693,arm::A,աղքատ,дьадаҥы
694,reich::A,հարուստ,баай
695,bekannt::A,ծանոթ,билэр
696,berühmt::A,հայտնի,аатырбыт
697,berühmt::A,հռչակավոր,аатырбыт
698,fremd::A,օտար,атын
699,verschieden::A,տարբեր,араас
700,nah::A,մոտ,чугас
701,nah::A,մերձ,чугас
702,fern::A,հեռավոր,ыраах
703,linker::A,ձախ,хаҥас
704,rechter::A,աջ,уҥа
705,anderer::A,այլ,атын
706,anderer::A,ուրիշ,атын
707,erster::A,առաջին,маҥнайгы
708,zweiter::A,երկրորդ,иккис
709,dritter::A,երրորդ,үһүс
710,letzter::A,վերջին,тиһэх
711,allein::ADV,միայնակ,соҕотох
712,auf einmal::ADV,միասնաբար,биирдэ
