,Concept_ID,ja,vep
66,Sonne::N,太陽,päiväine
67,Mond::N,月,kudmaine
68,Stern::N,星,tähtaz
69,Luft::N,空気,il'm
70,Wind::N,風,döl
71,Wind::N,風,tullei
72,Welle::N,波,ald
73,Welle::N,波,laineh
74,Wasser::N,水,vezi
75,Stein::N,石,kivi
76,Boden::N,土地,ma
77,Boden::N,土地,pohj
78,Erde::N,土,ma
79,Staub::N,埃,pölü
80,Rauch::N,煙,savu
81,Funke::N,火花,kibin
82,Feuer::N,火,lämoi
83,Licht::N,光,vauktuz
84,Schatten::N,陰,pil'vez
85,Schatten::N,陰,kuvahaine
86,Wetter::N,天気,sä
87,Nebel::N,霧,sumeg
88,Wolke::N,雲,pil'v
89,Regen::N,雨,vihm
90,Schnee::N,雪,lumi
91,Eis::N,氷,jä
92,Frost::N,霜,hala
93,Frost::N,霜,pakaine
94,Kälte::N,寒さ,vilu
95,Hitze::N,暑さ,räk
96,Raureif::N,霧氷,hüde
97,Regenbogen::N,虹,jumalanbembel'
98,Donner::N,雷,juru
99,Donner::N,雷,jumalanjuru
100,Strömung::N,流れ,joksmuz
101,Tropfen::N,滴,tilkuine
102,Schaum::N,泡,vaht
103,Schmutz::N,汚れ,redu
104,Schmutz::N,汚れ,pačak
105,See::N,湖,järv
106,Sumpf::N,沼,so
107,Moor::N,湿原,so
108,Wiese::N,草原,nit
109,Wald::N,森,mec
110,Hügel::N,丘,kukaz
111,Anhöhe::N,高み,kukaz
112,Berg::N,山,mägi
113,Gipfel::N,頂上,ladv
114,Höhle::N,洞窟,mägionduz
115,Abhang::N,斜面,paute
116,Quelle::N,泉,lähte
117,Bach::N,小川,oja
118,Fluss::N,川,jogi
119,Ufer::N,岸,rand
120,Küste::N,海岸,randišt
121,Festland::N,陸,kuivma
122,Meer::N,海,meri
123,Bucht::N,湾,laht
124,Insel::N,島,sar'
125,Blume::N,花,änik
126,Gras::N,草,hein
127,Wurzel::N,根,jur'
128,Baum::N,木,pu
129,Stamm::N,幹,tüvi
130,Rinde::N,皮層,kor'
131,Ast::N,枝,oks
132,Zweig::N,小枝,oks
133,Zweig::N,小枝,barb
134,Blatt::N,葉,lehtez
135,Birke::N,樺,koiv
136,Kiefer[Baum]::N,松,pedai
137,Weide[Baum]::N,柳,raid
138,Tanne::N,樅,kuz'
139,Horn::N,角,sar'v
140,Feder::N,羽根,höuneh
141,Fell::N,毛皮,nahk
142,Flügel::N,羽,suug
143,Klaue::N,鉤爪,künz'
144,Kralle::N,爪,künz'
145,Schwanz::N,尻尾,händ
146,Ei::N,卵,muna
147,Nest::N,巣,peza
148,Bau::N,穴,uru
149,Tier::N,動物,živat
150,Herde::N,群れ,kogo
151,Kuh::N,牛,lehm
152,Bulle::N,雄牛,härg
153,Pferd::N,馬,hebo
154,Schaf::N,羊,lambaz
155,Schwein::N,豚,siga
156,Hund::N,犬,koir
157,Katze::N,猫,kaži
158,Bär::N,熊,kondi
159,Eichhörnchen::N,栗鼠,orav
160,Elch::N,ヘラジカ,hirb'
161,Fuchs::N,狐,reboi
162,Hase::N,兎,jäniš
163,Maus::N,鼠,hir'
164,Wolf::N,狼,händikaz
165,Vogel::N,鳥,lind
166,Schwarm::N,群れ,parveh
167,Huhn::N,鶏,kana
168,Hahn::N,雄鶏,kukoi
169,Gans::N,ガチョウ,hanh'
170,Adler::N,鷲,orl
171,Ente::N,鴨,sorz
172,Eule::N,フクロウ,hir'pulo
173,Kranich::N,鶴,kurg
174,Krähe::N,烏,variš
175,Kuckuck::N,郭公,kägi
176,Schwan::N,白鳥,joucen
177,Fisch::N,魚,kala
178,Barsch::N,鱸,ahven
179,Hecht::N,川魳,haug'
180,Schlange[Tier]::N,蛇,kü
181,Schlange[Tier]::N,蛇,mado
182,Wurm::N,虫,mado
183,Spinne::N,蜘蛛,hämähouk
184,Ameise::N,蟻,murahaine
185,Laus::N,虱,täi
186,Mücke::N,蚊,säs'k
187,Fliege::N,蝿,kärbhaine
188,Schmetterling::N,蝶,lipkaine
189,Beere::N,漿果,marj
190,Apfel::N,林檎,jablok
191,Pilz::N,茸,sen'
192,Pilz::N,茸,babuk
193,Zwiebel::N,玉葱,lauk
194,Saat::N,種,semned
195,Korn::N,粒,jüvä
196,Korn::N,粒,vill'
197,Heu::N,干し草,hein
198,Schale::N,皮,kor'
199,Grube::N,穴,kop
200,Falle::N,わな,rida
201,Schlinge::N,輪,rihm
202,Spur::N,跡,jäl'g
203,Asche::N,灰,tuhk
204,Dreck::N,泥,redu
205,Dreck::N,泥,pačak
206,Eisen::N,鉄,raud
207,Gold::N,金,kuld
208,Silber::N,銀,hobed
209,Kohle::N,炭,hil'
210,Glas::N,ガラス,stökol
211,Lehm::N,ローム,savi
212,Sand::N,砂,lete
213,Mensch::N,人,mez'
214,Mensch::N,人,ristit
215,Mann::N,男,mez'
216,Mann::N,男性,mez'
217,Frau::N,女,naine
218,Frau::N,女性,naine
219,Kind::N,子,laps'
220,Kind::N,子供,laps'
221,Junge::N,男の子,poig
222,Junge::N,男の子,prihaine
223,Mädchen::N,女の子,neičukaine
224,Familie::N,家族,kanz
225,Familie::N,家族,pereh
226,Großvater::N,祖父,ded
227,Großvater::N,おじいさん,ded
228,Großmutter::N,祖母,bab
229,Großmutter::N,おばあさん,bab
230,Eltern::N,親,vanhembad
231,Eltern::N,親,kazvatajad
232,Eltern::N,両親,vanhembad
233,Eltern::N,両親,kazvatajad
234,Vater::N,父,tat
235,Vater::N,お父さん,tat
236,Mutter::N,母,mam
237,Mutter::N,お母さん,mam
238,Sohn::N,息子,poig
239,Sohn::N,息子さん,poig
240,Tochter::N,娘,tütär
241,Tochter::N,お嬢さん,tütär
242,Bruder::N,弟,veik
243,Bruder::N,弟,vell'
244,Schwester::N,妹,čiža
245,Schwester::N,妹,sizar
246,Onkel::N,伯父,däd'
247,Onkel::N,伯父さん,däd'
248,Tante::N,叔母,tädi
249,Tante::N,叔母さん,tädi
250,Ehemann::N,夫,mužik
251,Ehemann::N,主人,mužik
252,Ehefrau::N,妻,ak
253,Ehefrau::N,奥さん,ak
254,Freude::N,喜び,ilo
255,Freude::N,喜び,ihastuz
256,Gelächter::N,笑い,nagr
257,Glück::N,幸せ,oza
258,Kummer::N,悩み,gor'a
259,Wunsch::N,希望,taht
260,Lust::N,気,himo
261,Geist::N,精神,heng
262,Gedanke::N,考え,meletuz
263,Gedächtnis::N,記憶,mušt
264,Verstand::N,理解力,mel'
265,Sinn::N,意味,jüvä
266,Grund::N,理由,sü
267,Wahrheit::N,真実,tozi
268,Gespräch::N,会話,lodu
269,Gespräch::N,会話,pagin
270,Märchen::N,童話,sarn
271,Erzählung::N,物語,sanutez
272,Nachricht::N,報告,tedotuz
273,Neuigkeit::N,ニュース,uzištuz
274,Name::N,名前,nimi
275,Rätsel::N,謎,ozoitez
276,Rede::N,演説,pagin
277,Rede::N,演説,sanad
278,Sprache::N,言語,kel'
279,Stimme::N,声,än'
280,Wort::N,言葉,sana
281,Zeichen::N,記号,znam
282,Ruf::N,呼び声,kida
283,Ruf::N,呼び声,kucund
284,Lärm::N,騒音,judu
285,Laut::N,音,kulund
286,Ton::N,音,kulund
287,Lied::N,歌,pajo
288,Ruhe::N,静けさ,lebu
289,Leute::N,人々,rahvaz
290,Volk::N,民族,rahvaz
291,Arbeit::N,仕事,tö
292,Arbeit::N,仕事,rad
293,Gast::N,客,adiv
294,Geschenk::N,贈り物,lahj
295,Spiel::N,遊び,vänd
296,Gesellschaft::N,社会,sebr
297,Hilfe::N,援助,abu
298,Freund::N,友達,sebranik
299,Kamerad::N,同志,sebranik
300,Angelegenheit::N,件,azj
301,Anzahl::N,数,lugu
302,Art::N,種類,rod
303,Art::N,種類,rodsugu
304,Stück::N,部分,pala
305,Stück::N,部分,supal
306,Teil::N,部分,pala
307,Hälfte::N,半分,pol'
308,Kreis::N,円,ümbruz
309,Kreis::N,円,kehkruz
310,Kreuz::N,十字,rist
311,Linie::N,線,pird
312,Strich::N,線,pird
313,Abstand::N,距離,keskust
314,Entfernung::N,距離,matk
315,Gegend::N,辺,taho
316,Gegend::N,地域,taho
317,Platz::N,ゆとり,avaruz'
318,Ort::N,所,koht
319,Ort::N,場所,koht
320,Seite::N,横,pol'
321,Seite::N,横,kül'g
322,Mitte::N,真ん中,kesk
323,Gegenstand::N,物件,kalu
324,Sache::N,物,azj
325,Rand::N,端,röun
326,Kante::N,縁,röun
327,Ecke::N,角,saum
328,Spitze::N,先頭,agjaine
329,Ende::N,端,agj
330,Loch::N,穴,reig
331,Winkel::N,片隅,čoga
332,Winkel::N,片隅,saum
333,Muster::N,模様,kirjam
334,Größe::N,大きさ,suruz'
335,Länge::N,長さ,piduz
336,Höhe::N,高さ,korktuz'
337,Gewicht::N,重さ,jügu
338,Gewicht::N,重さ,vedäduz
339,Menge::N,量,äjüz'
340,Haufen::N,堆積,kogo
341,Reihe::N,並び,rivi
342,Boot::N,ボート,veneh
343,Ruder::N,オール,air
344,Schlitten::N,そり,regi
345,Schlitten::N,そり,regut
346,Ski::N,スキー,suks'
347,Lagerfeuer::N,篝火,nodj
348,Lagerfeuer::N,篝火,pažag
349,Last::N,荷物,jüguz
350,Gang::N,歩み,astund
351,Schritt::N,歩,hašk
352,Norden::N,北,pohjoine
353,Süden::N,南,suvi
354,Westen::N,西,päivlaskm
355,Osten::N,東,päivnouzm
356,Holz::N,木,pu
357,Holz::N,木材,pu
358,Brett::N,板,laud
359,Platte::N,盤,keitim
360,Stütze::N,支柱,tugi
361,Stange::N,棒,arz'
362,Stock::N,杖,kalu
363,Stab::N,棒,seibaz
364,Rohr::N,管,torv
365,Haus::N,家,pert'
366,Heim::N,家,kodi
367,Ofen::N,ストーブ,päč
368,Fußboden::N,床,lava
369,Tisch::N,机,laud
370,Tisch::N,机,stal'c
371,Stuhl::N,椅子,ištim
372,Wiege::N,揺籃,kätte
373,Bett::N,ベッド,sija
374,Bett::N,ベッド,magaduzsija
375,Regal::N,棚,palič
376,Kiste::N,箱,mülütim
377,Fenster::N,窓,ikun
378,Tür::N,戸,uks'
379,Tür::N,ドア,uks'
380,Tor::N,門,verai
381,Zaun::N,垣根,aid
382,Dach::N,屋根,katuz
383,Leiter::N,梯子,pordhad
384,Besen::N,ほうき,lud
385,Besen::N,ほうき,vast
386,Spaten::N,スコップ,labid
387,Schaufel::N,シャベル,labid
388,Gabel::N,フォーク,hangoine
389,Löffel::N,スプーン,luzik
390,Messer::N,ナイフ,veič
391,Nagel::N,釘,nagl
392,Netz::N,網,verk
393,Haken::N,鉤,kouk
394,Haken::N,フック,kouk
395,Griff::N,取っ手,kägä
396,Griff::N,取っ手,varz'
397,Schloss::N,錠,lukkol
398,Bild::N,絵,kuva
399,Figur::N,像,figur
400,Puppe::N,人形,tätüine
401,Beutel::N,袋,havad
402,Bündel::N,束,toppaz
403,Bündel::N,束,käč
404,Bündel::N,包み,toppaz
405,Bündel::N,包み,käč
406,Tasche::N,かばん,sumk
407,Eimer::N,バケツ,vädr
408,Deckel::N,蓋,katuz
409,Geschirr::N,食器,astii
410,Sack::N,袋,havad
411,Tasse::N,カップ,čašk
412,Topf::N,鍋,pada
413,Kessel::N,釜,katil
414,Essen::N,食事,sönd
415,Nahrung::N,食物,söm
416,Speise::N,料理,sömine
417,Fleisch::N,肉,liha
418,Getreide::N,麦,vill'
419,Getreide::N,穀物,vill'
420,Brei::N,粥,pudr
421,Brot::N,パン,leib
422,Scheibe::N,枚,bibaleh
423,Scheibe::N,枚,šlik
424,Scheibe::N,切れ,bibaleh
425,Scheibe::N,切れ,šlik
426,Fett::N,脂肪,razv
427,Butter::N,バター,voi
428,Öl::N,油,voi
429,Salz::N,塩,sol
430,Suppe::N,スープ,lem'
431,Suppe::N,スープ,keitoz
432,Honig::N,蜂蜜,mezi
433,Milch::N,牛乳,maid
434,Tee::N,茶,čai
435,Tee::N,お茶,čai
436,Leder::N,革,nahk
437,Wolle::N,毛糸,vill
438,Stoff::N,布,kangaz
439,Nadel::N,針,negl
440,Faden::N,糸,nit'
441,Knopf::N,ボタン,nübl'
442,Knoten::N,結び目,sol'm
443,Farbe::N,ペンキ,muju
444,Kleidung::N,衣服,sobad
445,Hemd::N,シャツ,paid
446,Kragen::N,襟,kagluz
447,Ärmel::N,袖,hijam
448,Hose::N,ズボン,štanad
449,Gürtel::N,帯,vö
450,Gürtel::N,ベルト,vö
451,Mütze::N,帽子,šapuk
452,Schuh::N,靴,keng'
453,Stiefel::N,ブーツ,sapug
454,Ring::N,輪,rengaz
455,Band::N,リボン,lentaine
456,Kamm::N,櫛,suga
457,Spiegel::N,鏡,zerkol
458,Riemen::N,緒,vö
459,Schnur::N,紐,nor
460,Leine::N,綱,talutimnor
461,Decke::N,掛け布団,sijakatuz
462,Kissen::N,枕,pöluz
463,Tuch::N,スカーフ,paik
464,Handtuch::N,タオル,käzipaik
465,Kraft::N,力,vägi
466,Stärke::N,強さ,vahvuz'
467,Gesundheit::N,健康,tervhuz
468,Krankheit::N,病気,läžund
469,Schmerz::N,痛み,kibu
470,Wunde::N,傷,čapatez
471,Fieber::N,熱,säru
472,Arznei::N,薬,zel'l'
473,Brücke::N,橋,sild
474,Brunnen::N,井戸,kaiv
475,Weide::N,牧場,omaluine
476,Pfad::N,小路,tehut
477,Weg::N,道,te
478,Straße::N,街道,te
479,Dorf::N,村,külä
480,Stadt::N,町,lidn
481,Stadt::N,都市,lidn
482,Brief::N,手紙,kirjeine
483,Buch::N,本,kirj
484,Buchstabe::N,文字,kirjam
485,Zeitung::N,新聞,lehtez
486,Leben::N,生活,elo
487,Tod::N,死,surm
488,Grab::N,墓,kaum
489,Kirche::N,教会,jumalanpert'
490,Sünde::N,罪,grähk
491,Gott::N,神,jumal
492,Arbeiter::N,労働者,radnik
493,Chef::N,上司,pämez'
494,Meister::N,達人,mastar
495,Meister::N,マイスター,mastar
496,Arzt::N,医者,lekar'
497,Lehrer::N,先生,opendai
498,Geld::N,金,rahad
499,Geschäft::N,取り引き,biznes
500,Laden::N,店,lauk
501,Preis::N,値段,arv
502,Ware::N,商品,tavar
503,Nutzen::N,利益,liža
504,Reichtum::N,豊かさ,kodielo
505,Reichtum::N,豊かさ,kal'huz'
506,Welt::N,世界,mail'm
507,Land::N,国,ma
508,Staat::N,国家,valdkund
509,König::N,国王,kunigaz
510,Macht::N,権力,vald
511,Grenze::N,国境,röun
512,Krieg::N,戦争,soda
513,Feind::N,敵,vihanik
514,Feind::N,敵,vastustai
515,Gewalt::N,暴力,vägivald
516,Kampf::N,戦い,tora
517,Bogen[Waffe]::N,弓,taug
518,Pfeil::N,矢,nol
519,Gewehr::N,銃,oružj
520,Fehler::N,間違い,viga
521,Lüge::N,嘘,kelastuz
522,Schaden::N,損害,pahuz'
523,Unglück::N,不幸,bed
524,Unglück::N,不幸,gor'a
525,Schuld::N,罪,värhuz'
526,Alter::N,年,igä
527,Alter::N,年齢,igä
528,Schluss::N,終わり,lop
529,Zeit::N,時,aig
530,Zeit::N,時間,aig
531,Tag::N,日,päiv
532,Morgen::N,朝,homendez
533,Mittag::N,昼,keskpäiv
534,Abend::N,晩,eht
535,Abend::N,夕方,eht
536,Nacht::N,夜,ö
537,Woche::N,週,nedal'
538,Monat::N,月,ku
539,Jahr::N,年,voz'
540,Frühling::N,春,keväz'
541,Sommer::N,夏,keza
542,Herbst::N,秋,sügüz'
543,Winter::N,冬,tal'v
544,Januar::N,一月,viluku
545,Februar::N,二月,uhoku
546,März::N,三月,keväz'ku
547,April::N,四月,sulaku
548,Mai::N,五月,semendku
549,Juni::N,六月,kezaku
550,Juli::N,七月,heinku
551,August::N,八月,eloku
552,September::N,九月,sügüz'ku
553,Oktober::N,十月,reduku
554,November::N,十一月,kül'mku
555,Dezember::N,十二月,tal'vku
556,Montag::N,月曜日,ezmärg
557,Dienstag::N,火曜日,tožnarg
558,Mittwoch::N,水曜日,koumanz'päiv
559,Donnerstag::N,木曜日,nellänz'päiv
560,Freitag::N,金曜日,pätnič
561,Freitag::N,金曜日,videnz'päiv
562,Samstag::N,土曜日,sobat
563,Sonntag::N,日曜日,pühäpäiv
564,groß::A,大きい,sur'
565,groß::A,大きい,järed
566,klein::A,小さい,pen'
567,klein::A,小さい,pičuine
568,lang::A,長い,pit'k
569,kurz::A,短い,lühüd
570,breit::A,広い,leved
571,schmal::A,狭い,kaid
572,dicht::A,密な,tihed
573,dick[Gegenstand]::A,厚い,paks
574,dünn::A,薄い,hoik
575,fein::A,細い,hen
576,fest::A,硬い,luja
577,fest::A,硬い,ninev
578,flach::A,平らな,lapak
579,glatt::A,滑らかな,siled
580,hart::A,堅い,kova
581,weich::A,柔らかい,pehmed
582,rund::A,丸い,kehker
583,spitz::A,尖った,nügu
584,spitz::A,尖った,terav
585,scharf::A,鋭い,terav
586,stumpf::A,鈍い,tül'c
587,schwer::A,重い,jüged
588,schön::A,綺麗な,čoma
589,heiß::A,熱い,räk
590,warm::A,温かい,läm'
591,kalt::A,寒い,vilu
592,kalt::A,冷たい,vilu
593,kühl::A,涼しい,raibak
594,kühl::A,涼しい,viluhk
595,frisch::A,ひんやりした,lahed
596,feucht::A,湿った,neps
597,feucht::A,湿った,toreh
598,nass::A,濡れた,märg
599,trocken::A,乾いた,kuiv
600,voll::A,いっぱいの,täuz'
601,leer::A,空の,joudai
602,offen::A,開いた,avoin
603,offen::A,開いた,avol'jaine
604,geschlossen::A,閉まった,saubaline
605,sauber::A,清潔な,puhtaz
606,schmutzig::A,汚い,redukaz
607,roh::A,生の,rohk
608,roh::A,生の,toreh
609,reif::A,熟した,küps
610,lecker::A,美味しい,magukaz
611,süß::A,甘い,maged
612,bitter::A,苦い,karged
613,sauer::A,酸っぱい,muiged
614,hell::A,明るい,kirkas
615,hell::A,明るい,valgei
616,dunkel::A,暗い,pimed
617,schwarz::A,黒い,must
618,weiß::A,白い,vauged
619,rot::A,赤い,rusked
620,gelb::A,黄色い,pakuine
621,blau::A,青い,sinine
622,grün::A,緑の,vihand
623,grau::A,灰色の,hahk
624,bunt::A,色取り取りの,kirjav
625,billig::A,安い,odav
626,teuer::A,高い,kalliž
627,wertvoll::A,貴重な,arvokas
628,blind::A,盲目の,soged
629,taub::A,耳が聞こえない,kurdiž
630,kräftig::A,強力な,vägev
631,stark::A,強い,vahv
632,stark::A,強い,vägekaz
633,schwach::A,弱い,väll'
634,fett::A,太った,razvakaz
635,schlank::A,ほっそりした,kapos
636,hübsch::A,素敵な,čoma
637,böse::A,悪い,äred
638,böse::A,悪い,käred
639,dumm::A,馬鹿な,el'getoi
640,faul::A,怠惰な,lašk
641,fleißig::A,勤勉な,radonnavedii
642,geizig::A,けちな,ažlak
643,klug::A,賢い,melev
644,klug::A,賢い,melekaz
645,klug::A,頭のいい,melev
646,klug::A,頭のいい,melekaz
647,geschickt::A,器用な,mahtokaz
648,lieb::A,愛らしい,izo
649,lieb::A,愛らしい,sula
650,lustig::A,楽しい,ilokaz
651,sanft::A,温和な,laskav
652,hungrig::A,空腹の,näl'ghine
653,krank::A,病気の,läžui
654,nackt::A,裸の,alastoi
655,traurig::A,悲しい,opalahine
656,lebendig::A,生きた,eläb
657,gut::A,良い,hüvä
658,schlecht::A,悪い,huba
659,schlecht::A,駄目な,huba
660,richtig::A,正しい,oiged
661,schlimm::A,ひどい,paha
662,wahr::A,本当の,todesine
663,alt::A,古い,vanh
664,neu::A,新しい,uz'
665,ehemalig::A,以前の,edeline
666,alt[Lebewesen]::A,年を取った,ravaz
667,jung::A,若い,nor'
668,arm::A,貧乏な,gol'l'
669,reich::A,裕福な,elokaz
670,bekannt::A,有名な,tutab
671,berühmt::A,有名な,tetab
672,fremd::A,見知らぬ,veraz
673,verschieden::A,色々な,erazvuitte
674,nah::A,近い,läheline
675,fern::A,遠い,edahaine
676,linker::A,左の,hura
677,rechter::A,右の,oiged
678,anderer::A,別の,toine
679,erster::A,一番目,ezmäine
680,zweiter::A,二番目,toine
681,dritter::A,三番目,koumanz'
682,letzter::A,最後の,jäl'gmäine
683,allein::ADV,一人で,üksnäze
684,auf einmal::ADV,同時に,ühten aigan
685,zusammen::ADV,一緒に,ühtes
686,lange::ADV,長い間,hätken
687,plötzlich::ADV,急に,äkkid
688,sofort::ADV,すぐに,kerdalaz
689,später::ADV,後で,möhemba
690,jetzt::ADV,今,nügüd'
691,heute::ADV,今日,tämbei
692,morgen::ADV,明日,homen
693,bald::ADV,間もなく,pigai
694,dann::ADV,それから,sid'
695,gestern::ADV,昨日,eglai
696,einst::ADV,過去に,ende
697,einst::ADV,過去に,kerdan
698,damals::ADV,あの時,siloi
699,danach::ADV,その後で,sid'
700,vorher::ADV,以前に,ende
701,zuerst::ADV,まず,ezmäi
702,zuerst::ADV,最初に,ezmäi
703,einmal::ADV,一回,kerdan
704,manchmal::ADV,時々,erašti
705,oft::ADV,よく,paksus
706,immer::ADV,いつも,kaiken
707,niemals::ADV,一度も...ない,ei nikonz
708,hier::ADV,こちら,täs
709,hier::ADV,こちら,tägä
710,hierhin::ADV,ここへ,tänna
711,hierhin::ADV,こちらへ,tänna
712,von hier::ADV,ここから,täspäi
713,von hier::ADV,ここから,sid'päi
714,dort::ADV,そちら,sigä
715,dorthin::ADV,そこへ,sinna
716,dorthin::ADV,そこへ,nakkale
717,dorthin::ADV,そちらへ,sinna
718,dorthin::ADV,そちらへ,nakkale
719,geradeaus::ADV,真っ直ぐに,kohtha
720,vorwärts::ADV,前へ,edehe
721,rückwärts::ADV,後ろへ,sel'gin
722,zurück::ADV,後ろへ,tagaze
723,unten::ADV,下に,alahan
724,hinab::ADV,下へ,alaz
725,hinab::ADV,下へ,alahaks
726,oben::ADV,上に,ülähän
727,hinauf::ADV,上へ,ülez
728,hinauf::ADV,上へ,ülähäks
729,überall::ADV,どこでも,kaikjal
730,nicht::ADV,ない,ei
731,ein wenig::ADV,少し,vähän
732,ein wenig::ADV,ちょっと,vähän
733,kaum::ADV,ほとんど～ない,habi
734,sehr::ADV,とても,lujas
735,so::ADV,こう,muga
736,so::ADV,こう,ninga
737,noch::ADV,まだ,völ
738,nur::ADV,～だけ,järg
739,nur::ADV,～だけ,vaiše
740,schon::ADV,もう,jo
741,wieder::ADV,再び,möst
742,vergebens::ADV,無駄に,uhtei
743,vor::PRP,前に,edes
744,hinter::PRP,後ろに,taga
745,unter::PRP,下に,al
746,durch::PRP,通して,läbi
747,durch::PRP,通して,kal't
748,neben::PRP,横に,rindal
749,zwischen::PRP,間に,keskes
750,wegen::PRP,為に,tagut
751,wegen::PRP,せいで,tagut
752,dies::PRN,これ,nece
753,das::PRN,それ,se
754,alles::PRN,全部,kaik
755,ich::PRN,私,minä
756,du::PRN,あなた,sinä
757,er::PRN,彼,hän
758,wir::PRN,私達,mö
759,ihr::PRN,あなた達,tö
760,sie::PRN,彼ら,hö
761,was::FPRN,何,mi
762,wer::FPRN,誰,ken
763,wer::FPRN,どなた,ken
764,wo::FADV,どこ,kus
765,wo::FADV,どこに,kus
766,wohin::FADV,どこへ,kuna
767,wie::FADV,どう,kut
768,wie::FADV,どう,mit'
769,warum::FADV,何故,mikš
770,warum::FADV,どうして,mikš
771,wieviel::FNUM,どのくらい,äjak
772,wieviel::FNUM,どのくらい,kuverz'
773,eins::NUM,一,üks'
774,zwei::NUM,二,kaks'
775,zwei::NUM,二つ,kaks'
776,drei::NUM,三,koume
777,drei::NUM,三つ,koume
778,vier::NUM,四,nel'l'
779,vier::NUM,四つ,nel'l'
780,fünf::NUM,五,viž
781,fünf::NUM,五つ,viž
782,sechs::NUM,六,kuz'
783,sechs::NUM,六つ,kuz'
784,sieben::NUM,七,seičeme
785,sieben::NUM,七つ,seičeme
786,acht::NUM,八,kahesa
787,acht::NUM,八つ,kahesa
788,neun::NUM,九,ühesa
789,neun::NUM,九つ,ühesa
790,zehn::NUM,十,kümne
791,elf::NUM,十一,üks'toštkümne
792,zwölf::NUM,十二,kaks'toštkümne
793,zwanzig::NUM,二十,kaks'kümne
794,dreißig::NUM,三十,koumekümne
795,vierzig::NUM,四十,nel'l'kümne
796,fünfzig::NUM,五十,vižkümne
797,sechzig::NUM,六十,kuz'kümne
798,siebzig::NUM,七十,seičemekümne
799,achtzig::NUM,八十,kahesakümne
800,neunzig::NUM,九十,ühesakümne
801,hundert::NUM,百,sada
802,tausend::NUM,千,tuha
803,und::CNJ,-と,i
804,und::CNJ,-と,da
805,und::CNJ,そして,i
806,und::CNJ,そして,da
807,oder::CNJ,或いは,vai
808,stehen::V,立っている,seišta
809,sitzen::V,座っている,ištta
810,liegen::V,横になっている,venuda
811,hängen::V,掛かっている,ripta
812,werden::V,なる,lindä
813,werden::V,なる,tehtas
814,passieren::V,起こる,ozaitas
815,beginnen::V,始まる,augotadas
816,enden::V,終わる,loptas
817,wechseln::V,変わる,vajehtadas
818,aufgehen[Sonne]::V,出る,nousta
819,untergehen[Sonne]::V,沈む,lasktas
820,scheinen[Sonne]::V,輝く,paštta
821,donnern::V,雷が鳴る,juraita
822,wehen::V,吹く,dölta
823,wehen::V,吹く,puhuda
824,strömen::V,流れる,valadas
825,fließen::V,流れる,valuda
826,sich drehen::V,回転する,punotas
827,schwanken::V,揺れる,čibuda
828,schwingen::V,振動する,čibuda
829,fallen::V,落ちる,langeta
830,brennen::V,燃える,pallada
831,rauchen::V,煙を出す,savustada
832,regnen::V,雨が降る,vihmda
833,gefrieren::V,凍る,jäduda
834,gefrieren::V,凍る,kül'mdä
835,tauen::V,溶ける,sulada
836,schmelzen::V,溶ける,sulada
837,trocknen::V,乾く,kuida
838,trocknen::V,乾く,kuivehtuda
839,sieden::V,沸く,kehuda
