,Concept_ID,en,lbe
794,liegen::V,lie,утту нвхьуну икӏан
795,hängen::V,hang,зурчӏай тӏун
796,werden::V,become,хьун
797,passieren::V,happen,хьун
798,beginnen::V,begin,дайдишин
799,beginnen::V,begin,дайдирхьуну дикӏан
800,enden::V,end,къуртал дан
801,wechseln::V,change,даххана хьун
802,wechseln::V,change,даххана дуллан
803,aufgehen[Sonne]::V,rise,буклай бур
804,untergehen[Sonne]::V,set,лаглай бур
805,scheinen[Sonne]::V,shine,битан
806,scheinen[Sonne]::V,shine,чани буллан
807,donnern::V,thunder,тӏий бур
808,wehen::V,blow,бишлай бур
809,strömen::V,stream,экьинан
810,fließen::V,flow,экьинан
811,sich drehen::V,revolve,гьанан
812,schwanken::V,sway,хъюлчу тӏун
813,schwanken::V,sway,хӏуркку тӏун
814,schwingen::V,swing,хъюлчай тӏун
815,schwingen::V,swing,хъюлчу тӏун
816,fallen::V,fall,багьлан
817,brennen::V,burn,ччучлан
818,rauchen::V,smoke,пуркӏу тӏун
819,regnen::V,rain,лачӏун
820,regnen::V,rain,лачIлай дур
821,gefrieren::V,freeze,микӏ лачӏун
822,tauen::V,thaw,баслан
823,schmelzen::V,melt,баслан
824,trocknen::V,dry,кьакьан
825,sieden::V,boil,щаран
826,faulen::V,rot,аьллан
827,verfaulen::V,decay,аьллан
828,verfaulen::V,decay,аьян
829,reißen::V,snap,ххя дукан
830,versinken::V,sink,оькьлан
831,versinken::V,sink,оькьан
832,vergehen::V,pass,лялиян
833,erscheinen::V,appear,буккан
834,erscheinen::V,appear,загьир хьун
835,verschwinden::V,disappear,бат хьун
836,verschwinden::V,disappear,акъа хьун
837,sinken::V,drop,чахь учин
838,abnehmen::V,decrease,чан хьун
839,abnehmen::V,decrease,ссуссукьу хьун
840,zunehmen::V,increase,гьарза хьун
841,steigen::V,rise,гьаз хьун
842,wachsen::V,grow,ххяххан
843,glänzen::V,shine,цӏай буккан
844,funkeln::V,sparkle,цӏай-цӏай тӏун
845,lärmen::V,be noisy,чӏу буллан
846,lärmen::V,be noisy,аьлагъужа буллан
847,läuten::V,chime,занг ришлан
848,läuten::V,chime,занг дуллан
849,klingeln::V,ring,занг ришлан
850,klingeln::V,ring,занг дуллан
851,klirren::V,tinkle,
852,brausen::V,roar,никъащилан
853,rauschen::V,rustle,щурщур тӏун
854,klingen::V,sound,чӏу буклан
855,bellen::V,bark,хӏап тӏун
856,heulen::V,howl,
857,blasen::V,blow,уф тӏун
858,pfeifen::V,whistle,щютӏа тӏун
859,schreien::V,shout,чӏу бан
860,stöhnen::V,groan,угь-къак тӏун
861,zittern::V,tremble,зурзу чин
862,zittern::V,tremble,зурзу тӏун
863,leben::V,be alive,ялапар хъанан
864,geboren werden::V,be born,ан
865,atmen::V,breathe,ссихӏ ласлан
866,atmen::V,breathe,ссихӏ бигьлан
867,trinken::V,drink,хӏачӏан
868,trinken::V,drink,хӏачӏлан
869,essen::V,eat,канан
870,schlucken::V,swallow,кьюлтӏа тӏун
871,müde werden::V,get tired,аьхчӏин
872,einschlafen::V,fall asleep,шанан икӏан
873,schlafen::V,sleep,шанан
874,aufwachen::V,wake up,чантӏ учин
875,aufstehen::V,get up,бизан
876,sich erholen::V,relax,бигьалаган
877,krank werden::V,fall ill,къашай хьун
878,krank sein::V,be ill,къашай хъанан
879,krank sein::V,be ill,къашавай икӏан
880,schmerzen::V,ache,цӏун
881,husten::V,cough,хъугьу чин
882,husten::V,cough,хъугьу тӏун
883,genesen::V,recover,хъин хьун
884,genesen::V,recover,сагъ лаган
885,sterben::V,die,ивчӏан
886,umkommen::V,perish,лиллан
887,umkommen::V,perish,литӏлан
888,umkommen::V,perish,ажал биян
889,umkommen::V,perish,личӏи хьун
890,umkommen::V,perish,иакьлу хьун
891,umkommen::V,perish,ахир жан хъанан
892,umkommen::V,perish,рухӏирачӏа икӏан
893,sich bewegen::V,move,сукку хьун
894,sich rühren::V,budge,сукку хьун
895,sich erheben::V,stand up,бизан
896,sich setzen::V,sit down,щяикӏан
897,sich setzen::V,sit down,щябикӏан
898,hinfallen::V,tumble,багьан
899,laufen::V,walk,занан
900,schreiten::V,pace,ша ласлан
901,spazierengehen::V,go for a walk,сайр буллан
902,eilen::V,rush,анавар буккан
903,sich beeilen::V,hurry,анавар буккан
904,sausen::V,dash,никъа щилан
905,sausen::V,dash,никъа щун
906,rennen::V,run,лечлан
907,springen::V,jump,тӏанкӏ дан
908,klettern::V,climb,лахълан
909,schaukeln::V,seesaw,гьайжак бигьлан
910,kriechen::V,creep,ххярк тӏун
911,schwimmen::V,swim,гьузун
912,tauchen::V,dive,лултту уккан
913,rudern::V,row,бяхлан
914,rudern::V,row,батӏлан
915,rudern::V,row,ххялаххи дуклан
916,fahren::V,drive,гьан
917,fliegen::V,fly,лехлан
918,gehen::V,go,нан
919,weggehen::V,go away,ялагьан
920,abfahren::V,depart,гьан
921,anhalten::V,stop,бацӏан
922,hineingehen::V,go in,буххан
923,eintreten::V,enter,буххан
924,kommen::V,come,учӏан
925,ankommen::V,arrive,биян
926,ankommen::V,arrive,бучӏан
927,zurückkommen::V,come back,зана хъун
928,zurückkommen::V,come back,зана бикӏан
929,bleiben::V,stay,личӏан
930,warten::V,wait,ялугьлан
931,erwarten::V,wait for,ялугьлан
932,suchen::V,seek,луглан
933,suchen::V,look for,луглан
934,finden::V,find,лякъин
935,versuchen::V,try,ххал буллан
936,vorbereiten::V,prepare,хӏадур бан
937,lieben::V,love,эшкьи хьуиу бикӏан
938,mögen::V,like,ххиран бикӏан
939,lachen::V,laugh,хъян
940,rühren::V,move,
941,weinen::V,weep,аьтӏун
942,schimpfen::V,grumble,дяъван
943,schimpfen::V,grumble,ссугайи агьан
944,sich ärgern::V,be annoyed,ссибизлан
945,sich fürchten::V,be afraid,ингъауслан
946,fürchten::V,be afraid of,хӏучӏ тӏун
947,fliehen::V,flee,ака бан
948,flüchten::V,escape,лихъан
949,sehen::V,see,чӏалан
950,anschauen::V,look at,урган
951,ansehen::V,watch,буруглан
952,hören::V,hear,баллан
953,zuhören::V,listen,вичӏи дихьлан
954,probieren::V,taste,тӏин ххал буллан
955,riechen::V,smell,ссунтӏа тӏун
956,fühlen::V,feel,дакӏнил буслан
957,scheinen::V,seem,ххан
958,scheinen::V,seem,бизан
959,scheinen::V,seem,ххан бикӏлай бикӏан
960,zu sehen sein::V,show,
961,vernehmen::V,hear,баян
962,frieren::V,be cold,лигьулул хъанан
963,tun::V,do,бан
964,können::V,can,хьун
965,wollen::V,want,
966,anfangen::V,start,дайдишин
967,beenden::V,finish,къуртал бан
968,aufhören::V,stop,кьабагьан
969,gelingen::V,succeed,бюхъан
970,geraten::V,turn out,
971,öffnen::V,open,тӏитӏин
972,schließen::V,close,лакьин
973,stellen::V,put,дацӏан дан
974,stellen::V,put,бишин
975,setzen::V,place,щяитан
976,legen::V,lay,бишин
977,berühren::V,touch,ка щун
978,verbinden::V,connect,бахӏин
979,verbinden::V,connect,дахӏин
980,bedecken::V,cover,ялтту бущин
981,bedecken::V,cover,ялтту бакьин
982,aufhängen::V,hang up,лахъан
983,anzünden::V,light,лахъан
984,aufheben::V,pick up,гьаз бан
985,zurücklassen::V,leave,кьаитан
986,zurücklassen::V,leave,битан
987,verlieren::V,lose,дакъа дан
988,fallen lassen::V,drop,рутан
989,machen::V,make,дан
990,herstellen::V,produce,яраг ишла бувиу бан
991,bauen::V,build,дан
992,reparieren::V,mend,дакьин дан
993,verbessern::V,improve,ххуй дан
994,ändern::V,alter,баххана бан
995,graben::V,dig,дуклан
996,beugen::V,bow,лахӏан бан
997,beugen::V,bow,кьус бикӏан
998,biegen::V,bend,баччин
999,biegen::V,bend,лахӏан бан
1000,drehen::V,spin,гьанан
1001,wenden::V,turn,кӏура баен бан
1002,umdrehen::V,turn around,кӏура баен бан
1003,heben::V,raise,гьаз бан
1004,hochheben::V,lift,гьаз бан
1005,ergreifen::V,seize,хъап дан
1006,ergreifen::V,seize,хъап увиу угьан
1007,halten::V,hold,бугьлан
1008,drücken::V,press,кьюч бигьлан
1009,schieben::V,push,щун
1010,kratzen::V,scrape,
1011,lecken::V,lick,ланцӏа тӏун
1012,beißen::V,bite,хъапа тӏун
1013,beißen::V,bite,кьацӏа тӏун
1014,abreißen::V,tear off,буцан
1015,abschneiden::V,cut off,бухъан
1016,abschneiden::V,cut off,кьукьин
1017,binden::V,tie,бахӏин
1018,binden::V,tie,дахӏин
1019,stecken::V,stick,
1020,brechen::V,break,гъагъан
1021,klopfen::V,knock,кьутӏа тӏун
1022,hauen::V,hit,рищун
1023,kleben::V,glue,лачӏун буллан
1024,reiben::V,rub,ссуку буллан
1025,streichen::V,spread,дугъан
1026,streichen::V,spread,аьгъу дан
1027,schleifen::V,grind,
1028,schneiden::V,cut,духълан
1029,schneiden::V,cut,кьукьлан
1030,rütteln::V,jolt,
1031,schütteln::V,shake,хъюлчу буллан
1032,schwenken::V,swing,палцӏ дуллан
1033,schütten::V,pour,рутӏин
1034,füllen::V,fill,буцӏин бан
1035,einwickeln::V,wrap,кай-кай бан
1036,tragen::V,carry,ларсун занан
1037,tragen::V,carry,ларсун ачин
1038,schleppen::V,drag,ххилан
1039,ziehen::V,pull,
1040,aufbewahren::V,keep,ядан
1041,aufbewahren::V,keep,ядуллан
1042,werfen::V,throw,личин
1043,fangen::V,catch,бугьан
1044,fangen::V,catch,бугьлан
1045,packen::V,grab,
1046,verstecken::V,hide,ладитан
1047,verstecken::V,hide,кьюлтӏ дан
1048,verstecken::V,hide,дахьлаган дан
1049,teilen::V,divide,бачӏин
1050,teilen::V,divide,бутӏа бан
1051,schicken::V,send,тӏайла буккан
1052,bringen::V,bring,диян дан
1053,hinzufügen::V,add,ххи бан
1054,bekommen::V,get,ласун
1055,erhalten::V,receive,ласун
1056,nehmen::V,take,ласун
1057,wählen::V,choose,бувчӏин
1058,auswählen::V,select,бувчӏин
1059,auswählen::V,select,язи бугьан
1060,bewahren::V,preserve,ядан
1061,behindern::V,hinder,дайщишруду дуллан
1062,verderben::V,spoil,зия дан
1063,beschädigen::V,damage,зарал буллан
1064,zerbrechen::V,break,гьагъан
1065,zerbrechen::V,break,гьагъан бан
1066,zerreißen::V,tear,ххяхха дуккан
1067,zerstören::V,destroy,лекьан дан
1068,verbrennen::V,burn,ччуччин
1069,geben::V,give,дулун
1070,reichen::V,hand,дулун
1071,schenken::V,give,пишкаш дан
1072,schenken::V,give,багъишла дан
1073,schenken::V,give,ихӏсандалун дуллун
1074,versprechen::V,promise,банна чин
1075,wünschen::V,wish,
1076,loben::V,praise,цӏа дан
1077,küssen::V,kiss,ппай тӏун
1078,wiegen::V,rock,гьуркку тӏун
1079,wiegen::V,rock,гьуркку буллан
1080,wiegen::V,rock,гьуркку бан
1081,zudecken::V,cover,
1082,wecken::V,wake,чантӏ учин ан
1083,zeigen::V,show,ккаккан бан
1084,führen::V,guide,буцин
1085,lehren::V,teach,лахьхьин бан
1086,lehren::V,teach,лахьхьин буллан
1087,unterrichten::V,instruct,дарс дишаван
1088,aufziehen::V,bring up,хъуна ан
1089,aufziehen::V,bring up,тарбия ан
1090,leiten::V,lead,каялувшиву дан
1091,antreiben::V,urge,
1092,lassen::V,let,
1093,einladen::V,invite,хъамалу оьвчин
1094,vereinigen::V,unite,ца бан
1095,besuchen::V,visit,ялун уххан
1096,treffen::V,meet,хьуна бакьин
1097,sich versammeln::V,assemble,батӏин
1098,spielen::V,play,тӏуркӏу тӏун
1099,singen::V,sing,балай тӏун
1100,tanzen::V,dance,къавтӏун
1101,sich trennen::V,separate,ппив хьун
1102,verlassen::V,leave,увккун гьан
1103,retten::V,rescue,ххассал бан
1104,bewachen::V,guard,къарал бан
1105,schützen::V,protect,ябан
1106,verteidigen::V,defend,буруччин
1107,sich schlagen::V,brawl,биян
1108,schießen::V,shoot,битлан
1109,siegen::V,win,ххув хьун
1110,siegen::V,win,ххувшаву ласун
1111,ärgern::V,annoy,ссибизан уллан
1112,schlagen::V,beat,рищун
1113,treten::V,kick,
1114,stechen::V,sting,кьутӏин
1115,stoßen::V,shove,щун
1116,stehlen::V,steal,дацин
1117,stören::V,disturb,кьючин
1118,belästigen::V,bother,бизар уллан
1119,verbergen::V,conceal,лабитан
1120,verbergen::V,conceal,кӏучӏ бан
1121,täuschen::V,deceive,хъяврин ан
1122,betrügen::V,cheat,аьикьин ан
1123,töten::V,kill,ивчӏан
1124,wohnen::V,dwell,оьрму бутлан
1125,arbeiten::V,work,зун
1126,sammeln::V,gather,ттихӏин
1127,sammeln::V,gather,вив дишин
1128,pflücken::V,pick,риттун
1129,jagen::V,hunt,авли занан
1130,fischen::V,fish,чавахъру бугьлан
1131,fassen::V,catch,бугьан
1132,hüten::V,herd,урттуйн бакьлан
1133,treiben::V,drive,дачин дуллан
1134,treiben::V,drive,лихъан буллан
1135,anbinden::V,tie up,бахӏин
1136,füttern::V,feed,канаки буллан
1137,melken::V,milk,ттизин
1138,hacken::V,chop,мюрш буллан
1139,hacken::V,chop,мюрш бан
1140,gießen::V,water,щин дишин
1141,reifen::V,ripen,диян
1142,zubereiten::V,cook,хӏадур дан
1143,zubereiten::V,cook,хӏадур бан
1144,kochen::V,boil,шашан
1145,kochen::V,boil,шашан дуллан
1146,backen::V,bake,бишлан
1147,backen::V,bake,шахьлан
1148,braten::V,fry,цӏарайх дуллан
1149,umrühren::V,stir,хӏала бан
1150,stricken::V,knit,щащлан
1151,stricken::V,knit,щащан
1152,nähen::V,sew,дуруххан
1153,färben::V,dye,ранг щун
1154,reinigen::V,clean,марцӏ бан
1155,waschen::V,wash,шюшин
1156,abwischen::V,wipe,лишин
1157,spülen::V,rinse,вилаган
1158,fegen::V,sweep,башин
1159,kehren::V,sweep,бахьлан
1160,baden::V,bath,щинавун учӏлан
1161,sich waschen::V,wash,диссун
1162,sich waschen::V,wash,лажин диссун
1163,sich waschen::V,wash,лажин дислан
1164,sich waschen::V,wash,биссун
1165,sich waschen::V,wash,чурх бислан
1166,ausziehen::V,take off,ликкан
1167,anziehen::V,put on,лаххан
1168,sich anziehen::V,get dressed,янна лаххан
1169,kämmen::V,comb,ттарал дуккан
1170,schmücken::V,decorate,чӏюлу бан
1171,sagen::V,say,учин
1172,sprechen::V,speak,гъалгъа тӏун
1173,reden::V,talk,гъалгъа тӏун
1174,sich unterhalten::V,chat,гъалгъа тӏун
1175,fragen::V,ask,цӏуххин
1176,bitten::V,request,тавакъю буллан
1177,erzählen::V,tell,хавар бусан
1178,mitteilen::V,convey,баян бан
1179,mitteilen::V,convey,хавар бан
1180,nennen::V,name,цӏа дизан
1181,rufen::V,call,оьвтӏун
1182,prahlen::V,brag,цӏа дуллан
1183,übersetzen::V,translate,таржума бан
1184,denken::V,think,пикри буллан
1185,glauben::V,believe,вих хьун
1186,bemerken::V,notice,хӏисав хъун
1187,erkennen::V,recognize,увчӏин
1188,begreifen::V,grasp,бувчӏин
1189,verstehen::V,understand,
1190,lernen::V,learn,лахьлан
1191,lernen::V,learn,лахьхьин
1192,wissen::V,know,кӏулну бикӏан
1193,wissen::V,know,хавар бикӏан
1194,sich erinnern an::V,remember,дакӏнин бутан
1195,vergessen::V,forget,хъама битан
1196,messen::V,measure,дуцин дуллан
1197,messen::V,measure,дуцин дан
1198,zählen::V,count,дуккин
1199,rechnen::V,calculate,хӏисав дан
1200,lesen::V,read,ккалан
1201,malen::V,paint,сурат дуллан
1202,zeichnen::V,draw,сурат дуллан
1203,schreiben::V,write,чичин
1204,schreiben::V,write,чичлан
1205,besitzen::V,own,дуну икӏан
1206,besitzen::V,own,дуну дикӏан
1207,besitzen::V,own,заллуну икӏан
1208,kaufen::V,buy,машан ласун
1209,verkaufen::V,sell,баххан
1210,bezahlen::V,pay for,арцу дулун
1211,bezahlen::V,pay for,багьа булун
1212,zahlen::V,pay,арцу дулун
1213,zahlen::V,pay,багьа булун
1214,beherrschen::V,rule,дуну икӏан
1215,beherrschen::V,rule,заллуну икӏан
1216,ertragen::V,endure,бухӏан
