,Concept_ID,eu,ja
115,Anhöhe::N,garai,高み
116,Anhöhe::N,goragune,高み
117,Berg::N,mendi,山
118,Gipfel::N,gain,頂上
119,Gipfel::N,tontor,頂上
120,Höhle::N,kobazulo,洞窟
121,Abhang::N,aldapa,斜面
122,Quelle::N,iturri,泉
123,Quelle::N,iturbegi,泉
124,Bach::N,lats,小川
125,Bach::N,erreka,小川
126,Fluss::N,ibai,川
127,Fluss::N,uhaitz,川
128,Ufer::N,bazter,岸
129,Küste::N,itsasalde,海岸
130,Festland::N,lehor,陸
131,Meer::N,itsaso,海
132,Bucht::N,golko,湾
133,Insel::N,irla,島
134,Insel::N,uharte,島
135,Blume::N,lili,花
136,Gras::N,belar,草
137,Wurzel::N,zuztar,根
138,Wurzel::N,sustrai,根
139,Baum::N,zuhaitz,木
140,Stamm::N,enbor,幹
141,Rinde::N,azal,皮層
142,Ast::N,adar,枝
143,Zweig::N,abar,小枝
144,Blatt::N,hosto,葉
145,Birke::N,urki,樺
146,Kiefer[Baum]::N,ler,松
147,Weide[Baum]::N,zume,柳
148,Weide[Baum]::N,sahats,柳
149,Tanne::N,izei,樅
150,Horn::N,adar,角
151,Feder::N,luma,羽根
152,Feder::N,hegaki,羽根
153,Fell::N,ile,毛皮
154,Fell::N,larru,毛皮
155,Flügel::N,hego,羽
156,Klaue::N,atzapar,鉤爪
157,Kralle::N,erpe,爪
158,Kralle::N,atzapar,爪
159,Schwanz::N,isats,尻尾
160,Schwanz::N,buztan,尻尾
161,Ei::N,arrautza,卵
162,Nest::N,habia,巣
163,Bau::N,ohantze,穴
164,Tier::N,abere,動物
165,Tier::N,piztia,動物
166,Herde::N,saldo,群れ
167,Herde::N,abere talde,群れ
168,Kuh::N,behi,牛
169,Bulle::N,zezen,雄牛
170,Pferd::N,zaldi,馬
171,Schaf::N,ardi,羊
172,Schwein::N,urde,豚
173,Schwein::N,txerri,豚
174,Hund::N,txakur,犬
175,Katze::N,katu,猫
176,Bär::N,hartz,熊
177,Eichhörnchen::N,urtxintxa,栗鼠
178,Elch::N,altze,ヘラジカ
179,Fuchs::N,azeri,狐
180,Hase::N,erbi,兎
181,Maus::N,sagu,鼠
182,Wolf::N,otso,狼
183,Vogel::N,txori,鳥
184,Vogel::N,hegazti,鳥
185,Schwarm::N,aldra,群れ
186,Huhn::N,oilo,鶏
187,Hahn::N,oilar,雄鶏
188,Gans::N,antzara,ガチョウ
189,Adler::N,arrano,鷲
190,Ente::N,ahate,鴨
191,Eule::N,hontza,フクロウ
192,Kranich::N,kurrilo,鶴
193,Krähe::N,bele,烏
194,Kuckuck::N,kuku,郭公
195,Schwan::N,beltxarga,白鳥
196,Fisch::N,arrain,魚
197,Barsch::N,perka,鱸
198,Hecht::N,lutxo,川魳
199,Schlange[Tier]::N,suge,蛇
200,Wurm::N,har,虫
201,Spinne::N,armiarma,蜘蛛
202,Ameise::N,inurri,蟻
203,Laus::N,zorri,虱
204,Mücke::N,eltxo,蚊
205,Fliege::N,euli,蝿
206,Schmetterling::N,pinpirin,蝶
207,Schmetterling::N,tximeleta,蝶
208,Beere::N,baia,漿果
209,Apfel::N,sagar,林檎
210,Pilz::N,onddo,茸
211,Pilz::N,perretxiko,茸
212,Zwiebel::N,tipula,玉葱
213,Saat::N,haziak,種
214,Korn::N,ale,粒
215,Korn::N,pikor,粒
216,Heu::N,belar ondu,干し草
217,Schale::N,azal,皮
218,Grube::N,hobi,穴
219,Falle::N,harrapagailu,わな
220,Schlinge::N,bilur,輪
221,Schlinge::N,xedera,輪
222,Spur::N,lorratz,跡
223,Asche::N,errauts,灰
224,Dreck::N,satsukeria,泥
225,Eisen::N,burdina,鉄
226,Gold::N,urre,金
227,Gold::N,urregorri,金
228,Silber::N,zilar,銀
229,Silber::N,urrezuri,銀
230,Kohle::N,ikatz,炭
231,Glas::N,beira,ガラス
232,Lehm::N,buztin,ローム
233,Sand::N,harea,砂
234,Sand::N,hondar,砂
235,Mensch::N,gizaki,人
236,Mann::N,gizon,男
237,Mann::N,gizon,男性
238,Frau::N,andere,女
239,Frau::N,andere,女性
240,Frau::N,emakume,女
241,Frau::N,emakume,女性
242,Kind::N,haur,子
243,Kind::N,haur,子供
244,Junge::N,mutil,男の子
245,Mädchen::N,neska,女の子
246,Familie::N,sendi,家族
247,Familie::N,familia,家族
248,Großvater::N,aitona,祖父
249,Großvater::N,aitona,おじいさん
250,Großvater::N,aitatxi,祖父
251,Großvater::N,aitatxi,おじいさん
252,Großmutter::N,amona,祖母
253,Großmutter::N,amona,おばあさん
254,Großmutter::N,amatxi,祖母
255,Großmutter::N,amatxi,おばあさん
256,Eltern::N,gurasoak,親
257,Eltern::N,gurasoak,両親
258,Vater::N,aita,父
259,Vater::N,aita,お父さん
260,Mutter::N,ama,母
261,Mutter::N,ama,お母さん
262,Sohn::N,seme,息子
263,Sohn::N,seme,息子さん
264,Tochter::N,alaba,娘
265,Tochter::N,alaba,お嬢さん
266,Bruder::N,neba,弟
267,Bruder::N,anaia,弟
268,Schwester::N,ahizpa,妹
269,Onkel::N,osaba,伯父
270,Onkel::N,osaba,伯父さん
271,Tante::N,izeba,叔母
272,Tante::N,izeba,叔母さん
273,Ehemann::N,senar,夫
274,Ehemann::N,senar,主人
275,Ehefrau::N,emazte,妻
276,Ehefrau::N,emazte,奥さん
277,Freude::N,poz,喜び
278,Freude::N,pozkari,喜び
279,Gelächter::N,barre,笑い
280,Gelächter::N,karkara,笑い
281,Glück::N,zori,幸せ
282,Kummer::N,xangrin,悩み
283,Kummer::N,atsekabe,悩み
284,Wunsch::N,nahi,希望
285,Wunsch::N,nahikunde,希望
286,Lust::N,gogo,気
287,Geist::N,gogo,精神
288,Gedanke::N,gogoeta,考え
289,Gedächtnis::N,oroimen,記憶
290,Gedächtnis::N,gogoramen,記憶
291,Verstand::N,adimen,理解力
292,Verstand::N,ulermen,理解力
293,Sinn::N,zentzu,意味
294,Grund::N,zergati,理由
295,Wahrheit::N,egia,真実
296,Gespräch::N,hizketa,会話
297,Gespräch::N,elkarrizketa,会話
298,Märchen::N,ipuin,童話
299,Erzählung::N,edesti,物語
300,Erzählung::N,kontakizun,物語
301,Nachricht::N,albiste,報告
302,Neuigkeit::N,berri,ニュース
303,Name::N,izen,名前
304,Rätsel::N,asmakizun,謎
305,Rede::N,hitzaldi,演説
306,Rede::N,mintzaldi,演説
307,Sprache::N,hizkuntza,言語
308,Stimme::N,ahots,声
309,Wort::N,hitz,言葉
310,Zeichen::N,agerbide,記号
311,Zeichen::N,agergarri,記号
312,Ruf::N,dei,呼び声
313,Lärm::N,zarata,騒音
314,Lärm::N,harrabots,騒音
315,Laut::N,hots,音
316,Ton::N,tonu,音
317,Ton::N,soinu,音
318,Lied::N,abesti,歌
319,Ruhe::N,nasaitasun,静けさ
320,Leute::N,jende,人々
321,Volk::N,herri,民族
322,Volk::N,populu,民族
323,Arbeit::N,lan,仕事
324,Gast::N,arrotz,客
325,Gast::N,apopilo,客
326,Geschenk::N,opari,贈り物
327,Spiel::N,jolas,遊び
328,Gesellschaft::N,gizarte,社会
329,Hilfe::N,helpide,援助
330,Hilfe::N,laguntza,援助
331,Freund::N,lagun,友達
332,Kamerad::N,adiskide,同志
333,Kamerad::N,lagunkide,同志
334,Angelegenheit::N,afera,件
335,Anzahl::N,kopuru,数
336,Art::N,mota,種類
337,Stück::N,puska,部分
338,Teil::N,atal,部分
339,Hälfte::N,erdi,半分
340,Kreis::N,biribilki,円
341,Kreuz::N,gurutze,十字
342,Linie::N,linea,線
343,Strich::N,marra,線
344,Abstand::N,tarte,距離
345,Entfernung::N,urrunera,距離
346,Gegend::N,alderdi,辺
347,Gegend::N,alderdi,地域
348,Gegend::N,eskualde,辺
349,Gegend::N,eskualde,地域
350,Platz::N,leku,ゆとり
351,Ort::N,toki,所
352,Ort::N,toki,場所
353,Seite::N,albo,横
354,Mitte::N,erdi,真ん中
355,Gegenstand::N,gauzaki,物件
356,Sache::N,gauza,物
357,Rand::N,ertz,端
358,Kante::N,ertz,縁
359,Ecke::N,kantoi,角
360,Spitze::N,punta,先頭
361,Ende::N,buru,端
362,Ende::N,mutur,端
363,Loch::N,zulo,穴
364,Winkel::N,zoko,片隅
365,Winkel::N,bazter,片隅
366,Muster::N,eredu,模様
367,Muster::N,marrazki,模様
368,Größe::N,kaizu,大きさ
369,Größe::N,tamaina,大きさ
370,Länge::N,luzera,長さ
371,Höhe::N,goiera,高さ
372,Höhe::N,garaiera,高さ
373,Gewicht::N,hazta,重さ
374,Menge::N,kopuru,量
375,Haufen::N,pila,堆積
376,Haufen::N,mendoi,堆積
377,Reihe::N,ilara,並び
378,Reihe::N,errenkada,並び
379,Boot::N,potin,ボート
380,Boot::N,txalupa,ボート
381,Ruder::N,arraun,オール
382,Schlitten::N,lera,そり
383,Schlitten::N,narra,そり
384,Ski::N,eski,スキー
385,Lagerfeuer::N,su,篝火
386,Last::N,zama,荷物
387,Last::N,karga,荷物
388,Gang::N,ibilera,歩み
389,Schritt::N,pauso,歩
390,Schritt::N,urrats,歩
391,Norden::N,ipar,北
392,Norden::N,iparralde,北
393,Süden::N,hego,南
394,Süden::N,hegoalde,南
395,Westen::N,sartalde,西
396,Westen::N,mendebalde,西
397,Osten::N,ekialde,東
398,Osten::N,sortalde,東
399,Holz::N,zur,木
400,Holz::N,zur,木材
401,Brett::N,ohol,板
402,Platte::N,lauza,盤
403,Stütze::N,irozgarri,支柱
404,Stütze::N,bermagailu,支柱
405,Stange::N,haga,棒
406,Stock::N,makila,杖
407,Stab::N,makila,棒
408,Rohr::N,hodi,管
409,Haus::N,etxe,家
410,Heim::N,etxe,家
411,Heim::N,etxaleku,家
412,Ofen::N,berogailu,ストーブ
413,Fußboden::N,zoru,床
414,Tisch::N,mahai,机
415,Stuhl::N,aulki,椅子
416,Wiege::N,kuma,揺籃
417,Wiege::N,sehaska,揺籃
418,Bett::N,ohe,ベッド
419,Bett::N,ohatze,ベッド
420,Regal::N,apalategi,棚
421,Kiste::N,kutxa,箱
422,Fenster::N,leiho,窓
423,Tür::N,ate,戸
424,Tür::N,ate,ドア
425,Tor::N,atari,門
426,Zaun::N,hesi,垣根
427,Dach::N,teilatu,屋根
428,Leiter::N,zurubi,梯子
429,Besen::N,erratz,ほうき
430,Spaten::N,burdinpala,スコップ
431,Schaufel::N,pala,シャベル
432,Gabel::N,sardexka,フォーク
433,Löffel::N,koilara,スプーン
434,Messer::N,aizto,ナイフ
435,Nagel::N,iltze,釘
436,Netz::N,sare,網
437,Haken::N,mako,鉤
438,Haken::N,mako,フック
439,Griff::N,eskutoki,取っ手
440,Schloss::N,sarraila,錠
441,Bild::N,irudi,絵
442,Figur::N,figura,像
443,Puppe::N,panpina,人形
444,Puppe::N,andrakila,人形
445,Beutel::N,zorro,袋
446,Bündel::N,azao,束
447,Bündel::N,azao,包み
448,Bündel::N,espal,束
449,Bündel::N,espal,包み
450,Tasche::N,poltsa,かばん
451,Eimer::N,treska,バケツ
452,Deckel::N,tapa,蓋
453,Deckel::N,estalki,蓋
454,Geschirr::N,baxera,食器
455,Geschirr::N,ontziteria,食器
456,Sack::N,zaku,袋
457,Tasse::N,kikara,カップ
458,Topf::N,ontzi,鍋
459,Topf::N,lapiko,鍋
460,Kessel::N,pazia,釜
461,Essen::N,janaldi,食事
462,Nahrung::N,jan,食物
463,Speise::N,jaki,料理
464,Fleisch::N,okela,肉
465,Fleisch::N,haragi,肉
466,Getreide::N,labore,麦
467,Getreide::N,labore,穀物
468,Brei::N,ahi,粥
469,Brei::N,pure,粥
470,Brot::N,ogi,パン
471,Scheibe::N,xerra,枚
472,Scheibe::N,xerra,切れ
473,Scheibe::N,pirripita,枚
474,Scheibe::N,pirripita,切れ
475,Fett::N,urin,脂肪
476,Fett::N,koipe,脂肪
477,Butter::N,gurin,バター
478,Öl::N,olio,油
479,Salz::N,gatz,塩
480,Suppe::N,zopa,スープ
481,Suppe::N,salda,スープ
482,Honig::N,ezti,蜂蜜
483,Milch::N,esne,牛乳
484,Tee::N,te,茶
485,Tee::N,te,お茶
486,Leder::N,larru,革
487,Wolle::N,artile,毛糸
488,Stoff::N,ehun,布
489,Nadel::N,orratz,針
490,Nadel::N,jostorratz,針
491,Faden::N,hari,糸
492,Knopf::N,botoi,ボタン
493,Knoten::N,korapilo,結び目
494,Farbe::N,pintura,ペンキ
495,Kleidung::N,arropa,衣服
496,Kleidung::N,jantziak,衣服
497,Hemd::N,atorra,シャツ
498,Hemd::N,alkandora,シャツ
499,Kragen::N,idun,襟
500,Ärmel::N,mahuka,袖
501,Hose::N,prakak,ズボン
502,Hose::N,galtzak,ズボン
503,Gürtel::N,gerriko,帯
504,Gürtel::N,gerriko,ベルト
505,Mütze::N,txano,帽子
506,Mütze::N,txapel,帽子
507,Schuh::N,oski,靴
508,Schuh::N,oinetako,靴
509,Stiefel::N,bota,ブーツ
510,Ring::N,uztai,輪
511,Band::N,zinta,リボン
512,Band::N,xingola,リボン
513,Kamm::N,orrazi,櫛
514,Spiegel::N,mirail,鏡
515,Riemen::N,uhal,緒
516,Schnur::N,lokailu,紐
517,Leine::N,lotura,綱
518,Decke::N,burusi,掛け布団
519,Kissen::N,kuxin,枕
520,Tuch::N,zapi,スカーフ
521,Tuch::N,oihal,スカーフ
522,Handtuch::N,eskuzapi,タオル
523,Handtuch::N,eskuoihal,タオル
524,Kraft::N,indar,力
525,Stärke::N,indar,強さ
526,Gesundheit::N,osasun,健康
527,Krankheit::N,eritasun,病気
528,Krankheit::N,gaixotasun,病気
529,Schmerz::N,min,痛み
530,Wunde::N,zauri,傷
531,Fieber::N,sukar,熱
532,Arznei::N,osagai,薬
533,Arznei::N,sendagai,薬
534,Brücke::N,zubi,橋
535,Brunnen::N,putzu,井戸
536,Weide::N,alha,牧場
537,Weide::N,bazkaleku,牧場
538,Pfad::N,zidor,小路
539,Pfad::N,bidexka,小路
540,Weg::N,bide,道
541,Straße::N,errepide,街道
542,Dorf::N,herri,村
543,Stadt::N,hiri,町
544,Stadt::N,hiri,都市
545,Brief::N,gutun,手紙
546,Brief::N,eskutitz,手紙
547,Buch::N,liburu,本
548,Buchstabe::N,hizki,文字
549,Zeitung::N,egunkari,新聞
550,Leben::N,bizi,生活
551,Leben::N,bizitza,生活
552,Tod::N,herio,死
553,Tod::N,heriotza,死
554,Grab::N,hobi,墓
555,Grab::N,hilobi,墓
556,Kirche::N,eliza,教会
557,Sünde::N,hoben,罪
558,Sünde::N,bekatu,罪
559,Gott::N,jainko,神
560,Arbeiter::N,langile,労働者
561,Arbeiter::N,behargin,労働者
562,Chef::N,nagusi,上司
563,Meister::N,maisu,達人
564,Meister::N,maisu,マイスター
565,Arzt::N,osagile,医者
566,Arzt::N,sendagile,医者
567,Lehrer::N,irakasle,先生
568,Geld::N,diru,金
569,Geschäft::N,negozio,取り引き
570,Laden::N,denda,店
571,Laden::N,saltegi,店
572,Preis::N,prezio,値段
573,Preis::N,salneurri,値段
574,Ware::N,salgai,商品
575,Nutzen::N,onura,利益
576,Nutzen::N,probetxu,利益
577,Reichtum::N,aberastasun,豊かさ
578,Welt::N,ludi,世界
579,Welt::N,mundu,世界
580,Land::N,herrialde,国
581,Staat::N,estatu,国家
582,König::N,errege,国王
583,Macht::N,botere,権力
584,Grenze::N,muga,国境
585,Krieg::N,guda,戦争
586,Feind::N,etsai,敵
587,Feind::N,arerio,敵
588,Gewalt::N,bortxa,暴力
589,Gewalt::N,bortizkeria,暴力
590,Kampf::N,gudu,戦い
591,Kampf::N,auska,戦い
592,Bogen[Waffe]::N,arku,弓
593,Pfeil::N,gezi,矢
594,Gewehr::N,fusil,銃
595,Fehler::N,huts,間違い
596,Fehler::N,hutsegin,間違い
597,Lüge::N,gezur,嘘
598,Schaden::N,kalte,損害
599,Unglück::N,zoritxar,不幸
600,Unglück::N,zorigaitz,不幸
601,Schuld::N,erru,罪
602,Alter::N,adin,年
603,Alter::N,adin,年齢
604,Schluss::N,bukaera,終わり
605,Zeit::N,aldi,時
606,Zeit::N,aldi,時間
607,Zeit::N,denbora,時
608,Zeit::N,denbora,時間
609,Tag::N,egun,日
610,Morgen::N,goiz,朝
611,Mittag::N,eguerdi,昼
612,Abend::N,arrats,晩
613,Abend::N,arrats,夕方
614,Nacht::N,gau,夜
615,Woche::N,aste,週
616,Monat::N,hil,月
617,Jahr::N,urte,年
618,Frühling::N,udalehen,春
619,Sommer::N,uda,夏
620,Herbst::N,udazken,秋
621,Herbst::N,neguantz,秋
622,Winter::N,negu,冬
623,Januar::N,urtarril,一月
624,Februar::N,otsail,二月
625,März::N,martxo,三月
626,April::N,apiril,四月
627,Mai::N,maiatz,五月
628,Juni::N,ekain,六月
629,Juli::N,uztail,七月
630,August::N,abuztu,八月
631,September::N,irail,九月
632,Oktober::N,urri,十月
633,November::N,azaro,十一月
634,Dezember::N,abendu,十二月
635,Montag::N,astelehen,月曜日
636,Dienstag::N,astearte,火曜日
637,Mittwoch::N,asteazken,水曜日
638,Donnerstag::N,ostegun,木曜日
639,Freitag::N,ostiral,金曜日
640,Samstag::N,larunbat,土曜日
641,Sonntag::N,igande,日曜日
642,groß::A,handi,大きい
643,klein::A,txiki,小さい
644,lang::A,luze,長い
645,kurz::A,labur,短い
646,breit::A,zabal,広い
647,schmal::A,mehar,狭い
648,dicht::A,sarri,密な
649,dicht::A,trinko,密な
650,dick[Gegenstand]::A,lodi,厚い
651,dünn::A,mehe,薄い
652,fein::A,fin,細い
653,fest::A,tinko,硬い
654,flach::A,lau,平らな
655,flach::A,ordoki,平らな
656,glatt::A,leun,滑らかな
657,hart::A,gogor,堅い
658,weich::A,bigun,柔らかい
659,weich::A,beratz,柔らかい
660,rund::A,biribil,丸い
661,spitz::A,puntadun,尖った
662,scharf::A,zorrotz,鋭い
663,stumpf::A,kamuts,鈍い
664,schwer::A,astun,重い
665,schwer::A,pisutsu,重い
666,schön::A,eder,綺麗な
667,heiß::A,bero,熱い
668,heiß::A,oso bero,熱い
669,warm::A,bero,温かい
670,kalt::A,hotz,寒い
671,kalt::A,hotz,冷たい
672,kühl::A,hotzil,涼しい
673,frisch::A,fresko,ひんやりした
674,frisch::A,hozkirri,ひんやりした
675,feucht::A,heze,湿った
676,nass::A,busti,濡れた
677,trocken::A,siku,乾いた
678,trocken::A,lehor,乾いた
679,voll::A,bete,いっぱいの
680,leer::A,huts,空の
681,offen::A,ireki,開いた
682,geschlossen::A,itxita,閉まった
683,sauber::A,xahu,清潔な
684,sauber::A,garbi,清潔な
685,schmutzig::A,lohi,汚い
686,schmutzig::A,zikin,汚い
687,roh::A,gordin,生の
688,reif::A,umo,熟した
689,reif::A,heldu,熟した
690,lecker::A,goxo,美味しい
691,süß::A,goxo,甘い
692,bitter::A,karmin,苦い
693,bitter::A,garratz,苦い
694,sauer::A,mingots,酸っぱい
695,hell::A,argi,明るい
696,dunkel::A,ilun,暗い
697,schwarz::A,beltz,黒い
698,weiß::A,zuri,白い
699,rot::A,gorri,赤い
700,gelb::A,hori,黄色い
701,blau::A,urdin,青い
702,grün::A,berde,緑の
703,grün::A,musker,緑の
704,grau::A,urdin,灰色の
705,grau::A,urdinabar,灰色の
706,bunt::A,koloretsu,色取り取りの
707,billig::A,merke,安い
708,teuer::A,garesti,高い
709,wertvoll::A,baliotsu,貴重な
710,blind::A,itsu,盲目の
711,taub::A,gor,耳が聞こえない
712,kräftig::A,kementsu,強力な
713,stark::A,bizkor,強い
714,stark::A,indartsu,強い
715,schwach::A,ahul,弱い
716,schwach::A,indargabe,弱い
717,fett::A,gizen,太った
718,schlank::A,lerden,ほっそりした
719,hübsch::A,polit,素敵な
720,böse::A,tzar,悪い
721,böse::A,gaizto,悪い
722,dumm::A,lelo,馬鹿な
723,dumm::A,pello,馬鹿な
724,faul::A,nagi,怠惰な
725,faul::A,alfer,怠惰な
726,fleißig::A,maratz,勤勉な
727,fleißig::A,lanzale,勤勉な
728,geizig::A,zeken,けちな
729,geizig::A,zikoitz,けちな
730,klug::A,zuhur,賢い
731,klug::A,zuhur,頭のいい
732,geschickt::A,trebe,器用な
733,geschickt::A,antzetsu,器用な
734,lieb::A,maite,愛らしい
735,lieb::A,laztan,愛らしい
736,lustig::A,alaitsu,楽しい
737,sanft::A,eme,温和な
738,sanft::A,ezti,温和な
739,hungrig::A,gose,空腹の
740,krank::A,eri,病気の
741,krank::A,gaixo,病気の
742,nackt::A,biluzi,裸の
743,traurig::A,itun,悲しい
744,traurig::A,betilun,悲しい
745,lebendig::A,bizirik,生きた
746,gut::A,on,良い
747,schlecht::A,txar,悪い
748,schlecht::A,txar,駄目な
749,richtig::A,zuzen,正しい
750,schlimm::A,larri,ひどい
751,wahr::A,egiazko,本当の
752,alt::A,zahar,古い
753,neu::A,berri,新しい
754,ehemalig::A,lehengo,以前の
755,alt[Lebewesen]::A,adindun,年を取った
756,jung::A,gazte,若い
757,arm::A,txiro,貧乏な
758,arm::A,behartsu,貧乏な
759,reich::A,dirudun,裕福な
760,bekannt::A,ezagun,有名な
761,berühmt::A,entzun,有名な
762,berühmt::A,ospetsu,有名な
763,fremd::A,arrotz,見知らぬ
764,verschieden::A,ezberdin,色々な
765,verschieden::A,desberdin,色々な
766,nah::A,hurre,近い
767,nah::A,hurbil,近い
768,fern::A,urrun,遠い
769,linker::A,ezker,左の
770,rechter::A,eskuin,右の
771,anderer::A,beste,別の
772,erster::A,lehen,一番目
773,erster::A,aurren,一番目
774,zweiter::A,bigarren,二番目
775,dritter::A,hirugarren,三番目
776,letzter::A,azken,最後の
777,letzter::A,hondar,最後の
778,allein::ADV,bakarrik,一人で
779,auf einmal::ADV,batera,同時に
780,zusammen::ADV,elkarrekin,一緒に
781,lange::ADV,luzaro,長い間
782,plötzlich::ADV,bat-batean,急に
783,sofort::ADV,berehala,すぐに
784,später::ADV,gero,後で
785,jetzt::ADV,orain,今
786,heute::ADV,gaur,今日
787,morgen::ADV,bihar,明日
788,bald::ADV,aurki,間もなく
789,bald::ADV,laster,間もなく
790,dann::ADV,ondoren,それから
791,gestern::ADV,atzo,昨日
792,einst::ADV,antzina,過去に
793,damals::ADV,orduan,あの時
794,danach::ADV,gerora,その後で
795,danach::ADV,ondoren,その後で
796,vorher::ADV,lehenago,以前に
797,zuerst::ADV,aurrena,まず
798,zuerst::ADV,aurrena,最初に
799,zuerst::ADV,lehenbizi,まず
800,zuerst::ADV,lehenbizi,最初に
801,einmal::ADV,behin,一回
802,einmal::ADV,aldi bat,一回
803,manchmal::ADV,batzuetan,時々
804,manchmal::ADV,zenbaitetan,時々
805,oft::ADV,maiz,よく
806,oft::ADV,askotan,よく
807,immer::ADV,beti,いつも
808,niemals::ADV,inoiz ez,一度も...ない
809,niemals::ADV,sekula ez,一度も...ない
810,hier::ADV,hemen,こちら
811,hierhin::ADV,hona,ここへ
812,hierhin::ADV,hona,こちらへ
813,von hier::ADV,hemendik,ここから
814,von hier::ADV,honetatik,ここから
815,dort::ADV,han,そちら
816,dorthin::ADV,hara,そこへ
817,dorthin::ADV,hara,そちらへ
818,geradeaus::ADV,artez,真っ直ぐに
819,vorwärts::ADV,aurrera,前へ
820,rückwärts::ADV,atzera,後ろへ
821,rückwärts::ADV,atzerantz,後ろへ
822,zurück::ADV,atzera,後ろへ
823,unten::ADV,behean,下に
824,hinab::ADV,behera,下へ
825,hinab::ADV,beherantz,下へ
826,oben::ADV,goian,上に
827,hinauf::ADV,gora,上へ
828,hinauf::ADV,gorantz,上へ
829,überall::ADV,edonon,どこでも
830,nicht::ADV,ez,ない
831,ein wenig::ADV,apur bat,少し
832,ein wenig::ADV,apur bat,ちょっと
833,ein wenig::ADV,pixka bat,少し
834,ein wenig::ADV,pixka bat,ちょっと
835,kaum::ADV,ozta,ほとんど～ない
836,kaum::ADV,nekez,ほとんど～ない
837,sehr::ADV,oso,とても
838,so::ADV,hala,こう
839,so::ADV,honela,こう
840,noch::ADV,oraindik,まだ
841,nur::ADV,bakarrik,～だけ
842,schon::ADV,ja,もう
843,schon::ADV,jada,もう
844,wieder::ADV,berriro,再び
