,Concept_ID,en,ca
169,Wolf::N,wolf,llop
170,Vogel::N,bird,au
171,Vogel::N,bird,ocēll
172,Schwarm::N,swarm,bandada
173,Huhn::N,chicken,gallina
174,Hahn::N,cock,gall
175,Gans::N,goose,oca
176,Adler::N,eagle,àguila
177,Ente::N,duck,ànec
178,Eule::N,owl,òliba
179,Eule::N,owl,mussol
180,Kranich::N,crane,grua
181,Krähe::N,crow,cornella
182,Kuckuck::N,cuckoo,cucut
183,Schwan::N,swan,cigne
184,Fisch::N,fish,peix
185,Barsch::N,perch,perca
186,Hecht::N,pike,lluç
187,Schlange[Tier]::N,snake,serp
188,Wurm::N,worm,cuc
189,Spinne::N,spider,aranya
190,Ameise::N,ant,formiga
191,Laus::N,louse,poll
192,Mücke::N,midge,mosquit
193,Fliege::N,fly,mosca
194,Schmetterling::N,butterfly,papallona
195,Beere::N,berry,baia
196,Apfel::N,apple,poma
197,Pilz::N,mushroom,bolet
198,Zwiebel::N,onion,ceba
199,Saat::N,seed,sembra
200,Korn::N,grain,gra
201,Heu::N,hay,fenc
202,Schale::N,husk,closca
203,Grube::N,pit,sot
204,Grube::N,pit,clot
205,Falle::N,trap,trampa
206,Schlinge::N,noose,baga
207,Spur::N,track,traça
208,Asche::N,ashes,cendra
209,Dreck::N,filth,llot
210,Eisen::N,iron,ferro
211,Gold::N,gold,or
212,Silber::N,silver,plata
213,Kohle::N,coal,carbó
214,Glas::N,glass,vidre
215,Lehm::N,clay,fang
216,Lehm::N,clay,argila
217,Sand::N,sand,arena
218,Mensch::N,human,humà
219,Mensch::N,human,persona
220,Mann::N,man,home
221,Frau::N,woman,dona
222,Kind::N,child,nen
223,Junge::N,boy,noi
224,Mädchen::N,girl,noia
225,Familie::N,family,família
226,Großvater::N,grandfather,avi
227,Großmutter::N,grandmother,àvia
228,Eltern::N,parents,pares
229,Vater::N,father,pare
230,Mutter::N,mother,mare
231,Sohn::N,son,fill
232,Tochter::N,daughter,filla
233,Bruder::N,brother,germà
234,Schwester::N,sister,germana
235,Onkel::N,uncle,oncle
236,Tante::N,aunt,tia
237,Ehemann::N,husband,espòs
238,Ehefrau::N,wife,muller
239,Freude::N,joy,goig
240,Freude::N,joy,alegria
241,Gelächter::N,laughter,riallada
242,Glück::N,happiness,felicitat
243,Kummer::N,grief,pena
244,Wunsch::N,wish,desig
245,Lust::N,desire,ganes
246,Geist::N,spirit,ment
247,Geist::N,spirit,esperit
248,Gedanke::N,thought,pensament
249,Gedächtnis::N,memory,memòria
250,Verstand::N,mind,raó
251,Verstand::N,mind,seny
252,Sinn::N,meaning,solta
253,Sinn::N,meaning,sentit
254,Grund::N,reason,raó
255,Grund::N,reason,causa
256,Wahrheit::N,truth,veritāt
257,Gespräch::N,talk,conversa
258,Märchen::N,fairy tale,conte
259,Erzählung::N,story,narració
260,Nachricht::N,message,missatge
261,Neuigkeit::N,news,novetat
262,Name::N,name,nom
263,Rätsel::N,puzzle,endevinalla
264,Rede::N,speech,discurs
265,Sprache::N,language,llēngua
266,Stimme::N,voice,veu
267,Wort::N,word,mot
268,Wort::N,word,paraula
269,Zeichen::N,sign,signe
270,Zeichen::N,sign,senyal
271,Ruf::N,call,crida
272,Lärm::N,noise,sorōll
273,Laut::N,sound,so
274,Ton::N,tone,to
275,Lied::N,song,cançó
276,Ruhe::N,calm,calma
277,Ruhe::N,calm,silenci
278,Leute::N,people,gent
279,Volk::N,nation,poble
280,Arbeit::N,work,labor
281,Arbeit::N,work,treball
282,Gast::N,guest,hoste
283,Geschenk::N,gift,regal
284,Geschenk::N,gift,obsequi
285,Spiel::N,game,joc
286,Gesellschaft::N,company,companyia
287,Hilfe::N,help,ajut
288,Freund::N,friend,amīc
289,Kamerad::N,companion,company
290,Kamerad::N,companion,camarada
291,Angelegenheit::N,matter,afer
292,Angelegenheit::N,matter,assumpte
293,Anzahl::N,count,nombre
294,Anzahl::N,count,quantitat
295,Art::N,sort,tipus
296,Art::N,sort,classe
297,Stück::N,piece,peça
298,Teil::N,part,part
299,Hälfte::N,half,meitat
300,Kreis::N,circle,cercle
301,Kreuz::N,cross,creu
302,Linie::N,line,línia
303,Strich::N,stroke,traç
304,Strich::N,stroke,ratlla
305,Abstand::N,gap,distància
306,Entfernung::N,distance,distància
307,Gegend::N,area,regió
308,Gegend::N,area,contrada
309,Platz::N,space,cabuda
310,Ort::N,place,lloc
311,Seite::N,side,banda
312,Seite::N,side,costāt
313,Mitte::N,middle,mig
314,Mitte::N,middle,centre
315,Gegenstand::N,item,objecte
316,Sache::N,thing,cosa
317,Rand::N,fringe,vora
318,Rand::N,fringe,marge
319,Kante::N,edge,caire
320,Kante::N,edge,cantell
321,Ecke::N,corner,cantonada
322,Spitze::N,tip,punta
323,Ende::N,end,cap
324,Loch::N,hole,forāt
325,Winkel::N,angle,racó
326,Muster::N,pattern,dibuix
327,Muster::N,pattern,disseny
328,Größe::N,size,grandària
329,Länge::N,length,longitud
330,Höhe::N,height,altura
331,Höhe::N,height,altitud
332,Gewicht::N,weight,pes
333,Menge::N,amount,quantitat
334,Haufen::N,heap,pila
335,Reihe::N,row,fila
336,Boot::N,boat,bot
337,Boot::N,boat,barca
338,Ruder::N,oar,rem
339,Schlitten::N,sleigh,trineu
340,Ski::N,ski,esquí
341,Lagerfeuer::N,campfire,foc de campament
342,Last::N,load,càrrega
343,Gang::N,walk,marxa
344,Schritt::N,step,pas
345,Norden::N,north,nord
346,Süden::N,south,sud
347,Westen::N,west,oest
348,Westen::N,west,occident
349,Osten::N,east,est
350,Osten::N,east,orient
351,Holz::N,wood,fusta
352,Brett::N,board,taula
353,Platte::N,slab,placa
354,Stütze::N,bracket,suport
355,Stange::N,pole,vara
356,Stock::N,stick,pal
357,Stab::N,staff,bastó
358,Rohr::N,pipe,tub
359,Haus::N,house,casa
360,Heim::N,home,llar
361,Ofen::N,stove,estufa
362,Fußboden::N,floor,terra
363,Tisch::N,table,taula
364,Stuhl::N,chair,cadira
365,Wiege::N,cradle,bressol
366,Bett::N,bed,llit
367,Regal::N,shelf,prestatgeria
368,Kiste::N,box,caixa
369,Fenster::N,window,finestra
370,Tür::N,door,porta
371,Tor::N,gate,portal
372,Zaun::N,fence,tanca
373,Dach::N,roof,teulada
374,Leiter::N,ladder,escala
375,Leiter::N,ladder,escala de mà
376,Besen::N,broom,escombra
377,Spaten::N,spade,pala
378,Schaufel::N,shovel,pala
379,Gabel::N,fork,forquilla
380,Löffel::N,spoon,cullera
381,Messer::N,knife,coltell
382,Nagel::N,nail,clau
383,Netz::N,net,filat
384,Haken::N,hook,ganxo
385,Griff::N,handle,puny
386,Griff::N,handle,mànec
387,Schloss::N,lock,pany
388,Bild::N,picture,imatge
389,Figur::N,figure,figura
390,Puppe::N,doll,nina
391,Beutel::N,pouch,bossa
392,Bündel::N,bundle,feix
393,Bündel::N,bundle,paquet
394,Tasche::N,bag,bossa
395,Eimer::N,bucket,galleda
396,Deckel::N,cover,tapa
397,Deckel::N,cover,tapadora
398,Geschirr::N,dishes,vaixella
399,Sack::N,sack,sac
400,Sack::N,sack,saca
401,Tasse::N,cup,tassa
402,Topf::N,pot,pot
403,Topf::N,pot,olla
404,Kessel::N,kettle,caldera
405,Essen::N,meal,àpat
406,Essen::N,meal,menjada
407,Nahrung::N,food,aliment
408,Speise::N,dish,plat
409,Fleisch::N,meat,carn
410,Getreide::N,corn,cereals
411,Brei::N,mush,puré
412,Brot::N,bread,pa
413,Scheibe::N,slice,tall
414,Scheibe::N,slice,llesca
415,Fett::N,fat,greix
416,Butter::N,butter,mantega
417,Öl::N,oil,oli
418,Salz::N,salt,sal
419,Suppe::N,soup,sopa
420,Honig::N,honey,mel
421,Milch::N,milk,llet
422,Tee::N,tea,te
423,Leder::N,leather,cuir
424,Wolle::N,wool,llana
425,Stoff::N,cloth,tela
426,Nadel::N,needle,agulla
427,Faden::N,thread,fil
428,Knopf::N,button,botó
429,Knoten::N,knot,nus
430,Farbe::N,paint,pintura
431,Kleidung::N,clothes,roba
432,Kleidung::N,clothes,vestits
433,Hemd::N,shirt,camisa
434,Kragen::N,collar,coll
435,Ärmel::N,sleeve,màniga
436,Hose::N,trousers,pantalōns
437,Gürtel::N,belt,cinturó
438,Mütze::N,cap,gorra
439,Schuh::N,shoe,sabata
440,Stiefel::N,boot,bota
441,Ring::N,ring,anell
442,Band::N,ribbon,veta
443,Band::N,ribbon,cinta
444,Kamm::N,comb,pinta
445,Spiegel::N,mirror,mirāll
446,Riemen::N,strap,corretja
447,Schnur::N,string,corda
448,Leine::N,leash,corretja
449,Decke::N,blanket,manta
450,Decke::N,blanket,flassada
451,Kissen::N,pillow,coixí
452,Tuch::N,scarf,mocador
453,Handtuch::N,towel,tovallola
454,Kraft::N,force,força
455,Stärke::N,strength,vigor
456,Gesundheit::N,health,salut
457,Krankheit::N,illness,malaltia
458,Schmerz::N,pain,dolor
459,Wunde::N,wound,ferida
460,Fieber::N,fever,febre
461,Arznei::N,medicine,medicament
462,Brücke::N,bridge,pont
463,Brunnen::N,well,pou
464,Weide::N,pasture,pastura
465,Pfad::N,path,senda
466,Pfad::N,path,sender
467,Weg::N,way,camí
468,Straße::N,road,carretera
469,Dorf::N,village,poble
470,Stadt::N,town,ciutāt
471,Brief::N,letter,carta
472,Buch::N,book,llibre
473,Buchstabe::N,character,lletra
474,Zeitung::N,newspaper,diāri
475,Leben::N,life,vida
476,Tod::N,death,mort
477,Grab::N,grave,tomba
478,Kirche::N,church,església
479,Sünde::N,sin,pecat
480,Gott::N,god,déu
481,Arbeiter::N,worker,obrer
482,Chef::N,boss,cap
483,Meister::N,master,mestre
484,Arzt::N,doctor,metge
485,Lehrer::N,teacher,mestre
486,Geld::N,money,dinērs
487,Geschäft::N,business,negoci
488,Laden::N,shop,tenda
489,Laden::N,shop,botiga
490,Preis::N,price,preu
491,Ware::N,ware,mercaderia
492,Nutzen::N,profit,profit
493,Reichtum::N,wealth,riquesa
494,Welt::N,world,món
495,Land::N,country,país
496,Staat::N,state,estat
497,König::N,king,rei
498,Macht::N,power,poder
499,Macht::N,power,potència
500,Grenze::N,border,frontera
501,Krieg::N,war,guerra
502,Feind::N,enemy,enemic
503,Gewalt::N,violence,violència
504,Kampf::N,fight,lluita
505,Bogen[Waffe]::N,bow,arc
506,Pfeil::N,arrow,fletxa
507,Gewehr::N,gun,fusell
508,Gewehr::N,gun,escopeta
509,Fehler::N,mistake,falta
510,Lüge::N,lie,mentida
511,Schaden::N,damage,dany
512,Unglück::N,misfortune,desgràcia
513,Schuld::N,fault,culpa
514,Alter::N,age,edat
515,Schluss::N,conclusion,fi
516,Schluss::N,conclusion,final
517,Zeit::N,time,temps
518,Tag::N,day,dia
519,Morgen::N,morning,matí
520,Mittag::N,noon,migdia
521,Abend::N,evening,vespre
522,Nacht::N,night,nit
523,Woche::N,week,setmana
524,Monat::N,month,mes
525,Jahr::N,year,any
526,Frühling::N,spring,primavera
527,Sommer::N,summer,estīu
528,Herbst::N,autumn,tardor
529,Winter::N,winter,hivērn
530,Januar::N,January,gener
531,Februar::N,February,febrer
532,März::N,March,març
533,April::N,April,abril
534,Mai::N,May,maig
535,Juni::N,June,juny
536,Juli::N,July,juliol
537,August::N,August,agost
538,September::N,September,setembre
539,Oktober::N,October,octubre
540,November::N,November,novembre
541,Dezember::N,December,desembre
542,Montag::N,Monday,dilluns
543,Dienstag::N,Tuesday,dimarts
544,Mittwoch::N,Wednesday,dimecres
545,Donnerstag::N,Thursday,dijous
546,Freitag::N,Friday,divendres
547,Samstag::N,Saturday,dissabte
548,Sonntag::N,Sunday,diumenge
549,groß::A,big,gros
550,klein::A,little,petīt
551,lang::A,long,llarg
552,kurz::A,short,curt
553,breit::A,wide,ample
554,schmal::A,narrow,estret
555,dicht::A,dense,dens
556,dick[Gegenstand]::A,thick,gruixūt
557,dünn::A,thin,prim
558,fein::A,delicate,fi
559,fest::A,firm,ferm
560,fest::A,firm,sòlid
561,flach::A,flat,pla
562,glatt::A,smooth,llis
563,hart::A,hard,dur
564,weich::A,soft,tou
565,rund::A,round,rodó
566,spitz::A,pointed,punxegut
567,scharf::A,sharp,agut
568,stumpf::A,blunt,rom
569,stumpf::A,blunt,esmussat
570,schwer::A,heavy,pesāt
571,schön::A,beautiful,bonīc
572,heiß::A,hot,calēnt
573,warm::A,warm,càlid
574,kalt::A,cold,fred
575,kühl::A,cool,fresc
576,frisch::A,fresh,fresc
577,feucht::A,damp,humit
578,nass::A,wet,mullat
579,trocken::A,dry,sec
580,voll::A,full,ple
581,leer::A,empty,buit
582,offen::A,open,obert
583,geschlossen::A,closed,tancat
584,sauber::A,clean,net
585,schmutzig::A,dirty,brut
586,roh::A,raw,cru
587,reif::A,ripe,madur
588,lecker::A,delicious,deliciós
589,süß::A,sweet,dolç
590,bitter::A,bitter,amarg
591,sauer::A,sour,agre
592,hell::A,bright,clar
593,dunkel::A,dark,fosc
594,schwarz::A,black,negre
595,weiß::A,white,blanc
596,rot::A,red,vermēll
597,gelb::A,yellow,groc
598,blau::A,blue,blau
599,grün::A,green,verd
600,grau::A,grey,gris
601,bunt::A,colourful,multicolor
602,bunt::A,colorful,multicolor
603,billig::A,cheap,barat
604,teuer::A,dear,car
605,wertvoll::A,precious,preciós
606,blind::A,blind,cec
607,taub::A,deaf,sord
608,kräftig::A,powerful,fort
609,kräftig::A,powerful,vigorós
610,stark::A,strong,fort
611,schwach::A,weak,feble
612,fett::A,fat,gras
613,schlank::A,slim,esvelt
614,hübsch::A,pretty,maco
615,böse::A,evil,dolent
616,dumm::A,stupid,ximple
617,dumm::A,stupid,estúpid
618,faul::A,lazy,gandūl
619,faul::A,lazy,mandrós
620,fleißig::A,diligent,diligēnt
621,geizig::A,stingy,avar
622,klug::A,clever,intel·ligent
623,geschickt::A,skilful,hàbil
624,geschickt::A,skillful,hàbil
625,lieb::A,dear,amat
626,lieb::A,dear,estimat
627,lustig::A,merry,alegre
628,sanft::A,gentle,suau
629,hungrig::A,hungry,afamat
630,krank::A,sick,malālt
631,nackt::A,naked,nu
632,traurig::A,sad,trist
633,lebendig::A,living,viu
634,gut::A,good,bo
635,schlecht::A,bad,dolēnt
636,richtig::A,correct,just
637,richtig::A,correct,correcte
638,schlimm::A,nasty,greu
639,wahr::A,true,vertader
640,wahr::A,true,veritable
641,alt::A,old,vell
642,neu::A,new,nou
643,ehemalig::A,former,antic
644,alt[Lebewesen]::A,aged,vell
645,jung::A,young,jove
646,arm::A,poor,pobre
647,reich::A,rich,ric
648,bekannt::A,familiar,conegut
649,berühmt::A,famous,famós
650,fremd::A,foreign,estrany
651,verschieden::A,different,diferent
652,nah::A,near,pròxim
653,fern::A,far,llunyà
654,fern::A,far,distant
655,linker::A,left,esquerre
656,rechter::A,right,dret
657,anderer::A,other,altre
658,erster::A,first,primer
659,zweiter::A,second,segon
660,dritter::A,third,tercer
661,letzter::A,last,últim
662,allein::ADV,alone,sol
663,auf einmal::ADV,at once,d'una vegada
664,zusammen::ADV,together,junt
665,lange::ADV,long,molt de temps
666,plötzlich::ADV,suddenly,de cop
667,plötzlich::ADV,suddenly,de sobte
668,sofort::ADV,instantly,de seguida
669,später::ADV,later,més tard
670,jetzt::ADV,now,ara
671,heute::ADV,today,avūi
672,morgen::ADV,tomorrow,demà
673,bald::ADV,soon,aviāt
674,dann::ADV,then,després
675,gestern::ADV,yesterday,ahir
676,einst::ADV,once,anteriorment
677,damals::ADV,at that time,llavōrs
678,damals::ADV,at that time,aleshores
679,danach::ADV,afterwards,després
680,vorher::ADV,before,abāns
681,zuerst::ADV,at first,primer
682,einmal::ADV,once,una vegada
683,manchmal::ADV,sometimes,de vegades
684,oft::ADV,often,sovint
685,immer::ADV,always,sempre
686,niemals::ADV,never,no ... mai
687,hier::ADV,here,aquí
688,hierhin::ADV,hither,per aquí
689,hierhin::ADV,to here,per aquí
690,hierhin::ADV,here,per aquí
691,von hier::ADV,hence,des d'aquí
692,dort::ADV,there,allí
693,dorthin::ADV,thither,hi
694,dorthin::ADV,there,hi
695,dorthin::ADV,to there,hi
696,geradeaus::ADV,ahead,tot dret
697,vorwärts::ADV,forward,endavānt
698,rückwärts::ADV,backward,endarrera
699,zurück::ADV,back,darrere
700,unten::ADV,below,a baix
701,hinab::ADV,down,cap avall
702,oben::ADV,above,dalt
703,hinauf::ADV,up,cap amunt
704,überall::ADV,everywhere,pertot
705,überall::ADV,everywhere,per tot arreu
706,nicht::ADV,not,no
707,ein wenig::ADV,a little,una mica
708,kaum::ADV,hardly,a penes
709,sehr::ADV,very,molt
710,so::ADV,so,així
711,noch::ADV,still,encara
712,nur::ADV,only,només
713,schon::ADV,already,ja
714,wieder::ADV,again,de nou
715,vergebens::ADV,in vain,en va
716,vor::PRP,in front of,davānt
717,vor::PRP,in front of,enfront de
718,hinter::PRP,behind,darrera
719,unter::PRP,under,sota
720,durch::PRP,through,per
721,neben::PRP,next to,al costāt de
722,zwischen::PRP,between,entre
723,wegen::PRP,because of,a causa de
724,dies::PRN,this,aquest
725,das::PRN,that,això
726,alles::PRN,everything,tot
727,ich::PRN,I,jo
728,du::PRN,you,tu
729,du::PRN,thou,tu
730,er::PRN,he,ell
731,wir::PRN,we,nosaltres
732,ihr::PRN,you,vosaltres
733,sie::PRN,they,ells
734,sie::PRN,they,elles
735,was::FPRN,what,què
736,wer::FPRN,who,qui
737,wo::FADV,where,on
738,wohin::FADV,where ... to,cap a on
739,wohin::FADV,where to,cap a on
740,wohin::FADV,where,cap a on
741,wie::FADV,how,com
742,warum::FADV,why,per què
743,wieviel::FNUM,how much,quant
744,eins::NUM,one,u
745,zwei::NUM,two,dos
746,drei::NUM,three,tres
747,vier::NUM,four,quatre
748,fünf::NUM,five,cinc
749,sechs::NUM,six,sis
750,sieben::NUM,seven,set
751,acht::NUM,eight,vuit
752,neun::NUM,nine,nou
753,zehn::NUM,ten,deu
754,elf::NUM,eleven,onze
755,zwölf::NUM,twelve,dotze
756,zwanzig::NUM,twenty,vint
757,dreißig::NUM,thirty,trenta
758,vierzig::NUM,forty,quaranta
759,fünfzig::NUM,fifty,cinquanta
760,sechzig::NUM,sixty,seixanta
761,siebzig::NUM,seventy,setanta
762,achtzig::NUM,eighty,vuitanta
763,neunzig::NUM,ninety,noranta
764,hundert::NUM,a hundred,cent
765,tausend::NUM,a thousand,mil
766,und::CNJ,and,i
767,oder::CNJ,or,o
768,stehen::V,stand,estar de peu
769,sitzen::V,sit,seure
770,liegen::V,lie,jeure
771,hängen::V,hang,penjar
772,werden::V,become,fer-se
773,werden::V,become,posar-se
774,passieren::V,happen,succeir
775,beginnen::V,begin,iniciar-se
776,enden::V,end,acabar-se
777,enden::V,end,terminar-se
778,wechseln::V,change,canviar
779,aufgehen[Sonne]::V,rise,sortir
780,untergehen[Sonne]::V,set,posar-se
781,scheinen[Sonne]::V,shine,brillar
782,donnern::V,thunder,tronar
783,wehen::V,blow,bufar
784,strömen::V,stream,afluir
785,fließen::V,flow,fluir
786,sich drehen::V,revolve,girar
787,schwanken::V,sway,vacil·lar
788,schwingen::V,swing,oscil·lar
789,fallen::V,fall,caure
790,fallen::V,fall,tombar
791,brennen::V,burn,cremar
792,rauchen::V,smoke,fumejar
793,regnen::V,rain,ploure
794,gefrieren::V,freeze,gelar-se
795,tauen::V,thaw,fondre's
796,schmelzen::V,melt,fondre's
797,trocknen::V,dry,assecar-se
798,sieden::V,boil,bullir
799,faulen::V,rot,podrir-se
800,verfaulen::V,decay,podrir-se
801,reißen::V,snap,trencar-se
802,versinken::V,sink,enfonsar-se
803,vergehen::V,pass,passar
804,erscheinen::V,appear,aparèixer
805,verschwinden::V,disappear,desaparèixer
806,sinken::V,drop,baixar
807,sinken::V,drop,descendir
808,abnehmen::V,decrease,decréixer
809,zunehmen::V,increase,augmentar
810,steigen::V,rise,pujar
811,wachsen::V,grow,créixer
812,glänzen::V,shine,brillar
813,glänzen::V,shine,resplendir
814,funkeln::V,sparkle,espurnejar
815,lärmen::V,be noisy,fer soroll
816,läuten::V,chime,sonar
817,klingeln::V,ring,trucar
818,klirren::V,tinkle,dringar
819,brausen::V,roar,rugir
820,rauschen::V,rustle,murmurar
821,klingen::V,sound,sonar
822,bellen::V,bark,lladrar
823,heulen::V,howl,udolar
824,blasen::V,blow,bufar
825,pfeifen::V,whistle,xiular
826,schreien::V,shout,cridar
827,stöhnen::V,groan,gemegar
828,zittern::V,tremble,tremolar
829,leben::V,be alive,vīure
830,geboren werden::V,be born,néixer
831,atmen::V,breathe,respirar
832,trinken::V,drink,beure
833,essen::V,eat,menjar
834,schlucken::V,swallow,empassar-se
835,müde werden::V,get tired,cansar-se
836,einschlafen::V,fall asleep,adormir-se
837,schlafen::V,sleep,dormir
838,aufwachen::V,wake up,despertar-se
839,aufstehen::V,get up,llevar-se
840,sich erholen::V,relax,descansar
841,krank werden::V,fall ill,posar-se malalt
842,krank sein::V,be ill,estar malalt
843,schmerzen::V,ache,doldre
844,husten::V,cough,tossir
845,genesen::V,recover,recuperar-se
846,sterben::V,die,morir
847,umkommen::V,perish,perir
848,sich bewegen::V,move,moure's
849,sich rühren::V,budge,moure's
850,sich erheben::V,stand up,aixecar-se
851,sich setzen::V,sit down,asseure's
852,hinfallen::V,tumble,caure's
853,laufen::V,walk,caminar
854,schreiten::V,pace,procedir
855,spazierengehen::V,go for a walk,passejar
856,eilen::V,rush,anar corrent
857,sich beeilen::V,hurry,afanyar-se
858,sausen::V,dash,córrer
859,rennen::V,run,córrer
860,springen::V,jump,saltar
861,klettern::V,climb,escalar
862,schaukeln::V,seesaw,gronxar-se
863,schaukeln::V,seesaw,balancejar-se
864,kriechen::V,creep,reptar
865,kriechen::V,creep,arrossegar-se
866,schwimmen::V,swim,nadar
867,tauchen::V,dive,bussejar
868,tauchen::V,dive,submergir-se
869,rudern::V,row,remar
870,fahren::V,drive,anar
871,fliegen::V,fly,volar
872,gehen::V,go,caminar
873,weggehen::V,go away,anar-se'n
874,abfahren::V,depart,partir
875,anhalten::V,stop,aturar-se
876,hineingehen::V,go in,entrar
877,eintreten::V,enter,entrar
878,kommen::V,come,venir
879,ankommen::V,arrive,arribar
880,zurückkommen::V,come back,tornar
881,bleiben::V,stay,quedar-se
882,warten::V,wait,esperar
883,erwarten::V,wait for,esperar
884,suchen::V,seek,buscar
885,suchen::V,look for,buscar
886,finden::V,find,trobar
887,versuchen::V,try,intentar
888,vorbereiten::V,prepare,preparar
889,lieben::V,love,estimar
