,Concept_ID,fa,vep
114,Schmutz::N,گل,pačak
115,Schmutz::N,کثافت,redu
116,Schmutz::N,کثافت,pačak
117,See::N,دریاچه,järv
118,Sumpf::N,مرداب,so
119,Sumpf::N,باتلاق,so
120,Moor::N,باتلاق,so
121,Wiese::N,چمن,nit
122,Wald::N,جنگل,mec
123,Hügel::N,تل,kukaz
124,Hügel::N,تپه,kukaz
125,Anhöhe::N,بلندی,kukaz
126,Berg::N,کوه,mägi
127,Gipfel::N,قله,ladv
128,Höhle::N,غار,mägionduz
129,Abhang::N,سرازیری,paute
130,Quelle::N,چشمه,lähte
131,Bach::N,نهر,oja
132,Fluss::N,رود,jogi
133,Ufer::N,ساحل,rand
134,Ufer::N,کرانه,rand
135,Küste::N,ساحل,randišt
136,Festland::N,خشکی,kuivma
137,Meer::N,دریا,meri
138,Bucht::N,خلیج,laht
139,Insel::N,جزیره,sar'
140,Blume::N,گل,änik
141,Gras::N,علف,hein
142,Wurzel::N,ریشه,jur'
143,Baum::N,درخت,pu
144,Stamm::N,تنه,tüvi
145,Rinde::N,توژ,kor'
146,Rinde::N,پوست,kor'
147,Ast::N,شاخه,oks
148,Zweig::N,شاخه,oks
149,Zweig::N,شاخه,barb
150,Blatt::N,برگ,lehtez
151,Birke::N,غان,koiv
152,Kiefer[Baum]::N,کاج,pedai
153,Weide[Baum]::N,بید,raid
154,Tanne::N,صنوبر,kuz'
155,Horn::N,شاخ,sar'v
156,Feder::N,پر,höuneh
157,Fell::N,خز,nahk
158,Flügel::N,پر,suug
159,Flügel::N,بال,suug
160,Klaue::N,چنگ,künz'
161,Klaue::N,پنجه,künz'
162,Kralle::N,پنجه,künz'
163,Schwanz::N,دم,händ
164,Ei::N,تخم,muna
165,Nest::N,لانه,peza
166,Bau::N,بنا,uru
167,Bau::N,ساختمان,uru
168,Tier::N,هیوان,živat
169,Herde::N,رمه,kogo
170,Kuh::N,گاو,lehm
171,Bulle::N,گاو نر,härg
172,Pferd::N,اسب,hebo
173,Schaf::N,گوسفند,lambaz
174,Schwein::N,خوک,siga
175,Hund::N,سگ,koir
176,Katze::N,گربه,kaži
177,Bär::N,خرس,kondi
178,Eichhörnchen::N,سنجاب,orav
179,Elch::N,گوزن شمالی,hirb'
180,Fuchs::N,روباه,reboi
181,Hase::N,خرگوش,jäniš
182,Maus::N,موش,hir'
183,Wolf::N,گرگ,händikaz
184,Vogel::N,پرنده,lind
185,Schwarm::N,دسته,parveh
186,Huhn::N,مرغ,kana
187,Hahn::N,خروس,kukoi
188,Gans::N,غاز,hanh'
189,Adler::N,عقاب,orl
190,Ente::N,اردک,sorz
191,Ente::N,مرغابی,sorz
192,Eule::N,جغد,hir'pulo
193,Kranich::N,درنا,kurg
194,Krähe::N,زاغ,variš
195,Krähe::N,کلاغ,variš
196,Kuckuck::N,فاخته,kägi
197,Schwan::N,قو,joucen
198,Fisch::N,ماهی,kala
199,Barsch::N,ماهی خاردار,ahven
200,Hecht::N,اردک ماهی,haug'
201,Schlange[Tier]::N,مار,kü
202,Schlange[Tier]::N,مار,mado
203,Wurm::N,کرم,mado
204,Spinne::N,عنکبوت,hämähouk
205,Ameise::N,مورچه,murahaine
206,Laus::N,شپش,täi
207,Mücke::N,پشه,säs'k
208,Fliege::N,مگس,kärbhaine
209,Schmetterling::N,پروانه,lipkaine
210,Beere::N,گیله,marj
211,Apfel::N,سیب,jablok
212,Pilz::N,قارچ,sen'
213,Pilz::N,قارچ,babuk
214,Zwiebel::N,پیاز,lauk
215,Saat::N,بذر,semned
216,Korn::N,تخم,jüvä
217,Korn::N,تخم,vill'
218,Korn::N,دانه,jüvä
219,Korn::N,دانه,vill'
220,Heu::N,علف خشک,hein
221,Schale::N,پوست,kor'
222,Grube::N,گودال,kop
223,Falle::N,دام,rida
224,Schlinge::N,حلقه,rihm
225,Spur::N,رد,jäl'g
226,Asche::N,خاکستر,tuhk
227,Dreck::N,کثافت,redu
228,Dreck::N,کثافت,pačak
229,Eisen::N,آهن,raud
230,Gold::N,زر,kuld
231,Gold::N,طلا,kuld
232,Silber::N,نقره,hobed
233,Kohle::N,زغال,hil'
234,Glas::N,شیشه,stökol
235,Lehm::N,گل,savi
236,Sand::N,شن,lete
237,Sand::N,ماسه,lete
238,Mensch::N,آدم,mez'
239,Mensch::N,آدم,ristit
240,Mensch::N,انسان,mez'
241,Mensch::N,انسان,ristit
242,Mann::N,مرد,mez'
243,Frau::N,زن,naine
244,Kind::N,بچه,laps'
245,Kind::N,کودک,laps'
246,Junge::N,پسر,poig
247,Junge::N,پسر,prihaine
248,Mädchen::N,دختر,neičukaine
249,Familie::N,فامیل,kanz
250,Familie::N,فامیل,pereh
251,Familie::N,خانواده,kanz
252,Familie::N,خانواده,pereh
253,Großvater::N,پدربزرگ,ded
254,Großmutter::N,مادر‌بزرگ,bab
255,Eltern::N,والدین,vanhembad
256,Eltern::N,والدین,kazvatajad
257,Eltern::N,پدر‌و‌مادر,vanhembad
258,Eltern::N,پدر‌و‌مادر,kazvatajad
259,Vater::N,پدر,tat
260,Mutter::N,مادر,mam
261,Sohn::N,پسر,poig
262,Tochter::N,دختر,tütär
263,Bruder::N,برادر,veik
264,Bruder::N,برادر,vell'
265,Schwester::N,خواهر,čiža
266,Schwester::N,خواهر,sizar
267,Onkel::N,عمو,däd'
268,Onkel::N,دایی,däd'
269,Tante::N,عمه,tädi
270,Tante::N,خاله,tädi
271,Ehemann::N,همسر,mužik
272,Ehefrau::N,همسر,ak
273,Freude::N,شادی,ilo
274,Freude::N,شادی,ihastuz
275,Gelächter::N,خنده,nagr
276,Gelächter::N,قاه‌قاه,nagr
277,Glück::N,اقبال,oza
278,Kummer::N,غم,gor'a
279,Kummer::N,غصه,gor'a
280,Wunsch::N,آرزو,taht
281,Lust::N,هوس,himo
282,Geist::N,روح,heng
283,Gedanke::N,فکر,meletuz
284,Gedächtnis::N,حافظه,mušt
285,Verstand::N,هوش,mel'
286,Sinn::N,معنا,jüvä
287,Sinn::N,مفهوم,jüvä
288,Grund::N,سبب,sü
289,Grund::N,دلیل,sü
290,Wahrheit::N,حقیقت,tozi
291,Gespräch::N,صحبت,lodu
292,Gespräch::N,صحبت,pagin
293,Gespräch::N,گفتگو,lodu
294,Gespräch::N,گفتگو,pagin
295,Märchen::N,قصه,sarn
296,Märchen::N,افسانه,sarn
297,Erzählung::N,داستان,sanutez
298,Nachricht::N,خبر,tedotuz
299,Neuigkeit::N,خبر تازه,uzištuz
300,Name::N,اسم,nimi
301,Rätsel::N,معما,ozoitez
302,Rede::N,سخن,pagin
303,Rede::N,سخن,sanad
304,Sprache::N,زبان,kel'
305,Stimme::N,صدا,än'
306,Wort::N,کلمه,sana
307,Zeichen::N,نشان,znam
308,Zeichen::N,علامت,znam
309,Ruf::N,صدا,kida
310,Ruf::N,صدا,kucund
311,Lärm::N,هیاهو,judu
312,Laut::N,صدا,kulund
313,Ton::N,آهنگ,kulund
314,Lied::N,آواز,pajo
315,Lied::N,ترانه,pajo
316,Ruhe::N,آرامش,lebu
317,Leute::N,مردم,rahvaz
318,Volk::N,خلق,rahvaz
319,Arbeit::N,کار,tö
320,Arbeit::N,کار,rad
321,Gast::N,مهمان,adiv
322,Geschenk::N,هدیه,lahj
323,Spiel::N,بازی,vänd
324,Gesellschaft::N,جمعیت,sebr
325,Hilfe::N,کمک,abu
326,Freund::N,دوست,sebranik
327,Kamerad::N,رفیق,sebranik
328,Angelegenheit::N,امر,azj
329,Angelegenheit::N,قضیه,azj
330,Anzahl::N,عده,lugu
331,Anzahl::N,شمار,lugu
332,Art::N,نوع,rod
333,Art::N,نوع,rodsugu
334,Stück::N,تکه,pala
335,Stück::N,تکه,supal
336,Stück::N,قطعه,pala
337,Stück::N,قطعه,supal
338,Teil::N,بخش,pala
339,Teil::N,قسمت,pala
340,Hälfte::N,نیم,pol'
341,Kreis::N,حلقه,ümbruz
342,Kreis::N,حلقه,kehkruz
343,Kreis::N,دایره,ümbruz
344,Kreis::N,دایره,kehkruz
345,Kreuz::N,صلیب,rist
346,Linie::N,خط,pird
347,Linie::N,سطر,pird
348,Strich::N,خط,pird
349,Abstand::N,فاصله,keskust
350,Entfernung::N,مسافت,matk
351,Gegend::N,منطقه,taho
352,Platz::N,گنجایش,avaruz'
353,Ort::N,جا,koht
354,Ort::N,محل,koht
355,Ort::N,مکان,koht
356,Seite::N,طرف,pol'
357,Seite::N,طرف,kül'g
358,Mitte::N,وسط,kesk
359,Mitte::N,میان,kesk
360,Gegenstand::N,چیز,kalu
361,Sache::N,چیز,azj
362,Rand::N,کنار,röun
363,Rand::N,حاشیه,röun
364,Kante::N,لبه,röun
365,Ecke::N,گوشه,saum
366,Spitze::N,سر,agjaine
367,Spitze::N,نوک,agjaine
368,Ende::N,ته,agj
369,Ende::N,آخر,agj
370,Loch::N,سوراخ,reig
371,Winkel::N,کنج,čoga
372,Winkel::N,کنج,saum
373,Muster::N,نقش,kirjam
374,Größe::N,قد,suruz'
375,Größe::N,بزرگی,suruz'
376,Länge::N,طول,piduz
377,Höhe::N,بلندی,korktuz'
378,Gewicht::N,وزن,jügu
379,Gewicht::N,وزن,vedäduz
380,Menge::N,مقدار,äjüz'
381,Menge::N,اندازه,äjüz'
382,Haufen::N,توده,kogo
383,Reihe::N,ردیف,rivi
384,Boot::N,قایق,veneh
385,Ruder::N,پارو,air
386,Schlitten::N,سورتمه,regi
387,Schlitten::N,سورتمه,regut
388,Ski::N,اسکی,suks'
389,Lagerfeuer::N,آتش,nodj
390,Lagerfeuer::N,آتش,pažag
391,Last::N,بار,jüguz
392,Last::N,سنگینی,jüguz
393,Gang::N,راه رفتن,astund
394,Schritt::N,قدم,hašk
395,Norden::N,شمال,pohjoine
396,Süden::N,جنوب,suvi
397,Westen::N,غرب,päivlaskm
398,Osten::N,شرق,päivnouzm
399,Holz::N,چوب,pu
400,Brett::N,تخته,laud
401,Platte::N,صفحه,keitim
402,Stütze::N,تکیه,tugi
403,Stange::N,میله,arz'
404,Stock::N,چوب,kalu
405,Stab::N,عصا,seibaz
406,Rohr::N,لوله,torv
407,Haus::N,منزل,pert'
408,Heim::N,خانه,kodi
409,Heim::N,کاشانه,kodi
410,Ofen::N,بخاری,päč
411,Fußboden::N,کف اتاق,lava
412,Tisch::N,میز,laud
413,Tisch::N,میز,stal'c
414,Stuhl::N,صندلی,ištim
415,Wiege::N,گهواره,kätte
416,Bett::N,تختخواب,sija
417,Bett::N,تختخواب,magaduzsija
418,Regal::N,قفسه,palič
419,Kiste::N,صندوق,mülütim
420,Fenster::N,پنجره,ikun
421,Tür::N,در,uks'
422,Tür::N,درب,uks'
423,Tor::N,دروازه,verai
424,Zaun::N,حصار,aid
425,Dach::N,بام,katuz
426,Leiter::N,نردبان,pordhad
427,Besen::N,جارو,lud
428,Besen::N,جارو,vast
429,Spaten::N,بیل,labid
430,Schaufel::N,بیل,labid
431,Schaufel::N,پارو,labid
432,Gabel::N,چنگال,hangoine
433,Löffel::N,قاشق,luzik
434,Messer::N,کارد,veič
435,Nagel::N,میخ,nagl
436,Netz::N,تور,verk
437,Netz::N,شبکه,verk
438,Haken::N,قلاب,kouk
439,Griff::N,دسته,kägä
440,Griff::N,دسته,varz'
441,Schloss::N,قفل,lukkol
442,Bild::N,عکس,kuva
443,Bild::N,تصویر,kuva
444,Figur::N,تندیس,figur
445,Puppe::N,عروسک,tätüine
446,Beutel::N,کیسه,havad
447,Bündel::N,بسته,toppaz
448,Bündel::N,بسته,käč
449,Tasche::N,کیف,sumk
450,Eimer::N,سطل,vädr
451,Deckel::N,در,katuz
452,Geschirr::N,ظرف,astii
453,Sack::N,گونی,havad
454,Tasse::N,فنجان,čašk
455,Topf::N,دیگ,pada
456,Topf::N,قابلمه,pada
457,Kessel::N,دیگ,katil
458,Essen::N,خوراک,sönd
459,Nahrung::N,غذا,söm
460,Speise::N,خوراک,sömine
461,Fleisch::N,گوشت,liha
462,Getreide::N,غله,vill'
463,Brei::N,فرنی,pudr
464,Brei::N,حریره,pudr
465,Brot::N,نان,leib
466,Scheibe::N,قاچ,bibaleh
467,Scheibe::N,قاچ,šlik
468,Scheibe::N,لزگه,bibaleh
469,Scheibe::N,لزگه,šlik
470,Fett::N,چربی,razv
471,Butter::N,کره,voi
472,Öl::N,روغن,voi
473,Salz::N,نمک,sol
474,Suppe::N,آش,lem'
475,Suppe::N,آش,keitoz
476,Suppe::N,سوپ,lem'
477,Suppe::N,سوپ,keitoz
478,Honig::N,عسل,mezi
479,Milch::N,شیر,maid
480,Tee::N,چای,čai
481,Leder::N,چرم,nahk
482,Wolle::N,پشم,vill
483,Stoff::N,پارچه,kangaz
484,Nadel::N,سوزن,negl
485,Faden::N,نخ,nit'
486,Knopf::N,دکمه,nübl'
487,Knoten::N,گره,sol'm
488,Farbe::N,رنگ,muju
489,Kleidung::N,لباس,sobad
490,Kleidung::N,پوشاک,sobad
491,Hemd::N,پیراهن,paid
492,Kragen::N,یقه,kagluz
493,Ärmel::N,آستین,hijam
494,Hose::N,شلوار,štanad
495,Gürtel::N,کمر‌بند,vö
496,Mütze::N,کلاه,šapuk
497,Schuh::N,کفش,keng'
498,Stiefel::N,چکمه,sapug
499,Ring::N,حلقه,rengaz
500,Ring::N,انگشتر,rengaz
501,Band::N,نوار,lentaine
502,Band::N,روبان,lentaine
503,Kamm::N,شانه,suga
504,Spiegel::N,آینه,zerkol
505,Riemen::N,تسمه,vö
506,Schnur::N,ریسمان,nor
507,Leine::N,قلاده,talutimnor
508,Decke::N,پتو,sijakatuz
509,Kissen::N,بالش,pöluz
510,Tuch::N,شال,paik
511,Handtuch::N,حوله,käzipaik
512,Kraft::N,نیرو,vägi
513,Stärke::N,زور,vahvuz'
514,Gesundheit::N,سلامتی,tervhuz
515,Gesundheit::N,تندرستی,tervhuz
516,Krankheit::N,بیماری,läžund
517,Schmerz::N,درد,kibu
518,Wunde::N,زخم,čapatez
519,Fieber::N,تب,säru
520,Arznei::N,دارو,zel'l'
521,Brücke::N,پل,sild
522,Brunnen::N,چاه,kaiv
523,Weide::N,چراگاه,omaluine
524,Pfad::N,راه,tehut
525,Weg::N,راه,te
526,Weg::N,طریق,te
527,Straße::N,راه,te
528,Straße::N,جاده,te
529,Dorf::N,ده,külä
530,Dorf::N,روستا,külä
531,Stadt::N,شهر,lidn
532,Brief::N,نامه,kirjeine
533,Buch::N,کتاب,kirj
534,Buchstabe::N,حرف,kirjam
535,Zeitung::N,روزنامه,lehtez
536,Leben::N,عمر,elo
537,Leben::N,زندگی,elo
538,Tod::N,مرگ,surm
539,Grab::N,گور,kaum
540,Grab::N,مزار,kaum
541,Kirche::N,کلیسا,jumalanpert'
542,Sünde::N,بزه,grähk
543,Sünde::N,گناه,grähk
544,Gott::N,خدا,jumal
545,Arbeiter::N,کارگر,radnik
546,Chef::N,رئیس,pämez'
547,Meister::N,استاد,mastar
548,Arzt::N,پزشک,lekar'
549,Lehrer::N,معلم,opendai
550,Lehrer::N,آموزگار,opendai
551,Geld::N,پول,rahad
552,Geschäft::N,کار,biznes
553,Geschäft::N,بیزنس,biznes
554,Laden::N,دکان,lauk
555,Laden::N,مغازه,lauk
556,Preis::N,بها,arv
557,Preis::N,قیمت,arv
558,Ware::N,جنس,tavar
559,Ware::N,کالا,tavar
560,Nutzen::N,مزیت,liža
561,Nutzen::N,امتیاز,liža
562,Reichtum::N,مال,kodielo
563,Reichtum::N,مال,kal'huz'
564,Reichtum::N,ثروت,kodielo
565,Reichtum::N,ثروت,kal'huz'
566,Welt::N,دنیا,mail'm
567,Land::N,کشور,ma
568,Land::N,مملکت,ma
569,Staat::N,دولت,valdkund
570,König::N,شاه,kunigaz
571,König::N,پادشاه,kunigaz
572,Macht::N,قدرت,vald
573,Macht::N,اختیار,vald
574,Grenze::N,مرز,röun
575,Krieg::N,جنگ,soda
576,Feind::N,دشمن,vihanik
577,Feind::N,دشمن,vastustai
578,Gewalt::N,زور,vägivald
579,Gewalt::N,خشونت,vägivald
580,Kampf::N,نبرد,tora
581,Kampf::N,مبارزه,tora
582,Bogen[Waffe]::N,کمان,taug
583,Pfeil::N,تیر,nol
584,Gewehr::N,تفنگ,oružj
585,Fehler::N,غلط,viga
586,Fehler::N,اشتباه,viga
587,Lüge::N,دروغ,kelastuz
588,Schaden::N,آسیب,pahuz'
589,Schaden::N,خسارت,pahuz'
590,Unglück::N,بلا,bed
591,Unglück::N,بلا,gor'a
592,Schuld::N,گناه,värhuz'
593,Schuld::N,تقصیر,värhuz'
594,Alter::N,سن,igä
595,Alter::N,عمر,igä
596,Schluss::N,انتها,lop
597,Zeit::N,وقت,aig
598,Zeit::N,زمان,aig
599,Tag::N,روز,päiv
600,Morgen::N,صبح,homendez
601,Mittag::N,ظهر,keskpäiv
602,Abend::N,شب,eht
603,Abend::N,عصر,eht
604,Nacht::N,شب,ö
605,Woche::N,هفته,nedal'
606,Monat::N,ماه,ku
607,Jahr::N,سال,voz'
608,Frühling::N,بهار,keväz'
609,Sommer::N,تابستان,keza
610,Herbst::N,پاییز,sügüz'
611,Winter::N,زمستان,tal'v
612,Januar::N,ژانویه,viluku
613,Februar::N,فوریه,uhoku
614,März::N,مارس,keväz'ku
615,April::N,آوریل,sulaku
616,Mai::N,مه,semendku
617,Juni::N,ژوئن,kezaku
618,Juli::N,ژویه,heinku
619,August::N,اوت,eloku
620,September::N,سپتامبر,sügüz'ku
621,Oktober::N,اکتبر,reduku
622,November::N,نوامبر,kül'mku
623,Dezember::N,دسامبر,tal'vku
624,Montag::N,دو‌شنبه,ezmärg
625,Dienstag::N,سه‌شنبه,tožnarg
626,Mittwoch::N,چهار‌شنبه,koumanz'päiv
627,Donnerstag::N,پنج شنبه,nellänz'päiv
628,Freitag::N,جمعه,pätnič
629,Freitag::N,جمعه,videnz'päiv
630,Samstag::N,شنبه,sobat
631,Sonntag::N,یکشنبه,pühäpäiv
632,groß::A,بزرگ,sur'
633,groß::A,بزرگ,järed
634,klein::A,کوچک,pen'
635,klein::A,کوچک,pičuine
636,lang::A,بلند,pit'k
637,kurz::A,کوتاه,lühüd
638,breit::A,پهن,leved
639,schmal::A,تنگ,kaid
640,schmal::A,نازک,kaid
641,dicht::A,چگال,tihed
642,dicht::A,انبوه,tihed
643,dick[Gegenstand]::A,ضخیم,paks
644,dünn::A,نازک,hoik
645,fein::A,ریز,hen
646,fein::A,باریک,hen
647,fest::A,محکم,luja
648,fest::A,محکم,ninev
649,flach::A,صاف,lapak
650,flach::A,مسطح,lapak
651,glatt::A,لیز,siled
652,hart::A,سفت,kova
653,weich::A,نرم,pehmed
654,weich::A,ملایم,pehmed
655,rund::A,گرد,kehker
656,spitz::A,تیز,nügu
657,spitz::A,تیز,terav
658,spitz::A,نوک‌تیز,nügu
659,spitz::A,نوک‌تیز,terav
660,scharf::A,تیز,terav
661,scharf::A,برنده,terav
662,stumpf::A,کند,tül'c
663,schwer::A,سنگین,jüged
664,schön::A,زیبا,čoma
665,heiß::A,داغ,räk
666,warm::A,گرم,läm'
667,kalt::A,سرد,vilu
668,kühl::A,خنک,raibak
669,kühl::A,خنک,viluhk
670,frisch::A,تازه,lahed
671,feucht::A,مرطوب,neps
672,feucht::A,مرطوب,toreh
673,nass::A,تر,märg
674,nass::A,خیش,märg
675,trocken::A,خشک,kuiv
676,voll::A,پر,täuz'
677,leer::A,خالی,joudai
678,offen::A,باز,avoin
679,offen::A,باز,avol'jaine
680,geschlossen::A,بسته,saubaline
681,sauber::A,پاک,puhtaz
682,sauber::A,تمیز,puhtaz
683,schmutzig::A,کثیف,redukaz
684,schmutzig::A,آلوده,redukaz
685,roh::A,خام,rohk
686,roh::A,خام,toreh
687,reif::A,رسیده,küps
688,lecker::A,لذیذ,magukaz
689,lecker::A,خوشمزه,magukaz
690,süß::A,شیرین,maged
691,bitter::A,تلخ,karged
692,sauer::A,ترش,muiged
693,hell::A,روشن,kirkas
694,hell::A,روشن,valgei
695,dunkel::A,تاریک,pimed
696,schwarz::A,سیاه,must
697,weiß::A,سفید,vauged
698,rot::A,سرخ,rusked
699,rot::A,قرمز,rusked
700,gelb::A,زرد,pakuine
701,blau::A,آبی,sinine
702,grün::A,سبز,vihand
703,grau::A,طوسی,hahk
704,grau::A,خاکستری,hahk
705,bunt::A,رنگارنگ,kirjav
706,billig::A,ارزان,odav
707,teuer::A,گران,kalliž
708,wertvoll::A,قیمتی,arvokas
709,wertvoll::A,گرانبها,arvokas
710,blind::A,کور,soged
711,blind::A,نابینا,soged
712,taub::A,کر,kurdiž
713,taub::A,ناشنوا,kurdiž
714,kräftig::A,قوی,vägev
715,stark::A,قوی,vahv
716,stark::A,قوی,vägekaz
717,stark::A,نیرومند,vahv
718,stark::A,نیرومند,vägekaz
719,schwach::A,ضعیف,väll'
720,fett::A,چرب,razvakaz
721,schlank::A,باریک‌اندام,kapos
722,hübsch::A,قشنگ,čoma
723,hübsch::A,خوشگل,čoma
724,böse::A,بد,äred
725,böse::A,بد,käred
726,dumm::A,احمق,el'getoi
727,faul::A,لش,lašk
728,faul::A,تنبل,lašk
729,fleißig::A,زرنگ,radonnavedii
730,geizig::A,خسیس,ažlak
731,klug::A,عاقل,melev
732,klug::A,عاقل,melekaz
733,klug::A,باهوش,melev
734,klug::A,باهوش,melekaz
735,geschickt::A,ماهر,mahtokaz
736,lieb::A,عزیز,izo
737,lieb::A,عزیز,sula
738,lustig::A,شاد,ilokaz
739,lustig::A,خوشحال,ilokaz
740,sanft::A,لطیف,laskav
741,hungrig::A,گرسنه,näl'ghine
742,krank::A,مریض,läžui
743,krank::A,بیمار,läžui
744,nackt::A,لخت,alastoi
745,nackt::A,برهنه,alastoi
746,traurig::A,غمگین,opalahine
747,lebendig::A,زنده,eläb
748,gut::A,خوب,hüvä
749,schlecht::A,بد,huba
750,richtig::A,درست,oiged
751,schlimm::A,وخيم,paha
752,wahr::A,درست,todesine
753,wahr::A,حقیقی,todesine
754,alt::A,کهنه,vanh
755,neu::A,نو,uz'
756,ehemalig::A,قبلی,edeline
757,alt[Lebewesen]::A,پیر,ravaz
758,jung::A,جوان,nor'
759,arm::A,فقیر,gol'l'
760,reich::A,پولدار,elokaz
761,reich::A,ثروتمند,elokaz
762,bekannt::A,آشنا,tutab
763,bekannt::A,معلوم,tutab
764,berühmt::A,مشهور,tetab
765,fremd::A,خارجی,veraz
766,fremd::A,بیگانه,veraz
767,verschieden::A,مختلف,erazvuitte
768,verschieden::A,متفاوت,erazvuitte
769,nah::A,نزدیک,läheline
770,fern::A,دور,edahaine
771,linker::A,چپ,hura
772,rechter::A,راست,oiged
773,anderer::A,دیگر,toine
774,erster::A,اول,ezmäine
775,zweiter::A,دوم,toine
776,dritter::A,سوم,koumanz'
777,letzter::A,آخر,jäl'gmäine
778,allein::ADV,تنها,üksnäze
779,auf einmal::ADV,همزمان,ühten aigan
780,zusammen::ADV,باهم,ühtes
781,lange::ADV,مدت‌ها,hätken
782,lange::ADV,مدت زیادی,hätken
783,plötzlich::ADV,ناگهان,äkkid
784,sofort::ADV,فوراً,kerdalaz
785,später::ADV,بعدها,möhemba
786,jetzt::ADV,حالا,nügüd'
787,jetzt::ADV,اکنون,nügüd'
788,heute::ADV,امروز,tämbei
789,morgen::ADV,فردا,homen
790,bald::ADV,زود,pigai
791,bald::ADV,بزودی,pigai
792,dann::ADV,سپس,sid'
793,dann::ADV,آنوقت,sid'
794,gestern::ADV,دیروز,eglai
795,einst::ADV,وقتی,ende
796,einst::ADV,وقتی,kerdan
797,einst::ADV,زمانی,ende
798,einst::ADV,زمانی,kerdan
799,damals::ADV,آنوقت,siloi
800,damals::ADV,آنزمان,siloi
801,danach::ADV,بعد,sid'
802,vorher::ADV,قبلاً,ende
803,zuerst::ADV,اول,ezmäi
804,zuerst::ADV,ابتداء,ezmäi
