,Concept_ID,en,lt
183,Hecht::N,pike,lydeka
184,Schlange[Tier]::N,snake,gyvatė
185,Wurm::N,worm,kirmėlė
186,Spinne::N,spider,voras
187,Ameise::N,ant,skruzdė
188,Laus::N,louse,utėlė
189,Mücke::N,midge,uodas
190,Fliege::N,fly,musė
191,Schmetterling::N,butterfly,drugys
192,Schmetterling::N,butterfly,peteliškė
193,Beere::N,berry,uoga
194,Apfel::N,apple,obuolys
195,Pilz::N,mushroom,grybas
196,Zwiebel::N,onion,svogūnas
197,Saat::N,seed,sėkla
198,Korn::N,grain,grūdai
199,Heu::N,hay,šienas
200,Schale::N,husk,žievelė
201,Grube::N,pit,duobė
202,Falle::N,trap,pinklės
203,Falle::N,trap,žabangai
204,Schlinge::N,noose,kilpa
205,Spur::N,track,vėžė
206,Spur::N,track,pėdos
207,Spur::N,track,pėdsakas
208,Asche::N,ashes,pelenai
209,Dreck::N,filth,purvas
210,Eisen::N,iron,geležis
211,Gold::N,gold,auksas
212,Silber::N,silver,sidabras
213,Kohle::N,coal,anglis
214,Glas::N,glass,stiklas
215,Lehm::N,clay,molis
216,Sand::N,sand,smėlis
217,Mensch::N,human,žmogus
218,Mann::N,man,vyras
219,Mann::N,man,vyriškis
220,Frau::N,woman,moteris
221,Kind::N,child,vaikas
222,Junge::N,boy,vaikinas
223,Junge::N,boy,berniukas
224,Mädchen::N,girl,mergytė
225,Mädchen::N,girl,mergaitė
226,Familie::N,family,šeima
227,Großvater::N,grandfather,senelis
228,Großmutter::N,grandmother,senelė
229,Eltern::N,parents,tėvai
230,Vater::N,father,tėvas
231,Mutter::N,mother,motina
232,Sohn::N,son,sūnus
233,Tochter::N,daughter,duktė
234,Bruder::N,brother,brolis
235,Schwester::N,sister,sesuo
236,Onkel::N,uncle,dėdė
237,Tante::N,aunt,teta
238,Ehemann::N,husband,vyras
239,Ehefrau::N,wife,žmona
240,Freude::N,joy,džiaugsmas
241,Gelächter::N,laughter,juokas
242,Glück::N,happiness,laimė
243,Kummer::N,grief,vargas
244,Kummer::N,grief,rūpestis
245,Wunsch::N,wish,troškimas
246,Wunsch::N,wish,pageidavimas
247,Lust::N,desire,noras
248,Lust::N,desire,geidulys
249,Geist::N,spirit,dvasia
250,Gedanke::N,thought,mintis
251,Gedächtnis::N,memory,atmintis
252,Verstand::N,mind,protas
253,Sinn::N,meaning,prasmė
254,Grund::N,reason,priežastis
255,Wahrheit::N,truth,tiesa
256,Wahrheit::N,truth,teisybė
257,Gespräch::N,talk,pokalbis
258,Märchen::N,fairy tale,pasaka
259,Erzählung::N,story,apsakymas
260,Erzählung::N,story,pasakojimas
261,Nachricht::N,message,žinia
262,Neuigkeit::N,news,naujiena
263,Name::N,name,vardas
264,Rätsel::N,puzzle,mįslė
265,Rede::N,speech,kalba
266,Sprache::N,language,kalba
267,Stimme::N,voice,balsas
268,Wort::N,word,žodis
269,Zeichen::N,sign,žymė
270,Zeichen::N,sign,ženklas
271,Ruf::N,call,šauksmas
272,Lärm::N,noise,triukšmas
273,Laut::N,sound,garsas
274,Ton::N,tone,tonas
275,Ton::N,tone,garsas
276,Lied::N,song,daina
277,Lied::N,song,giesmė
278,Ruhe::N,calm,ramybė
279,Ruhe::N,calm,ramumas
280,Leute::N,people,žmonės
281,Volk::N,nation,tauta
282,Arbeit::N,work,darbas
283,Arbeit::N,work,triūsas
284,Gast::N,guest,svečias
285,Geschenk::N,gift,dovana
286,Spiel::N,game,žaismas
287,Spiel::N,game,žaidimas
288,Gesellschaft::N,company,draugija
289,Gesellschaft::N,company,kompanija
290,Hilfe::N,help,pagalba
291,Freund::N,friend,draugas
292,Freund::N,friend,bičiulis
293,Kamerad::N,companion,draugas
294,Angelegenheit::N,matter,dalykas
295,Angelegenheit::N,matter,reikalas
296,Anzahl::N,count,kiekis
297,Anzahl::N,count,skaičius
298,Art::N,sort,rūšis
299,Stück::N,piece,gabalas
300,Teil::N,part,dalis
301,Hälfte::N,half,pusė
302,Kreis::N,circle,ratas
303,Kreis::N,circle,apskritis
304,Kreis::N,circle,apskritimas
305,Kreuz::N,cross,kryžius
306,Linie::N,line,linija
307,Strich::N,stroke,brėžis
308,Strich::N,stroke,brūkšnys
309,Abstand::N,gap,atstumas
310,Entfernung::N,distance,atstumas
311,Gegend::N,area,vietovė
312,Platz::N,space,vieta
313,Ort::N,place,vieta
314,Ort::N,place,vietovė
315,Seite::N,side,pusė
316,Seite::N,side,šonas
317,Mitte::N,middle,vidurys
318,Gegenstand::N,item,dalykas
319,Sache::N,thing,daiktas
320,Rand::N,fringe,kraštas
321,Rand::N,fringe,pakraštys
322,Kante::N,edge,kraštas
323,Ecke::N,corner,kertė
324,Ecke::N,corner,kampas
325,Spitze::N,tip,priekis
326,Spitze::N,tip,priešakys
327,Ende::N,end,galas
328,Loch::N,hole,skylė
329,Winkel::N,angle,kampas
330,Winkel::N,angle,kampelis
331,Muster::N,pattern,raštas
332,Größe::N,size,dydis
333,Größe::N,size,didumas
334,Länge::N,length,ilgis
335,Länge::N,length,ilgumas
336,Höhe::N,height,aukštis
337,Höhe::N,height,aukštuma
338,Gewicht::N,weight,svoris
339,Gewicht::N,weight,svarstis
340,Menge::N,amount,kiekis
341,Menge::N,amount,daugybė
342,Haufen::N,heap,krūva
343,Haufen::N,heap,šūsnis
344,Reihe::N,row,greta
345,Boot::N,boat,valtis
346,Boot::N,boat,laivelis
347,Ruder::N,oar,irklas
348,Schlitten::N,sleigh,rogės
349,Schlitten::N,sleigh,rogutės
350,Ski::N,ski,slidė
351,Lagerfeuer::N,campfire,laužas
352,Last::N,load,našta
353,Last::N,load,nešulys
354,Gang::N,walk,eisena
355,Schritt::N,step,žingsnis
356,Norden::N,north,šiaurė
357,Norden::N,north,žiemiai
358,Süden::N,south,pietūs
359,Westen::N,west,vakarai
360,Osten::N,east,rytai
361,Holz::N,wood,mediena
362,Brett::N,board,lenta
363,Platte::N,slab,plokštė
364,Stütze::N,bracket,atrama
365,Stütze::N,bracket,atspara
366,Stange::N,pole,lazda
367,Stange::N,pole,kartis
368,Stock::N,stick,lazda
369,Stab::N,staff,kartis
370,Rohr::N,pipe,vamzdis
371,Haus::N,house,namas
372,Heim::N,home,namai
373,Ofen::N,stove,krosnis
374,Fußboden::N,floor,grindys
375,Tisch::N,table,stalas
376,Stuhl::N,chair,kėdė
377,Wiege::N,cradle,lopšys
378,Bett::N,bed,lova
379,Bett::N,bed,patalai
380,Regal::N,shelf,lentyna
381,Kiste::N,box,dėžė
382,Fenster::N,window,langas
383,Tür::N,door,durys
384,Tor::N,gate,vartai
385,Zaun::N,fence,tvora
386,Dach::N,roof,stogas
387,Leiter::N,ladder,kopėčios
388,Besen::N,broom,šluota
389,Spaten::N,spade,lopeta
390,Spaten::N,spade,kastuvas
391,Schaufel::N,shovel,semtuvas
392,Gabel::N,fork,šakutė
393,Löffel::N,spoon,šaukštas
394,Messer::N,knife,peilis
395,Nagel::N,nail,vinis
396,Netz::N,net,tinklas
397,Haken::N,hook,vagis
398,Haken::N,hook,kablys
399,Griff::N,handle,kotas
400,Griff::N,handle,rankena
401,Schloss::N,lock,spyna
402,Schloss::N,lock,užraktas
403,Bild::N,picture,paveikslas
404,Figur::N,figure,figūra
405,Puppe::N,doll,lėlė
406,Beutel::N,pouch,krepšys
407,Beutel::N,pouch,maišelis
408,Bündel::N,bundle,ryšulys
409,Tasche::N,bag,krepšelis
410,Eimer::N,bucket,kibiras
411,Deckel::N,cover,dangtis
412,Geschirr::N,dishes,indai
413,Sack::N,sack,maišas
414,Tasse::N,cup,puodukas
415,Topf::N,pot,puodas
416,Kessel::N,kettle,katilas
417,Essen::N,meal,valgis
418,Nahrung::N,food,penas
419,Nahrung::N,food,maistas
420,Speise::N,dish,patiekalas
421,Fleisch::N,meat,mėsa
422,Getreide::N,corn,javai
423,Brei::N,mush,košė
424,Brot::N,bread,duona
425,Scheibe::N,slice,riekė
426,Fett::N,fat,taukai
427,Fett::N,fat,riebalai
428,Butter::N,butter,sviestas
429,Öl::N,oil,aliejus
430,Salz::N,salt,druska
431,Suppe::N,soup,sriuba
432,Honig::N,honey,medus
433,Milch::N,milk,pienas
434,Tee::N,tea,arbata
435,Leder::N,leather,oda
436,Wolle::N,wool,vilna
437,Stoff::N,cloth,audeklas
438,Nadel::N,needle,adata
439,Faden::N,thread,gija
440,Faden::N,thread,siūlas
441,Knopf::N,button,saga
442,Knoten::N,knot,mazgas
443,Farbe::N,paint,dažai
444,Kleidung::N,clothes,rūbai
445,Kleidung::N,clothes,drabužiai
446,Hemd::N,shirt,marškiniai
447,Kragen::N,collar,apykaklė
448,Ärmel::N,sleeve,rankovė
449,Hose::N,trousers,kelnės
450,Gürtel::N,belt,juosta
451,Gürtel::N,belt,diržas
452,Mütze::N,cap,kepurė
453,Schuh::N,shoe,batas
454,Stiefel::N,boot,auliniai batai
455,Ring::N,ring,žiedas
456,Band::N,ribbon,kaspinas
457,Kamm::N,comb,šukos
458,Spiegel::N,mirror,veidrodis
459,Riemen::N,strap,diržas
460,Schnur::N,string,virvė
461,Leine::N,leash,pavadėlis
462,Decke::N,blanket,antklodė
463,Kissen::N,pillow,pagalvė
464,Kissen::N,pillow,priegalvis
465,Tuch::N,scarf,skarelė
466,Handtuch::N,towel,rankšluostis
467,Kraft::N,force,jėga
468,Stärke::N,strength,stiprumas
469,Gesundheit::N,health,sveikata
470,Krankheit::N,illness,liga
471,Schmerz::N,pain,skausmas
472,Wunde::N,wound,žaizda
473,Fieber::N,fever,karštis
474,Arznei::N,medicine,vaistas
475,Brücke::N,bridge,tiltas
476,Brunnen::N,well,šulinys
477,Weide::N,pasture,ganykla
478,Weide::N,pasture,gluosnis
479,Pfad::N,path,takas
480,Weg::N,way,kelias
481,Straße::N,road,gatvė
482,Dorf::N,village,kaimas
483,Dorf::N,village,sodžius
484,Stadt::N,town,miestas
485,Brief::N,letter,laiškas
486,Buch::N,book,knyga
487,Buchstabe::N,character,raidė
488,Zeitung::N,newspaper,laikraštis
489,Leben::N,life,gyvybė
490,Leben::N,life,gyvenimas
491,Tod::N,death,mirtis
492,Grab::N,grave,kapas
493,Kirche::N,church,bažnyčia
494,Sünde::N,sin,nuodėmė
495,Sünde::N,sin,nusidėjimas
496,Gott::N,god,dievas
497,Arbeiter::N,worker,darbininkas
498,Chef::N,boss,šefas
499,Chef::N,boss,vadovas
500,Chef::N,boss,viršininkas
501,Meister::N,master,meistras
502,Arzt::N,doctor,gydytojas
503,Lehrer::N,teacher,mokytojas
504,Geld::N,money,pinigai
505,Geschäft::N,business,biznis
506,Laden::N,shop,krautuvė
507,Laden::N,shop,parduotuvė
508,Preis::N,price,kaina
509,Ware::N,ware,prekė
510,Nutzen::N,profit,nauda
511,Nutzen::N,profit,pelnas
512,Reichtum::N,wealth,turtas
513,Welt::N,world,pasaulis
514,Land::N,country,žemė
515,Land::N,country,šalis
516,Staat::N,state,valstija
517,König::N,king,karalius
518,Macht::N,power,galia
519,Macht::N,power,valdžia
520,Grenze::N,border,riba
521,Grenze::N,border,siena
522,Krieg::N,war,karas
523,Feind::N,enemy,priešas
524,Gewalt::N,violence,jėga
525,Gewalt::N,violence,smurtas
526,Gewalt::N,violence,prievarta
527,Kampf::N,fight,kova
528,Bogen[Waffe]::N,bow,lankas
529,Pfeil::N,arrow,strėlė
530,Gewehr::N,gun,šautuvas
531,Fehler::N,mistake,klaida
532,Lüge::N,lie,melas
533,Schaden::N,damage,nuostolis
534,Schaden::N,damage,apgadinimas
535,Unglück::N,misfortune,nelaimė
536,Schuld::N,fault,kaltė
537,Alter::N,age,amžius
538,Schluss::N,conclusion,pabaiga
539,Zeit::N,time,laikas
540,Tag::N,day,diena
541,Morgen::N,morning,rytas
542,Mittag::N,noon,vidurdienis
543,Abend::N,evening,vakaras
544,Nacht::N,night,naktis
545,Woche::N,week,savaitė
546,Monat::N,month,mėnuo
547,Jahr::N,year,metai
548,Frühling::N,spring,pavasaris
549,Sommer::N,summer,vasara
550,Herbst::N,autumn,ruduo
551,Winter::N,winter,žiema
552,Januar::N,January,sausis
553,Februar::N,February,vasaris
554,März::N,March,kovas
555,April::N,April,balandis
556,Mai::N,May,gegužė
557,Juni::N,June,birželis
558,Juli::N,July,liepa
559,August::N,August,rugpjūtis
560,September::N,September,rugsėjis
561,Oktober::N,October,spalis
562,November::N,November,lapkritis
563,Dezember::N,December,gruodis
564,Montag::N,Monday,pirmadienis
565,Dienstag::N,Tuesday,antradienis
566,Mittwoch::N,Wednesday,trečiadienis
567,Donnerstag::N,Thursday,ketvirtadienis
568,Freitag::N,Friday,penktadienis
569,Samstag::N,Saturday,šeštadienis
570,Sonntag::N,Sunday,sekmadienis
571,groß::A,big,didis
572,groß::A,big,didelis
573,klein::A,little,mažas
574,lang::A,long,ilgas
575,kurz::A,short,trumpas
576,breit::A,wide,platus
577,schmal::A,narrow,smulkus
578,dicht::A,dense,tankus
579,dick[Gegenstand]::A,thick,storas
580,dünn::A,thin,plonas
581,fein::A,delicate,smulkus
582,fest::A,firm,kietas
583,fest::A,firm,tvirtas
584,flach::A,flat,lėkštas
585,flach::A,flat,plokščias
586,glatt::A,smooth,slidus
587,hart::A,hard,kietas
588,weich::A,soft,minkštas
589,rund::A,round,apvalus
590,rund::A,round,apskritas
591,spitz::A,pointed,aštrus
592,spitz::A,pointed,smailus
593,scharf::A,sharp,aštrus
594,stumpf::A,blunt,bukas
595,stumpf::A,blunt,atšipęs
596,schwer::A,heavy,sunkus
597,schön::A,beautiful,gražus
598,heiß::A,hot,karštas
599,warm::A,warm,šiltas
600,kalt::A,cold,šaltas
601,kühl::A,cool,vėsus
602,kühl::A,cool,bejausmis
603,frisch::A,fresh,šviežias
604,feucht::A,damp,drėgnas
605,nass::A,wet,šlapias
606,trocken::A,dry,sausas
607,voll::A,full,pilnas
608,leer::A,empty,tuščias
609,offen::A,open,atviras
610,geschlossen::A,closed,uždaras
611,geschlossen::A,closed,uždarytas
612,sauber::A,clean,švarus
613,schmutzig::A,dirty,nešvarus
614,schmutzig::A,dirty,purvinas
615,roh::A,raw,žalias
616,reif::A,ripe,prinokęs
617,reif::A,ripe,pribrendęs
618,lecker::A,delicious,gardus
619,süß::A,sweet,saldus
620,bitter::A,bitter,kartus
621,sauer::A,sour,gižus
622,sauer::A,sour,rūgštus
623,hell::A,bright,šviesus
624,hell::A,bright,skaistus
625,dunkel::A,dark,tamsus
626,schwarz::A,black,juodas
627,weiß::A,white,baltas
628,rot::A,red,raudonas
629,gelb::A,yellow,geltonas
630,blau::A,blue,mėlynas
631,grün::A,green,žalias
632,grau::A,grey,pilkas
633,bunt::A,colourful,margas
634,bunt::A,colourful,spalvotas
635,bunt::A,colorful,margas
636,bunt::A,colorful,spalvotas
637,billig::A,cheap,pigus
638,teuer::A,dear,brangus
639,wertvoll::A,precious,vertingas
640,blind::A,blind,aklas
641,taub::A,deaf,kurčias
642,kräftig::A,powerful,stiprus
643,stark::A,strong,stiprus
644,schwach::A,weak,silpnas
645,fett::A,fat,riebus
646,schlank::A,slim,laibas
647,schlank::A,slim,lieknas
648,hübsch::A,pretty,gražus
649,böse::A,evil,blogas
650,dumm::A,stupid,paikas
651,dumm::A,stupid,kvailas
652,faul::A,lazy,tingus
653,fleißig::A,diligent,stropus
654,fleißig::A,diligent,kruopštus
655,geizig::A,stingy,šykštus
656,klug::A,clever,sumanus
657,klug::A,clever,protingas
658,geschickt::A,skilful,apsukrus
659,geschickt::A,skillful,apsukrus
660,lieb::A,dear,mielas
661,lustig::A,merry,smagus
662,lustig::A,merry,linksmas
663,sanft::A,gentle,švelnus
664,sanft::A,gentle,minkštas
665,hungrig::A,hungry,alkanas
666,krank::A,sick,ligotas
667,krank::A,sick,sergantis
668,nackt::A,naked,nuogas
669,traurig::A,sad,liūdnas
670,lebendig::A,living,gyvas
671,gut::A,good,geras
672,schlecht::A,bad,blogas
673,schlecht::A,bad,prastas
674,richtig::A,correct,tikras
675,richtig::A,correct,teisingas
676,schlimm::A,nasty,blogas
677,schlimm::A,nasty,prastas
678,wahr::A,true,tikras
679,alt::A,old,senas
680,neu::A,new,naujas
681,ehemalig::A,former,buvęs
682,alt[Lebewesen]::A,aged,pagyvenęs
683,jung::A,young,jaunas
684,arm::A,poor,neturtingas
685,reich::A,rich,turtingas
686,bekannt::A,familiar,žinomas
687,bekannt::A,familiar,pažįstamas
688,berühmt::A,famous,žymus
689,berühmt::A,famous,garsus
690,fremd::A,foreign,svetimas
691,verschieden::A,different,įvairus
692,nah::A,near,artimas
693,fern::A,far,tolimas
694,linker::A,left,kairys
695,rechter::A,right,dešinys
696,anderer::A,other,kitas
697,erster::A,first,pirmas
698,zweiter::A,second,antras
699,dritter::A,third,trečias
700,letzter::A,last,paskutinis
701,allein::ADV,alone,vienas
702,auf einmal::ADV,at once,iš karto
703,zusammen::ADV,together,kartu
704,zusammen::ADV,together,drauge
705,lange::ADV,long,ilgai
706,plötzlich::ADV,suddenly,staiga
707,sofort::ADV,instantly,tuojau
708,später::ADV,later,vėliau
709,später::ADV,later,paskiau
710,jetzt::ADV,now,dabãr
711,heute::ADV,today,šiandien
712,morgen::ADV,tomorrow,rytoj
713,bald::ADV,soon,greitai
714,bald::ADV,soon,netrukus
715,dann::ADV,then,po to
716,gestern::ADV,yesterday,vakar
717,einst::ADV,once,kadaise
718,einst::ADV,once,kitą kartą
719,damals::ADV,at that time,anuomet
720,damals::ADV,at that time,anuokart
721,danach::ADV,afterwards,po to
722,danach::ADV,afterwards,paskui
723,vorher::ADV,before,anksčiau
724,zuerst::ADV,at first,pirma
725,zuerst::ADV,at first,iš pradžių̃
726,einmal::ADV,once,kartą
727,einmal::ADV,once,vieną kartą
728,manchmal::ADV,sometimes,kai kada
729,oft::ADV,often,dažnai
730,immer::ADV,always,visada
731,immer::ADV,always,visuomet
732,niemals::ADV,never,niekada
733,niemals::ADV,never,niekuomet
734,hier::ADV,here,čia
735,hierhin::ADV,hither,šen
736,hierhin::ADV,hither,čionai
737,hierhin::ADV,to here,šen
738,hierhin::ADV,to here,čionai
739,hierhin::ADV,here,šen
740,hierhin::ADV,here,čionai
741,von hier::ADV,hence,iš čia
742,dort::ADV,there,ten
743,dort::ADV,there,tenai
744,dorthin::ADV,thither,ten
745,dorthin::ADV,thither,ten link
746,dorthin::ADV,there,ten
747,dorthin::ADV,there,ten link
748,dorthin::ADV,to there,ten
749,dorthin::ADV,to there,ten link
750,geradeaus::ADV,ahead,tiesiai
751,vorwärts::ADV,forward,pirmyn
752,rückwärts::ADV,backward,atbulai
753,zurück::ADV,back,atgal
754,unten::ADV,below,žemai
755,unten::ADV,below,apačioje
756,hinab::ADV,down,žemyn
757,oben::ADV,above,viršuj
758,hinauf::ADV,up,aukštyn
759,hinauf::ADV,up,į viršų
760,überall::ADV,everywhere,visur
761,nicht::ADV,not,ne
762,ein wenig::ADV,a little,truputį
763,kaum::ADV,hardly,vos
764,sehr::ADV,very,labai
765,sehr::ADV,very,baisiai
766,so::ADV,so,taip
767,noch::ADV,still,dar
768,nur::ADV,only,tik
769,nur::ADV,only,vien
770,schon::ADV,already,jau
771,wieder::ADV,again,vėl
772,wieder::ADV,again,iš naujo
773,vergebens::ADV,in vain,veltui
774,vergebens::ADV,in vain,bergždžiai
775,vor::PRP,in front of,prieš
776,hinter::PRP,behind,už
777,unter::PRP,under,po
778,durch::PRP,through,pro
779,durch::PRP,through,per
780,neben::PRP,next to,prie
781,neben::PRP,next to,šalia
782,zwischen::PRP,between,tarp
783,wegen::PRP,because of,dėl
784,wegen::PRP,because of,dėlei
785,dies::PRN,this,šis
786,dies::PRN,this,šitas
787,das::PRN,that,tat
788,alles::PRN,everything,visas
789,ich::PRN,I,aš
790,du::PRN,you,tu
791,du::PRN,thou,tu
792,er::PRN,he,jis
793,wir::PRN,we,mes
794,ihr::PRN,you,jūs
795,sie::PRN,they,ji
796,sie::PRN,they,jos
797,was::FPRN,what,kas
798,wer::FPRN,who,kas
799,wo::FADV,where,kur
800,wohin::FADV,where ... to,kur
801,wohin::FADV,where ... to,kur link
802,wohin::FADV,where to,kur
803,wohin::FADV,where to,kur link
804,wohin::FADV,where,kur
805,wohin::FADV,where,kur link
806,wie::FADV,how,kaip
807,warum::FADV,why,kod̃ėl
808,warum::FADV,why,dėl ko
809,wieviel::FNUM,how much,kiek
810,eins::NUM,one,vienas
811,zwei::NUM,two,du
812,drei::NUM,three,trys
813,vier::NUM,four,keturi
814,fünf::NUM,five,penki
815,sechs::NUM,six,šeši
816,sieben::NUM,seven,septyni
817,acht::NUM,eight,aštuoni
818,neun::NUM,nine,devyni
819,zehn::NUM,ten,dešimt
820,elf::NUM,eleven,vienuolika
821,zwölf::NUM,twelve,dvylika
822,zwanzig::NUM,twenty,dvidešimt
823,dreißig::NUM,thirty,trisdešimt
824,vierzig::NUM,forty,keturiasdešimt
825,fünfzig::NUM,fifty,penkiasdešimt
826,sechzig::NUM,sixty,šešiasdešimt
827,siebzig::NUM,seventy,septyniasdešimt
828,achtzig::NUM,eighty,aštuoniasdešimt
829,neunzig::NUM,ninety,devyniasdešimt
830,hundert::NUM,a hundred,šimtas
831,tausend::NUM,a thousand,tūkstantis
832,und::CNJ,and,ĩr
833,oder::CNJ,or,ar
834,oder::CNJ,or,arba
835,stehen::V,stand,stovėti
836,sitzen::V,sit,sėdėti
837,liegen::V,lie,gulėti
838,hängen::V,hang,kyboti
839,hängen::V,hang,kabėti
840,werden::V,become,taptis
841,werden::V,become,darytis
842,passieren::V,happen,atsitikti
843,passieren::V,happen,pasitaikyti
844,beginnen::V,begin,prasid́ėti
845,enden::V,end,baigtis
