,Concept_ID,kk,be
99,Hitze::N,аптап,спёка
100,Raureif::N,қырау,іней
101,Regenbogen::N,кемпірқосақ,вясёлка
102,Donner::N,күн күркіреу,гром
103,Strömung::N,ағын,цячэнне
104,Tropfen::N,тамшы,кропля
105,Schaum::N,көбік,пена
106,Schmutz::N,кір,гразь
107,See::N,көл,возера
108,Sumpf::N,саз,багна
109,Moor::N,саз,балота
110,Wiese::N,шалғын,луг
111,Wald::N,орман,лес
112,Hügel::N,төбе,узгорак
113,Hügel::N,белес,узгорак
114,Hügel::N,белес-белес,узгорак
115,Anhöhe::N,дөң,узвышша
116,Anhöhe::N,адыр,узвышша
117,Anhöhe::N,қырат,узвышша
118,Berg::N,тау,гара
119,Gipfel::N,төбе,вяршыня
120,Höhle::N,үңгір,пячора
121,Abhang::N,бауыр,схіл
122,Quelle::N,қайнар,крыніца
123,Bach::N,жылға,ручай
124,Fluss::N,өзен,рака
125,Ufer::N,жиек,бераг
126,Küste::N,жиегі,узбярэжжа
127,Küste::N,жағалау,узбярэжжа
128,Festland::N,құрылық,суша
129,Meer::N,теңіз,мора
130,Bucht::N,шығанақ,бухта
131,Insel::N,арал,востраў
132,Blume::N,гүл,кветка
133,Gras::N,от,трава
134,Wurzel::N,түбір,корань
135,Baum::N,ағаш,дрэва
136,Baum::N,дарақ,дрэва
137,Stamm::N,сояу,ствол
138,Stamm::N,оқпан,ствол
139,Rinde::N,қабық,кара
140,Ast::N,бұтақ,сук
141,Zweig::N,шыбық,галіна
142,Blatt::N,жапырақ,ліст
143,Birke::N,қайың,бяроза
144,Kiefer[Baum]::N,қарағай,хвоя
145,Kiefer[Baum]::N,қарағай,сасна
146,Weide[Baum]::N,тал,вярба
147,Tanne::N,шырша,яліна
148,Horn::N,мүйіз,рог
149,Feder::N,қаламұш,пяро
150,Fell::N,тері,шкура
151,Flügel::N,қанат,крыло
152,Klaue::N,тырнақ,кіпцюр
153,Kralle::N,аяқ,лапа
154,Schwanz::N,құйрық,хвост
155,Ei::N,жұмыртқа,яйка
156,Nest::N,ұя,гняздо
157,Bau::N,жатақ,нара
158,Tier::N,айуан,жывёла
159,Tier::N,жануар,жывёла
160,Herde::N,пада,статак
161,Kuh::N,сиыр,карова
162,Bulle::N,өгіз,бык
163,Pferd::N,жылқы,конь
164,Schaf::N,қой,авечка
165,Schwein::N,шошқа,свіння
166,Hund::N,ит,сабака
167,Katze::N,мысық,кошка
168,Bär::N,аю,мядзведзь
169,Eichhörnchen::N,тиін,вавёрка
170,Elch::N,бұғы,лось
171,Fuchs::N,түлкі,ліса
172,Hase::N,қоян,заяц
173,Maus::N,қаптесер,мыш
174,Wolf::N,бөрі,воўк
175,Wolf::N,қасқыр,воўк
176,Vogel::N,құс,птах
177,Vogel::N,құс,птушка
178,Schwarm::N,топ,чарада
179,Schwarm::N,үйір,чарада
180,Huhn::N,тауық,курыца
181,Huhn::N,мекиен,курыца
182,Hahn::N,әтеш,певень
183,Hahn::N,қораз,певень
184,Gans::N,қаз,гусь
185,Adler::N,бүркіт,арол
186,Ente::N,үйрек,качка
187,Eule::N,жапалақ,сава
188,Kranich::N,тырна,жораў
189,Kranich::N,тырна,журавель
190,Krähe::N,қарға,варона
191,Kuckuck::N,көкек,зязюля
192,Schwan::N,аққу,лебедзь
193,Fisch::N,балық,рыба
194,Barsch::N,алабұға,акунь
195,Hecht::N,шортан,шчупак
196,Schlange[Tier]::N,жылан,змяя
197,Wurm::N,шұбалшаң,чарвяк
198,Spinne::N,өрмекші,павук
199,Ameise::N,қүмырска,мурашка
200,Laus::N,бит,вош
201,Mücke::N,маса,камар
202,Fliege::N,шыбын,муха
203,Schmetterling::N,көбелек,матыль
204,Beere::N,жидек,ягада
205,Apfel::N,алма,яблык
206,Pilz::N,қозықұйрық,грыб
207,Pilz::N,саңыраукулақ,грыб
208,Zwiebel::N,жуа,цыбуля
209,Saat::N,тұқым,семя
210,Korn::N,дән,зерне
211,Heu::N,шөп,сена
212,Schale::N,қабық,шалупінне
213,Schale::N,қабығы,шалупінне
214,Grube::N,ор,яма
215,Falle::N,дұзақ,пастка
216,Falle::N,қақпан,пастка
217,Schlinge::N,ілмек,сіло
218,Spur::N,із,след
219,Asche::N,күл,попел
220,Dreck::N,былғаныш,бруд
221,Eisen::N,темір,жалеза
222,Gold::N,алтын,золата
223,Silber::N,күміс,сребра
224,Kohle::N,көмір,вугаль
225,Glas::N,шыны,шкло
226,Lehm::N,балшық,гліна
227,Sand::N,құм,пясок
228,Mensch::N,адам,чалавек
229,Mann::N,еркек,мужчына
230,Mann::N,ер адам,мужчына
231,Frau::N,бике,жанчына
232,Frau::N,қатын,жанчына
233,Kind::N,бала,дзіця
234,Kind::N,перзент,дзіця
235,Junge::N,бала,хлопчык
236,Junge::N,ер бала,хлопчык
237,Mädchen::N,қыз,дзяўчынка
238,Familie::N,жанұя,сямʼя
239,Großvater::N,ата,дзядуля
240,Großmutter::N,әже,бабуля
241,Großmutter::N,әжей,бабуля
242,Eltern::N,ата-аналар,бацькі
243,Vater::N,әке,бацька
244,Mutter::N,ана,маці
245,Sohn::N,ұл,сын
246,Tochter::N,қызым,дачка
247,Bruder::N,бауырым,брат
248,Schwester::N,әпке,сястра
249,Onkel::N,көке,дзядзька
250,Tante::N,тәте,цётка
251,Ehemann::N,ер,муж
252,Ehefrau::N,зайып,жонка
253,Freude::N,қуаныш,радасць
254,Freude::N,сүйініш,радасць
255,Freude::N,шат-думан,радасць
256,Freude::N,қуаныштылық,радасць
257,Gelächter::N,күлу,смех
258,Glück::N,бақыт,шчасце
259,Glück::N,бақыттылық,шчасце
260,Kummer::N,аза,гора
261,Kummer::N,қайғы,гора
262,Kummer::N,қасырет,гора
263,Wunsch::N,мүдде,жаданне
264,Lust::N,тәбет,цяга
265,Lust::N,ынтызар,цяга
266,Lust::N,құштарлық,цяга
267,Geist::N,рух,дух
268,Gedanke::N,ой,думка
269,Gedächtnis::N,ес,памяць
270,Gedächtnis::N,жады,памяць
271,Gedächtnis::N,ақыл-ес,памяць
272,Verstand::N,ақыл,розум
273,Verstand::N,парасат,розум
274,Sinn::N,мән,сэнс
275,Sinn::N,маныз,сэнс
276,Sinn::N,мағына,сэнс
277,Sinn::N,мән-мағына,сэнс
278,Grund::N,себеп,зачэпка
279,Wahrheit::N,рас,праўда
280,Gespräch::N,әңгіме,размова
281,Märchen::N,ертеп,казка
282,Märchen::N,ертек,казка
283,Erzählung::N,әңгіме,расказ
284,Erzählung::N,әңгіме,апавяданне
285,Nachricht::N,хабар,вестка
286,Nachricht::N,хабар,паведамленне
287,Neuigkeit::N,жаңалық,навіна
288,Name::N,ат,імя
289,Name::N,атау,імя
290,Rätsel::N,жұмбақ,загадка
291,Rede::N,сөз,прамова
292,Sprache::N,тіл,мова
293,Stimme::N,үн,голас
294,Stimme::N,әуен,голас
295,Stimme::N,дауыс,голас
296,Wort::N,сөз,слова
297,Zeichen::N,ишара,знак
298,Ruf::N,айғай,кліч
299,Lärm::N,айғай-шу,шум
300,Lärm::N,айғай-ұйғай,шум
301,Laut::N,дыбыс,гук
302,Laut::N,дауыс,гук
303,Ton::N,әуен,гучанне
304,Lied::N,ән,песня
305,Lied::N,жыр,песня
306,Lied::N,ән-жыр,песня
307,Ruhe::N,тыныштық,спакой
308,Leute::N,кісілер,людзі
309,Volk::N,халық,народ
310,Arbeit::N,еңбек,праца
311,Arbeit::N,еңбек,работа
312,Gast::N,қонақ,госць
313,Gast::N,мейман,госць
314,Geschenk::N,қадия,падарунак
315,Spiel::N,ойын,гульня
316,Gesellschaft::N,қауым,таварыства
317,Gesellschaft::N,жұртшылық,таварыства
318,Hilfe::N,жэрдем,дапамога
319,Freund::N,дос,друг
320,Freund::N,дос,сябар
321,Kamerad::N,дос-жар,прыяцель
322,Angelegenheit::N,жұмыс,справа
323,Anzahl::N,сан,колькасць
324,Anzahl::N,саны,колькасць
325,Art::N,түр,від
326,Stück::N,тілім,кусок
327,Stück::N,тілім,кавалак
328,Teil::N,үлес,частка
329,Teil::N,бөлшек,частка
330,Hälfte::N,жарты,палова
331,Hälfte::N,жарты,палавіна
332,Kreis::N,шеңбер,круг
333,Kreuz::N,крест,крыж
334,Linie::N,сызық,лінія
335,Strich::N,сызық,рыса
336,Abstand::N,ара,прамежак
337,Abstand::N,аралық,прамежак
338,Entfernung::N,аралық,адлегласць
339,Gegend::N,өңір,мясцовасць
340,Platz::N,орны,месца
341,Ort::N,орын,месца
342,Seite::N,жақ,бок
343,Seite::N,бүйір,бок
344,Mitte::N,ортасы,сярэдзіна
345,Gegenstand::N,зат,прадмет
346,Gegenstand::N,нәрсе,прадмет
347,Sache::N,бұйым,рэч
348,Rand::N,шет,край
349,Rand::N,шеті,край
350,Kante::N,қыр,руб
351,Kante::N,қыр,кант
352,Kante::N,қыры,руб
353,Kante::N,қыры,кант
354,Ecke::N,қыры,вугал
355,Ecke::N,бұрыш,вугал
356,Spitze::N,ұшы,кончык
357,Ende::N,аяқ,канец
358,Ende::N,соңы,канец
359,Loch::N,тесік,дзірка
360,Winkel::N,мүйіс,вугал
361,Muster::N,мәнер,узор
362,Größe::N,ауқым,памер
363,Größe::N,көлемдік,памер
364,Länge::N,бой,даўжыня
365,Länge::N,ұзындық,даўжыня
366,Höhe::N,жоғарылық,вышыня
367,Höhe::N,биіктік,вышыня
368,Gewicht::N,салмақ,вага
369,Menge::N,мөлшер,колькасць
370,Haufen::N,үйме,куча
371,Haufen::N,үйінді,куча
372,Reihe::N,сап,рад
373,Boot::N,қайық,лодка
374,Ruder::N,ескек,вясло
375,Schlitten::N,шана,сані
376,Ski::N,шаңғы,лыжа
377,Lagerfeuer::N,алау,вогнішча
378,Last::N,ауырлық,цяжар
379,Last::N,ауыр зат,цяжар
380,Gang::N,жүріс,ход
381,Schritt::N,адым,шаг
382,Schritt::N,адым,крок
383,Norden::N,солтүстік,поўнач
384,Norden::N,терістік,поўнач
385,Süden::N,оңтүстік,поўдзень
386,Westen::N,батыс,захад
387,Osten::N,күншығыс,усход
388,Holz::N,ағаш,дрэва
389,Holz::N,ағаш,драўніна
390,Holz::N,сүрек,дрэва
391,Holz::N,сүрек,драўніна
392,Brett::N,тақта,дошка
393,Platte::N,тақта,пліта
394,Stütze::N,тіреу,падпорка
395,Stange::N,қада,жэрдка
396,Stock::N,сойыл,палка
397,Stab::N,сырық,шост
398,Rohr::N,құбыр,труба
399,Haus::N,үй,дом
400,Heim::N,үйлі,дом
401,Heim::N,үйлі,хата
402,Heim::N,шаңырақ,дом
403,Heim::N,шаңырақ,хата
404,Ofen::N,ошақ,печ
405,Ofen::N,пеш,печ
406,Fußboden::N,еден,падлога
407,Tisch::N,үстел,стол
408,Stuhl::N,орындық,стул
409,Stuhl::N,орындық,крэсла
410,Wiege::N,бесік,калыска
411,Bett::N,кереует,ложак
412,Bett::N,кереует,пасцель
413,Regal::N,сөре,паліца
414,Kiste::N,жәшік,скрынка
415,Fenster::N,терезе,акно
416,Tür::N,есік,дзверы
417,Tor::N,дарбаза,вароты
418,Zaun::N,дуал,агароджа
419,Dach::N,шатыр,дах
420,Leiter::N,саты,лесвіца
421,Leiter::N,басқыш,лесвіца
422,Besen::N,сыпырғыш,мятла
423,Spaten::N,күрек,лапата
424,Spaten::N,күрек,жалязняк
425,Schaufel::N,қалақ,шуфлік
426,Schaufel::N,қалақ,лапатка
427,Gabel::N,аша,відэлец
428,Gabel::N,шанышқы,відэлец
429,Löffel::N,қасық,лыжка
430,Messer::N,пышақ,нож
431,Nagel::N,мық,цвік
432,Nagel::N,шеге,цвік
433,Netz::N,керегекөз,сетка
434,Haken::N,ілмек,крук
435,Griff::N,сап,ручка
436,Griff::N,тұтқа,ручка
437,Schloss::N,құлып,замок
438,Schloss::N,бекіткіш,замок
439,Bild::N,сурет,карціна
440,Figur::N,тұлға,фігура
441,Puppe::N,қуыршақ,лялька
442,Beutel::N,қапшық,мяшок
443,Bündel::N,байлам,вязка
444,Tasche::N,дорба,торба
445,Eimer::N,шелек,вядро
446,Deckel::N,жапқыш,накрыўка
447,Geschirr::N,ыдыс,пасуда
448,Sack::N,қап,мех
449,Tasse::N,шыныаяқ,кубак
450,Topf::N,кәстрөл,каструля
451,Kessel::N,қазан,кацёл
452,Essen::N,ас,ежа
453,Nahrung::N,ас,харч
454,Nahrung::N,тамақ,харч
455,Speise::N,тағам,страва
456,Fleisch::N,ет,мяса
457,Getreide::N,дәнді,збожжа
458,Brei::N,ботқа,каша
459,Brot::N,күлше,хлеб
460,Scheibe::N,тілім,луста
461,Scheibe::N,тілім,скібка
462,Fett::N,май,тлушч
463,Butter::N,май,масла
464,Öl::N,май,алей
465,Salz::N,тұз,соль
466,Suppe::N,көже,суп
467,Honig::N,бал,мёд
468,Milch::N,сүт,малако
469,Tee::N,шай,чай
470,Tee::N,шай,гарбата
471,Leder::N,көн,скура
472,Wolle::N,жүн,воўна
473,Stoff::N,мата,тканіна
474,Stoff::N,кездеме,тканіна
475,Nadel::N,ине,іголка
476,Faden::N,жіп,нітка
477,Knopf::N,түйме,гузік
478,Knoten::N,түйін,вузел
479,Farbe::N,рең,фарба
480,Kleidung::N,киім,адзенне
481,Hemd::N,жейде,кашуля
482,Kragen::N,жаға,каўнер
483,Ärmel::N,жең,рукаў
484,Hose::N,шалбар,штаны
485,Gürtel::N,белбеу,пояс
486,Mütze::N,қалпақ,шапка
487,Schuh::N,кебіс,чаравік
488,Stiefel::N,етік,бот
489,Ring::N,жүзік,кольца
490,Band::N,таспа,стужка
491,Kamm::N,тарақ,расчоска
492,Spiegel::N,айна,люстра
493,Riemen::N,қайыс,рэмень
494,Schnur::N,жіп,вяроўка
495,Leine::N,тізгін,павадок
496,Decke::N,көрпе,коўдра
497,Kissen::N,жастық,падушка
498,Tuch::N,орамал,хустка
499,Handtuch::N,сүлгі,ручнік
500,Kraft::N,қуат,сіла
501,Kraft::N,қарқын,сіла
502,Kraft::N,әл-шама,сіла
503,Kraft::N,әл-дәрмен,сіла
504,Stärke::N,әл,моц
505,Stärke::N,күш,моц
506,Gesundheit::N,денсаулык,здароўе
507,Krankheit::N,ауру,хвароба
508,Schmerz::N,ауру,боль
509,Wunde::N,зақым,рана
510,Wunde::N,жарақат,рана
511,Fieber::N,безгек,гарачка
512,Fieber::N,безгек,ліхаманка
513,Fieber::N,қалтырау,гарачка
514,Fieber::N,қалтырау,ліхаманка
515,Fieber::N,қызу көтерілуі,гарачка
516,Fieber::N,қызу көтерілуі,ліхаманка
517,Arznei::N,дәрі,лекі
518,Arznei::N,дәрі-дәрмек,лекі
519,Brücke::N,көпір,мост
520,Brunnen::N,құдық,калодзеж
521,Weide::N,өріс,паша
522,Weide::N,жайылым,паша
523,Pfad::N,жол,сцежка
524,Weg::N,жол,шлях
525,Weg::N,жол,дарога
526,Straße::N,жол,вуліца
527,Dorf::N,ауыл,вёска
528,Stadt::N,қала,горад
529,Stadt::N,шаһар,горад
530,Brief::N,хат,ліст
531,Brief::N,хат,пісьмо
532,Brief::N,жазу,ліст
533,Brief::N,жазу,пісьмо
534,Buch::N,кітап,кніга
535,Buchstabe::N,әріп,літара
536,Buchstabe::N,қаріп,літара
537,Zeitung::N,газет,газета
538,Leben::N,өмір,жыццё
539,Leben::N,тіршілік,жыццё
540,Tod::N,опат,смерць
541,Grab::N,мола,магіла
542,Grab::N,мазар,магіла
543,Kirche::N,шіркеу,касцёл
544,Kirche::N,шіркеу,царква
545,Sünde::N,күнә,грэх
546,Gott::N,алла,бог
547,Gott::N,құдай,бог
548,Gott::N,тәңірі,бог
549,Gott::N,пәруардігер,бог
550,Gott::N,жаратқан тәңірі,бог
551,Arbeiter::N,жүмысшы,рабочы
552,Chef::N,басшы,начальнік
553,Chef::N,жұмыс басқарушысы,начальнік
554,Meister::N,шебер,майстар
555,Meister::N,өнерпаз,майстар
556,Arzt::N,дәрігер,урач
557,Lehrer::N,мұғалім,настаўнік
558,Geld::N,пұл,грошы
559,Geschäft::N,бизнес,заняцце
560,Laden::N,дүкен,крама
561,Laden::N,дүкен,магазін
562,Preis::N,ақы,цана
563,Preis::N,құны,цана
564,Preis::N,нарық,цана
565,Ware::N,тауар,тавар
566,Nutzen::N,пайда,выгада
567,Reichtum::N,бақ-дәулет,багацце
568,Welt::N,әлем,свет
569,Welt::N,жиһан,свет
570,Land::N,аймақ,краіна
571,Staat::N,мемлекет,дзяржава
572,König::N,патша,кароль
573,Macht::N,өкімет,улада
574,Macht::N,қожалық,улада
575,Grenze::N,шек,граніца
576,Krieg::N,соғыс,вайна
577,Feind::N,жау,вораг
578,Feind::N,дұшпан,вораг
579,Gewalt::N,зорлык,насілле
580,Gewalt::N,зорлық-зомбылык,насілле
581,Kampf::N,күрес,барацьба
582,Kampf::N,алыспақ,барацьба
583,Bogen[Waffe]::N,саржа,лук
584,Pfeil::N,жебе,страла
585,Gewehr::N,қару,ружжо
586,Fehler::N,әбес,памылка
587,Fehler::N,қаталық,памылка
588,Lüge::N,өтірік,хлусня
589,Schaden::N,зиян,шкода
590,Schaden::N,зарар,шкода
591,Unglück::N,пәле,ліха
592,Unglück::N,пәле,бядота
593,Unglück::N,қасырет,ліха
594,Unglück::N,қасырет,бядота
595,Unglück::N,ауыртпалық,ліха
596,Unglück::N,ауыртпалық,бядота
597,Schuld::N,айыптылық,віна
598,Alter::N,жас,узрост
599,Alter::N,жас шамасы,узрост
600,Schluss::N,ада,канец
601,Schluss::N,бітуі,канец
602,Zeit::N,уақыт,час
603,Tag::N,күн,дзень
604,Morgen::N,таң,ранак
605,Morgen::N,таң,раніца
606,Morgen::N,таңертең,ранак
607,Morgen::N,таңертең,раніца
608,Mittag::N,талтүс,паўдня
609,Mittag::N,талтүс,поўдзень
610,Abend::N,кеш,вечар
611,Nacht::N,түн,ноч
612,Woche::N,апта,тыдзень
613,Monat::N,ай,месяц
614,Jahr::N,жыл,год
615,Frühling::N,көктем,вясна
616,Sommer::N,жаз,лета
617,Herbst::N,күз,восень
618,Winter::N,қыс,зіма
619,Januar::N,каңтар,студзень
620,Februar::N,ақпан,люты
621,März::N,наурыз,сакавік
622,April::N,сәуір,красавік
623,Mai::N,мамыр,май
624,Mai::N,мамыр,травень
625,Juni::N,маусым,чэрвень
626,Juli::N,шілде,ліпень
627,August::N,сүмбіле,жнівень
628,August::N,тамыз,жнівень
629,September::N,қыркүйек,верасень
630,Oktober::N,ақырап,кастрычнік
631,November::N,қараша,лістапад
632,Dezember::N,желтоқсан,снежань
633,Montag::N,дүйсенбі,панядзелак
634,Dienstag::N,сейсенбі,аўторак
635,Mittwoch::N,сәрсенбі,серада
636,Donnerstag::N,бейсенбі,чацвер
637,Freitag::N,жұма,пятніца
638,Samstag::N,сенбі,субота
639,Sonntag::N,жексембі,нядзеля
640,groß::A,алпамсадай,вялікі
641,klein::A,кішкене,маленькі
642,klein::A,қарғадай,маленькі
643,lang::A,сопақ,доўгі
644,lang::A,сорайған,доўгі
645,kurz::A,кеспелтек,кароткі
646,breit::A,айдынды,шырокі
647,schmal::A,қысық,вузкі
648,dicht::A,жиі,густы
649,dick[Gegenstand]::A,шомбал,тоўсты
650,dünn::A,жұқа,тонкі
651,dünn::A,жіңішке,тонкі
652,fein::A,қаңылтақ,тонкі
653,fest::A,берік,моцны
654,fest::A,мызғымас,моцны
655,flach::A,жалпак,плоскі
656,glatt::A,типыл,гладкі
657,hart::A,қатты,цвёрды
658,weich::A,жұмсақ,мяккі
659,rund::A,домалақ,круглы
660,spitz::A,үшкір,спічасты
661,spitz::A,үшкір,востраканцовы
662,scharf::A,сүйрік,востры
663,stumpf::A,доғал,тупы
664,stumpf::A,өтпейтін,тупы
665,schwer::A,салмақты,цяжкі
666,schön::A,сұлу,прыгожы
667,heiß::A,ыссы,гарачы
668,warm::A,жылы,цёплы
669,kalt::A,аязды,холадны
670,kühl::A,салқын,халаднаваты
671,frisch::A,таза,свежы
672,frisch::A,жаңа,свежы
673,feucht::A,нам,вільготны
674,feucht::A,дымқылды,вільготны
675,nass::A,сулы,мокры
676,trocken::A,құрғақ,сухі
677,voll::A,толы,поўны
678,leer::A,бос,пусты
679,offen::A,ашып қойылған,адкрыты
680,offen::A,ашып қойылған,адчынены
681,geschlossen::A,жабулы,закрыты
682,geschlossen::A,жабулы,зачынены
683,sauber::A,дақсыз,чысты
684,sauber::A,мұнтаздай,чысты
685,schmutzig::A,айғыз,брудны
686,schmutzig::A,сатпақ,брудны
687,schmutzig::A,сатал-сатал,брудны
688,roh::A,шикі,сыры
689,reif::A,піскен,спелы
690,lecker::A,дәмді,смачны
691,süß::A,тәтті,салодкі
692,bitter::A,ащы,горкі
693,sauer::A,қышқыл,кіслы
694,hell::A,жарық,светлы
695,hell::A,жарқын,светлы
696,dunkel::A,қараңғы,цёмны
697,schwarz::A,қара,чорны
698,weiß::A,ақ,белы
699,rot::A,қызыл,чырвоны
700,gelb::A,сары,жоўты
701,blau::A,көк,сіні
702,grün::A,жасыл,зялёны
703,grau::A,бозамық,шэры
704,bunt::A,алабажак,пяресты
705,billig::A,арзан,танны
706,teuer::A,бағалы,дарагі
707,wertvoll::A,құнды,цэнны
708,wertvoll::A,құнды,каштоўны
709,wertvoll::A,қымбат,цэнны
710,wertvoll::A,қымбат,каштоўны
711,blind::A,көзсіз,сляпы
712,blind::A,көр,сляпы
713,blind::A,көр_соқыр,сляпы
714,taub::A,керең,глухі
715,taub::A,саңырау,глухі
716,kräftig::A,қуатты,магутны
717,kräftig::A,қарымды,магутны
718,stark::A,білекті,сільны
719,schwach::A,әлсіз,слабы
720,schwach::A,күшсіз,слабы
721,schwach::A,қайратсыз,слабы
722,fett::A,семіз,тлусты
723,schlank::A,ашаң,стройны
724,hübsch::A,ажарлы,чароўны
725,hübsch::A,шырайлы,чароўны
726,böse::A,өш,злы
727,böse::A,сұм,злы
728,böse::A,жауыз,злы
729,dumm::A,көкми,дурны
730,dumm::A,ақымақ,дурны
731,dumm::A,миы жоқ,дурны
732,faul::A,жалқау,лянівы
733,faul::A,еріншек,лянівы
734,fleißig::A,ұқыпты,руплівы
735,geizig::A,сараң,прагны
736,klug::A,жетік,разумны
737,klug::A,ақылды,разумны
738,geschickt::A,шебер,умелы
739,lieb::A,абзал,мілы
740,lieb::A,айналайын,мілы
741,lustig::A,көңілді,вясёлы
742,sanft::A,жуас,ласкавы
743,hungrig::A,аш,галодны
744,krank::A,кеселді,хворы
745,nackt::A,жалаңаш,голы
746,traurig::A,қапа,сумны
747,lebendig::A,тірі,жывы
748,lebendig::A,жанды,жывы
749,gut::A,жақсы,добры
750,schlecht::A,жаман,кепскі
751,richtig::A,дұрыс,правільны
752,schlimm::A,жаман,агідны
753,wahr::A,нағыз,сапраўдны
754,alt::A,ескі,стары
755,neu::A,жаңа,новы
756,ehemalig::A,өткен,былы
757,ehemalig::A,бұрынғы,былы
758,alt[Lebewesen]::A,кексе,стары
759,jung::A,науша,малады
760,arm::A,кедей,бедны
761,arm::A,дәулетсіз,бедны
762,reich::A,малды,багаты
763,bekannt::A,таныс,знаёмы
764,bekannt::A,көзтаныс,знаёмы
765,berühmt::A,атақты,славуты
766,fremd::A,бөтен,чужы
767,verschieden::A,түрлі,розны
768,nah::A,жуық,блізкі
769,nah::A,етене,блізкі
770,fern::A,алыс,далёкі
771,fern::A,алыстағы,далёкі
772,linker::A,сол,левы
773,linker::A,солшыл,левы
774,rechter::A,оң,правы
775,anderer::A,өзге,іншы
776,anderer::A,өзге,другі
777,anderer::A,былайғы,іншы
778,anderer::A,былайғы,другі
779,erster::A,алғашқы,першы
780,zweiter::A,екінші,другі
781,dritter::A,үшінші,трэці
782,letzter::A,артқы,апошні
783,letzter::A,кейінгі,апошні
784,allein::ADV,серіксіз,сам
785,allein::ADV,серіксіз,адзін
786,auf einmal::ADV,бірден,адразу
787,zusammen::ADV,бірлесіп,разам
788,lange::ADV,ұзақ,доўга
789,plötzlich::ADV,кенет,раптам
790,sofort::ADV,әне-міне дегенше,зараз
791,später::ADV,артынан,пазней
792,jetzt::ADV,енді,цяпер
793,jetzt::ADV,қазір,цяпер
794,heute::ADV,бүгін,сёння
795,morgen::ADV,ертең,заўтра
796,bald::ADV,тез,хутка
797,bald::ADV,тез,неўзабаве
798,dann::ADV,онан соң,потым
799,dann::ADV,сонан соң,потым
800,gestern::ADV,кеше,учора
