,Concept_ID,zh,en
912,wünschen::V,祝,wish
913,loben::V,表扬,praise
914,küssen::V,亲,kiss
915,wiegen::V,轻摇,rock
916,zudecken::V,盖上,cover
917,wecken::V,唤起,wake
918,zeigen::V,指,show
919,führen::V,带领,guide
920,lehren::V,教,teach
921,unterrichten::V,讲课,instruct
922,aufziehen::V,抚养,bring up
923,leiten::V,领导,lead
924,antreiben::V,催促,urge
925,lassen::V,让,let
926,einladen::V,邀请,invite
927,vereinigen::V,统一,unite
928,besuchen::V,参观,visit
929,treffen::V,会面,meet
930,sich versammeln::V,聚集,assemble
931,spielen::V,玩,play
932,singen::V,唱歌,sing
933,tanzen::V,跳舞,dance
934,sich trennen::V,分别,separate
935,verlassen::V,离开,leave
936,retten::V,救,rescue
937,bewachen::V,守卫,guard
938,schützen::V,保护,protect
939,verteidigen::V,保卫,defend
940,sich schlagen::V,打架,brawl
941,schießen::V,射击,shoot
942,siegen::V,获胜,win
943,ärgern::V,激怒,annoy
944,schlagen::V,打,beat
945,treten::V,踢,kick
946,stechen::V,刺,sting
947,stoßen::V,撞,shove
948,stehlen::V,盗窃,steal
949,stören::V,干扰,disturb
950,belästigen::V,打搅,bother
951,verbergen::V,隐藏,conceal
952,täuschen::V,欺骗,deceive
953,betrügen::V,欺骗,cheat
954,töten::V,杀,kill
955,wohnen::V,居住,dwell
956,arbeiten::V,工作,work
957,sammeln::V,收集,gather
958,pflücken::V,采,pick
959,jagen::V,打猎,hunt
960,fischen::V,捕鱼,fish
961,fassen::V,捉住,catch
962,hüten::V,守护,herd
963,treiben::V,漂,drive
964,anbinden::V,拴,tie up
965,füttern::V,喂,feed
966,melken::V,挤奶,milk
967,hacken::V,剁细,chop
968,gießen::V,浇,water
969,reifen::V,成熟,ripen
970,kochen::V,煮,boil
971,backen::V,烤,bake
972,braten::V,煎,fry
973,umrühren::V,搅拌,stir
974,stricken::V,织,knit
975,nähen::V,缝,sew
976,färben::V,染色,dye
977,reinigen::V,清洁,clean
978,waschen::V,洗,wash
979,abwischen::V,擦掉,wipe
980,spülen::V,清洗,rinse
981,fegen::V,扫,sweep
982,kehren::V,打扫,sweep
983,baden::V,给...洗澡,bath
984,sich waschen::V,洗澡,wash
985,ausziehen::V,脱,take off
986,anziehen::V,穿,put on
987,sich anziehen::V,穿衣,get dressed
988,kämmen::V,梳,comb
989,schmücken::V,装饰,decorate
990,sagen::V,说,say
991,sprechen::V,说,speak
992,reden::V,讲,talk
993,sich unterhalten::V,聊天,chat
994,fragen::V,问,ask
995,bitten::V,请,request
996,erzählen::V,叙述,tell
997,mitteilen::V,通知,convey
998,nennen::V,叫做,name
999,rufen::V,叫,call
1000,prahlen::V,吹牛,brag
1001,übersetzen::V,翻译,translate
1002,denken::V,想,think
1003,glauben::V,以为,believe
1004,bemerken::V,发觉,notice
1005,erkennen::V,识别,recognize
1006,begreifen::V,理解,grasp
1007,verstehen::V,明白,understand
1008,lernen::V,学,learn
1009,wissen::V,知道,know
1010,sich erinnern an::V,回忆,remember
1011,vergessen::V,忘记,forget
1012,messen::V,测量,measure
1013,zählen::V,数,count
1014,rechnen::V,计算,calculate
1015,lesen::V,读,read
1016,malen::V,画,paint
1017,zeichnen::V,绘制,draw
1018,schreiben::V,写,write
1019,besitzen::V,占有,own
1020,kaufen::V,买,buy
1021,verkaufen::V,卖,sell
1022,bezahlen::V,付钱,pay for
1023,zahlen::V,支付,pay
1024,beherrschen::V,统治,rule
1025,ertragen::V,忍耐,endure
1026,vergebens::ADV,,in vain
1027,klirren::V,,tinkle
1028,rauschen::V,,rustle
1029,rühren::V,,move
1030,zubereiten::V,,cook
