,Concept_ID,br,te
119,Kiefer[Baum]::N,pinenn,దేవదారు చెట్టు
120,Weide[Baum]::N,halegenn,జాతిచెట్టు
121,Tanne::N,sapenn,దేవదారుచెట్టు
122,Horn::N,korn,కొమ్ము
123,Feder::N,pluñv,ఈక
124,Fell::N,kreoñ,తోలు
125,Flügel::N,askell,ఱెక్క
126,Klaue::N,skilf,వంకరగోరు
127,Kralle::N,skilf,వంకరగోరు
128,Schwanz::N,lost,తోక
129,Ei::N,vi,గ్రుడ్డు
130,Nest::N,neizh,పక్షిగూడు
131,Bau::N,douarenn,గుహ
132,Tier::N,loen,జంతువు
133,Herde::N,tropell,మంద
134,Kuh::N,buoc'h,ఆవు
135,Bulle::N,tarv,గిత్త
136,Pferd::N,marc'h,గుఱ్ఱము
137,Schaf::N,dañvad,గొఱ్ఱె
138,Schwein::N,pemoc'h,పంది
139,Hund::N,ki,కుక్క
140,Katze::N,kazh,పిల్లి
141,Bär::N,arzh,ఎలుగుబంటి
142,Eichhörnchen::N,gwiñver,ఉడుత
143,Elch::N,karv-dour,కణంజు
144,Fuchs::N,louarn,గుంటనక్క
145,Hase::N,gad,కుందేలు
146,Maus::N,logodenn,చిట్టెలుక
147,Wolf::N,bleiz,తోడేలు
148,Vogel::N,labous,పక్షి
149,Schwarm::N,nijad,గుంపు
150,Huhn::N,yar,కోడిపిల్ల
151,Hahn::N,kilhog,కోడివుంజు
152,Gans::N,gwazenn,ఆడుబాతు
153,Adler::N,erer,గ్రద్ద
154,Ente::N,houad,పాట్టిబాతు
155,Eule::N,toud,గ్రుడ్లగూబ
156,Kranich::N,garan,కొంగ
157,Krähe::N,bran,కాకి
158,Kuckuck::N,koukoug,కోయల
159,Schwan::N,alarc'h,హంస
160,Fisch::N,pesk,చేప
161,Barsch::N,brell,ఒకచేఁప
162,Hecht::N,beked,గండుమీను
163,Schlange[Tier]::N,naer,పాము
164,Wurm::N,preñv,పురుగు
165,Spinne::N,kevnidenn,సాలె పురుగు
166,Ameise::N,merion,చీమ
167,Laus::N,laouenn,పేను
168,Mücke::N,moustik,చీకటీగ
169,Fliege::N,kelienenn,ఈగ
170,Schmetterling::N,balafenn,సీతాకోకచిలుక
171,Beere::N,hog,కాయ
172,Apfel::N,aval,ఆపిల్ పండు
173,Pilz::N,kabell-touseg,కుక్కగొడుగు
174,Zwiebel::N,ognonenn,నీరుల్లి
175,Saat::N,had,విత్తనము
176,Korn::N,ed,గింజ
177,Heu::N,foenn,ఎండుగడ్డి
178,Schale::N,peliadur,పొట్టు
179,Falle::N,pech,బోను
180,Schlinge::N,krouglas,ఉరి
181,Asche::N,ludu,బూడిద
182,Dreck::N,fank,ముఱికి
183,Eisen::N,houarn,ఇనుము
184,Gold::N,aour,బంగారము
185,Silber::N,arc'hant,వెండి
186,Kohle::N,glaou,నేలబొగ్గు
187,Glas::N,gwer,గాజు
188,Sand::N,traezh,ఇసుక
189,Mensch::N,den,నరుడు
190,Mann::N,den,పురుమడు
191,Frau::N,maouez,ఆడుది
192,Kind::N,bugel,బిడ్డ
193,Junge::N,paotr,బాలుడు
194,Mädchen::N,plac'h,బాలిక
195,Familie::N,familh,కుటుంబము
196,Großvater::N,tad-kozh,తాత
197,Großmutter::N,mamm-gozh,అయ్యమ్మ
198,Eltern::N,kerent,తల్లితండ్రులు
199,Vater::N,tad,తండ్రి
200,Mutter::N,mamm,తల్లి
201,Sohn::N,mab,కొడుకు
202,Tochter::N,merc'h,కూతురు
203,Bruder::N,breur,పోదరుడు
204,Schwester::N,c'hoar,సోదరి
205,Onkel::N,eontr,మేనమామ
206,Tante::N,moereb,మేనత్త
207,Tante::N,moereb,పినతల్లి
208,Ehemann::N,gwaz,భర్త
209,Ehefrau::N,gwreg,భార్య
210,Freude::N,levenez,సంతోషము
211,Gelächter::N,c'hoarzherezh,నవ్వు
212,Glück::N,chañs,సంతోషము
213,Kummer::N,doan,దుఃఖము
214,Wunsch::N,c'hoant,కోరిక
215,Lust::N,c'hoant,కోరిక
216,Geist::N,spered,ఆత్మ
217,Gedanke::N,soñj,ఆలోచన
218,Gedächtnis::N,eñvor,జ్ఞాపకము
219,Verstand::N,skiant,మనస్సు
220,Sinn::N,ster,అర్థము
221,Grund::N,kaoz,కారణము
222,Wahrheit::N,gwirionez,సత్యము
223,Gespräch::N,kaozeadenn,పంభాషణ
224,Märchen::N,kaoz korriganez,అద్భుతకథ
225,Erzählung::N,kontadenn,కథ
226,Nachricht::N,keloù,వార్త
227,Neuigkeit::N,kelaouenn,వార్త
228,Name::N,anv,పేరు
229,Rätsel::N,divinatez,చిక్కు
230,Rede::N,diskour,ఉపన్యాసము
231,Sprache::N,yezh,భాష
232,Stimme::N,mouezh,కంరథ్సని
233,Wort::N,ger,మాట
234,Zeichen::N,sin,గుర్తు
235,Ruf::N,galv,పిలువు
236,Lärm::N,trouz,సందడి
237,Ton::N,ton,స్వరము
238,Lied::N,kanaouenn,పాట
239,Ruhe::N,sioulded,గాలిలేమి
240,Leute::N,tud,జనులు
241,Volk::N,pobl,జాతి
242,Arbeit::N,labour,పని
243,Gast::N,kouviad,అతిధి
244,Geschenk::N,prof,దానము
245,Spiel::N,c'hoari,ఆట
246,Gesellschaft::N,kompagnunezh,జట్టు
247,Gesellschaft::N,kavandad,జట్టు
248,Hilfe::N,sikour,సాహాయ్యము
249,Freund::N,mignon,స్నేహితుడు
250,Kamerad::N,kamarad,చెలికాడు
251,Angelegenheit::N,afer,విషయము
252,Anzahl::N,niver,లెక్క
253,Art::N,sort,జాతి
254,Stück::N,tamm,తునుక
255,Teil::N,pezh,భాగము
256,Hälfte::N,hanterenn,సగము
257,Kreis::N,kelc'h,వృత్తము
258,Kreuz::N,kroaz,సిలువ
259,Linie::N,linenn,గీత
260,Strich::N,tenn,గీత
261,Abstand::N,distok,సందు
262,Entfernung::N,keid,దూరము
263,Entfernung::N,kehid,దూరము
264,Gegend::N,korn-bro,విస్తీర్ణము
265,Platz::N,plasenn,ఎడము
266,Ort::N,lec'h,స్థలము
267,Seite::N,tu,ప్రక్క
268,Mitte::N,kreiz,నడిమి
269,Gegenstand::N,tra,పద్దు
270,Sache::N,tra,వస్తువు
271,Rand::N,kantenn,అంచు
272,Kante::N,kantenn,అంచు
273,Ecke::N,korn,మూల
274,Spitze::N,begell,మొన
275,Ende::N,dibenn,కొన
276,Loch::N,toull,రంధ్రము
277,Muster::N,tresadenn,మాదిరి
278,Größe::N,ment,పరిమాణము
279,Länge::N,hirder,పొడుగు
280,Höhe::N,uhelder,పొడుగు
281,Gewicht::N,pouez,భారము
282,Menge::N,bern,మొత్తము
283,Haufen::N,bern,రాశి
284,Reihe::N,steud,వరుస
285,Boot::N,bag,పడవ
286,Ruder::N,roeñv,అడక
287,Schlitten::N,trainell,సరవండ్లు
288,Ski::N,ski,స్కీ
289,Last::N,karg,బరువు
290,Gang::N,kerzh,నడక
291,Schritt::N,paz,అడుగు
292,Norden::N,norzh,ఉత్తరదిక్కు
293,Norden::N,hanternoz,ఉత్తరదిక్కు
294,Süden::N,su,దక్షిణము
295,Süden::N,kreisteiz,దక్షిణము
296,Westen::N,kuzh-heol,పడమర
297,Osten::N,reter,తూర్పు
298,Osten::N,sav-heol,తూర్పు
299,Holz::N,koad,కొయ్య
300,Brett::N,plankenn,పలక
301,Platte::N,plakenn,పలక
302,Stütze::N,harp,వాల్సేడ్లు
303,Stange::N,sparl,స్తంభము
304,Stock::N,bazh,కఱ్ఱ
305,Stab::N,bazh,కఱ్ఱ
306,Rohr::N,tub,గొట్టము
307,Rohr::N,korz,గొట్టము
308,Haus::N,ti,ఇల్లు
309,Heim::N,kêr,స్వగృహము
310,Ofen::N,forn,పొయ్యి
311,Fußboden::N,plañchod,నేల
312,Tisch::N,taol,మేజా
313,Stuhl::N,kador,కుర్చీ
314,Wiege::N,kavell,ఉయ్యాల
315,Bett::N,gwele,పడక
316,Bett::N,gwele,మంచం
317,Regal::N,estajerenn,అటక
318,Kiste::N,kased,వెట్టె
319,Fenster::N,prenestr,కిటికి
320,Tür::N,dor,ద్వారము
321,Tor::N,portal,ద్వారము
322,Zaun::N,sklotur,కంచె
323,Dach::N,toenn,ఇంటివైకప్పు
324,Leiter::N,skeul,నిచ్చెన
325,Besen::N,skubell,చీపురుకట్ట
326,Spaten::N,pal,పాఱ
327,Schaufel::N,pal,పాఱ
328,Gabel::N,fourchetez,ముండ్లగరిటె
329,Löffel::N,loa,గరిటె
330,Messer::N,kontell,కత్తి
331,Nagel::N,tach,మేకు
332,Netz::N,roued,వల
333,Haken::N,krog,కొక్కెము
334,Griff::N,kemer,పిడి
335,Schloss::N,potenn,తాళము
336,Bild::N,skeudenn,చిత్రము
337,Figur::N,skeud,రూపము
338,Figur::N,figur,రూపము
339,Puppe::N,merc'hodenn,బొమ్మ
340,Beutel::N,sac'h,సంచి
341,Bündel::N,feskenn,మూట
342,Tasche::N,sac'h,సంచి
343,Eimer::N,sailh,చేద
344,Deckel::N,pallenn,మూత
345,Geschirr::N,listriaj,వంటకాలు
346,Sack::N,sac'h,గోనెసంచి
347,Tasse::N,tas,గిన్నె
348,Topf::N,pod,కుండ
349,Kessel::N,chaodouron,నీరుకాచుపాత్ర
350,Essen::N,pred,ఆహారము
351,Nahrung::N,boued,ఆహారము
352,Speise::N,meuz,ఆహారము
353,Fleisch::N,kig,మాంసము
354,Getreide::N,ed,ధాన్యము
355,Brei::N,yod,గుజ్జు
356,Brot::N,bara,రొట్టె
357,Scheibe::N,tailhenn,బద్ద
358,Fett::N,lard,క్రొవ్వు
359,Butter::N,amann,వెన్న
360,Öl::N,eoul,నూనె
361,Salz::N,holen,ఉప్పు
362,Suppe::N,soubenn,చారు
363,Honig::N,mel,తెనె
364,Milch::N,laezh,పాలు
365,Tee::N,te,తేనీరు
366,Leder::N,lêr,బాగుచేసివతోలు
367,Wolle::N,gloan,ఉన్ని
368,Stoff::N,danvez,బట్ట
369,Nadel::N,nadoz,సూది
370,Faden::N,neudenn,దారము
371,Knopf::N,bouton,బొత్తాము
372,Knoten::N,skoulm,ముడి
373,Farbe::N,liv,రంగు
374,Kleidung::N,dilhad,బట్టలు
375,Hemd::N,roc'hed,చొక్కాయ
376,Kragen::N,gouzoug,మాల
377,Ärmel::N,milgin,చొక్కాయచెయ్యి
378,Hose::N,bragoù,ఇజారు
379,Gürtel::N,gouriz,పటకా
380,Mütze::N,boned,టోపి
381,Schuh::N,botez,పాదరక్ష
382,Stiefel::N,botez,బూటు
383,Ring::N,gwalenn,ఉంగరము
384,Band::N,bagad,నాడా
385,Kamm::N,krib,దువ్వెన
386,Spiegel::N,melezour,అద్దము
387,Riemen::N,lerenn,వాడా
388,Schnur::N,kordenn,దారము
389,Leine::N,roll,వారు
390,Decke::N,golo,కంబళి
391,Kissen::N,goubenner,తలగడ
392,Tuch::N,mezher,బట్ట
393,Handtuch::N,toailhon,తువాలు
394,Kraft::N,nerzh,బలము
395,Stärke::N,nerzhder,శక్తి
396,Gesundheit::N,yec'hed,ఆరోగ్యము
397,Krankheit::N,klañved,రోగము
398,Schmerz::N,poan,నొప్పి
399,Schmerz::N,droug,నొప్పి
400,Wunde::N,gloazadenn,గాయము
401,Fieber::N,terzhienn,జ్వరము
402,Arznei::N,louzoù,మందు
403,Brücke::N,pont,వంతెన
404,Brunnen::N,puñs,బావి
405,Brunnen::N,puñs,కూపము
406,Brunnen::N,puñs,నుయ్యి
407,Weide::N,prad,పచ్చికబయలు
408,Pfad::N,gwenodenn,కాలిత్రోవ
409,Weg::N,hent,మార్గము
410,Straße::N,ru,బాట
411,Straße::N,hent,బాట
412,Dorf::N,kêr,గ్రామము
413,Dorf::N,kêriadenn,గ్రామము
414,Stadt::N,kêr,పట్టణము
415,Brief::N,lizher,జాబు
416,Buch::N,levr,పుస్తకము
417,Buchstabe::N,lizherenn,అక్షరము
418,Zeitung::N,kazetenn,వార్తాపత్రిక
419,Leben::N,buhez,ప్రాణము
420,Tod::N,marv,మరణము
421,Grab::N,bez,సమాధి
422,Kirche::N,iliz,క్రెస్తవులగుడి
423,Sünde::N,pec'hed,పాపము
424,Gott::N,doue,దేవుడు
425,Arbeiter::N,labourer,పనిపాటుచేశేవాడు
426,Arbeiter::N,micherour,పనిపాటుచేశేవాడు
427,Chef::N,penn,యజమానుడు
428,Meister::N,mestr,కళాకారుడు
429,Arzt::N,mezeg,వైద్యుడు
430,Arzt::N,medisin,వైద్యుడు
431,Lehrer::N,skolaer,ఉపాధ్యాయుడు
432,Lehrer::N,kelenner,ఉపాధ్యాయుడు
433,Geld::N,arc'hant,ద్రవ్యము
434,Geschäft::N,stal,వ్యాపారము
435,Laden::N,stal,అంగడి
436,Preis::N,priz,వెల
437,Ware::N,marc'hadourezh,సరకులు
438,Nutzen::N,gounidegezh,ప్రయోజనము
439,Nutzen::N,lañs,ప్రయోజనము
440,Nutzen::N,profit,ప్రయోజనము
441,Nutzen::N,spleit,ప్రయోజనము
442,Reichtum::N,pinvidigezh,ధనము
443,Welt::N,douar,ప్రపంచము
444,Land::N,bro,దేశము
445,Staat::N,stad,రాజ్యము
446,König::N,roue,రాజు
447,Macht::N,galloud,అధికారము
448,Grenze::N,harzoù,సరిహద్దు
449,Krieg::N,brezel,యుద్ధము
450,Feind::N,eneber,శత్రువు
451,Gewalt::N,tâerder,దౌర్జన్యము
452,Kampf::N,kann,పోట్లాట
453,Bogen[Waffe]::N,gwareg,విల్లు
454,Pfeil::N,saezh,బాణము
455,Gewehr::N,fuzuilh,తుపాకి
456,Fehler::N,fazi,తప్ప
457,Lüge::N,gaou,అసత్యము
458,Schaden::N,gwall,నష్టము
459,Unglück::N,gwalleur,దురదృష్టము
460,Schuld::N,kablusted,తప్పు
461,Schuld::N,pec'hedigezh,తప్పు
462,Alter::N,oad,వయస్సు
463,Schluss::N,diwezh,ముగింపు
464,Zeit::N,amzer,కాలము
465,Tag::N,deizh,దినము
466,Morgen::N,beure,ఉదయము
467,Morgen::N,mintin,ఉదయము
468,Mittag::N,kreisteiz,మధ్యాహ్నము
469,Abend::N,abardaez,సాయంకాలము
470,Nacht::N,noz,రత్రి
471,Woche::N,sizhun,వారము
472,Monat::N,miz,నెల
473,Jahr::N,bloaz,సంవత్సరము
474,Frühling::N,nevezamzer,వసంతకాలము
475,Sommer::N,hañv,వేసవికాము
476,Herbst::N,diskaramzer,ఆకురాలుకాలము
477,Winter::N,goañv,శీతకాలము
478,Januar::N,Genver,జనవరి
479,Februar::N,C'hwevrer,ఫిబ్రవరి
480,März::N,Meurzh,మార్చి
481,April::N,Ebrel,ఏప్రిలు
482,Mai::N,Mae,మే
483,Juni::N,Mezheven,జూన్
484,Juli::N,Gouhere,జూలై
485,August::N,Eost,ఆగస్టు
486,September::N,Gwengolo,సెప్ఠెంబరు
487,Oktober::N,Here,అక్టోబరు
488,November::N,Du,నవంబరు
489,Dezember::N,Kerzu,డిసెంబర్
490,Montag::N,Lun,సోమవారము
491,Dienstag::N,Meurzh,మంగళవారము
492,Mittwoch::N,Merc'her,బుధవారము
493,Donnerstag::N,Yaou,గురువారము
494,Freitag::N,Gwener,శుక్రవారము
495,Samstag::N,Sadorn,శనివారము
496,Sonntag::N,Sul,ఆదివారము
497,groß::A,bras,గొప్పైన
498,klein::A,bihan,చిన్న
499,lang::A,hir,పొడుగాటి
500,kurz::A,berr,పొట్టి
501,breit::A,ledan,వెడల్పైన
502,schmal::A,strizh,ఇఱుకైన
503,dicht::A,stank,దట్టమైన
504,dick[Gegenstand]::A,tev,దట్టమైన
505,dünn::A,moan,పలుచని
506,fein::A,munut,నాజాకైన
507,fest::A,start,దృడమైవ
508,flach::A,plaen,చదువైన
509,glatt::A,lintr,నున్నని
510,glatt::A,levn,నున్నని
511,hart::A,kalet,కఠినమైన
512,weich::A,blot,మృదువైన
513,rund::A,ront,గుండ్రని
514,spitz::A,poentet,మొనగల
515,scharf::A,dremm,పదనైన
516,stumpf::A,talsoc'h,వాడిలేని
517,schwer::A,pounner,బరువ్తెన
518,schön::A,kaer,సుందరమైన
519,heiß::A,tomm,వేడియైన
520,warm::A,tomm,వెచ్చని
521,kalt::A,yen,చల్లని
522,kühl::A,yen,చల్లని
523,frisch::A,fresk,తాజాయైన
524,feucht::A,gleb,చెమ్మగానున్న
525,nass::A,gleb,తడిగామన్న
526,trocken::A,sec'h,ఎండిన
527,voll::A,leun,నిండు
528,leer::A,goullo,శూన్యమైన
529,offen::A,digor,తెఱచియున్న
530,geschlossen::A,serr,మూసిన
531,sauber::A,naet,పరిశుద్ధమైన
532,schmutzig::A,lous,ముఱికియైన
533,roh::A,kriz,పచ్చి
534,reif::A,darev,పండివ
535,lecker::A,lipous,రుచి గల
536,lecker::A,saourus,రుచి గల
537,süß::A,dous,తియ్యని
538,bitter::A,c'hwerv,చేదైన
539,sauer::A,trenk,పుల్లని
540,hell::A,sklaer,కాంతిగల
541,dunkel::A,teñval,చీకటియైన
542,schwarz::A,du,నల్లని
543,weiß::A,gwenn,తెలుపు
544,rot::A,ruz,ఎఱ్ఱని
545,gelb::A,melen,పసుపు పచ్చ
546,blau::A,glas,నీలవర్ణము
547,grün::A,gwer,ఆకుపచ్చని
548,grau::A,louet,నెరిసిన
549,bunt::A,liesliv,రంగేలీ
550,billig::A,marc'had-mat,చౌకయైన
551,teuer::A,ker,వెలపొడుగైన
552,wertvoll::A,prizius,విలుప్తెన
553,blind::A,dall,గ్రుడ్డి
554,taub::A,bouzar,చెవిటి
555,kräftig::A,start,శక్తి గల
556,stark::A,kreñv,బలమైన
557,schwach::A,gwan,బలహీనమైన
558,fett::A,lard,క్రొవ్విన
559,schlank::A,sinkl,సన్నని
560,hübsch::A,koant,సాగప్తెన
561,böse::A,gwall,చెడ్డ
562,dumm::A,glep,తెలివిలేని
563,faul::A,lezirek,సోమరియైన
564,fleißig::A,studius,శ్రద్దగల
565,geizig::A,tost,పిసినారియైన
566,klug::A,speredek,తెలివిగల
567,geschickt::A,dornet,నిపుణతగల
568,lieb::A,koant,ప్రియమైన
569,lustig::A,laouen,ఉల్లాసము గల
570,sanft::A,flour,సాధువైన
571,hungrig::A,marnaon,ఆకలిగొనిన
572,krank::A,klañv,వ్యాధిగల
573,nackt::A,noazh,దిగంబరమైన
574,traurig::A,trist,విచారముగల
575,lebendig::A,bev,ప్రాణముతో నున్న
576,gut::A,mad,మంచి
577,schlecht::A,fall,చెడ్డ
578,schlecht::A,gwall,చెడ్డ
579,richtig::A,reizh,సరియైన
580,schlimm::A,gwall,అసహ్యమైన
581,wahr::A,gwir,నిజమైన
582,alt::A,kozh,ముసలి
583,neu::A,nevez,క్రొత్త
584,ehemalig::A,kozh,పూర్వపు
585,alt[Lebewesen]::A,kozh,ముసలి
586,jung::A,yaouank,పసి
587,arm::A,paour,బీద
588,reich::A,pinvidik,ధనవంతుడైన
589,bekannt::A,anavezet,తెలిసిన
590,berühmt::A,brudet,ప్రపిద్దికెక్కివ
591,fremd::A,dizanav,అన్యమైన
592,verschieden::A,disheñel,భేదమైన
593,nah::A,nes,దగ్గఱనున్న
594,fern::A,diabell,దూరమందున్న
595,linker::A,kleiz,ఎడమప్రక్కగ
596,rechter::A,dehoù,కుడి
597,anderer::A,all,వేఱ్తెన
598,erster::A,kentañ,మొదటి
599,zweiter::A,eil,రెండన
600,dritter::A,trede,మూడో
601,letzter::A,diwezhañ,కడపటి
602,allein::ADV,e-unan,ఒంటిగా
603,auf einmal::ADV,ar un dro,హరాత్తుగ
604,zusammen::ADV,asambles,కలిసి
605,lange::ADV,pell,బహుకాలము
606,plötzlich::ADV,en un taol,హరాత్తుగ
607,sofort::ADV,diouzhtu,తక్షణము
608,später::ADV,diwezhatoc'h,ఇటీవలి
609,jetzt::ADV,bremañ,ఇప్పుడు
610,heute::ADV,hiziv,నేడు
611,morgen::ADV,arc'hoazh,ఱేపు
612,bald::ADV,hepdale,శీఘ్రముగ
613,dann::ADV,a-c'houde,అప్పుడు
614,gestern::ADV,dec'h,నిన్నటి దినము
615,einst::ADV,gwechall,పూర్వమొకప్పుడు
616,damals::ADV,neuze,అప్పుడు
617,danach::ADV,goude,అప్పుడు
618,vorher::ADV,diagent,ఎదుట
619,zuerst::ADV,da gentañ,మొదటిలో
620,einmal::ADV,ur wech,ఒకసారి
621,manchmal::ADV,a-wechoù,అప్పటప్పటికి
622,oft::ADV,alies,తఱచుగా
623,immer::ADV,atav,ఎల్లప్పుడు
624,immer::ADV,bepred,ఎల్లప్పుడు
625,niemals::ADV,gwech ebet,ఎప్పుడునులేదు
626,hier::ADV,amañ,ఇక్కడ
627,hierhin::ADV,dre amañ,ఇక్కడకు
628,von hier::ADV,alemañ,ఇక్కడనుండి
629,dort::ADV,aze,అక్కడ
630,dort::ADV,ahont,అక్కడ
631,dorthin::ADV,di,అక్కడికి
632,dorthin::ADV,aze,అక్కడికి
633,dorthin::ADV,ahont,అక్కడికి
634,geradeaus::ADV,war-eeun,సూటిగా
635,vorwärts::ADV,war-raok,ముందుకు
636,rückwärts::ADV,war-lerc'h,వెనుకకు
637,zurück::ADV,war-dreñv,వెనుకభాగము
638,unten::ADV,en traoñ,క్రింద
639,hinab::ADV,a-izel,కిందికి
640,oben::ADV,en nec'h,మీద
641,hinauf::ADV,e-krec'h,పైకి
642,überall::ADV,dre-holl,అంతటా
643,nicht::ADV,ne ... ket,కాదు
644,ein wenig::ADV,un tammig,కొంచెము
645,kaum::ADV,a-boan,చాలిచాలక
646,sehr::ADV,-tre,చాల
647,sehr::ADV,-kenañ,చాల
648,so::ADV,evel-se,ఆలాగున
649,noch::ADV,c'hoazh,ఇప్పటికిని
650,nur::ADV,hepken,మాత్రము
651,schon::ADV,dija,ఇదివఱకే
652,wieder::ADV,adarre,తిరిగి
653,vor::PRP,dirak,ముందు
654,hinter::PRP,a-drek,వెనుక
655,hinter::PRP,a-dreñv,వెనుక
656,unter::PRP,dindan,క్రింద
657,durch::PRP,dre,ద్వారా
658,neben::PRP,e-kichen,దగ్గెర
659,zwischen::PRP,etre,మధ్య
660,wegen::PRP,abalamour da,కారణంగా
661,dies::PRN,hemañ,ఇది
662,das::PRN,se,అది
663,das::PRN,hennezh,అది
664,alles::PRN,pep tra,సకలము
665,ich::PRN,me,నేను
666,du::PRN,te,నీవు
667,er::PRN,eñ,అతడు
668,wir::PRN,ni,మనము
669,ihr::PRN,c'hwi,మీరు
670,sie::PRN,int,వారు
671,was::FPRN,petra,ఏమి
672,wer::FPRN,piv,ఎవడు
673,wo::FADV,pelec'h,ఎక్కడ
674,wohin::FADV,da belec'h,ఎందుకు
675,wie::FADV,penaos,ఎట్టు
676,warum::FADV,perak,ఏల
677,wieviel::FNUM,pet,ఎంత
678,eins::NUM,unan,ఒకటి
679,zwei::NUM,daou,రెండు
680,drei::NUM,tri,మూడు
681,vier::NUM,pevar,నాలుగు
682,fünf::NUM,pemp,అయిదు
683,sechs::NUM,c'hwec'h,ఆఱు
684,sieben::NUM,seizh,ఏరు
685,acht::NUM,eizh,ఎనిమదు
686,neun::NUM,nav,తొమ్మిది
687,zehn::NUM,dek,పది
