,Concept_ID,xal,ta
133,Klaue::N,хумсн,நகம்
134,Kralle::N,тавг,நகம்
135,Schwanz::N,сүл,வால்
136,Ei::N,өндгн,முட்டை
137,Nest::N,үр,கூடு
138,Bau::N,нүкн,குகை
139,Tier::N,мал,விலங்கு
140,Herde::N,сүрг мал,கூட்டம்
141,Kuh::N,үкр,பசு
142,Bulle::N,бух,காளை
143,Pferd::N,мөрн,குதிரை
144,Schaf::N,хөн,செம்மறிஆடு
145,Schwein::N,һаха,பன்றி
146,Hund::N,ноха,நாய்
147,Katze::N,мис,பூனை
148,Bär::N,аю,கரடி
149,Eichhörnchen::N,кермн,அணில்
150,Elch::N,хандһа,கடம்பை
151,Fuchs::N,арат,நரி
152,Hase::N,туула,முயல்
153,Maus::N,хулһн,எலி
154,Wolf::N,чон,ஓநாய்
155,Vogel::N,шовун,பறவை
156,Schwarm::N,зел,தொகுதி
157,Huhn::N,така,கோழிக்குஞசு
158,Hahn::N,эр така,சேவல்
159,Gans::N,һалун,பெண் வாத்து
160,Adler::N,һәрд,பருநது
161,Ente::N,нуһсн,வாத்து
162,Eule::N,һурвлһ,ஆந்தை
163,Kranich::N,тоһрун,நாரை
164,Krähe::N,шаазһа,காகம்
165,Kuckuck::N,эргин хуцдг,குயில்
166,Schwan::N,хун,அன்னம்
167,Fisch::N,заһсн,மீன்
168,Barsch::N,шүрг,பேர்ச்
169,Hecht::N,цурх,கோலாச்சி மீன்
170,Schlange[Tier]::N,моһа,பாம்பு
171,Wurm::N,өтн,புழு
172,Spinne::N,аралҗн,சிலந்தி
173,Ameise::N,шорһлҗн,எறும்பு
174,Laus::N,бөөсн,பேன்
175,Mücke::N,бөкүн,கொசுவினப்பூச்சி
176,Fliege::N,батхн,ஈ
177,Schmetterling::N,эрвәкә,வண்ணத்துப்பூச்சி
178,Beere::N,бөөлҗрһн,சதைப்பழம்
179,Apfel::N,альмн,ஆப்பிள பழம்
180,Pilz::N,теңгрин ки,காளான்
181,Zwiebel::N,мәңгрснә толһа,வெங்காயம்
182,Saat::N,буудян экн,விதை
183,Korn::N,экн,தானியம்
184,Heu::N,өвсн,வைக்கோல்
185,Schale::N,хальсн,தோல்
186,Grube::N,нүкн,குழி
187,Falle::N,урх,பொறி
188,Falle::N,хавх,பொறி
189,Schlinge::N,бүтү,கண்ணி
190,Spur::N,мөр,சுவடு
191,Asche::N,үмсн,சாம்பல்
192,Dreck::N,бальчг,அழுக்கு
193,Eisen::N,төмр,இரும்பு
194,Gold::N,алтн,தங்கம்
195,Silber::N,мөңгн,வெள்ளி
196,Silber::N,цаһан мөңгн,வெள்ளி
197,Kohle::N,нүүрсн,நிலக்கரி
198,Glas::N,шил,கண்ணாடி
199,Lehm::N,шавр,களிமண்
200,Sand::N,элсн,மணல்
201,Mensch::N,күн,மனிதர்கள்
202,Mensch::N,күмн,மனிதர்கள்
203,Mann::N,эр,மனிதன்
204,Frau::N,күүкд күн,பெண்
205,Kind::N,үрн,குழந்தை
206,Junge::N,көвүн,பையன்
207,Mädchen::N,бичкн күүкн,சிறுமி
208,Familie::N,бүл,குடும்பம்
209,Großvater::N,өвк эцк,தாத்தா
210,Großvater::N,наһц эцк,தாத்தா
211,Großmutter::N,эмг эк,பாட்டி
212,Großmutter::N,наһц эк,பாட்டி
213,Eltern::N,эк эцк хойр,பெற்றோர்
214,Vater::N,эцк,தந்தை
215,Mutter::N,эк,தாய்
216,Sohn::N,көвүн,மகன்
217,Tochter::N,күүкн,மகள்
218,Bruder::N,дү көвүн,சகோதரன்
219,Schwester::N,эгч,அக்கா
220,Schwester::N,дү күүкн,அக்கா
221,Onkel::N,авһ,தாய் மாமன்
222,Onkel::N,наһцх,தாய் மாமன்
223,Tante::N,наһц эгч,அத்தை
224,Ehemann::N,залу,கணவன்
225,Ehefrau::N,гергн,மனைவி
226,Freude::N,байр,கொண்டாட்டம்
227,Gelächter::N,инәдн,சிரிப்பு
228,Glück::N,җирһл,மகிழ்ச்சி
229,Glück::N,сәәхн җирһл,மகிழ்ச்சி
230,Kummer::N,зовлң,துயரம்
231,Wunsch::N,дурн,விருப்பம்
232,Lust::N,җилвтлһн,விருப்பம்
233,Geist::N,зөрг,ஆன்மா
234,Gedanke::N,ухан,எண்ணம்
235,Gedächtnis::N,чееҗин тодлвр,ஞாபகம்
236,Verstand::N,ухан,மனம்
237,Sinn::N,учр-утх,அர்த்தம்
238,Grund::N,учр,காரணம்
239,Grund::N,шалтан,காரணம்
240,Wahrheit::N,үнн,உண்நை
241,Gespräch::N,күүндвүр,பெசு
242,Märchen::N,тууль,நம்பத்தகாத கதை
243,Erzählung::N,келвр,கதை
244,Nachricht::N,медүллһн,செய்தி
245,Neuigkeit::N,зәңг,செய்தி
246,Name::N,нерн,பெயர்
247,Rätsel::N,тәәлвртә тууль,புதிர்
248,Rede::N,келлһн,பேச்சு
249,Sprache::N,келн,மொழி
250,Stimme::N,дун,குரல்
251,Wort::N,үг,வார்த்தை
252,Zeichen::N,темдг,குறி
253,Ruf::N,дуудлһн,அழைப்பு
254,Lärm::N,шууган,சத்தம்
255,Laut::N,ә,ஒலி
256,Ton::N,дун,குரல்
257,Lied::N,дун,பாட்டு
258,Ruhe::N,амулң,அமைதி
259,Leute::N,әмтн,மக்கள்
260,Volk::N,улс,மக்கள்
261,Arbeit::N,көдлмш,வேலை
262,Gast::N,гиич,விருந்தாளி
263,Geschenk::N,белг,பரிசுப் பொருள்
264,Spiel::N,наадн,விளையாட்டு
265,Gesellschaft::N,олн,சமுதாயம்
266,Hilfe::N,нөкд,உதவி
267,Freund::N,иньг,நண்பன்
268,Kamerad::N,үр,உடனிருப்பவன்
269,Angelegenheit::N,керг,செய்தி
270,Anzahl::N,то,எண்ணிக்கை
271,Art::N,зүүл,வகை
272,Stück::N,хусг,துண்டம்
273,Teil::N,хүв,பகுதி
274,Hälfte::N,өрәл,பாதி
275,Kreis::N,төгрг,வட்டம்
276,Kreuz::N,кирс,சிலுவை
277,Linie::N,зурасн,கோடு
278,Strich::N,татасн,வாத நோய்
279,Abstand::N,зә,இடைவெளி
280,Entfernung::N,һазр,தூரம்
281,Gegend::N,һазр,வட்டாரம்
282,Platz::N,зә,வெற்றிடம்
283,Ort::N,бәәрн,இடம்
284,Seite::N,тал,பக்கம்
285,Seite::N,хаҗу,பக்கம்
286,Seite::N,хәврһ,பக்கம்
287,Mitte::N,дунд,இடைப்பகுதி
288,Gegenstand::N,юмн,உருப்படி
289,Sache::N,юмн,பொருள்
290,Rand::N,зах,தொங்கு
291,Kante::N,ирмәг,விளிம்பு
292,Ecke::N,өнцг,மூலை
293,Spitze::N,үзүр,முனை
294,Ende::N,үзүр,முடிவு
295,Loch::N,хаһрха,துளை
296,Winkel::N,булң,கோணம்
297,Muster::N,намч,பாங்கு
298,Größe::N,кемҗән,அளவு
299,Länge::N,ут,நீளம்
300,Höhe::N,өндр,உயரம்
301,Gewicht::N,күнд,எடை
302,Gewicht::N,чиңнүр,எடை
303,Menge::N,ик,தொகை
304,Haufen::N,ова,குவியல்
305,Reihe::N,зерг,வரிசை
306,Reihe::N,зерглән,வரிசை
307,Boot::N,оңһц,படகு
308,Ruder::N,хәәв,துடுப்பு
309,Schlitten::N,цан,சகடையிலா வண்டி
310,Ski::N,лыҗ,பனிச் சறுக்கல்
311,Lagerfeuer::N,костёр,மூட்டம்
312,Last::N,күнд,பாரம்
313,Gang::N,йовлһн,நடை
314,Schritt::N,ишкм,காலடி
315,Norden::N,ар үзг,வடக்கு
316,Süden::N,өмн,தெற்கு
317,Süden::N,өмн үзг,தெற்கு
318,Westen::N,барун,மேற்கு திசை
319,Westen::N,барун үзг,மேற்கு திசை
320,Osten::N,зүн,கிழக்கு
321,Osten::N,зүн үзг,கிழக்கு
322,Holz::N,модн,மரக்கட்டை
323,Brett::N,харһа,பலகை
324,Platte::N,хавтха чолун,பலகம்
325,Stütze::N,тулг,அடைப்புகன்
326,Stange::N,уньн,கம்பம்
327,Stock::N,модн,குச்சி
328,Stab::N,шуург,கம்பு
329,Rohr::N,турва,குழாய்
330,Haus::N,гер,வீடு
331,Heim::N,гер-бул,வீடு
332,Ofen::N,беш,அடுப்பு
333,Fußboden::N,девскр,தரை
334,Tisch::N,ширә,மேசை
335,Stuhl::N,стул,நாற்காலி
336,Wiege::N,өлгә,தொட்டில்
337,Wiege::N,дүүҗң,தொட்டில்
338,Bett::N,орн,படுக்கை
339,Bett::N,орндг,படுக்கை
340,Regal::N,таг,அலமாரி
341,Regal::N,тәвц,அலமாரி
342,Kiste::N,яршг,பெட்டி
343,Fenster::N,терз,சாளரம்
344,Tür::N,үүдн,கதவு
345,Tor::N,үүдн,வாசற்கதவு
346,Tor::N,өргн үүдн,வாசற்கதவு
347,Tor::N,хашан үүдн,வாசற்கதவு
348,Zaun::N,хаша,வேலி
349,Dach::N,деевр,கூரை
350,Leiter::N,шат,ஏணி
351,Leiter::N,давшур,ஏணி
352,Besen::N,сәвүр,விளக்குமாறு
353,Spaten::N,күрз,மண்வெட்டி
354,Schaufel::N,совг,அடிதண்டா
355,Gabel::N,серә,முட்கரண்டி
356,Löffel::N,ухр,கரண்டி
357,Messer::N,утх,கத்தி
358,Nagel::N,хадасн,ஆணி
359,Netz::N,гөлм,வலை
360,Haken::N,дегә,கொக்கி
361,Griff::N,иш,கைப்பிடி
362,Griff::N,бәрүл,கைப்பிடி
363,Schloss::N,оньс,பூட்டு
364,Bild::N,зург,படம்
365,Figur::N,фигур,எண்ணிக்கை
366,Puppe::N,наадһа,பொம்மை
367,Beutel::N,мишг,பை
368,Bündel::N,багла,பொதி
369,Bündel::N,боодһа,பொதி
370,Tasche::N,сумк,பை
371,Eimer::N,суулһ,வாளி
372,Deckel::N,бүркәсн,உறை
373,Geschirr::N,сав,பாத்திரம்
374,Geschirr::N,сав-сарх,பாத்திரம்
375,Sack::N,мишг,பை
376,Tasse::N,ааһ,கிண்ணம்
377,Topf::N,кастрюль,பானை
378,Kessel::N,хәәсн,கெண்டி
379,Essen::N,зоогллһн,உணவருந்துதல்
380,Nahrung::N,теҗәл,உணவு
381,Speise::N,хот,உணவு வகை
382,Fleisch::N,махн,இறைச்சி
383,Getreide::N,хот болҗ эдлгддг цецгүдтә урһмл,மக்காச்சோளம்
384,Brei::N,хаш,கஞ்சி
385,Brot::N,өдмг,ரொட்டி
386,Scheibe::N,зүсм,துண்டு
387,Fett::N,өөкн,கொழுப்பு
388,Butter::N,тосн,வெண்ணெய்
389,Öl::N,тосн,எண்ணெய்
390,Salz::N,давсн,உப்பு
391,Suppe::N,шөлн,ரசம்
392,Honig::N,бал,தேன்
393,Milch::N,үсн,பால்
394,Tee::N,цә,தெனீர்
395,Leder::N,арсн,பதம் செய்யப்பட்ட தோல்
396,Wolle::N,утцн,கம்பளி
397,Wolle::N,эд,கம்பளி
398,Stoff::N,эд,துணி
399,Nadel::N,зүн,ஊசி
400,Faden::N,утцн,நூல்
401,Knopf::N,товч,பொத்தான்
402,Knoten::N,зәңгдә,முடிச்சு
403,Farbe::N,будг,வண்ணக் குழம்பு
404,Kleidung::N,хувцн,ஆடைகள்
405,Kleidung::N,хувц-хунр,ஆடைகள்
406,Hemd::N,киилг,சட்டை
407,Kragen::N,зах,கழுத்துப் பட்டை
408,Ärmel::N,ханцн,சட்டைக்கை
409,Hose::N,шалвур,கால்சட்டை
410,Gürtel::N,бүс,பெல்ட்
411,Mütze::N,махла,தொப்பி
412,Schuh::N,башмгуд,காலணி
413,Stiefel::N,һосн,காலணி
414,Ring::N,билцг,மோதிரம்
415,Band::N,лент,நாடா
416,Kamm::N,сам,கீப்பு
417,Spiegel::N,толь,ஆடி
418,Spiegel::N,толь,கண்ணாடி
419,Riemen::N,бүс,வார்
420,Schnur::N,деесн,கயிறு
421,Leine::N,бурнтг,தோல்வார்
422,Leine::N,нохан көтлвр,தோல்வார்
423,Decke::N,көнҗл,போர்வை
424,Kissen::N,дер,தலையணை
425,Tuch::N,альчур,துணி
426,Handtuch::N,полотенц,தண்டு
427,Handtuch::N,һар-нүүрин альчур,தண்டு
428,Kraft::N,күчн,நிர்பந்தம்
429,Stärke::N,чидл,பலம்
430,Gesundheit::N,эрүл-менд,ஆரோக்கியம்
431,Krankheit::N,өвчн,நோய்
432,Schmerz::N,өвдлһн,வலி
433,Wunde::N,шав,காயம்
434,Fieber::N,безг,காய்ச்சல்
435,Arznei::N,эм,மருந்து
436,Brücke::N,тагт,பாலம்
437,Brunnen::N,худг,கேணி
438,Weide::N,малын идг,மேய்ச்சல் நிலம்
439,Pfad::N,цувг,நடை வழி
440,Weg::N,хаалһ,வழி
441,Straße::N,зам,சாலை
442,Dorf::N,хотн,கிராமம்
443,Stadt::N,балһсн,நகரம்
444,Brief::N,бичг,கடிதம்
445,Buch::N,дегтр,புத்தகம்
446,Buchstabe::N,үзг,எழத்து
447,Zeitung::N,газет,செய்தித்தாள்
448,Leben::N,җирһл,வாழ்க்கை
449,Tod::N,үкл,மரணம்
450,Tod::N,өңгрлһн,மரணம்
451,Grab::N,оршалһна нүкн,சமாதி
452,Kirche::N,чонҗ,தேவாலயம்
453,Sünde::N,нүл,பாவம்
454,Sünde::N,килнц,பாவம்
455,Gott::N,бурхн,கடவுள்
456,Arbeiter::N,көдлмшч,தொழிலாளி
457,Chef::N,толһач,மேலாளர்
458,Meister::N,урн,தலைவன்
459,Arzt::N,эмч,மருத்துவர்
460,Lehrer::N,багш,ஆசிரியர்
461,Geld::N,мөңгн,பணம்
462,Geschäft::N,көдлмш,வாணிபம்
463,Laden::N,лавк,கடை
464,Preis::N,үн,விலை
465,Ware::N,эд-тавр,சாமன்கள்
466,Nutzen::N,олз,இலாபம்
467,Reichtum::N,зөөр,சொத்து
468,Welt::N,орчлң,உலகம்
469,Welt::N,делкә,உலகம்
470,Land::N,орн-нутг,நாடு
471,Staat::N,государств,நாடு
472,König::N,хан,அரசன்
473,Macht::N,йосн,அதிகாரம்
474,Grenze::N,меҗә,எல்லை
475,Krieg::N,дән,போர்
476,Feind::N,дәәсн,எதிரி
477,Gewalt::N,күч һарһлһн,வன்முறை
478,Kampf::N,ноолдан,போராட்டம்
479,Kampf::N,бәрлдлһн,போராட்டம்
480,Bogen[Waffe]::N,саадг,வில்
481,Pfeil::N,сумн,அம்பு
482,Gewehr::N,бу,துப்பாக்கி
483,Fehler::N,алдг,தவறு
484,Lüge::N,худл,பொய்
485,Schaden::N,хорлт,சேதாரம்
486,Unglück::N,гүрм,இடையூறு
487,Schuld::N,гем,குற்றம்
488,Schuld::N,буру,குற்றம்
489,Alter::N,насн,வயது
490,Schluss::N,чилгч,முடிவு
491,Zeit::N,цаг,காலம்
492,Tag::N,өдр,நாள்
493,Morgen::N,өрүн,காலை நேரம்
494,Mittag::N,үд,மதியம்
495,Abend::N,асхн,மாலைப் பொழுது
496,Nacht::N,сө,இரவு
497,Woche::N,долан хонг,வாரம்
498,Monat::N,сар,மாதம்
499,Jahr::N,җил,வருடம்
500,Frühling::N,хавр,வசந்தம்
501,Sommer::N,зун,கோடை
502,Herbst::N,намр,இலையுதிர் காலம்
503,Winter::N,үвл,குளிர்காலம்
504,Januar::N,январь,ஜனவரி
505,Februar::N,февраль,பிபரவரி மாதம்
506,März::N,март,மார்ச் மாதம்
507,März::N,моһа сар,மார்ச் மாதம்
508,April::N,апрель,ஏப்ரல் மாதம்
509,Mai::N,май,மே மாதம்
510,Juni::N,июнь,ஜூன் மாதம்
511,Juni::N,мөчн сар,ஜூன் மாதம்
512,Juli::N,июль,ஜூலை மாதம்
513,August::N,август,ஆகஸ்ட் மாதம்
514,September::N,һаха сар,செப்டம்பர் மாதம்
515,Oktober::N,октябрь,அக்டோபர் மாதம்
516,November::N,ноябрь,நவம்பர் மாதம்
517,November::N,үкр сар,நவம்பர் மாதம்
518,Dezember::N,бар сар,டிசம்பர்
519,Montag::N,понедельник,திங்கட் கிழமை
520,Dienstag::N,вторник,செவ்வாய்க்கிழமை
521,Mittwoch::N,среда,புதன் கிழமை
522,Mittwoch::N,үлмҗ өдр,புதன் கிழமை
523,Donnerstag::N,четверг,வியாழக் கிழமை
524,Donnerstag::N,пүрвә өдр,வியாழக் கிழமை
525,Freitag::N,пятниц,வெள்ளிக்கிழமை
526,Samstag::N,суббот,சனிக்கிழமை
527,Sonntag::N,нарн өдр,ஞாயிறுக் கிழமை
528,Sonntag::N,воскресень,ஞாயிறுக் கிழமை
529,groß::A,ик,பெரிய
530,klein::A,бичкн,சிறிய
531,lang::A,ут,நீண்ட
532,kurz::A,оһтр,குட்டையான
533,breit::A,өргн,அகலமான
534,schmal::A,уутьхн,குறுகலான
535,dicht::A,нигт,அடர்த்தியான
536,dick[Gegenstand]::A,зузан,தடித்த
537,dünn::A,нимгн,சன்னமான
538,fein::A,нәрхн,மெல்லிய
539,fest::A,бат,உறுதியாள
540,flach::A,хавтха,தட்டையான
541,glatt::A,тегш,வழுவழுப்பான
542,glatt::A,тиньгр,வழுவழுப்பான
543,hart::A,хату,கடினமான
544,weich::A,җөөлн,மென்மையான
545,weich::A,җөөлкн,மென்மையான
546,rund::A,төгрг,உருண்டையான
547,spitz::A,шовһр,திகந்தமாக
548,scharf::A,хурц,கூரான
549,stumpf::A,мука,உளம் திறந்த
550,schwer::A,күнд,கனமான
551,schön::A,сәәхн,அழகான
552,heiß::A,халун,சூடான
553,warm::A,дулан,இதமான
554,kalt::A,киитн,குளிர்ச்சியான
555,kühl::A,серүн,குளிர்ச்சியான
556,frisch::A,серүн,சுத்தமான
557,feucht::A,чиигтә,ஈரமான
558,nass::A,чиигтә,ஈரமான
559,trocken::A,хагсу,உலர்ந்த
560,voll::A,дүүрң,நிரம்பிய
561,leer::A,сул,காலியான
562,leer::A,хоосн,காலியான
563,offen::A,секәтә,திறந்த
564,geschlossen::A,хаалһата,மூடப்பட்ட
565,sauber::A,цевр,சுத்தமான
566,schmutzig::A,киртә,அழக்கான
567,roh::A,түүкә,கச்சா
568,reif::A,болсн,பழுத்த
569,lecker::A,әмтәхн,சுவைமிக்க
570,süß::A,әмтәхн,இனிப்பான
571,bitter::A,һашун,கசப்பான
572,bitter::A,һашута,கசப்பான
573,sauer::A,ишклң,புளிப்பாக
574,hell::A,герлтә,பளபளப்பான
575,dunkel::A,харңһу,கருமையான
576,schwarz::A,хар,கருப்பு வண்ண
577,weiß::A,цаһан,வெண்மையன
578,rot::A,улан,சிவப்பு
579,gelb::A,шар,மஞ்சள் வண்ணம்
580,blau::A,көк,நீல வண்ண
581,grün::A,көк,பச்சை வண்ண
582,grau::A,бор,சாம்பல் நிற
583,bunt::A,алг,வண்ண மயமான
584,bunt::A,эрәтә,வண்ண மயமான
585,billig::A,кимд,மலிவான
586,teuer::A,үнтә,விலை அதிகமான
587,wertvoll::A,үнтә,மதிப்புள்ள
588,wertvoll::A,эрднь,மதிப்புள்ள
589,blind::A,сохр,பார்வையற்ற
590,taub::A,дүлә,செவிடான
591,kräftig::A,күчтә,வலிமையான
592,stark::A,чаңһ,பலமான
593,schwach::A,күчн тату,பலவீனமான
594,fett::A,тарһн,பருமனாக
595,schlank::A,эццн,ஒல்லியான
596,hübsch::A,көркхн,அழகிய
597,böse::A,уурта,கேடு விளைவிக்கும்
598,dumm::A,тенг,முட்டாள்தனமான
599,faul::A,залху,சோம்பலான
600,fleißig::A,кинән,ஊக்கந்தளராத
601,fleißig::A,кинмһә,ஊக்கந்தளராத
602,geizig::A,ховдг,கஞேசத்தனமான
603,klug::A,ухата,சாதுரியமான
604,geschickt::A,чадмг,திறமையள்ள
605,lieb::A,эңкр,அன்புக்குரிய
606,lustig::A,сергмҗтә,களிப்புமிக்க
607,lustig::A,җирһлтә,களிப்புமிக்க
608,sanft::A,номһн,சாதுவான
609,hungrig::A,өлн,பசியுடன்
610,hungrig::A,харһнсн,பசியுடன்
611,krank::A,өвчтә,நோயுற்று
612,krank::A,шалтгта,நோயுற்று
613,nackt::A,нүцкн,ஆடையற்ற
614,traurig::A,һундлта,சோகமான
615,lebendig::A,әмд,பிழைப்பு
616,gut::A,сән,நல்ல
617,schlecht::A,му,கெட்ட
618,richtig::A,зөвтә,சரியான
619,schlimm::A,җигшүртә,அருவருப்பான
620,wahr::A,үнн,உண்மையான
621,wahr::A,мөн,உண்மையான
622,alt::A,хуучн,பழைய
623,neu::A,шин,புதிய
624,ehemalig::A,хуучн,முன்நாள்
625,alt[Lebewesen]::A,көгшн,வயதான
626,jung::A,баһ,இளமையான
627,arm::A,угатя,ஏழ்மையான
628,reich::A,байн,செல்வம் படைத்த
629,bekannt::A,таньл,பழக்கப்பட்ட
630,bekannt::A,таньдг,பழக்கப்பட்ட
631,berühmt::A,туурсн,புகழ்பெற்ற
632,fremd::A,күүнә,அயல் நாட்டு
633,verschieden::A,әдл биш,வித்தியாசமான
634,verschieden::A,йилһәтә,வித்தியாசமான
635,nah::A,өөрхн,பக்கத்தில் உள்ள
636,fern::A,хол,தொலை தூரத்தில்
637,linker::A,зүн,மீந்திருக்கும்
638,rechter::A,барун,வலதுபக்கம்
639,anderer::A,талдан,மற்ற
640,erster::A,негдгч,முதனமையான
641,zweiter::A,хойрдгч,இரண்டாவது
642,dritter::A,һурвдгч,மூன்றாவது
643,letzter::A,отхн,கடைசி
644,allein::ADV,һанцарн,தனியாக
645,auf einmal::ADV,нег дәкҗ,தடீரென்று
646,zusammen::ADV,хамдан,சேர்ந்து
647,lange::ADV,удан,அதிக நோம்
648,plötzlich::ADV,генткн,தடீரென்று
649,sofort::ADV,дарунь,உடனடியாக
650,später::ADV,сүүлд,பிறகு
651,jetzt::ADV,ода,இப்பொழது
652,heute::ADV,эндр,இன்று
653,morgen::ADV,маңһдур,நாளைக்கு
654,bald::ADV,дарунь,சீக்கிரம்
655,dann::ADV,дәкәд,அப்பொழுது
656,gestern::ADV,өцклдүр,நேற்று
657,einst::ADV,нег саамд,ஒரே முறை
658,damals::ADV,тиигхд,அப்பொழுது
659,danach::ADV,тегәд,பிற்பாடு
660,vorher::ADV,урд,முன்பாக
661,zuerst::ADV,түрүләд,முதலில்
662,einmal::ADV,нег дәкҗ,ஒரே முறை
663,manchmal::ADV,зәрмдән,சில நேரங்களில்
664,oft::ADV,хара биш,அடிக்கடி
665,oft::ADV,хатяр биш,அடிக்கடி
666,oft::ADV,дару-дарунь,அடிக்கடி
