,Concept_ID,av,be
116,Festland::N,ракъдаллъи,суша
117,Meer::N,ралъад,мора
118,Bucht::N,кӏветӏ,бухта
119,Insel::N,чӏинкӏиллъи,востраў
120,Blume::N,тӏегь,кветка
121,Gras::N,хер,трава
122,Wurzel::N,кьибил,корань
123,Baum::N,гъветӏ,дрэва
124,Stamm::N,рохти,ствол
125,Rinde::N,макъар,кара
126,Ast::N,ноцӏ,сук
127,Zweig::N,гӏаркьел,галіна
128,Blatt::N,тӏамах,ліст
129,Birke::N,мах,бяроза
130,Birke::N,махигъветӏ,бяроза
131,Kiefer[Baum]::N,накӏкӏигъветӏ,хвоя
132,Kiefer[Baum]::N,накӏкӏигъветӏ,сасна
133,Weide[Baum]::N,рицӏцӏ,вярба
134,Weide[Baum]::N,рицӏцӏигъветӏ,вярба
135,Tanne::N,ёлка,яліна
136,Horn::N,лълъар,рог
137,Feder::N,хӏули,пяро
138,Fell::N,тӏом,шкура
139,Fell::N,цӏоко,шкура
140,Flügel::N,кваркьи,крыло
141,Klaue::N,галъ,кіпцюр
142,Kralle::N,квачӏ,лапа
143,Kralle::N,катиквачӏ,лапа
144,Schwanz::N,рачӏ,хвост
145,Ei::N,хоно,яйка
146,Nest::N,бусен,гняздо
147,Bau::N,каратӏ,нара
148,Tier::N,хӏайван,жывёла
149,Herde::N,рехъен,статак
150,Herde::N,рехъед,статак
151,Kuh::N,гӏака,карова
152,Bulle::N,оц,бык
153,Pferd::N,чу,конь
154,Schaf::N,чахъу,авечка
155,Schwein::N,болъон,свіння
156,Hund::N,гьой,сабака
157,Katze::N,кету,кошка
158,Bär::N,ци,мядзведзь
159,Eichhörnchen::N,гвангва,вавёрка
160,Fuchs::N,цер,ліса
161,Hase::N,гӏанкӏ,заяц
162,Maus::N,гӏункӏкӏ,мыш
163,Wolf::N,бацӏ,воўк
164,Vogel::N,хӏинчӏ,птах
165,Vogel::N,хӏинчӏ,птушка
166,Schwarm::N,тӏел,чарада
167,Huhn::N,гӏанкӏу,курыца
168,Hahn::N,хӏелеко,певень
169,Gans::N,хъаз,гусь
170,Adler::N,цӏум,арол
171,Ente::N,ордек,качка
172,Eule::N,беццаруз,сава
173,Kranich::N,къункъра,жораў
174,Kranich::N,къункъра,журавель
175,Krähe::N,гъеду,варона
176,Kuckuck::N,гагу,зязюля
177,Schwan::N,хӏанкъва,лебедзь
178,Fisch::N,ччугӏа,рыба
179,Barsch::N,окунь,акунь
180,Hecht::N,щука,шчупак
181,Schlange[Tier]::N,борохь,змяя
182,Wurm::N,хӏапара,чарвяк
183,Spinne::N,хъанхъра,павук
184,Ameise::N,цӏунцӏра,мурашка
185,Laus::N,нацӏ,вош
186,Mücke::N,кӏкӏара,камар
187,Fliege::N,тӏутӏ,муха
188,Schmetterling::N,кӏалкӏучӏ,матыль
189,Apfel::N,гӏеч,яблык
190,Pilz::N,гӏурдахӏан,грыб
191,Zwiebel::N,кӏочӏопер,цыбуля
192,Saat::N,хьон,семя
193,Korn::N,мугь,зерне
194,Heu::N,хер,сена
195,Schale::N,хъал,шалупінне
196,Grube::N,гвенд,яма
197,Falle::N,къор,пастка
198,Falle::N,къотен,пастка
199,Schlinge::N,кӏичӏ,сіло
200,Spur::N,лъалкӏ,след
201,Asche::N,рахъу,попел
202,Dreck::N,гъиз,бруд
203,Dreck::N,хӏарщ,бруд
204,Eisen::N,махх,жалеза
205,Gold::N,месед,золата
206,Silber::N,гӏарац,сребра
207,Kohle::N,тӏурччи,вугаль
208,Glas::N,цӏер,шкло
209,Lehm::N,хӏатӏ,гліна
210,Sand::N,сали,пясок
211,Mensch::N,чи,чалавек
212,Mann::N,бихьинчи,мужчына
213,Frau::N,гӏадан,жанчына
214,Kind::N,лъимер,дзіця
215,Junge::N,вас,хлопчык
216,Mädchen::N,яс,дзяўчынка
217,Familie::N,хъизан,сямʼя
218,Großvater::N,кӏудада,дзядуля
219,Großmutter::N,кӏодо,бабуля
220,Eltern::N,эбел-эмен,бацькі
221,Vater::N,эмен,бацька
222,Mutter::N,эбел,маці
223,Sohn::N,вас,сын
224,Tochter::N,яс,дачка
225,Bruder::N,вац,брат
226,Schwester::N,яц,сястра
227,Onkel::N,даци,дзядзька
228,Tante::N,ада,цётка
229,Ehemann::N,рос,муж
230,Ehefrau::N,чӏужу,жонка
231,Freude::N,ракӏбохи,радасць
232,Gelächter::N,релъи,смех
233,Glück::N,талихӏ,шчасце
234,Glück::N,талихӏ-рохел,шчасце
235,Kummer::N,хӏалкъай,гора
236,Wunsch::N,къасд,жаданне
237,Lust::N,гъира,цяга
238,Geist::N,чӏанкӏ,дух
239,Geist::N,рухӏ-жан,дух
240,Gedanke::N,пикру,думка
241,Verstand::N,лумалъи,розум
242,Verstand::N,цӏодорлъи,розум
243,Sinn::N,магӏна,сэнс
244,Grund::N,багьана,зачэпка
245,Wahrheit::N,ритӏухълъи,праўда
246,Gespräch::N,накъит,размова
247,Märchen::N,маргьа,казка
248,Erzählung::N,къиса,расказ
249,Erzählung::N,къиса,апавяданне
250,Nachricht::N,хабар,вестка
251,Nachricht::N,хабар,паведамленне
252,Neuigkeit::N,хабар-гӏазаб,навіна
253,Name::N,цӏар,імя
254,Rätsel::N,бицанкӏо,загадка
255,Rede::N,речь,прамова
256,Rede::N,калам,прамова
257,Sprache::N,мацӏ,мова
258,Stimme::N,гьаракь,голас
259,Wort::N,рагӏи,слова
260,Zeichen::N,ишара,знак
261,Zeichen::N,гӏаламат,знак
262,Ruf::N,ахӏи,кліч
263,Lärm::N,хъуй,шум
264,Lärm::N,хъуди,шум
265,Laut::N,гьаракь,гук
266,Laut::N,сас,гук
267,Lied::N,кечӏ,песня
268,Ruhe::N,рахӏат,спакой
269,Leute::N,гӏадамал,людзі
270,Volk::N,халкъ,народ
271,Arbeit::N,хӏалтӏи,праца
272,Arbeit::N,хӏалтӏи,работа
273,Gast::N,гьобол,госць
274,Geschenk::N,сайигъат,падарунак
275,Spiel::N,хӏай,гульня
276,Spiel::N,расанди,гульня
277,Gesellschaft::N,жамагӏат,таварыства
278,Hilfe::N,кумек,дапамога
279,Freund::N,гьудул,друг
280,Freund::N,гьудул,сябар
281,Kamerad::N,гьалмагъ,прыяцель
282,Angelegenheit::N,къваригӏел,справа
283,Anzahl::N,рикӏкӏен,колькасць
284,Art::N,жинс,від
285,Stück::N,кесек,кусок
286,Stück::N,кесек,кавалак
287,Teil::N,пай,частка
288,Hälfte::N,бащдаб,палова
289,Hälfte::N,бащдаб,палавіна
290,Kreis::N,гор,круг
291,Kreuz::N,хъанч,крыж
292,Linie::N,мухъ,лінія
293,Strich::N,хӏучч,рыса
294,Abstand::N,манзил,прамежак
295,Entfernung::N,манзил,адлегласць
296,Gegend::N,рахъ,мясцовасць
297,Platz::N,бакӏ,месца
298,Ort::N,бакӏ,месца
299,Seite::N,рахъ,бок
300,Mitte::N,бакьулъбакӏ,сярэдзіна
301,Gegenstand::N,жо,прадмет
302,Sache::N,жо,рэч
303,Rand::N,мицӏир,край
304,Kante::N,рагӏал,руб
305,Kante::N,рагӏал,кант
306,Kante::N,рагӏа-ракьан,руб
307,Kante::N,рагӏа-ракьан,кант
308,Ecke::N,цили,вугал
309,Spitze::N,тӏогь,кончык
310,Ende::N,кӏал,канец
311,Loch::N,каратӏ,дзірка
312,Muster::N,накъиш,узор
313,Größe::N,кӏодо́лъи,памер
314,Länge::N,халалъи,даўжыня
315,Höhe::N,борхалъи,вышыня
316,Gewicht::N,бакӏлъи,вага
317,Haufen::N,гъуни,куча
318,Reihe::N,ирга́,рад
319,Boot::N,раса,лодка
320,Ruder::N,раххан,вясло
321,Schlitten::N,чанагъ,сані
322,Ski::N,лыжаби,лыжа
323,Lagerfeuer::N,цӏа,вогнішча
324,Last::N,бакӏлъи,цяжар
325,Gang::N,хьвади,ход
326,Gang::N,хьвада-чӏвади,ход
327,Schritt::N,гали,шаг
328,Schritt::N,гали,крок
329,Norden::N,шимал,поўнач
330,Süden::N,юг,поўдзень
331,Süden::N,къибла,поўдзень
332,Westen::N,гъарб,захад
333,Westen::N,магъриб,захад
334,Osten::N,шаркъ,усход
335,Osten::N,машрикъ,усход
336,Holz::N,цӏул,дрэва
337,Holz::N,цӏул,драўніна
338,Brett::N,хъарщи,дошка
339,Platte::N,къоно,пліта
340,Stange::N,гӏер,жэрдка
341,Stock::N,тӏил,палка
342,Stab::N,гӏер,шост
343,Rohr::N,турба,труба
344,Haus::N,ригь,дом
345,Haus::N,рукъзал,дом
346,Heim::N,рукъ,дом
347,Heim::N,рукъ,хата
348,Ofen::N,печь,печ
349,Fußboden::N,чӏабар,падлога
350,Tisch::N,стол,стол
351,Stuhl::N,бакӏу,стул
352,Stuhl::N,бакӏу,крэсла
353,Wiege::N,кини,калыска
354,Bett::N,кровать,ложак
355,Bett::N,кровать,пасцель
356,Regal::N,хъарщи,паліца
357,Kiste::N,ящик,скрынка
358,Kiste::N,тӏалагъуд,скрынка
359,Fenster::N,гордо,акно
360,Tür::N,нуцӏа,дзверы
361,Tor::N,каву,вароты
362,Zaun::N,раци,агароджа
363,Dach::N,тӏох,дах
364,Leiter::N,мали,лесвіца
365,Besen::N,жул,мятла
366,Spaten::N,бел,лапата
367,Spaten::N,бел,жалязняк
368,Schaufel::N,раххан,шуфлік
369,Schaufel::N,раххан,лапатка
370,Gabel::N,гӏучӏ,відэлец
371,Löffel::N,гъуд,лыжка
372,Messer::N,нус,нож
373,Nagel::N,магӏ,цвік
374,Netz::N,гьин,сетка
375,Haken::N,гъанцӏа,крук
376,Griff::N,гӏоркь,ручка
377,Schloss::N,кӏулал,замок
378,Bild::N,сурат,карціна
379,Puppe::N,нани,лялька
380,Beutel::N,таргьа,мяшок
381,Bündel::N,къай,вязка
382,Tasche::N,сумка,торба
383,Tasche::N,къвачӏа,торба
384,Eimer::N,ведро,вядро
385,Deckel::N,тӏалъел,накрыўка
386,Deckel::N,дадитӏалъел,накрыўка
387,Geschirr::N,цӏарагӏ,пасуда
388,Sack::N,хъап,мех
389,Sack::N,къандалъо,мех
390,Tasse::N,чашка,кубак
391,Topf::N,хьаг,каструля
392,Kessel::N,хьаг,кацёл
393,Kessel::N,гереги,кацёл
394,Essen::N,тӏагӏам,ежа
395,Nahrung::N,квен,харч
396,Speise::N,квен,страва
397,Fleisch::N,гьан,мяса
398,Getreide::N,бугӏа-ролъ,збожжа
399,Getreide::N,могьолабл_культураби,збожжа
400,Brei::N,карщ,каша
401,Brot::N,чед,хлеб
402,Scheibe::N,мочӏу,луста
403,Scheibe::N,мочӏу,скібка
404,Fett::N,беэнлъи,тлушч
405,Butter::N,нах,масла
406,Öl::N,нах,алей
407,Salz::N,цӏам,соль
408,Suppe::N,чурпа,суп
409,Honig::N,гьоцӏо,мёд
410,Milch::N,рахь,малако
411,Tee::N,чай,чай
412,Tee::N,чай,гарбата
413,Leder::N,тӏом,скура
414,Wolle::N,квас,воўна
415,Stoff::N,ххам,тканіна
416,Nadel::N,рокӏкӏен,іголка
417,Faden::N,кун,нітка
418,Knopf::N,маргъал,гузік
419,Knoten::N,гарацӏ,вузел
420,Farbe::N,релъен,фарба
421,Kleidung::N,ретӏел,адзенне
422,Hemd::N,гурде,кашуля
423,Kragen::N,габур,каўнер
424,Ärmel::N,къвал,рукаў
425,Hose::N,тӏажу,штаны
426,Gürtel::N,рачел,пояс
427,Mütze::N,тӏагъур,шапка
428,Stiefel::N,этек,бот
429,Stiefel::N,чакма,бот
430,Ring::N,баргъич,кольца
431,Band::N,лента,стужка
432,Kamm::N,гьоркьо,расчоска
433,Spiegel::N,матӏу,люстра
434,Riemen::N,рижу,рэмень
435,Decke::N,одея́ло,коўдра
436,Kissen::N,къандалъо,падушка
437,Tuch::N,квархьи,хустка
438,Handtuch::N,беркӏалрацӏцӏ,ручнік
439,Kraft::N,гуч,сіла
440,Kraft::N,къуват,сіла
441,Stärke::N,хӏалкӏвей,моц
442,Gesundheit::N,сахлъи́,здароўе
443,Krankheit::N,унти,хвароба
444,Krankheit::N,щокълъи,хвароба
445,Schmerz::N,унти,боль
446,Wunde::N,ругъун,рана
447,Fieber::N,цӏа-кан,гарачка
448,Fieber::N,цӏа-кан,ліхаманка
449,Arznei::N,дару,лекі
450,Brücke::N,кьо,мост
451,Brunnen::N,гъуй,калодзеж
452,Weide::N,рицӏцӏ,паша
453,Weide::N,лъичӏирма,паша
454,Weide::N,гӏурдаллъи,паша
455,Weide::N,ри́цӏигъветӏ,паша
456,Weide::N,рицӏцӏигъветӏ,паша
457,Pfad::N,сухъмахъ,сцежка
458,Weg::N,нух,шлях
459,Weg::N,нух,дарога
460,Straße::N,нух,вуліца
461,Dorf::N,росу,вёска
462,Stadt::N,шагьар,горад
463,Brief::N,кагъат,ліст
464,Brief::N,кагъат,пісьмо
465,Brief::N,рисалат,ліст
466,Brief::N,рисалат,пісьмо
467,Buch::N,тӏехь,кніга
468,Buchstabe::N,хӏарп,літара
469,Zeitung::N,газет,газета
470,Leben::N,яшав,жыццё
471,Tod::N,хвел,смерць
472,Grab::N,хоб,магіла
473,Kirche::N,килиса,касцёл
474,Kirche::N,килиса,царква
475,Sünde::N,хӏакъ,грэх
476,Sünde::N,мунагь,грэх
477,Gott::N,бичас,бог
478,Gott::N,аллагь,бог
479,Arbeiter::N,хӏалтӏухъан,рабочы
480,Chef::N,хӏаким,начальнік
481,Chef::N,начальник,начальнік
482,Meister::N,устар,майстар
483,Meister::N,мастер,майстар
484,Meister::N,махщалилав,майстар
485,Arzt::N,жайрахӏ,урач
486,Lehrer::N,мугӏалим,настаўнік
487,Geld::N,гӏарац,грошы
488,Laden::N,тукен,крама
489,Laden::N,тукен,магазін
490,Preis::N,багьа,цана
491,Ware::N,къайи,тавар
492,Nutzen::N,мунпагӏат,выгада
493,Reichtum::N,бечелъи,багацце
494,Welt::N,дуниял,свет
495,Land::N,улка,краіна
496,Land::N,икълим,краіна
497,Staat::N,пачалихъ,дзяржава
498,König::N,пача,кароль
499,König::N,малик,кароль
500,König::N,къирал,кароль
501,König::N,падишагь,кароль
502,Macht::N,кверщел,улада
503,Grenze::N,гӏорхъи,граніца
504,Krieg::N,рагъ,вайна
505,Feind::N,тушман,вораг
506,Gewalt::N,зулму,насілле
507,Kampf::N,къеркьей,барацьба
508,Bogen[Waffe]::N,газаргъо,лук
509,Pfeil::N,чӏор,страла
510,Gewehr::N,туманкӏ,ружжо
511,Fehler::N,гъалатӏ,памылка
512,Lüge::N,гьереси,хлусня
513,Schaden::N,зиян,шкода
514,Schaden::N,зарал,шкода
515,Unglück::N,балагь,ліха
516,Unglück::N,балагь,бядота
517,Schuld::N,гӏайиб,віна
518,Alter::N,гӏумру,узрост
519,Schluss::N,ахир,канец
520,Zeit::N,заман,час
521,Tag::N,къо,дзень
522,Morgen::N,радалмех,ранак
523,Morgen::N,радалмех,раніца
524,Mittag::N,къадемех,паўдня
525,Mittag::N,къадемех,поўдзень
526,Abend::N,релъедамех,вечар
527,Nacht::N,сордо,ноч
528,Woche::N,анкь,тыдзень
529,Monat::N,моцӏ,месяц
530,Jahr::N,сон,год
531,Jahr::N,лъагӏел,год
532,Frühling::N,их,вясна
533,Sommer::N,рии,лета
534,Herbst::N,хасалихълъи,восень
535,Winter::N,кьин,зіма
536,Januar::N,январь,студзень
537,Februar::N,февра́ль,люты
538,März::N,март,сакавік
539,April::N,апрель,красавік
540,Mai::N,май,май
541,Mai::N,май,травень
542,Juni::N,июнь,чэрвень
543,Juli::N,июль,ліпень
544,August::N,август,жнівень
545,September::N,сентябрь,верасень
546,Oktober::N,октябрь,кастрычнік
547,November::N,ноябрь,лістапад
548,Dezember::N,декабрь,снежань
549,Montag::N,итни,панядзелак
550,Dienstag::N,талат,аўторак
551,Mittwoch::N,арбагӏ,серада
552,Donnerstag::N,хамиз,чацвер
553,Freitag::N,рузман,пятніца
554,Samstag::N,щамат,субота
555,Sonntag::N,гьатӏан,нядзеля
556,groß::A,кӏудияб,вялікі
557,klein::A,гьитӏинаб,маленькі
558,lang::A,халатаб,доўгі
559,kurz::A,къокъаб,кароткі
560,breit::A,гӏебаб,шырокі
561,schmal::A,къваридаб,вузкі
562,dicht::A,ризаб,густы
563,dick[Gegenstand]::A,бицатаб,тоўсты
564,dünn::A,тӏеренаб,тонкі
565,fein::A,тӏеренаб,тонкі
566,fest::A,къвакӏараб,моцны
567,flach::A,чӏепараб,плоскі
568,glatt::A,цӏвакараб,гладкі
569,hart::A,кьварараб,цвёрды
570,weich::A,тамахаб,мяккі
571,rund::A,гургинаб,круглы
572,spitz::A,бегӏераб,спічасты
573,spitz::A,бегӏераб,востраканцовы
574,scharf::A,рекӏараб,востры
575,stumpf::A,тӏехӏараб,тупы
576,stumpf::A,рекӏинчӏеб,тупы
577,schwer::A,бакӏаб,цяжкі
578,schön::A,берцинаб,прыгожы
579,heiß::A,лагьараб,гарачы
580,warm::A,хинаб,цёплы
581,kalt::A,квачараб,холадны
582,kühl::A,квачараб,халаднаваты
583,frisch::A,цӏияб,свежы
584,feucht::A,рагьараб,вільготны
585,nass::A,би́ччараб,мокры
586,trocken::A,бакъвараб,сухі
587,leer::A,чӏобогояб,пусты
588,offen::A,рагьараб,адкрыты
589,offen::A,рагьараб,адчынены
590,geschlossen::A,рахараб-къараб,закрыты
591,geschlossen::A,рахараб-къараб,зачынены
592,sauber::A,бацӏцӏадаб,чысты
593,schmutzig::A,гъизараб,брудны
594,roh::A,хамаб,сыры
595,roh::A,гӏатӏгояб,сыры
596,reif::A,барщараб,спелы
597,lecker::A,тӏагӏамаб,смачны
598,süß::A,гьуинаб,салодкі
599,bitter::A,кьогӏаб,горкі
600,sauer::A,цӏекӏаб,кіслы
601,hell::A,канаб,светлы
602,dunkel::A,бецӏаб,цёмны
603,schwarz::A,чӏегӏераб,чорны
604,weiß::A,хъахӏаб,белы
605,rot::A,багӏараб,чырвоны
606,gelb::A,гӏобилаб,жоўты
607,gelb::A,тӏогьилаб,жоўты
608,blau::A,хъахӏилаб,сіні
609,grün::A,гӏурччинаб,зялёны
610,grau::A,накӏкӏуяб,шэры
611,bunt::A,къвекӏаб,пяресты
612,bunt::A,чара-гъараб,пяресты
613,billig::A,учузаб,танны
614,teuer::A,хири́яб,дарагі
615,wertvoll::A,къиматаб,цэнны
616,wertvoll::A,къиматаб,каштоўны
617,blind::A,беццаб,сляпы
618,taub::A,гъугъаб,глухі
619,kräftig::A,гучаб,магутны
620,stark::A,къуватаб,сільны
621,schwach::A,гӏажизаб,слабы
622,fett::A,кьарияб,тлусты
623,schlank::A,чергесаб,стройны
624,hübsch::A,гьайбатаб,чароўны
625,böse::A,ракӏквешаб,злы
626,dumm::A,гьагаб,дурны
627,dumm::A,гӏантаб,дурны
628,faul::A,кӏохӏалаб,лянівы
629,faul::A,кӏухӏа́лаб,лянівы
630,fleißig::A,хӏаракатаб,руплівы
631,geizig::A,къарумаб,прагны
632,klug::A,лумияб,разумны
633,geschickt::A,махщел бугев,умелы
634,lieb::A,гӏазизаб,мілы
635,lustig::A,кепаб,вясёлы
636,sanft::A,хӏалимаб,ласкавы
637,sanft::A,хӏере́наб,ласкавы
638,hungrig::A,бакъараб,галодны
639,krank::A,щокъаб,хворы
640,krank::A,унтараб,хворы
641,nackt::A,гӏицӏаб,голы
642,nackt::A,чӏанкӏараб,голы
643,traurig::A,пашманаб,сумны
644,lebendig::A,чӏагояб,жывы
645,gut::A,лъикӏаб,добры
646,schlecht::A,къадараб,кепскі
647,richtig::A,битӏараб,правільны
648,schlimm::A,нажасаб,агідны
649,schlimm::A,къабихӏаб,агідны
650,wahr::A,хӏакъаб,сапраўдны
651,wahr::A,битӏараб,сапраўдны
652,alt::A,басрияб,стары
653,neu::A,цӏияб,новы
654,ehemalig::A,цебе́госеб,былы
655,alt[Lebewesen]::A,хераб,стары
656,jung::A,тӏинчӏаб,малады
657,jung::A,гӏолохъанаб,малады
658,arm::A,пакъираб,бедны
659,reich::A,бечедаб,багаты
660,bekannt::A,лъалеб,знаёмы
661,berühmt::A,машгьураб,славуты
662,fremd::A,чияр,чужы
663,verschieden::A,батӏи-батӏияб,розны
664,nah::A,гӏагарда бугеб,блізкі
665,fern::A,рикӏкӏадаб,далёкі
666,linker::A,квегӏаб,левы
667,rechter::A,кваранаб,правы
668,anderer::A,батӏияб,іншы
669,anderer::A,батӏияб,другі
670,erster::A,тӏоцебесеб,першы
671,zweiter::A,кӏиабилеб,другі
672,dritter::A,лъабабилеб,трэці
673,letzter::A,ахирисеб,апошні
674,allein::ADV,ялгъузго,сам
675,allein::ADV,ялгъузго,адзін
676,auf einmal::ADV,цихӏинтӏаго,адразу
677,zusammen::ADV,цойида,разам
678,plötzlich::ADV,цойидасанго,раптам
679,sofort::ADV,гьебсагӏат,зараз
680,jetzt::ADV,гьанже,цяпер
681,heute::ADV,жакъа,сёння
682,morgen::ADV,метер,заўтра
683,bald::ADV,гьабсагӏаталъ,хутка
684,bald::ADV,гьабсагӏаталъ,неўзабаве
685,dann::ADV,цинги,потым
686,gestern::ADV,сон,учора
687,einst::ADV,цин,аднойчы
688,damals::ADV,гьебмехалъ,тады
689,damals::ADV,гьебмехалда,тады
690,danach::ADV,цинги,затым
691,danach::ADV,хадуса,затым
692,vorher::ADV,цебе,раней
693,zuerst::ADV,тӏоцебе,спярша
694,zuerst::ADV,тӏоцебе,спачатку
695,einmal::ADV,цинцӏул,адзін раз
696,einmal::ADV,цихӏин,адзін раз
697,einmal::ADV,цоцӏул,адзін раз
698,manchmal::ADV,олоцӏул,часам
699,oft::ADV,гӏемерго,часта
700,immer::ADV,кидаго,заўсёды
701,niemals::ADV,киданиги,ніколі
702,hier::ADV,аниб,тут
703,hierhin::ADV,анибехун,сюды
704,von hier::ADV,гьаниса,адсюль
705,von hier::ADV,гьаниса,адгэтуль
706,dort::ADV,гьениб,там
707,dorthin::ADV,гьадаба,туды
708,geradeaus::ADV,битӏутӏа,прама
709,vorwärts::ADV,цебехун,наперад
710,rückwärts::ADV,нахъ-нахъ,назад
711,zurück::ADV,нахъе,назад
712,unten::ADV,ахакь,унізе
713,unten::ADV,гъоркь,унізе
714,hinab::ADV,эхебе,уніз
715,oben::ADV,тӏад,угары
716,oben::ADV,тӏад,наверсе
717,oben::ADV,тӏадехун,угары
718,oben::ADV,тӏадехун,наверсе
719,hinauf::ADV,эхеде,угару
720,überall::ADV,кибго,усюды
721,ein wenig::ADV,дагьабго,трошкі
722,kaum::ADV,хӏалалъ,ледзьве
723,sehr::ADV,кутакалда,вельмі
724,so::ADV,гьедин,так
725,noch::ADV,жеги,яшчэ
726,nur::ADV,гӏӣцӏго,толькі
727,wieder::ADV,на́хъеги,зноў
728,vergebens::ADV,чӏалгӏаде,дарма
729,vergebens::ADV,чӏалгӏаде,дарэмна
730,vor::PRP,цебе,перад
731,hinter::PRP,хадуса,за
732,hinter::PRP,хадуса,ззаду
733,unter::PRP,ахакь,пад
734,unter::PRP,гъоркь,пад
735,neben::PRP,аскӏо,каля
736,zwischen::PRP,гьоркьоб,між
737,zwischen::PRP,гьоркьоб,паміж
738,wegen::PRP,гьелда,з-за
739,dies::PRN,гьаб,гэта
740,dies::PRN,гьеб,гэта
741,das::PRN,доб,тое
742,ich::PRN,дун,я
743,du::PRN,дуца,ты
744,er::PRN,доб,ён
745,wir::PRN,ниж,мы
746,ihr::PRN,нуж,вы
747,sie::PRN,дол,яны
748,sie::PRN,эл,яны
749,was::FPRN,щиб,што
750,wer::FPRN,щиб,хто
751,wo::FADV,киб,дзе
