,Concept_ID,la,ps
799,überall::ADV,ubique,هره خوا
800,nicht::ADV,non,نه
801,ein wenig::ADV,paulum,یو څه
802,kaum::ADV,vix,ایله
803,kaum::ADV,aegre,ایله
804,sehr::ADV,valde,ډېر
805,sehr::ADV,valde,زيات
806,sehr::ADV,magnopere,ډېر
807,sehr::ADV,magnopere,زيات
808,so::ADV,ita,داسې
809,so::ADV,ita,دومره
810,noch::ADV,etiam,نور
811,nur::ADV,solum,تش
812,nur::ADV,solum,صرف
813,nur::ADV,tantum,تش
814,nur::ADV,tantum,صرف
815,schon::ADV,iam,دمخه
816,wieder::ADV,rursus,بیا
817,vergebens::ADV,frustra,عبث
818,vor::PRP,ante,دمخه
819,hinter::PRP,post,شاته
820,unter::PRP,sub,لاندي
821,durch::PRP,per,د مینځ نه
822,neben::PRP,iuxta,نژدې
823,zwischen::PRP,inter,ترمینځ
824,wegen::PRP,propter,د ... له لاسه
825,dies::PRN,hoc,دا
826,das::PRN,id,دا
827,alles::PRN,omnia,هرڅهٔ
828,ich::PRN,ego,زه
829,du::PRN,tu,ته
830,er::PRN,is,دی
831,er::PRN,ille,دی
832,wir::PRN,nos,مونږ
833,ihr::PRN,vos,تاسې
834,sie::PRN,ii,هغوی
835,sie::PRN,illi,هغوی
836,was::FPRN,quid,څهٔ
837,wer::FPRN,quis,چا
838,wer::FPRN,quis,څوک
839,wo::FADV,ubi,چيری
840,wo::FADV,ubi,چېرته
841,wohin::FADV,quo,چېرته
842,wie::FADV,quomodo,څنګه
843,warum::FADV,cur,ولې
844,wieviel::FNUM,quantum,څو
845,wieviel::FNUM,quantum,څومره
846,eins::NUM,unus,یو
847,zwei::NUM,duo,دوه
848,drei::NUM,tres,درې
849,vier::NUM,quattuor,څلور
850,fünf::NUM,quinque,پنځه
851,sechs::NUM,sex,شپږ
852,sieben::NUM,septem,اوه
853,acht::NUM,octo,اته
854,neun::NUM,novem,نهه
855,zehn::NUM,decem,لس
856,elf::NUM,undecim,یوولس
857,zwölf::NUM,duodecim,دولس
858,zwanzig::NUM,viginti,شل
859,dreißig::NUM,triginta,دېرش
860,vierzig::NUM,quadraginta,څلوېښت
861,fünfzig::NUM,quinquaginta,پنځوس
862,sechzig::NUM,sexaginta,شپېته
863,siebzig::NUM,septuaginta,اویا
864,achtzig::NUM,octoginta,اتیا
865,neunzig::NUM,nonaginta,نوي
866,hundert::NUM,centum,سل
867,tausend::NUM,mille,زر
868,und::CNJ,et,او
869,und::CNJ,-que,او
870,oder::CNJ,vel,ېا
871,stehen::V,stare,درېدل
872,sitzen::V,sedere,کښېنستل
873,liegen::V,iacere,ملاستل
874,hängen::V,pendere,ځړېدل
875,werden::V,fieri,کېدل
876,passieren::V,accidere,پېښېدل
877,beginnen::V,incipere,شروع کېدل
878,enden::V,finem habere,خلاصدل
879,enden::V,finem habere,تمامېدل
880,wechseln::V,mutari,تغییر موندل
881,aufgehen[Sonne]::V,oriri,ختل
882,untergehen[Sonne]::V,occidere,لوېدل
883,untergehen[Sonne]::V,occidere,پرېوتل
884,scheinen[Sonne]::V,lucere,رڼا کول
885,donnern::V,tonare,تنېدل
886,donnern::V,tonare,غړمبېدل
887,wehen::V,flare,چلېدل
888,strömen::V,fluere,بهېدل
889,fließen::V,manare,بهېدل
890,fließen::V,manare,تویېدل
891,sich drehen::V,torqueri,ګرځېدل
892,sich drehen::V,torqueri,چورلېدل
893,schwanken::V,vacillare,زنګېدل
894,schwingen::V,vibrare,زنګېدل
895,fallen::V,cadere,ولېدل
896,brennen::V,ardere,سوځېدل
897,rauchen::V,fumare,لوګی کول
898,regnen::V,pluere,باران اورېدل
899,gefrieren::V,congelari,کنګل نيول
900,tauen::V,rorare,وېلې کېدل
901,schmelzen::V,liquescere,وېلې کېدل
902,trocknen::V,arescere,وچېدل
903,sieden::V,fervere,اېشېدل
904,faulen::V,putescere,خرابېدل
905,verfaulen::V,putescere,ورستېدل
906,reißen::V,scindi,شلېدل
907,versinken::V,mergi,ډوېېدل
908,vergehen::V,praeterire,تېرېدل
909,erscheinen::V,apparere,ښکارېدل
910,verschwinden::V,discedere,ورکېدل
911,sinken::V,labi,ښکته کېدل
912,abnehmen::V,deminui,کمېدل
913,zunehmen::V,augeri,زیاتېدل
914,steigen::V,augescere,جګېدل
915,steigen::V,augescere,پورته کېدل
916,wachsen::V,crescere,وده کول
917,glänzen::V,splendere,ځلېدل
918,funkeln::V,micare,پړکېدل
919,lärmen::V,strepere,غال و غول کول
920,läuten::V,sonare,زنګ وهل
921,klingeln::V,tinnire,زنګ وهل
922,klirren::V,crepare,کړنګېدل
923,brausen::V,saevire,تلاطم کول
924,rauschen::V,crepare,شڼهار کول
925,klingen::V,sonare,آواز کول
926,bellen::V,latrare,غپېدل
927,heulen::V,ululare,انګلل
928,blasen::V,flare,پو کول
929,pfeifen::V,sibilare,شپېلک وهل
930,schreien::V,clamare,ناره کول
931,stöhnen::V,gemere,زګېروی کول
932,zittern::V,tremere,لړزېدل
933,zittern::V,trepidare,لړزېدل
934,leben::V,vivere,ژوند کول
935,geboren werden::V,nasci,زېږېدل
936,atmen::V,spirare,ساه کښل
937,atmen::V,spirare,تنفس کول
938,trinken::V,bibere,څښل
939,essen::V,edere,خوړل
940,schlucken::V,devorare,غړپول
941,müde werden::V,fatigari,ستړی کېدل
942,einschlafen::V,obdormiscere,ویده کېدل
943,schlafen::V,dormire,خوب کول
944,aufwachen::V,expergisci,ویښېدل
945,aufstehen::V,exsurgere,پاڅېدل
946,sich erholen::V,se reficere,استراحت کول
947,krank werden::V,aegrescere,رنځورېدل
948,krank sein::V,aegrotare,ناجوړېدل
949,schmerzen::V,dolere,خوږېدل
950,schmerzen::V,dolere,درد کول
951,husten::V,tussire,ټوخېدل
952,genesen::V,convalescere,رغېدل
953,sterben::V,mori,مړل
954,umkommen::V,perire,تلفېدل
955,sich bewegen::V,se movere,چلېدل
956,sich bewegen::V,se movere,حرکت کول
957,sich rühren::V,micare,ښورېدل
958,sich erheben::V,surgere,درېدل
959,sich setzen::V,considere,کښېنستل
960,hinfallen::V,cadere,لوېدل
961,laufen::V,vadere,منډې وهل
962,schreiten::V,gradi,قدم ایښودل
963,spazierengehen::V,ambulare,چکر وهل
964,eilen::V,properare,بېړه کول
965,sich beeilen::V,festinare,عجله کول
966,sausen::V,currere,ځغستل
967,rennen::V,currere,زغلېدل
968,springen::V,salire,ټوپ وهل
969,klettern::V,niti,ختل
970,schaukeln::V,oscillare,زنګېدل
971,kriechen::V,repere,خاپوړی وهل
972,kriechen::V,serpere,خاپوړی وهل
973,schwimmen::V,nare,لامبو وهل
974,schwimmen::V,natare,لامبو وهل
975,tauchen::V,mergere,غوټه وهل
976,rudern::V,remigare,پارو وهل
977,fahren::V,vehi,تلل
978,fliegen::V,volare,الوتل
979,gehen::V,ire,تلل
980,gehen::V,vadere,تلل
981,weggehen::V,abire,بهر وتل
982,weggehen::V,discedere,بهر وتل
983,abfahren::V,proficisci,تلل
984,anhalten::V,consistere,ودرېدل
985,hineingehen::V,inire,داخلېدل
986,hineingehen::V,ingredi,داخلېدل
987,eintreten::V,intrare,ننوتل
988,kommen::V,venire,راتلل
989,ankommen::V,advenire,رسېدل
990,zurückkommen::V,revenire,بېرته راتلل
991,bleiben::V,manere,پاتې کېدل
992,warten::V,opperiri,انتظار وېستل
993,erwarten::V,opperiri,انتظار کول
994,erwarten::V,expectare,انتظار کول
995,suchen::V,quaerere,لټول
996,finden::V,reperire,میندل
997,finden::V,reperire,پیدا کول
998,versuchen::V,conari,هڅه کول
999,versuchen::V,temptare,هڅه کول
1000,vorbereiten::V,parare,چمتوکول
1001,lieben::V,amare,مینه لرل
1002,mögen::V,amare,خوښول
1003,mögen::V,amare,علاقه لرل
1004,lachen::V,ridere,خندېدل
1005,rühren::V,commovere,اغېزه کول
1006,weinen::V,flere,ژړل
1007,schimpfen::V,increpare,ښکنځا کول
1008,sich ärgern::V,indignari,قهر راتلل
1009,sich fürchten::V,vereri,ډارېدل
1010,fürchten::V,timere,ډارېدل
1011,fliehen::V,fugere,تښتېدل
1012,flüchten::V,effugere,تښتېدل
1013,sehen::V,videre,لیدل
1014,anschauen::V,aspectare,کتل
1015,ansehen::V,spectare,ننداره کول
1016,hören::V,audire,اورېدل
1017,zuhören::V,auscultare,غوږ نیول
1018,probieren::V,gustare,څکه کول
1019,probieren::V,gustare,چاشنی کول
1020,riechen::V,olfacere,بويول
1021,fühlen::V,sentire,حسول
1022,scheinen::V,videri,ښکارېدل
1023,zu sehen sein::V,conspici,ښکارېدل
1024,vernehmen::V,comperire,خبرېدل
1025,frieren::V,algere,ساړه کېتل
1026,tun::V,facere,کول
1027,können::V,posse,کولای شول
1028,können::V,posse,د لاسه کېدل
1029,wollen::V,velle,غوښتل
1030,anfangen::V,incipere,شروع کول
1031,beenden::V,finire,ختمول
1032,beenden::V,finire,پای ته رسول
1033,aufhören::V,desistere,بس کول
1034,gelingen::V,contingere,موفق کېدل
1035,gelingen::V,contingere,بریالی کېدل
1036,geraten::V,evenire,کېدل
1037,öffnen::V,aperire,خلاصول
1038,öffnen::V,aperire,پرانیستل
1039,schließen::V,claudere,تړل
1040,stellen::V,sistere,ایښودل
1041,setzen::V,ponere,کښېنول
1042,legen::V,ponere,ایښودل
1043,berühren::V,tangere,لاس وهل
1044,verbinden::V,iungere,تړل
1045,bedecken::V,tegere,پوښول
1046,bedecken::V,operire,پوښول
1047,aufhängen::V,suspendere,ځوړندول
1048,anzünden::V,accendere,بلول
1049,anzünden::V,inflammare,بلول
1050,aufheben::V,tollere,پورته کول
1051,zurücklassen::V,relinquere,پرېښودل
1052,verlieren::V,perdere,ورکول
1053,verlieren::V,amittere,ورکول
1054,fallen lassen::V,dimittere,له لاسه لوېدل
1055,machen::V,facere,کول
1056,herstellen::V,fabricare,جوړول
1057,herstellen::V,fabricare,توليدول
1058,bauen::V,construere,جوړول
1059,reparieren::V,reparare,ترمیمول
1060,verbessern::V,emendare,اصلاح کول
1061,ändern::V,mutare,تغیر ورکول
1062,graben::V,fodere,کيندل
1063,beugen::V,flectere,ټیټول
1064,biegen::V,curvare,کږول
1065,drehen::V,torquere,ګرځول
1066,wenden::V,vertere,اړول
1067,umdrehen::V,convertere,اړول
1068,heben::V,tollere,جګول
1069,heben::V,tollere,پورته کول
1070,hochheben::V,levare,جګول
1071,ergreifen::V,capessere,نیول
1072,halten::V,tenere,نیول
1073,drücken::V,premere,کښېکښل
1074,schieben::V,promovere,پوری وهل
1075,kratzen::V,radere,ګرول
1076,lecken::V,lambere,څټل
1077,beißen::V,mordere,چیچل
1078,abreißen::V,avellere,شکول
1079,abschneiden::V,desecare,پرېکول
1080,binden::V,ligare,تړل
1081,stecken::V,inserere,ټومبل
1082,brechen::V,rumpere,ماتول
1083,klopfen::V,pultare,ټکول
1084,hauen::V,ferire,ټکول
1085,kleben::V,agglutinare,نښلول
1086,kleben::V,agglutinare,سرېښول
1087,reiben::V,terere,مږل
1088,streichen::V,oblinere,مښل
1089,schleifen::V,acuere,تېره کول
1090,schneiden::V,secare,غوڅول
1091,schneiden::V,secare,پرېکول
1092,rütteln::V,quassare,خوڅول
1093,schütteln::V,quatere,ښورول
1094,schwenken::V,ventilare,خوڅول
1095,schütten::V,fundere,اچول
1096,schütten::V,fundere,تویول
1097,füllen::V,complere,ډکول
1098,einwickeln::V,involvere,پېچل
1099,einwickeln::V,involvere,نغښتل
1100,tragen::V,ferre,وړل
1101,tragen::V,portare,وړل
1102,schleppen::V,pertrahere,وړل
1103,ziehen::V,trahere,کښل
1104,aufbewahren::V,asservare,ساتل
1105,werfen::V,iacere,اچول
1106,werfen::V,iacere,غورځول
1107,fangen::V,capere,نیول
1108,fangen::V,capere,ګیرول
1109,packen::V,capessere,نیول
1110,verstecken::V,abdere,پټول
1111,teilen::V,partiri,وېشل
1112,teilen::V,partiri,تقسیمول
1113,teilen::V,dividere,وېشل
1114,teilen::V,dividere,تقسیمول
1115,schicken::V,mittere,لېږل
1116,schicken::V,mittere,استول
1117,bringen::V,apportare,راوړل
1118,hinzufügen::V,addere,زیاتول
1119,bekommen::V,adipisci,حاصلول
1120,erhalten::V,accipere,اخیستل
1121,nehmen::V,sumere,نیول
1122,nehmen::V,sumere,اخيستل
1123,wählen::V,eligere,خوښول
1124,auswählen::V,deligere,چنده کول
1125,bewahren::V,conservare,ساتل
1126,behindern::V,impedire,مانع کېدل
1127,behindern::V,impedire,ممانعت کول
1128,verderben::V,corrumpere,خرابېدل
1129,beschädigen::V,laedere,ورانول
1130,zerbrechen::V,rumpere,ماتول
1131,zerbrechen::V,frangere,ماتول
1132,zerreißen::V,discindere,څیرې کول
1133,zerstören::V,delere,ړنګول
1134,zerstören::V,delere,ورانول
1135,verbrennen::V,urere,سوځول
1136,verbrennen::V,cremare,سوځول
1137,geben::V,dare,ورکول
1138,reichen::V,praebere,ورکول
1139,schenken::V,donare,بښل
1140,schenken::V,largiri,بښل
1141,versprechen::V,polliceri,لوز کول
1142,versprechen::V,promittere,لوز کول
1143,loben::V,laudare,ستایل
1144,loben::V,laudare,تمجید کول
1145,küssen::V,osculari,ښکلول
1146,zudecken::V,tegere,پوښول
1147,wecken::V,excitare,ويښول
1148,zeigen::V,monstrare,ښودل
1149,führen::V,ducere,بیول
1150,lehren::V,docere,درس ورکول
1151,lehren::V,docere,تعلیم ورکول
1152,unterrichten::V,instituere,درس ورکول
1153,aufziehen::V,nutrire,روزل
1154,leiten::V,ducere,رهبری کول
1155,leiten::V,ducere,لارښوونه کول
1156,antreiben::V,incitare,چټک کول
1157,lassen::V,iubere,اړکول
1158,einladen::V,invitare,بلل
1159,vereinigen::V,coniungere,متحد کول
1160,vereinigen::V,coniungere,یوځای کول
1161,besuchen::V,visere,کتنه کول
1162,treffen::V,convenire,ليدل
1163,treffen::V,convenire,تلقی کول
1164,sich versammeln::V,convenire,راغونډېدل
1165,spielen::V,ludere,لوبه کول
1166,singen::V,cantare,سندرې وېل
1167,tanzen::V,saltare,ګډېدل
1168,sich trennen::V,digredi,بېلېدل
1169,sich trennen::V,discedere,بېلېدل
1170,verlassen::V,deserere,ترک کول
1171,verlassen::V,relinquere,ترک کول
1172,retten::V,servare,نجات ورکول
1173,bewachen::V,custodire,ساتل
1174,bewachen::V,custodire,حفاظت کول
1175,schützen::V,tueri,ژغورل
1176,schützen::V,tutari,ژغورل
1177,verteidigen::V,defendere,دفاع کول
1178,sich schlagen::V,luctari,جنګېدل
1179,schießen::V,iaculari,ویشتل
1180,siegen::V,vincere,غالبېدل
1181,ärgern::V,irritare,خپه کول
1182,schlagen::V,ferire,وهل
1183,treten::V,calcare,په لغته وهل
1184,stechen::V,pungere,ټومبل
1185,stoßen::V,tundere,ټېل وهل
1186,stoßen::V,tundere,پوری وهل
1187,stehlen::V,furari,تښتول
1188,stehlen::V,furari,غلا کول
1189,stören::V,turbare,ماتول
1190,belästigen::V,obtundere,ځورول
1191,belästigen::V,obtundere,تکلیف ورکول
1192,verbergen::V,celare,پټول
1193,verbergen::V,occultare,پټول
1194,täuschen::V,fallere,تېرایستل
1195,täuschen::V,fallere,خطا ایستل
1196,betrügen::V,fraudare,غولول
1197,töten::V,necare,وژل
1198,töten::V,necare,مړ کول
1199,töten::V,caedere,وژل
1200,töten::V,caedere,مړ کول
1201,wohnen::V,habitare,اوسېدل
1202,arbeiten::V,laborare,کار کول
1203,sammeln::V,colligere,راټولول
1204,sammeln::V,colligere,راغونډول
1205,pflücken::V,carpere,شکول
1206,jagen::V,venari,ښکار کول
1207,fischen::V,piscari,کب نيول
1208,fassen::V,capere,نیول
1209,fassen::V,capere,ګیرول
1210,hüten::V,custodire,پوول
1211,treiben::V,agere,بیول
1212,anbinden::V,alligare,تړل
1213,füttern::V,nutrire,خوراک ورکول
1214,melken::V,mulgere,لوشل
1215,hacken::V,findere,پی کول
1216,gießen::V,rigare,اوبه کول
1217,reifen::V,maturescere,رسېدل
1218,zubereiten::V,apparare,تیارول
1219,kochen::V,coquere,پخول
1220,backen::V,coquere,پخول
1221,braten::V,torrere,وريتول
1222,umrühren::V,commovere,لړل
1223,stricken::V,texere,اوبدل
1224,nähen::V,suere,ګنډل
1225,färben::V,tingere,رنګول
1226,reinigen::V,purgare,صافول
1227,waschen::V,lavare,مینځل
1228,abwischen::V,abstergere,وچول
1229,spülen::V,perluere,کنګالول
1230,fegen::V,verrere,جارو کول
1231,kehren::V,purgare,جارو کول
1232,baden::V,lavari,لمبېدل
1233,sich waschen::V,lavari,ځان مينځل
1234,ausziehen::V,exuere,کښل
1235,ausziehen::V,exuere,ایستل
1236,anziehen::V,induere,اغوستل
1237,sich anziehen::V,vestiri,کالی اغوستل
1238,kämmen::V,pectere,ګمنځول
1239,schmücken::V,ornare,ښکلی کول
1240,schmücken::V,decorare,ښکلی کول
1241,sagen::V,dicere,وېل
1242,sprechen::V,fari,وېل
1243,sprechen::V,fari,غږېدل
1244,reden::V,loqui,ګړېدل
1245,reden::V,loqui,خبرې کول
1246,sich unterhalten::V,colloqui,خبری کول
1247,sich unterhalten::V,disputare,خبری کول
1248,fragen::V,rogare,پوښتنه کول
1249,fragen::V,quaerere,پوښتنه کول
1250,bitten::V,orare,غوښتل
1251,bitten::V,rogare,غوښتل
1252,erzählen::V,narrare,کيسه کول
1253,erzählen::V,narrare,حکايت کول
1254,mitteilen::V,communicare,خبرول
1255,mitteilen::V,communicare,خبر ورکول
1256,nennen::V,appellare,نوم ايښودل
1257,rufen::V,vocare,بلل
1258,prahlen::V,gloriari,لاپې وهل
1259,übersetzen::V,vertere,ژباړل
1260,übersetzen::V,vertere,ترجمه کول
1261,denken::V,cogitare,فکر کول
1262,glauben::V,credere,باور کول
1263,bemerken::V,animadvertere,لیدل
1264,erkennen::V,cognoscere,پېژندل
1265,begreifen::V,comprehendere,رسېدل
1266,begreifen::V,comprehendere,پوهېدل
1267,verstehen::V,intellegere,پوهېدل
1268,lernen::V,discere,زده کول
1269,lernen::V,discere,درس لوستل
1270,wissen::V,scire,پوهېدل
1271,sich erinnern an::V,meminisse,یادول
1272,sich erinnern an::V,meminisse,په یاد راوړل
1273,vergessen::V,oblivisci,هېرول
1274,messen::V,metiri,اندازه کول
1275,zählen::V,numerare,شمارل
1276,rechnen::V,reri,حسابول
1277,rechnen::V,calculare,حسابول
1278,lesen::V,legere,لوستل
1279,malen::V,pingere,رسمول
1280,zeichnen::V,scribere,رسمول
1281,schreiben::V,scribere,لیکل
1282,besitzen::V,possidere,لرل
1283,kaufen::V,emere,رانیول
1284,verkaufen::V,vendere,خرڅول
1285,bezahlen::V,pendere,تأدیه کول
1286,zahlen::V,solvere,کسات اخيستل
1287,beherrschen::V,regere,تسلط لرل
1288,beherrschen::V,imperare,تسلط لرل
1289,ertragen::V,tolerare,زغمل
1290,ertragen::V,sustinere,زغمل
1291,wünschen::V,,غوښتل
1292,wiegen::V,,زنګول
