,Concept_ID,ml,myv
49,Knochen::N,അസ്ഥി,пакарь
50,Gehirn::N,തലച്ചോറ്,удем
51,Herz::N,ഹൃദയം,седей
52,Magen::N,വയർ,пеке
53,Leber::N,കരൾ,максо
54,Atem::N,ശ്വാസം,лексема
55,Atem::N,ശ്വാസം,оймень таргсема
56,Hunger::N,വിശപ്പ്,вачочи
57,Träne::N,കണ്ണീർ,селведь
58,Geschmack::N,രുചി,тансть
59,Geruch::N,ഗന്ധം,чине
60,Schlaf::N,ഉറകും,удома
61,Traum::N,സ്വപ്നം,он
62,Himmel::N,ആകാശം,менель
63,Sonne::N,സൂര്യൻ,чи
64,Mond::N,ചന്ദ്രൻ,ков
65,Stern::N,നക്ഷത്രം,теште
66,Luft::N,കാറ്റ്,кошт
67,Wind::N,കാറ്റ്,варма
68,Welle::N,തിരമാല,толкун
69,Wasser::N,വെള്ളം,ведь
70,Stein::N,ശില,кев
71,Stein::N,കല്ല്,кев
72,Boden::N,തറ,мода
73,Boden::N,നിലം,мода
74,Erde::N,മണ്ണ്,мастор
75,Staub::N,പൊടി,пуль
76,Rauch::N,പുക,качамо
77,Funke::N,തീപ്പൊരി,сятко
78,Feuer::N,തീ,тол
79,Licht::N,വിളക്ക്,валдо
80,Licht::N,സൂര്യപ്രകാശം,валдо
81,Schatten::N,തണൽ,сулей
82,Schatten::N,തണൽ,сулейкс
83,Wetter::N,കാലാവസ്ഥ,ушо
84,Nebel::N,മൂടൽമഞ്ഞ്,сув
85,Wolke::N,മേഘം,пель
86,Regen::N,മഴ,пиземс
87,Schnee::N,മഞ്ഞ്,лов
88,Eis::N,ഐസ്,эй
89,Frost::N,മൂടൽമഞ്ഞ്,кельме
90,Kälte::N,തണുപ്പ്,якшамо
91,Hitze::N,ചൂട്,пси
92,Raureif::N,കോടമഞ്ഞ്,лекш
93,Regenbogen::N,മഴവില്ല്,пурьгинечирьке
94,Regenbogen::N,മഴവില്ല്,пурьгинеёнкс
95,Donner::N,ഇടി,пурьгине
96,Strömung::N,പ്രവാഹം,чудема
97,Strömung::N,പ്രവാഹം,чудевкс
98,Tropfen::N,തുള്ളി,петнявкс
99,Schaum::N,നുര,чов
100,Schmutz::N,അഴുക്ക്,рудаз
101,See::N,തടാകം,эрьке
102,Sumpf::N,ചതുപ്പുനിലം,чей
103,Moor::N,പാഴ്നിലം,чей
104,Wiese::N,പുൽത്തകിടി,луга
105,Wald::N,വനം,вирь
106,Wald::N,കാട്,вирь
107,Hügel::N,കുന്ന്,губорь
108,Hügel::N,കുന്ന്,пандыне
109,Anhöhe::N,ഉയർന്ന ഭൂമി,губорь
110,Anhöhe::N,ഉയർന്ന ഭൂമി,пандыне
111,Berg::N,പർവ്വതം,пандо
112,Gipfel::N,ഉച്ചകോടി,пря
113,Höhle::N,ഗുഹ,пещера
114,Abhang::N,ചരിവ്,пандочама
115,Quelle::N,ഉറവിടം,ушодкс
116,Bach::N,അരുവി,чудикерькс
117,Fluss::N,നദി,лей
118,Ufer::N,തീരം,чире
119,Küste::N,കടൽത്തീരം,лейчире
120,Festland::N,കര,мода
121,Meer::N,കടൽ,моря
122,Bucht::N,ഉൾക്കടല്,усия
123,Insel::N,ദ്വീപ്,усия
124,Blume::N,പൂവ്,цеця
125,Gras::N,പുല്ല്,тикше
126,Wurzel::N,വേര്,юр
127,Wurzel::N,വേര്,ундокс
128,Baum::N,മരം,чувто
129,Stamm::N,തായ്ത്തടി,рунго
130,Rinde::N,പട്ട,суд
131,Rinde::N,പട്ട,керь
132,Ast::N,ശാഖ,морго
133,Zweig::N,ശാഖ,тарад
134,Blatt::N,ഇല,лопа
135,Birke::N,പൂവരശ്,килей
136,Kiefer[Baum]::N,പൈൻമരം,пиче
137,Weide[Baum]::N,വില്ലോ,каль
138,Tanne::N,ദേവദാരു,куз
139,Horn::N,മൃഗത്തിൻറെ കൊമ്പ്,сюро
140,Feder::N,തൂവൽ,толга
141,Fell::N,മൃദുരോമം,пона
142,Flügel::N,ചിറക്,сёлмо
143,Klaue::N,നഖം,кенже
144,Kralle::N,നഖം,кенже
145,Schwanz::N,വാൽ,пуло
146,Ei::N,മുട്ട,ал
147,Nest::N,കൂട്,пизэ
148,Bau::N,മാളം,варя
149,Bau::N,മാളം,пизе
150,Tier::N,മൃഗം,ракша
151,Herde::N,കൂട്ടം,стада
152,Kuh::N,പശു,скал
153,Bulle::N,കാള,бука
154,Pferd::N,കുതിര,лишме
155,Schaf::N,ആട്,реве
156,Schwein::N,പന്നി,туво
157,Hund::N,നായ്,пине
158,Hund::N,നായ്,киска
159,Katze::N,പൂച്ച,псака
160,Bär::N,കരടി,овто
161,Eichhörnchen::N,അണ്ണാൻ,ур
162,Elch::N,കടമാന്,сярдо
163,Fuchs::N,കുറുക്കൻ,ривезь
164,Hase::N,മുയൽ,нумоло
165,Maus::N,ചുണ്ടലി,чеерь
166,Wolf::N,ചെന്നായ,верьгиз
167,Vogel::N,പക്ഷി,нармунь
168,Schwarm::N,കൂട്ടം,полк
169,Schwarm::N,കൂട്ടം,стада
170,Huhn::N,കോഴി,сараз
171,Hahn::N,പൂവൻകോഴി,атякш
172,Gans::N,അരയന്നം,гала
173,Gans::N,അരയന്നം,мацей
174,Adler::N,കഴുകൻ,куцькан
175,Adler::N,കഴുകൻ,тумоатякш
176,Ente::N,താറാവ്,яксярго
177,Eule::N,മൂങ്ങ,корж
178,Kranich::N,കൊക്ക്,карго
179,Krähe::N,കാക്ക,варака
180,Kuckuck::N,കുയിൽ,куко
181,Schwan::N,അരയന്നം,локсей
182,Fisch::N,മത്സ്യം,кал
183,Barsch::N,ഒരിനം മത്സ്യം,окунь
184,Hecht::N,ഒരു മത്സ്യം,щука
185,Schlange[Tier]::N,പാമ്പ്,гуй
186,Wurm::N,വിര,сукс
187,Spinne::N,ചിലന്തി,шанжав
188,Ameise::N,ഉറുമ്പ്,коткудав
189,Laus::N,പേന്,сий
190,Mücke::N,മശകം,сеське
191,Fliege::N,ഈച്ച,карво
192,Schmetterling::N,ചിത്രശലഭം,нимиляв
193,Beere::N,ബെറി,умарь
194,Apfel::N,ആപ്പിൾ,умарь
195,Pilz::N,കൂൺ,панго
196,Zwiebel::N,സവാള,чурька
197,Saat::N,വിത്ത്,видьметь
198,Korn::N,ധാന്യം,сюро
199,Heu::N,വയ്ക്കോൽ,тикше
200,Schale::N,തൊലി,кедь
201,Schale::N,തൊലി,ваткавкс
202,Grube::N,കുഴി,латко
203,Falle::N,കെണി,тувор
204,Falle::N,കെണി,кундамка
205,Schlinge::N,കുടുക്ക്,килькш
206,Spur::N,ചുവട്,челькс
207,Spur::N,ചുവട്,пильгеки
208,Asche::N,ചാരം,кулов
209,Dreck::N,അഴുക്ക്,рудаз
210,Eisen::N,ഇരുമ്പ്,кшни
211,Gold::N,സ്വർണ്ണം,сырне
212,Silber::N,വെള്ളി,сия
213,Kohle::N,കൽക്കരി,сэдь
214,Kohle::N,കൽക്കരി,уголия
215,Glas::N,ഗ്ലാസ്,сулика
216,Lehm::N,കളിമണ്ണ്,сёвонь
217,Sand::N,മണൽ,човар
218,Mensch::N,മനുഷ്യർ,ломань
219,Mann::N,പുരുഷൻ,аля
220,Mann::N,പുരുഷൻ,цёраломань
221,Frau::N,സ്ത്രീ,ава
222,Kind::N,കുഞ്ഞ്,эйкакш
223,Junge::N,ആൺകുട്ടി,цёрыне
224,Mädchen::N,പെൺകുട്ടി,тейтерне
225,Familie::N,കുടുംബം,семия
226,Großvater::N,അപ്പൂപ്പൻ,покштя
227,Großmutter::N,അമ്മുമ്മ,баба
228,Eltern::N,മാതാപിതാക്കള്,тетят-ават
229,Vater::N,അച്ഛൻ,тетя
230,Mutter::N,അമ്മ,ава
231,Sohn::N,മകൻ,цёра
232,Tochter::N,മകൾ,тейтерь
233,Bruder::N,ചേട്ടൻ,леля
234,Bruder::N,ചേട്ടൻ,ялакс
235,Bruder::N,അനിയൻ,леля
236,Bruder::N,അനിയൻ,ялакс
237,Schwester::N,ചേച്ചി,сазор
238,Schwester::N,അനിയത്തി,сазор
239,Onkel::N,അമ്മാവൻ,леля
240,Tante::N,മാമി,патя
241,Ehemann::N,ഭർത്താവ്,мирде
242,Ehefrau::N,ഭാര്യ,ни
243,Freude::N,ആഹ്ലാദം,кеняркс
244,Gelächter::N,ചിരിയുടെ ശബ്ദം,ракамо
245,Gelächter::N,ചിരിയുടെ ശബ്ദം,пейдема
246,Glück::N,സന്തോഷം,уцяска
247,Glück::N,സന്തുഷ്ടി,уцяска
248,Kummer::N,ശോകം,рискс
249,Kummer::N,ശോകം,мелявкс
250,Wunsch::N,ആഗ്രഹം,мель
251,Wunsch::N,ആഗ്രഹം,бажамо
252,Lust::N,ആഗ്രഹം,бажамо
253,Geist::N,ചുറുചുറുക്ക്,ойме
254,Gedanke::N,ചിന്ത,мель
255,Gedächtnis::N,ഓർമ്മശക്തി,мель
256,Verstand::N,മനസ്സ്,прев
257,Sinn::N,അർത്ഥം,толк
258,Sinn::N,അർത്ഥം,смысла
259,Grund::N,കാരണം,тувтал
260,Wahrheit::N,സത്യം,видечи
261,Gespräch::N,സല്ലാപം,кортнема
262,Märchen::N,യക്ഷിക്കഥ,ёвкс
263,Erzählung::N,കഥ,ёвтнема
264,Nachricht::N,സന്ദേശം,куля
265,Neuigkeit::N,വാർത്ത,куля
266,Name::N,പേര്,лем
267,Rätsel::N,പ്രഹേളിക,содамоёвкс
268,Rede::N,സംസാരം,кортамо
269,Sprache::N,ഭാഷ,кель
270,Stimme::N,സ്വരം,ваигель
271,Wort::N,വാക്ക്,вал
272,Zeichen::N,സംജ്ഞ,теште
273,Ruf::N,വിളി,тердема
274,Lärm::N,ആരവം,шалнома
275,Laut::N,ശബ്ദം,вайгель
276,Ton::N,സ്വരഭേദം,гайнема
277,Lied::N,പാട്ട്,моро
278,Ruhe::N,നിശ്ചലത,оймамо
279,Leute::N,ജനങ്ങൾ,ломанть
280,Volk::N,രാഷ്ടം,народ
281,Arbeit::N,ജോലി,тев
282,Gast::N,അതിലി,инже
283,Geschenk::N,സമ്മാനം,казне
284,Spiel::N,കളി,налксема
285,Gesellschaft::N,കൂട്ടായ്മ,община
286,Hilfe::N,സഹായം,лездамо
287,Freund::N,സുഹൃത്ത്,оя
288,Freund::N,സുഹൃത്ത്,ялга
289,Kamerad::N,കൂട്ടാളി,оя
290,Kamerad::N,കൂട്ടാളി,ялга
291,Angelegenheit::N,കാര്യം,тев
292,Anzahl::N,എണ്ണം,ламоксчи
293,Art::N,തരം,вид
294,Stück::N,കഷണം,пакш
295,Stück::N,കഷണം,пелькс
296,Teil::N,ഭാഗം,часть
297,Teil::N,ഭാഗം,пелькс
298,Hälfte::N,പകുതി,пель
299,Hälfte::N,പകുതി,пелькс
300,Kreis::N,വൃത്തം,кирькс
301,Kreuz::N,കുരിശടയാളം,крёст
302,Linie::N,വര,кикс
303,Linie::N,രേഖ,кикс
304,Strich::N,പക്ഷാഘാതം,межа
305,Abstand::N,വിടവ്,ютко
306,Entfernung::N,അകലം,ютко
307,Gegend::N,പ്രദേശം,тарка
308,Gegend::N,പ്രദേശം,пертьпелькс
309,Platz::N,ഇടം,васолкс
310,Ort::N,സ്ഥലം,тарка
311,Seite::N,വശം,ён
312,Seite::N,വശം,чире
313,Mitte::N,മധ്യസ്ഥാനം,куншка
314,Gegenstand::N,സാധനം,предмет
315,Sache::N,വസ്തു,тев
316,Sache::N,വസ്തു,веща
317,Rand::N,തൊങ്ങൽ,пе
318,Rand::N,തൊങ്ങൽ,чире
319,Kante::N,അറ്റം,ирдез
320,Ecke::N,മൂല,ужо
321,Spitze::N,അഗ്രം,пряне
322,Spitze::N,അഗ്രം,пе
323,Ende::N,അവസാനം,пе
324,Loch::N,ദ്വാരം,варя
325,Winkel::N,കോൺ,ужо
326,Muster::N,ക്രമം,сёрма
327,Größe::N,വലുപ്പം,сэрь
328,Größe::N,വലുപ്പം,покшолма
329,Länge::N,നീളം,кувалмо
330,Höhe::N,ഉയരം,сэрь
331,Höhe::N,ഉയരം,пандо
332,Gewicht::N,കട്ടി,сталмо
333,Menge::N,അളവ്,лововкс
334,Haufen::N,കൂമ്പാരം,мар
335,Haufen::N,കൂമ്പാരം,валявкс
336,Reihe::N,വരി,ряд
337,Boot::N,ബോട്ട്,венч
338,Ruder::N,പങ്കായം,милё
339,Schlitten::N,ഉരുളില്ലാവണ്ടി,нурдт
340,Ski::N,ഹിമപാദുകം,сокс
341,Lagerfeuer::N,തീ,толбандя
342,Last::N,ഭാരം,сталмо
343,Last::N,ഭാരം,кандома
344,Gang::N,നടത്തം,молема
345,Gang::N,നടത്തം,якамо
346,Schritt::N,ചുവട്,эскелькс
347,Norden::N,വടക്ക്,якшамо ёнкс
348,Süden::N,തെക്ക്,лембе ёнкс
349,Westen::N,പടിഞ്ഞാറ്,чивалгома
350,Osten::N,കിഴക്ക്,чилисема
351,Holz::N,തടി,чувто
352,Brett::N,ബോർഡ്,лаз
353,Platte::N,തകിട്,плита
354,Stütze::N,താങ്ങ്,неже
355,Stange::N,കമ്പ്,олга
356,Stock::N,വടി,мандо
357,Stab::N,കുറുവടി,олога
358,Rohr::N,കുഴൽ,турба
359,Haus::N,വീട്,кудо
360,Heim::N,വീട്,кудо
361,Ofen::N,സ്റ്റൌ,каштомо
362,Fußboden::N,തറ,киякс
363,Tisch::N,മേശ,столь
364,Stuhl::N,കസേര,стул
365,Wiege::N,തൊട്ടിൽ,лавсь
366,Wiege::N,തൊട്ടിൽ,нурямот
367,Bett::N,കിടക്ക,ацамо
368,Regal::N,ഷെൽഫ്,лався
369,Regal::N,ഷെൽഫ്,лавсяланго
370,Kiste::N,പെട്ടി,горобия
371,Kiste::N,പെട്ടി,сундук
372,Fenster::N,ജനൽ,вальма
373,Tür::N,വാതിൽ,кенкш
374,Tor::N,കവാടം,ортат
375,Zaun::N,വേലി,пирявт
376,Zaun::N,വേലി,пирвякс
377,Dach::N,മേൽക്കുര,кудопря
378,Leiter::N,ഏണി,кузтема
379,Besen::N,ചൂല്,тенсть
380,Spaten::N,തൂമ്പ,койме
381,Schaufel::N,തൂമ്പ,кече
382,Schaufel::N,തൂമ്പ,келей койме
383,Gabel::N,മുൾക്കത്തി,сянгине
384,Löffel::N,സ്പൂൺ,пенч
385,Messer::N,കത്തി,пеель
386,Nagel::N,ആണി,эске
387,Netz::N,വല,алтыма
388,Haken::N,കൊളുത്ത്,кечказ
389,Griff::N,കൈപ്പിടി,кедне
390,Schloss::N,പൂട്ട്,замок
391,Schloss::N,പൂട്ട്,панжома
392,Bild::N,ചിത്രം,картина
393,Figur::N,കണക്ക്,рунго
394,Puppe::N,പാവ,няка
395,Beutel::N,ബാഗ്,кескав
396,Bündel::N,കെട്ട്,керькс
397,Tasche::N,ബാഗ്,юдма
398,Eimer::N,ബക്കറ്റ്,ведра
399,Deckel::N,ഉറ,велькс
400,Geschirr::N,പിഞ്ഞാണം,кедьге
401,Sack::N,ചാക്ക്,кескав
402,Tasse::N,കപ്പ്,чакш
403,Topf::N,പാത്രം,кастрюля
404,Kessel::N,കെറ്റ്ല്,котёл
405,Essen::N,ആഹാരസമയം,ярсамо
406,Nahrung::N,ഭക്ഷണം,ярсамопель
407,Speise::N,ഡിഷ്,ярсамопель
408,Fleisch::N,മാംസം,сывель
409,Getreide::N,ചോളം,сюро
410,Brei::N,കഞ്ഞി,каша
411,Brot::N,റോട്ടി,кши
412,Scheibe::N,തുണ്ട്,кочом
413,Scheibe::N,തുണ്ട്,сускомо
414,Fett::N,കൊഴുപ്പ്,куя
415,Butter::N,വെണ്ണ,ой
416,Öl::N,എണ്ണ,ой
417,Salz::N,ഉപ്പ്,сал
418,Suppe::N,സൂപ്പ്,ям
419,Honig::N,തേൻ,медь
420,Milch::N,പാൽ,ловсо
421,Tee::N,ചായ,чай
422,Leder::N,തുകൽ,киське
423,Wolle::N,കമ്പിളി,пона
424,Stoff::N,തുണി,коцт
425,Nadel::N,സൂചി,салмукс
426,Faden::N,നൂല്,суре
427,Knopf::N,ബട്ടൺ,пов
428,Knoten::N,കുരുക്ക്,сюлмо
429,Farbe::N,പെയിൻറ്,артомапель
430,Kleidung::N,വസ്ത്രങ്ങൾ,оршамот
431,Hemd::N,ഷർട്ട്,панар
432,Kragen::N,കുപ്പായക്കഴുത്ത്,сиве
433,Ärmel::N,കുപ്പായക്കൈ,ожа
434,Hose::N,ട്രൌസർ,понкст
435,Gürtel::N,ബെൽറ്റ്,каркс
436,Mütze::N,തൊപ്പി,чапка
437,Schuh::N,ഷൂ,туфля
438,Stiefel::N,ബൂട്ട്,кем
439,Ring::N,മോതിരം,суркс
440,Band::N,റിബൺ,лента
441,Kamm::N,ചീപ്പ്,сурсеме
442,Spiegel::N,കണ്ണാടി,чавачамо
443,Riemen::N,സ്ട്രാപ്പ്,кшнань каркс
444,Schnur::N,ചരട്,пикс
445,Leine::N,കെട്ടാനുള്ള തോൽവാർ,ведьме
446,Decke::N,പുതപ്പ്,вельтямо
447,Kissen::N,തലയിണ,тодов
448,Tuch::N,സ്കാർഫ്,паця
449,Handtuch::N,തോർത്ത്,нардамо
450,Kraft::N,ശക്തി,вий
451,Stärke::N,ശക്തി,виевчи
452,Gesundheit::N,ആരോഗ്യം,шумбрачи
453,Krankheit::N,അസുഖം,орма
454,Krankheit::N,അസുഖം,сэредема
455,Schmerz::N,വേദന,сэредькс
456,Wunde::N,മുറിവ്,керявкс
457,Fieber::N,പനി,маштыкс
458,Arznei::N,മരുന്ന്,ормаменькс
459,Brücke::N,പാലം,сэдь
460,Brücke::N,പാലം,мадамо
461,Brunnen::N,കിണർ,лисьма
462,Weide::N,മേച്ചൽ,ракшань ванома тарка
463,Pfad::N,വഴി,ян
464,Weg::N,വഴി,ки
465,Straße::N,റോഡ്,ки
466,Dorf::N,ഗ്രാമം,веле
467,Stadt::N,നഗരം,ош
468,Brief::N,കത്ത്,сёрма
469,Buch::N,പുസ്തകം,книга
470,Buchstabe::N,അക്ഷരം,буква
471,Zeitung::N,വർത്തമാനപത്രം,газета
472,Leben::N,ജീവൻ,эрямо
473,Tod::N,മരണം,кулома
474,Grab::N,ശവക്കുഴി,калмо
475,Kirche::N,പള്ളി,церькова
476,Sünde::N,പാപം,чумочи
477,Gott::N,ദൈവം,паз
478,Arbeiter::N,ജോലിക്കാരൻ,робочей
479,Chef::N,മേധാവി,прявт
480,Meister::N,യജമാനൻ,кол тевень тенця
481,Arzt::N,ഡോക്ടർ,врач
482,Lehrer::N,അധ്യാപകൻ,учитель
483,Lehrer::N,അധ്യാപകൻ,тонавтыця
484,Geld::N,പണം,ярмак
485,Geschäft::N,ബിസിനസ്,ладязь тев
486,Laden::N,കട,лавка
487,Preis::N,വില,питне
488,Ware::N,ചരക്ക്,миевкс
489,Ware::N,ചരക്ക്,рамавкс
490,Nutzen::N,ലാഭം,паро
491,Nutzen::N,ലാഭം,лезэ
492,Reichtum::N,ധനം,сюпавчи
493,Welt::N,ലോകം,мир
494,Welt::N,ലോകം,мастор ланго
495,Land::N,രാജ്യം,мастор
496,Staat::N,രാജ്യം,государства
497,König::N,രാജാവ്,король
498,Macht::N,അധികാരം,азорксчи
499,Grenze::N,അതിർത്തി,буен тешкс
500,Krieg::N,യുദ്ധം,война
501,Feind::N,ശത്രു,душман
502,Gewalt::N,അക്രമം,нарьгамо
503,Kampf::N,പോരാട്ടം,тюрема
504,Bogen[Waffe]::N,വില്ല്,нал
505,Pfeil::N,അമ്പ്,нал
506,Gewehr::N,തോക്ക്,ружия
507,Gewehr::N,തോക്ക്,винтовка
508,Fehler::N,പിശക്,ильведькс
509,Fehler::N,പിശക്,ильведевкс
510,Lüge::N,കള്ളം,манчема
511,Lüge::N,കള്ളം,кенгелема
512,Schaden::N,കേടുപാട്,зыян
513,Unglück::N,ദൌർഭാഗ്യം,зыян
514,Schuld::N,തെറ്റ്,чумочи
515,Alter::N,വയസ്സ്,шка
516,Schluss::N,നിഗമനം,пе
517,Zeit::N,സമയം,шка
518,Zeit::N,സമയം,пинге
519,Tag::N,ദിവസം,чи
520,Morgen::N,പ്രഭാതം,валске
521,Mittag::N,ഉച്ച,чикуншка
522,Abend::N,സായാഹ്നം,чокшнэ
523,Nacht::N,രാത്രി,ве
524,Woche::N,ആഴ്ച,недля
525,Monat::N,മാസം,ков
526,Jahr::N,വർഷം,ие
527,Frühling::N,വസന്തം,тундо
528,Sommer::N,വേനൽ,кизэ
529,Herbst::N,ശരത്കാലം,сёксь
530,Winter::N,ശൈത്യം,теле
531,Januar::N,ജനുവരി,якшамков
532,Februar::N,ഫെബ്രുവരി,февраль
533,März::N,മാർച്ച്,март
534,April::N,ഏപ്രിൾ മാസം,апрель
535,Mai::N,മെയ് മാസം,май
536,Juni::N,ജൂൺ,июнь
537,Juli::N,ജൂലൈ,июль
538,August::N,ആഗസ്റ്റ്,август
539,September::N,സെപ്തംബർ,сентября
540,Oktober::N,ഒക്ടോബർ,октября
541,November::N,നവംബർ,ноября
542,Dezember::N,ഡിസംബർ,декабря
543,Montag::N,തിങ്കളാഴ്ച,пондельник
544,Dienstag::N,ചൊവ്വ,овторник
545,Mittwoch::N,ബുധനാഴ്ച,серёда
546,Donnerstag::N,വ്യാഴാഴ്ച,цетьверьг
547,Freitag::N,വെള്ളിയാഴ്ച,пеця
548,Samstag::N,ശനിയാഴ്ച,субута
549,Samstag::N,ശനിയാഴ്ച,шлямочи
550,Sonntag::N,ഞായറാഴ്ച,недлячи
551,groß::A,വലിയ,ине
552,groß::A,വലിയ,покш
553,klein::A,ചെറിയ,вишка
554,lang::A,നീണ്ട,кувака
555,kurz::A,ഹ്രസ്വമായ,нурькине
556,breit::A,വിശാലമായ,келей
557,schmal::A,ഇടുങ്ങിയ,теине
558,dicht::A,നിബിഡമായ,тусто
559,dick[Gegenstand]::A,തടിച്ച,эчке
560,dünn::A,മെലിഞ്ഞ,човине
561,fein::A,നേർത്ത,човине
562,fest::A,ഉറപ്പുള്ള,кеме
563,flach::A,പരന്ന,лапужа
564,glatt::A,മിനുസമുള്ള,валаня
565,hart::A,കട്ടിയുള്ള,калгодо
566,weich::A,മൃദുവായ,чевте
567,rund::A,വട്ടത്തിലുള്ള,кеверь
568,spitz::A,മുനയുള്ള,пшти
569,scharf::A,മൂർച്ചയുള്ള,пшти
570,stumpf::A,തുറന്നടിക്കുന്ന,ношка
571,schwer::A,ഭാരമുള്ള,стака
572,schön::A,മനോഹരമായ,мазый
573,heiß::A,ചൂടുള്ള,пси
574,warm::A,ചൂടുള്ള,лембе
575,kalt::A,തണുത്ത,якшамо
576,kühl::A,തണുപ്പുള്ള,экше
577,frisch::A,ശുദ്ധമായ,свежа
578,feucht::A,ഈറനുള്ള,летьке
579,nass::A,നനഞ്ഞ,начко
580,trocken::A,വരണ്ട,коське
581,voll::A,നിറയെ,пешксе
582,leer::A,ഒഴിഞ്ഞ,чаво
583,offen::A,തുറന്ന,панжадо
584,offen::A,തുറന്ന,виде
585,geschlossen::A,അടച്ച,пекстазь
586,geschlossen::A,അടച്ച,сёлгозь
587,sauber::A,വൃത്തിയുള്ള,ванькс
588,schmutzig::A,അഴുക്കുനിറഞ്ഞ,ливезев
589,roh::A,അസംസ്കൃതമായ,верек
590,reif::A,പഴുത്ത,кенерезь
591,lecker::A,രുചികരമായ,тантей
592,süß::A,മധുരമുള്ള,ламбамо
593,bitter::A,കടുത്ത,сэпей
594,sauer::A,പുളിപ്പുള്ള,чапамо
595,hell::A,ജ്വലിക്കുന്ന,валдо
596,dunkel::A,ഇരുണ്ട,чопода
597,schwarz::A,കറുത്ത,раужо
598,weiß::A,വെളുത്ത,ашо
599,rot::A,ചുവന്ന,якстере
600,gelb::A,മഞ്ഞനിറമായ,ожо
601,blau::A,നീലനിറമുള്ള,сэнь
602,grün::A,പച്ചനിറമുള്ള,пиже
603,grau::A,ചാരനിറത്തിലുള്ള,шержев
604,bunt::A,വർണ്ണശബളമായ,сёрмав
605,billig::A,വിലകുറഞ്ഞ,аволь питней
606,teuer::A,ചെലവേറിയ,питней
607,wertvoll::A,വിലപിടിപ്പുള്ള,питней
608,blind::A,അന്ധനായ,сокор
609,taub::A,കേൾവിക്കുറവുള്ള,амариця
610,kräftig::A,ശക്തിയുള്ള,пек виев
611,stark::A,ബലമുള്ള,виев
612,schwach::A,ക്ഷീണിച്ച,лавшо
613,fett::A,കൊഴുപ്പുള്ള,куя
614,schlank::A,മെലിഞ്ഞ,виде ронга
615,hübsch::A,മനോഹരമായ,мазый
616,böse::A,പാപിയായ,кежей
617,dumm::A,വിവരംകെട്ട,чавола
618,dumm::A,വിവരംകെട്ട,превтеме
619,faul::A,അലസനായ,нузякс
620,fleißig::A,അദ്ധ്വാനശീലമുള്ള,мелень путыця
621,geizig::A,പിശുക്കനായ,скупой
622,klug::A,ബുദ്ധിസാമർഥ്യമുള്ള,превей
623,geschickt::A,പ്രതിഭാശാലി,маштозь теезь
624,lieb::A,പ്രിയപ്പെട്ട,вадря
625,lustig::A,ആനന്ദകരമായ,весёла
626,sanft::A,സൌമ്യമായ,сэтьме
627,hungrig::A,വിശപ്പുള്ള,вачо
628,krank::A,അസുഖമുള്ള,сэредиця
629,nackt::A,നഡമായ,штапо
630,traurig::A,വിഷമമുള്ള,нусманя
631,lebendig::A,ഉപജീവനം,эриця
632,gut::A,നല്ല,паро
633,schlecht::A,മോശമായ,берянь
634,richtig::A,ശരിയായ,виде
635,schlimm::A,വൃത്തികെട്ട,берянь
636,wahr::A,ശരിയായ,алкуксонь
637,alt::A,പഴയ,ташто
638,neu::A,പുതിയ,од
