,Concept_ID,ca,sl
837,stehen::V,estar de peu,státi
838,sitzen::V,seure,sedéti
839,liegen::V,jeure,ležáti
840,hängen::V,penjar,viséti
841,werden::V,fer-se,postáti
842,werden::V,posar-se,postáti
843,passieren::V,succeir,zgodíti se
844,beginnen::V,iniciar-se,začéti se
845,enden::V,acabar-se,končáti se
846,enden::V,terminar-se,končáti se
847,wechseln::V,canviar,ménjati se
848,aufgehen[Sonne]::V,sortir,vzíti
849,untergehen[Sonne]::V,posar-se,zaíti
850,scheinen[Sonne]::V,brillar,sijáti
851,donnern::V,tronar,grméti
852,wehen::V,bufar,píhati
853,strömen::V,afluir,líti
854,fließen::V,fluir,têči
855,sich drehen::V,girar,vrtéti se
856,schwanken::V,vacil·lar,kolébati
857,schwingen::V,oscil·lar,níhati
858,fallen::V,caure,pádati
859,fallen::V,tombar,pádati
860,brennen::V,cremar,goréti
861,rauchen::V,fumejar,kadíti se
862,regnen::V,ploure,deževáti
863,gefrieren::V,gelar-se,zmŕzniti
864,tauen::V,fondre's,tájati
865,schmelzen::V,fondre's,kopnéti
866,trocknen::V,assecar-se,sušíti se
867,sieden::V,bullir,kipéti
868,faulen::V,podrir-se,gníti
869,verfaulen::V,podrir-se,zgníti
870,reißen::V,trencar-se,tŕgati se
871,versinken::V,enfonsar-se,pogrézniti se
872,vergehen::V,passar,miníti
873,erscheinen::V,aparèixer,pojáviti se
874,verschwinden::V,desaparèixer,izgíniti
875,sinken::V,baixar,péšati
876,sinken::V,descendir,péšati
877,abnehmen::V,decréixer,pojémati
878,zunehmen::V,augmentar,véčati se
879,zunehmen::V,augmentar,množíti se
880,steigen::V,pujar,dvígati se
881,wachsen::V,créixer,rásti
882,glänzen::V,brillar,sijáti
883,glänzen::V,resplendir,sijáti
884,funkeln::V,espurnejar,ískriti se
885,lärmen::V,fer soroll,ropotáti
886,lärmen::V,fer soroll,razgrájati
887,läuten::V,sonar,zvoníti
888,klingeln::V,trucar,zvončkljáti
889,klirren::V,dringar,žvenketáti
890,brausen::V,rugir,šuméti
891,rauschen::V,murmurar,šuštéti
892,rauschen::V,murmurar,šelestéti
893,klingen::V,sonar,zvenéti
894,bellen::V,lladrar,lájati
895,heulen::V,udolar,zavíjati
896,blasen::V,bufar,píhniti
897,pfeifen::V,xiular,pískati
898,pfeifen::V,xiular,žvížgati
899,schreien::V,cridar,kričáti
900,stöhnen::V,gemegar,stókati
901,zittern::V,tremolar,drgetáti
902,leben::V,vīure,živéti
903,geboren werden::V,néixer,rodíti se
904,atmen::V,respirar,díhati
905,trinken::V,beure,píti
906,essen::V,menjar,jésti
907,schlucken::V,empassar-se,požírati
908,müde werden::V,cansar-se,péšati
909,müde werden::V,cansar-se,utrúditi se
910,einschlafen::V,adormir-se,zaspáti
911,schlafen::V,dormir,spáti
912,aufwachen::V,despertar-se,zbudíti se
913,aufstehen::V,llevar-se,vstáti
914,sich erholen::V,descansar,oddahníti se
915,krank werden::V,posar-se malalt,oboléti
916,krank sein::V,estar malalt,bíti bolán
917,schmerzen::V,doldre,boléti
918,husten::V,tossir,kášljati
919,genesen::V,recuperar-se,okrévati
920,sterben::V,morir,umréti
921,umkommen::V,perir,pogíniti
922,sich bewegen::V,moure's,zganíti se
923,sich rühren::V,moure's,premakníti se
924,sich erheben::V,aixecar-se,vstájati
925,sich erheben::V,aixecar-se,vzdígniti se
926,sich setzen::V,asseure's,sésti
927,hinfallen::V,caure's,pásti dôl
928,laufen::V,caminar,hodíti
929,schreiten::V,procedir,stópati
930,spazierengehen::V,passejar,na sprehòd íti
931,eilen::V,anar corrent,drvéti
932,sich beeilen::V,afanyar-se,hitéti
933,sausen::V,córrer,dírkati
934,rennen::V,córrer,dírjati
935,springen::V,saltar,skákati
936,klettern::V,escalar,plézati
937,schaukeln::V,gronxar-se,kolébati
938,schaukeln::V,balancejar-se,kolébati
939,kriechen::V,reptar,pláziti se
940,kriechen::V,arrossegar-se,pláziti se
941,schwimmen::V,nadar,plávati
942,tauchen::V,bussejar,potápljati se
943,tauchen::V,submergir-se,potápljati se
944,rudern::V,remar,vesláti
945,fahren::V,anar,vozíti se
946,fahren::V,anar,peljáti se
947,fliegen::V,volar,létati
948,gehen::V,caminar,íti
949,weggehen::V,anar-se'n,odíti
950,abfahren::V,partir,odpeljáti se
951,anhalten::V,aturar-se,ustáviti se
952,hineingehen::V,entrar,íti nóter
953,eintreten::V,entrar,vstopíti
954,kommen::V,venir,príti
955,ankommen::V,arribar,prispéti
956,ankommen::V,arribar,prihájati
957,zurückkommen::V,tornar,vrníti se
958,bleiben::V,quedar-se,ostáti
959,warten::V,esperar,čákati
960,erwarten::V,esperar,pričakováti
961,suchen::V,buscar,iskáti
962,finden::V,trobar,nájti
963,versuchen::V,intentar,poskúšati
964,vorbereiten::V,preparar,pripráviti
965,lieben::V,estimar,ljubíti
966,mögen::V,agradar a,márati
967,lachen::V,riure,smejáti se
968,rühren::V,commoure,ganíti
969,rühren::V,emocionar,ganíti
970,weinen::V,plorar,jókati
971,weinen::V,plorar,plákati
972,schimpfen::V,renyar,psováti
973,schimpfen::V,renyar,zmérjati
974,sich ärgern::V,enfadar-se,jezíti se
975,sich fürchten::V,tenir por,báti se
976,fürchten::V,témer,báti se
977,fliehen::V,fugir,bežáti
978,flüchten::V,refugiar-se,pobégniti
979,sehen::V,veure,vídeti
980,anschauen::V,mirar,oglédati
981,ansehen::V,mirar,glédati
982,hören::V,oir,slíšati
983,zuhören::V,escoltar,poslúšati
984,probieren::V,provar,poskúšati
985,riechen::V,olorar,dúhati
986,fühlen::V,sentīr,čutíti
987,scheinen::V,semblar,zdéti se
988,zu sehen sein::V,poder-se veure,vídeti se
989,vernehmen::V,percebre,čúti
990,frieren::V,tenir fred,zébsti
991,tun::V,fer,délati
992,können::V,poder,môči
993,wollen::V,voler,hotéti
994,anfangen::V,iniciar,začéti
995,beenden::V,acabar,dokončáti
996,aufhören::V,deixar,prenéhati
997,gelingen::V,sortir bé,uspéti
998,gelingen::V,sortir bé,posréčiti se
999,geraten::V,sortir,obnêsti se
1000,öffnen::V,obrir,odpréti
1001,schließen::V,tancar,zapréti
1002,stellen::V,posar,postáviti
1003,stellen::V,col·locar,postáviti
1004,setzen::V,assentar,posadíti
1005,legen::V,posar,položíti
1006,berühren::V,tocar,dotíkati se
1007,verbinden::V,unir,obvézati
1008,verbinden::V,connectar,obvézati
1009,bedecken::V,tapar,pokríti
1010,bedecken::V,cobrir,pokríti
1011,aufhängen::V,penjar,obésiti
1012,anzünden::V,encendre,zažgáti
1013,aufheben::V,aixecar,vzdígniti
1014,zurücklassen::V,deixar,zapustíti
1015,verlieren::V,pērdre,izgubíti
1016,fallen lassen::V,deixar caure,navréči
1017,machen::V,fer,naredíti
1018,machen::V,fer,napráviti
1019,herstellen::V,producir,izdélati
1020,bauen::V,construir,gradíti
1021,reparieren::V,reparar,popráviti
1022,verbessern::V,millorar,izbóljšati
1023,ändern::V,canviar,spremeníti
1024,graben::V,cavar,kopáti
1025,graben::V,cavar,grêbsti
1026,beugen::V,doblegar,upogníti
1027,biegen::V,corbar,zavíjati
1028,biegen::V,arquejar,zavíjati
1029,drehen::V,girar,vrtéti
1030,wenden::V,girar,obrníti
1031,umdrehen::V,voltar,zasúkati
1032,heben::V,pujar,dvígati
1033,heben::V,aixecar,dvígati
1034,hochheben::V,aixecar,privzdígniti
1035,ergreifen::V,agafar,zgrábiti
1036,halten::V,mantenir,držáti
1037,drücken::V,prémer,tiščáti
1038,drücken::V,estrènyer,tiščáti
1039,schieben::V,empènyer,ríniti
1040,kratzen::V,raspar,práskati
1041,lecken::V,llepar,lízati
1042,beißen::V,mossegar,grísti
1043,abreißen::V,arrencar,odtŕgati
1044,abschneiden::V,tallar,odrézati
1045,binden::V,lligar,vézati
1046,stecken::V,ficar,vtakníti
1047,brechen::V,trencar,lomíti
1048,klopfen::V,trucar,tólči
1049,hauen::V,picar,séči
1050,hauen::V,colpejar,séči
1051,kleben::V,enganxar,lépiti
1052,reiben::V,fregar,tréti
1053,reiben::V,fregar,dŕgniti
1054,streichen::V,untar,namázati
1055,schleifen::V,afilar,brúsiti
1056,schleifen::V,esmolar,brúsiti
1057,schneiden::V,tallar,rézati
1058,rütteln::V,sacsejar,strésti
1059,schütteln::V,agitar,majáti
1060,schütteln::V,sacsejar,majáti
1061,schwenken::V,agitar,obrníti
1062,schütten::V,abocar,sípati
1063,füllen::V,omplir,napolníti
1064,einwickeln::V,embolicar,zavíti
1065,tragen::V,dur,nêsti
1066,tragen::V,portar,nêsti
1067,schleppen::V,arrossegar,vláčiti
1068,ziehen::V,tirar,vléči
1069,ziehen::V,estirar,vléči
1070,aufbewahren::V,conservar,shranjeváti
1071,werfen::V,llançar,lúčati
1072,fangen::V,agafar,ujéti
1073,fangen::V,atrapar,ujéti
1074,packen::V,engrapar,prijéti
1075,verstecken::V,amagar,skríti
1076,teilen::V,dividir,razdelíti
1077,schicken::V,enviar,pošíljati
1078,bringen::V,portar,prinêsti
1079,hinzufügen::V,afegir,pristáviti
1080,bekommen::V,obtenir,dobíti
1081,erhalten::V,rebre,prejéti
1082,nehmen::V,prendre,vzéti
1083,wählen::V,triar,izbírati
1084,wählen::V,elegir,izbírati
1085,auswählen::V,escollir,izbráti
1086,auswählen::V,seleccionar,izbráti
1087,bewahren::V,conservar,ohraníti
1088,behindern::V,impedir,ovírati
1089,behindern::V,obstaculitzar,ovírati
1090,verderben::V,espatllar,pokváriti
1091,beschädigen::V,danyar,poškodováti
1092,beschädigen::V,destrossar,poškodováti
1093,zerbrechen::V,trencar,razlomíti
1094,zerreißen::V,estripar,raztŕgati
1095,zerstören::V,destruir,razrúšiti
1096,verbrennen::V,cremar,sežgáti
1097,geben::V,donar,dáti
1098,reichen::V,passar,séči
1099,reichen::V,passar,molíti
1100,schenken::V,regalar,podáriti
1101,versprechen::V,prometre,obljubíti
1102,wünschen::V,desitjar,vóščiti
1103,loben::V,elogiar,hváliti
1104,küssen::V,fer un petó a,poljubováti
1105,wiegen::V,bressolar,zíbati
1106,zudecken::V,tapar,pokríti
1107,zudecken::V,cobrir,pokríti
1108,wecken::V,despertar,zbudíti
1109,zeigen::V,mostrar,pokázati
1110,zeigen::V,ensenyar,pokázati
1111,führen::V,guiar,vêsti
1112,führen::V,conduir,vêsti
1113,lehren::V,ensenyar,učíti
1114,unterrichten::V,ensenyar,poučeváti
1115,aufziehen::V,criar,vzgojíti
1116,leiten::V,dirigir,uprávljati
1117,antreiben::V,impel·lir,goníti
1118,lassen::V,fer,povzročíti
1119,einladen::V,invitar,povábiti
1120,einladen::V,convidar,povábiti
1121,vereinigen::V,unir,zdrúžiti
1122,besuchen::V,visitar,obiskáti
1123,besuchen::V,anar a veure,obiskáti
1124,treffen::V,trobar,pogodíti
1125,sich versammeln::V,reunir-se,zbráti se
1126,spielen::V,jugar,igráti se
1127,singen::V,cantār,péti
1128,tanzen::V,ballar,plésati
1129,sich trennen::V,separar-se,ločíti se
1130,verlassen::V,deixar,zapustíti
1131,verlassen::V,abandonar,zapustíti
1132,retten::V,salvar,réšiti
1133,bewachen::V,vigilar,strážiti
1134,schützen::V,protegir,sčítiti
1135,verteidigen::V,defensar,braníti
1136,sich schlagen::V,barallar-se,têpsti se
1137,schießen::V,tirar,stréljati
1138,schießen::V,disparar,stréljati
1139,siegen::V,vèncer,zmágati
1140,ärgern::V,enfadar,jezíti
1141,ärgern::V,enfadar,razbúriti
1142,schlagen::V,pegar,têpsti
1143,schlagen::V,pegar,udáriti
1144,schlagen::V,colpejar,têpsti
1145,schlagen::V,colpejar,udáriti
1146,treten::V,donar un cop de peu a,teptáti
1147,stechen::V,punxar,ubôsti
1148,stechen::V,apunyalar,ubôsti
1149,stoßen::V,empènyer,peháti
1150,stoßen::V,empènyer,drégniti
1151,stehlen::V,robar,ukrásti
1152,stehlen::V,robar,pokrásti
1153,stören::V,molestar,motíti
1154,belästigen::V,importunar,nadlegováti
1155,verbergen::V,amagar,skríti
1156,verbergen::V,ocultar,skríti
1157,täuschen::V,enganyar,slepíti
1158,betrügen::V,estafar,várati
1159,betrügen::V,estafar,ogoljufáti
1160,töten::V,matar,ubíti
1161,wohnen::V,vīure,prebívati
1162,wohnen::V,habitar,prebívati
1163,arbeiten::V,treballar,délati
1164,sammeln::V,col·leccionar,zbráti
1165,pflücken::V,collir,obráti
1166,jagen::V,caçar,lovíti
1167,fischen::V,pescar,ribáriti
1168,fassen::V,atrapar,zajéti
1169,hüten::V,pasturar,pásti
1170,treiben::V,arriar,pogánjati
1171,anbinden::V,lligar,privézati
1172,füttern::V,donar menjar a,kŕmiti
1173,melken::V,munyir,mólsti
1174,hacken::V,picar,sékati
1175,hacken::V,tallar,sékati
1176,gießen::V,regar,ulíti
1177,reifen::V,madurar,zoréti
1178,zubereiten::V,preparar,pripráviti
1179,kochen::V,coure,kúhati
1180,backen::V,coure al forn,cvréti
1181,braten::V,rostir,pêči
1182,umrühren::V,remenar,preméšati
1183,stricken::V,tricotar,plêsti
1184,stricken::V,fer punt de mitja,plêsti
1185,nähen::V,cosir,šívati
1186,färben::V,tenyir,bárvati
1187,reinigen::V,netejar,očístiti
1188,waschen::V,rentār,opráti
1189,abwischen::V,eixugar,obrísati
1190,spülen::V,esbandir,splakováti
1191,fegen::V,escombrar,pométati
1192,kehren::V,escombrar,mésti
1193,baden::V,banyar-se,kópati se
1194,sich waschen::V,rentār-se,umíti se
1195,ausziehen::V,treure's,izvléči
1196,anziehen::V,posar-se,obléči
1197,sich anziehen::V,vestir-se,obléči se
1198,kämmen::V,pentinar,česáti
1199,schmücken::V,adornar,okrasíti
1200,sagen::V,dir,dejáti
1201,sprechen::V,parlar,govoríti
1202,reden::V,parlar,rêči
1203,sich unterhalten::V,conversar,razgovárjati se
1204,fragen::V,preguntar,vprášati
1205,bitten::V,demanar,prosíti
1206,erzählen::V,contar,práviti
1207,erzählen::V,explicar,práviti
1208,mitteilen::V,comunicar,naznániti
1209,nennen::V,nomenar,imenováti
1210,rufen::V,cridar,klícati
1211,prahlen::V,lloar-se,baháti se
1212,prahlen::V,jactar-se,baháti se
1213,übersetzen::V,traduir,prevêsti
1214,denken::V,pensar,mísliti
1215,glauben::V,creure,verjéti
1216,bemerken::V,notar,opáziti
1217,erkennen::V,reconèixer,spoznáti
1218,begreifen::V,comprendre,pôjmiti
1219,verstehen::V,entendre,razuméti
1220,lernen::V,aprendre,učíti se
1221,wissen::V,saber,znáti
1222,wissen::V,saber,védeti
1223,sich erinnern an::V,recordar,spómniti se
1224,vergessen::V,oblidar,pozábiti
1225,messen::V,mesurar,mériti
1226,zählen::V,comptar,štéti
1227,rechnen::V,calcular,račúnati
1228,lesen::V,llegir,bráti
1229,lesen::V,llegir,čítati
1230,malen::V,pintar,slíkati
1231,zeichnen::V,dibuixar,rísati
1232,schreiben::V,escrīure,písati
1233,besitzen::V,posseir,iméti
1234,kaufen::V,comprar,kupíti
1235,verkaufen::V,vendre,prodáti
1236,bezahlen::V,pagar,pláčati
1237,zahlen::V,pagar per,plačeváti
1238,beherrschen::V,dominar,obvládati
1239,ertragen::V,aguantar,prenêsti
