,Concept_ID,uz,vep
104,Wiese::N,o'tzor,nit
105,Wald::N,o'rmon,mec
106,Hügel::N,tepa,kukaz
107,Anhöhe::N,adir,kukaz
108,Berg::N,tog',mägi
109,Gipfel::N,cho'qqi,ladv
110,Höhle::N,kavak,mägionduz
111,Abhang::N,to'sh,paute
112,Quelle::N,buloq,lähte
113,Bach::N,o'zan,oja
114,Fluss::N,daryo,jogi
115,Ufer::N,sohil,rand
116,Küste::N,qirg'oq,randišt
117,Festland::N,materik,kuivma
118,Meer::N,dengiz,meri
119,Bucht::N,qo'ltiq,laht
120,Insel::N,orol,sar'
121,Blume::N,gul,änik
122,Gras::N,sabza,hein
123,Wurzel::N,tub,jur'
124,Wurzel::N,tomir,jur'
125,Baum::N,daraxt,pu
126,Stamm::N,o'simta,tüvi
127,Rinde::N,qobiq,kor'
128,Ast::N,shox,oks
129,Zweig::N,butoq,oks
130,Zweig::N,butoq,barb
131,Blatt::N,barg,lehtez
132,Birke::N,qayin,koiv
133,Kiefer[Baum]::N,qarag'ay,pedai
134,Weide[Baum]::N,shum,raid
135,Tanne::N,archa,kuz'
136,Horn::N,mugiz,sar'v
137,Feder::N,par,höuneh
138,Fell::N,mo'yna,nahk
139,Flügel::N,qanot,suug
140,Klaue::N,tirnoq,künz'
141,Kralle::N,tirnoq,künz'
142,Schwanz::N,quyruq,händ
143,Ei::N,tuxum,muna
144,Nest::N,oshyon,peza
145,Bau::N,o'pqon,uru
146,Tier::N,hayvon,živat
147,Herde::N,gala,kogo
148,Kuh::N,inak,lehm
149,Bulle::N,ho'kiz,härg
150,Pferd::N,ot,hebo
151,Schaf::N,qo'y,lambaz
152,Schwein::N,cho'chqa,siga
153,Hund::N,it,koir
154,Katze::N,mushuk,kaži
155,Bär::N,ayiq,kondi
156,Eichhörnchen::N,tiyin,orav
157,Elch::N,los,hirb'
158,Fuchs::N,tulki,reboi
159,Hase::N,kuyon,jäniš
160,Maus::N,sichqon,hir'
161,Wolf::N,bo'ri,händikaz
162,Vogel::N,qush,lind
163,Schwarm::N,to'da,parveh
164,Huhn::N,tovuq,kana
165,Hahn::N,xo'roz,kukoi
166,Gans::N,g'oz,hanh'
167,Adler::N,burgut,orl
168,Ente::N,o'rdak,sorz
169,Eule::N,boyo'g'li,hir'pulo
170,Kranich::N,turna,kurg
171,Krähe::N,qarg'a,variš
172,Kuckuck::N,kakku,kägi
173,Schwan::N,oqkush,joucen
174,Fisch::N,baliq,kala
175,Barsch::N,olabug'a,ahven
176,Hecht::N,cho'rtan,haug'
177,Schlange[Tier]::N,ilon,kü
178,Schlange[Tier]::N,ilon,mado
179,Wurm::N,qurt,mado
180,Spinne::N,o'rgimchak,hämähouk
181,Ameise::N,chumoli,murahaine
182,Laus::N,bit,täi
183,Mücke::N,chivin,säs'k
184,Fliege::N,pashsha,kärbhaine
185,Schmetterling::N,kapalak,lipkaine
186,Beere::N,meva,marj
187,Apfel::N,olma,jablok
188,Pilz::N,qo'ziqorin,sen'
189,Pilz::N,qo'ziqorin,babuk
190,Zwiebel::N,piyoz,lauk
191,Saat::N,äkin,semned
192,Korn::N,zarra,jüvä
193,Korn::N,zarra,vill'
194,Heu::N,xashak,hein
195,Schale::N,po'choq,kor'
196,Grube::N,co'ra,kop
197,Falle::N,qopqon,rida
198,Schlinge::N,sirtmoq,rihm
199,Spur::N,iz,jäl'g
200,Asche::N,kul,tuhk
201,Dreck::N,kir,redu
202,Dreck::N,kir,pačak
203,Eisen::N,temir,raud
204,Gold::N,tilla,kuld
205,Silber::N,kumush,hobed
206,Kohle::N,ko'mir,hil'
207,Glas::N,oyna,stökol
208,Lehm::N,loy,savi
209,Sand::N,qum,lete
210,Mensch::N,odam,mez'
211,Mensch::N,odam,ristit
212,Mann::N,ärkak,mez'
213,Frau::N,ayol,naine
214,Kind::N,bola,laps'
215,Kind::N,kichkintoy,laps'
216,Junge::N,bola,poig
217,Junge::N,bola,prihaine
218,Mädchen::N,qiz,neičukaine
219,Familie::N,oila,kanz
220,Familie::N,oila,pereh
221,Großvater::N,buva,ded
222,Großvater::N,katta ota,ded
223,Großmutter::N,buvi,bab
224,Großmutter::N,katta oyi,bab
225,Eltern::N,ota-ona,vanhembad
226,Eltern::N,ota-ona,kazvatajad
227,Vater::N,ota,tat
228,Mutter::N,ona,mam
229,Sohn::N,o'g'il,poig
230,Tochter::N,qiz,tütär
231,Bruder::N,og'a,veik
232,Bruder::N,og'a,vell'
233,Bruder::N,uka,veik
234,Bruder::N,uka,vell'
235,Schwester::N,opa,čiža
236,Schwester::N,opa,sizar
237,Schwester::N,singil,čiža
238,Schwester::N,singil,sizar
239,Onkel::N,amaki,däd'
240,Tante::N,amma,tädi
241,Tante::N,xola,tädi
242,Ehemann::N,är,mužik
243,Ehefrau::N,rafiqa,ak
244,Freude::N,ayish,ilo
245,Freude::N,ayish,ihastuz
246,Gelächter::N,kulgi,nagr
247,Glück::N,saodat,oza
248,Kummer::N,g'am,gor'a
249,Wunsch::N,orzu,taht
250,Lust::N,rag'bat,himo
251,Geist::N,ruh,heng
252,Gedanke::N,fikr,meletuz
253,Gedächtnis::N,äs,mušt
254,Verstand::N,aql,mel'
255,Sinn::N,ma'ni,jüvä
256,Grund::N,sabab,sü
257,Wahrheit::N,haq,tozi
258,Gespräch::N,gap,lodu
259,Gespräch::N,gap,pagin
260,Märchen::N,ärtak,sarn
261,Erzählung::N,rivoyat,sanutez
262,Nachricht::N,xabar,tedotuz
263,Neuigkeit::N,yangilik,uzištuz
264,Name::N,ot,nimi
265,Rätsel::N,topishmoq,ozoitez
266,Rede::N,nutq,pagin
267,Rede::N,nutq,sanad
268,Sprache::N,til,kel'
269,Stimme::N,ovoz,än'
270,Wort::N,so'z,sana
271,Zeichen::N,alomat,znam
272,Ruf::N,chaqiriq,kida
273,Ruf::N,chaqiriq,kucund
274,Lärm::N,taraq,judu
275,Laut::N,tovush,kulund
276,Ton::N,un,kulund
277,Lied::N,ashula,pajo
278,Ruhe::N,tinchlik,lebu
279,Leute::N,xaloyiq,rahvaz
280,Volk::N,xalq,rahvaz
281,Arbeit::N,ish,tö
282,Arbeit::N,ish,rad
283,Gast::N,mehmon,adiv
284,Geschenk::N,hadya,lahj
285,Spiel::N,o'yin,vänd
286,Gesellschaft::N,jamiyat,sebr
287,Hilfe::N,yordam,abu
288,Freund::N,do'st,sebranik
289,Kamerad::N,yo'ldosh,sebranik
290,Angelegenheit::N,daxl,azj
291,Anzahl::N,son,lugu
292,Art::N,tur,rod
293,Art::N,tur,rodsugu
294,Stück::N,parcha,pala
295,Stück::N,parcha,supal
296,Teil::N,bo'lak,pala
297,Hälfte::N,yarim,pol'
298,Kreis::N,aylana,ümbruz
299,Kreis::N,aylana,kehkruz
300,Kreuz::N,xoch,rist
301,Linie::N,liniya,pird
302,Strich::N,chiziq,pird
303,Abstand::N,oralik,keskust
304,Entfernung::N,uzoqlik,matk
305,Gegend::N,yer,taho
306,Platz::N,oralig,avaruz'
307,Ort::N,joy,koht
308,Seite::N,yon,pol'
309,Seite::N,yon,kül'g
310,Mitte::N,o'rta,kesk
311,Gegenstand::N,ashyo,kalu
312,Sache::N,buyum,azj
313,Rand::N,chek,röun
314,Kante::N,tig',röun
315,Ecke::N,burchak,saum
316,Spitze::N,uch,agjaine
317,Ende::N,oxir,agj
318,Loch::N,teshik,reig
319,Winkel::N,go'sha,čoga
320,Winkel::N,go'sha,saum
321,Muster::N,nusha,kirjam
322,Größe::N,kattalik,suruz'
323,Länge::N,uzunlik,piduz
324,Höhe::N,yuksaklik,korktuz'
325,Gewicht::N,solmoq,jügu
326,Gewicht::N,solmoq,vedäduz
327,Menge::N,miqdor,äjüz'
328,Haufen::N,uyum,kogo
329,Reihe::N,saf,rivi
330,Boot::N,qayiq,veneh
331,Ruder::N,äshkak,air
332,Schlitten::N,chana,regi
333,Schlitten::N,chana,regut
334,Ski::N,chang'i,suks'
335,Lagerfeuer::N,gulxan,nodj
336,Lagerfeuer::N,gulxan,pažag
337,Last::N,yuk,jüguz
338,Gang::N,yurish,astund
339,Schritt::N,qadam,hašk
340,Norden::N,shimol,pohjoine
341,Süden::N,janub,suvi
342,Westen::N,g'arb,päivlaskm
343,Osten::N,sharq,päivnouzm
344,Holz::N,yog'och,pu
345,Brett::N,taxta,laud
346,Platte::N,tabaqa,keitim
347,Stütze::N,tayanchi,tugi
348,Stange::N,qo'noq,arz'
349,Stock::N,tayoq,kalu
350,Stab::N,gavron,seibaz
351,Rohr::N,tarnov,torv
352,Haus::N,uy,pert'
353,Heim::N,makon,kodi
354,Ofen::N,pechka,päč
355,Fußboden::N,pol,lava
356,Tisch::N,mosa,laud
357,Tisch::N,mosa,stal'c
358,Stuhl::N,o'rindiq,ištim
359,Wiege::N,beshik,kätte
360,Bett::N,yotoq,sija
361,Bett::N,yotoq,magaduzsija
362,Regal::N,tokcha,palič
363,Kiste::N,sandiq,mülütim
364,Fenster::N,deraza,ikun
365,Tür::N,äshik,uks'
366,Tor::N,darvoza,verai
367,Zaun::N,panjara,aid
368,Dach::N,tom,katuz
369,Leiter::N,narvon,pordhad
370,Besen::N,supurgi,lud
371,Besen::N,supurgi,vast
372,Spaten::N,bel,labid
373,Schaufel::N,kurak,labid
374,Gabel::N,bilka,hangoine
375,Löffel::N,qoshiq,luzik
376,Messer::N,pichoq,veič
377,Nagel::N,mix,nagl
378,Netz::N,to'r,verk
379,Haken::N,ilgak,kouk
380,Griff::N,sop,kägä
381,Griff::N,sop,varz'
382,Griff::N,tutqich,kägä
383,Griff::N,tutqich,varz'
384,Schloss::N,qulf,lukkol
385,Bild::N,rasm,kuva
386,Figur::N,shakl,figur
387,Puppe::N,ko'g'irchoq,tätüine
388,Beutel::N,to'rva,havad
389,Bündel::N,bog'lam,toppaz
390,Bündel::N,bog'lam,käč
391,Tasche::N,kissa,sumk
392,Eimer::N,chelak,vädr
393,Deckel::N,qopqoq,katuz
394,Geschirr::N,idish,astii
395,Sack::N,qop,havad
396,Tasse::N,piyola,čašk
397,Topf::N,tuvak,pada
398,Kessel::N,qozon,katil
399,Essen::N,tomoq,sönd
400,Nahrung::N,emak,söm
401,Speise::N,taom,sömine
402,Fleisch::N,go'sht,liha
403,Getreide::N,g'alla,vill'
404,Brei::N,bo'tqa,pudr
405,Brot::N,non,leib
406,Scheibe::N,disk,bibaleh
407,Scheibe::N,disk,šlik
408,Fett::N,moy,razv
409,Butter::N,yog',voi
410,Öl::N,moy,voi
411,Salz::N,tuz,sol
412,Suppe::N,sho'rva,lem'
413,Suppe::N,sho'rva,keitoz
414,Honig::N,asal,mezi
415,Milch::N,sut,maid
416,Tee::N,choy,čai
417,Leder::N,charm,nahk
418,Wolle::N,jun,vill
419,Stoff::N,mato,kangaz
420,Nadel::N,igna,negl
421,Faden::N,ip,nit'
422,Knopf::N,tugma,nübl'
423,Knoten::N,tugun,sol'm
424,Farbe::N,bo'yok,muju
425,Kleidung::N,kiyim,sobad
426,Hemd::N,ko'ylak,paid
427,Kragen::N,yoqa,kagluz
428,Ärmel::N,yeng,hijam
429,Hose::N,shim,štanad
430,Gürtel::N,tasma,vö
431,Mütze::N,shapka,šapuk
432,Schuh::N,but,keng'
433,Stiefel::N,botinka,sapug
434,Ring::N,yuzuk,rengaz
435,Band::N,rishta,lentaine
436,Kamm::N,taroq,suga
437,Spiegel::N,ko'zgu,zerkol
438,Riemen::N,qayish,vö
439,Schnur::N,bog'ich,nor
440,Leine::N,etak,talutimnor
441,Decke::N,odyol,sijakatuz
442,Kissen::N,yostiq,pöluz
443,Tuch::N,gazlama,paik
444,Handtuch::N,sochiq,käzipaik
445,Kraft::N,kuch,vägi
446,Stärke::N,quvvat,vahvuz'
447,Gesundheit::N,sog'lik,tervhuz
448,Krankheit::N,kasallik,läžund
449,Schmerz::N,og'riq,kibu
450,Wunde::N,yara,čapatez
451,Fieber::N,bezgak,säru
452,Arznei::N,dori,zel'l'
453,Brücke::N,ko'prik,sild
454,Brunnen::N,buloq,kaiv
455,Weide::N,yaylov,omaluine
456,Pfad::N,dorojka,tehut
457,Weg::N,yo'l,te
458,Straße::N,ko'cha,te
459,Dorf::N,ovul,külä
460,Stadt::N,shahar,lidn
461,Brief::N,maktub,kirjeine
462,Buch::N,kitob,kirj
463,Buchstabe::N,harf,kirjam
464,Zeitung::N,gazet,lehtez
465,Leben::N,hayot,elo
466,Tod::N,o'lim,surm
467,Grab::N,go'r,kaum
468,Kirche::N,cherkov,jumalanpert'
469,Sünde::N,gunoh,grähk
470,Gott::N,olloh,jumal
471,Arbeiter::N,ishchi,radnik
472,Chef::N,rais,pämez'
473,Meister::N,usta,mastar
474,Arzt::N,hakim,lekar'
475,Lehrer::N,muallim,opendai
476,Geld::N,pul,rahad
477,Geschäft::N,savdo,biznes
478,Laden::N,do'kon,lauk
479,Preis::N,baho,arv
480,Ware::N,mol,tavar
481,Nutzen::N,foyda,liža
482,Reichtum::N,boylik,kodielo
483,Reichtum::N,boylik,kal'huz'
484,Welt::N,olam,mail'm
485,Land::N,o'lka,ma
486,Staat::N,davlat,valdkund
487,König::N,qirol,kunigaz
488,Macht::N,iqtidor,vald
489,Grenze::N,chegara,röun
490,Krieg::N,harb,soda
491,Feind::N,dushman,vihanik
492,Feind::N,dushman,vastustai
493,Gewalt::N,zo'rlik,vägivald
494,Kampf::N,kurash,tora
495,Bogen[Waffe]::N,yoy,taug
496,Pfeil::N,o'q,nol
497,Gewehr::N,vintovka,oružj
498,Fehler::N,xato,viga
499,Lüge::N,yolg'on,kelastuz
500,Schaden::N,ziyon,pahuz'
501,Unglück::N,balo,bed
502,Unglück::N,balo,gor'a
503,Schuld::N,ayb,värhuz'
504,Alter::N,yosh,igä
505,Schluss::N,tamom,lop
506,Zeit::N,vaqt,aig
507,Tag::N,kun,päiv
508,Morgen::N,saboh,homendez
509,Mittag::N,kun tushlik,keskpäiv
510,Abend::N,oqshom,eht
511,Nacht::N,tun,ö
512,Woche::N,hafta,nedal'
513,Monat::N,oy,ku
514,Jahr::N,yil,voz'
515,Frühling::N,bahor,keväz'
516,Sommer::N,yoz,keza
517,Herbst::N,kuz,sügüz'
518,Herbst::N,xazon,sügüz'
519,Winter::N,qish,tal'v
520,Januar::N,yanvar',viluku
521,Februar::N,fevral',uhoku
522,März::N,mart,keväz'ku
523,April::N,aprel',sulaku
524,Mai::N,may,semendku
525,Juni::N,iyun',kezaku
526,Juli::N,iyul',heinku
527,August::N,avgust,eloku
528,September::N,sentyabr',sügüz'ku
529,Oktober::N,oktyabr',reduku
530,November::N,noyabr',kül'mku
531,Dezember::N,dekabr',tal'vku
532,Montag::N,dushanba,ezmärg
533,Dienstag::N,seshanba,tožnarg
534,Mittwoch::N,chorshanba,koumanz'päiv
535,Donnerstag::N,payshanba,nellänz'päiv
536,Freitag::N,juma,pätnič
537,Freitag::N,juma,videnz'päiv
538,Samstag::N,shanba,sobat
539,Sonntag::N,yakshanba,pühäpäiv
540,groß::A,buyuk,sur'
541,groß::A,buyuk,järed
542,klein::A,kichik,pen'
543,klein::A,kichik,pičuine
544,lang::A,uzun,pit'k
545,kurz::A,qisqa,lühüd
546,breit::A,keng,leved
547,schmal::A,änsiz,kaid
548,dicht::A,quyuq,tihed
549,dick[Gegenstand]::A,qalin,paks
550,dünn::A,ingichka,hoik
551,fein::A,mayin,hen
552,fest::A,qattiq,luja
553,fest::A,qattiq,ninev
554,flach::A,yalpoq,lapak
555,glatt::A,tekis,siled
556,hart::A,qattiq,kova
557,weich::A,yumshoq,pehmed
558,rund::A,yumaloq,kehker
559,spitz::A,uchli,nügu
560,spitz::A,uchli,terav
561,scharf::A,keskir,terav
562,stumpf::A,to'mtoq,tül'c
563,schwer::A,salmoqli,jüged
564,schön::A,go'zal,čoma
565,heiß::A,qiziq,räk
566,warm::A,issiq,läm'
567,kalt::A,sovuq,vilu
568,kühl::A,salqin,raibak
569,kühl::A,salqin,viluhk
570,frisch::A,toza,lahed
571,feucht::A,namli,neps
572,feucht::A,namli,toreh
573,nass::A,nam,märg
574,trocken::A,quruq,kuiv
575,voll::A,to'la,täuz'
576,leer::A,puch,joudai
577,offen::A,ochiq,avoin
578,offen::A,ochiq,avol'jaine
579,geschlossen::A,berk,saubaline
580,sauber::A,ozoda,puhtaz
581,schmutzig::A,kir,redukaz
582,roh::A,xom,rohk
583,roh::A,xom,toreh
584,reif::A,pishiq,küps
585,lecker::A,shirin,magukaz
586,süß::A,shirin,maged
587,bitter::A,achchiq,karged
588,sauer::A,achchiq,muiged
589,hell::A,yorug',kirkas
590,hell::A,yorug',valgei
591,dunkel::A,qorong'i,pimed
592,schwarz::A,qora,must
593,weiß::A,oq,vauged
594,rot::A,qizil,rusked
595,gelb::A,sariq,pakuine
596,blau::A,zangori,sinine
597,grün::A,yashil,vihand
598,grau::A,bo'z,hahk
599,bunt::A,ola,kirjav
600,billig::A,arzon,odav
601,teuer::A,qimmat,kalliž
602,wertvoll::A,qimmat,arvokas
603,blind::A,ko'r,soged
604,taub::A,garang,kurdiž
605,kräftig::A,kuchli,vägev
606,stark::A,quvvatli,vahv
607,stark::A,quvvatli,vägekaz
608,schwach::A,kuchsiz,väll'
609,fett::A,semiz,razvakaz
610,schlank::A,ingichka,kapos
611,hübsch::A,ko'rkam,čoma
612,böse::A,yovuz,äred
613,böse::A,yovuz,käred
614,dumm::A,aqlsiz,el'getoi
615,faul::A,ärinchak,lašk
616,fleißig::A,ishchan,radonnavedii
617,geizig::A,qurumsoq,ažlak
618,klug::A,oqil,melev
619,klug::A,oqil,melekaz
620,geschickt::A,äpchil,mahtokaz
621,lieb::A,aziz,izo
622,lieb::A,aziz,sula
623,lustig::A,chaqchaq,ilokaz
624,sanft::A,asta,laskav
625,hungrig::A,och,näl'ghine
626,krank::A,kasal,läžui
627,nackt::A,yalang,alastoi
628,traurig::A,xafa,opalahine
629,lebendig::A,hayotiy,eläb
630,gut::A,soz,hüvä
631,schlecht::A,yomon,huba
632,richtig::A,rost,oiged
633,schlimm::A,yovuz,paha
634,wahr::A,haqiqiy,todesine
635,alt::A,äski,vanh
636,neu::A,yangi,uz'
637,ehemalig::A,sobiq,edeline
638,alt[Lebewesen]::A,qari,ravaz
639,jung::A,navqiron,nor'
640,arm::A,abgor,gol'l'
641,reich::A,boy,elokaz
642,bekannt::A,ma'lum,tutab
643,berühmt::A,mashhur,tetab
644,fremd::A,yot,veraz
645,verschieden::A,turli,erazvuitte
646,nah::A,yaqindagi,läheline
647,fern::A,uzoq,edahaine
648,linker::A,so'l,hura
649,rechter::A,o'ng,oiged
650,anderer::A,boshqa,toine
651,erster::A,birinchi,ezmäine
652,zweiter::A,ikkinchi,toine
653,dritter::A,uchinchi,koumanz'
654,letzter::A,oxirgi,jäl'gmäine
655,allein::ADV,o'zicha,üksnäze
656,auf einmal::ADV,varakay,ühten aigan
657,zusammen::ADV,barobar,ühtes
658,lange::ADV,uzoq,hätken
659,plötzlich::ADV,qo'qqisdan,äkkid
660,sofort::ADV,darrov,kerdalaz
661,später::ADV,so'ngra,möhemba
662,jetzt::ADV,hozirgina,nügüd'
663,heute::ADV,bugun,tämbei
664,morgen::ADV,ärta,homen
665,bald::ADV,toz,pigai
666,dann::ADV,keyin,sid'
667,gestern::ADV,kecha,eglai
668,einst::ADV,avvallari,ende
669,einst::ADV,avvallari,kerdan
670,damals::ADV,ugal,siloi
671,danach::ADV,so'ngra,sid'
672,vorher::ADV,avval,ende
673,zuerst::ADV,avval,ezmäi
674,einmal::ADV,bir marta,kerdan
675,manchmal::ADV,onda-sonda,erašti
676,oft::ADV,tez-tez,paksus
677,immer::ADV,har vaqt,kaiken
678,niemals::ADV,hargiz,ei nikonz
679,hier::ADV,shu erda,täs
680,hier::ADV,shu erda,tägä
681,hierhin::ADV,beri,tänna
682,von hier::ADV,shu erdan,täspäi
683,von hier::ADV,shu erdan,sid'päi
684,dort::ADV,ana,sigä
685,dorthin::ADV,u yerga,sinna
686,dorthin::ADV,u yerga,nakkale
687,geradeaus::ADV,to'g'ri,kohtha
688,vorwärts::ADV,ilgari,edehe
689,rückwärts::ADV,qoloq,sel'gin
690,zurück::ADV,orqada,tagaze
691,unten::ADV,pastda,alahan
692,hinab::ADV,tubanga,alaz
693,hinab::ADV,tubanga,alahaks
694,oben::ADV,ustida,ülähän
695,hinauf::ADV,yuqorida,ülez
696,hinauf::ADV,yuqorida,ülähäks
697,überall::ADV,har erda,kaikjal
698,nicht::ADV,ämas,ei
699,ein wenig::ADV,biroz,vähän
700,kaum::ADV,arang,habi
701,sehr::ADV,ancha,lujas
702,so::ADV,shunday,muga
703,so::ADV,shunday,ninga
704,noch::ADV,hali,völ
705,nur::ADV,yolg'iz,järg
706,nur::ADV,yolg'iz,vaiše
707,schon::ADV,endi,jo
708,wieder::ADV,yana,möst
709,vergebens::ADV,bekorga,uhtei
710,vor::PRP,burun,edes
711,hinter::PRP,ketida,taga
712,unter::PRP,ostida,al
713,durch::PRP,bo'ylab,läbi
714,durch::PRP,bo'ylab,kal't
715,neben::PRP,yonida,rindal
716,zwischen::PRP,orada,keskes
717,wegen::PRP,sababli,tagut
718,dies::PRN,o'sha,nece
719,das::PRN,narigi,se
720,alles::PRN,har nima,kaik
721,ich::PRN,men,minä
722,du::PRN,sen,sinä
723,er::PRN,u,hän
724,wir::PRN,biz,mö
725,ihr::PRN,siz,tö
726,sie::PRN,ular,hö
727,was::FPRN,nima,mi
728,wer::FPRN,kim,ken
729,wo::FADV,qaerda,kus
730,wohin::FADV,qayerga,kuna
731,wie::FADV,qanday,kut
732,wie::FADV,qanday,mit'
733,warum::FADV,nega,mikš
734,wieviel::FNUM,qancha,äjak
735,wieviel::FNUM,qancha,kuverz'
736,eins::NUM,bir,üks'
737,zwei::NUM,ikki,kaks'
738,drei::NUM,uch,koume
739,vier::NUM,to'rt,nel'l'
740,fünf::NUM,besh,viž
741,sechs::NUM,olti,kuz'
742,sieben::NUM,etti,seičeme
743,acht::NUM,sakkiz,kahesa
744,neun::NUM,to'qqiz,ühesa
745,zehn::NUM,o'n,kümne
746,elf::NUM,o'n bir,üks'toštkümne
747,zwölf::NUM,o'n ikki,kaks'toštkümne
748,zwanzig::NUM,yigirma,kaks'kümne
749,dreißig::NUM,o'ttiz,koumekümne
750,vierzig::NUM,qirq,nel'l'kümne
751,fünfzig::NUM,ällik,vižkümne
752,sechzig::NUM,oltmish,kuz'kümne
753,siebzig::NUM,etmish,seičemekümne
754,achtzig::NUM,sakson,kahesakümne
755,neunzig::NUM,to'qson,ühesakümne
756,hundert::NUM,yuz,sada
757,tausend::NUM,ming,tuha
758,und::CNJ,va,i
759,und::CNJ,va,da
760,oder::CNJ,yo,vai
761,stehen::V,turmoq,seišta
762,sitzen::V,o'tirmoq,ištta
763,liegen::V,yotmoq,venuda
764,hängen::V,osilmoq,ripta
765,werden::V,bo'lmoq,lindä
766,werden::V,bo'lmoq,tehtas
767,passieren::V,bo'lib o'tmoq,ozaitas
768,beginnen::V,boshlanmoq,augotadas
769,enden::V,bitmoq,loptas
770,wechseln::V,o'zgarmoq,vajehtadas
771,aufgehen[Sonne]::V,chiqmoq,nousta
772,untergehen[Sonne]::V,botmoq,lasktas
773,scheinen[Sonne]::V,yaraqlamoq,paštta
774,donnern::V,gulduramoq,juraita
775,wehen::V,elpimoq,dölta
776,wehen::V,elpimoq,puhuda
777,strömen::V,oqmoq,valadas
778,fließen::V,oqmoq,valuda
779,sich drehen::V,aylanmoq,punotas
780,schwanken::V,qoqilmoq,čibuda
781,schwingen::V,lopillamoq,čibuda
782,fallen::V,tushmoq,langeta
783,brennen::V,yonmoq,pallada
784,rauchen::V,tutamoq,savustada
785,regnen::V,yomg'ir yog'moq,vihmda
786,gefrieren::V,muzlamoq,jäduda
787,gefrieren::V,muzlamoq,kül'mdä
788,tauen::V,ärimoq,sulada
789,schmelzen::V,ärimoq,sulada
790,trocknen::V,qurimoq,kuida
791,trocknen::V,qurimoq,kuivehtuda
792,sieden::V,qaynamoq,kehuda
793,faulen::V,chirimoq,hapata
794,faulen::V,chirimoq,traudäs
795,verfaulen::V,chirimoq,hapata
796,reißen::V,qayt qilmoq,rebita
