,Concept_ID,he,bg
227,Frau::N,גברת,жена
228,Kind::N,ילד,дете
229,Junge::N,ילד,момче
230,Mädchen::N,נערה,момиче
231,Familie::N,משפחה,фамилия
232,Familie::N,משפחה,семейство
233,Großvater::N,סבא,дядо
234,Großmutter::N,סבתא,баба
235,Eltern::N,הורים,родители
236,Vater::N,אב,баща
237,Mutter::N,אם,майка
238,Sohn::N,בן,син
239,Tochter::N,בת,дъщеря
240,Bruder::N,אח,брат
241,Schwester::N,אחות,сестра
242,Onkel::N,דוד,чичо
243,Onkel::N,דוד,вуйчо
244,Tante::N,דודה,леля
245,Ehemann::N,איש,съпруг
246,Ehemann::N,בעל,съпруг
247,Ehefrau::N,אשה,съпруга
248,Freude::N,שמחה,радост
249,Gelächter::N,צחוק,смях
250,Glück::N,אשר,щастие
251,Kummer::N,יגון,тъга
252,Kummer::N,עגמה,тъга
253,Wunsch::N,אחול,желание
254,Wunsch::N,משאלה,желание
255,Lust::N,חשק,желание
256,Lust::N,תשוקה,желание
257,Geist::N,רוח,дух
258,Gedanke::N,מחשבה,мисъл
259,Gedächtnis::N,זכרון,памет
260,Verstand::N,שכל,ум
261,Verstand::N,שכל,разум
262,Sinn::N,מובן,смисъл
263,Sinn::N,משמעות,смисъл
264,Grund::N,סבה,причина
265,Wahrheit::N,אמת,правда
266,Gespräch::N,דיון,разговор
267,Märchen::N,אגדה,приказка
268,Erzählung::N,ספור,разказ
269,Nachricht::N,ידיעה,вест
270,Nachricht::N,ידיעה,известие
271,Neuigkeit::N,חדשה,новина
272,Name::N,שם,име
273,Rätsel::N,תעלומה,гатанка
274,Rede::N,נאום,реч
275,Rede::N,נאום,слово
276,Sprache::N,לשון,език
277,Stimme::N,קול,глас
278,Wort::N,מלה,дума
279,Zeichen::N,סימן,знак
280,Ruf::N,קריאה,зов
281,Lärm::N,רעש,шум
282,Lärm::N,רעש,глъчка
283,Laut::N,הגה,звук
284,Ton::N,צליל,тон
285,Lied::N,שיר,песен
286,Ruhe::N,שלוה,тишина
287,Ruhe::N,שלוה,спокойствие
288,Leute::N,אנשים,хора
289,Volk::N,עם,народ
290,Arbeit::N,עבודה,труд
291,Arbeit::N,עבודה,работа
292,Gast::N,אורח,гост
293,Geschenk::N,מתנה,дар
294,Geschenk::N,מתנה,подарък
295,Spiel::N,משחק,игра
296,Gesellschaft::N,חברה,общество
297,Hilfe::N,עזרה,помощ
298,Freund::N,חבר,приятел
299,Freund::N,ידיד,приятел
300,Kamerad::N,רע,другар
301,Angelegenheit::N,ענין,работа
302,Anzahl::N,מספר,брой
303,Anzahl::N,מספר,количество
304,Art::N,סוג,вид
305,Stück::N,חתיכה,къс
306,Stück::N,חתיכה,парче
307,Teil::N,פרק,дял
308,Teil::N,פרק,част
309,Hälfte::N,חצי,половина
310,Kreis::N,מעגל,кръг
311,Kreuz::N,צלב,кръст
312,Linie::N,קו,черта
313,Strich::N,קו קצר,щрих
314,Strich::N,קו קצר,черта
315,Abstand::N,מרחק,дистанция
316,Abstand::N,מרחק,разстояние
317,Entfernung::N,מרחק,разстояние
318,Gegend::N,נוף,местност
319,Platz::N,שטח,място
320,Ort::N,אתר,място
321,Ort::N,מקום,място
322,Seite::N,צד,страна
323,Mitte::N,אמצע,среда
324,Gegenstand::N,אוביקט,предмет
325,Sache::N,דבר,вещ
326,Rand::N,פרור,ръб
327,Kante::N,קצה,ръб
328,Kante::N,קצה,кант
329,Ecke::N,פנה,ъгъл
330,Spitze::N,קצה,връх
331,Spitze::N,קצה,острие
332,Ende::N,סוף,край
333,Loch::N,חר,дупка
334,Winkel::N,פנה,кът
335,Winkel::N,פנה,ъгъл
336,Muster::N,תבנית,десен
337,Muster::N,תבנית,образец
338,Größe::N,גדל,големина
339,Länge::N,ארך,дължина
340,Höhe::N,קומה,висота
341,Höhe::N,קומה,височина
342,Höhe::N,גבה,висота
343,Höhe::N,גבה,височина
344,Gewicht::N,משקל,тегло
345,Gewicht::N,משקל,тежест
346,Menge::N,כמות,количество
347,Haufen::N,ערמה,куп
348,Haufen::N,ערמה,грамада
349,Reihe::N,רצף,ред
350,Reihe::N,רצף,редица
351,Boot::N,סירה,лодка
352,Ruder::N,משוט,весло
353,Ruder::N,משוט,гребло
354,Schlitten::N,מזחלת,шейна
355,Ski::N,מגלשים,ски
356,Lagerfeuer::N,מדורה,огнище
357,Last::N,משא,товар
358,Gang::N,הליכה,ход
359,Gang::N,הליכה,вървеж
360,Schritt::N,צעד,стъпка
361,Norden::N,צפון,север
362,Süden::N,דרום,юг
363,Westen::N,מערב,запад
364,Osten::N,מזרח,изток
365,Holz::N,עץ,дърво
366,Brett::N,קרש,дъска
367,Platte::N,לוח,
368,Stütze::N,משען,
369,Stange::N,מוט,прът
370,Stange::N,מוט,върлина
371,Stock::N,מקל,прът
372,Stock::N,מקל,тояга
373,Stab::N,מוט,прът
374,Rohr::N,צנור,цев
375,Rohr::N,צנור,тръба
376,Haus::N,בית,къща
377,Heim::N,בית,дом
378,Ofen::N,תנור,печка
379,Fußboden::N,רצפה,под
380,Tisch::N,שלחן,маса
381,Stuhl::N,כסא,стол
382,Wiege::N,ערש,люлка
383,Bett::N,מטה,легло
384,Bett::N,מטה,креват
385,Regal::N,מדף,рафт
386,Regal::N,מדף,етажерка
387,Kiste::N,תבה,кутия
388,Kiste::N,תבה,сандък
389,Kiste::N,ארגז,кутия
390,Kiste::N,ארגז,сандък
391,Fenster::N,חלון,прозорец
392,Tür::N,דלת,врата
393,Tor::N,שער,врата
394,Zaun::N,גדר,ограда
395,Dach::N,גג,покрив
396,Leiter::N,סלם,стълба
397,Besen::N,מטאטא,метла
398,Spaten::N,את,лопата
399,Schaufel::N,את,лопата
400,Gabel::N,מזלג,вилица
401,Löffel::N,כף,лъжица
402,Messer::N,סכין,нож
403,Nagel::N,מסמר,гвоздей
404,Netz::N,רשת,мрежа
405,Haken::N,וו,кука
406,Haken::N,וו,закачалка
407,Haken::N,קרס,кука
408,Haken::N,קרס,закачалка
409,Griff::N,ידית,ръчка
410,Griff::N,ידית,дръжка
411,Schloss::N,מנעול,брава
412,Schloss::N,מנעול,ключалка
413,Bild::N,תמונה,картина
414,Figur::N,פסל,фигура
415,Puppe::N,בבה,кукла
416,Beutel::N,שק,кесия
417,Bündel::N,צרור,връзка
418,Tasche::N,שקית,чанта
419,Eimer::N,דלי,кофа
420,Deckel::N,מכסה,капак
421,Deckel::N,מכסה,похлупак
422,Geschirr::N,כלים,съдове
423,Sack::N,שק,чувал
424,Tasse::N,ספל,чаша
425,Topf::N,סיר,гърне
426,Topf::N,סיר,тенджера
427,Kessel::N,קנקן,котел
428,Essen::N,אכל,ядене
429,Essen::N,ארוחה,ядене
430,Nahrung::N,הזנה,храна
431,Nahrung::N,תזונה,храна
432,Speise::N,מאכל,ястие
433,Speise::N,ארוחה,ястие
434,Fleisch::N,בשר,месо
435,Getreide::N,דגן,зърнено храни
436,Brei::N,מחית,каша
437,Brot::N,לחם,хляб
438,Scheibe::N,עגול,резен
439,Scheibe::N,פרוסה,резен
440,Fett::N,שמן,мазнина
441,Butter::N,חמאה,масло
442,Öl::N,שמן,олио
443,Öl::N,שמן,оливия
444,Salz::N,מלח,сол
445,Suppe::N,מרק,супа
446,Honig::N,דבש,мед
447,Milch::N,חלב,мляко
448,Tee::N,תה,чай
449,Leder::N,עור,кожа
450,Wolle::N,צמר,вълна
451,Stoff::N,בד,плат
452,Stoff::N,בד,материал
453,Stoff::N,אריג,плат
454,Stoff::N,אריג,материал
455,Nadel::N,מחט,игла
456,Faden::N,חוט,конец
457,Knopf::N,כפתור,копче
458,Knoten::N,קשר,възел
459,Farbe::N,צבע,боя
460,Kleidung::N,בגדים,дрехи
461,Kleidung::N,בגדים,облекло
462,Hemd::N,חלצה,риза
463,Kragen::N,צוארון,яка
464,Ärmel::N,שרוול,ръкав
465,Hose::N,מכנסים,панталони
466,Gürtel::N,חגורה,пояс
467,Gürtel::N,חגורה,колан
468,Mütze::N,כובע,каскет
469,Mütze::N,כובע,фуражка
470,Schuh::N,נעל,обувка
471,Stiefel::N,מגף,ботуш
472,Ring::N,טבעת,пръстен
473,Band::N,סרט,лента
474,Band::N,סרט,връзка
475,Kamm::N,מסרק,гребен
476,Spiegel::N,מראה,огледало
477,Riemen::N,רצועה,каиш
478,Riemen::N,רצועה,ремък
479,Schnur::N,חבל,връв
480,Leine::N,מושכות,връв
481,Leine::N,מושכות,въже
482,Decke::N,שמיכה,покривка
483,Kissen::N,כרית,възглавница
484,Tuch::N,צעיף,сукно
485,Handtuch::N,מגבת,пешкир
486,Handtuch::N,מגבת,кърпа за лице
487,Kraft::N,כוח,мощ
488,Kraft::N,כוח,сила
489,Stärke::N,און,сила
490,Gesundheit::N,בריאות,здраве
491,Krankheit::N,מחלה,болест
492,Schmerz::N,כאב,болка
493,Wunde::N,פציעה,рана
494,Fieber::N,חם,треска
495,Fieber::N,חם,температура
496,Arznei::N,תרופה,лек
497,Arznei::N,תרופה,лекарство
498,Brücke::N,גשר,мост
499,Brunnen::N,באר,чешма
500,Brunnen::N,באר,кладенец
501,Weide::N,אחו,паша
502,Weide::N,אחו,пасище
503,Weide::N,מרעה,паша
504,Weide::N,מרעה,пасище
505,Pfad::N,שביל,пътека
506,Pfad::N,מדרכה,пътека
507,Weg::N,דרך,път
508,Straße::N,כביש,шосе
509,Dorf::N,כפר,село
510,Stadt::N,עיר,град
511,Brief::N,מכתב,писмо
512,Buch::N,ספר,книга
513,Buchstabe::N,אות,буква
514,Zeitung::N,עתון,вестник
515,Leben::N,חיים,живот
516,Tod::N,מות,смърт
517,Grab::N,קבר,гроб
518,Kirche::N,כנסיה,църква
519,Sünde::N,חטא,грях
520,Gott::N,אל,бог
521,Arbeiter::N,פועל,работник
522,Chef::N,ראש,шеф
523,Chef::N,ראש,началник
524,Chef::N,מנהל,шеф
525,Chef::N,מנהל,началник
526,Meister::N,ממחה,майстор
527,Arzt::N,רופא,лекар
528,Lehrer::N,מורה,учител
529,Geld::N,כסף,пари
530,Geschäft::N,עסקה,сделка
531,Laden::N,חנות,дюкян
532,Laden::N,חנות,магазин
533,Preis::N,מחיר,цена
534,Ware::N,סחורה,стока
535,Nutzen::N,תועלת,полза
536,Nutzen::N,תועלת,облага
537,Reichtum::N,עשר,богатство
538,Welt::N,עולם,свят
539,Land::N,ארץ,страна
540,Staat::N,מדינה,щат
541,Staat::N,מדינה,държава
542,König::N,מלך,крал
543,Macht::N,כוח,мощ
544,Macht::N,כוח,власт
545,Grenze::N,גבול,граница
546,Krieg::N,מלחמה,война
547,Feind::N,אויב,враг
548,Feind::N,אויב,неприятел
549,Gewalt::N,אלימות,сила
550,Gewalt::N,אלימות,насилие
551,Kampf::N,קרב,борба
552,Kampf::N,קרב,сражение
553,Kampf::N,לחימה,борба
554,Kampf::N,לחימה,сражение
555,Bogen[Waffe]::N,קשת,лък
556,Pfeil::N,חץ,стрела
557,Gewehr::N,רובה,пушка
558,Fehler::N,טעות,грешка
559,Lüge::N,שקר,лъжа
560,Schaden::N,נזק,повреда
561,Unglück::N,מזל רע,нещастие
562,Schuld::N,אשמה,вина
563,Alter::N,גיל,възраст
564,Schluss::N,סיום,край
565,Zeit::N,זמן,време
566,Tag::N,יום,ден
567,Morgen::N,בקר,утро
568,Morgen::N,בקר,сутрин
569,Mittag::N,צהרים,обед
570,Mittag::N,צהרים,пладне
571,Abend::N,ערב,вечер
572,Nacht::N,לילה,нощ
573,Woche::N,שבוע,седмица
574,Monat::N,חדש,месец
575,Jahr::N,שנה,година
576,Frühling::N,אביב,пролет
577,Sommer::N,קיץ,лято
578,Herbst::N,סתו,есен
579,Winter::N,חרף,зима
580,Januar::N,ינואר,януари
581,Februar::N,פברואר,февруари
582,März::N,מרץ,март
583,April::N,אפריל,април
584,Mai::N,מאי,май
585,Juni::N,יוני,юни
586,Juli::N,יולי,юли
587,August::N,אוגוסט,август
588,September::N,ספטמבר,септември
589,Oktober::N,אוקטובר,октомври
590,November::N,נובמבר,ноември
591,Dezember::N,דצמבר,декември
592,Montag::N,יום שני,понеделник
593,Dienstag::N,יום שלישי,вторник
594,Mittwoch::N,יום רביעי,сряда
595,Donnerstag::N,יום חמישי,четвъртък
596,Freitag::N,יום ששי,петък
597,Samstag::N,יום שבת,събота
598,Sonntag::N,יום ראשון,неделя
599,groß::A,גדול,едър
600,groß::A,גדול,голям
601,klein::A,קטן,малък
602,klein::A,קטן,дребен
603,lang::A,ארך,дълъг
604,kurz::A,קצר,къс
605,breit::A,רחב,широк
606,schmal::A,צר,тесен
607,dicht::A,צפוף,гъст
608,dick[Gegenstand]::A,עבה,дебел
609,dünn::A,דק,тънък
610,fein::A,מעדן,фин
611,fein::A,מעדן,тънък
612,fest::A,מוצק,твърд
613,fest::A,מוצק,плътен
614,flach::A,שטוח,равен
615,flach::A,שטוח,плосък
616,glatt::A,חלק,гладък
617,hart::A,קשיח,твърд
618,hart::A,קשיח,корав
619,weich::A,רך,мек
620,rund::A,עגל,кръгъл
621,spitz::A,חד,островръх
622,scharf::A,חד,остър
623,stumpf::A,קהה,тъп
624,schwer::A,כבד,тежък
625,schön::A,יפה,хубав
626,schön::A,יפה,красив
627,heiß::A,חם,жарък
628,warm::A,חם,топъл
629,kalt::A,קר,студен
630,kühl::A,צונן,хладен
631,frisch::A,טרי,свеж
632,feucht::A,לח,влажен
633,nass::A,רטוב,мокър
634,trocken::A,יבש,сух
635,voll::A,מלא,пълен
636,leer::A,ריק,празен
637,offen::A,פתוח,откровен
638,geschlossen::A,סגור,закрит
639,geschlossen::A,סגור,затворен
640,sauber::A,נקי,чист
641,schmutzig::A,מלכלך,мръсен
642,roh::A,חי,суров
643,reif::A,בשל,зрял
644,lecker::A,טעים,вкусен
645,süß::A,מתוק,сладък
646,bitter::A,מר,горчив
647,sauer::A,חמוץ,кисел
648,hell::A,בהיר,ясен
649,hell::A,בהיר,светъл
650,dunkel::A,עמום,тъмен
651,schwarz::A,שחר,черен
652,weiß::A,לבן,бял
653,rot::A,אדם,червен
654,gelb::A,צהב,жълт
655,blau::A,כחל,син
656,grün::A,ירק,зелен
657,grau::A,אפר,сив
658,bunt::A,צבעוני,шарен
659,bunt::A,צבעוני,пъстър
660,billig::A,זול,евтин
661,teuer::A,יקר,скъп
662,wertvoll::A,יקר ערך,ценен
663,blind::A,עור,сляп
664,taub::A,חרש,глух
665,kräftig::A,חסן,силен
666,stark::A,חזק,здрав
667,stark::A,חזק,силен
668,schwach::A,חלש,слаб
669,fett::A,שמן,тлъст
670,schlank::A,רזה,тънък
671,schlank::A,רזה,строен
672,hübsch::A,יפה תאר,хубав
673,böse::A,רשע,зъл
674,dumm::A,טפש,глупав
675,faul::A,עצלן,ленив
676,faul::A,עצלן,мързелив
677,fleißig::A,חרוץ,прилежен
678,geizig::A,קמצן,скъпернически
679,klug::A,נבון,умен
680,klug::A,נבון,разумен
681,klug::A,פקח,умен
682,klug::A,פקח,разумен
683,geschickt::A,מימן,умел
684,geschickt::A,מימן,сръчен
685,lieb::A,יקר,мил
686,lieb::A,יקר,драг
687,lieb::A,אהוב,мил
688,lieb::A,אהוב,драг
689,lustig::A,עליז,весел
690,sanft::A,עדין,нежен
691,sanft::A,עדין,кротък
692,hungrig::A,רעב,гладен
693,krank::A,חולה,болен
694,nackt::A,ערום,гол
695,traurig::A,עצוב,тъжен
696,traurig::A,עצוב,печален
697,lebendig::A,חי,жив
698,gut::A,טוב,добър
699,schlecht::A,גרוע,лош
700,richtig::A,נכון,правилен
701,schlimm::A,רע,лош
702,wahr::A,אמתי,верен
703,wahr::A,אמתי,истински
704,alt::A,ישן,стар
705,alt::A,ישן,древен
706,neu::A,חדש,нов
707,ehemalig::A,לשעבר,бивш
708,alt[Lebewesen]::A,זקן,стар
709,jung::A,צעיר,млад
710,arm::A,עני,беден
711,reich::A,עשיר,богат
712,bekannt::A,ידוע,познат
713,bekannt::A,ידוע,известен
714,berühmt::A,מפרסם,почут
715,berühmt::A,מפרסם,известен
716,fremd::A,זר,чужд
717,verschieden::A,שונה,разен
718,verschieden::A,שונה,различен
719,nah::A,קרוב,близък
720,fern::A,רחוק,далечен
721,linker::A,שמאלי,ляв
722,rechter::A,ימין,прав
723,anderer::A,אחר,друг
724,erster::A,ראשון,пръв
725,erster::A,ראשון,първи
726,zweiter::A,שני,втори
727,dritter::A,שלישי,трети
728,letzter::A,אחרון,последен
729,allein::ADV,לבד,само
730,auf einmal::ADV,בו-זמנית,същевременно
731,zusammen::ADV,ביחד,заедно
732,lange::ADV,הרבה זמן,дълго
733,plötzlich::ADV,לפתע,изведнъж
734,plötzlich::ADV,פתאום,изведнъж
735,sofort::ADV,מיד,веднага
736,später::ADV,לאחר זמן,по-късно
737,später::ADV,יותר מאחר,по-късно
738,jetzt::ADV,עכשיו,сега
739,heute::ADV,היום,днес
740,morgen::ADV,מחר,утре
741,bald::ADV,בקרוב,скоро
742,dann::ADV,אחר-כך,после
743,dann::ADV,אחר-כך,тогава
744,gestern::ADV,אתמול,вчера
745,einst::ADV,לפנים,някога
746,damals::ADV,אז,тогава
747,danach::ADV,אחר-כך,после
748,danach::ADV,אחר-כך,след това
749,vorher::ADV,לפני זה,преди
750,vorher::ADV,לפני זה,преди това
751,zuerst::ADV,קדם,най-напред
752,einmal::ADV,פעם,веднъж
753,einmal::ADV,פעם,един път
754,manchmal::ADV,לפעמים,понякога
755,oft::ADV,לעתים קרובות,често
756,immer::ADV,תמיד,винаги
757,niemals::ADV,אף פעם,никога
758,hier::ADV,כאן,тук
759,hier::ADV,כאן,тука
760,hierhin::ADV,פה,насам
761,von hier::ADV,מפה,оттук
762,von hier::ADV,מפה,оттука
763,dort::ADV,שם,там
764,dorthin::ADV,שם,натам
765,dorthin::ADV,שם,нататък
766,geradeaus::ADV,ישר,направо
767,vorwärts::ADV,קדימה,напред
768,rückwärts::ADV,לאחור,назад
769,zurück::ADV,בחזרה,обратно
770,zurück::ADV,אחורנית,обратно
771,unten::ADV,למטה,долу
772,hinab::ADV,למטה,надолу
773,oben::ADV,מעל,горе
774,oben::ADV,למעלה,горе
775,hinauf::ADV,למעלה,нагоре
776,überall::ADV,בכל מקום,навсякъде
777,nicht::ADV,לא,не
778,ein wenig::ADV,קצת,малко
779,kaum::ADV,בקשי,едва
780,kaum::ADV,בקשי,едвам
781,sehr::ADV,מאוד,много
782,sehr::ADV,מאוד,твърде
783,so::ADV,כך,тъй
784,so::ADV,כך,така
785,so::ADV,ככה,тъй
786,so::ADV,ככה,така
787,noch::ADV,עוד,още
788,noch::ADV,עדין,още
789,nur::ADV,רק,само
790,schon::ADV,כבר,вече
791,wieder::ADV,שוב,пак
792,wieder::ADV,שוב,отново
793,vergebens::ADV,לריק,напразно
794,vergebens::ADV,לשוא,напразно
795,vor::PRP,מול,пред
796,hinter::PRP,מאחורי,зад
797,unter::PRP,מתחת,под
798,durch::PRP,דרך,през
799,neben::PRP,ליד,до
800,neben::PRP,ליד,при
801,neben::PRP,על-יד,до
802,neben::PRP,על-יד,при
803,zwischen::PRP,בין,между
804,zwischen::PRP,בין,помежду
805,wegen::PRP,בשל,заради
806,wegen::PRP,בגלל,заради
807,dies::PRN,זה,този
808,das::PRN,זה,туй
809,das::PRN,זה,това
810,alles::PRN,הכל,всичко
811,ich::PRN,אני,аз
812,du::PRN,את,ти
813,du::PRN,אתה,ти
814,er::PRN,הוא,той
815,wir::PRN,אנחנו,ние
816,ihr::PRN,לה,вие
817,sie::PRN,הם,те
818,was::FPRN,מה,що
819,was::FPRN,מה,какво
820,wer::FPRN,מי,кой
821,wo::FADV,איפה,къде
822,wohin::FADV,לאן,накъде
823,wohin::FADV,לאן,накъдето
824,wie::FADV,איך,как
825,warum::FADV,למה,защо
826,wieviel::FNUM,כמה,колко
827,eins::NUM,אחד,един
828,zwei::NUM,שתים,два
829,drei::NUM,שלושה,три
830,vier::NUM,ארבעה,четири
831,fünf::NUM,חמשה,пет
832,sechs::NUM,ששה,шест
833,sieben::NUM,שבעה,седем
834,acht::NUM,שמונה,осем
835,neun::NUM,תשעה,девет
836,zehn::NUM,עשרה,десет
837,elf::NUM,אחת עשרה,единайсет
