,Concept_ID,ps,be
102,Tropfen::N,قطره,кропля
103,Tropfen::N,څاڅکی,кропля
104,Schaum::N,ځګ,пена
105,Schmutz::N,ناپاکي,гразь
106,See::N,جهیل,возера
107,Sumpf::N,جبه,багна
108,Moor::N,جبه,балота
109,Wiese::N,چمن,луг
110,Wiese::N,شنېلی,луг
111,Wald::N,ځنګل,лес
112,Hügel::N,تپه,узгорак
113,Anhöhe::N,غونډۍ,узвышша
114,Berg::N,غ‍‍‍‍‍ر,гара
115,Gipfel::N,څوکه,вяршыня
116,Höhle::N,کاز,пячора
117,Abhang::N,لمن,схіл
118,Quelle::N,چینه,крыніца
119,Bach::N,واله,ручай
120,Fluss::N,سیند,рака
121,Ufer::N,غاړه,бераг
122,Küste::N,ساحل,узбярэжжа
123,Festland::N,وچه,суша
124,Meer::N,بحر,мора
125,Meer::N,سمندر,мора
126,Bucht::N,کارۍ,бухта
127,Insel::N,ټاپو,востраў
128,Insel::N,جزيره,востраў
129,Blume::N,ګل,кветка
130,Gras::N,واښه,трава
131,Wurzel::N,ریښه,корань
132,Baum::N,ونه,дрэва
133,Stamm::N,ډډ,ствол
134,Rinde::N,پوستکی,кара
135,Ast::N,ښاخ,сук
136,Zweig::N,څانګه,галіна
137,Blatt::N,پاڼه,ліст
138,Birke::N,توس,бяроза
139,Kiefer[Baum]::N,نښتر,хвоя
140,Kiefer[Baum]::N,نښتر,сасна
141,Weide[Baum]::N,وله,вярба
142,Tanne::N,ناجو,яліна
143,Horn::N,ښکر,рог
144,Feder::N,بڼکه,пяро
145,Fell::N,پوستکی,шкура
146,Flügel::N,وزر,крыло
147,Klaue::N,پنجه,кіпцюр
148,Klaue::N,منګول,кіпцюр
149,Kralle::N,پنجه,лапа
150,Kralle::N,منګول,лапа
151,Schwanz::N,لکۍ,хвост
152,Ei::N,وۍ,яйка
153,Ei::N,هګۍ,яйка
154,Nest::N,جاله,гняздо
155,Bau::N,کاز,нара
156,Tier::N,ژوی,жывёла
157,Tier::N,حیوان,жывёла
158,Herde::N,رمه,статак
159,Herde::N,غېله,статак
160,Kuh::N,غوا,карова
161,Bulle::N,غوئی,бык
162,Pferd::N,آس,конь
163,Schaf::N,پسه,авечка
164,Schwein::N,سرکوزی,свіння
165,Hund::N,سپی,сабака
166,Katze::N,پشه,кошка
167,Bär::N,خرس,мядзведзь
168,Eichhörnchen::N,خړ لمی,вавёрка
169,Elch::N,ګوزن,лось
170,Fuchs::N,سپلم,ліса
171,Hase::N,سوی,заяц
172,Maus::N,مږک,мыш
173,Wolf::N,لېوه,воўк
174,Vogel::N,مرغه,птах
175,Vogel::N,مرغه,птушка
176,Schwarm::N,سېل,чарада
177,Huhn::N,چرګه,курыца
178,Hahn::N,چرګ,певень
179,Gans::N,بته,гусь
180,Adler::N,عقاب,арол
181,Ente::N,ایلۍ,качка
182,Eule::N,ګونګی,сава
183,Kranich::N,کلنګ,жораў
184,Kranich::N,کلنګ,журавель
185,Krähe::N,کارغه,варона
186,Kuckuck::N,فاخته,зязюля
187,Schwan::N,قو,лебедзь
188,Fisch::N,کب,рыба
189,Fisch::N,ماهی,рыба
190,Schlange[Tier]::N,مار,змяя
191,Wurm::N,چینجی,чарвяк
192,Spinne::N,غڼه,павук
193,Spinne::N,تارکښ,павук
194,Ameise::N,مېږی,мурашка
195,Laus::N,سپږه,вош
196,Mücke::N,ماشی,камар
197,Fliege::N,مچ,муха
198,Schmetterling::N,پتنګ,матыль
199,Beere::N,مېوۍ,ягада
200,Apfel::N,مڼه,яблык
201,Pilz::N,خرېړی,грыб
202,Zwiebel::N,پیاز,цыбуля
203,Saat::N,تخم,семя
204,Korn::N,تخم,зерне
205,Korn::N,دانه,зерне
206,Heu::N,بوس,сена
207,Heu::N,پروړه,сена
208,Schale::N,پوستکی,шалупінне
209,Grube::N,کنده,яма
210,Falle::N,دام,пастка
211,Falle::N,لومه,пастка
212,Schlinge::N,کړۍ,сіло
213,Spur::N,نښه,след
214,Asche::N,آس,попел
215,Asche::N,ایره,попел
216,Dreck::N,ناپاکي,бруд
217,Eisen::N,اوسپنه,жалеза
218,Gold::N,سره زر,золата
219,Silber::N,نقره,сребра
220,Silber::N,سپین زر,сребра
221,Kohle::N,سکور,вугаль
222,Kohle::N,سکاره,вугаль
223,Glas::N,ښيښه,шкло
224,Lehm::N,خټه,гліна
225,Sand::N,شګه,пясок
226,Mensch::N,انسان,чалавек
227,Mann::N,سړی,мужчына
228,Mann::N,نارینه,мужчына
229,Frau::N,ښځه,жанчына
230,Kind::N,بچی,дзіця
231,Kind::N,ماشوم,дзіця
232,Junge::N,هلک,хлопчык
233,Mädchen::N,نجلۍ,дзяўчынка
234,Familie::N,کورنۍ,сямʼя
235,Großvater::N,بابا,дзядуля
236,Großmutter::N,انا,бабуля
237,Eltern::N,مور او پلار,бацькі
238,Vater::N,پلار,бацька
239,Mutter::N,مور,маці
240,Sohn::N,زوی,сын
241,Tochter::N,لور,дачка
242,Bruder::N,ورور,брат
243,Schwester::N,خور,сястра
244,Onkel::N,تره,дзядзька
245,Onkel::N,ماما,дзядзька
246,Tante::N,خاله,цётка
247,Ehemann::N,مېړه,муж
248,Ehefrau::N,مېرمن,жонка
249,Freude::N,خوشحالي,радасць
250,Gelächter::N,خندا,смех
251,Glück::N,بخت,шчасце
252,Kummer::N,غم,гора
253,Wunsch::N,هيله,жаданне
254,Wunsch::N,غوښتنه,жаданне
255,Lust::N,شوق,цяга
256,Lust::N,مینه,цяга
257,Geist::N,روح,дух
258,Gedanke::N,فکر,думка
259,Gedächtnis::N,یاد,памяць
260,Gedächtnis::N,حافظه,памяць
261,Verstand::N,عقل,розум
262,Verstand::N,شعور,розум
263,Sinn::N,معنی,сэнс
264,Grund::N,علت,зачэпка
265,Grund::N,اساس,зачэпка
266,Wahrheit::N,حقیقت,праўда
267,Gespräch::N,مرکه,размова
268,Gespräch::N,خبرې اترې,размова
269,Märchen::N,افسانه,казка
270,Erzählung::N,قصه,расказ
271,Erzählung::N,قصه,апавяданне
272,Erzählung::N,کیسه,расказ
273,Erzählung::N,کیسه,апавяданне
274,Nachricht::N,خبر,вестка
275,Nachricht::N,خبر,паведамленне
276,Neuigkeit::N,نوی خبر,навіна
277,Name::N,نوم,імя
278,Rätsel::N,کیسۍ,загадка
279,Rätsel::N,چیستان,загадка
280,Rede::N,وینا,прамова
281,Sprache::N,ژبه,мова
282,Stimme::N,غږ,голас
283,Stimme::N,اواز,голас
284,Wort::N,لغت,слова
285,Wort::N,کلمه,слова
286,Zeichen::N,نښه,знак
287,Zeichen::N,اشاره,знак
288,Ruf::N,ږغ,кліч
289,Ruf::N,بلنه,кліч
290,Lärm::N,غالمغال,шум
291,Laut::N,ږغ,гук
292,Ton::N,اواز,гучанне
293,Lied::N,غزله,песня
294,Lied::N,سندره,песня
295,Ruhe::N,ارامي,спакой
296,Leute::N,خلک,людзі
297,Volk::N,ولس,народ
298,Arbeit::N,کار,праца
299,Arbeit::N,کار,работа
300,Gast::N,مېلمه,госць
301,Geschenk::N,تحفه,падарунак
302,Geschenk::N,سوغات,падарунак
303,Spiel::N,لوبه,гульня
304,Gesellschaft::N,ډله,таварыства
305,Hilfe::N,کومک,дапамога
306,Hilfe::N,مرسته,дапамога
307,Freund::N,ملګری,друг
308,Freund::N,ملګری,сябар
309,Kamerad::N,انډيوال,прыяцель
310,Angelegenheit::N,موضوع,справа
311,Anzahl::N,شمېر,колькасць
312,Anzahl::N,تعداد,колькасць
313,Art::N,ډول,від
314,Stück::N,ټوټه,кусок
315,Stück::N,ټوټه,кавалак
316,Teil::N,برخه,частка
317,Hälfte::N,نیم,палова
318,Hälfte::N,نیم,палавіна
319,Kreis::N,دایره,круг
320,Kreuz::N,صلیب,крыж
321,Linie::N,خط,лінія
322,Linie::N,لیکه,лінія
323,Strich::N,کرښه,рыса
324,Abstand::N,فاصله,прамежак
325,Entfernung::N,واټن,адлегласць
326,Gegend::N,سیمه,мясцовасць
327,Gegend::N,منطقه,мясцовасць
328,Platz::N,ځای,месца
329,Ort::N,ځای,месца
330,Seite::N,مخ,бок
331,Seite::N,اړخ,бок
332,Mitte::N,وسط,сярэдзіна
333,Mitte::N,مینځ,сярэдзіна
334,Gegenstand::N,شی,прадмет
335,Sache::N,شی,рэч
336,Sache::N,څيز,рэч
337,Rand::N,څنډه,край
338,Rand::N,کناره,край
339,Kante::N,اړخ,руб
340,Kante::N,اړخ,кант
341,Ecke::N,ګوټ,вугал
342,Spitze::N,څوکه,кончык
343,Ende::N,څوکه,канец
344,Loch::N,سوری,дзірка
345,Winkel::N,کنج,вугал
346,Winkel::N,کوتی,вугал
347,Muster::N,نمونه,узор
348,Größe::N,قد,памер
349,Größe::N,لويوالی,памер
350,Länge::N,طول,даўжыня
351,Länge::N,اوږد والی,даўжыня
352,Höhe::N,جګوالی,вышыня
353,Gewicht::N,وزن,вага
354,Menge::N,اندازه,колькасць
355,Haufen::N,کوټه,куча
356,Reihe::N,صف,рад
357,Reihe::N,کتار,рад
358,Boot::N,قايق,лодка
359,Ruder::N,چپه,вясло
360,Schlitten::N,ښویېدونی,сані
361,Ski::N,سکي,лыжа
362,Lagerfeuer::N,اور,вогнішча
363,Last::N,بار,цяжар
364,Last::N,پېټی,цяжар
365,Gang::N,تګ,ход
366,Schritt::N,ګام,шаг
367,Schritt::N,ګام,крок
368,Norden::N,شمال,поўнач
369,Süden::N,سوېل,поўдзень
370,Westen::N,لوېدېځ,захад
371,Osten::N,شرق,усход
372,Osten::N,ختیځ,усход
373,Holz::N,لرګی,дрэва
374,Holz::N,لرګی,драўніна
375,Brett::N,تخته,дошка
376,Platte::N,تخته,пліта
377,Stütze::N,تکیوان,падпорка
378,Stange::N,ډاګه,жэрдка
379,Stock::N,لرګی,палка
380,Stab::N,چيخله,шост
381,Rohr::N,نل,труба
382,Haus::N,کور,дом
383,Heim::N,کور,дом
384,Heim::N,کور,хата
385,Ofen::N,تودنۍ,печ
386,Fußboden::N,غولی,падлога
387,Tisch::N,مېز,стол
388,Stuhl::N,چوکۍ,стул
389,Stuhl::N,چوکۍ,крэсла
390,Wiege::N,زانګو,калыска
391,Bett::N,کټ,ложак
392,Bett::N,کټ,пасцель
393,Bett::N,چپرکټ,ложак
394,Bett::N,چپرکټ,пасцель
395,Regal::N,تاخچۍ,паліца
396,Kiste::N,صندوق,скрынка
397,Fenster::N,کړکۍ,акно
398,Tür::N,دروازه,дзверы
399,Tor::N,دروازه,вароты
400,Zaun::N,کټاره,агароджа
401,Dach::N,بام,дах
402,Leiter::N,زينه,лесвіца
403,Besen::N,جارو,мятла
404,Spaten::N,یوم,лапата
405,Spaten::N,یوم,жалязняк
406,Schaufel::N,بېلچه,шуфлік
407,Schaufel::N,بېلچه,лапатка
408,Gabel::N,پنجه,відэлец
409,Löffel::N,کاشوغه,лыжка
410,Messer::N,چاقو,нож
411,Nagel::N,ميخ,цвік
412,Netz::N,جال,сетка
413,Haken::N,څنګک,крук
414,Griff::N,لاستی,ручка
415,Schloss::N,کلپ,замок
416,Bild::N,رسم,карціна
417,Figur::N,قدوقامت,фігура
418,Puppe::N,ګوډۍ,лялька
419,Beutel::N,کڅوړه,мяшок
420,Bündel::N,دسته,вязка
421,Tasche::N,بکس,торба
422,Tasche::N,توبره,торба
423,Eimer::N,سطل,вядро
424,Deckel::N,سرپوښ,накрыўка
425,Geschirr::N,لوښی,пасуда
426,Sack::N,جوال,мех
427,Tasse::N,پیاله,кубак
428,Topf::N,دېګی,каструля
429,Kessel::N,دېګ,кацёл
430,Essen::N,خوراک,ежа
431,Nahrung::N,خوراک,харч
432,Speise::N,خواړه,страва
433,Fleisch::N,غوښه,мяса
434,Getreide::N,غله,збожжа
435,Brei::N,اوګره,каша
436,Brot::N,ډوډۍ,хлеб
437,Scheibe::N,مړۍ,луста
438,Scheibe::N,مړۍ,скібка
439,Fett::N,غوړي,тлушч
440,Butter::N,کوچ,масла
441,Öl::N,تېل,алей
442,Salz::N,مالګه,соль
443,Suppe::N,شوربا,суп
444,Honig::N,شات,мёд
445,Milch::N,شوده,малако
446,Tee::N,چای,чай
447,Tee::N,چای,гарбата
448,Leder::N,څرمن,скура
449,Wolle::N,پشم,воўна
450,Stoff::N,ټوټه,тканіна
451,Nadel::N,ستن,іголка
452,Faden::N,تار,нітка
453,Knopf::N,تڼۍ,гузік
454,Knopf::N,تکمه,гузік
455,Knoten::N,غوټه,вузел
456,Farbe::N,رنګ,фарба
457,Kleidung::N,کالي,адзенне
458,Hemd::N,کميس,кашуля
459,Kragen::N,غاړه,каўнер
460,Ärmel::N,لستوڼی,рукаў
461,Hose::N,پطلون,штаны
462,Gürtel::N,کمربند,пояс
463,Mütze::N,خولۍ,шапка
464,Schuh::N,بوټ,чаравік
465,Stiefel::N,موزه,бот
466,Ring::N,ګوته,кольца
467,Band::N,فيته,стужка
468,Kamm::N,ګمنځ,расчоска
469,Spiegel::N,ایینه,люстра
470,Spiegel::N,هنداره,люстра
471,Riemen::N,تسمه,рэмень
472,Schnur::N,مزی,вяроўка
473,Leine::N,رسۍ,павадок
474,Decke::N,بړستن,коўдра
475,Kissen::N,بالښت,падушка
476,Tuch::N,ټیکری,хустка
477,Handtuch::N,دسمال,ручнік
478,Kraft::N,زور,сіла
479,Kraft::N,توان,сіла
480,Stärke::N,قوت,моц
481,Gesundheit::N,صحت,здароўе
482,Gesundheit::N,روغتیا,здароўе
483,Krankheit::N,مرض,хвароба
484,Krankheit::N,ناروغي,хвароба
485,Schmerz::N,درد,боль
486,Wunde::N,ټپ,рана
487,Wunde::N,زخم,рана
488,Fieber::N,تبه,гарачка
489,Fieber::N,تبه,ліхаманка
490,Arznei::N,دوا,лекі
491,Arznei::N,دارو,лекі
492,Brücke::N,پول,мост
493,Brunnen::N,څاه,калодзеж
494,Brunnen::N,کوهی,калодзеж
495,Weide::N,وله,паша
496,Pfad::N,تړه,сцежка
497,Weg::N,لیار,шлях
498,Weg::N,لیار,дарога
499,Straße::N,سړک,вуліца
500,Dorf::N,کلی,вёска
501,Stadt::N,ښار,горад
502,Brief::N,لیک,ліст
503,Brief::N,لیک,пісьмо
504,Brief::N,مکتوب,ліст
505,Brief::N,مکتوب,пісьмо
506,Buch::N,کتاب,кніга
507,Buchstabe::N,حرف,літара
508,Buchstabe::N,توری,літара
509,Zeitung::N,اخبار,газета
510,Leben::N,ژوند,жыццё
511,Tod::N,مرګ,смерць
512,Tod::N,مړینه,смерць
513,Grab::N,قبر,магіла
514,Grab::N,ډورۍ,магіла
515,Kirche::N,کلیسا,касцёл
516,Kirche::N,کلیسا,царква
517,Sünde::N,ګناه,грэх
518,Gott::N,خدای,бог
519,Arbeiter::N,کاریګر,рабочы
520,Chef::N,آمر,начальнік
521,Meister::N,استاد,майстар
522,Arzt::N,طبیب,урач
523,Arzt::N,ډاکټر,урач
524,Lehrer::N,معلم,настаўнік
525,Lehrer::N,ښوونکی,настаўнік
526,Geld::N,پیسې,грошы
527,Geschäft::N,سوداګري,заняцце
528,Laden::N,دکان,крама
529,Laden::N,دکان,магазін
530,Laden::N,مغازه,крама
531,Laden::N,مغازه,магазін
532,Preis::N,بیه,цана
533,Ware::N,مال,тавар
534,Nutzen::N,ګټه,выгада
535,Reichtum::N,شتمني,багацце
536,Welt::N,نړۍ,свет
537,Welt::N,دنیا,свет
538,Land::N,هېواد,краіна
539,Staat::N,دولت,дзяржава
540,König::N,باچا,кароль
541,König::N,پادشاه,кароль
542,Macht::N,قدرت,улада
543,Grenze::N,حد,граніца
544,Grenze::N,سرحد,граніца
545,Krieg::N,جګړه,вайна
546,Feind::N,دښمن,вораг
547,Gewalt::N,زور,насілле
548,Gewalt::N,تشدد,насілле
549,Kampf::N,جنګ,барацьба
550,Kampf::N,مبارزه,барацьба
551,Bogen[Waffe]::N,لیندۍ,лук
552,Pfeil::N,غشی,страла
553,Gewehr::N,ټوپک,ружжо
554,Fehler::N,خطا,памылка
555,Fehler::N,غلطي,памылка
556,Lüge::N,دروغ,хлусня
557,Schaden::N,زیان,шкода
558,Schaden::N,تاوان,шкода
559,Unglück::N,بدبختي,ліха
560,Unglück::N,بدبختي,бядота
561,Schuld::N,ګناه,віна
562,Alter::N,منګ,узрост
563,Schluss::N,اخر,канец
564,Zeit::N,وخت,час
565,Tag::N,ورځ,дзень
566,Morgen::N,سبا,ранак
567,Morgen::N,سبا,раніца
568,Morgen::N,سهار,ранак
569,Morgen::N,سهار,раніца
570,Mittag::N,غرمه,паўдня
571,Mittag::N,غرمه,поўдзень
572,Abend::N,ماښام,вечар
573,Nacht::N,شپه,ноч
574,Woche::N,اونۍ,тыдзень
575,Monat::N,مياشت,месяц
576,Jahr::N,کال,год
577,Frühling::N,پسرلی,вясна
578,Sommer::N,دوبی,лета
579,Herbst::N,منی,восень
580,Herbst::N,خزان,восень
581,Winter::N,ژمی,зіма
582,Januar::N,جنوري,студзень
583,Februar::N,فبروري,люты
584,März::N,مارچ,сакавік
585,April::N,اپریل,красавік
586,Mai::N,مې,май
587,Mai::N,مې,травень
588,Juni::N,جون,чэрвень
589,Juli::N,جولای,ліпень
590,August::N,اګست,жнівень
591,September::N,سپټامبر,верасень
592,Oktober::N,اکتوبر,кастрычнік
593,November::N,نومبر,лістапад
594,Dezember::N,دسمبر,снежань
595,Montag::N,دوشنبه,панядзелак
596,Dienstag::N,سه شنبه,аўторак
597,Mittwoch::N,چارشنبه,серада
598,Donnerstag::N,پنجشنبه,чацвер
599,Freitag::N,جمعه,пятніца
600,Samstag::N,خالي,субота
601,Sonntag::N,یکشنبه,нядзеля
602,groß::A,لوی,вялікі
603,klein::A,وړوکی,маленькі
604,lang::A,اوړد,доўгі
605,kurz::A,لنډ,кароткі
606,breit::A,پراخه,шырокі
607,schmal::A,تنګ,вузкі
608,dicht::A,ګڼ,густы
609,dick[Gegenstand]::A,پنډ,тоўсты
610,dünn::A,نری,тонкі
611,fein::A,نازک,тонкі
612,fest::A,کلک,моцны
613,fest::A,ټینګ,моцны
614,flach::A,هوار,плоскі
615,glatt::A,ښوی,гладкі
616,hart::A,کلک,цвёрды
617,weich::A,نرم,мяккі
618,weich::A,پوست,мяккі
619,rund::A,ګرد,круглы
620,spitz::A,تېره,спічасты
621,spitz::A,تېره,востраканцовы
622,scharf::A,تېز,востры
623,scharf::A,تېره,востры
624,stumpf::A,پڅ,тупы
625,schwer::A,دروند,цяжкі
626,schön::A,ښکلی,прыгожы
627,heiß::A,تود,гарачы
628,warm::A,تود,цёплы
629,kalt::A,ېخ,холадны
630,kalt::A,سوړ,холадны
631,kühl::A,ېخ,халаднаваты
632,kühl::A,سوړ,халаднаваты
633,frisch::A,تازه,свежы
634,feucht::A,مرطوب,вільготны
635,nass::A,لوند,мокры
636,trocken::A,وچ,сухі
637,voll::A,ډک,поўны
638,leer::A,خالی,пусты
639,offen::A,خلاص,адкрыты
640,offen::A,خلاص,адчынены
641,offen::A,پرانیستی,адкрыты
642,offen::A,پرانیستی,адчынены
643,geschlossen::A,تړلی,закрыты
644,geschlossen::A,تړلی,зачынены
645,sauber::A,پاک,чысты
646,schmutzig::A,چټل,брудны
647,roh::A,خام,сыры
648,reif::A,پوخ,спелы
649,reif::A,رسېدلی,спелы
650,lecker::A,خوندور,смачны
651,lecker::A,مزه دار,смачны
652,süß::A,خوږ,салодкі
653,süß::A,شیرین,салодкі
654,bitter::A,تریخ,горкі
655,sauer::A,ټاک,кіслы
656,sauer::A,تريو,кіслы
657,hell::A,روڼ,светлы
658,hell::A,روښان,светлы
659,dunkel::A,تیاره,цёмны
660,schwarz::A,تور,чорны
661,weiß::A,سپين,белы
662,rot::A,سور,чырвоны
663,gelb::A,زېړ,жоўты
664,blau::A,شین,сіні
665,blau::A,اسماني رنګه,сіні
666,grün::A,زرغون,зялёны
667,grau::A,خړ,шэры
668,bunt::A,رنګارنګ,пяресты
669,billig::A,ارزان,танны
670,teuer::A,ګران,дарагі
671,wertvoll::A,قیمتي,цэнны
672,wertvoll::A,قیمتي,каштоўны
673,blind::A,ړوند,сляпы
674,taub::A,کوڼ,глухі
675,kräftig::A,قوی,магутны
676,stark::A,قوی,сільны
677,stark::A,تکړه,сільны
678,schwach::A,ضعیف,слабы
679,schwach::A,کمزوری,слабы
680,fett::A,چاغ,тлусты
681,schlank::A,خوش اندام,стройны
682,hübsch::A,ښکلی,чароўны
683,hübsch::A,ښایسته,чароўны
684,böse::A,شریر,злы
685,böse::A,قهرناک,злы
686,dumm::A,احمق,дурны
687,faul::A,لټ,лянівы
688,faul::A,تنبل,лянівы
689,fleißig::A,زحمت کښ,руплівы
690,geizig::A,بخیل,прагны
691,klug::A,عاقل,разумны
692,klug::A,هوښیار,разумны
693,geschickt::A,ماهر,умелы
694,lieb::A,عزیز,мілы
695,lieb::A,محبوب,мілы
696,lustig::A,خوشحال,вясёлы
697,sanft::A,پوست,ласкавы
698,sanft::A,ملایم,ласкавы
699,hungrig::A,وږی,галодны
700,krank::A,مريض,хворы
701,krank::A,ناروغ,хворы
702,nackt::A,لوڅ,голы
703,traurig::A,غمجن,сумны
704,lebendig::A,ژوندی,жывы
705,gut::A,ښه,добры
706,schlecht::A,بد,кепскі
707,schlecht::A,خراب,кепскі
708,richtig::A,سم,правільны
709,richtig::A,صحیح,правільны
710,schlimm::A,بد,агідны
711,schlimm::A,مخوف,агідны
712,wahr::A,واقعي,сапраўдны
713,alt::A,زوړ,стары
714,neu::A,نوی,новы
715,ehemalig::A,پخوانی,былы
716,alt[Lebewesen]::A,زوړ,стары
717,jung::A,ځوان,малады
718,arm::A,غریب,бедны
719,arm::A,بې وزله,бедны
720,reich::A,شتمن,багаты
721,reich::A,دولتمند,багаты
722,bekannt::A,اشنا,знаёмы
723,berühmt::A,مشهور,славуты
724,fremd::A,پردی,чужы
725,fremd::A,بېګانه,чужы
726,verschieden::A,مختلف,розны
727,nah::A,نژدې,блізкі
728,fern::A,لیری,далёкі
729,linker::A,چپ,левы
730,linker::A,کیڼ,левы
731,rechter::A,ښی,правы
732,anderer::A,بل,іншы
733,anderer::A,بل,другі
734,erster::A,لومړی,першы
735,zweiter::A,دوهم,другі
736,dritter::A,درېم,трэці
737,letzter::A,آخرنی,апошні
738,letzter::A,وروستی,апошні
739,allein::ADV,یوازې,сам
740,allein::ADV,یوازې,адзін
741,auf einmal::ADV,په یوه وخت کی,адразу
742,zusammen::ADV,یو ځای,разам
743,lange::ADV,ډېر وخت,доўга
744,lange::ADV,ډېره موده,доўга
745,plötzlich::ADV,ناببره,раптам
746,plötzlich::ADV,یوناڅاپه,раптам
747,sofort::ADV,فوراً,зараз
748,sofort::ADV,سمدلاسه,зараз
749,später::ADV,وروسته,пазней
750,jetzt::ADV,اوس,цяпер
751,heute::ADV,نن,сёння
752,morgen::ADV,سبا,заўтра
753,bald::ADV,ژر,хутка
754,bald::ADV,ژر,неўзабаве
755,dann::ADV,پس,потым
756,dann::ADV,وروسته,потым
757,gestern::ADV,پرون,учора
758,einst::ADV,پخوا,аднойчы
759,damals::ADV,هغه وخت,тады
760,danach::ADV,بیا,затым
761,vorher::ADV,دمخه,раней
762,zuerst::ADV,لومړی,спярша
763,zuerst::ADV,لومړی,спачатку
764,einmal::ADV,یو ځل,адзін раз
765,manchmal::ADV,ګاهی ګاهی,часам
766,oft::ADV,ډېر ځله,часта
767,immer::ADV,تل,заўсёды
768,immer::ADV,همېشه,заўсёды
769,niemals::ADV,هیڅکله نه,ніколі
770,hier::ADV,دلته,тут
771,hierhin::ADV,دلته,сюды
772,hierhin::ADV,دې ځای ته,сюды
773,von hier::ADV,د دې ځای نه,адсюль
774,von hier::ADV,د دې ځای نه,адгэтуль
775,dort::ADV,هلته,там
776,dorthin::ADV,هلته,туды
777,dorthin::ADV,هغه ځای ته,туды
778,geradeaus::ADV,مخامخ,прама
779,vorwärts::ADV,مخ پهٔ وړاندې,наперад
780,rückwärts::ADV,بېرته,назад
781,zurück::ADV,بېرته,назад
782,unten::ADV,لاندي,унізе
783,hinab::ADV,ښکته,уніз
784,oben::ADV,پورته,угары
785,oben::ADV,پورته,наверсе
786,hinauf::ADV,پاس,угару
787,überall::ADV,هره خوا,усюды
788,nicht::ADV,نه,не
