,Concept_ID,be,bn
192,Falle::N,пастка,ফাঁদ
193,Schlinge::N,сіло,পাশ
194,Spur::N,след,চিহ্ন
195,Asche::N,попел,ভস্ম
196,Dreck::N,бруд,ময়লা
197,Eisen::N,жалеза,লোহা
198,Gold::N,золата,স্বর্ণ
199,Silber::N,сребра,রৌপ্য
200,Kohle::N,вугаль,অঙ্গার
201,Glas::N,шкло,কাচ
202,Lehm::N,гліна,মৃত্তিকা
203,Sand::N,пясок,বালি
204,Mensch::N,чалавек,নর
205,Mensch::N,чалавек,মানুষ
206,Mann::N,мужчына,মানুষ
207,Frau::N,жанчына,নারী
208,Kind::N,дзіця,বাচ্চা
209,Junge::N,хлопчык,ছেলে
210,Mädchen::N,дзяўчынка,মেয়ে
211,Familie::N,сямʼя,পরিবার
212,Großvater::N,дзядуля,মাতামহ
213,Großmutter::N,бабуля,মাতামহী
214,Eltern::N,бацькі,মাতাপিতা
215,Vater::N,бацька,পিতা
216,Mutter::N,маці,মাতা
217,Sohn::N,сын,ছেলে
218,Tochter::N,дачка,মেয়ে
219,Bruder::N,брат,দাদা
220,Schwester::N,сястра,বোন
221,Schwester::N,сястра,দিদি
222,Onkel::N,дзядзька,মামা
223,Tante::N,цётка,মাসী
224,Ehemann::N,муж,স্বামী
225,Ehefrau::N,жонка,পত্নী
226,Freude::N,радасць,উল্লাস
227,Gelächter::N,смех,হাসি
228,Glück::N,шчасце,সুখ
229,Kummer::N,гора,দুঃখ
230,Wunsch::N,жаданне,আকাঙ্ক্ষা
231,Lust::N,цяга,বাসনা
232,Geist::N,дух,আত্না
233,Gedanke::N,думка,চিন্তা
234,Gedächtnis::N,памяць,স্মরণশক্তি
235,Verstand::N,розум,মন
236,Sinn::N,сэнс,পদার্থ
237,Grund::N,зачэпка,কারণ
238,Wahrheit::N,праўда,সত্য
239,Gespräch::N,размова,কথাবার্তা
240,Märchen::N,казка,রূপকথা
241,Erzählung::N,расказ,গল্প
242,Erzählung::N,апавяданне,গল্প
243,Nachricht::N,вестка,তথ্য
244,Nachricht::N,паведамленне,তথ্য
245,Neuigkeit::N,навіна,খবরাখবর
246,Name::N,імя,নাম
247,Rätsel::N,загадка,ধাঁধা
248,Rede::N,прамова,বক্তৃতা
249,Sprache::N,мова,ভাষা
250,Stimme::N,голас,স্বর
251,Wort::N,слова,শব্দ
252,Zeichen::N,знак,প্রতীক
253,Ruf::N,кліч,ডাক
254,Lärm::N,шум,হৈচৈ
255,Laut::N,гук,ধ্বনি
256,Ton::N,гучанне,স্বর
257,Lied::N,песня,গান
258,Ruhe::N,спакой,শান্তি
259,Leute::N,людзі,প্রজাপুঞ্জ
260,Volk::N,народ,জাতি
261,Arbeit::N,праца,চাকরি
262,Arbeit::N,работа,চাকরি
263,Gast::N,госць,অতিথি
264,Geschenk::N,падарунак,উপহার
265,Spiel::N,гульня,খেলা
266,Gesellschaft::N,таварыства,সঙ্গিগণ
267,Hilfe::N,дапамога,সাহায্য
268,Freund::N,друг,বন্ধু
269,Freund::N,сябар,বন্ধু
270,Kamerad::N,прыяцель,সঙ্গী
271,Angelegenheit::N,справа,বিষয়
272,Anzahl::N,колькасць,পরিমাণ
273,Art::N,від,রকম
274,Stück::N,кусок,টুকরো
275,Stück::N,кавалак,টুকরো
276,Teil::N,частка,অংশ
277,Hälfte::N,палова,অর্ধেক
278,Hälfte::N,палавіна,অর্ধেক
279,Kreis::N,круг,বৃত্ত
280,Kreuz::N,крыж,ক্রুশ
281,Linie::N,лінія,রেখা
282,Strich::N,рыса,কষি
283,Abstand::N,прамежак,ফাঁক
284,Entfernung::N,адлегласць,ব্যবধান
285,Gegend::N,мясцовасць,ক্ষেত্র
286,Platz::N,месца,জায়গা
287,Ort::N,месца,স্থান
288,Seite::N,бок,পার্শ্ব
289,Mitte::N,сярэдзіна,মধ্য
290,Gegenstand::N,прадмет,জিনিস
291,Sache::N,рэч,বস্তু
292,Rand::N,край,কানা
293,Kante::N,руб,ধার
294,Kante::N,кант,ধার
295,Ecke::N,вугал,কোণ
296,Spitze::N,кончык,ডগা
297,Ende::N,канец,প্রান্ত
298,Loch::N,дзірка,গর্ত
299,Winkel::N,вугал,কোণ
300,Muster::N,узор,নমুন্
301,Größe::N,памер,আয়তন
302,Länge::N,даўжыня,দৈর্ঘ্য
303,Höhe::N,вышыня,উচ্চতা
304,Gewicht::N,вага,ওজন
305,Menge::N,колькасць,পরিমাণ
306,Haufen::N,куча,পুঞ্জ
307,Reihe::N,рад,শ্রেণী
308,Boot::N,лодка,নৌকা
309,Ruder::N,вясло,দাঁড়
310,Schlitten::N,сані,স্নেজ্-গাড়ি
311,Ski::N,лыжа,শী
312,Lagerfeuer::N,вогнішча,অগ্নি
313,Last::N,цяжар,বোঝা
314,Gang::N,ход,হণ্টন
315,Schritt::N,шаг,পদ
316,Schritt::N,крок,পদ
317,Norden::N,поўнач,উত্তরদিক্
318,Süden::N,поўдзень,দক্ষিণদিক
319,Westen::N,захад,পশ্চিমদিক্
320,Osten::N,усход,পূর্বদিক
321,Holz::N,дрэва,কাঠ
322,Holz::N,драўніна,কাঠ
323,Brett::N,дошка,তক্তা
324,Platte::N,пліта,ফলক
325,Stütze::N,падпорка,নাগদণ্ড
326,Stange::N,жэрдка,দণ্ড
327,Stock::N,палка,ছড়ি
328,Stab::N,шост,যষ্টি
329,Rohr::N,труба,নল
330,Haus::N,дом,ঘর
331,Heim::N,дом,বাসা
332,Heim::N,хата,বাসা
333,Ofen::N,печ,স্টোভ্
334,Fußboden::N,падлога,গহতল
335,Tisch::N,стол,মেজ
336,Tisch::N,стол,টেবিল
337,Stuhl::N,стул,চেয়ার
338,Stuhl::N,стул,কেদারা
339,Stuhl::N,крэсла,চেয়ার
340,Stuhl::N,крэсла,কেদারা
341,Wiege::N,калыска,দোলনা
342,Bett::N,ложак,শয্যা
343,Bett::N,пасцель,শয্যা
344,Regal::N,паліца,তাক
345,Kiste::N,скрынка,বাক্স
346,Fenster::N,акно,জানালা
347,Tür::N,дзверы,দ্বার
348,Tor::N,вароты,দ্বার
349,Zaun::N,агароджа,বেড়া
350,Dach::N,дах,ছাদ
351,Leiter::N,лесвіца,মই
352,Besen::N,мятла,গুল্মবিশেষ
353,Spaten::N,лапата,কোদাল
354,Spaten::N,жалязняк,কোদাল
355,Schaufel::N,шуфлік,বেলচা
356,Schaufel::N,лапатка,বেলচা
357,Gabel::N,відэлец,কাঁটা
358,Löffel::N,лыжка,চামচ
359,Messer::N,нож,ছুরি
360,Nagel::N,цвік,পেরেক
361,Netz::N,сетка,জাল
362,Haken::N,крук,কাচি
363,Griff::N,ручка,হাতল
364,Schloss::N,замок,তালা
365,Bild::N,карціна,ছবি
366,Bild::N,карціна,চিত্র
367,Figur::N,фігура,আকার
368,Puppe::N,лялька,পুতুল
369,Beutel::N,мяшок,বটুয়া
370,Bündel::N,вязка,আঁটি
371,Tasche::N,торба,থলি
372,Eimer::N,вядро,বাল্তি
373,Deckel::N,накрыўка,আবরণ
374,Geschirr::N,пасуда,থালা-বাসন
375,Sack::N,мех,বস্তা
376,Tasse::N,кубак,কাপ
377,Topf::N,каструля,পাত্র
378,Kessel::N,кацёл,কেটলি
379,Essen::N,ежа,আহার
380,Nahrung::N,харч,খাদ্য
381,Speise::N,страва,খাদ্য
382,Fleisch::N,мяса,মাংস
383,Getreide::N,збожжа,শস্য
384,Brei::N,каша,মণ্ড
385,Brot::N,хлеб,রুটি
386,Scheibe::N,луста,ফালি
387,Scheibe::N,скібка,ফালি
388,Fett::N,тлушч,মেদ
389,Butter::N,масла,মাখন
390,Öl::N,алей,তৈল
391,Salz::N,соль,নুন
392,Suppe::N,суп,শুরুয়া
393,Honig::N,мёд,মধু
394,Milch::N,малако,দুধ
395,Tee::N,чай,চা
396,Tee::N,гарбата,চা
397,Leder::N,скура,পাকা চামড়া
398,Wolle::N,воўна,পশম
399,Stoff::N,тканіна,বস্ত্র
400,Nadel::N,іголка,সুচ
401,Faden::N,нітка,সূত্র
402,Knopf::N,гузік,বোতাম
403,Knoten::N,вузел,গিঁট
404,Farbe::N,фарба,রং
405,Kleidung::N,адзенне,কাপড়
406,Hemd::N,кашуля,শার্ট
407,Kragen::N,каўнер,গলবন্ধ
408,Ärmel::N,рукаў,আস্তিন্
409,Hose::N,штаны,ট্রাউজার
410,Gürtel::N,пояс,কটিবন্ধ
411,Mütze::N,шапка,টুপি
412,Schuh::N,чаравік,জুতো
413,Stiefel::N,бот,বুট
414,Ring::N,кольца,আংটি
415,Band::N,стужка,ফিতা
416,Kamm::N,расчоска,চিরুনি
417,Spiegel::N,люстра,আয়না
418,Riemen::N,рэмень,চাবুক
419,Schnur::N,вяроўка,দড়ি
420,Leine::N,павадок,শিকল
421,Decke::N,коўдра,কম্বল
422,Kissen::N,падушка,উপাধান
423,Tuch::N,хустка,বস্ত্র
424,Handtuch::N,ручнік,তোয়ালে
425,Kraft::N,сіла,জোর
426,Stärke::N,моц,শক্তি
427,Gesundheit::N,здароўе,স্বাস্থ্য
428,Krankheit::N,хвароба,অসুখ
429,Krankheit::N,хвароба,ব্যামো
430,Schmerz::N,боль,যন্ত্রণা
431,Wunde::N,рана,ক্ষত
432,Fieber::N,гарачка,জ্বর
433,Fieber::N,ліхаманка,জ্বর
434,Arznei::N,лекі,ঔষধ
435,Brücke::N,мост,সেতু
436,Brunnen::N,калодзеж,কূপ
437,Weide::N,паша,পশুচারণভূমি
438,Pfad::N,сцежка,পথ
439,Weg::N,шлях,পথ
440,Weg::N,дарога,পথ
441,Straße::N,вуліца,রাস্তা
442,Dorf::N,вёска,গ্রাম
443,Stadt::N,горад,শহর
444,Brief::N,ліст,চিঠি
445,Brief::N,пісьмо,চিঠি
446,Buch::N,кніга,বই
447,Buchstabe::N,літара,অক্ষর
448,Zeitung::N,газета,সংবাদপত্র
449,Leben::N,жыццё,জীবন
450,Tod::N,смерць,মৃত্যু
451,Grab::N,магіла,কবর
452,Kirche::N,касцёл,গির্জা
453,Kirche::N,царква,গির্জা
454,Sünde::N,грэх,পাপ
455,Gott::N,бог,দেবতা
456,Arbeiter::N,рабочы,শ্রমিক
457,Chef::N,начальнік,নেতা
458,Meister::N,майстар,ব্যক্তি
459,Arzt::N,урач,চিকিৎসক
460,Lehrer::N,настаўнік,অধ্যাপক
461,Geld::N,грошы,মুদ্রা
462,Geld::N,грошы,টাকাপয়সা
463,Geschäft::N,заняцце,ব্যস্ততা
464,Laden::N,крама,দোকান
465,Laden::N,магазін,দোকান
466,Preis::N,цана,মূল্য
467,Ware::N,тавар,পণ্যদ্রব্য
468,Nutzen::N,выгада,সুবিধা
469,Reichtum::N,багацце,ধনদৌলত
470,Welt::N,свет,জগৎ
471,Land::N,краіна,খেত
472,Staat::N,дзяржава,রাষ্ট্র
473,König::N,кароль,রাজা
474,Macht::N,улада,প্রভাব
475,Grenze::N,граніца,সীমা
476,Krieg::N,вайна,যুদ্ধ
477,Feind::N,вораг,শত্রু
478,Gewalt::N,насілле,জোর
479,Kampf::N,барацьба,লড়াই
480,Bogen[Waffe]::N,лук,ধনুক
481,Pfeil::N,страла,বাণ
482,Gewehr::N,ружжо,বন্দুক
483,Fehler::N,памылка,ভুল
484,Lüge::N,хлусня,মিথ্যা
485,Schaden::N,шкода,ক্ষতি
486,Unglück::N,ліха,দুর্ভাগ্য
487,Unglück::N,бядота,দুর্ভাগ্য
488,Schuld::N,віна,অপরাধ
489,Alter::N,узрост,আয়ু
490,Schluss::N,канец,শেষ
491,Zeit::N,час,সময়
492,Tag::N,дзень,দিন
493,Morgen::N,ранак,সকাল
494,Morgen::N,раніца,সকাল
495,Mittag::N,паўдня,মধ্যাহু
496,Mittag::N,поўдзень,মধ্যাহু
497,Abend::N,вечар,সন্ধ্যা
498,Nacht::N,ноч,রাত্রি
499,Woche::N,тыдзень,সপ্তাহ
500,Monat::N,месяц,মাস
501,Jahr::N,год,সৌরবর্ষ
502,Frühling::N,вясна,বসন্তকাল
503,Sommer::N,лета,গ্রীষ্মকাল
504,Herbst::N,восень,শরংঋতু
505,Winter::N,зіма,শীতকাল
506,Januar::N,студзень,জানুয়ারী
507,Februar::N,люты,ফেব্রুয়ারী
508,März::N,сакавік,মার্চ
509,April::N,красавік,এপ্রিল
510,Mai::N,май,মে
511,Mai::N,травень,মে
512,Juni::N,чэрвень,জুন
513,Juli::N,ліпень,জুলাই
514,August::N,жнівень,অগাস্ট
515,September::N,верасень,সেপ্টেম্বর
516,Oktober::N,кастрычнік,অক্টোবর
517,November::N,лістапад,নভেম্বর
518,Dezember::N,снежань,ডিসেম্বর
519,Montag::N,панядзелак,সোমবার
520,Dienstag::N,аўторак,মঙ্গলবার
521,Mittwoch::N,серада,বুধবার
522,Donnerstag::N,чацвер,বৃহম্পতিবার
523,Freitag::N,пятніца,শুক্রবার
524,Samstag::N,субота,শনিবার
525,Sonntag::N,нядзеля,রবিবার
526,groß::A,вялікі,বৃহৎ
527,klein::A,маленькі,ছোট
528,lang::A,доўгі,দীর্ঘ
529,kurz::A,кароткі,খর্ব
530,kurz::A,кароткі,হ্রস্ব
531,breit::A,шырокі,চওড়া
532,schmal::A,вузкі,সরু
533,dicht::A,густы,ঘন
534,dick[Gegenstand]::A,тоўсты,পুরু
535,dünn::A,тонкі,কৃশ
536,fein::A,тонкі,সূক্ষ্ম
537,fest::A,моцны,দৃঢ়
538,flach::A,плоскі,সমতল
539,glatt::A,гладкі,মসৃণ
540,hart::A,цвёрды,শক্ত
541,weich::A,мяккі,নরম
542,rund::A,круглы,গোলাকার
543,spitz::A,спічасты,তীক্ষ্ন
544,spitz::A,востраканцовы,তীক্ষ্ন
545,scharf::A,востры,শাণিত
546,stumpf::A,тупы,ভোঁতা
547,schwer::A,цяжкі,ভারী
548,schön::A,прыгожы,সুন্দর
549,heiß::A,гарачы,গরম
550,warm::A,цёплы,ঈষদুষ্ণ
551,kalt::A,холадны,ঠাণ্ডা
552,kühl::A,халаднаваты,শীতল
553,frisch::A,свежы,তাজা
554,feucht::A,вільготны,ভিজা
555,nass::A,мокры,ভিজা
556,trocken::A,сухі,শুষ্ক
557,voll::A,поўны,পূর্ণ
558,leer::A,пусты,খালি
559,offen::A,адкрыты,খোলা
560,offen::A,адчынены,খোলা
561,geschlossen::A,закрыты,বন্ধ
562,geschlossen::A,зачынены,বন্ধ
563,sauber::A,чысты,নির্মল
564,schmutzig::A,брудны,নোংরা
565,roh::A,сыры,কাঁচা
566,reif::A,спелы,পাকা
567,lecker::A,смачны,সুস্বাদ
568,süß::A,салодкі,মিষ্ট
569,bitter::A,горкі,তিক্ত
570,sauer::A,кіслы,টক
571,hell::A,светлы,উজ্জ্বল
572,dunkel::A,цёмны,অন্ধকারময়
573,schwarz::A,чорны,কালো
574,weiß::A,белы,সাদা
575,rot::A,чырвоны,লাল
576,gelb::A,жоўты,হলদে
577,blau::A,сіні,নীল
578,grün::A,зялёны,সবুজ
579,grau::A,шэры,ছাই-রঙা
580,bunt::A,пяресты,রঙিন
581,billig::A,танны,সস্তা
582,teuer::A,дарагі,আক্রা
583,wertvoll::A,цэнны,মহার্ঘ
584,wertvoll::A,каштоўны,মহার্ঘ
585,blind::A,сляпы,কানা
586,taub::A,глухі,বধির
587,kräftig::A,магутны,বিশাল
588,stark::A,сільны,শক্তিশালী
589,schwach::A,слабы,দুর্বল
590,fett::A,тлусты,মোটা
591,schlank::A,стройны,কৃশ
592,hübsch::A,чароўны,সুন্দর
593,böse::A,злы,খারাপ
594,dumm::A,дурны,মূর্খ
595,faul::A,лянівы,শ্রমবিমুখ
596,fleißig::A,руплівы,পরিশ্রমী
597,geizig::A,прагны,ব্যয়কুণ্ঠ
598,klug::A,разумны,দক্ষ
599,geschickt::A,умелы,পটু
600,lieb::A,мілы,প্রেয়
601,lustig::A,вясёлы,প্রফুল্ল
602,sanft::A,ласкавы,নম্র
603,hungrig::A,галодны,ক্ষুধার্ত
604,krank::A,хворы,অসুস্থ
605,nackt::A,голы,উলঙ্গ
606,traurig::A,сумны,দুঃখিত
607,lebendig::A,жывы,জীবিত
608,gut::A,добры,ভালো
609,schlecht::A,кепскі,মন্দ
610,richtig::A,правільны,ঠিক
611,schlimm::A,агідны,কদর্য
612,wahr::A,сапраўдны,বাস্তব
613,alt::A,стары,পুরাতন
614,neu::A,новы,নব
615,neu::A,новы,নূতন
616,ehemalig::A,былы,পূর্বকালীন
617,alt[Lebewesen]::A,стары,বৃদ্ধ
618,jung::A,малады,তরুণ
619,arm::A,бедны,ক্ষুদ্র
620,reich::A,багаты,ধনবান্
621,bekannt::A,знаёмы,সুপরিচিত
622,berühmt::A,славуты,বিখ্যাত
623,fremd::A,чужы,বিদেশি
624,verschieden::A,розны,বিসদৃশ
625,nah::A,блізкі,নিকটবতী
626,fern::A,далёкі,দুরবতী
627,linker::A,левы,বাম
628,rechter::A,правы,ডান
629,rechter::A,правы,ডাইন
630,anderer::A,іншы,অন্যতর
631,anderer::A,другі,অন্যতর
632,erster::A,першы,প্রথম
633,zweiter::A,другі,দ্বিতীয়
634,dritter::A,трэці,তৃতীয়
635,letzter::A,апошні,সর্বশেষ
636,allein::ADV,сам,একক
637,allein::ADV,адзін,একক
638,auf einmal::ADV,адразу,জলদি
639,zusammen::ADV,разам,একসঙ্গে
640,lange::ADV,доўга,লম্বা
641,plötzlich::ADV,раптам,হঠাৎ
642,sofort::ADV,зараз,মুহ্ণর্তমধ্যে
643,später::ADV,пазней,পশ্চাতে
644,jetzt::ADV,цяпер,এখন
645,heute::ADV,сёння,আজ
646,morgen::ADV,заўтра,আগামিকাল
647,bald::ADV,хутка,অস্পকালমধ্যে
648,bald::ADV,неўзабаве,অস্পকালমধ্যে
649,dann::ADV,потым,তখন
650,gestern::ADV,учора,গতকাল
651,einst::ADV,аднойчы,একবার মাত্র
652,damals::ADV,тады,তখন
653,danach::ADV,затым,পরে
654,vorher::ADV,раней,আগে
655,zuerst::ADV,спярша,আগে
656,zuerst::ADV,спачатку,আগে
657,einmal::ADV,адзін раз,একবার
658,manchmal::ADV,часам,কখনও কখনও
659,oft::ADV,часта,ঘনঘন
660,immer::ADV,заўсёды,সর্বদা
661,niemals::ADV,ніколі,কখলও নহে
662,hier::ADV,тут,এখানে
663,hierhin::ADV,сюды,এখানে
664,von hier::ADV,адсюль,ত্রই স্তান হইতে
665,von hier::ADV,адгэтуль,ত্রই স্তান হইতে
666,dort::ADV,там,ওখানে
667,dorthin::ADV,туды,ওখানে
668,geradeaus::ADV,прама,অগ্রগামী
669,vorwärts::ADV,наперад,সন্মুখিকে
670,rückwärts::ADV,назад,খিরিয়া
671,zurück::ADV,назад,পিঠ
672,unten::ADV,унізе,নীচে
673,hinab::ADV,уніз,নিম্নগামী
674,oben::ADV,угары,উপরে
675,oben::ADV,наверсе,উপরে
676,hinauf::ADV,угару,উচ্চতর অংশে
677,überall::ADV,усюды,সর্বত্র
678,nicht::ADV,не,না
679,ein wenig::ADV,трошкі,অল্প
680,kaum::ADV,ледзьве,কষ্টসহকাবে
681,sehr::ADV,вельмі,খুব
682,so::ADV,так,তত
683,noch::ADV,яшчэ,এখন পর্যস্ত
684,nur::ADV,толькі,শুধু
685,schon::ADV,ужо,ইতঃপুর্বে
686,wieder::ADV,зноў,আবার
687,vergebens::ADV,дарма,বিফলে
688,vergebens::ADV,дарэмна,বিফলে
689,vor::PRP,перад,সম্মুখে
690,hinter::PRP,за,পশ্চাতে
691,hinter::PRP,ззаду,পশ্চাতে
692,unter::PRP,пад,নীচে
693,durch::PRP,праз,দ্বারা
694,neben::PRP,каля,কাছে
695,zwischen::PRP,між,মধ্যে
696,zwischen::PRP,паміж,মধ্যে
697,wegen::PRP,з-за,জন্য
698,dies::PRN,гэта,এটা
699,das::PRN,тое,ওটা
700,alles::PRN,усё,সব
701,ich::PRN,я,আমি
702,du::PRN,ты,তুমি
703,er::PRN,ён,উনি
704,wir::PRN,мы,আমরা
705,ihr::PRN,вы,তোমরা
706,sie::PRN,яны,তারা
707,was::FPRN,што,কি
708,wer::FPRN,хто,কে
709,wo::FADV,дзе,কোথায়
710,wohin::FADV,куды,কোথায়
711,wie::FADV,як,কেমন
712,warum::FADV,чаму,কেন
713,wieviel::FNUM,колькі,কত
714,eins::NUM,адзін,অক
715,zwei::NUM,два,দুই
716,drei::NUM,тры,তিন
