,Concept_ID,he,sv
129,Blume::N,פרח,blomma
130,Blume::N,פרח,blomster
131,Gras::N,דשא,gräs
132,Wurzel::N,שרש,rot
133,Baum::N,עץ,träd
134,Stamm::N,גזע,stam
135,Rinde::N,קלפת עץ,bark
136,Ast::N,ענף,gren
137,Zweig::N,ענף,kvist
138,Blatt::N,עלה,löv
139,Blatt::N,עלה,blad
140,Birke::N,שדר,björk
141,Kiefer[Baum]::N,ארן,tall
142,Weide[Baum]::N,ערבה,pil
143,Weide[Baum]::N,ערבה,vide
144,Tanne::N,אשוח,gran
145,Horn::N,קרן,horn
146,Feder::N,נוצה,fjäder
147,Fell::N,פרוה,fäll
148,Fell::N,פרוה,skinn
149,Flügel::N,כנף,vinge
150,Klaue::N,טלף,klöv
151,Kralle::N,טפר,klo
152,Schwanz::N,זנב,svans
153,Schwanz::N,זנב,stjärt
154,Ei::N,ביצה,ägg
155,Nest::N,קן,rede
156,Nest::N,קן,näste
157,Bau::N,מחלה,bo
158,Tier::N,חיה,djur
159,Herde::N,עדר,flock
160,Kuh::N,פרה,ko
161,Bulle::N,פר,tjur
162,Pferd::N,סוס,häst
163,Schaf::N,כבשה,får
164,Schwein::N,חזיר,svin
165,Hund::N,כלב,hund
166,Katze::N,חתול,katt
167,Bär::N,דב,björn
168,Eichhörnchen::N,סנאי,ekorre
169,Elch::N,דישון,älg
170,Fuchs::N,שועל,räv
171,Hase::N,ארנב,hare
172,Maus::N,עכבר,mus
173,Wolf::N,זאב,varg
174,Vogel::N,צפור,fågel
175,Schwarm::N,נחיל,svärm
176,Schwarm::N,להקה,svärm
177,Huhn::N,תרנגלת,höns
178,Hahn::N,תרנגול,tupp
179,Gans::N,אוז,gås
180,Adler::N,עיט,örn
181,Ente::N,ברוז,anka
182,Eule::N,ינשוף,uggla
183,Kranich::N,עגור,trana
184,Kranich::N,כרוכיה,trana
185,Krähe::N,עורב,kråka
186,Kuckuck::N,קוקיה,gök
187,Schwan::N,ברבור,svan
188,Fisch::N,דג,fisk
189,Barsch::N,אוקונוס,abborre
190,Hecht::N,זאב הים,gädda
191,Schlange[Tier]::N,נחש,orm
192,Wurm::N,תולעת,mask
193,Spinne::N,עכביש,spindel
194,Ameise::N,נמלה,myra
195,Laus::N,כנה,lus
196,Mücke::N,יתוש,mygga
197,Fliege::N,זבוב,fluga
198,Schmetterling::N,פרפר,fjäril
199,Beere::N,ענבה,bär
200,Apfel::N,תפוח,äpple
201,Pilz::N,פטריה,svamp
202,Zwiebel::N,בצל,lök
203,Saat::N,זרעים,sådd
204,Korn::N,גרעין,korn
205,Heu::N,חציר,hö
206,Schale::N,קלפה,skal
207,Grube::N,בור,grop
208,Grube::N,שוחה,grop
209,Falle::N,מלכדת,fälla
210,Schlinge::N,לולאה,snara
211,Spur::N,עקבה,spår
212,Asche::N,אפר,aska
213,Dreck::N,זהמה,lort
214,Eisen::N,ברזל,järn
215,Gold::N,זהב,guld
216,Silber::N,כסף,silver
217,Kohle::N,פחם,kol
218,Glas::N,זכוכית,glas
219,Lehm::N,חרסית,lera
220,Sand::N,חול,sand
221,Mensch::N,אדם,människa
222,Mann::N,איש,man
223,Mann::N,גבר,man
224,Frau::N,אשה,kvinna
225,Frau::N,גברת,kvinna
226,Kind::N,ילד,barn
227,Junge::N,ילד,pojke
228,Mädchen::N,נערה,flicka
229,Familie::N,משפחה,familj
230,Großvater::N,סבא,morfar
231,Großmutter::N,סבתא,farmor
232,Eltern::N,הורים,föräldrar
233,Vater::N,אב,far
234,Mutter::N,אם,mor
235,Sohn::N,בן,son
236,Tochter::N,בת,dotter
237,Bruder::N,אח,bror
238,Schwester::N,אחות,syster
239,Onkel::N,דוד,morbror
240,Tante::N,דודה,tant
241,Ehemann::N,איש,äkta man
242,Ehemann::N,בעל,äkta man
243,Ehefrau::N,אשה,hustru
244,Freude::N,שמחה,fröjd
245,Freude::N,שמחה,glädje
246,Gelächter::N,צחוק,åtlöje
247,Glück::N,אשר,lycka
248,Kummer::N,יגון,sorg
249,Kummer::N,עגמה,sorg
250,Wunsch::N,אחול,önskan
251,Wunsch::N,משאלה,önskan
252,Lust::N,חשק,lust
253,Lust::N,תשוקה,lust
254,Geist::N,רוח,ande
255,Gedanke::N,מחשבה,tanke
256,Gedächtnis::N,זכרון,minne
257,Verstand::N,שכל,förstånd
258,Sinn::N,מובן,mening
259,Sinn::N,מובן,betydelse
260,Sinn::N,משמעות,mening
261,Sinn::N,משמעות,betydelse
262,Grund::N,סבה,skäl
263,Grund::N,סבה,grund
264,Wahrheit::N,אמת,sanning
265,Gespräch::N,דיון,samtal
266,Märchen::N,אגדה,saga
267,Erzählung::N,ספור,berättelse
268,Nachricht::N,ידיעה,meddelande
269,Neuigkeit::N,חדשה,nyhet
270,Name::N,שם,namn
271,Rätsel::N,תעלומה,gåta
272,Rede::N,נאום,tal
273,Sprache::N,לשון,språk
274,Stimme::N,קול,stämma
275,Wort::N,מלה,ord
276,Zeichen::N,סימן,tecken
277,Ruf::N,קריאה,rop
278,Lärm::N,רעש,bråk
279,Lärm::N,רעש,oväsen
280,Laut::N,הגה,ljud
281,Ton::N,צליל,ton
282,Lied::N,שיר,sång
283,Ruhe::N,שלוה,ro
284,Ruhe::N,שלוה,lugn
285,Leute::N,אנשים,folk
286,Volk::N,עם,folk
287,Arbeit::N,עבודה,arbete
288,Gast::N,אורח,gäst
289,Geschenk::N,מתנה,gåva
290,Geschenk::N,מתנה,present
291,Spiel::N,משחק,lek
292,Spiel::N,משחק,spel
293,Gesellschaft::N,חברה,sällskap
294,Hilfe::N,עזרה,hjälp
295,Freund::N,חבר,vän
296,Freund::N,ידיד,vän
297,Kamerad::N,רע,kamrat
298,Angelegenheit::N,ענין,ärende
299,Angelegenheit::N,ענין,angelägenhet
300,Anzahl::N,מספר,antal
301,Art::N,סוג,art
302,Art::N,סוג,slag
303,Stück::N,חתיכה,stycke
304,Teil::N,פרק,del
305,Hälfte::N,חצי,halva
306,Kreis::N,מעגל,krets
307,Kreis::N,מעגל,cirkel
308,Kreuz::N,צלב,kors
309,Kreuz::N,צלב,kryss
310,Linie::N,קו,linje
311,Strich::N,קו קצר,streck
312,Abstand::N,מרחק,avstånd
313,Entfernung::N,מרחק,avstånd
314,Gegend::N,נוף,trakt
315,Platz::N,שטח,plats
316,Ort::N,אתר,plats
317,Ort::N,אתר,ställe
318,Ort::N,מקום,plats
319,Ort::N,מקום,ställe
320,Seite::N,צד,sida
321,Mitte::N,אמצע,mitt
322,Gegenstand::N,אוביקט,föremål
323,Sache::N,דבר,sak
324,Rand::N,פרור,rand
325,Kante::N,קצה,kant
326,Ecke::N,פנה,vrå
327,Ecke::N,פנה,hörn
328,Spitze::N,קצה,spets
329,Ende::N,סוף,ända
330,Loch::N,חר,hål
331,Winkel::N,פנה,vinkel
332,Muster::N,תבנית,mönster
333,Größe::N,גדל,storlek
334,Länge::N,ארך,längd
335,Höhe::N,קומה,höjd
336,Höhe::N,גבה,höjd
337,Gewicht::N,משקל,tyngd
338,Menge::N,כמות,mängd
339,Haufen::N,ערמה,hög
340,Reihe::N,רצף,rad
341,Boot::N,סירה,båt
342,Ruder::N,משוט,åra
343,Schlitten::N,מזחלת,släde
344,Ski::N,מגלשים,skida
345,Lagerfeuer::N,מדורה,lägereld
346,Last::N,משא,last
347,Last::N,משא,börda
348,Gang::N,הליכה,gång
349,Schritt::N,צעד,steg
350,Norden::N,צפון,norr
351,Süden::N,דרום,söder
352,Westen::N,מערב,väster
353,Osten::N,מזרח,öster
354,Holz::N,עץ,trä
355,Brett::N,קרש,bräda
356,Platte::N,לוח,platta
357,Stütze::N,משען,stöd
358,Stütze::N,משען,stötta
359,Stange::N,מוט,stång
360,Stock::N,מקל,käpp
361,Stock::N,מקל,pinne
362,Stab::N,מוט,stav
363,Rohr::N,צנור,rör
364,Haus::N,בית,hus
365,Heim::N,בית,hem
366,Ofen::N,תנור,ugn
367,Fußboden::N,רצפה,golv
368,Tisch::N,שלחן,bord
369,Stuhl::N,כסא,stol
370,Wiege::N,ערש,vagga
371,Bett::N,מטה,säng
372,Regal::N,מדף,hylla
373,Kiste::N,תבה,låda
374,Kiste::N,ארגז,låda
375,Fenster::N,חלון,fönster
376,Tür::N,דלת,dörr
377,Tor::N,שער,port
378,Zaun::N,גדר,staket
379,Zaun::N,גדר,stängsel
380,Dach::N,גג,tak
381,Leiter::N,סלם,stege
382,Besen::N,מטאטא,kvast
383,Spaten::N,את,spade
384,Schaufel::N,את,skovel
385,Schaufel::N,את,skyffel
386,Gabel::N,מזלג,gaffel
387,Löffel::N,כף,sked
388,Messer::N,סכין,kniv
389,Nagel::N,מסמר,spik
390,Netz::N,רשת,nät
391,Haken::N,וו,krok
392,Haken::N,קרס,krok
393,Griff::N,ידית,tag
394,Griff::N,ידית,handtag
395,Schloss::N,מנעול,las
396,Bild::N,תמונה,bild
397,Figur::N,פסל,figur
398,Puppe::N,בבה,docka
399,Beutel::N,שק,påse
400,Bündel::N,צרור,bunt
401,Bündel::N,צרור,knippa
402,Tasche::N,שקית,väska
403,Eimer::N,דלי,hink
404,Eimer::N,דלי,ämbar
405,Deckel::N,מכסה,lock
406,Geschirr::N,כלים,servis
407,Geschirr::N,כלים,porslin
408,Sack::N,שק,säck
409,Tasse::N,ספל,kopp
410,Topf::N,סיר,gryta
411,Topf::N,סיר,kastrull
412,Kessel::N,קנקן,kittel
413,Essen::N,אכל,mål
414,Essen::N,ארוחה,mål
415,Nahrung::N,הזנה,näring
416,Nahrung::N,תזונה,näring
417,Speise::N,מאכל,maträtt
418,Speise::N,ארוחה,maträtt
419,Fleisch::N,בשר,kött
420,Getreide::N,דגן,säd
421,Getreide::N,דגן,spannmål
422,Brei::N,מחית,gröt
423,Brot::N,לחם,bröd
424,Scheibe::N,עגול,skiva
425,Scheibe::N,פרוסה,skiva
426,Fett::N,שמן,fett
427,Butter::N,חמאה,smör
428,Öl::N,שמן,olja
429,Salz::N,מלח,salt
430,Suppe::N,מרק,soppa
431,Honig::N,דבש,honung
432,Milch::N,חלב,mjölk
433,Tee::N,תה,te
434,Leder::N,עור,läder
435,Wolle::N,צמר,ull
436,Wolle::N,צמר,ylle
437,Stoff::N,בד,tyg
438,Stoff::N,בד,stoff
439,Stoff::N,אריג,tyg
440,Stoff::N,אריג,stoff
441,Nadel::N,מחט,nål
442,Faden::N,חוט,tråd
443,Knopf::N,כפתור,knapp
444,Knoten::N,קשר,knut
445,Farbe::N,צבע,färg
446,Kleidung::N,בגדים,klädsel
447,Hemd::N,חלצה,skjorta
448,Kragen::N,צוארון,krage
449,Ärmel::N,שרוול,ärm
450,Hose::N,מכנסים,byxor
451,Gürtel::N,חגורה,bälte
452,Mütze::N,כובע,mössa
453,Schuh::N,נעל,sko
454,Stiefel::N,מגף,stövel
455,Ring::N,טבעת,ring
456,Band::N,סרט,band
457,Kamm::N,מסרק,kam
458,Spiegel::N,מראה,spegel
459,Riemen::N,רצועה,rem
460,Schnur::N,חבל,snöre
461,Leine::N,מושכות,lina
462,Decke::N,שמיכה,täcke
463,Kissen::N,כרית,dyna
464,Kissen::N,כרית,kudde
465,Tuch::N,צעיף,sjal
466,Handtuch::N,מגבת,handduk
467,Kraft::N,כוח,kraft
468,Stärke::N,און,styrka
469,Gesundheit::N,בריאות,hälsa
470,Krankheit::N,מחלה,sjukdom
471,Schmerz::N,כאב,smärta
472,Wunde::N,פציעה,sår
473,Fieber::N,חם,feber
474,Arznei::N,תרופה,medicin
475,Arznei::N,תרופה,läkemedel
476,Brücke::N,גשר,bro
477,Brunnen::N,באר,brunn
478,Weide::N,אחו,bete
479,Weide::N,מרעה,bete
480,Pfad::N,שביל,stig
481,Pfad::N,מדרכה,stig
482,Weg::N,דרך,väg
483,Straße::N,כביש,gata
484,Dorf::N,כפר,by
485,Stadt::N,עיר,stad
486,Brief::N,מכתב,brev
487,Buch::N,ספר,bok
488,Buchstabe::N,אות,bokstav
489,Zeitung::N,עתון,tidning
490,Leben::N,חיים,liv
491,Tod::N,מות,död
492,Grab::N,קבר,grav
493,Kirche::N,כנסיה,kyrka
494,Sünde::N,חטא,synd
495,Gott::N,אל,gud
496,Arbeiter::N,פועל,arbetare
497,Chef::N,ראש,chef
498,Chef::N,מנהל,chef
499,Meister::N,ממחה,mästare
500,Arzt::N,רופא,läkare
501,Lehrer::N,מורה,lärare
502,Geld::N,כסף,pengar
503,Geschäft::N,עסקה,rörelse
504,Laden::N,חנות,affär
505,Preis::N,מחיר,pris
506,Ware::N,סחורה,vara
507,Nutzen::N,תועלת,gagn
508,Nutzen::N,תועלת,nytta
509,Reichtum::N,עשר,rikedom
510,Welt::N,עולם,värld
511,Land::N,ארץ,land
512,Staat::N,מדינה,stat
513,König::N,מלך,kung
514,König::N,מלך,konung
515,Macht::N,כוח,makt
516,Grenze::N,גבול,gräns
517,Krieg::N,מלחמה,krig
518,Feind::N,אויב,fiende
519,Gewalt::N,אלימות,våld
520,Kampf::N,קרב,kamp
521,Kampf::N,קרב,strid
522,Kampf::N,לחימה,kamp
523,Kampf::N,לחימה,strid
524,Bogen[Waffe]::N,קשת,båge
525,Pfeil::N,חץ,pil
526,Gewehr::N,רובה,gevär
527,Fehler::N,טעות,fel
528,Lüge::N,שקר,lögn
529,Schaden::N,נזק,skada
530,Unglück::N,מזל רע,otur
531,Unglück::N,מזל רע,olycka
532,Schuld::N,אשמה,skuld
533,Alter::N,גיל,ålder
534,Schluss::N,סיום,slut
535,Zeit::N,זמן,tid
536,Tag::N,יום,dag
537,Morgen::N,בקר,morgon
538,Mittag::N,צהרים,middag
539,Abend::N,ערב,kväll
540,Nacht::N,לילה,natt
541,Woche::N,שבוע,vecka
542,Monat::N,חדש,månad
543,Jahr::N,שנה,år
544,Frühling::N,אביב,vår
545,Sommer::N,קיץ,sommar
546,Herbst::N,סתו,höst
547,Winter::N,חרף,vinter
548,Januar::N,ינואר,januari
549,Februar::N,פברואר,februari
550,März::N,מרץ,mars
551,April::N,אפריל,april
552,Mai::N,מאי,maj
553,Juni::N,יוני,juni
554,Juli::N,יולי,juli
555,August::N,אוגוסט,augusti
556,September::N,ספטמבר,september
557,Oktober::N,אוקטובר,oktober
558,November::N,נובמבר,november
559,Dezember::N,דצמבר,december
560,Montag::N,יום שני,måndag
561,Dienstag::N,יום שלישי,tisdag
562,Mittwoch::N,יום רביעי,onsdag
563,Donnerstag::N,יום חמישי,torsdag
564,Freitag::N,יום ששי,fredag
565,Samstag::N,יום שבת,lördag
566,Sonntag::N,יום ראשון,söndag
567,groß::A,גדול,stor
568,klein::A,קטן,liten
569,lang::A,ארך,lång
570,kurz::A,קצר,kort
571,breit::A,רחב,bred
572,schmal::A,צר,smal
573,dicht::A,צפוף,tät
574,dick[Gegenstand]::A,עבה,tjock
575,dünn::A,דק,tunn
576,fein::A,מעדן,fin
577,fest::A,מוצק,fast
578,flach::A,שטוח,platt
579,glatt::A,חלק,glatt
580,hart::A,קשיח,hård
581,weich::A,רך,mjuk
582,rund::A,עגל,rund
583,spitz::A,חד,toppig
584,spitz::A,חד,spetsig
585,scharf::A,חד,vass
586,scharf::A,חד,skarp
587,stumpf::A,קהה,slö
588,schwer::A,כבד,tung
589,schön::A,יפה,skön
590,schön::A,יפה,vacker
591,heiß::A,חם,het
592,warm::A,חם,varm
593,kalt::A,קר,kall
594,kühl::A,צונן,sval
595,kühl::A,צונן,kylig
596,frisch::A,טרי,färsk
597,feucht::A,לח,fuktig
598,nass::A,רטוב,våt
599,trocken::A,יבש,torr
600,voll::A,מלא,full
601,leer::A,ריק,tom
602,offen::A,פתוח,öppen
603,geschlossen::A,סגור,stängd
604,sauber::A,נקי,ren
605,schmutzig::A,מלכלך,snuskig
606,roh::A,חי,rå
607,reif::A,בשל,mogen
608,lecker::A,טעים,läcker
609,süß::A,מתוק,söt
610,bitter::A,מר,besk
611,bitter::A,מר,bitter
612,sauer::A,חמוץ,sur
613,hell::A,בהיר,ljus
614,dunkel::A,עמום,mörk
615,schwarz::A,שחר,svart
616,weiß::A,לבן,vit
617,rot::A,אדם,röd
618,gelb::A,צהב,gul
619,blau::A,כחל,blå
620,grün::A,ירק,grön
621,grau::A,אפר,grå
622,bunt::A,צבעוני,brokig
623,billig::A,זול,billig
624,teuer::A,יקר,dyr
625,wertvoll::A,יקר ערך,värdefull
626,blind::A,עור,blind
627,taub::A,חרש,döv
628,kräftig::A,חסן,kraftig
629,stark::A,חזק,stark
630,schwach::A,חלש,svag
631,fett::A,שמן,fet
632,schlank::A,רזה,slank
633,hübsch::A,יפה תאר,snygg
634,hübsch::A,יפה תאר,vacker
635,böse::A,רשע,ond
636,böse::A,רשע,elak
637,dumm::A,טפש,dum
638,faul::A,עצלן,lat
639,fleißig::A,חרוץ,flitig
640,geizig::A,קמצן,snål
641,geizig::A,קמצן,girig
642,klug::A,נבון,klok
643,klug::A,פקח,klok
644,geschickt::A,מימן,händig
645,geschickt::A,מימן,skicklig
646,lieb::A,יקר,kär
647,lieb::A,יקר,snäll
648,lieb::A,אהוב,kär
649,lieb::A,אהוב,snäll
650,lustig::A,עליז,rolig
651,lustig::A,עליז,lustig
652,sanft::A,עדין,mild
653,hungrig::A,רעב,hungrig
654,krank::A,חולה,sjuk
655,nackt::A,ערום,naken
656,traurig::A,עצוב,ledsen
657,traurig::A,עצוב,sorgsen
658,lebendig::A,חי,levande
659,gut::A,טוב,bra
660,schlecht::A,גרוע,dålig
661,richtig::A,נכון,riktig
662,schlimm::A,רע,illa
663,wahr::A,אמתי,sann
664,alt::A,ישן,gammal
665,neu::A,חדש,ny
666,ehemalig::A,לשעבר,forn
667,ehemalig::A,לשעבר,tidigare
668,alt[Lebewesen]::A,זקן,gammal
669,jung::A,צעיר,ung
670,arm::A,עני,fattig
671,reich::A,עשיר,rik
672,bekannt::A,ידוע,känd
673,berühmt::A,מפרסם,berömd
674,fremd::A,זר,främmande
675,verschieden::A,שונה,åtskillig
676,nah::A,קרוב,nära
677,fern::A,רחוק,fjärran
678,linker::A,שמאלי,vänster
679,rechter::A,ימין,höger
680,anderer::A,אחר,annan
681,erster::A,ראשון,första
682,zweiter::A,שני,andra
683,dritter::A,שלישי,tredje
684,letzter::A,אחרון,sist
685,allein::ADV,לבד,allena
686,auf einmal::ADV,בו-זמנית,på en gång
687,zusammen::ADV,ביחד,tillsammans
688,lange::ADV,הרבה זמן,länge
689,plötzlich::ADV,לפתע,plötsligt
690,plötzlich::ADV,פתאום,plötsligt
691,sofort::ADV,מיד,strax
692,sofort::ADV,מיד,genast
693,später::ADV,לאחר זמן,senare
694,später::ADV,יותר מאחר,senare
695,jetzt::ADV,עכשיו,nu
696,heute::ADV,היום,i dag
697,morgen::ADV,מחר,i morgon
698,bald::ADV,בקרוב,snart
699,dann::ADV,אחר-כך,då
700,gestern::ADV,אתמול,i går
701,einst::ADV,לפנים,en gång
702,damals::ADV,אז,då
703,damals::ADV,אז,den gången
704,danach::ADV,אחר-כך,därefter
705,vorher::ADV,לפני זה,före
706,vorher::ADV,לפני זה,förut
707,zuerst::ADV,קדם,först
708,einmal::ADV,פעם,en gång
709,manchmal::ADV,לפעמים,ibland
710,oft::ADV,לעתים קרובות,ofta
711,immer::ADV,תמיד,alltid
712,niemals::ADV,אף פעם,aldrig
713,hier::ADV,כאן,här
714,hierhin::ADV,פה,hit
715,von hier::ADV,מפה,härifrån
716,dort::ADV,שם,där
717,dorthin::ADV,שם,dit
718,geradeaus::ADV,ישר,rätt fram
719,vorwärts::ADV,קדימה,fram
720,vorwärts::ADV,קדימה,framåt
721,rückwärts::ADV,לאחור,baklänges
722,zurück::ADV,בחזרה,tillbaka
723,zurück::ADV,אחורנית,tillbaka
724,unten::ADV,למטה,nere
725,unten::ADV,למטה,nedanför
726,hinab::ADV,למטה,ned
727,hinab::ADV,למטה,nedåt
728,oben::ADV,מעל,ovan
729,oben::ADV,מעל,ovanpå
730,oben::ADV,למעלה,ovan
731,oben::ADV,למעלה,ovanpå
732,hinauf::ADV,למעלה,upp
733,hinauf::ADV,למעלה,uppåt
734,überall::ADV,בכל מקום,överallt
735,nicht::ADV,לא,ej
736,nicht::ADV,לא,inte
737,ein wenig::ADV,קצת,litet
738,kaum::ADV,בקשי,knappt
739,kaum::ADV,בקשי,knappast
740,sehr::ADV,מאוד,mycket
741,so::ADV,כך,så
742,so::ADV,ככה,så
743,noch::ADV,עוד,än
744,noch::ADV,עוד,ännu
745,noch::ADV,עדין,än
746,noch::ADV,עדין,ännu
747,nur::ADV,רק,bara
748,nur::ADV,רק,endast
749,schon::ADV,כבר,redan
750,wieder::ADV,שוב,åter
751,vergebens::ADV,לריק,förgäves
752,vergebens::ADV,לשוא,förgäves
753,vor::PRP,מול,utanför
754,hinter::PRP,מאחורי,bakom
755,unter::PRP,מתחת,under
756,durch::PRP,דרך,genom
757,durch::PRP,דרך,igenom
758,neben::PRP,ליד,bredvid
759,neben::PRP,ליד,vid sidan av
760,neben::PRP,על-יד,bredvid
761,neben::PRP,על-יד,vid sidan av
762,zwischen::PRP,בין,mellan
763,wegen::PRP,בשל,på grund av
764,wegen::PRP,בגלל,på grund av
765,dies::PRN,זה,detta
766,das::PRN,זה,det
767,alles::PRN,הכל,allt
768,ich::PRN,אני,jag
769,du::PRN,את,du
770,du::PRN,אתה,du
771,er::PRN,הוא,han
772,wir::PRN,אנחנו,vi
773,ihr::PRN,לה,ni
774,sie::PRN,הם,de
775,was::FPRN,מה,vad
776,wer::FPRN,מי,vem
777,wo::FADV,איפה,var
778,wohin::FADV,לאן,vart
779,wie::FADV,איך,hur
780,warum::FADV,למה,varför
781,wieviel::FNUM,כמה,hur mycket
782,eins::NUM,אחד,en
783,eins::NUM,אחד,ett
784,zwei::NUM,שתים,två
785,drei::NUM,שלושה,tre
786,vier::NUM,ארבעה,fyra
787,fünf::NUM,חמשה,fem
788,sechs::NUM,ששה,sex
789,sieben::NUM,שבעה,sju
790,acht::NUM,שמונה,åtta
791,neun::NUM,תשעה,nio
792,zehn::NUM,עשרה,tio
793,elf::NUM,אחת עשרה,elva
794,zwölf::NUM,שתים עשרה,tolv
795,zwanzig::NUM,עשרים,tjugo
796,dreißig::NUM,שלושים,trettio
797,vierzig::NUM,ארבעים,fyrtio
798,fünfzig::NUM,חמשים,femtio
799,sechzig::NUM,ששים,sextio
800,siebzig::NUM,שבעים,sjuttio
801,achtzig::NUM,שמונים,åttio
802,neunzig::NUM,תשעים,nittio
803,hundert::NUM,מאה,hundra
804,tausend::NUM,אלף,tusen
805,und::CNJ,ו,och
806,oder::CNJ,או,eller
807,stehen::V,עמד,stå
808,sitzen::V,ישב,sitta
809,liegen::V,שכב,ligga
810,hängen::V,היה תלוי,hänga
811,werden::V,הפך ל,bli
812,passieren::V,קרה,ske
813,passieren::V,קרה,hända
814,beginnen::V,התחיל,börja
815,enden::V,הסתים,ända
816,wechseln::V,השתנה,växla
817,aufgehen[Sonne]::V,זרח,gå upp
818,untergehen[Sonne]::V,שקע,gå ned
819,scheinen[Sonne]::V,בהק,skina
820,donnern::V,רעם,dundra
821,wehen::V,נשב,blåsa
822,strömen::V,זרם,forsa
823,strömen::V,זרם,strömma
824,fließen::V,זרם,flyta
825,sich drehen::V,הסתובב,snurra
826,schwanken::V,התנודד,vackla
827,schwingen::V,התנענע,svinga
828,fallen::V,נפל,falla
829,brennen::V,בער,brinna
830,rauchen::V,עשן,ryka
831,regnen::V,ירד גשם,regna
832,gefrieren::V,קפא,frysa
