,Concept_ID,et,es
306,Gesellschaft::N,selts,compañía
307,Hilfe::N,abi,ayuda
308,Hilfe::N,abi,socorro
309,Freund::N,sõber,amigo
310,Kamerad::N,sõber,camarada
311,Kamerad::N,sõber,compañero
312,Angelegenheit::N,asi,asunto
313,Anzahl::N,arv,cantidad
314,Anzahl::N,hulk,cantidad
315,Art::N,liik,tipo
316,Art::N,liik,clase
317,Stück::N,tükk,pieza
318,Teil::N,osa,parte
319,Hälfte::N,pool,mitad
320,Kreis::N,ring,círculo
321,Kreuz::N,rist,cruz
322,Linie::N,joon,línea
323,Strich::N,joon,raya
324,Strich::N,joon,trazo
325,Abstand::N,vahe,distancia
326,Entfernung::N,kaugus,distancia
327,Entfernung::N,vahemaa,distancia
328,Gegend::N,ümbrus,región
329,Gegend::N,ümbrus,comarca
330,Platz::N,ruum,espacio
331,Ort::N,paik,sitio
332,Seite::N,pool,lado
333,Seite::N,pool,costado
334,Mitte::N,keskpaik,medio
335,Mitte::N,keskpaik,centro
336,Gegenstand::N,ese,objeto
337,Sache::N,ese,cosa
338,Rand::N,äär,borde
339,Rand::N,serv,borde
340,Kante::N,kant,borde
341,Ecke::N,nurk,esquina
342,Spitze::N,teravik,punta
343,Ende::N,ots,cabo
344,Ende::N,ots,extremo
345,Ende::N,jupp,cabo
346,Ende::N,jupp,extremo
347,Loch::N,auk,agujero
348,Loch::N,auk,abertura
349,Winkel::N,nurk,ángulo
350,Muster::N,muster,dibujo
351,Größe::N,suurus,tamaño
352,Länge::N,pikkus,longitud
353,Höhe::N,kõrgus,altura
354,Höhe::N,kõrgus,altitud
355,Gewicht::N,kaal,peso
356,Gewicht::N,raskus,peso
357,Menge::N,arv,cantidad
358,Menge::N,hulk,cantidad
359,Haufen::N,hunnik,montón
360,Reihe::N,rivi,fila
361,Boot::N,paat,bote
362,Boot::N,paat,barca
363,Ruder::N,aer,remo
364,Schlitten::N,saan,trineo
365,Ski::N,suusk,esquí
366,Lagerfeuer::N,lõke,hoguera
367,Last::N,koorem,carga
368,Gang::N,käik,marcha
369,Schritt::N,samm,paso
370,Norden::N,põhi,norte
371,Süden::N,lõuna,sur
372,Westen::N,lääs,oeste
373,Osten::N,ida,este
374,Holz::N,puu,madera
375,Brett::N,saelaud,tabla
376,Platte::N,plaat,placa
377,Platte::N,plaat,plancha
378,Stütze::N,tugi,sostén
379,Stütze::N,tugi,soporte
380,Stange::N,latt,vara
381,Stange::N,latt,percha
382,Stange::N,teivas,vara
383,Stange::N,teivas,percha
384,Stock::N,kepp,palo
385,Stock::N,kepp,bastón
386,Stab::N,varras,vara
387,Stab::N,varras,bastón
388,Rohr::N,toru,tubo
389,Haus::N,maja,casa
390,Heim::N,kodu,hogar
391,Ofen::N,ahi,estufa
392,Fußboden::N,põrand,suelo
393,Tisch::N,laud,mesa
394,Stuhl::N,tool,silla
395,Wiege::N,häll,cuna
396,Wiege::N,kätki,cuna
397,Bett::N,voodi,cama
398,Regal::N,riiul,estantería
399,Kiste::N,kast,caja
400,Fenster::N,aken,ventana
401,Tür::N,uks,puerta
402,Tor::N,värav,puerta
403,Zaun::N,aed,valla
404,Zaun::N,aed,cercado
405,Zaun::N,tara,valla
406,Zaun::N,tara,cercado
407,Dach::N,katus,techo
408,Dach::N,katus,tejado
409,Leiter::N,redel,escalera
410,Besen::N,luud,escoba
411,Spaten::N,labidas,pala
412,Schaufel::N,kühvel,pala
413,Schaufel::N,kühvel,paleta
414,Gabel::N,kahvel,tenedor
415,Löffel::N,lusikas,cuchara
416,Messer::N,nuga,cuchillo
417,Nagel::N,nael,clavo
418,Netz::N,võrk,red
419,Haken::N,haak,gancho
420,Haken::N,haak,corchete
421,Haken::N,konks,gancho
422,Haken::N,konks,corchete
423,Griff::N,sang,asa
424,Griff::N,sang,mango
425,Griff::N,käepide,asa
426,Griff::N,käepide,mango
427,Schloss::N,lukk,cerradura
428,Bild::N,pilt,imagen
429,Figur::N,kuju,figura
430,Figur::N,kujund,figura
431,Puppe::N,nukk,muñeca
432,Beutel::N,paun,bolsa
433,Bündel::N,kimp,haz
434,Tasche::N,kott,bolso
435,Eimer::N,pang,cubo
436,Eimer::N,ämber,cubo
437,Deckel::N,kaas,tapa
438,Deckel::N,kaas,tapadera
439,Geschirr::N,nõud,vajilla
440,Sack::N,kott,saco
441,Tasse::N,tass,taza
442,Topf::N,pada,olla
443,Topf::N,pada,marmita
444,Kessel::N,pada,caldera
445,Essen::N,söök,comida
446,Nahrung::N,toit,alimento
447,Speise::N,roog,plato
448,Fleisch::N,liha,carne
449,Getreide::N,teravili,cereales
450,Brei::N,puder,puré
451,Brei::N,puder,papilla
452,Brot::N,sai,pan
453,Brot::N,leib,pan
454,Scheibe::N,viil,lonja
455,Scheibe::N,viil,rebanada
456,Scheibe::N,viilukas,lonja
457,Scheibe::N,viilukas,rebanada
458,Fett::N,rasv,grasa
459,Butter::N,või,mantequilla
460,Öl::N,õli,aceite
461,Salz::N,sool,sal
462,Suppe::N,supp,sopa
463,Honig::N,mesi,miel
464,Milch::N,piim,leche
465,Tee::N,tee,té
466,Leder::N,nahk,cuero
467,Wolle::N,vill,lana
468,Stoff::N,kangas,tela
469,Stoff::N,kangas,tejido
470,Nadel::N,nõel,aguja
471,Faden::N,niit,hilo
472,Knopf::N,nööp,botón
473,Knoten::N,sõlm,nudo
474,Farbe::N,värv,pintura
475,Kleidung::N,riided,ropa
476,Kleidung::N,riided,vestidos
477,Kleidung::N,riietus,ropa
478,Kleidung::N,riietus,vestidos
479,Hemd::N,särk,camisa
480,Kragen::N,krae,cuello
481,Ärmel::N,varrukas,manga
482,Hose::N,püksid,pantalón
483,Gürtel::N,vöö,cinturón
484,Mütze::N,müts,gorro
485,Schuh::N,king,zapato
486,Stiefel::N,saabas,bota
487,Ring::N,sõrmus,anillo
488,Band::N,lint,cinta
489,Kamm::N,kamm,peine
490,Spiegel::N,peegel,espejo
491,Riemen::N,rihm,correa
492,Schnur::N,nöör,cuerda
493,Leine::N,jalutusrihm,correa
494,Decke::N,tekk,manta
495,Kissen::N,padi,almohada
496,Tuch::N,kalev,pañuelo
497,Handtuch::N,käterätik,toalla
498,Kraft::N,jõud,fuerza
499,Stärke::N,tugevus,fuerza
500,Gesundheit::N,tervis,salud
501,Krankheit::N,haigus,enfermedad
502,Schmerz::N,valu,dolor
503,Wunde::N,haav,llaga
504,Wunde::N,haav,herida
505,Fieber::N,palavik,fiebre
506,Arznei::N,ravim,medicina
507,Arznei::N,ravim,medicamento
508,Brücke::N,sild,puente
509,Brunnen::N,kaev,pozo
510,Weide::N,karjamaa,pasto
511,Pfad::N,rada,sendero
512,Weg::N,tee,camino
513,Straße::N,tee,vía
514,Straße::N,tee,carretera
515,Dorf::N,küla,aldea
516,Dorf::N,küla,pueblo
517,Stadt::N,linn,ciudad
518,Brief::N,kiri,carta
519,Buch::N,raamat,libro
520,Buchstabe::N,täht,letra
521,Buchstabe::N,täht,carácter
522,Zeitung::N,ajaleht,diario
523,Zeitung::N,ajaleht,periódico
524,Leben::N,elu,vida
525,Tod::N,surm,muerte
526,Grab::N,haud,tumba
527,Grab::N,haud,sepulcro
528,Kirche::N,kirik,iglesia
529,Sünde::N,patt,pecado
530,Gott::N,jumal,dios
531,Arbeiter::N,tööline,obrero
532,Arbeiter::N,tööline,trabajador
533,Chef::N,ülemus,jefe
534,Chef::N,juhataja,jefe
535,Meister::N,meister,maestro
536,Arzt::N,arst,médico
537,Lehrer::N,õpetaja,profesor
538,Geld::N,raha,dinero
539,Geschäft::N,äri,negocio
540,Laden::N,pood,tienda
541,Laden::N,kauplus,tienda
542,Preis::N,hind,precio
543,Ware::N,kaup,mercancía
544,Nutzen::N,tulu,provecho
545,Nutzen::N,kasulikkus,provecho
546,Reichtum::N,rikkus,riqueza
547,Welt::N,maailm,mundo
548,Land::N,maa,país
549,Staat::N,riik,Estado
550,König::N,kuningas,rey
551,Macht::N,võim,poder
552,Macht::N,võim,potencia
553,Grenze::N,piir,frontera
554,Krieg::N,sõda,guerra
555,Feind::N,vaenlane,enemigo
556,Gewalt::N,väevõim,violencia
557,Kampf::N,võitlus,lucha
558,Kampf::N,võitlus,combate
559,Bogen[Waffe]::N,vibu,arco
560,Pfeil::N,nool,flecha
561,Gewehr::N,püss,fusil
562,Gewehr::N,püss,escopeta
563,Fehler::N,viga,error
564,Lüge::N,vale,mentira
565,Schaden::N,kahju,daño
566,Unglück::N,häda,desgracia
567,Unglück::N,õnnetus,desgracia
568,Schuld::N,süü,culpa
569,Alter::N,iga,edad
570,Schluss::N,lõpp,fin
571,Schluss::N,lõpp,final
572,Zeit::N,aeg,tiempo
573,Tag::N,päev,día
574,Morgen::N,hommik,mañana
575,Mittag::N,lõuna,mediodía
576,Mittag::N,keskpäev,mediodía
577,Abend::N,õhtu,noche
578,Nacht::N,öö,noche
579,Woche::N,nädal,semana
580,Monat::N,kuu,mes
581,Jahr::N,aasta,año
582,Frühling::N,kevad,primavera
583,Sommer::N,suvi,verano
584,Herbst::N,sügis,otoño
585,Winter::N,talv,invierno
586,Januar::N,jaanuar,enero
587,Februar::N,veebruar,febrero
588,März::N,märts,marzo
589,April::N,aprill,abril
590,Mai::N,mai,mayo
591,Juni::N,juuni,junio
592,Juli::N,juuli,julio
593,August::N,august,agosto
594,September::N,september,septiembre
595,Oktober::N,oktoober,octubre
596,November::N,november,noviembre
597,Dezember::N,detsember,diciembre
598,Montag::N,esmaspäev,lunes
599,Dienstag::N,teisipäev,martes
600,Mittwoch::N,kesknädal,miércoles
601,Donnerstag::N,neljapäev,jueves
602,Freitag::N,reede,viernes
603,Samstag::N,laupäev,sábado
604,Sonntag::N,pühapäev,domingo
605,groß::A,suur,grande
606,klein::A,väike,pequeño
607,klein::A,pisike,pequeño
608,lang::A,pikk,largo
609,kurz::A,lühike,corto
610,breit::A,lai,ancho
611,schmal::A,kitsas,estrecho
612,dicht::A,tihe,denso
613,dick[Gegenstand]::A,jäme,grueso
614,dünn::A,õhuke,fino
615,dünn::A,õhuke,delgado
616,dünn::A,peenike,fino
617,dünn::A,peenike,delgado
618,fein::A,peen,fino
619,fein::A,peen,delicado
620,fein::A,õhuke,fino
621,fein::A,õhuke,delicado
622,fest::A,püsiv,firme
623,fest::A,püsiv,sólido
624,fest::A,kindel,firme
625,fest::A,kindel,sólido
626,flach::A,lame,plano
627,flach::A,tasane,plano
628,glatt::A,sile,liso
629,hart::A,kõva,duro
630,weich::A,pehme,muelle
631,rund::A,ümar,redondo
632,spitz::A,torkav,agudo
633,spitz::A,torkav,apuntado
634,scharf::A,terav,agudo
635,scharf::A,terav,afilado
636,stumpf::A,nüri,sin filo
637,schwer::A,raske,pesado
638,schön::A,kena,bello
639,schön::A,kena,hermoso
640,heiß::A,kuum,caluroso
641,heiß::A,palav,caluroso
642,warm::A,soe,cálido
643,warm::A,soe,caliente
644,kalt::A,külm,frío
645,kühl::A,jahe,fresco
646,frisch::A,värske,fresco
647,feucht::A,niiske,húmedo
648,nass::A,märg,mojado
649,trocken::A,kuiv,seco
650,voll::A,täis,lleno
651,leer::A,tühi,vacío
652,offen::A,avatud,abierto
653,offen::A,lahtine,abierto
654,geschlossen::A,suletud,cerrado
655,sauber::A,puhas,limpio
656,schmutzig::A,räpane,sucio
657,schmutzig::A,määrdunud,sucio
658,roh::A,toores,crudo
659,reif::A,küps,maduro
660,lecker::A,hõrk,rico
661,lecker::A,hõrk,sabroso
662,lecker::A,maitsev,rico
663,lecker::A,maitsev,sabroso
664,süß::A,magus,dulce
665,bitter::A,mõru,amargo
666,sauer::A,hapu,agrio
667,hell::A,hele,claro
668,dunkel::A,pime,oscuro
669,schwarz::A,must,negro
670,weiß::A,valge,blanco
671,rot::A,punane,rojo
672,gelb::A,kollane,amarillo
673,blau::A,sinine,azul
674,grün::A,roheline,verde
675,grau::A,hall,gris
676,bunt::A,kirju,multicolor
677,bunt::A,värviline,multicolor
678,billig::A,odav,barato
679,teuer::A,kallis,caro
680,wertvoll::A,väärtuslik,valioso
681,wertvoll::A,väärtuslik,precioso
682,blind::A,pime,ciego
683,taub::A,kurt,sordo
684,kräftig::A,jõuline,fuerte
685,stark::A,tugev,fuerte
686,stark::A,tugev,vigoroso
687,schwach::A,nõrk,débil
688,schwach::A,jõuetu,débil
689,fett::A,rasvane,obeso
690,schlank::A,sale,esbelto
691,hübsch::A,kena,mono
692,hübsch::A,kena,guapo
693,böse::A,tige,malo
694,dumm::A,juhm,tonto
695,dumm::A,juhm,estúpido
696,dumm::A,rumal,tonto
697,dumm::A,rumal,estúpido
698,faul::A,laisk,vago
699,faul::A,laisk,perezoso
700,fleißig::A,virk,aplicado
701,fleißig::A,virk,diligente
702,fleißig::A,hoolas,aplicado
703,fleißig::A,hoolas,diligente
704,geizig::A,ihne,avaro
705,klug::A,tark,sensato
706,klug::A,tark,inteligente
707,klug::A,arukas,sensato
708,klug::A,arukas,inteligente
709,klug::A,mõistlik,sensato
710,klug::A,mõistlik,inteligente
711,geschickt::A,osav,hábil
712,lieb::A,armas,querido
713,lustig::A,lõbus,alegre
714,sanft::A,õrn,suave
715,hungrig::A,näljane,hambriento
716,krank::A,haige,enfermo
717,nackt::A,alasti,desnudo
718,traurig::A,kurb,triste
719,lebendig::A,elus,vivo
720,lebendig::A,elus,viviente
721,gut::A,hea,bueno
722,schlecht::A,halb,malo
723,richtig::A,õige,justo
724,richtig::A,õige,correcto
725,schlimm::A,paha,malo
726,schlimm::A,paha,grave
727,wahr::A,tõene,verídico
728,wahr::A,tõene,verdadero
729,alt::A,vana,viejo
730,neu::A,uus,nuevo
731,ehemalig::A,endine,antiguo
732,alt[Lebewesen]::A,vana,viejo
733,jung::A,noor,joven
734,arm::A,vaene,pobre
735,reich::A,rikas,rico
736,bekannt::A,teada,conocido
737,bekannt::A,tuttav,conocido
738,berühmt::A,tuntud,famoso
739,berühmt::A,tuntud,célebre
740,fremd::A,võõras,extraño
741,verschieden::A,erinev,diverso
742,verschieden::A,erinev,distinto
743,verschieden::A,erinev,diferente
744,nah::A,lähedane,cercano
745,fern::A,kauge,lejano
746,linker::A,vasak,izquierdo
747,rechter::A,parem,derecho
748,anderer::A,muu,otro
749,anderer::A,teine,otro
750,erster::A,esimene,primero
751,zweiter::A,teine,segundo
752,dritter::A,kolmas,tercero
753,letzter::A,viimane,último
754,allein::ADV,üksi,a solo
755,auf einmal::ADV,korraga,de una vez
756,auf einmal::ADV,ühekorraga,de una vez
757,zusammen::ADV,koos,juntos
758,zusammen::ADV,üheskoos,juntos
759,lange::ADV,kaua,mucho tiempo
760,plötzlich::ADV,äkki,de repente
761,plötzlich::ADV,järsku,de repente
762,sofort::ADV,kohe,en seguida
763,später::ADV,hiljem,más tarde
764,jetzt::ADV,nüüd,ahora
765,heute::ADV,täna,hoy
766,morgen::ADV,homme,mañana
767,bald::ADV,pea,pronto
768,bald::ADV,pea,en breve
769,bald::ADV,varsti,pronto
770,bald::ADV,varsti,en breve
771,dann::ADV,siis,luego
772,dann::ADV,siis,entonces
773,gestern::ADV,eile,ayer
774,einst::ADV,vanasti,antaño
775,damals::ADV,tookord,entonces
776,danach::ADV,seejärel,después
777,vorher::ADV,enne,antes
778,zuerst::ADV,enne,primero
779,zuerst::ADV,esmalt,primero
780,einmal::ADV,kord,una vez
781,einmal::ADV,üks kord,una vez
782,manchmal::ADV,mõnikord,a veces
783,oft::ADV,tihti,a menudo
784,oft::ADV,tihti,con frecuencia
785,oft::ADV,sageli,a menudo
786,oft::ADV,sageli,con frecuencia
787,immer::ADV,ikka,siempre
788,immer::ADV,alati,siempre
789,niemals::ADV,mitte kunagi,jamás
790,hier::ADV,siin,aquí
791,hierhin::ADV,siia,acá
792,von hier::ADV,siit,desde aquí
793,dort::ADV,seal,ahí
794,dort::ADV,seal,allí
795,dorthin::ADV,sinna,allí
796,dorthin::ADV,sinna,hacia allí
797,geradeaus::ADV,otse edasi,todo derecho
798,vorwärts::ADV,edasi,adelante
799,rückwärts::ADV,tagurpidi,hacia atrás
800,zurück::ADV,tagasi,atrás
801,unten::ADV,all,abajo
802,unten::ADV,allpool,abajo
803,hinab::ADV,alla,hacia abajo
804,oben::ADV,ülal,arriba
805,hinauf::ADV,üles,hacia arriba
806,überall::ADV,kõikjal,por todas partes
807,nicht::ADV,ei,no
808,nicht::ADV,mitte,no
809,ein wenig::ADV,veidi,un poco
810,ein wenig::ADV,natuke,un poco
811,kaum::ADV,vaevalt,apenas
812,sehr::ADV,väga,muy
813,sehr::ADV,väga,mucho
814,so::ADV,nii,tan
815,noch::ADV,veel,aún
816,noch::ADV,veel,todavía
817,nur::ADV,ainult,solamente
818,schon::ADV,juba,ya
819,wieder::ADV,jälle,de nuevo
820,vergebens::ADV,asjata,en vano
821,vor::PRP,ees,antes de
822,vor::PRP,ees,delante de
823,hinter::PRP,taha,tras
824,hinter::PRP,taha,detrás de
825,unter::PRP,all,bajo
826,unter::PRP,all,debajo de
827,durch::PRP,läbi,por
828,durch::PRP,läbi,a través de
829,durch::PRP,kaudu,por
830,durch::PRP,kaudu,a través de
831,neben::PRP,kõrval,al lado de
832,zwischen::PRP,vahel,entre
833,wegen::PRP,tõttu,por
834,wegen::PRP,tõttu,a causa de
835,wegen::PRP,pärast,por
836,wegen::PRP,pärast,a causa de
837,dies::PRN,see,esto
838,das::PRN,see,eso
839,das::PRN,see,esto
840,alles::PRN,kõik,todo
841,ich::PRN,mina,yo
842,du::PRN,sina,tú
843,er::PRN,tema,él
844,wir::PRN,me,nosotros
845,ihr::PRN,te,vosotros
846,sie::PRN,nad,ellos
