,Concept_ID,be,ps
63,Geruch::N,пах,بوی
64,Schlaf::N,сон,خوب
65,Traum::N,сон,خوب
66,Himmel::N,неба,اسمان
67,Sonne::N,сонца,لمر
68,Mond::N,месяц,سپوږمۍ
69,Stern::N,зорка,ستوری
70,Luft::N,паветра,هوا
71,Wind::N,вецер,ورښ
72,Welle::N,хваля,موج
73,Wasser::N,вада,اوبه
74,Stein::N,камень,ډبره
75,Boden::N,глеба,مځکه
76,Erde::N,зямля,خاوره
77,Staub::N,пыл,ګرد
78,Staub::N,пыл,خاوره
79,Rauch::N,дым,دود
80,Rauch::N,дым,لوګی
81,Funke::N,іскра,سپرغۍ
82,Feuer::N,агонь,اور
83,Licht::N,святло,رڼا
84,Schatten::N,цень,سیوری
85,Wetter::N,пагода,هوا
86,Wetter::N,надворʼе,هوا
87,Nebel::N,туман,لړه
88,Wolke::N,воблака,ورېځ
89,Regen::N,дождж,وریا
90,Regen::N,дождж,باران
91,Schnee::N,снег,واوره
92,Eis::N,лёд,یخ
93,Eis::N,лёд,کنګل
94,Frost::N,мароз,یخ
95,Kälte::N,холад,ساړه
96,Hitze::N,спёка,تودوخي
97,Raureif::N,іней,سپینه پرخه
98,Regenbogen::N,вясёлка,بوډۍ ټال
99,Regenbogen::N,вясёлка,سره زرغونه
100,Donner::N,гром,تالنده
101,Strömung::N,цячэнне,بهېدنه
102,Tropfen::N,кропля,قطره
103,Tropfen::N,кропля,څاڅکی
104,Schaum::N,пена,ځګ
105,Schmutz::N,гразь,ناپاکي
106,See::N,возера,جهیل
107,Sumpf::N,багна,جبه
108,Moor::N,балота,جبه
109,Wiese::N,луг,چمن
110,Wiese::N,луг,شنېلی
111,Wald::N,лес,ځنګل
112,Hügel::N,узгорак,تپه
113,Anhöhe::N,узвышша,غونډۍ
114,Berg::N,гара,غ‍‍‍‍‍ر
115,Gipfel::N,вяршыня,څوکه
116,Höhle::N,пячора,کاز
117,Abhang::N,схіл,لمن
118,Quelle::N,крыніца,چینه
119,Bach::N,ручай,واله
120,Fluss::N,рака,سیند
121,Ufer::N,бераг,غاړه
122,Küste::N,узбярэжжа,ساحل
123,Festland::N,суша,وچه
124,Meer::N,мора,بحر
125,Meer::N,мора,سمندر
126,Bucht::N,бухта,کارۍ
127,Insel::N,востраў,ټاپو
128,Insel::N,востраў,جزيره
129,Blume::N,кветка,ګل
130,Gras::N,трава,واښه
131,Wurzel::N,корань,ریښه
132,Baum::N,дрэва,ونه
133,Stamm::N,ствол,ډډ
134,Rinde::N,кара,پوستکی
135,Ast::N,сук,ښاخ
136,Zweig::N,галіна,څانګه
137,Blatt::N,ліст,پاڼه
138,Birke::N,бяроза,توس
139,Kiefer[Baum]::N,хвоя,نښتر
140,Kiefer[Baum]::N,сасна,نښتر
141,Weide[Baum]::N,вярба,وله
142,Tanne::N,яліна,ناجو
143,Horn::N,рог,ښکر
144,Feder::N,пяро,بڼکه
145,Fell::N,шкура,پوستکی
146,Flügel::N,крыло,وزر
147,Klaue::N,кіпцюр,پنجه
148,Klaue::N,кіпцюр,منګول
149,Kralle::N,лапа,پنجه
150,Kralle::N,лапа,منګول
151,Schwanz::N,хвост,لکۍ
152,Ei::N,яйка,وۍ
153,Ei::N,яйка,هګۍ
154,Nest::N,гняздо,جاله
155,Bau::N,нара,کاز
156,Tier::N,жывёла,ژوی
157,Tier::N,жывёла,حیوان
158,Herde::N,статак,رمه
159,Herde::N,статак,غېله
160,Kuh::N,карова,غوا
161,Bulle::N,бык,غوئی
162,Pferd::N,конь,آس
163,Schaf::N,авечка,پسه
164,Schwein::N,свіння,سرکوزی
165,Hund::N,сабака,سپی
166,Katze::N,кошка,پشه
167,Bär::N,мядзведзь,خرس
168,Eichhörnchen::N,вавёрка,خړ لمی
169,Elch::N,лось,ګوزن
170,Fuchs::N,ліса,سپلم
171,Hase::N,заяц,سوی
172,Maus::N,мыш,مږک
173,Wolf::N,воўк,لېوه
174,Vogel::N,птах,مرغه
175,Vogel::N,птушка,مرغه
176,Schwarm::N,чарада,سېل
177,Huhn::N,курыца,چرګه
178,Hahn::N,певень,چرګ
179,Gans::N,гусь,بته
180,Adler::N,арол,عقاب
181,Ente::N,качка,ایلۍ
182,Eule::N,сава,ګونګی
183,Kranich::N,жораў,کلنګ
184,Kranich::N,журавель,کلنګ
185,Krähe::N,варона,کارغه
186,Kuckuck::N,зязюля,فاخته
187,Schwan::N,лебедзь,قو
188,Fisch::N,рыба,کب
189,Fisch::N,рыба,ماهی
190,Barsch::N,акунь,
191,Hecht::N,шчупак,
192,Schlange[Tier]::N,змяя,مار
193,Wurm::N,чарвяк,چینجی
194,Spinne::N,павук,غڼه
195,Spinne::N,павук,تارکښ
196,Ameise::N,мурашка,مېږی
197,Laus::N,вош,سپږه
198,Mücke::N,камар,ماشی
199,Fliege::N,муха,مچ
200,Schmetterling::N,матыль,پتنګ
201,Beere::N,ягада,مېوۍ
202,Apfel::N,яблык,مڼه
203,Pilz::N,грыб,خرېړی
204,Zwiebel::N,цыбуля,پیاز
205,Saat::N,семя,تخم
206,Korn::N,зерне,تخم
207,Korn::N,зерне,دانه
208,Heu::N,сена,بوس
209,Heu::N,сена,پروړه
210,Schale::N,шалупінне,پوستکی
211,Grube::N,яма,کنده
212,Falle::N,пастка,دام
213,Falle::N,пастка,لومه
214,Schlinge::N,сіло,کړۍ
215,Spur::N,след,نښه
216,Asche::N,попел,آس
217,Asche::N,попел,ایره
218,Dreck::N,бруд,ناپاکي
219,Eisen::N,жалеза,اوسپنه
220,Gold::N,золата,سره زر
221,Silber::N,сребра,نقره
222,Silber::N,сребра,سپین زر
223,Kohle::N,вугаль,سکور
224,Kohle::N,вугаль,سکاره
225,Glas::N,шкло,ښيښه
226,Lehm::N,гліна,خټه
227,Sand::N,пясок,شګه
228,Mensch::N,чалавек,انسان
229,Mann::N,мужчына,سړی
230,Mann::N,мужчына,نارینه
231,Frau::N,жанчына,ښځه
232,Kind::N,дзіця,بچی
233,Kind::N,дзіця,ماشوم
234,Junge::N,хлопчык,هلک
235,Mädchen::N,дзяўчынка,نجلۍ
236,Familie::N,сямʼя,کورنۍ
237,Großvater::N,дзядуля,بابا
238,Großmutter::N,бабуля,انا
239,Eltern::N,бацькі,مور او پلار
240,Vater::N,бацька,پلار
241,Mutter::N,маці,مور
242,Sohn::N,сын,زوی
243,Tochter::N,дачка,لور
244,Bruder::N,брат,ورور
245,Schwester::N,сястра,خور
246,Onkel::N,дзядзька,تره
247,Onkel::N,дзядзька,ماما
248,Tante::N,цётка,خاله
249,Ehemann::N,муж,مېړه
250,Ehefrau::N,жонка,مېرمن
251,Freude::N,радасць,خوشحالي
252,Gelächter::N,смех,خندا
253,Glück::N,шчасце,بخت
254,Kummer::N,гора,غم
255,Wunsch::N,жаданне,هيله
256,Wunsch::N,жаданне,غوښتنه
257,Lust::N,цяга,شوق
258,Lust::N,цяга,مینه
259,Geist::N,дух,روح
260,Gedanke::N,думка,فکر
261,Gedächtnis::N,памяць,یاد
262,Gedächtnis::N,памяць,حافظه
263,Verstand::N,розум,عقل
264,Verstand::N,розум,شعور
265,Sinn::N,сэнс,معنی
266,Grund::N,зачэпка,علت
267,Grund::N,зачэпка,اساس
268,Wahrheit::N,праўда,حقیقت
269,Gespräch::N,размова,مرکه
270,Gespräch::N,размова,خبرې اترې
271,Märchen::N,казка,افسانه
272,Erzählung::N,расказ,قصه
273,Erzählung::N,расказ,کیسه
274,Erzählung::N,апавяданне,قصه
275,Erzählung::N,апавяданне,کیسه
276,Nachricht::N,вестка,خبر
277,Nachricht::N,паведамленне,خبر
278,Neuigkeit::N,навіна,نوی خبر
279,Name::N,імя,نوم
280,Rätsel::N,загадка,کیسۍ
281,Rätsel::N,загадка,چیستان
282,Rede::N,прамова,وینا
283,Sprache::N,мова,ژبه
284,Stimme::N,голас,غږ
285,Stimme::N,голас,اواز
286,Wort::N,слова,لغت
287,Wort::N,слова,کلمه
288,Zeichen::N,знак,نښه
289,Zeichen::N,знак,اشاره
290,Ruf::N,кліч,ږغ
291,Ruf::N,кліч,بلنه
292,Lärm::N,шум,غالمغال
293,Laut::N,гук,ږغ
294,Ton::N,гучанне,اواز
295,Lied::N,песня,غزله
296,Lied::N,песня,سندره
297,Ruhe::N,спакой,ارامي
298,Leute::N,людзі,خلک
299,Volk::N,народ,ولس
300,Arbeit::N,праца,کار
301,Arbeit::N,работа,کار
302,Gast::N,госць,مېلمه
303,Geschenk::N,падарунак,تحفه
304,Geschenk::N,падарунак,سوغات
305,Spiel::N,гульня,لوبه
306,Gesellschaft::N,таварыства,ډله
307,Hilfe::N,дапамога,کومک
308,Hilfe::N,дапамога,مرسته
309,Freund::N,друг,ملګری
310,Freund::N,сябар,ملګری
311,Kamerad::N,прыяцель,انډيوال
312,Angelegenheit::N,справа,موضوع
313,Anzahl::N,колькасць,شمېر
314,Anzahl::N,колькасць,تعداد
315,Art::N,від,ډول
316,Stück::N,кусок,ټوټه
317,Stück::N,кавалак,ټوټه
318,Teil::N,частка,برخه
319,Hälfte::N,палова,نیم
320,Hälfte::N,палавіна,نیم
321,Kreis::N,круг,دایره
322,Kreuz::N,крыж,صلیب
323,Linie::N,лінія,خط
324,Linie::N,лінія,لیکه
325,Strich::N,рыса,کرښه
326,Abstand::N,прамежак,فاصله
327,Entfernung::N,адлегласць,واټن
328,Gegend::N,мясцовасць,سیمه
329,Gegend::N,мясцовасць,منطقه
330,Platz::N,месца,ځای
331,Ort::N,месца,ځای
332,Seite::N,бок,مخ
333,Seite::N,бок,اړخ
334,Mitte::N,сярэдзіна,وسط
335,Mitte::N,сярэдзіна,مینځ
336,Gegenstand::N,прадмет,شی
337,Sache::N,рэч,شی
338,Sache::N,рэч,څيز
339,Rand::N,край,څنډه
340,Rand::N,край,کناره
341,Kante::N,руб,اړخ
342,Kante::N,кант,اړخ
343,Ecke::N,вугал,ګوټ
344,Spitze::N,кончык,څوکه
345,Ende::N,канец,څوکه
346,Loch::N,дзірка,سوری
347,Winkel::N,вугал,کنج
348,Winkel::N,вугал,کوتی
349,Muster::N,узор,نمونه
350,Größe::N,памер,قد
351,Größe::N,памер,لويوالی
352,Länge::N,даўжыня,طول
353,Länge::N,даўжыня,اوږد والی
354,Höhe::N,вышыня,جګوالی
355,Gewicht::N,вага,وزن
356,Menge::N,колькасць,اندازه
357,Haufen::N,куча,کوټه
358,Reihe::N,рад,صف
359,Reihe::N,рад,کتار
360,Boot::N,лодка,قايق
361,Ruder::N,вясло,چپه
362,Schlitten::N,сані,ښویېدونی
363,Ski::N,лыжа,سکي
364,Lagerfeuer::N,вогнішча,اور
365,Last::N,цяжар,بار
366,Last::N,цяжар,پېټی
367,Gang::N,ход,تګ
368,Schritt::N,шаг,ګام
369,Schritt::N,крок,ګام
370,Norden::N,поўнач,شمال
371,Süden::N,поўдзень,سوېل
372,Westen::N,захад,لوېدېځ
373,Osten::N,усход,شرق
374,Osten::N,усход,ختیځ
375,Holz::N,дрэва,لرګی
376,Holz::N,драўніна,لرګی
377,Brett::N,дошка,تخته
378,Platte::N,пліта,تخته
379,Stütze::N,падпорка,تکیوان
380,Stange::N,жэрдка,ډاګه
381,Stock::N,палка,لرګی
382,Stab::N,шост,چيخله
383,Rohr::N,труба,نل
384,Haus::N,дом,کور
385,Heim::N,дом,کور
386,Heim::N,хата,کور
387,Ofen::N,печ,تودنۍ
388,Fußboden::N,падлога,غولی
389,Tisch::N,стол,مېز
390,Stuhl::N,стул,چوکۍ
391,Stuhl::N,крэсла,چوکۍ
392,Wiege::N,калыска,زانګو
393,Bett::N,ложак,کټ
394,Bett::N,ложак,چپرکټ
395,Bett::N,пасцель,کټ
396,Bett::N,пасцель,چپرکټ
397,Regal::N,паліца,تاخچۍ
398,Kiste::N,скрынка,صندوق
399,Fenster::N,акно,کړکۍ
400,Tür::N,дзверы,دروازه
401,Tor::N,вароты,دروازه
402,Zaun::N,агароджа,کټاره
403,Dach::N,дах,بام
404,Leiter::N,лесвіца,زينه
405,Besen::N,мятла,جارو
406,Spaten::N,лапата,یوم
407,Spaten::N,жалязняк,یوم
408,Schaufel::N,шуфлік,بېلچه
409,Schaufel::N,лапатка,بېلچه
410,Gabel::N,відэлец,پنجه
411,Löffel::N,лыжка,کاشوغه
412,Messer::N,нож,چاقو
413,Nagel::N,цвік,ميخ
414,Netz::N,сетка,جال
415,Haken::N,крук,څنګک
416,Griff::N,ручка,لاستی
417,Schloss::N,замок,کلپ
418,Bild::N,карціна,رسم
419,Figur::N,фігура,قدوقامت
420,Puppe::N,лялька,ګوډۍ
421,Beutel::N,мяшок,کڅوړه
422,Bündel::N,вязка,دسته
423,Tasche::N,торба,بکس
424,Tasche::N,торба,توبره
425,Eimer::N,вядро,سطل
426,Deckel::N,накрыўка,سرپوښ
427,Geschirr::N,пасуда,لوښی
428,Sack::N,мех,جوال
429,Tasse::N,кубак,پیاله
430,Topf::N,каструля,دېګی
431,Kessel::N,кацёл,دېګ
432,Essen::N,ежа,خوراک
433,Nahrung::N,харч,خوراک
434,Speise::N,страва,خواړه
435,Fleisch::N,мяса,غوښه
436,Getreide::N,збожжа,غله
437,Brei::N,каша,اوګره
438,Brot::N,хлеб,ډوډۍ
439,Scheibe::N,луста,مړۍ
440,Scheibe::N,скібка,مړۍ
441,Fett::N,тлушч,غوړي
442,Butter::N,масла,کوچ
443,Öl::N,алей,تېل
444,Salz::N,соль,مالګه
445,Suppe::N,суп,شوربا
446,Honig::N,мёд,شات
447,Milch::N,малако,شوده
448,Tee::N,чай,چای
449,Tee::N,гарбата,چای
450,Leder::N,скура,څرمن
451,Wolle::N,воўна,پشم
452,Stoff::N,тканіна,ټوټه
453,Nadel::N,іголка,ستن
454,Faden::N,нітка,تار
455,Knopf::N,гузік,تڼۍ
456,Knopf::N,гузік,تکمه
457,Knoten::N,вузел,غوټه
458,Farbe::N,фарба,رنګ
459,Kleidung::N,адзенне,کالي
460,Hemd::N,кашуля,کميس
461,Kragen::N,каўнер,غاړه
462,Ärmel::N,рукаў,لستوڼی
463,Hose::N,штаны,پطلون
464,Gürtel::N,пояс,کمربند
465,Mütze::N,шапка,خولۍ
466,Schuh::N,чаравік,بوټ
467,Stiefel::N,бот,موزه
468,Ring::N,кольца,ګوته
469,Band::N,стужка,فيته
470,Kamm::N,расчоска,ګمنځ
471,Spiegel::N,люстра,ایینه
472,Spiegel::N,люстра,هنداره
473,Riemen::N,рэмень,تسمه
474,Schnur::N,вяроўка,مزی
475,Leine::N,павадок,رسۍ
476,Decke::N,коўдра,بړستن
477,Kissen::N,падушка,بالښت
478,Tuch::N,хустка,ټیکری
479,Handtuch::N,ручнік,دسمال
480,Kraft::N,сіла,زور
481,Kraft::N,сіла,توان
482,Stärke::N,моц,قوت
483,Gesundheit::N,здароўе,صحت
484,Gesundheit::N,здароўе,روغتیا
485,Krankheit::N,хвароба,مرض
486,Krankheit::N,хвароба,ناروغي
487,Schmerz::N,боль,درد
488,Wunde::N,рана,ټپ
489,Wunde::N,рана,زخم
490,Fieber::N,гарачка,تبه
491,Fieber::N,ліхаманка,تبه
492,Arznei::N,лекі,دوا
493,Arznei::N,лекі,دارو
494,Brücke::N,мост,پول
495,Brunnen::N,калодзеж,څاه
496,Brunnen::N,калодзеж,کوهی
497,Weide::N,паша,وله
498,Pfad::N,сцежка,تړه
499,Weg::N,шлях,لیار
500,Weg::N,дарога,لیار
501,Straße::N,вуліца,سړک
502,Dorf::N,вёска,کلی
503,Stadt::N,горад,ښار
504,Brief::N,ліст,لیک
505,Brief::N,ліст,مکتوب
506,Brief::N,пісьмо,لیک
507,Brief::N,пісьмо,مکتوب
508,Buch::N,кніга,کتاب
509,Buchstabe::N,літара,حرف
510,Buchstabe::N,літара,توری
511,Zeitung::N,газета,اخبار
512,Leben::N,жыццё,ژوند
513,Tod::N,смерць,مرګ
514,Tod::N,смерць,مړینه
515,Grab::N,магіла,قبر
516,Grab::N,магіла,ډورۍ
517,Kirche::N,касцёл,کلیسا
518,Kirche::N,царква,کلیسا
519,Sünde::N,грэх,ګناه
520,Gott::N,бог,خدای
521,Arbeiter::N,рабочы,کاریګر
522,Chef::N,начальнік,آمر
523,Meister::N,майстар,استاد
524,Arzt::N,урач,طبیب
525,Arzt::N,урач,ډاکټر
526,Lehrer::N,настаўнік,معلم
527,Lehrer::N,настаўнік,ښوونکی
528,Geld::N,грошы,پیسې
529,Geschäft::N,заняцце,سوداګري
530,Laden::N,крама,دکان
531,Laden::N,крама,مغازه
532,Laden::N,магазін,دکان
533,Laden::N,магазін,مغازه
534,Preis::N,цана,بیه
535,Ware::N,тавар,مال
536,Nutzen::N,выгада,ګټه
537,Reichtum::N,багацце,شتمني
538,Welt::N,свет,نړۍ
539,Welt::N,свет,دنیا
540,Land::N,краіна,هېواد
541,Staat::N,дзяржава,دولت
542,König::N,кароль,باچا
543,König::N,кароль,پادشاه
544,Macht::N,улада,قدرت
545,Grenze::N,граніца,حد
546,Grenze::N,граніца,سرحد
547,Krieg::N,вайна,جګړه
548,Feind::N,вораг,دښمن
549,Gewalt::N,насілле,زور
550,Gewalt::N,насілле,تشدد
551,Kampf::N,барацьба,جنګ
552,Kampf::N,барацьба,مبارزه
553,Bogen[Waffe]::N,лук,لیندۍ
554,Pfeil::N,страла,غشی
555,Gewehr::N,ружжо,ټوپک
556,Fehler::N,памылка,خطا
557,Fehler::N,памылка,غلطي
558,Lüge::N,хлусня,دروغ
559,Schaden::N,шкода,زیان
560,Schaden::N,шкода,تاوان
561,Unglück::N,ліха,بدبختي
562,Unglück::N,бядота,بدبختي
563,Schuld::N,віна,ګناه
564,Alter::N,узрост,منګ
565,Schluss::N,канец,اخر
566,Zeit::N,час,وخت
567,Tag::N,дзень,ورځ
568,Morgen::N,ранак,سبا
569,Morgen::N,ранак,سهار
570,Morgen::N,раніца,سبا
571,Morgen::N,раніца,سهار
572,Mittag::N,паўдня,غرمه
573,Mittag::N,поўдзень,غرمه
574,Abend::N,вечар,ماښام
575,Nacht::N,ноч,شپه
576,Woche::N,тыдзень,اونۍ
577,Monat::N,месяц,مياشت
578,Jahr::N,год,کال
579,Frühling::N,вясна,پسرلی
580,Sommer::N,лета,دوبی
581,Herbst::N,восень,منی
582,Herbst::N,восень,خزان
583,Winter::N,зіма,ژمی
584,Januar::N,студзень,جنوري
585,Februar::N,люты,فبروري
586,März::N,сакавік,مارچ
587,April::N,красавік,اپریل
588,Mai::N,май,مې
589,Mai::N,травень,مې
590,Juni::N,чэрвень,جون
591,Juli::N,ліпень,جولای
592,August::N,жнівень,اګست
593,September::N,верасень,سپټامبر
594,Oktober::N,кастрычнік,اکتوبر
595,November::N,лістапад,نومبر
596,Dezember::N,снежань,دسمبر
597,Montag::N,панядзелак,دوشنبه
598,Dienstag::N,аўторак,سه شنبه
599,Mittwoch::N,серада,چارشنبه
600,Donnerstag::N,чацвер,پنجشنبه
601,Freitag::N,пятніца,جمعه
602,Samstag::N,субота,خالي
603,Sonntag::N,нядзеля,یکشنبه
604,groß::A,вялікі,لوی
605,klein::A,маленькі,وړوکی
606,lang::A,доўгі,اوړد
607,kurz::A,кароткі,لنډ
608,breit::A,шырокі,پراخه
609,schmal::A,вузкі,تنګ
610,dicht::A,густы,ګڼ
611,dick[Gegenstand]::A,тоўсты,پنډ
612,dünn::A,тонкі,نری
613,fein::A,тонкі,نازک
614,fest::A,моцны,کلک
615,fest::A,моцны,ټینګ
616,flach::A,плоскі,هوار
617,glatt::A,гладкі,ښوی
618,hart::A,цвёрды,کلک
619,weich::A,мяккі,نرم
620,weich::A,мяккі,پوست
621,rund::A,круглы,ګرد
622,spitz::A,спічасты,تېره
623,spitz::A,востраканцовы,تېره
624,scharf::A,востры,تېز
625,scharf::A,востры,تېره
626,stumpf::A,тупы,پڅ
627,schwer::A,цяжкі,دروند
628,schön::A,прыгожы,ښکلی
629,heiß::A,гарачы,تود
630,warm::A,цёплы,تود
631,kalt::A,холадны,ېخ
632,kalt::A,холадны,سوړ
633,kühl::A,халаднаваты,ېخ
634,kühl::A,халаднаваты,سوړ
635,frisch::A,свежы,تازه
636,feucht::A,вільготны,مرطوب
637,nass::A,мокры,لوند
638,trocken::A,сухі,وچ
639,voll::A,поўны,ډک
640,leer::A,пусты,خالی
641,offen::A,адкрыты,خلاص
642,offen::A,адкрыты,پرانیستی
643,offen::A,адчынены,خلاص
644,offen::A,адчынены,پرانیستی
645,geschlossen::A,закрыты,تړلی
646,geschlossen::A,зачынены,تړلی
647,sauber::A,чысты,پاک
648,schmutzig::A,брудны,چټل
649,roh::A,сыры,خام
650,reif::A,спелы,پوخ
651,reif::A,спелы,رسېدلی
652,lecker::A,смачны,خوندور
653,lecker::A,смачны,مزه دار
654,süß::A,салодкі,خوږ
655,süß::A,салодкі,شیرین
656,bitter::A,горкі,تریخ
657,sauer::A,кіслы,ټاک
658,sauer::A,кіслы,تريو
659,hell::A,светлы,روڼ
660,hell::A,светлы,روښان
661,dunkel::A,цёмны,تیاره
662,schwarz::A,чорны,تور
663,weiß::A,белы,سپين
664,rot::A,чырвоны,سور
665,gelb::A,жоўты,زېړ
666,blau::A,сіні,شین
667,blau::A,сіні,اسماني رنګه
668,grün::A,зялёны,زرغون
669,grau::A,шэры,خړ
670,bunt::A,пяресты,رنګارنګ
671,billig::A,танны,ارزان
672,teuer::A,дарагі,ګران
673,wertvoll::A,цэнны,قیمتي
674,wertvoll::A,каштоўны,قیمتي
675,blind::A,сляпы,ړوند
676,taub::A,глухі,کوڼ
677,kräftig::A,магутны,قوی
678,stark::A,сільны,قوی
679,stark::A,сільны,تکړه
680,schwach::A,слабы,ضعیف
681,schwach::A,слабы,کمزوری
682,fett::A,тлусты,چاغ
683,schlank::A,стройны,خوش اندام
684,hübsch::A,чароўны,ښکلی
685,hübsch::A,чароўны,ښایسته
686,böse::A,злы,شریر
687,böse::A,злы,قهرناک
688,dumm::A,дурны,احمق
689,faul::A,лянівы,لټ
690,faul::A,лянівы,تنبل
691,fleißig::A,руплівы,زحمت کښ
692,geizig::A,прагны,بخیل
693,klug::A,разумны,عاقل
694,klug::A,разумны,هوښیار
695,geschickt::A,умелы,ماهر
696,lieb::A,мілы,عزیز
697,lieb::A,мілы,محبوب
698,lustig::A,вясёлы,خوشحال
699,sanft::A,ласкавы,پوست
700,sanft::A,ласкавы,ملایم
701,hungrig::A,галодны,وږی
702,krank::A,хворы,مريض
703,krank::A,хворы,ناروغ
704,nackt::A,голы,لوڅ
705,traurig::A,сумны,غمجن
706,lebendig::A,жывы,ژوندی
707,gut::A,добры,ښه
708,schlecht::A,кепскі,بد
709,schlecht::A,кепскі,خراب
710,richtig::A,правільны,سم
711,richtig::A,правільны,صحیح
712,schlimm::A,агідны,بد
713,schlimm::A,агідны,مخوف
714,wahr::A,сапраўдны,واقعي
715,alt::A,стары,زوړ
716,neu::A,новы,نوی
717,ehemalig::A,былы,پخوانی
718,alt[Lebewesen]::A,стары,زوړ
719,jung::A,малады,ځوان
720,arm::A,бедны,غریب
721,arm::A,бедны,بې وزله
722,reich::A,багаты,شتمن
723,reich::A,багаты,دولتمند
724,bekannt::A,знаёмы,اشنا
725,berühmt::A,славуты,مشهور
726,fremd::A,чужы,پردی
727,fremd::A,чужы,بېګانه
728,verschieden::A,розны,مختلف
729,nah::A,блізкі,نژدې
730,fern::A,далёкі,لیری
731,linker::A,левы,چپ
732,linker::A,левы,کیڼ
733,rechter::A,правы,ښی
734,anderer::A,іншы,بل
735,anderer::A,другі,بل
736,erster::A,першы,لومړی
737,zweiter::A,другі,دوهم
738,dritter::A,трэці,درېم
739,letzter::A,апошні,آخرنی
740,letzter::A,апошні,وروستی
741,allein::ADV,сам,یوازې
742,allein::ADV,адзін,یوازې
743,auf einmal::ADV,адразу,په یوه وخت کی
744,zusammen::ADV,разам,یو ځای
745,lange::ADV,доўга,ډېر وخت
746,lange::ADV,доўга,ډېره موده
747,plötzlich::ADV,раптам,ناببره
748,plötzlich::ADV,раптам,یوناڅاپه
749,sofort::ADV,зараз,فوراً
750,sofort::ADV,зараз,سمدلاسه
751,später::ADV,пазней,وروسته
752,jetzt::ADV,цяпер,اوس
753,heute::ADV,сёння,نن
754,morgen::ADV,заўтра,سبا
755,bald::ADV,хутка,ژر
756,bald::ADV,неўзабаве,ژر
757,dann::ADV,потым,پس
758,dann::ADV,потым,وروسته
759,gestern::ADV,учора,پرون
760,einst::ADV,аднойчы,پخوا
761,damals::ADV,тады,هغه وخت
762,danach::ADV,затым,بیا
763,vorher::ADV,раней,دمخه
764,zuerst::ADV,спярша,لومړی
765,zuerst::ADV,спачатку,لومړی
766,einmal::ADV,адзін раз,یو ځل
767,manchmal::ADV,часам,ګاهی ګاهی
768,oft::ADV,часта,ډېر ځله
769,immer::ADV,заўсёды,تل
770,immer::ADV,заўсёды,همېشه
771,niemals::ADV,ніколі,هیڅکله نه
772,hier::ADV,тут,دلته
773,hierhin::ADV,сюды,دلته
774,hierhin::ADV,сюды,دې ځای ته
775,von hier::ADV,адсюль,د دې ځای نه
776,von hier::ADV,адгэтуль,د دې ځای نه
777,dort::ADV,там,هلته
778,dorthin::ADV,туды,هلته
779,dorthin::ADV,туды,هغه ځای ته
780,geradeaus::ADV,прама,مخامخ
781,vorwärts::ADV,наперад,مخ پهٔ وړاندې
782,rückwärts::ADV,назад,بېرته
783,zurück::ADV,назад,بېرته
784,unten::ADV,унізе,لاندي
785,hinab::ADV,уніз,ښکته
786,oben::ADV,угары,پورته
787,oben::ADV,наверсе,پورته
788,hinauf::ADV,угару,پاس
