,Concept_ID,fa,os
72,Sonne::N,خورشید,хур
73,Mond::N,ماه,мӕй
74,Stern::N,ستاره,стъалы
75,Luft::N,هوا,уӕлдӕф
76,Wind::N,باد,дымгӕ
77,Welle::N,موج,уылӕн
78,Wasser::N,آب,дон
79,Stein::N,سنگ,дур
80,Boden::N,زمین,зӕхх
81,Erde::N,خاک,сыджыт
82,Erde::N,زمین,сыджыт
83,Staub::N,گرد,рыг
84,Staub::N,غبار,рыг
85,Rauch::N,دود,фӕздӕг
86,Funke::N,جرقه,цӕхӕр
87,Feuer::N,آتش,зынг
88,Licht::N,نور,рухс
89,Licht::N,روشنی,рухс
90,Schatten::N,سایه,аууон
91,Wetter::N,هوا,боныхъӕд
92,Nebel::N,مه,мигъ
93,Wolke::N,ابر,ӕврагъ
94,Regen::N,باران,уарын
95,Schnee::N,برف,мит
96,Eis::N,یخ,их
97,Frost::N,یخبندان,ихæн
98,Kälte::N,سرما,уазал
99,Hitze::N,گرما,ӕнтӕф
100,Hitze::N,حرارت,ӕнтӕф
101,Raureif::N,برف ریزه,халас
102,Regenbogen::N,رنگین‌کمان,арвырон
103,Regenbogen::N,رنگین‌کمان,арвырдын
104,Donner::N,رعد,æрвнæрын
105,Strömung::N,جریان,цыд
106,Tropfen::N,قطره,æртах
107,Schaum::N,کف,фынк
108,Schmutz::N,گل,цъыф
109,Schmutz::N,کثافت,цъыф
110,See::N,دریاچه,цад
111,Sumpf::N,مرداب,цъыфдзаст
112,Sumpf::N,باتلاق,цъыфдзаст
113,Moor::N,باتلاق,цъыфдзаст
114,Wiese::N,چمن,уыгӕрдӕн
115,Wald::N,جنگل,хъӕд
116,Hügel::N,تل,обау
117,Hügel::N,تل,къуыбыр
118,Hügel::N,تپه,обау
119,Hügel::N,تپه,къуыбыр
120,Anhöhe::N,بلندی,уæлвæз
121,Anhöhe::N,بلندی,уæлхох
122,Berg::N,کوه,хох
123,Gipfel::N,قله,цъупп
124,Höhle::N,غار,лӕгӕт
125,Abhang::N,سرازیری,къул
126,Quelle::N,چشمه,суадон
127,Bach::N,نهر,мӕсчъыдон
128,Fluss::N,رود,дон
129,Fluss::N,رود,цӕугӕдон
130,Ufer::N,ساحل,был
131,Ufer::N,کرانه,был
132,Küste::N,ساحل,донбыл
133,Festland::N,خشکی,сурзæхх
134,Meer::N,دریا,денджыз
135,Bucht::N,خلیج,донбакæлæн
136,Insel::N,جزیره,сакъадах
137,Blume::N,گل,дидинӕг
138,Gras::N,علف,кӕрдӕг
139,Wurzel::N,ریشه,уидаг
140,Baum::N,درخت,бӕлас
141,Stamm::N,تنه,хӕтӕл
142,Rinde::N,توژ,цъар
143,Rinde::N,پوست,цъар
144,Ast::N,شاخه,арх
145,Zweig::N,شاخه,къалиу
146,Blatt::N,برگ,сыф
147,Birke::N,غان,бæрз
148,Kiefer[Baum]::N,کاج,нӕзы
149,Weide[Baum]::N,بید,хӕрис
150,Tanne::N,صنوبر,наз
151,Horn::N,شاخ,сыкъа
152,Feder::N,پر,сис
153,Fell::N,خز,царм
154,Flügel::N,پر,базыр
155,Flügel::N,بال,базыр
156,Klaue::N,چنگ,ных
157,Klaue::N,پنجه,ных
158,Kralle::N,پنجه,дзӕмбы
159,Schwanz::N,دم,къӕдзил
160,Ei::N,تخم,айк
161,Nest::N,لانه,ахстон
162,Bau::N,بنا,хуынкъ
163,Bau::N,ساختمان,хуынкъ
164,Tier::N,هیوان,сырд
165,Tier::N,هیوان,цӕрӕгой
166,Herde::N,رمه,дзуг
167,Herde::N,رمه,рӕгъау
168,Kuh::N,گاو,хъуг
169,Bulle::N,گاو نر,гал
170,Pferd::N,اسب,бӕх
171,Schaf::N,گوسفند,фыс
172,Schwein::N,خوک,хуы
173,Hund::N,سگ,куыдз
174,Katze::N,گربه,гӕды
175,Bär::N,خرس,арс
176,Eichhörnchen::N,سنجاب,æхсæрæг
177,Elch::N,گوزن شمالی,цæгатаг саг
178,Fuchs::N,روباه,рувас
179,Hase::N,خرگوش,тæрхъус
180,Maus::N,موش,мыст
181,Wolf::N,گرگ,бирӕгъ
182,Vogel::N,پرنده,цъиу
183,Vogel::N,پرنده,маргъ
184,Schwarm::N,دسته,бал
185,Huhn::N,مرغ,карк
186,Hahn::N,خروس,уасӕг
187,Gans::N,غاز,хъаз
188,Adler::N,عقاب,цӕргӕс
189,Ente::N,اردک,ацц
190,Ente::N,مرغابی,ацц
191,Eule::N,جغد, уыг
192,Eule::N,جغد,сидахъ
193,Kranich::N,درنا,зырнæг
194,Kranich::N,درنا,хърихъупп
195,Krähe::N,زاغ,халон
196,Krähe::N,کلاغ,халон
197,Kuckuck::N,فاخته,гаккук
198,Schwan::N,قو,доныхъаз
199,Fisch::N,ماهی,кӕсаг
200,Barsch::N,ماهی خاردار,окунь
201,Hecht::N,اردک ماهی,хихор кӕсаг
202,Schlange[Tier]::N,مار,калм
203,Wurm::N,کرم,зулкъ
204,Wurm::N,کرم,къуыдыргалм
205,Spinne::N,عنکبوت,хӕлуарӕг
206,Ameise::N,مورچه,мæлдзыг
207,Laus::N,شپش,сыст
208,Mücke::N,پشه,къогъо
209,Fliege::N,مگس,бындз
210,Schmetterling::N,پروانه,гæлæбу
211,Beere::N,گیله,гагадыргъ
212,Apfel::N,سیب,фӕткъуы
213,Pilz::N,قارچ,зокъо
214,Pilz::N,قارچ,къозо
215,Zwiebel::N,پیاز,хъӕдындз
216,Saat::N,بذر,тауинаг
217,Saat::N,بذر,мыггаг
218,Korn::N,تخم,мыггаг
219,Korn::N,تخم,тауинаг
220,Korn::N,دانه,мыггаг
221,Korn::N,دانه,тауинаг
222,Heu::N,علف خشک,хос
223,Schale::N,پوست,цъар
224,Grube::N,گودال,урм
225,Grube::N,گودال,къахт
226,Grube::N,گودال,дзыхъхъ
227,Falle::N,دام,цъысым
228,Falle::N,دام,къӕппӕг
229,Schlinge::N,حلقه,цасм
230,Spur::N,رد,фæд
231,Asche::N,خاکستر,фӕнык
232,Asche::N,خاکستر,ӕртхутӕг
233,Dreck::N,کثافت,цъыф
234,Eisen::N,آهن,ӕфсӕйнаг
235,Gold::N,زر,сыгъзӕрин
236,Gold::N,طلا,сыгъзӕрин
237,Silber::N,نقره,ӕвзист
238,Kohle::N,زغال,ӕвзалы
239,Glas::N,شیشه,авг
240,Lehm::N,گل,ӕлыг
241,Sand::N,شن,змис
242,Sand::N,ماسه,змис
243,Mensch::N,آدم,лӕг
244,Mensch::N,آدم,адӕймаг
245,Mensch::N,آدم,удгоймаг
246,Mensch::N,انسان,лӕг
247,Mensch::N,انسان,адӕймаг
248,Mensch::N,انسان,удгоймаг
249,Mann::N,مرد,лӕг
250,Mann::N,مرد,нӕлгоймаг
251,Frau::N,زن,сылгоймаг
252,Kind::N,بچه,сывӕллон
253,Kind::N,کودک,сывӕллон
254,Junge::N,پسر,лӕппу
255,Mädchen::N,دختر,чызг
256,Familie::N,فامیل,бинонтæ
257,Familie::N,خانواده,бинонтæ
258,Großvater::N,پدربزرگ,фыдыфыд
259,Großvater::N,پدربزرگ,мадыфыд
260,Großmutter::N,مادر‌بزرگ,фыды мад
261,Großmutter::N,مادر‌بزرگ,мады мад
262,Eltern::N,والدین,ныййарджытæ
263,Eltern::N,پدر‌و‌مادر,ныййарджытæ
264,Vater::N,پدر,фыд
265,Mutter::N,مادر,мад
266,Sohn::N,پسر,фырт
267,Tochter::N,دختر,чызг
268,Bruder::N,برادر,ӕфсымӕр
269,Schwester::N,خواهر,хо
270,Onkel::N,عمو,фыдыфсымӕр
271,Onkel::N,دایی,фыдыфсымӕр
272,Tante::N,عمه,мадыхо
273,Tante::N,خاله,мадыхо
274,Ehemann::N,همسر,мой
275,Ehefrau::N,همسر,ус
276,Freude::N,شادی,цин
277,Freude::N,شادی,циндзинад
278,Gelächter::N,خنده,худын
279,Gelächter::N,خنده,худт
280,Gelächter::N,خنده,худæг
281,Gelächter::N,قاه‌قاه,худын
282,Gelächter::N,قاه‌قاه,худт
283,Gelächter::N,قاه‌قاه,худæг
284,Glück::N,اقبال,амонд
285,Kummer::N,غم,хъыг
286,Kummer::N,غصه,хъыг
287,Wunsch::N,آرزو,бӕллиц
288,Lust::N,هوس,монц
289,Geist::N,روح,уд
290,Gedanke::N,فکر,хъуыды
291,Gedächtnis::N,حافظه,мысæн
292,Gedächtnis::N,حافظه,мысын
293,Gedächtnis::N,حافظه,зæрдылдарын
294,Verstand::N,هوش,зонд
295,Sinn::N,معنا,нысаниуæг
296,Sinn::N,مفهوم,нысаниуæг
297,Grund::N,سبب,ӕфсон
298,Grund::N,دلیل,ӕфсон
299,Wahrheit::N,حقیقت,æцæг
300,Gespräch::N,صحبت,ныхас
301,Gespräch::N,گفتگو,ныхас
302,Märchen::N,قصه,аргъау
303,Märchen::N,افسانه,аргъау
304,Erzählung::N,داستان,радзырд
305,Nachricht::N,خبر,уац
306,Neuigkeit::N,خبر تازه,хабар
307,Name::N,اسم,ном
308,Rätsel::N,معما,уыци-уыци
309,Rätsel::N,معما,базон-базон
310,Rede::N,سخن,раныхас
311,Sprache::N,زبان,ӕвзаг
312,Stimme::N,صدا,хъӕлӕс
313,Wort::N,کلمه,дзырд
314,Zeichen::N,نشان,нысан
315,Zeichen::N,علامت,нысан
316,Ruf::N,صدا,сидт
317,Lärm::N,هیاهو,уынæр
318,Laut::N,صدا,зӕл
319,Laut::N,صدا,мыр
320,Ton::N,آهنگ,мыр
321,Lied::N,آواز,зарӕг
322,Lied::N,ترانه,зарӕг
323,Ruhe::N,آرامش,æнцой
324,Leute::N,مردم,адӕм
325,Volk::N,خلق,адӕм
326,Arbeit::N,کار,фӕллой
327,Gast::N,مهمان,уазӕг
328,Geschenk::N,هدیه,хуын
329,Spiel::N,بازی,хъазт
330,Gesellschaft::N,جمعیت,дзыллæ
331,Gesellschaft::N,جمعیت,æхсæнад
332,Hilfe::N,کمک,æххуыс
333,Hilfe::N,کمک,ахъаз
334,Freund::N,دوست,лымӕн
335,Kamerad::N,رفیق,ӕмбал
336,Angelegenheit::N,امر,хъуыддаг
337,Angelegenheit::N,قضیه,хъуыддаг
338,Anzahl::N,عده,бӕрц
339,Anzahl::N,شمار,бӕрц
340,Art::N,نوع,хуыз
341,Art::N,نوع,хуызад
342,Stück::N,تکه,кæрдих
343,Stück::N,تکه,комдзаг
344,Stück::N,قطعه,кæрдих
345,Stück::N,قطعه,комдзаг
346,Teil::N,بخش,хай
347,Teil::N,قسمت,хай
348,Hälfte::N,نیم,æрдæг
349,Hälfte::N,نیم,æмбис
350,Kreis::N,حلقه,зиллакк
351,Kreis::N,دایره,зиллакк
352,Kreuz::N,صلیب,дзуар
353,Linie::N,خط,хахх
354,Linie::N,سطر,хахх
355,Strich::N,خط,хахх
356,Abstand::N,فاصله,æхсæнуат
357,Entfernung::N,مسافت,дæрддзæг
358,Entfernung::N,مسافت,дардцæг
359,Gegend::N,منطقه,ран
360,Platz::N,گنجایش,бууат
361,Ort::N,جا,ран
362,Ort::N,جا,бынат
363,Ort::N,محل,ран
364,Ort::N,محل,бынат
365,Ort::N,مکان,ран
366,Ort::N,مکان,бынат
367,Seite::N,طرف,фахс
368,Mitte::N,وسط,астӕу
369,Mitte::N,میان,астӕу
370,Gegenstand::N,چیز,дзаума
371,Sache::N,چیز,дзаума
372,Rand::N,کنار,кӕрон
373,Rand::N,حاشیه,кӕрон
374,Kante::N,لبه,фӕрск
375,Ecke::N,گوشه,тигъ
376,Ecke::N,گوشه,фисын
377,Spitze::N,سر,бырынкъ
378,Spitze::N,نوک,бырынкъ
379,Ende::N,ته,кӕрон
380,Ende::N,آخر,кӕрон
381,Loch::N,سوراخ,хуынкъ
382,Winkel::N,کنج,къуым
383,Muster::N,نقش,нывæфтыд
384,Muster::N,نقش,кæдзист
385,Größe::N,قد,ас
386,Größe::N,بزرگی,ас
387,Länge::N,طول,дӕргъ
388,Höhe::N,بلندی,бæрзонд
389,Höhe::N,بلندی,бæрзæнд
390,Höhe::N,بلندی,бæрзонддзинад
391,Gewicht::N,وزن,уӕз
392,Menge::N,مقدار,бӕрц
393,Menge::N,اندازه,бӕрц
394,Haufen::N,توده,кӕри
395,Reihe::N,ردیف,рӕнхъ
396,Boot::N,قایق,чема
397,Ruder::N,پارو,къохар
398,Schlitten::N,سورتمه,дзоныгъ
399,Ski::N,اسکی,къахдзоныгътæ
400,Ski::N,اسکی,лыжæтæ
401,Lagerfeuer::N,آتش,арт
402,Last::N,بار,уаргъ
403,Last::N,سنگینی,уаргъ
404,Gang::N,راه رفتن,цыд
405,Schritt::N,قدم,санчъех
406,Schritt::N,قدم,къахдзӕф
407,Norden::N,شمال,цæгат
408,Süden::N,جنوب,хуссар
409,Westen::N,غرب,ныгуылæн
410,Osten::N,شرق,скæсæн
411,Holz::N,چوب,хъӕдӕрмӕг
412,Brett::N,تخته,фæйнæг
413,Platte::N,صفحه,къӕй
414,Stütze::N,تکیه,быцæу
415,Stange::N,میله,хъил
416,Stock::N,چوب,лӕдзӕг
417,Stab::N,عصا,хъил
418,Rohr::N,لوله,хӕтӕл
419,Haus::N,منزل,хӕдзар
420,Heim::N,خانه,къона
421,Heim::N,کاشانه,къона
422,Ofen::N,بخاری,пец
423,Fußboden::N,کف اتاق,астӕрд
424,Tisch::N,میز,стъол
425,Stuhl::N,صندلی,бандон
426,Wiege::N,گهواره,авдæн
427,Bett::N,تختخواب,сынтӕг
428,Regal::N,قفسه,тӕрхӕг
429,Regal::N,قفسه,уӕлвӕйнӕг
430,Kiste::N,صندوق,асыкк
431,Fenster::N,پنجره,рудзынг
432,Fenster::N,پنجره,фæрссаг
433,Tür::N,در,дуар
434,Tür::N,درب,дуар
435,Tor::N,دروازه,кулдуар
436,Zaun::N,حصار,æмбонд
437,Zaun::N,حصار,быру
438,Zaun::N,حصار,гæрæн
439,Dach::N,بام,уӕлхӕдзар
440,Leiter::N,نردبان,асин
441,Besen::N,جارو,уисой
442,Spaten::N,بیل,бел
443,Schaufel::N,بیل,æвгæнæн
444,Schaufel::N,بیل,кæфой
445,Schaufel::N,پارو,æвгæнæн
446,Schaufel::N,پارو,кæфой
447,Gabel::N,چنگال,вилкæ
448,Löffel::N,قاشق,уидыг
449,Messer::N,کارد,кард
450,Nagel::N,میخ,зӕгӕл
451,Netz::N,تور,хыз
452,Netz::N,شبکه,хыз
453,Haken::N,قلاب,хæдз
454,Haken::N,قلاب,хæбырæгъ
455,Griff::N,دسته,фистон
456,Schloss::N,قفل,гуыдыр
457,Bild::N,عکس,ныв
458,Bild::N,تصویر,ныв
459,Figur::N,تندیس,кæрдгæныв
460,Puppe::N,عروسک,чындз
461,Beutel::N,کیسه,дзӕкъул
462,Bündel::N,بسته,баст
463,Tasche::N,کیف,хызын
464,Tasche::N,کیف,дзæкъул
465,Eimer::N,سطل,къæрта
466,Eimer::N,سطل,чъыбыла
467,Eimer::N,سطل,ведра
468,Deckel::N,در,сæр
469,Deckel::N,در,æмбæрзæн
470,Geschirr::N,ظرف,мигæнæн
471,Geschirr::N,ظرف,мигæнæнтæ
472,Sack::N,گونی,голлаг
473,Tasse::N,فنجان,пиала
474,Tasse::N,فنجان,къус
475,Topf::N,دیگ,аг
476,Topf::N,دیگ,чысыл аг
477,Topf::N,قابلمه,аг
478,Topf::N,قابلمه,чысыл аг
479,Kessel::N,دیگ,аг
480,Essen::N,خوراک,хӕрд
481,Nahrung::N,غذا,хойраг
482,Speise::N,خوراک,хӕринаг
483,Fleisch::N,گوشت,дзидза
484,Fleisch::N,گوشت,фыдызгъӕл
485,Getreide::N,غله,халсар
486,Brei::N,فرنی,кас
487,Brei::N,حریره,кас
488,Brot::N,نان,дзул
489,Scheibe::N,قاچ,къӕбӕр
490,Scheibe::N,لزگه,къӕбӕр
491,Fett::N,چربی,сой
492,Butter::N,کره,нӕлхӕ
493,Öl::N,روغن,зети
494,Salz::N,نمک,цӕхх
495,Suppe::N,آش,бас
496,Suppe::N,سوپ,бас
497,Honig::N,عسل,мыд
498,Milch::N,شیر,ӕхсыр
499,Tee::N,چای,цай
500,Leder::N,چرم,мæскуы
501,Wolle::N,پشم,фӕсмын
502,Stoff::N,پارچه,хъуымац
503,Nadel::N,سوزن,судзин
504,Faden::N,نخ,ӕндах
505,Knopf::N,دکمه,цӕппӕр
506,Knoten::N,گره,ӕлхынцъ
507,Farbe::N,رنگ,ахорæн
508,Kleidung::N,لباس,дарӕс
509,Kleidung::N,پوشاک,дарӕс
510,Hemd::N,پیراهن,хӕдон
511,Kragen::N,یقه,æфцæггот
512,Ärmel::N,آستین,дыс
513,Hose::N,شلوار,хæлаф
514,Hose::N,شلوار,æддаг хæлаф
515,Hose::N,شلوار,салбар
516,Gürtel::N,کمر‌بند,рон
517,Mütze::N,کلاه,худ
518,Schuh::N,کفش,басмахъ
519,Stiefel::N,چکمه,цырыхъхъ
520,Ring::N,حلقه,къухдарӕн
521,Ring::N,انگشتر,къухдарӕн
522,Band::N,نوار,лент
523,Band::N,روبان,лент
524,Kamm::N,شانه,сӕрвасӕн
525,Spiegel::N,آینه,айдæн
526,Spiegel::N,آینه,кæсæн
527,Riemen::N,تسمه,гӕрз
528,Schnur::N,ریسمان,бӕндӕн
529,Leine::N,قلاده,
530,Decke::N,پتو,хъӕццул
531,Kissen::N,بالش,баз
532,Tuch::N,شال,кæлмæрзæн
533,Tuch::N,شال,кæрдæн
534,Handtuch::N,حوله,хисæрфæн
535,Kraft::N,نیرو,тых
536,Kraft::N,نیرو,хъомыс
537,Stärke::N,زور,тых
538,Stärke::N,زور,æхсар
539,Gesundheit::N,سلامتی,æнæниздзинад
540,Gesundheit::N,تندرستی,æнæниздзинад
541,Krankheit::N,بیماری,низ
542,Krankheit::N,بیماری,рын
543,Schmerz::N,درد,рис
544,Wunde::N,زخم,цӕф
545,Fieber::N,تب,ризӕг
546,Fieber::N,تب,тӕфсӕг
547,Arznei::N,دارو,хос
548,Brücke::N,پل,хид
549,Brunnen::N,چاه,цъай
550,Weide::N,چراگاه,хизæн
551,Weide::N,چراگاه,хизæнуат
552,Weide::N,چراگاه,сæрвæт
553,Pfad::N,راه,къахвæндаг
554,Pfad::N,راه,къахвæд
555,Weg::N,راه,фӕндаг
556,Weg::N,طریق,фӕндаг
557,Straße::N,راه,фӕндаг
558,Straße::N,جاده,фӕндаг
559,Dorf::N,ده,хъӕу
560,Dorf::N,روستا,хъӕу
561,Stadt::N,شهر,сахар
562,Brief::N,نامه,фыстӕг
563,Buch::N,کتاب,чиныг
564,Buchstabe::N,حرف,дамгъӕ
565,Zeitung::N,روزنامه,газет
566,Leben::N,عمر,цард
567,Leben::N,عمر,цӕрӕнбон
568,Leben::N,زندگی,цард
569,Leben::N,زندگی,цӕрӕнбон
570,Tod::N,مرگ,мæлæт
571,Tod::N,مرگ,адзал
572,Grab::N,گور,ингӕн
573,Grab::N,مزار,ингӕн
574,Kirche::N,کلیسا,аргъуан
575,Sünde::N,بزه,тæригъæд
576,Sünde::N,گناه,тæригъæд
577,Gott::N,خدا,хуыцау
578,Arbeiter::N,کارگر,кусæг
579,Chef::N,رئیس,ӕмцег
580,Meister::N,استاد,мастер
581,Meister::N,استاد,дæсны
582,Arzt::N,پزشک,хосгæнæг
583,Arzt::N,پزشک,дохтыр
584,Lehrer::N,معلم,ахуыргæнæг
585,Lehrer::N,آموزگار,ахуыргæнæг
586,Geld::N,پول,ӕхца
587,Geschäft::N,کار,бизнес
588,Geschäft::N,کار,хъуыддаг
589,Geschäft::N,بیزنس,бизнес
590,Geschäft::N,بیزنس,хъуыддаг
591,Laden::N,دکان,дукани
592,Laden::N,مغازه,дукани
593,Preis::N,بها,аргъ
594,Preis::N,قیمت,аргъ
595,Ware::N,جنس,базайраг
596,Ware::N,کالا,базайраг
597,Nutzen::N,مزیت,пайда
598,Nutzen::N,امتیاز,пайда
599,Reichtum::N,مال,хъæздыгдзинад
600,Reichtum::N,مال,исбон
601,Reichtum::N,مال,мулк
602,Reichtum::N,ثروت,хъæздыгдзинад
603,Reichtum::N,ثروت,исбон
604,Reichtum::N,ثروت,мулк
605,Welt::N,دنیا,дуне
606,Land::N,کشور,бӕстӕ
607,Land::N,مملکت,бӕстӕ
608,Staat::N,دولت,паддзахад
609,König::N,شاه,къарол
610,König::N,پادشاه,къарол
611,Macht::N,قدرت,хицаудзинад
612,Macht::N,اختیار,хицаудзинад
613,Grenze::N,مرز,арӕн
614,Krieg::N,جنگ,хӕст
615,Feind::N,دشمن,знаг
616,Feind::N,دشمن,фыдгул
617,Feind::N,دشمن,фыдзæрдæ
618,Feind::N,دشمن,сон
619,Gewalt::N,زور,тыхми
620,Gewalt::N,زور,тыхдзинад
621,Gewalt::N,خشونت,тыхми
622,Gewalt::N,خشونت,тыхдзинад
623,Kampf::N,نبرد,хæст
624,Kampf::N,نبرد,хъæбысæйхæст
625,Kampf::N,نبرد,тох
626,Kampf::N,مبارزه,хæст
627,Kampf::N,مبارزه,хъæбысæйхæст
628,Kampf::N,مبارزه,тох
629,Bogen[Waffe]::N,کمان,ӕрдын
630,Pfeil::N,تیر,фат
631,Gewehr::N,تفنگ,топп
632,Fehler::N,غلط,рӕдыд
633,Fehler::N,اشتباه,рӕдыд
634,Lüge::N,دروغ,мӕнг
635,Lüge::N,دروغ,гӕдыдзинад
636,Schaden::N,آسیب,зиан
637,Schaden::N,خسارت,зиан
638,Unglück::N,بلا,бæллæх
639,Schuld::N,گناه,азым
640,Schuld::N,تقصیر,азым
641,Alter::N,سن,кар
642,Alter::N,عمر,кар
643,Schluss::N,انتها,кæрон
644,Zeit::N,وقت,рӕстӕг
645,Zeit::N,زمان,рӕстӕг
646,Tag::N,روز,бон
647,Morgen::N,صبح,райсом
648,Mittag::N,ظهر,æмбисбон
649,Abend::N,شب,изӕр
650,Abend::N,عصر,изӕр
651,Nacht::N,شب,ӕхсӕв
652,Woche::N,هفته,къуыри
653,Monat::N,ماه,мӕй
654,Jahr::N,سال,аз
655,Jahr::N,سال,афӕдз
656,Frühling::N,بهار,уалдзæг
657,Sommer::N,تابستان,сӕрд
658,Herbst::N,پاییز,фæззæг
659,Winter::N,زمستان,зымӕг
660,Januar::N,ژانویه,январь
661,Februar::N,فوریه,февраль
662,März::N,مارس,мартъи
663,April::N,آوریل,апрель
664,Mai::N,مه,май
665,Juni::N,ژوئن,июнь
666,Juli::N,ژویه,июль
667,August::N,اوت,август
668,September::N,سپتامبر,сентябрь
669,Oktober::N,اکتبر,октябрь
670,November::N,نوامبر,ноябрь
671,Dezember::N,دسامبر,декабрь
672,Montag::N,دو‌شنبه,къуырисæр
673,Dienstag::N,سه‌شنبه,дыццæг
674,Mittwoch::N,چهار‌شنبه,æртыццæг
675,Donnerstag::N,پنج شنبه,цыппæрæм
676,Freitag::N,جمعه,майрæмбон
677,Samstag::N,شنبه,сабат
678,Sonntag::N,یکشنبه,хуыцаубон
679,groß::A,بزرگ,дынджыр
680,klein::A,کوچک,гыццыл
681,lang::A,بلند,даргъ
682,kurz::A,کوتاه,цыбыр
683,breit::A,پهن,фӕтӕн
684,schmal::A,تنگ,нарӕг
685,schmal::A,تنگ,уынгӕг
686,schmal::A,نازک,нарӕг
687,schmal::A,نازک,уынгӕг
688,dicht::A,چگال,бæзджын
689,dicht::A,چگال,тар
690,dicht::A,انبوه,бæзджын
691,dicht::A,انبوه,тар
692,dick[Gegenstand]::A,ضخیم,сӕвджын
693,dünn::A,نازک,тæнæг
694,fein::A,ریز,лыстӕг
695,fein::A,باریک,лыстӕг
696,fest::A,محکم,фидар
697,fest::A,محکم,хъӕддых
698,flach::A,صاف,тъӕпӕн
699,flach::A,مسطح,тъӕпӕн
700,glatt::A,لیز,лӕгъз
701,hart::A,سفت,хъӕбӕр
702,weich::A,نرم,фӕлмӕн
703,weich::A,ملایم,фӕлмӕн
704,rund::A,گرد,тымбыл
705,spitz::A,تیز,цыргъбырынкъ
706,spitz::A,تیز,цыргъфындз
707,spitz::A,نوک‌تیز,цыргъбырынкъ
708,spitz::A,نوک‌تیز,цыргъфындз
709,scharf::A,تیز,цыргъ
710,scharf::A,برنده,цыргъ
711,stumpf::A,کند,къуымых
712,schwer::A,سنگین,уӕззау
713,schön::A,زیبا,аив
714,schön::A,زیبا,рӕсугъд
715,heiß::A,داغ,тӕвд
716,warm::A,گرم,хъарм
717,kalt::A,سرد,уазал
718,kühl::A,خنک,сатæг
719,kühl::A,خنک,уазалгомау
720,frisch::A,تازه,сатæг
721,feucht::A,مرطوب,уымӕл
722,nass::A,تر,хуылыдз
723,nass::A,خیش,хуылыдз
724,trocken::A,خشک,хус
725,voll::A,پر,дзаг
726,voll::A,پر,йедзаг 
727,leer::A,خالی,афтид
728,offen::A,باز,гом
729,geschlossen::A,بسته,æхгæд
730,sauber::A,پاک,сыгъдæг
731,sauber::A,تمیز,сыгъдæг
732,schmutzig::A,کثیف,чъиллон
733,schmutzig::A,آلوده,чъиллон
734,roh::A,خام,хом
735,reif::A,رسیده,рӕгъӕд
736,lecker::A,لذیذ,хӕрзад
737,lecker::A,خوشمزه,хӕрзад
