,Concept_ID,ba,sl
146,Kralle::N,аяҡ,krémpelj
147,Schwanz::N,ҡойроҡ,rèp
148,Ei::N,йомортҡа,jájce
149,Nest::N,оя,gnézdo
150,Bau::N,оң,brlòg
151,Tier::N,жайуан,živál
152,Tier::N,йыртҡыс,živál
153,Herde::N,көтөү,čréda
154,Kuh::N,һыйыр,kráva
155,Bulle::N,үгеҙ,bìk
156,Pferd::N,ат,kònj
157,Schaf::N,һарыҡ,ôvca
158,Schwein::N,сусҡа,svínja
159,Hund::N,эт,pès
160,Katze::N,бесәй,máčka
161,Bär::N,айыу,mêdved
162,Eichhörnchen::N,тейен,véverica
163,Elch::N,мышы,lós
164,Fuchs::N,төлкө,lisíca
165,Hase::N,ҡуян,zájec
166,Maus::N,сысҡан,mìš
167,Wolf::N,бүре,vólk
168,Vogel::N,ҡош,ptìč
169,Vogel::N,ҡош,ptíca
170,Schwarm::N,көтөү,játa
171,Huhn::N,тауыҡ,kokóš
172,Hahn::N,әтәс,petêlin
173,Gans::N,ҡаҙ,gós
174,Adler::N,бөркөт,ôrel
175,Ente::N,өйрәк,ráca
176,Eule::N,өкө,sôva
177,Eule::N,ябалаҡ,sôva
178,Kranich::N,торна,žerjàv
179,Krähe::N,ҡарға,vrána
180,Kuckuck::N,кәкүк,kúkavica
181,Schwan::N,аҡҡош,labód
182,Fisch::N,балыҡ,ríba
183,Barsch::N,алабуға,ostríž
184,Hecht::N,суртан,ščúka
185,Schlange[Tier]::N,йылан,káča
186,Wurm::N,селяүсен,čr̀v
187,Wurm::N,селяүсен,glísta
188,Spinne::N,үрмәксе,pájek
189,Ameise::N,ҡырмыҫҡа,mrávlja
190,Laus::N,бет,úš
191,Mücke::N,серәкәй,komár
192,Fliege::N,себен,múha
193,Schmetterling::N,күбәләк,metúlj
194,Beere::N,еләк,jágoda
195,Apfel::N,алма,jábolko
196,Pilz::N,бәшмәк,góba
197,Zwiebel::N,һуган,čebúla
198,Saat::N,орлоҡ,séme
199,Korn::N,иген,zŕno
200,Heu::N,бесән,senó
201,Schale::N,ҡабыҡ,lupína
202,Grube::N,соҡор,jáma
203,Falle::N,тоҙак,pást
204,Falle::N,ҡапҡан,pást
205,Schlinge::N,тоҙак,zánka
206,Schlinge::N,тоҙак,pêtlja
207,Spur::N,әҫер,sléd
208,Asche::N,көл,pepél
209,Dreck::N,батҡаҡ,bláto
210,Eisen::N,тимер,želézo
211,Gold::N,алтын,zlató
212,Silber::N,көмөш,srebró
213,Kohle::N,күмер,ógel
214,Glas::N,быяла,stêklo
215,Lehm::N,балсыҡ,ílo
216,Sand::N,ҡом,pések
217,Mensch::N,кеше,člôvek
218,Mann::N,ир,móž
219,Mann::N,ир,môški
220,Frau::N,ҡатын,gospá
221,Frau::N,ҡатын,žénska
222,Kind::N,бала,déte
223,Kind::N,бала,otròk
224,Junge::N,малай,fànt
225,Junge::N,малай,déček
226,Mädchen::N,ҡыҙ,deklè
227,Mädchen::N,ҡыҙ,déklica
228,Mädchen::N,ҡыҙыҡай,deklè
229,Mädchen::N,ҡыҙыҡай,déklica
230,Familie::N,ғаилә,družína
231,Großvater::N,олатай,dèd
232,Großvater::N,олатай,dédek
233,Großmutter::N,әбәй,bábica
234,Eltern::N,ата-әсә,stárši
235,Vater::N,атай,ôče
236,Mutter::N,әсә,máma
237,Sohn::N,ул,sín
238,Tochter::N,ҡыҙ,hčí
239,Tochter::N,ҡыҙ,hčérka
240,Bruder::N,агай,bràt
241,Schwester::N,алай,sêstra
242,Schwester::N,һеңле,sêstra
243,Onkel::N,ағай,újec
244,Onkel::N,ағай,stríc
245,Tante::N,апай,têta
246,Tante::N,апай,strína
247,Ehemann::N,ир,móž
248,Ehemann::N,ир,sopróg
249,Ehefrau::N,ҡатын,žêna
250,Ehefrau::N,ҡатын,sopróga
251,Freude::N,шатлыҡ,rádost
252,Freude::N,шатлыҡ,vesêlje
253,Freude::N,ҡыуаныс,rádost
254,Freude::N,ҡыуаныс,vesêlje
255,Gelächter::N,көлөү,sméh
256,Gelächter::N,көлөү,grohòt
257,Glück::N,бәхет,sréča
258,Kummer::N,ҡайғы,gorjé
259,Wunsch::N,теләк,žêlja
260,Lust::N,әүәҫлек,poželênje
261,Geist::N,аң,dúša
262,Geist::N,рух,dúša
263,Gedanke::N,уй,mísel
264,Gedanke::N,фекер,mísel
265,Gedächtnis::N,хәтер,pámet
266,Verstand::N,аҡыл,
267,Sinn::N,мәғәня,pomèn
268,Sinn::N,мәғәня,smísel
269,Grund::N,сәбәп,vzròk
270,Wahrheit::N,дөрөҫлөк,resníca
271,Gespräch::N,әңгәмә,pogóvor
272,Märchen::N,әкиәт,právljica
273,Erzählung::N,хикәйә,povést
274,Nachricht::N,хәбәр,sporočílo
275,Neuigkeit::N,яңылыҡ,novóst
276,Name::N,исем,imé
277,Rätsel::N,йомаҡ,ugánka
278,Rede::N,телмәр,góvor
279,Sprache::N,тел,jêzik
280,Sprache::N,телмәр,jêzik
281,Stimme::N,тауыш,glás
282,Wort::N,һүҙ,beséda
283,Zeichen::N,билдә,znák
284,Ruf::N,саҡырыу,klíc
285,Lärm::N,шаулау,hrúp
286,Lärm::N,шаулау,trúšč
287,Laut::N,тауыш,glás
288,Ton::N,яңғырау,tón
289,Lied::N,йыр,pésem
290,Ruhe::N,ял,pokòj
291,Ruhe::N,тыныслыҡ,pokòj
292,Leute::N,кешеләр,ljudjé
293,Volk::N,халҡ,národ
294,Arbeit::N,эш,délo
295,Gast::N,ҡунаҡ,gòst
296,Geschenk::N,бүләк,darílo
297,Spiel::N,уйын,ígra
298,Gesellschaft::N,йәмғиәт,drúžba
299,Hilfe::N,ярҙам,pomóč
300,Freund::N,дуҫ,prijátelj
301,Kamerad::N,иптәш,továriš
302,Angelegenheit::N,әш,zadéva
303,Anzahl::N,һан,števílo
304,Art::N,төр,vŕsta
305,Stück::N,киҫәк,kós
306,Teil::N,өлөш,dél
307,Hälfte::N,ярты,polovíca
308,Kreis::N,түңәрәк,króg
309,Kreis::N,түңәрәк,kolobár
310,Kreuz::N,тәре,kríž
311,Linie::N,һыҙыҡ,próga
312,Strich::N,һыҙат,čŕta
313,Abstand::N,ара,preslédek
314,Entfernung::N,алыҫлыҡ,oddáljenost
315,Gegend::N,урын,kràj
316,Gegend::N,урын,dežêla
317,Platz::N,арауыҡ,prôstor
318,Ort::N,ерҙәр,mésto
319,Ort::N,урындар,mésto
320,Ort::N,эш урыны,mésto
321,Seite::N,яҡ,bòk
322,Seite::N,яҡ,strán
323,Mitte::N,урталыҡ,sredína
324,Gegenstand::N,нәмә,prédmet
325,Sache::N,нәмә,réč
326,Sache::N,нәмә,stvár
327,Sache::N,әйбер,réč
328,Sache::N,әйбер,stvár
329,Rand::N,сит,kràj
330,Kante::N,ҡабырға,rób
331,Kante::N,ян,rób
332,Ecke::N,мөйөш,vogál
333,Spitze::N,ос,óst
334,Ende::N,аҙаҡ,kônec
335,Loch::N,тишек,lúknja
336,Winkel::N,мөйөш,kót
337,Muster::N,биҙәк,vzórec
338,Größe::N,ҙурлыҡ,veličína
339,Länge::N,оҙонлоҡ,dolžína
340,Höhe::N,бейеклек,vršína
341,Gewicht::N,үлсәү,téža
342,Menge::N,һан,količína
343,Haufen::N,өйөм,kùp
344,Haufen::N,өйөм,kopíca
345,Reihe::N,рәт,níz
346,Reihe::N,рәт,vŕsta
347,Boot::N,кәмә,čóln
348,Ruder::N,ишкәк,vêslo
349,Schlitten::N,сана,saní
350,Ski::N,саңгы,smučí
351,Lagerfeuer::N,костер,táborni ôgenj
352,Last::N,ауырлыҡ,tôvor
353,Gang::N,барыу,hòd
354,Schritt::N,аҙым,korák
355,Norden::N,төньяҡ,séver
356,Süden::N,көньяҡ,júg
357,Westen::N,көнбайыш,zapàd
358,Osten::N,көнсығыш,vzhòd
359,Holz::N,үағас,lés
360,Brett::N,таҡта,deskà
361,Platte::N,плита,plôča
362,Stütze::N,терәк,opóra
363,Stütze::N,терәк,zaslómba
364,Stange::N,кәртә,gréd
365,Stock::N,таяҡ,pálica
366,Stab::N,ҡолға,pálica
367,Rohr::N,торба,cév
368,Haus::N,өй,híša
369,Haus::N,йорт,híša
370,Heim::N,өй,dóm
371,Ofen::N,мейес,péč
372,Fußboden::N,енес,pòd
373,Tisch::N,өҫтәл,míza
374,Stuhl::N,ултырғыс,stòl
375,Wiege::N,бишек,zíbel
376,Bett::N,карауат,póstelja
377,Regal::N,кәштә,políca
378,Kiste::N,йәшинк,zabòj
379,Fenster::N,тәҙрә,ôkno
380,Tür::N,ишек,vráta
381,Tor::N,ҡапҡа,velíka vráta
382,Zaun::N,ҡойма,ográja
383,Dach::N,түбә,stréha
384,Dach::N,ҡыйыҡ,stréha
385,Leiter::N,баҫҡыс,léstev
386,Besen::N,һепертке,mêtla
387,Spaten::N,көрәк,lopáta
388,Schaufel::N,көрәк,lopáta
389,Gabel::N,сәнске,vílice
390,Löffel::N,ҡалаҡ,žlíca
391,Messer::N,бысаҡ,nòž
392,Nagel::N,сөй,žebèlj
393,Netz::N,ау,mréža
394,Haken::N,ыргаҡ,kljúka
395,Griff::N,тотҡа,ročáj
396,Griff::N,тотҡа,oprijèm
397,Schloss::N,йоҙаҡ,ključávnica
398,Bild::N,картина,slíka
399,Figur::N,һын,figúra
400,Figur::N,һын,postáva
401,Puppe::N,ҡурсаҡ,lútka
402,Beutel::N,тоҡ,môšnja
403,Bündel::N,төргәк,cúla
404,Bündel::N,төргәк,svéženj
405,Tasche::N,сумка,tórba
406,Tasche::N,сумка,tobôlec
407,Eimer::N,биҙрә,vêdro
408,Deckel::N,ҡапҡас,pokròv
409,Deckel::N,ҡапҡас,poklópec
410,Geschirr::N,һауыт-һаба,posóda
411,Sack::N,тоҡ,vréča
412,Tasse::N,сынаяҡ,skodélica
413,Topf::N,кәстрүл,lônec
414,Kessel::N,ҡаҙан,kôtel
415,Essen::N,ашау,hrána
416,Nahrung::N,аҙыҡ,živílo
417,Speise::N,аш,jéd
418,Fleisch::N,ит,mesó
419,Getreide::N,иген,žíto
420,Getreide::N,ашлыҡ,žíto
421,Brei::N,бутҡа,káša
422,Brot::N,икмәк,krùh
423,Scheibe::N,телем,réženj
424,Fett::N,май,mást
425,Fett::N,май,maščôba
426,Butter::N,май,máslo
427,Öl::N,май буяуы,ólje
428,Salz::N,тоҙ,sól
429,Suppe::N,һурпа,júha
430,Honig::N,бал,méd
431,Milch::N,һөт,mléko
432,Tee::N,сәй,čáj
433,Leder::N,күн,úsnje
434,Wolle::N,йөн,vólna
435,Stoff::N,туҡыма,blagó
436,Nadel::N,энә,ígla
437,Faden::N,еп,nít
438,Knopf::N,төймә,gúmb
439,Knoten::N,төйөн,vôzel
440,Farbe::N,буяу,bárva
441,Kleidung::N,кейем,obléka
442,Hemd::N,күлдәк,srájca
443,Kragen::N,яға,ovrátnik
444,Ärmel::N,ең,rokáv
445,Hose::N,салбар,hláče
446,Gürtel::N,ҡайыш,pás
447,Mütze::N,бүрк,kápa
448,Mütze::N,бүрк,čépica
449,Schuh::N,туфли,čévelj
450,Stiefel::N,итек,škórenj
451,Ring::N,йөҙөк,pŕstan
452,Ring::N,балдаҡ,pŕstan
453,Band::N,таҫма,trák
454,Kamm::N,тараҡ,glavník
455,Spiegel::N,көзгө,zrcálo
456,Spiegel::N,көзгө,ogledálo
457,Riemen::N,ҡайыш,jêrmen
458,Schnur::N,бау,vŕvca
459,Leine::N,бау,konôpec
460,Decke::N,одеяд,odéja
461,Kissen::N,мендәр,blazína
462,Tuch::N,яулыҡ,pŕt
463,Tuch::N,яулыҡ,rúta
464,Handtuch::N,таҫтамал,brisáča
465,Kraft::N,көс,síla
466,Stärke::N,көс,jákost
467,Gesundheit::N,һаулыҡ,zdrávje
468,Krankheit::N,сир,bolézen
469,Krankheit::N,ауырыу,bolézen
470,Schmerz::N,һыҙлау,ból
471,Schmerz::N,һыҙлау,bolečína
472,Schmerz::N,әрнеү,ból
473,Schmerz::N,әрнеү,bolečína
474,Wunde::N,йәрәхәт,rána
475,Fieber::N,тапма,vročína
476,Fieber::N,биҙгәк,vročína
477,Arznei::N,дарыу,lék
478,Arznei::N,дарыу,zdravílo
479,Brücke::N,күпер,móst
480,Brunnen::N,ҡоҙоҡ,vodnják
481,Weide::N,көтөүлек,páša
482,Pfad::N,һуҡмаҡ,stezà
483,Weg::N,юл,pót
484,Straße::N,урам,césta
485,Dorf::N,ауыл,vás
486,Stadt::N,ҡала,mésto
487,Brief::N,хат,písmo
488,Buch::N,китап,knjíga
489,Buch::N,кенәгә,knjíga
490,Buchstabe::N,хәреф,čŕka
491,Zeitung::N,гәзит,čásnik
492,Leben::N,йәшәү,življênje
493,Tod::N,үлем,smŕt
494,Grab::N,ҡәбер,gròb
495,Kirche::N,сиркәү,cérkev
496,Sünde::N,гөнаһ,gréh
497,Gott::N,алла,bóg
498,Gott::N,хоҙай,bóg
499,Arbeiter::N,эшсе,délavec
500,Chef::N,башлыҡ,šéf
501,Meister::N,оҫта,mójster
502,Arzt::N,врач,zdravník
503,Lehrer::N,уҡытыусы,učítelj
504,Geld::N,аҡса,denár
505,Geschäft::N,эш,kupčíja
506,Laden::N,магазин,trgovína
507,Preis::N,хаҡ,céna
508,Ware::N,тауар,róba
509,Nutzen::N,файҙа,príd
510,Reichtum::N,байлыҡ,bogástvo
511,Welt::N,донъя,svét
512,Land::N,ил,dežêla
513,Staat::N,дәүләт,držáva
514,König::N,король,králj
515,Macht::N,власть,oblást
516,Grenze::N,сик,mêja
517,Krieg::N,һуғыш,vôjna
518,Feind::N,йылан,sovrážnik
519,Gewalt::N,көслөк,nasílje
520,Kampf::N,көрәш,bòj
521,Kampf::N,көрәш,bórba
522,Bogen[Waffe]::N,йәйә,lók
523,Pfeil::N,уҡ,puščíca
524,Gewehr::N,мылтыҡ,púška
525,Fehler::N,хата,zmóta
526,Lüge::N,ялған,láž
527,Schaden::N,зыян,okvára
528,Schaden::N,зарар,okvára
529,Unglück::N,ҡаза,nesréča
530,Schuld::N,ғәйеп,krívda
531,Alter::N,йәш,dôba
532,Schluss::N,һуң,kônec
533,Schluss::N,аҙаҡ,kônec
534,Zeit::N,мәл,čàs
535,Zeit::N,заман,čàs
536,Tag::N,көн,dán
537,Morgen::N,иртә,jútro
538,Morgen::N,иртәнсәк,jútro
539,Mittag::N,төш,póldan
540,Abend::N,кис,večér
541,Nacht::N,төн,nóč
542,Woche::N,аҙна,téden
543,Monat::N,ай,mésec
544,Jahr::N,йыл,léto
545,Frühling::N,яҙ,pomlád
546,Sommer::N,йәй,polétje
547,Herbst::N,көз,jesén
548,Winter::N,ҡыш,zíma
549,Januar::N,ғинуар,jánuar
550,Februar::N,февраль,fébruar
551,März::N,март,márec
552,April::N,апрель,apríl
553,Mai::N,май,máj
554,Juni::N,июнь,júnij
555,Juli::N,июль,júlij
556,August::N,август,avgúst
557,September::N,сентябрь,septêmber
558,Oktober::N,октябрь,október
559,November::N,ноябрь,novêmber
560,Dezember::N,декабрь,decémber
561,Montag::N,дүшәмбе,ponedéljek
562,Dienstag::N,шишәмбе,tôrek
563,Mittwoch::N,шаршамбы,sréda
564,Donnerstag::N,кесаҙна,četŕtek
565,Freitag::N,йома,pétek
566,Samstag::N,шәмбе,sobóta
567,Sonntag::N,йәкшәмбе,nedélja
568,groß::A,ҙур,vêlik
569,klein::A,бәләкәс,májhen
570,lang::A,оҙон,dólg
571,kurz::A,ҡыҫҡа,krátek
572,breit::A,киң,širòk
573,schmal::A,тар,ózek
574,dicht::A,йыш,góst
575,dicht::A,ҡуйы,góst
576,dick[Gegenstand]::A,ҡалын,dêbel
577,dünn::A,йоҡа,tánek
578,dünn::A,нәҙек,tánek
579,fein::A,нескә,drôben
580,fest::A,ныҡ,tŕden
581,flach::A,яҫы,plán
582,flach::A,яҫы,plòsk
583,flach::A,ялпаҡ,plán
584,flach::A,ялпаҡ,plòsk
585,glatt::A,шыма,gládek
586,hart::A,ҡаты,tŕd
587,weich::A,йомшаҡ,mehák
588,rund::A,түңәрәк,okrógel
589,spitz::A,осло түбәле,šílast
590,scharf::A,үткер,óster
591,stumpf::A,утмәҫ,tóp
592,stumpf::A,утмәҫ,skŕhan
593,schwer::A,ауыр,têžek
594,schön::A,матур,lép
595,schön::A,матур,krásen
596,heiß::A,эҫе,vròč
597,warm::A,йылы,tôpel
598,kalt::A,һыуыҡ,mŕzel
599,kalt::A,һыуыҡ,hláden
600,kühl::A,һалҡынса,hláden
601,frisch::A,һалҡынса,svéž
602,feucht::A,еүеш,vlážen
603,feucht::A,дымлы,vlážen
604,nass::A,еүеш,móker
605,trocken::A,кипкән,súh
606,voll::A,тулы,póln
607,leer::A,буш,prázen
608,offen::A,асыҡ,odpŕt
609,geschlossen::A,ябыҡ,zapŕt
610,sauber::A,таҙа,číst
611,sauber::A,таҙа,líčen
612,schmutzig::A,бысраҡ,umázan
613,roh::A,сей,suròv
614,reif::A,өлгөрғән,zrèl
615,lecker::A,тәмле,okúsen
616,süß::A,тямле,sládek
617,süß::A,тәм-том,sládek
618,bitter::A,әсе,grenák
619,sauer::A,әсе,kísel
620,hell::A,яҡты,svetèl
621,dunkel::A,ҡараңғы,temèn
622,schwarz::A,ҡара,čŕn
623,weiß::A,аҡ,bél
624,rot::A,матур,rdèč
625,rot::A,һылыу,rdèč
626,rot::A,сибәр,rdèč
627,gelb::A,һары,žólt
628,gelb::A,һары,rumèn
629,blau::A,күк,móder
630,grün::A,йәшел,zelèn
631,grau::A,буҙ,sív
632,bunt::A,сыбар,písan
633,bunt::A,ала-ҡола,písan
634,billig::A,арзан,pocéni
635,teuer::A,ҡыйбатлы,drág
636,wertvoll::A,ҡиммәтле,dragocén
637,blind::A,һуҡыр,slép
638,taub::A,һаңғырау,glúh
639,kräftig::A,көслө,močán
640,kräftig::A,ҡеүәтле,močán
641,stark::A,көслө,ják
642,stark::A,ҡеүәтле,ják
643,schwach::A,көсһөҙ,šíbek
644,fett::A,һимеҙ,dêbel
645,schlank::A,зифа,vítek
646,hübsch::A,матур,lép
647,böse::A,асыулы,zèl
648,böse::A,асыулы,hudôben
649,dumm::A,иҫәр,glúp
650,dumm::A,иҫәр,bédast
651,faul::A,иренсәк,lén
652,fleißig::A,тырыш,marljív
653,geizig::A,һаран,škŕt
654,klug::A,аҡыллы,pámeten
655,geschickt::A,оҫта,spréten
656,lieb::A,яғымлы,míl
657,lieb::A,яғымлы,ljúb
658,lustig::A,күңелле,vesél
659,sanft::A,йыуаш,láhek
660,hungrig::A,ас,láčen
661,krank::A,сирле,bolán
662,krank::A,ауырыу,bolán
663,nackt::A,яланғас,nág
664,traurig::A,яманһыу,túžen
665,lebendig::A,тере,žív
666,lebendig::A,йәнле,žív
667,gut::A,яҡшы,dóber
668,schlecht::A,хөрт,malopríden
669,schlecht::A,алама,malopríden
670,richtig::A,дөрөҫ,pravílen
671,schlimm::A,хөрт,húd
672,schlimm::A,алама,húd
673,wahr::A,дөрөҫ,resníčen
674,alt::A,иҫке,stàr
675,alt::A,боронғо,stàr
676,neu::A,яңы,nòv
677,ehemalig::A,элекке,nekdánji
678,alt[Lebewesen]::A,ҡарт,stàr
679,jung::A,йәш,mlád
680,arm::A,фәҡир,ubóg
681,arm::A,фәҡир,réven
682,reich::A,бай,bogàt
683,bekannt::A,таныш,znán
684,berühmt::A,атаҡлы,sláven
685,berühmt::A,атаҡлы,znamenít
686,berühmt::A,данлыҡлы,sláven
687,berühmt::A,данлыҡлы,znamenít
688,fremd::A,ят,túj
689,fremd::A,сит,túj
690,verschieden::A,төрлө,razlíčen
691,nah::A,яҡын,blížnji
692,fern::A,алыҫ,dáleč
693,fern::A,йыраҡ,dáleč
694,linker::A,һул,lévi
695,rechter::A,уң,désni
696,anderer::A,бутән,drúgi
697,erster::A,тәүге,pŕvi
698,zweiter::A,икенсе,drúgi
699,dritter::A,өсөнсө,trétji
700,letzter::A,һуңғы,poslédnji
701,allein::ADV,бер үҙе,sám
702,allein::ADV,яңғыҙ,sám
703,auf einmal::ADV,бер юлы,obênem
704,zusammen::ADV,бергә,skúpaj
705,lange::ADV,оҙаҡ,dólgo
706,plötzlich::ADV,ҡапыл,náglo
707,plötzlich::ADV,ҡапыл,nenádoma
708,sofort::ADV,шунда уҡ,prècej
709,später::ADV,һуңыраҡ,poznêje
710,jetzt::ADV,хәҙер,zdàj
711,heute::ADV,бөгөн,dánes
712,morgen::ADV,иртәгә,jútri
713,bald::ADV,тиҙҙән,kmálu
714,dann::ADV,һуңынан,nató
715,gestern::ADV,кисә,včéraj
716,einst::ADV,ҡасандыр,nékdaj
717,einst::ADV,бер баҡыт,nékdaj
718,damals::ADV,ул саҡта,tedàj
719,damals::ADV,ул саҡта,takràt
720,danach::ADV,һуңынан,potèm
721,vorher::ADV,элек,poprèj
722,zuerst::ADV,башта,spŕva
723,einmal::ADV,бер,ênkrat
724,manchmal::ADV,ҡайһы берҙә,včásih
725,oft::ADV,йыш,pogósto
726,immer::ADV,һәр ҡасан,védno
727,immer::ADV,һәр ҡасан,zméraj
728,niemals::ADV,бер ҡасан да,nikdàr
729,niemals::ADV,бер ваҡытта ла,nikdàr
730,hier::ADV,бында,tù
731,hier::ADV,бында,túkaj
732,hierhin::ADV,бында,sèmkaj
733,von hier::ADV,бынан,od tú
734,von hier::ADV,ошонан,od tú
735,dort::ADV,шунда,tàm
736,dort::ADV,тегендә,tàm
737,dorthin::ADV,шунда,tjà
738,dorthin::ADV,тегеләй,tjà
739,geradeaus::ADV,тура,rávno napréj
740,vorwärts::ADV,алға,napréj
741,rückwärts::ADV,кирегә,zádaj
742,zurück::ADV,кирегә,nazáj
743,unten::ADV,түбәндә,dôli
744,unten::ADV,түбәндә,spôdaj
745,hinab::ADV,түбәнгә,dôl
746,oben::ADV,юғарыла,gôri
747,oben::ADV,юғарыла,zgôraj
748,hinauf::ADV,юғарыға,gôr
749,überall::ADV,бөтә урында,povsód
750,nicht::ADV,тугел,ne
751,ein wenig::ADV,аҙ,málo
752,kaum::ADV,көскә,kómaj
753,kaum::ADV,саҡ-саҡ,kómaj
754,sehr::ADV,ифат,zeló
755,so::ADV,шулай,takó
756,noch::ADV,йәнә,še
757,nur::ADV,бары,samó
758,schon::ADV,инде,žè
759,wieder::ADV,тағы,spét
760,vergebens::ADV,бушҡа,zamàn
