,Concept_ID,el,da
485,Arzt::N,γιατρός,læge
486,Lehrer::N,δάσκαλος,lærer
487,Geld::N,λεφτά,penge
488,Geld::N,χρήματα,penge
489,Geschäft::N,συναλλαγή,forretning
490,Laden::N,μαγαζί,butik
491,Laden::N,μαγαζί,forretning
492,Laden::N,κατάστημα,butik
493,Laden::N,κατάστημα,forretning
494,Preis::N,τιμή,pris
495,Ware::N,εμπόρευμα,vare
496,Nutzen::N,όφελος,nytte
497,Reichtum::N,πλούτος,rigdom
498,Welt::N,κόσμος,verden
499,Land::N,χώρα,land
500,Staat::N,κράτος,stat
501,Staat::N,πολιτεία,stat
502,König::N,βασιλιάς,konge
503,Macht::N,εξουσία,magt
504,Grenze::N,σύνορα,grænse
505,Krieg::N,πόλεμος,krig
506,Feind::N,εχθρός,fjende
507,Gewalt::N,βία,vold
508,Kampf::N,αγώνας,kamp
509,Bogen[Waffe]::N,τόξο,bue
510,Pfeil::N,σαΐτα,pil
511,Gewehr::N,τουφέκι,gevær
512,Fehler::N,λάθος,fejl
513,Fehler::N,σφάλμα,fejl
514,Lüge::N,ψέμα,løgn
515,Lüge::N,ψεύδος,løgn
516,Schaden::N,ζημία,skade
517,Unglück::N,δυστυχία,uheld
518,Unglück::N,δυστυχία,ulykke
519,Schuld::N,ενοχή,skyld
520,Schuld::N,φταίξιμο,skyld
521,Alter::N,ηλικία,alder
522,Schluss::N,τέλος,slut
523,Schluss::N,τέλος,slutning
524,Zeit::N,χρόνος,tid
525,Tag::N,μέρα,dag
526,Tag::N,ημέρα,dag
527,Morgen::N,πρωί,morgen
528,Mittag::N,μεσημέρι,middag
529,Abend::N,βράδυ,aften
530,Nacht::N,νύχτα,nat
531,Woche::N,εβδομάδα,uge
532,Monat::N,μήνας,måned
533,Jahr::N,έτος,år
534,Jahr::N,χρόνος,år
535,Frühling::N,άνοιξη,forår
536,Sommer::N,καλοκαίρι,sommer
537,Herbst::N,φθινόπωρο,efterår
538,Winter::N,χειμώνας,vinter
539,Januar::N,Ιανουάριος,januar
540,Februar::N,Φεβρουάριος,februar
541,März::N,Μάρτιος,marts
542,April::N,Απρίλιος,april
543,Mai::N,Μάιος,maj
544,Juni::N,Ιούνιος,juni
545,Juli::N,Ιούλιος,juli
546,August::N,Αύγουστος,august
547,September::N,Σεπτέμβριος,september
548,Oktober::N,Οκτώβριος,oktober
549,November::N,Νοέμβριος,november
550,Dezember::N,Δεκέμβριος,december
551,Montag::N,Δευτέρα,mandag
552,Dienstag::N,Τρίτη,tirsdag
553,Mittwoch::N,Τετάρτη,onsdag
554,Donnerstag::N,Πέμπτη,torsdag
555,Freitag::N,Παρασκευή,fredag
556,Samstag::N,Σάββατο,lørdag
557,Sonntag::N,Κυριακή,søndag
558,groß::A,μεγάλος,stor
559,klein::A,μικρός,lille
560,lang::A,μακρύς,lang
561,kurz::A,κοντός,kort
562,breit::A,φαρδύς,bred
563,schmal::A,στενός,smal
564,dicht::A,πυκνός,tæt
565,dick[Gegenstand]::A,παχύς,tyk
566,dick[Gegenstand]::A,χοντρός,tyk
567,dünn::A,ψιλός,tynd
568,dünn::A,λεπτός,tynd
569,fein::A,ψιλός,fin
570,fest::A,στερεός,fast
571,flach::A,επίπεδος,flad
572,glatt::A,λείος,glat
573,glatt::A,ομαλός,glat
574,hart::A,σκληρός,hård
575,weich::A,μαλακός,blød
576,rund::A,στρογγυλός,rund
577,spitz::A,μυτερός,spids
578,scharf::A,κοφτερός,skarp
579,stumpf::A,αμβλύς,sløv
580,stumpf::A,αμβλύς,stump
581,schwer::A,βαρύς,tung
582,schön::A,ωραίος,skøn
583,schön::A,όμορφος,skøn
584,heiß::A,ζεστός,hed
585,warm::A,θερμός,varm
586,kalt::A,κρύος,kold
587,kalt::A,ψυχρός,kold
588,kühl::A,δροσερός,kølig
589,frisch::A,νωπός,frisk
590,frisch::A,φρέσκος,frisk
591,feucht::A,υγρός,fugtig
592,nass::A,βρεγμένος,våd
593,trocken::A,ξηρός,tør
594,trocken::A,στεγνός,tør
595,voll::A,γεμάτος,fuld
596,leer::A,άδειος,tom
597,offen::A,ανοιχτός,åben
598,geschlossen::A,κλειστός,lukket
599,sauber::A,καθαρός,ren
600,schmutzig::A,βρώμικος,snavset
601,schmutzig::A,λερωμένος,snavset
602,roh::A,ωμός,rå
603,reif::A,ώριμος,moden
604,lecker::A,νόστιμος,lækker
605,süß::A,γλυκός,sød
606,bitter::A,πικρός,bitter
607,sauer::A,ξινός,sur
608,hell::A,φωτεινός,lys
609,dunkel::A,σκοτεινός,mørk
610,schwarz::A,μαύρος,sort
611,schwarz::A,μελανός,sort
612,weiß::A,άσπρος,hvid
613,rot::A,κόκκινος,rød
614,gelb::A,κίτρινος,gul
615,blau::A,μπλε,blå
616,blau::A,γαλανός,blå
617,grün::A,πράσινος,grøn
618,grau::A,γκρίζος,grå
619,bunt::A,ποικιλόχρωπος,broget
620,billig::A,φτηνός,billig
621,teuer::A,ακριβός,dyr
622,wertvoll::A,πολύτιμος,værdifuld
623,blind::A,τυφλός,blind
624,taub::A,κουφός,døv
625,kräftig::A,δυνατός,kraftig
626,stark::A,γερός,stærk
627,schwach::A,αδύνατος,svag
628,fett::A,παχύς,fed
629,schlank::A,λεπτός,slank
630,schlank::A,λυγερός,slank
631,hübsch::A,όμορφος,køn
632,hübsch::A,χαριτωμένος,køn
633,böse::A,κακός,ond
634,böse::A,κακός,slem
635,dumm::A,κουτός,dum
636,dumm::A,ανόητος,dum
637,faul::A,τεμπέλης,doven
638,fleißig::A,εργατικός,flittig
639,geizig::A,τσιγγούνης,gerrig
640,klug::A,έξυπνος,klog
641,geschickt::A,επιδέξιος,dygtig
642,geschickt::A,επιδέξιος,behændig
643,lieb::A,φίλος,rar
644,lieb::A,αγαπητός,rar
645,lustig::A,εύθυμος,lystig
646,lustig::A,χαρούμενος,lystig
647,sanft::A,ήπιος,blid
648,hungrig::A,πεινασμένος,sulten
649,krank::A,άρρωστος,syg
650,nackt::A,γυμνός,nøgen
651,traurig::A,λυπημένος,bedrøvet
652,lebendig::A,ζωντανός,levende
653,gut::A,καλός,god
654,schlecht::A,κακός,dårlig
655,richtig::A,σωστός,rigtig
656,schlimm::A,άσχημος,slem
657,wahr::A,αληθής,sand
658,wahr::A,αληθινός,sand
659,alt::A,παλιός,gammel
660,neu::A,νέος,ny
661,neu::A,καινούργιος,ny
662,ehemalig::A,παλιός,forhenværende
663,alt[Lebewesen]::A,γέρος,gammel
664,jung::A,νέος,ung
665,arm::A,φτωχός,fattig
666,reich::A,πλούσιος,rig
667,bekannt::A,γνωστός,kendt
668,berühmt::A,περίφημος,berømt
669,berühmt::A,ξακουσμένος,berømt
670,fremd::A,ξένος,fremmed
671,verschieden::A,διαφορετικός,forskellig
672,nah::A,κοντινός,nær
673,fern::A,μακριά,fjern
674,linker::A,αριστερός,venstre
675,rechter::A,δεξιός,højre
676,anderer::A,άλλος,anden
677,erster::A,πρώτος,første
678,zweiter::A,δεύτερος,anden
679,dritter::A,τρίτος,tredje
680,letzter::A,τελευταίος,sidste
681,allein::ADV,μόνος,alene
682,auf einmal::ADV,εφάπαξ,på én gang
683,zusammen::ADV,μαζί,sammen
684,lange::ADV,πολύν καιρό,længe
685,plötzlich::ADV,έξαφνα,pludselig
686,sofort::ADV,αμέσως,straks
687,später::ADV,αργότερα,senere
688,jetzt::ADV,τώρα,nu
689,heute::ADV,σήμερα,i dag
690,morgen::ADV,αύριο,i morgen
691,bald::ADV,σε λίγο,snart
692,bald::ADV,εντός ολίγου,snart
693,dann::ADV,ύστερα,så
694,gestern::ADV,χτες,i går
695,einst::ADV,ποτέ,engang
696,einst::ADV,άλλοτε,engang
697,damals::ADV,τότε,dengang
698,danach::ADV,μετά,derefter
699,danach::ADV,ύστερα,derefter
700,vorher::ADV,πριν,før
701,vorher::ADV,πριν,forud
702,vorher::ADV,προηγουμένως,før
703,vorher::ADV,προηγουμένως,forud
704,zuerst::ADV,πρώτα,først
705,einmal::ADV,μία φορά,en gang
706,manchmal::ADV,κάποτε,sommetider
707,oft::ADV,συχνά,ofte
708,oft::ADV,πολλές φορές,ofte
709,immer::ADV,πάντα,altid
710,immer::ADV,πάντοτε,altid
711,niemals::ADV,ποτέ,aldrig
712,hier::ADV,εδώ,her
713,hierhin::ADV,εδώ,hid
714,hierhin::ADV,εδώ,herhen
715,von hier::ADV,από δω,herfra
716,dort::ADV,εκεί,der
717,dorthin::ADV,προς τα κει,derhen
718,geradeaus::ADV,κατευθείαν,lige ud
719,vorwärts::ADV,εμπρός,fremad
720,rückwärts::ADV,πίσω,baglæns
721,zurück::ADV,πίσω,tilbage
722,unten::ADV,κάτω,nede
723,unten::ADV,κάτω,forneden
724,hinab::ADV,προς τα κάτω,ned
725,hinab::ADV,προς τα κάτω,nedad
726,oben::ADV,πάνω,oppe
727,oben::ADV,πάνω,ovenpå
728,oben::ADV,επάνω,oppe
729,oben::ADV,επάνω,ovenpå
730,hinauf::ADV,προς τα πάνω,op
731,hinauf::ADV,προς τα πάνω,opad
732,überall::ADV,παντού,overalt
733,nicht::ADV,δεν,ikke
734,ein wenig::ADV,λιγάκι,lidt
735,kaum::ADV,μόλις,knap
736,kaum::ADV,μόλις,næppe
737,sehr::ADV,πολύ,meget
738,so::ADV,έτσι,så
739,noch::ADV,ακόμα,endnu
740,nur::ADV,μόνο,kun
741,nur::ADV,μόνο,bare
742,schon::ADV,ήδη,alt
743,schon::ADV,ήδη,allerede
744,schon::ADV,κιόλας,alt
745,schon::ADV,κιόλας,allerede
746,wieder::ADV,ξανά,igen
747,vergebens::ADV,μάταια,forgæves
748,vor::PRP,μπροστά σε,foran
749,vor::PRP,μπροστά σε,uden for
750,vor::PRP,μπροστά από,foran
751,vor::PRP,μπροστά από,uden for
752,hinter::PRP,πίσω από ,bag
753,hinter::PRP,πίσω από ,bagved
754,unter::PRP,υπό,under
755,unter::PRP,κάτω από,under
756,durch::PRP,διά,gennem
757,durch::PRP,διά,igennem
