,Concept_ID,ca,xal
819,acht::NUM,vuit,нәәмн
820,neun::NUM,nou,йисн
821,zehn::NUM,deu,арвн
822,elf::NUM,onze,арвн негн
823,zwölf::NUM,dotze,арвн хойр
824,zwanzig::NUM,vint,хөрн
825,dreißig::NUM,trenta,һучн
826,vierzig::NUM,quaranta,дөчн
827,fünfzig::NUM,cinquanta,тәвн
828,sechzig::NUM,seixanta,җирн
829,siebzig::NUM,setanta,далн
830,achtzig::NUM,vuitanta,найн
831,neunzig::NUM,noranta,йирн
832,hundert::NUM,cent,зун
833,tausend::NUM,mil,миңһн
834,und::CNJ,i,болн
835,oder::CNJ,o,эс гиҗ
836,oder::CNJ,o,эс гихлә
837,stehen::V,estar de peu,зогсх
838,sitzen::V,seure,суух
839,liegen::V,jeure,кевтх
840,hängen::V,penjar,өлгәтә бәәх
841,werden::V,fer-se,болх
842,werden::V,posar-se,болх
843,passieren::V,succeir,болх
844,beginnen::V,iniciar-se,эклх
845,enden::V,acabar-se,төгсх
846,enden::V,terminar-se,төгсх
847,wechseln::V,canviar,хүврх
848,aufgehen[Sonne]::V,sortir,һарх
849,untergehen[Sonne]::V,posar-se,орх
850,untergehen[Sonne]::V,posar-se,сүүрлх
851,scheinen[Sonne]::V,brillar,герлтх
852,donnern::V,tronar,күрҗңнх
853,wehen::V,bufar,сальклх
854,strömen::V,afluir,һооҗх
855,fließen::V,fluir,урсх
856,sich drehen::V,girar,эргх
857,schwanken::V,vacil·lar,дәәвлх
858,schwingen::V,oscil·lar,нәәхлх
859,fallen::V,caure,унх
860,fallen::V,caure,киисх
861,fallen::V,tombar,унх
862,fallen::V,tombar,киисх
863,brennen::V,cremar,шатх
864,rauchen::V,fumejar,ута һарһх
865,regnen::V,ploure,орх
866,gefrieren::V,gelar-se,мөстх
867,tauen::V,fondre's,хәәлх
868,schmelzen::V,fondre's,хәәлх
869,schmelzen::V,fondre's,хәәлгдх
870,trocknen::V,assecar-se,эврх
871,sieden::V,bullir,буслх
872,faulen::V,podrir-se,үмкәрх
873,verfaulen::V,podrir-se,илҗрх
874,reißen::V,trencar-se,тасрх
875,versinken::V,enfonsar-se,чивх
876,vergehen::V,passar,болх
877,erscheinen::V,aparèixer,һарх
878,verschwinden::V,desaparèixer,уга болх
879,sinken::V,baixar,татгдх
880,sinken::V,descendir,татгдх
881,abnehmen::V,decréixer,хасгдх
882,zunehmen::V,augmentar,өсх
883,steigen::V,pujar,немх
884,wachsen::V,créixer,өсх
885,wachsen::V,créixer,урһх
886,glänzen::V,brillar,гилвкх
887,glänzen::V,resplendir,гилвкх
888,funkeln::V,espurnejar,цәклх
889,lärmen::V,fer soroll,шууглдх
890,läuten::V,sonar,хоңх
891,klingeln::V,trucar,җиңнулх
892,klirren::V,dringar,җиңнх
893,brausen::V,rugir,догшрхх
894,rauschen::V,murmurar,сарҗңнх
895,klingen::V,sonar,ә һарх
896,bellen::V,lladrar,хуцх
897,heulen::V,udolar,уульх
898,blasen::V,bufar,үләх
899,pfeifen::V,xiular,ишкрх
900,schreien::V,cridar,хәәкрх
901,stöhnen::V,gemegar,түңшх
902,zittern::V,tremolar,дагҗннх
903,leben::V,vīure,бәәх
904,geboren werden::V,néixer,төрх
905,atmen::V,respirar,әмсхлх
906,trinken::V,beure,уух
907,essen::V,menjar,идх
908,schlucken::V,empassar-se,зальгх
909,müde werden::V,cansar-se,көшх
910,einschlafen::V,adormir-se,унтх
911,schlafen::V,dormir,нөөрсх
912,aufwachen::V,despertar-se,серх
913,aufstehen::V,llevar-se,босх
914,sich erholen::V,descansar,амрх
915,krank werden::V,posar-se malalt,гемтх
916,krank sein::V,estar malalt,шалтглх
917,schmerzen::V,doldre,өвдх
918,husten::V,tossir,ханях
919,genesen::V,recuperar-se,эдгх
920,sterben::V,morir,үкх
921,sterben::V,morir,өңгрх
922,umkommen::V,perir,үкх
923,sich bewegen::V,moure's,көдлх
924,sich bewegen::V,moure's,көндрх
925,sich rühren::V,moure's,көндрх
926,sich erheben::V,aixecar-se,босх
927,sich setzen::V,asseure's,суух
928,hinfallen::V,caure's,унх
929,hinfallen::V,caure's,киисх
930,laufen::V,caminar,йовх
931,schreiten::V,procedir,алхх
932,spazierengehen::V,passejar,сергҗ йовх
933,eilen::V,anar corrent,шулудх
934,sich beeilen::V,afanyar-se,адһх
935,sich beeilen::V,afanyar-se,шамдх
936,sausen::V,córrer,хурдлх
937,sausen::V,córrer,йир_хурдар_гүүх
938,sausen::V,córrer,йир_хурдар_йовх
939,rennen::V,córrer,гүүх
940,springen::V,saltar,һәрәдх
941,klettern::V,escalar,давшх
942,schaukeln::V,gronxar-se,дүүдңндх
943,schaukeln::V,balancejar-se,дүүдңндх
944,kriechen::V,reptar,мөлкх
945,kriechen::V,arrossegar-se,мөлкх
946,schwimmen::V,nadar,усчх
947,tauchen::V,bussejar,булхх
948,tauchen::V,submergir-se,булхх
949,rudern::V,remar,хәәвдх
950,fahren::V,anar,йовх
951,fliegen::V,volar,нисх
952,gehen::V,caminar,йовх
953,weggehen::V,anar-se'n,йовх
954,weggehen::V,anar-se'n,одх
955,weggehen::V,anar-se'n,һарх
956,weggehen::V,anar-se'n,мөрлх
957,abfahren::V,partir,мордх
958,anhalten::V,aturar-se,зогсх
959,hineingehen::V,entrar,орх
960,eintreten::V,entrar,орх
961,kommen::V,venir,ирх
962,ankommen::V,arribar,ирх
963,zurückkommen::V,tornar,орх
964,bleiben::V,quedar-se,бәәх
965,warten::V,esperar,күләх
966,erwarten::V,esperar,күләх
967,suchen::V,buscar,хәәх
968,finden::V,trobar,олх
969,versuchen::V,intentar,седх
970,vorbereiten::V,preparar,белдх
971,lieben::V,estimar,дурлх
972,mögen::V,agradar a,таассгдх
973,lachen::V,riure,инәх
974,rühren::V,commoure,уйрах
975,rühren::V,emocionar,уйрах
976,weinen::V,plorar,уульх
977,schimpfen::V,renyar,харах
978,sich ärgern::V,enfadar-se,уурлх
979,sich fürchten::V,tenir por,әәх
980,fürchten::V,témer,әәх
981,fürchten::V,témer,сүрдх
982,fliehen::V,fugir,зулх
983,flüchten::V,refugiar-se,орһх
984,flüchten::V,refugiar-se,зулх
985,sehen::V,veure,үзх
986,anschauen::V,mirar,харх
987,ansehen::V,mirar,хәләх
988,ansehen::V,mirar,үзх
989,hören::V,oir,соңсх
990,zuhören::V,escoltar,соңсх
991,probieren::V,provar,амсх
992,riechen::V,olorar,үнрчлх
993,fühlen::V,sentīr,медх
994,scheinen::V,semblar,болҗ медгдх
995,scheinen::V,semblar,миниһәр болхла
996,scheinen::V,semblar,болад бәәх
997,zu sehen sein::V,poder-se veure,үзгдх
998,vernehmen::V,percebre,соңсх
999,frieren::V,tenir fred,даарх
1000,tun::V,fer,кех
1001,können::V,poder,чадх
1002,wollen::V,voler,дурлх
1003,anfangen::V,iniciar,эклх
1004,beenden::V,acabar,дуусх
1005,aufhören::V,deixar,уурх
1006,gelingen::V,sortir bé,бүтх
1007,gelingen::V,sortir bé,күцәх
1008,geraten::V,sortir,болх
1009,öffnen::V,obrir,секх
1010,schließen::V,tancar,хаах
1011,stellen::V,posar,тәвх
1012,stellen::V,col·locar,тәвх
1013,setzen::V,assentar,суулһх
1014,legen::V,posar,тәвх
1015,berühren::V,tocar,көндәх
1016,verbinden::V,unir,боох
1017,verbinden::V,connectar,боох
1018,bedecken::V,tapar,хучх
1019,bedecken::V,tapar,бүркх
1020,bedecken::V,cobrir,хучх
1021,bedecken::V,cobrir,бүркх
1022,aufhängen::V,penjar,өлгх
1023,anzünden::V,encendre,асах
1024,anzünden::V,encendre,шатах
1025,aufheben::V,aixecar,өөдән өргх
1026,zurücklassen::V,deixar,үлдәх
1027,verlieren::V,pērdre,геех
1028,fallen lassen::V,deixar caure,алдх
1029,machen::V,fer,кех
1030,herstellen::V,producir,кех
1031,bauen::V,construir,тосхх
1032,reparieren::V,reparar,ясх
1033,verbessern::V,millorar,сәәрүлх
1034,ändern::V,canviar,хүврәх
1035,graben::V,cavar,малтх
1036,beugen::V,doblegar,нуһлх
1037,biegen::V,corbar,матилһх
1038,biegen::V,arquejar,матилһх
1039,drehen::V,girar,эргүлх
1040,wenden::V,girar,көмрх
1041,wenden::V,girar,эргүлх
1042,umdrehen::V,voltar,эргүлх
1043,heben::V,pujar,өргх
1044,heben::V,pujar,деер өргх
1045,heben::V,aixecar,өргх
1046,heben::V,aixecar,деер өргх
1047,hochheben::V,aixecar,өргх
1048,ergreifen::V,agafar,бәрх
1049,halten::V,mantenir,бәрх
1050,drücken::V,prémer,шахх
1051,drücken::V,estrènyer,шахх
1052,schieben::V,empènyer,түлкх
1053,kratzen::V,raspar,мааҗх
1054,lecken::V,llepar,долах
1055,beißen::V,mossegar,хазх
1056,abreißen::V,arrencar,таслх
1057,abschneiden::V,tallar,тәәрх
1058,binden::V,lligar,боох
1059,stecken::V,ficar,шаах
1060,stecken::V,ficar,хатхх
1061,brechen::V,trencar,хамхлх
1062,klopfen::V,trucar,цокх
1063,hauen::V,picar,цокх
1064,hauen::V,colpejar,цокх
1065,kleben::V,enganxar,наах
1066,reiben::V,fregar,зүлгх
1067,streichen::V,untar,наах
1068,streichen::V,untar,лашх
1069,streichen::V,untar,түркх
1070,schleifen::V,afilar,хурцлх
1071,schleifen::V,esmolar,хурцлх
1072,schneiden::V,tallar,хәәчлх
1073,rütteln::V,sacsejar,дәәвлүлх
1074,schütteln::V,agitar,сегсрх
1075,schütteln::V,sacsejar,сегсрх
1076,schwenken::V,agitar,дайлх
1077,schütten::V,abocar,кех
1078,füllen::V,omplir,дүүргх
1079,einwickeln::V,embolicar,орах
1080,tragen::V,dur,зөөх
1081,tragen::V,portar,зөөх
1082,schleppen::V,arrossegar,чирх
1083,ziehen::V,tirar,татх
1084,ziehen::V,estirar,татх
1085,aufbewahren::V,conservar,хадһлх
1086,werfen::V,llançar,хайх
1087,fangen::V,agafar,бәрх
1088,fangen::V,agafar,хавлх
1089,fangen::V,atrapar,бәрх
1090,fangen::V,atrapar,хавлх
1091,packen::V,engrapar,бәрх
1092,verstecken::V,amagar,дүрх
1093,verstecken::V,amagar,бултулх
1094,teilen::V,dividir,хувах
1095,schicken::V,enviar,илгәх
1096,bringen::V,portar,авч ирх
1097,hinzufügen::V,afegir,немх
1098,bekommen::V,obtenir,авх
1099,erhalten::V,rebre,авх 
1100,nehmen::V,prendre,авх
1101,wählen::V,triar,шүүх
1102,wählen::V,elegir,шүүх
1103,auswählen::V,escollir,шүүх
1104,auswählen::V,seleccionar,шүүх
1105,bewahren::V,conservar,хадһлх
1106,bewahren::V,conservar,кевтнь үлдәх
1107,bewahren::V,conservar,кевтнь бәәлһх
1108,behindern::V,impedir,харшлх
1109,behindern::V,obstaculitzar,харшлх
1110,verderben::V,espatllar,үрәх
1111,beschädigen::V,danyar,эвдх
1112,beschädigen::V,destrossar,эвдх
1113,zerbrechen::V,trencar,күүлх
1114,zerbrechen::V,trencar,хамхлх
1115,zerreißen::V,estripar,шуучх
1116,zerstören::V,destruir,эвдх
1117,verbrennen::V,cremar,шатах
1118,geben::V,donar,өгх
1119,reichen::V,passar,өгх
1120,schenken::V,regalar,белглх
1121,versprechen::V,prometre,амлх
1122,wünschen::V,desitjar,сә хәәх
1123,loben::V,elogiar,магтх
1124,küssen::V,fer un petó a,үмсх
1125,wiegen::V,bressolar,саатулх
1126,zudecken::V,tapar,бүркх
1127,zudecken::V,cobrir,бүркх
1128,wecken::V,despertar,серүлх
1129,zeigen::V,mostrar,үзүлх
1130,zeigen::V,ensenyar,үзүлх
1131,führen::V,guiar,көтлх
1132,führen::V,conduir,көтлх
1133,lehren::V,ensenyar,заах
1134,lehren::V,ensenyar,сурһх
1135,unterrichten::V,ensenyar,сурһх
1136,unterrichten::V,ensenyar,багшлх
1137,aufziehen::V,criar,өскәх
1138,leiten::V,dirigir,һардх
1139,leiten::V,dirigir,толһалх
1140,antreiben::V,impel·lir,шамдах
1141,lassen::V,fer,күч үзүлх
1142,einladen::V,invitar,үрх
1143,einladen::V,convidar,үрх
1144,vereinigen::V,unir,хамцулх
1145,besuchen::V,visitar,одх
1146,besuchen::V,anar a veure,одх
1147,treffen::V,trobar,харһх
1148,sich versammeln::V,reunir-se,цуглрх
1149,sich versammeln::V,reunir-se,хурх
1150,spielen::V,jugar,наадх
1151,singen::V,cantār,дуулх
1152,tanzen::V,ballar,биилх
1153,sich trennen::V,separar-se,хаһцх
1154,verlassen::V,deixar,хайх
1155,verlassen::V,abandonar,хайх
1156,retten::V,salvar,әм аврх
1157,retten::V,salvar,әәмшгәс харсх
1158,bewachen::V,vigilar,харх
1159,bewachen::V,vigilar,манх
1160,schützen::V,protegir,харсх
1161,verteidigen::V,defensar,харсх
1162,sich schlagen::V,barallar-se,гүвдлдх
1163,schießen::V,tirar,хах
1164,schießen::V,disparar,хах
1165,siegen::V,vèncer,диилх
1166,ärgern::V,enfadar,уурлулх
1167,schlagen::V,pegar,цокх
1168,schlagen::V,pegar,гүвдх
1169,schlagen::V,colpejar,цокх
1170,schlagen::V,colpejar,гүвдх
1171,treten::V,donar un cop de peu a,
1172,stechen::V,punxar,хатхх
1173,stechen::V,apunyalar,хатхх
1174,stoßen::V,empènyer,түлкчкх
1175,stehlen::V,robar,хулхалх
1176,stören::V,molestar,һә болх
1177,belästigen::V,importunar,амр эс өгх
1178,verbergen::V,amagar,нуух
1179,verbergen::V,amagar,бултулх
1180,verbergen::V,ocultar,нуух
1181,verbergen::V,ocultar,бултулх
1182,täuschen::V,enganyar,меклх
1183,betrügen::V,estafar,меклх
1184,betrügen::V,estafar,мек һарһх
1185,töten::V,matar,алх
1186,wohnen::V,vīure,бәәх
1187,wohnen::V,habitar,бәәх
1188,arbeiten::V,treballar,көдлх
1189,sammeln::V,col·leccionar,түүх
1190,pflücken::V,collir,түүх
1191,pflücken::V,collir,хурах
1192,jagen::V,caçar,аңнх
1193,jagen::V,caçar,аңһучлх
1194,fischen::V,pescar,заһс аңнх
1195,fassen::V,atrapar,бәрх
1196,hüten::V,pasturar,хәрүлх
1197,treiben::V,arriar,туух
1198,anbinden::V,lligar,уйх
1199,füttern::V,donar menjar a,теҗәх
1200,melken::V,munyir,саах
1201,hacken::V,picar,чавчх
1202,hacken::V,tallar,чавчх
1203,gießen::V,regar,услх
1204,reifen::V,madurar,болх
1205,reifen::V,madurar,болвсрх
1206,zubereiten::V,preparar,белдх
1207,kochen::V,coure,чанх
1208,kochen::V,coure,болһх
1209,backen::V,coure al forn,болһх
1210,braten::V,rostir,хуурх
1211,umrühren::V,remenar,самрх
1212,stricken::V,tricotar,өлгх
1213,stricken::V,fer punt de mitja,өлгх
1214,nähen::V,cosir,уйх
1215,färben::V,tenyir,будх
1216,reinigen::V,netejar,цеврлх
1217,waschen::V,rentār,уһах
1218,abwischen::V,eixugar,арчх
1219,spülen::V,esbandir,зәәлх
1220,fegen::V,escombrar,сәвүрдх
1221,kehren::V,escombrar,сәвүрдх
1222,baden::V,banyar-se,өөмх
1223,sich waschen::V,rentār-se,уһах
1224,sich waschen::V,rentār-se,бийән уһаҗ
1225,ausziehen::V,treure's,тәәлх
1226,anziehen::V,posar-se,өмсх
1227,sich anziehen::V,vestir-se,хувцлх
1228,kämmen::V,pentinar,самлх
1229,schmücken::V,adornar,чимх
1230,schmücken::V,adornar,кеерүлх
1231,sagen::V,dir,келх
1232,sprechen::V,parlar,келх
1233,reden::V,parlar,күүндх
1234,reden::V,parlar,күр_кех
1235,sich unterhalten::V,conversar,күүндх
1236,fragen::V,preguntar,сурх
1237,bitten::V,demanar,эрх
1238,erzählen::V,contar,келх
1239,erzählen::V,contar,келҗ өгх
1240,erzählen::V,explicar,келх
1241,erzählen::V,explicar,келҗ өгх
1242,mitteilen::V,comunicar,медүлх
1243,nennen::V,nomenar,нерәдх
1244,nennen::V,nomenar,нер өгх
1245,rufen::V,cridar,дуудх
1246,prahlen::V,lloar-se,көөрх
1247,prahlen::V,jactar-se,көөрх
1248,übersetzen::V,traduir,орчулх
1249,denken::V,pensar,санх
1250,glauben::V,creure,шүтх
1251,glauben::V,creure,нәәлх
1252,bemerken::V,notar,темдглх
1253,erkennen::V,reconèixer,таньх
1254,erkennen::V,reconèixer,медх
1255,begreifen::V,comprendre,медх
1256,verstehen::V,entendre,соңсх
1257,lernen::V,aprendre,сурх
1258,wissen::V,saber,медх
1259,sich erinnern an::V,recordar,санх
1260,vergessen::V,oblidar,мартх
1261,messen::V,mesurar,кемҗәлх
1262,zählen::V,comptar,тоолх
1263,rechnen::V,calcular,тоолх
1264,lesen::V,llegir,умшх
1265,malen::V,pintar,зурх
1266,zeichnen::V,dibuixar,зурх
1267,schreiben::V,escrīure,бичх
1268,besitzen::V,posseir,эзлх
1269,kaufen::V,comprar,хулдҗ авх
1270,verkaufen::V,vendre,хулдх
1271,verkaufen::V,vendre,гүүлгх
1272,bezahlen::V,pagar,өгх
1273,zahlen::V,pagar per,өгх
1274,beherrschen::V,dominar,эзлх
1275,ertragen::V,aguantar,даах
