,Concept_ID,ku,it
97,Regenbogen::N,heftreng,arcobaleno
98,Donner::N,gire-gir,tuono
99,Strömung::N,şewl,corrente
100,Tropfen::N,dilop,goccia
101,Schaum::N,kef,spuma
102,Schaum::N,kef,schiuma
103,Schmutz::N,gemar,sudiciume
104,See::N,gol,lago
105,Sumpf::N,hezek,palude
106,Moor::N,mafêl,torbiera
107,Wiese::N,sûrik,prato
108,Wald::N,çiya,bosco
109,Wald::N,çiya,foresta
110,Wald::N,daristan,bosco
111,Wald::N,daristan,foresta
112,Hügel::N,gir,colle
113,Hügel::N,gir,collina
114,Anhöhe::N,sere gir,altura
115,Berg::N,kaş,monte
116,Berg::N,kaş,montagna
117,Gipfel::N,sere gir,cima
118,Höhle::N,şikeft,grotta
119,Höhle::N,şikeft,caverna
120,Abhang::N,kaş,pendìo
121,Quelle::N,kanî,sorgente
122,Bach::N,çem,ruscello
123,Fluss::N,çem,fiume
124,Fluss::N,rûbar,fiume
125,Ufer::N,kevî,riva
126,Küste::N,berav,costa
127,Festland::N,bejahî,terraferma
128,Meer::N,behr,mare
129,Bucht::N,derav,cala
130,Insel::N,girav,ìsola
131,Blume::N,kulînk,fiore
132,Gras::N,giha,erba
133,Wurzel::N,reh,radice
134,Baum::N,dar,àlbero
135,Stamm::N,bavik,tronco
136,Rinde::N,qaqil,corteccia
137,Ast::N,gulî,ramo
138,Zweig::N,şax,ramo
139,Blatt::N,pel,foglia
140,Birke::N,dara sipî,betulla
141,Kiefer[Baum]::N,dara bî,pino
142,Weide[Baum]::N,dara belalûk,sàlice
143,Tanne::N,merx,abete
144,Horn::N,strô,corno
145,Feder::N,pîrtîk,penna
146,Fell::N,heyar,manto
147,Fell::N,heyar,pelame
148,Flügel::N,per,ala
149,Klaue::N,napîk,grinfia
150,Kralle::N,dinik,unghia
151,Kralle::N,dinik,artiglio
152,Kralle::N,dirnax,unghia
153,Kralle::N,dirnax,artiglio
154,Schwanz::N,dûv,coda
155,Ei::N,hêk,uovo
156,Nest::N,hêlîn,nido
157,Bau::N,avahî,covo
158,Tier::N,heywan,bestia
159,Tier::N,heywan,animale
160,Herde::N,hoz,gregge
161,Kuh::N,çêlek,vacca
162,Bulle::N,ga,toro
163,Pferd::N,hesp,cavallo
164,Schaf::N,mîh,pècora
165,Schwein::N,beraz,porco
166,Schwein::N,beraz,maiale
167,Hund::N,seh,cane
168,Katze::N,pişîk,gatta
169,Bär::N,hirç,orso
170,Eichhörnchen::N,pilûr,scoiàttolo
171,Elch::N,pazkovî,alce
172,Fuchs::N,rovî,volpe
173,Hase::N,kîroşk,lepre
174,Maus::N,mişk,topo
175,Maus::N,mişk,sorcio
176,Wolf::N,gur,lupo
177,Vogel::N,çûk,uccello
178,Schwarm::N,lufik,stormo
179,Huhn::N,mirîşk,gallina
180,Hahn::N,dîk,gallo
181,Gans::N,qaz,oca
182,Adler::N,eylo,àquila
183,Ente::N,werdek,ànatra
184,Eule::N,bûm,gufo
185,Eule::N,bûm,civetta
186,Eule::N,kund,gufo
187,Eule::N,kund,civetta
188,Kranich::N,quling,gru
189,Krähe::N,qijik,cornacchia
190,Kuckuck::N,pepûk,cuccù
191,Kuckuck::N,pepûk,cùculo
192,Schwan::N,qû,cigno
193,Fisch::N,masî,pesce
194,Barsch::N,okûn,pèrsico
195,Hecht::N,mesîyê lûf,luccio
196,Schlange[Tier]::N,mar,serpente
197,Wurm::N,kurm,baco
198,Wurm::N,kurm,verme
199,Spinne::N,pîrê,ragno
200,Ameise::N,mîro,formica
201,Ameise::N,gêrîk,formica
202,Laus::N,spi,pidocchio
203,Mücke::N,mêş,zanzara
204,Fliege::N,mêş,mosca
205,Schmetterling::N,perperîk,farfalla
206,Beere::N,hirç,bacca
207,Apfel::N,sêv,mela
208,Pilz::N,bîrov,fungo
209,Zwiebel::N,pîvaz,cipolla
210,Saat::N,tov,semente
211,Korn::N,dexl,grano
212,Heu::N,sap,fieno
213,Schale::N,qaşik,buccia
214,Grube::N,çahl,cava
215,Grube::N,çahl,fossa
216,Falle::N,dafik,tràppola
217,Schlinge::N,dahf,laccio
218,Spur::N,rêç,traccia
219,Asche::N,xweli,cenere
220,Dreck::N,gemarî,fango
221,Eisen::N,hesing,ferro
222,Gold::N,zêr,oro
223,Silber::N,zîv,argento
224,Kohle::N,komir,carbone
225,Glas::N,qedeh,vetro
226,Lehm::N,kelpîç,argilla
227,Sand::N,qûm,arena
228,Sand::N,qûm,sabbia
229,Mensch::N,mirov,uomo
230,Mensch::N,mirov,èssere umano
231,Mann::N,mêr,uomo
232,Frau::N,jin,donna
233,Kind::N,zarok,bambino
234,Junge::N,kur,ragazzo
235,Mädchen::N,keç,ragazza
236,Mädchen::N,keçik,ragazza
237,Familie::N,malbat,famiglia
238,Großvater::N,bapîr,nonno
239,Großmutter::N,pîrik,nonna
240,Eltern::N,bavudê,genitori
241,Vater::N,bav,padre
242,Mutter::N,dê,madre
243,Mutter::N,dayik,madre
244,Sohn::N,kur,figlio
245,Tochter::N,keç,figlia
246,Bruder::N,bira,fratello
247,Schwester::N,xweh,sorella
248,Onkel::N,am,zio
249,Onkel::N,xal,zio
250,Tante::N,metik,zia
251,Tante::N,xaltîk,zia
252,Ehemann::N,mêr,marito
253,Ehefrau::N,kulfet,moglie
254,Freude::N,kêfxweşî,gioia
255,Freude::N,kêfxweşî,piacere
256,Gelächter::N,pîrqînî,risata
257,Glück::N,bext,felicità
258,Kummer::N,derd,afflizione
259,Wunsch::N,daxwaz,desiderio
260,Wunsch::N,xwestek,desiderio
261,Lust::N,şewq,voglia
262,Geist::N,aqil,mente
263,Geist::N,aqil,spìrito
264,Gedanke::N,fikir,idea
265,Gedanke::N,fikir,pensiero
266,Gedächtnis::N,aqil,memoria
267,Verstand::N,fêm,intelletto
268,Sinn::N,aqil,senso
269,Sinn::N,aqil,significato
270,Grund::N,asas,causa
271,Grund::N,asas,motivo
272,Grund::N,asas,ragione
273,Wahrheit::N,rastî,verità
274,Gespräch::N,guftûgo,discorso
275,Gespräch::N,guftûgo,conversazione
276,Märchen::N,çirok,fiaba
277,Märchen::N,çirok,fàvola
278,Erzählung::N,çirok,racconto
279,Erzählung::N,çirok,narrazione
280,Erzählung::N,vegotin,racconto
281,Erzählung::N,vegotin,narrazione
282,Nachricht::N,nûçe,messaggio
283,Neuigkeit::N,hewal,notizia
284,Name::N,nav,nome
285,Name::N,paşnav,nome
286,Rätsel::N,tiştonek,indovinello
287,Rede::N,gotar,discorso
288,Rede::N,axavtin,discorso
289,Sprache::N,ziman,lingua
290,Sprache::N,ziman,linguaggio
291,Stimme::N,pejn,voce
292,Wort::N,gotin,parola
293,Zeichen::N,şanek,segno
294,Zeichen::N,şanek,segnale
295,Ruf::N,hawar,chiamata
296,Lärm::N,xarbalix,chiasso
297,Lärm::N,xarbalix,strèpito
298,Laut::N,deng,suono
299,Laut::N,hês,suono
300,Ton::N,awaz,tono
301,Lied::N,sitran,canto
302,Lied::N,sitran,canzone
303,Ruhe::N,rihetî,calma
304,Ruhe::N,rihetî,tranquillità
305,Leute::N,xelk,gente
306,Volk::N,xelk,pòpolo
307,Arbeit::N,xebat,lavoro
308,Gast::N,mêvan,òspite
309,Gast::N,mêvan,invitato
310,Geschenk::N,diyarî,regalo
311,Spiel::N,lîstik,gioco
312,Gesellschaft::N,komal,compagnìa
313,Hilfe::N,alîkarî,aiuto
314,Hilfe::N,alîkarî,soccorso
315,Freund::N,heval,amico
316,Kamerad::N,heval,camerata
317,Angelegenheit::N,pirsgirêk,affare
318,Angelegenheit::N,pirsgirêk,faccenda
319,Anzahl::N,çend,nùmero
320,Anzahl::N,çend,quantità
321,Art::N,çeh,tipo
322,Art::N,çeh,specie
323,Stück::N,lib,pezzo
324,Stück::N,parçe,pezzo
325,Teil::N,parçe,parte
326,Hälfte::N,nîvî,metà
327,Kreis::N,çemil,cìrcolo
328,Kreuz::N,xaç,croce
329,Linie::N,xezik,lìnea
330,Strich::N,xezik,tratto
331,Abstand::N,dûrahî,distanza
332,Entfernung::N,dûrahî,distanza
333,Entfernung::N,dûrahî,lontananza
334,Gegend::N,dever,regione
335,Platz::N,çih,posto
336,Platz::N,çih,spazio
337,Ort::N,dever,luogo
338,Ort::N,dever,località
339,Seite::N,rûpel,lato
340,Seite::N,rûpel,parte
341,Mitte::N,nav,mezzo
342,Mitte::N,nav,centro
343,Mitte::N,nabênê,mezzo
344,Mitte::N,nabênê,centro
345,Gegenstand::N,tişt,oggetto
346,Sache::N,tişt,cosa
347,Rand::N,kevî,orlo
348,Rand::N,kevî,bordo
349,Kante::N,kevî,spìgolo
350,Ecke::N,qunç,canto
351,Spitze::N,derzî,punta
352,Ende::N,talî,capo
353,Ende::N,talî,estremità
354,Loch::N,qul,buco
355,Winkel::N,kurnîşk,àngolo
356,Muster::N,desen,disegno
357,Größe::N,mezinî,taglia
358,Größe::N,mezinî,grandezza
359,Länge::N,dirêjahî,lunghezza
360,Höhe::N,bilindayî,altezza
361,Gewicht::N,giranî,peso
362,Menge::N,qas,quantità
363,Haufen::N,lod,cùmulo
364,Haufen::N,lod,mucchio
365,Reihe::N,rêz,fila
366,Boot::N,kelek,barca
367,Boot::N,kelek,battello
368,Ruder::N,bêrik,remo
369,Schlitten::N,xîjik,slitta
370,Ski::N,lakan,sci
371,Lagerfeuer::N,agir,falò
372,Lagerfeuer::N,agir,fuoco di bivacco
373,Last::N,bar,càrico
374,Gang::N,fîtêz,andata
375,Schritt::N,gav,passo
376,Norden::N,bakur,nord
377,Norden::N,bakur,settentrione
378,Süden::N,başur,sud
379,Süden::N,başur,meridione
380,Westen::N,rojava,òvest
381,Westen::N,rojava,occidente
382,Osten::N,rojhilat,est
383,Osten::N,rojhilat,oriente
384,Holz::N,dep,legno
385,Brett::N,dep,asse
386,Brett::N,dep,tàvola
387,Platte::N,dep,lastra
388,Platte::N,dep,piastra
389,Stütze::N,destek,supporto
390,Stange::N,sing,sbarra
391,Stange::N,sing,pèrtica
392,Stock::N,çam,verga
393,Stock::N,çam,bastone
394,Stock::N,çam,bacchetta
395,Stab::N,qat,asta
396,Rohr::N,borî,tubo
397,Haus::N,mal,casa
398,Haus::N,xanî,casa
399,Heim::N,mal,casa
400,Ofen::N,sobe,stufa
401,Fußboden::N,binpê,pavimento
402,Tisch::N,mase,tàvolo
403,Stuhl::N,kursî,sedia
404,Wiege::N,derguş,culla
405,Bett::N,qerewêle,letto
406,Regal::N,rêbaz,scaffale
407,Kiste::N,sindoq,cassa
408,Fenster::N,çam,finestra
409,Fenster::N,şibeke,finestra
410,Tür::N,derî,porta
411,Tor::N,derge,portone
412,Zaun::N,hejik,recinto
413,Dach::N,sere xanî,tetto
414,Leiter::N,pêling,scala
415,Leiter::N,pêling,scala a pioli
416,Besen::N,melkes,scopa
417,Spaten::N,mer,vanga
418,Schaufel::N,bêr,pala
419,Gabel::N,çetel,forchetta
420,Löffel::N,kevçî,cucchiaio
421,Messer::N,kêr,coltello
422,Nagel::N,bizmar,chiodo
423,Netz::N,tor,rete
424,Haken::N,çenqel,uncino
425,Griff::N,destî,mànico
426,Griff::N,destî,maniglia
427,Schloss::N,qonax,serratura
428,Bild::N,dimen,quadro
429,Bild::N,dimen,immàgine
430,Figur::N,figûr,figura
431,Puppe::N,bûk,bàmbola
432,Beutel::N,kîsik,borsa
433,Beutel::N,kîsik,sacchetto
434,Bündel::N,pêçek,fascio
435,Bündel::N,pêçek,fagotto
436,Tasche::N,bêrîk,borsa
437,Eimer::N,dewl,secchio
438,Deckel::N,devik,coperchio
439,Geschirr::N,ferax,stoviglie
440,Sack::N,tûr,sacco
441,Tasse::N,kada,tazza
442,Topf::N,beroş,pèntola
443,Kessel::N,şîril,paiolo
444,Kessel::N,şîril,calderone
445,Essen::N,xwarin,pasto
446,Essen::N,xwarin,mangiare
447,Nahrung::N,xwarin,cibo
448,Nahrung::N,xwarin,alimento
449,Speise::N,xwarin,piatto
450,Fleisch::N,goşt,carne
451,Getreide::N,zad,cereali
452,Brei::N,hewdêl,purè
453,Brei::N,hewdêl,pappa
454,Brot::N,,pane
455,Scheibe::N,parçe,fetta
456,Scheibe::N,parçe,trancia
457,Fett::N,rûn,grasso
458,Butter::N,rûn,burro
459,Öl::N,rûn,olio
460,Salz::N,xwe,sale
461,Suppe::N,şorbe,zuppa
462,Suppe::N,şorbe,minestra
463,Honig::N,hingiv,miele
464,Milch::N,şîr,latte
465,Tee::N,çay,tè
466,Leder::N,çerm,pelle
467,Wolle::N,herî,lana
468,Stoff::N,paç,panno
469,Stoff::N,paç,tessuto
470,Nadel::N,derzî,ago
471,Faden::N,ta,filo
472,Knopf::N,bişkok,bottone
473,Knoten::N,girêk,nodo
474,Farbe::N,boyax,pittura
475,Kleidung::N,çil,vestiti
476,Kleidung::N,çil,vestiario
477,Hemd::N,qutik,camicia
478,Hemd::N,miltan,camicia
479,Kragen::N,stûvang,bàvero
480,Kragen::N,stûvang,colletto
481,Ärmel::N,hûçik,mànica
482,Hose::N,şewel,calzoni
483,Gürtel::N,qayiş,cintura
484,Mütze::N,fîno,berretto
485,Schuh::N,şêkal,scarpa
486,Stiefel::N,gizme,stivale
487,Stiefel::N,çizme,stivale
488,Ring::N,xelek,anello
489,Band::N,band,nastro
490,Band::N,band,fettuccia
491,Kamm::N,şeh,pèttine
492,Spiegel::N,eynik,specchio
493,Riemen::N,qayiş,cinghia
494,Schnur::N,doxin,corda
495,Leine::N,şirît,guinzaglio
496,Decke::N,bataniye,coperta
497,Kissen::N,balgî,cuscino
498,Kissen::N,balgî,guanciale
499,Tuch::N,şar,fazzoletto
500,Handtuch::N,dezmal,asciugamano
501,Kraft::N,hêz,forza
502,Kraft::N,qewet,forza
503,Stärke::N,xurtî,forza
504,Stärke::N,xurtî,vigore
505,Stärke::N,xurtî,fortezza
506,Gesundheit::N,nojdarî,salute
507,Krankheit::N,nexweşî,malattìa
508,Schmerz::N,êş,dolore
509,Wunde::N,kul,piaga
510,Wunde::N,kul,ferita
511,Fieber::N,ta,febbre
512,Arznei::N,derman,fàrmaco
513,Arznei::N,derman,medicina
514,Brücke::N,kopî,ponte
515,Brunnen::N,çal,pozzo
516,Brunnen::N,kani,pozzo
517,Weide::N,beyar,pàscolo
518,Pfad::N,xaçirek,sentiero
519,Weg::N,rê,via
520,Weg::N,rê,cammino
521,Straße::N,rê,strada
522,Dorf::N,gund,paese
523,Dorf::N,gund,villaggio
524,Stadt::N,baçar,città
525,Brief::N,name,lèttera
526,Buch::N,kitêb,libro
527,Buch::N,pirtûk,libro
528,Buchstabe::N,herf,lèttera
529,Zeitung::N,rojname,giornale
530,Leben::N,jiyan,vita
531,Tod::N,mirin,morte
532,Grab::N,mezel,tomba
533,Grab::N,mezel,sepolcro
534,Kirche::N,gilyas,chiesa
535,Sünde::N,guneh,peccato
536,Gott::N,xwedê,dio
537,Arbeiter::N,hîşçî,operaio
538,Arbeiter::N,hîşçî,lavoratore
539,Chef::N,bêg,capo
540,Chef::N,bêg,padrone
541,Meister::N,hoste,mastro
542,Meister::N,hoste,maestro
543,Arzt::N,doktor,mèdico
544,Arzt::N,doktor,dottore
545,Lehrer::N,mamoste,professore
546,Geld::N,pere,soldi
547,Geld::N,pere,denaro
548,Geschäft::N,firoşgeh,affare
549,Geschäft::N,firoşgeh,negozio
550,Laden::N,dikan,negozio
551,Preis::N,buha,prezzo
552,Ware::N,tişt,merce
553,Nutzen::N,fêde,ùtile
554,Nutzen::N,fêde,profitto
555,Reichtum::N,serwet,ricchezza
556,Welt::N,dinya,mondo
557,Land::N,welat,paese
558,Staat::N,dewlet,Stato
559,König::N,şah,re
560,König::N,qral,re
561,Macht::N,qewet,potere
562,Macht::N,destihilat,potere
563,Grenze::N,kevî,confine
564,Grenze::N,kevî,frontiera
565,Krieg::N,çeng,guerra
566,Krieg::N,sêwaş,guerra
567,Feind::N,dijmin,nemico
568,Gewalt::N,zor,violenza
569,Kampf::N,şer,lotta
570,Bogen[Waffe]::N,kêvan,arco
571,Pfeil::N,çîrik,freccia
572,Gewehr::N,tifing,fucile
573,Fehler::N,şaşî,errore
574,Fehler::N,şaşî,sbaglio
575,Lüge::N,derew,bugìa
576,Lüge::N,derew,menzogna
577,Schaden::N,xisar,danno
578,Unglück::N,bêbextî,sfortuna
579,Schuld::N,suç,colpa
580,Alter::N,temen,età
581,Schluss::N,girtin,fine
582,Zeit::N,çax,tempo
583,Tag::N,roj,giorno
584,Tag::N,roj,giornata
585,Morgen::N,sibeh,mattina
586,Mittag::N,nîro,mezzogiorno
587,Abend::N,êvar,sera
588,Abend::N,êvar,serata
589,Nacht::N,şev,notte
590,Woche::N,heftî,settimana
591,Monat::N,meh,mese
592,Jahr::N,sal,anno
593,Frühling::N,bihar,primavera
594,Sommer::N,havîn,estate
595,Herbst::N,payîz,autunno
596,Winter::N,zistan,inverno
597,Januar::N,çile,gennaio
598,Februar::N,sibat,febbraio
599,März::N,adar,marzo
600,April::N,nîsan,aprile
601,Mai::N,gûlan,maggio
602,Juni::N,hezîran,giugno
603,Juli::N,tîmeh,luglio
604,August::N,tebax,agosto
605,September::N,îlon,settembre
606,Oktober::N,çotmeh,ottobre
607,November::N,mijdar,novembre
608,Dezember::N,kanûn,dicembre
609,Montag::N,duşemb,lunedì
610,Dienstag::N,sêşem,martedì
611,Mittwoch::N,çarşemb,mercoledì
612,Donnerstag::N,pêşemb,giovedì
613,Freitag::N,în,venerdì
614,Samstag::N,şemî,sàbato
615,Sonntag::N,yekşemb,domenica
616,groß::A,mezin,grande
617,klein::A,çûçik,pìccolo
618,lang::A,dirêj,lungo
619,kurz::A,kin,corto
620,breit::A,fireh,largo
621,schmal::A,tenik,stretto
622,dicht::A,gir,denso
623,dick[Gegenstand]::A,şîşman,spesso
624,dünn::A,zirav,sottile
625,fein::A,tenik,fine
626,fein::A,tenik,delicato
627,fest::A,saxlem,sodo
628,fest::A,saxlem,fisso
629,flach::A,pahn,piano
630,flach::A,pahn,piatto
631,glatt::A,dûz,liscio
632,glatt::A,şayîk,liscio
633,hart::A,hişk,duro
634,weich::A,nerm,molle
635,rund::A,gilover,rotondo
636,spitz::A,pîj,aguzzo
637,spitz::A,pîj,appuntito
638,scharf::A,tûj,affilato
639,scharf::A,tûj,tagliente
640,stumpf::A,ne tûj,smussato
641,schwer::A,giran,pesante
642,schön::A,xweş,bello
643,schön::A,xweşik,bello
644,heiß::A,kelandî,caldo
645,heiß::A,kelandî,bollente
646,warm::A,germ,caldo
647,kalt::A,sar,freddo
648,kühl::A,jemîrî,fresco
649,frisch::A,ter,fresco
650,feucht::A,şil,ùmido
651,nass::A,şilek,bagnato
652,trocken::A,zuwa,secco
653,voll::A,tijî,pieno
654,leer::A,vala,vuoto
655,offen::A,vekirî,aperto
656,geschlossen::A,asê,chiuso
657,sauber::A,pakij,netto
658,sauber::A,pakij,pulito
659,schmutzig::A,lewitî,sporco
660,schmutzig::A,lewitî,sùdicio
661,roh::A,xav,crudo
662,reif::A,gihaştî,maturo
663,lecker::A,xweş,ghiotto
664,lecker::A,xweş,squisito
665,süß::A,şîrîn,dolce
666,bitter::A,tahl,amaro
667,sauer::A,tirş,aspro
668,sauer::A,tirş,acerbo
669,hell::A,ronî,chiaro
670,dunkel::A,tarî,buio
671,dunkel::A,tarî,oscuro
672,schwarz::A,reş,nero
673,weiß::A,sipî,bianco
674,rot::A,sor,rosso
675,gelb::A,zer,giallo
676,blau::A,şîn,blu
677,blau::A,şîn,azzurro
678,grün::A,şîn,verde
679,grau::A,gewr,grigio
680,bunt::A,rengîn,variopinto
681,billig::A,erzan,a buon prezzo
682,billig::A,erzan,a buon mercato
683,teuer::A,biha,caro
684,wertvoll::A,hêja,prezioso
685,wertvoll::A,giranbiha,prezioso
686,blind::A,kor,cieco
687,taub::A,kerr,sordo
688,kräftig::A,gir,forte
689,kräftig::A,gir,robusto
690,kräftig::A,xurt,forte
691,kräftig::A,xurt,robusto
692,stark::A,xurt,forte
693,stark::A,xurt,vigoroso
694,schwach::A,kesad,dèbole
695,fett::A,qelew,grasso
696,schlank::A,zirav,snello
697,schlank::A,zirav,slanciato
698,hübsch::A,xweşik,bello
699,hübsch::A,xweşik,carino
700,böse::A,xerab,cattivo
701,böse::A,aciz,cattivo
702,dumm::A,gêj,stùpido
703,faul::A,têmbêl,pigro
704,fleißig::A,jêhatî,diligente
705,geizig::A,destgirtî,avaro
706,klug::A,baqil,intelligente
707,geschickt::A,zîrek,àbile
708,geschickt::A,ziring,àbile
709,lieb::A,delal,caro
710,lustig::A,kêfxweş,gaio
711,lustig::A,kêfxweş,allegro
712,sanft::A,nazenîn,dolce
713,hungrig::A,birçî,affamato
714,krank::A,nexweş,malato
715,krank::A,nexweş,infermo
716,nackt::A,rût,nudo
717,nackt::A,tazî,nudo
718,traurig::A,xemgîn,triste
719,lebendig::A,bisaxî,vivo
720,gut::A,baş,buono
721,schlecht::A,xerab,cattivo
722,richtig::A,rast,giusto
723,richtig::A,saxlem,giusto
724,schlimm::A,nebaş,grave
725,wahr::A,rast,vero
726,alt::A,pîr,vecchio
727,alt::A,kevn,vecchio
728,neu::A,nû,nuovo
729,ehemalig::A,kevnar,vecchio
730,ehemalig::A,kevnar,d'una_volta
731,ehemalig::A,peşidar,vecchio
732,ehemalig::A,peşidar,d'una_volta
733,alt[Lebewesen]::A,pîr,anziano
734,jung::A,xort,giovane
735,arm::A,feqîr,pòvero
736,arm::A,desteng,pòvero
737,reich::A,dewlemend,ricco
738,bekannt::A,naskirî,noto
739,bekannt::A,naskirî,conosciuto
740,berühmt::A,navdar,famoso
741,berühmt::A,navdar,cèlebre
742,fremd::A,xerîb,estràneo
743,fremd::A,xerîb,straniero
744,verschieden::A,çîhê,diverso
745,verschieden::A,çîhê,differente
746,nah::A,nêzîk,vicino
747,nah::A,nêzîk,propinquo
748,fern::A,dûr,lontano
749,linker::A,çepê,sinistro
750,rechter::A,rastê,destro
751,anderer::A,yê din,altro
752,erster::A,yekemîn,primo
753,zweiter::A,duda,secondo
754,dritter::A,sisêya,terzo
755,letzter::A,paşîn,ùltimo
756,allein::ADV,tenê,solo
757,allein::ADV,tenê,da solo
758,auf einmal::ADV,jar kê,insieme
759,zusammen::ADV,tev,insieme
760,zusammen::ADV,bi hev re,insieme
761,lange::ADV,dirêj,a lungo
762,plötzlich::ADV,ji nişkave,all'improvviso
763,sofort::ADV,yekser,sùbito
764,sofort::ADV,yekser,all'istante
765,später::ADV,paşiyê,più tardi
766,jetzt::ADV,nuha,ora
767,jetzt::ADV,nuha,adesso
768,heute::ADV,îro,oggi
769,morgen::ADV,sibeh,domani
770,bald::ADV,nêzîk,presto
771,bald::ADV,nêzîk,tra poco
772,dann::ADV,paşê,allora
773,gestern::ADV,do,ieri
774,einst::ADV,jar ke,prima
775,einst::ADV,jar ke,un tempo
776,damals::ADV,hîngî,allora
777,danach::ADV,piştra,poi
778,danach::ADV,piştra,dopo
779,vorher::ADV,pîşî,prima
780,zuerst::ADV,bere,prima
781,zuerst::ADV,bere,dapprima
782,einmal::ADV,çarik,una volta
783,manchmal::ADV,çarna,talvolta
784,manchmal::ADV,çarna,qualche volta
785,oft::ADV,gelek çaran,spesso
786,immer::ADV,daîm,sempre
787,niemals::ADV,tu çar,non mai
788,hier::ADV,li vir,qua
789,hierhin::ADV,vir,qua
790,von hier::ADV,ji vir,ne
791,von hier::ADV,ji vir,da qui
792,dort::ADV,li wê derê,lì
793,dorthin::ADV,wêda,là
794,geradeaus::ADV,rastê rast,diritto
795,vorwärts::ADV,ber bi pêş,avanti
796,rückwärts::ADV,paşpê,all'indietro
797,zurück::ADV,paşdo,di indietro
798,zurück::ADV,paşvê,di indietro
799,unten::ADV,jêrî,giù
800,unten::ADV,jêrî,sotto
801,hinab::ADV,berjêr,giù
802,hinab::ADV,berjêr,in giù
803,oben::ADV,banî,su
804,oben::ADV,banî,sopra
805,hinauf::ADV,banî,in sù
806,hinauf::ADV,banî,in alto
807,überall::ADV,li her derê,dappertutto
808,nicht::ADV,ne,non
809,nicht::ADV,nîn,non
810,nicht::ADV,tine,non
811,ein wenig::ADV,hebkî,un po'
812,ein wenig::ADV,hebkî,un poco
813,kaum::ADV,tema,a appena
814,kaum::ADV,himangi,a appena
815,sehr::ADV,gelek,molto
816,so::ADV,weha,così
817,so::ADV,weha,tanto
818,noch::ADV,hêj,ancora
819,noch::ADV,dîsa,ancora
820,nur::ADV,tenê,solo
821,nur::ADV,tenê,soltanto
822,nur::ADV,bes,solo
