,Concept_ID,ta,bn
186,Dreck::N,அழுக்கு,ময়লা
187,Eisen::N,இரும்பு,লোহা
188,Gold::N,தங்கம்,স্বর্ণ
189,Silber::N,வெள்ளி,রৌপ্য
190,Kohle::N,நிலக்கரி,অঙ্গার
191,Glas::N,கண்ணாடி,কাচ
192,Lehm::N,களிமண்,মৃত্তিকা
193,Sand::N,மணல்,বালি
194,Mensch::N,மனிதர்கள்,নর
195,Mensch::N,மனிதர்கள்,মানুষ
196,Mann::N,மனிதன்,মানুষ
197,Frau::N,பெண்,নারী
198,Kind::N,குழந்தை,বাচ্চা
199,Junge::N,பையன்,ছেলে
200,Mädchen::N,சிறுமி,মেয়ে
201,Familie::N,குடும்பம்,পরিবার
202,Großvater::N,தாத்தா,মাতামহ
203,Großmutter::N,பாட்டி,মাতামহী
204,Eltern::N,பெற்றோர்,মাতাপিতা
205,Vater::N,தந்தை,পিতা
206,Mutter::N,தாய்,মাতা
207,Sohn::N,மகன்,ছেলে
208,Tochter::N,மகள்,মেয়ে
209,Bruder::N,சகோதரன்,দাদা
210,Schwester::N,அக்கா,বোন
211,Schwester::N,அக்கா,দিদি
212,Onkel::N,தாய் மாமன்,মামা
213,Tante::N,அத்தை,মাসী
214,Ehemann::N,கணவன்,স্বামী
215,Ehefrau::N,மனைவி,পত্নী
216,Freude::N,கொண்டாட்டம்,উল্লাস
217,Gelächter::N,சிரிப்பு,হাসি
218,Glück::N,மகிழ்ச்சி,সুখ
219,Kummer::N,துயரம்,দুঃখ
220,Wunsch::N,விருப்பம்,আকাঙ্ক্ষা
221,Lust::N,விருப்பம்,বাসনা
222,Geist::N,ஆன்மா,আত্না
223,Gedanke::N,எண்ணம்,চিন্তা
224,Gedächtnis::N,ஞாபகம்,স্মরণশক্তি
225,Verstand::N,மனம்,মন
226,Sinn::N,அர்த்தம்,পদার্থ
227,Grund::N,காரணம்,কারণ
228,Wahrheit::N,உண்நை,সত্য
229,Gespräch::N,பெசு,কথাবার্তা
230,Märchen::N,நம்பத்தகாத கதை,রূপকথা
231,Erzählung::N,கதை,গল্প
232,Nachricht::N,செய்தி,তথ্য
233,Neuigkeit::N,செய்தி,খবরাখবর
234,Name::N,பெயர்,নাম
235,Rätsel::N,புதிர்,ধাঁধা
236,Rede::N,பேச்சு,বক্তৃতা
237,Sprache::N,மொழி,ভাষা
238,Stimme::N,குரல்,স্বর
239,Wort::N,வார்த்தை,শব্দ
240,Zeichen::N,குறி,প্রতীক
241,Ruf::N,அழைப்பு,ডাক
242,Lärm::N,சத்தம்,হৈচৈ
243,Laut::N,ஒலி,ধ্বনি
244,Ton::N,குரல்,স্বর
245,Lied::N,பாட்டு,গান
246,Ruhe::N,அமைதி,শান্তি
247,Leute::N,மக்கள்,প্রজাপুঞ্জ
248,Volk::N,மக்கள்,জাতি
249,Arbeit::N,வேலை,চাকরি
250,Gast::N,விருந்தாளி,অতিথি
251,Geschenk::N,பரிசுப் பொருள்,উপহার
252,Spiel::N,விளையாட்டு,খেলা
253,Gesellschaft::N,சமுதாயம்,সঙ্গিগণ
254,Hilfe::N,உதவி,সাহায্য
255,Freund::N,நண்பன்,বন্ধু
256,Kamerad::N,உடனிருப்பவன்,সঙ্গী
257,Angelegenheit::N,செய்தி,বিষয়
258,Anzahl::N,எண்ணிக்கை,পরিমাণ
259,Art::N,வகை,রকম
260,Stück::N,துண்டம்,টুকরো
261,Teil::N,பகுதி,অংশ
262,Hälfte::N,பாதி,অর্ধেক
263,Kreis::N,வட்டம்,বৃত্ত
264,Kreuz::N,சிலுவை,ক্রুশ
265,Linie::N,கோடு,রেখা
266,Strich::N,வாத நோய்,কষি
267,Abstand::N,இடைவெளி,ফাঁক
268,Entfernung::N,தூரம்,ব্যবধান
269,Gegend::N,வட்டாரம்,ক্ষেত্র
270,Platz::N,வெற்றிடம்,জায়গা
271,Ort::N,இடம்,স্থান
272,Seite::N,பக்கம்,পার্শ্ব
273,Mitte::N,இடைப்பகுதி,মধ্য
274,Gegenstand::N,உருப்படி,জিনিস
275,Sache::N,பொருள்,বস্তু
276,Rand::N,தொங்கு,কানা
277,Kante::N,விளிம்பு,ধার
278,Ecke::N,மூலை,কোণ
279,Spitze::N,முனை,ডগা
280,Ende::N,முடிவு,প্রান্ত
281,Loch::N,துளை,গর্ত
282,Winkel::N,கோணம்,কোণ
283,Muster::N,பாங்கு,নমুন্
284,Größe::N,அளவு,আয়তন
285,Länge::N,நீளம்,দৈর্ঘ্য
286,Höhe::N,உயரம்,উচ্চতা
287,Gewicht::N,எடை,ওজন
288,Menge::N,தொகை,পরিমাণ
289,Haufen::N,குவியல்,পুঞ্জ
290,Reihe::N,வரிசை,শ্রেণী
291,Boot::N,படகு,নৌকা
292,Ruder::N,துடுப்பு,দাঁড়
293,Schlitten::N,சகடையிலா வண்டி,স্নেজ্-গাড়ি
294,Ski::N,பனிச் சறுக்கல்,শী
295,Lagerfeuer::N,மூட்டம்,অগ্নি
296,Last::N,பாரம்,বোঝা
297,Gang::N,நடை,হণ্টন
298,Schritt::N,காலடி,পদ
299,Norden::N,வடக்கு,উত্তরদিক্
300,Süden::N,தெற்கு,দক্ষিণদিক
301,Westen::N,மேற்கு திசை,পশ্চিমদিক্
302,Osten::N,கிழக்கு,পূর্বদিক
303,Holz::N,மரக்கட்டை,কাঠ
304,Brett::N,பலகை,তক্তা
305,Platte::N,பலகம்,ফলক
306,Stütze::N,அடைப்புகன்,নাগদণ্ড
307,Stange::N,கம்பம்,দণ্ড
308,Stock::N,குச்சி,ছড়ি
309,Stab::N,கம்பு,যষ্টি
310,Rohr::N,குழாய்,নল
311,Haus::N,வீடு,ঘর
312,Heim::N,வீடு,বাসা
313,Ofen::N,அடுப்பு,স্টোভ্
314,Fußboden::N,தரை,গহতল
315,Tisch::N,மேசை,মেজ
316,Tisch::N,மேசை,টেবিল
317,Stuhl::N,நாற்காலி,চেয়ার
318,Stuhl::N,நாற்காலி,কেদারা
319,Wiege::N,தொட்டில்,দোলনা
320,Bett::N,படுக்கை,শয্যা
321,Regal::N,அலமாரி,তাক
322,Kiste::N,பெட்டி,বাক্স
323,Fenster::N,சாளரம்,জানালা
324,Tür::N,கதவு,দ্বার
325,Tor::N,வாசற்கதவு,দ্বার
326,Zaun::N,வேலி,বেড়া
327,Dach::N,கூரை,ছাদ
328,Leiter::N,ஏணி,মই
329,Besen::N,விளக்குமாறு,গুল্মবিশেষ
330,Spaten::N,மண்வெட்டி,কোদাল
331,Schaufel::N,அடிதண்டா,বেলচা
332,Gabel::N,முட்கரண்டி,কাঁটা
333,Löffel::N,கரண்டி,চামচ
334,Messer::N,கத்தி,ছুরি
335,Nagel::N,ஆணி,পেরেক
336,Netz::N,வலை,জাল
337,Haken::N,கொக்கி,কাচি
338,Griff::N,கைப்பிடி,হাতল
339,Schloss::N,பூட்டு,তালা
340,Bild::N,படம்,ছবি
341,Bild::N,படம்,চিত্র
342,Figur::N,எண்ணிக்கை,আকার
343,Puppe::N,பொம்மை,পুতুল
344,Beutel::N,பை,বটুয়া
345,Bündel::N,பொதி,আঁটি
346,Tasche::N,பை,থলি
347,Eimer::N,வாளி,বাল্তি
348,Deckel::N,உறை,আবরণ
349,Geschirr::N,பாத்திரம்,থালা-বাসন
350,Sack::N,பை,বস্তা
351,Tasse::N,கிண்ணம்,কাপ
352,Topf::N,பானை,পাত্র
353,Kessel::N,கெண்டி,কেটলি
354,Essen::N,உணவருந்துதல்,আহার
355,Nahrung::N,உணவு,খাদ্য
356,Speise::N,உணவு வகை,খাদ্য
357,Fleisch::N,இறைச்சி,মাংস
358,Getreide::N,மக்காச்சோளம்,শস্য
359,Brei::N,கஞ்சி,মণ্ড
360,Brot::N,ரொட்டி,রুটি
361,Scheibe::N,துண்டு,ফালি
362,Fett::N,கொழுப்பு,মেদ
363,Butter::N,வெண்ணெய்,মাখন
364,Öl::N,எண்ணெய்,তৈল
365,Salz::N,உப்பு,নুন
366,Suppe::N,ரசம்,শুরুয়া
367,Honig::N,தேன்,মধু
368,Milch::N,பால்,দুধ
369,Tee::N,தெனீர்,চা
370,Leder::N,பதம் செய்யப்பட்ட தோல்,পাকা চামড়া
371,Wolle::N,கம்பளி,পশম
372,Stoff::N,துணி,বস্ত্র
373,Nadel::N,ஊசி,সুচ
374,Faden::N,நூல்,সূত্র
375,Knopf::N,பொத்தான்,বোতাম
376,Knoten::N,முடிச்சு,গিঁট
377,Farbe::N,வண்ணக் குழம்பு,রং
378,Kleidung::N,ஆடைகள்,কাপড়
379,Hemd::N,சட்டை,শার্ট
380,Kragen::N,கழுத்துப் பட்டை,গলবন্ধ
381,Ärmel::N,சட்டைக்கை,আস্তিন্
382,Hose::N,கால்சட்டை,ট্রাউজার
383,Gürtel::N,பெல்ட்,কটিবন্ধ
384,Mütze::N,தொப்பி,টুপি
385,Schuh::N,காலணி,জুতো
386,Stiefel::N,காலணி,বুট
387,Ring::N,மோதிரம்,আংটি
388,Band::N,நாடா,ফিতা
389,Kamm::N,கீப்பு,চিরুনি
390,Spiegel::N,ஆடி,আয়না
391,Spiegel::N,கண்ணாடி,আয়না
392,Riemen::N,வார்,চাবুক
393,Schnur::N,கயிறு,দড়ি
394,Leine::N,தோல்வார்,শিকল
395,Decke::N,போர்வை,কম্বল
396,Kissen::N,தலையணை,উপাধান
397,Tuch::N,துணி,বস্ত্র
398,Handtuch::N,தண்டு,তোয়ালে
399,Kraft::N,நிர்பந்தம்,জোর
400,Stärke::N,பலம்,শক্তি
401,Gesundheit::N,ஆரோக்கியம்,স্বাস্থ্য
402,Krankheit::N,நோய்,অসুখ
403,Krankheit::N,நோய்,ব্যামো
404,Schmerz::N,வலி,যন্ত্রণা
405,Wunde::N,காயம்,ক্ষত
406,Fieber::N,காய்ச்சல்,জ্বর
407,Arznei::N,மருந்து,ঔষধ
408,Brücke::N,பாலம்,সেতু
409,Brunnen::N,கேணி,কূপ
410,Weide::N,மேய்ச்சல் நிலம்,পশুচারণভূমি
411,Pfad::N,நடை வழி,পথ
412,Weg::N,வழி,পথ
413,Straße::N,சாலை,রাস্তা
414,Dorf::N,கிராமம்,গ্রাম
415,Stadt::N,நகரம்,শহর
416,Brief::N,கடிதம்,চিঠি
417,Buch::N,புத்தகம்,বই
418,Buchstabe::N,எழத்து,অক্ষর
419,Zeitung::N,செய்தித்தாள்,সংবাদপত্র
420,Leben::N,வாழ்க்கை,জীবন
421,Tod::N,மரணம்,মৃত্যু
422,Grab::N,சமாதி,কবর
423,Kirche::N,தேவாலயம்,গির্জা
424,Sünde::N,பாவம்,পাপ
425,Gott::N,கடவுள்,দেবতা
426,Arbeiter::N,தொழிலாளி,শ্রমিক
427,Chef::N,மேலாளர்,নেতা
428,Meister::N,தலைவன்,ব্যক্তি
429,Arzt::N,மருத்துவர்,চিকিৎসক
430,Lehrer::N,ஆசிரியர்,অধ্যাপক
431,Geld::N,பணம்,মুদ্রা
432,Geld::N,பணம்,টাকাপয়সা
433,Geschäft::N,வாணிபம்,ব্যস্ততা
434,Laden::N,கடை,দোকান
435,Preis::N,விலை,মূল্য
436,Ware::N,சாமன்கள்,পণ্যদ্রব্য
437,Nutzen::N,இலாபம்,সুবিধা
438,Reichtum::N,சொத்து,ধনদৌলত
439,Welt::N,உலகம்,জগৎ
440,Land::N,நாடு,খেত
441,Staat::N,நாடு,রাষ্ট্র
442,König::N,அரசன்,রাজা
443,Macht::N,அதிகாரம்,প্রভাব
444,Grenze::N,எல்லை,সীমা
445,Krieg::N,போர்,যুদ্ধ
446,Feind::N,எதிரி,শত্রু
447,Gewalt::N,வன்முறை,জোর
448,Kampf::N,போராட்டம்,লড়াই
449,Bogen[Waffe]::N,வில்,ধনুক
450,Pfeil::N,அம்பு,বাণ
451,Gewehr::N,துப்பாக்கி,বন্দুক
452,Fehler::N,தவறு,ভুল
453,Lüge::N,பொய்,মিথ্যা
454,Schaden::N,சேதாரம்,ক্ষতি
455,Unglück::N,இடையூறு,দুর্ভাগ্য
456,Schuld::N,குற்றம்,অপরাধ
457,Alter::N,வயது,আয়ু
458,Schluss::N,முடிவு,শেষ
459,Zeit::N,காலம்,সময়
460,Tag::N,நாள்,দিন
461,Morgen::N,காலை நேரம்,সকাল
462,Mittag::N,மதியம்,মধ্যাহু
463,Abend::N,மாலைப் பொழுது,সন্ধ্যা
464,Nacht::N,இரவு,রাত্রি
465,Woche::N,வாரம்,সপ্তাহ
466,Monat::N,மாதம்,মাস
467,Jahr::N,வருடம்,সৌরবর্ষ
468,Frühling::N,வசந்தம்,বসন্তকাল
469,Sommer::N,கோடை,গ্রীষ্মকাল
470,Herbst::N,இலையுதிர் காலம்,শরংঋতু
471,Winter::N,குளிர்காலம்,শীতকাল
472,Januar::N,ஜனவரி,জানুয়ারী
473,Februar::N,பிபரவரி மாதம்,ফেব্রুয়ারী
474,März::N,மார்ச் மாதம்,মার্চ
475,April::N,ஏப்ரல் மாதம்,এপ্রিল
476,Mai::N,மே மாதம்,মে
477,Juni::N,ஜூன் மாதம்,জুন
478,Juli::N,ஜூலை மாதம்,জুলাই
479,August::N,ஆகஸ்ட் மாதம்,অগাস্ট
480,September::N,செப்டம்பர் மாதம்,সেপ্টেম্বর
481,Oktober::N,அக்டோபர் மாதம்,অক্টোবর
482,November::N,நவம்பர் மாதம்,নভেম্বর
483,Dezember::N,டிசம்பர்,ডিসেম্বর
484,Montag::N,திங்கட் கிழமை,সোমবার
485,Dienstag::N,செவ்வாய்க்கிழமை,মঙ্গলবার
486,Mittwoch::N,புதன் கிழமை,বুধবার
487,Donnerstag::N,வியாழக் கிழமை,বৃহম্পতিবার
488,Freitag::N,வெள்ளிக்கிழமை,শুক্রবার
489,Samstag::N,சனிக்கிழமை,শনিবার
490,Sonntag::N,ஞாயிறுக் கிழமை,রবিবার
491,groß::A,பெரிய,বৃহৎ
492,klein::A,சிறிய,ছোট
493,lang::A,நீண்ட,দীর্ঘ
494,kurz::A,குட்டையான,খর্ব
495,kurz::A,குட்டையான,হ্রস্ব
496,breit::A,அகலமான,চওড়া
497,schmal::A,குறுகலான,সরু
498,dicht::A,அடர்த்தியான,ঘন
499,dick[Gegenstand]::A,தடித்த,পুরু
500,dünn::A,சன்னமான,কৃশ
501,fein::A,மெல்லிய,সূক্ষ্ম
502,fest::A,உறுதியாள,দৃঢ়
503,flach::A,தட்டையான,সমতল
504,glatt::A,வழுவழுப்பான,মসৃণ
505,hart::A,கடினமான,শক্ত
506,weich::A,மென்மையான,নরম
507,rund::A,உருண்டையான,গোলাকার
508,spitz::A,திகந்தமாக,তীক্ষ্ন
509,scharf::A,கூரான,শাণিত
510,stumpf::A,உளம் திறந்த,ভোঁতা
511,schwer::A,கனமான,ভারী
512,schön::A,அழகான,সুন্দর
513,heiß::A,சூடான,গরম
514,warm::A,இதமான,ঈষদুষ্ণ
515,kalt::A,குளிர்ச்சியான,ঠাণ্ডা
516,kühl::A,குளிர்ச்சியான,শীতল
517,frisch::A,சுத்தமான,তাজা
518,feucht::A,ஈரமான,ভিজা
519,nass::A,ஈரமான,ভিজা
520,trocken::A,உலர்ந்த,শুষ্ক
521,voll::A,நிரம்பிய,পূর্ণ
522,leer::A,காலியான,খালি
523,offen::A,திறந்த,খোলা
524,geschlossen::A,மூடப்பட்ட,বন্ধ
525,sauber::A,சுத்தமான,নির্মল
526,schmutzig::A,அழக்கான,নোংরা
527,roh::A,கச்சா,কাঁচা
528,reif::A,பழுத்த,পাকা
529,lecker::A,சுவைமிக்க,সুস্বাদ
530,süß::A,இனிப்பான,মিষ্ট
531,bitter::A,கசப்பான,তিক্ত
532,sauer::A,புளிப்பாக,টক
533,hell::A,பளபளப்பான,উজ্জ্বল
534,dunkel::A,கருமையான,অন্ধকারময়
535,schwarz::A,கருப்பு வண்ண,কালো
536,weiß::A,வெண்மையன,সাদা
537,rot::A,சிவப்பு,লাল
538,gelb::A,மஞ்சள் வண்ணம்,হলদে
539,blau::A,நீல வண்ண,নীল
540,grün::A,பச்சை வண்ண,সবুজ
541,grau::A,சாம்பல் நிற,ছাই-রঙা
542,bunt::A,வண்ண மயமான,রঙিন
543,billig::A,மலிவான,সস্তা
544,teuer::A,விலை அதிகமான,আক্রা
545,wertvoll::A,மதிப்புள்ள,মহার্ঘ
546,blind::A,பார்வையற்ற,কানা
547,taub::A,செவிடான,বধির
548,kräftig::A,வலிமையான,বিশাল
549,stark::A,பலமான,শক্তিশালী
550,schwach::A,பலவீனமான,দুর্বল
551,fett::A,பருமனாக,মোটা
552,schlank::A,ஒல்லியான,কৃশ
553,hübsch::A,அழகிய,সুন্দর
554,böse::A,கேடு விளைவிக்கும்,খারাপ
555,dumm::A,முட்டாள்தனமான,মূর্খ
556,faul::A,சோம்பலான,শ্রমবিমুখ
557,fleißig::A,ஊக்கந்தளராத,পরিশ্রমী
558,geizig::A,கஞேசத்தனமான,ব্যয়কুণ্ঠ
559,klug::A,சாதுரியமான,দক্ষ
560,geschickt::A,திறமையள்ள,পটু
561,lieb::A,அன்புக்குரிய,প্রেয়
562,lustig::A,களிப்புமிக்க,প্রফুল্ল
563,sanft::A,சாதுவான,নম্র
564,hungrig::A,பசியுடன்,ক্ষুধার্ত
565,krank::A,நோயுற்று,অসুস্থ
566,nackt::A,ஆடையற்ற,উলঙ্গ
567,traurig::A,சோகமான,দুঃখিত
568,lebendig::A,பிழைப்பு,জীবিত
569,gut::A,நல்ல,ভালো
570,schlecht::A,கெட்ட,মন্দ
571,richtig::A,சரியான,ঠিক
572,schlimm::A,அருவருப்பான,কদর্য
573,wahr::A,உண்மையான,বাস্তব
574,alt::A,பழைய,পুরাতন
575,neu::A,புதிய,নব
576,neu::A,புதிய,নূতন
577,ehemalig::A,முன்நாள்,পূর্বকালীন
578,alt[Lebewesen]::A,வயதான,বৃদ্ধ
579,jung::A,இளமையான,তরুণ
580,arm::A,ஏழ்மையான,ক্ষুদ্র
581,reich::A,செல்வம் படைத்த,ধনবান্
582,bekannt::A,பழக்கப்பட்ட,সুপরিচিত
583,berühmt::A,புகழ்பெற்ற,বিখ্যাত
584,fremd::A,அயல் நாட்டு,বিদেশি
585,verschieden::A,வித்தியாசமான,বিসদৃশ
586,nah::A,பக்கத்தில் உள்ள,নিকটবতী
587,fern::A,தொலை தூரத்தில்,দুরবতী
588,linker::A,மீந்திருக்கும்,বাম
589,rechter::A,வலதுபக்கம்,ডান
590,rechter::A,வலதுபக்கம்,ডাইন
591,anderer::A,மற்ற,অন্যতর
592,erster::A,முதனமையான,প্রথম
593,zweiter::A,இரண்டாவது,দ্বিতীয়
594,dritter::A,மூன்றாவது,তৃতীয়
595,letzter::A,கடைசி,সর্বশেষ
596,allein::ADV,தனியாக,একক
597,auf einmal::ADV,தடீரென்று,জলদি
598,zusammen::ADV,சேர்ந்து,একসঙ্গে
599,lange::ADV,அதிக நோம்,লম্বা
600,plötzlich::ADV,தடீரென்று,হঠাৎ
601,sofort::ADV,உடனடியாக,মুহ্ণর্তমধ্যে
602,später::ADV,பிறகு,পশ্চাতে
603,jetzt::ADV,இப்பொழது,এখন
604,heute::ADV,இன்று,আজ
605,morgen::ADV,நாளைக்கு,আগামিকাল
606,bald::ADV,சீக்கிரம்,অস্পকালমধ্যে
607,dann::ADV,அப்பொழுது,তখন
608,gestern::ADV,நேற்று,গতকাল
609,einst::ADV,ஒரே முறை,একবার মাত্র
610,damals::ADV,அப்பொழுது,তখন
611,danach::ADV,பிற்பாடு,পরে
612,vorher::ADV,முன்பாக,আগে
613,zuerst::ADV,முதலில்,আগে
