,Concept_ID,ro,sah
114,Wiese::N,livadă,ходуһа
115,Wald::N,codru,ойуур
116,Wald::N,pădure,ойуур
117,Hügel::N,deal,булгунньах
118,Hügel::N,movilă,булгунньах
119,Anhöhe::N,deal,үрдэл
120,Anhöhe::N,ridicătură,үрдэл
121,Berg::N,munte,хайа
122,Gipfel::N,pisc,чыпчаал
123,Höhle::N,peșteră,хайа_хаспаҕа
124,Höhle::N,peșteră,көҥүс
125,Abhang::N,pantă,эниэ
126,Abhang::N,versant,эниэ
127,Quelle::N,izvor,дьүүктэ
128,Bach::N,gârlă,үрүйэ
129,Fluss::N,râu,өрүс
130,Fluss::N,fluviu,өрүс
131,Ufer::N,mal,биэрэк
132,Ufer::N,țărm,биэрэк
133,Küste::N,coastă,кытыл
134,Festland::N,uscat,кураанах сир
135,Meer::N,mare,муора
136,Bucht::N,golf,хомо
137,Bucht::N,golf,бухта
138,Insel::N,insulă,арыы
139,Blume::N,floare,сибэкки
140,Gras::N,iarbă,от
141,Wurzel::N,rădăcină,силис
142,Baum::N,copac,мас
143,Baum::N,arbore,мас
144,Stamm::N,tulpină,умнас
145,Rinde::N,scoarță,хатырык
146,Ast::N,cracă,мутук
147,Ast::N,creangă,мутук
148,Zweig::N,ramură,лабаа
149,Zweig::N,creangă,лабаа
150,Blatt::N,frunză,сэбирдэх
151,Birke::N,mesteacăn,хатыҥ
152,Kiefer[Baum]::N,pin,бэс
153,Weide[Baum]::N,salcie,үөт
154,Weide[Baum]::N,salcie,талах
155,Weide[Baum]::N,răchită,үөт
156,Weide[Baum]::N,răchită,талах
157,Tanne::N,brad,харыйа
158,Horn::N,corn,муос
159,Feder::N,pană,куорсун
160,Fell::N,piele,тирии
161,Flügel::N,aripă,кынат
162,Klaue::N,gheară,тыҥырах
163,Kralle::N,labă,баппаҕай
164,Kralle::N,gheară,баппаҕай
165,Schwanz::N,coadă,кутурук
166,Ei::N,ou,сымыыт
167,Nest::N,cuib,уйа
168,Bau::N,bârlog,хороон
169,Bau::N,vizuină,хороон
170,Tier::N,animal,кыыл
171,Tier::N,animal,харамай
172,Herde::N,turmă,үөр
173,Herde::N,cireadă,үөр
174,Kuh::N,vacă,ынах
175,Bulle::N,taur,оҕус
176,Pferd::N,cal,сылгы
177,Schaf::N,oaie,овца
178,Schwein::N,porc,сибиинньэ
179,Hund::N,câine,ыт
180,Katze::N,pisică,куоска
181,Bär::N,urs,эһэ
182,Eichhörnchen::N,veveriță,тииҥ
183,Elch::N,elan,тайах
184,Fuchs::N,vulpe,саһыл
185,Hase::N,iepure,куобах
186,Maus::N,șoarece,кутуйах
187,Wolf::N,lup,бөрө
188,Vogel::N,pasăre,көтөр
189,Schwarm::N,cârd,бөлөх
190,Huhn::N,găină,куурусса
191,Hahn::N,cocoș,бөтүүк
192,Gans::N,gâscă,хаас
193,Adler::N,vultur,хотой
194,Ente::N,rață,кус
195,Eule::N,bufniță,мэкчиргэ
196,Kranich::N,cocor,туруйа
197,Krähe::N,cioară,тураах
198,Kuckuck::N,cuc,кэҕэ
199,Schwan::N,lebădă,куба
200,Fisch::N,pește,балык
201,Barsch::N,biban,алыһар
202,Hecht::N,știucă,сордон
203,Schlange[Tier]::N,șarpe,моҕой
204,Schlange[Tier]::N,șarpe,эриэн үөн
205,Wurm::N,vierme,үөн
206,Spinne::N,păianjen,ооҕуй
207,Ameise::N,furnică,кымырдаҕас
208,Laus::N,păduche,быт
209,Mücke::N,țânțar,кумаар
210,Fliege::N,muscă,сахсырҕа
211,Schmetterling::N,fluture,лыах
212,Schmetterling::N,fluture,үрүмэччи
213,Beere::N,boabă,отон
214,Apfel::N,măr,яблоко
215,Pilz::N,burete,тэллэй
216,Pilz::N,ciupercă,тэллэй
217,Zwiebel::N,ceapă,луук
218,Saat::N,semănătură,сиэмэ
219,Korn::N,grâu,сиэмэ
220,Heu::N,fân,от
221,Schale::N,coajă,хах
222,Grube::N,groapă,дьаама
223,Falle::N,cursă,сохсо
224,Falle::N,capcană,сохсо
225,Schlinge::N,laț,уктаа
226,Spur::N,dâră,суол
227,Asche::N,cenușă,күл
228,Dreck::N,noroi,бадараан
229,Dreck::N,murdărie,бадараан
230,Eisen::N,fier,тимир
231,Gold::N,aur,көмүс
232,Gold::N,aur,кыһыл көмүс
233,Silber::N,argint,көмүс
234,Silber::N,argint,үрүҥ көмүс
235,Kohle::N,cărbune,чох
236,Glas::N,sticlă,өстүөкүлэ
237,Lehm::N,lut,туой
238,Lehm::N,humă,туой
239,Sand::N,nisip,кумах
240,Mensch::N,om,киһи
241,Mensch::N,persoană,киһи
242,Mann::N,om,эр
243,Mann::N,bărbat,эр
244,Frau::N,femeie,дьахтар
245,Kind::N,copil,оҕо
246,Junge::N,băiat,уол
247,Junge::N,flăcău,уол
248,Mädchen::N,fată,кыыс оҕо
249,Familie::N,familie,кэргэн
250,Großvater::N,bunic,эһэ
251,Großvater::N,tată mare,эһэ
252,Großmutter::N,bunică,эбэ
253,Großmutter::N,mamă mare,эбэ
254,Eltern::N,părinți,аҕа-ийэ
255,Vater::N,tată,аҕа
256,Vater::N,părinte,аҕа
257,Mutter::N,mamă,ийэ
258,Sohn::N,fiu,уол
259,Sohn::N,fecior,уол
260,Tochter::N,fiică,кыыс
261,Bruder::N,frate,убай
262,Bruder::N,frate,быраат
263,Schwester::N,soră,аҕас
264,Schwester::N,soră,балыс
265,Onkel::N,unchi,таай
266,Onkel::N,unchi,абаҕа
267,Tante::N,mătușă,эдьиий
268,Ehemann::N,soț,эр
269,Ehemann::N,bărbat,эр
270,Ehefrau::N,soție,ойох
271,Freude::N,bucurie,үөрүү
272,Gelächter::N,râset,күлүү
273,Glück::N,fericire,дьол
274,Glück::N,fericire,соргу
275,Kummer::N,mâhnire,кутурҕан
276,Wunsch::N,dorință,баҕарыы
277,Wunsch::N,deziderat,баҕарыы
278,Lust::N,poftă,баҕа
279,Lust::N,înclinare,баҕа
280,Geist::N,duh,тыын
281,Geist::N,minte,тыын
282,Geist::N,suflet,тыын
283,Gedanke::N,gând,санаа
284,Gedanke::N,cuget,санаа
285,Gedächtnis::N,memorie,өй
286,Verstand::N,minte,өй
287,Verstand::N,intelect,өй
288,Sinn::N,sens,суолта
289,Sinn::N,înțeles,суолта
290,Grund::N,cauză,төрүөт
291,Grund::N,pricină,төрүөт
292,Wahrheit::N,adevăr,кырдьык
293,Gespräch::N,convorbire,бэсиэдэ
294,Gespräch::N,convorbire,кэпсэтии
295,Gespräch::N,conversație,бэсиэдэ
296,Gespräch::N,conversație,кэпсэтии
297,Märchen::N,basm,остуоруйа
298,Märchen::N,poveste,остуоруйа
299,Erzählung::N,poveste,кэпсээн
300,Nachricht::N,veste,биллэриллии
301,Neuigkeit::N,noutate,сонун
302,Neuigkeit::N,actualitate,сонун
303,Name::N,nume,аат
304,Rätsel::N,ghicitoare,таабырын
305,Rede::N,discurs,этии
306,Sprache::N,limbă,тыл
307,Sprache::N,limbaj,тыл
308,Stimme::N,glas,куолас
309,Wort::N,cuvânt,тыл
310,Zeichen::N,semn,бэлиэ
311,Zeichen::N,semnal,бэлиэ
312,Ruf::N,chemare,ыҥырыы
313,Lärm::N,zgomot,айдаан
314,Lärm::N,tărăboi,айдаан
315,Laut::N,sunet,тыас
316,Ton::N,ton,дорҕоон
317,Lied::N,cântec,ырыа
318,Ruhe::N,odihnă,уу чуумпу
319,Ruhe::N,liniște,уу чуумпу
320,Leute::N,lume,дьон
321,Leute::N,oameni,дьон
322,Volk::N,popor,дьон
323,Volk::N,popor,норуот
324,Volk::N,națiune,дьон
325,Volk::N,națiune,норуот
326,Arbeit::N,lucru,үлэ
327,Gast::N,musafir,ыалдьыт
328,Geschenk::N,dar,бэлэх
329,Geschenk::N,cadou,бэлэх
330,Spiel::N,joc,оонньуу
331,Gesellschaft::N,societate,общество
332,Hilfe::N,ajutor,көмө
333,Freund::N,amic,доҕор
334,Freund::N,prieten,доҕор
335,Kamerad::N,tovarăș,атас
336,Angelegenheit::N,afacere,дьыала
337,Anzahl::N,număr,ахсаан
338,Anzahl::N,cantitate,ахсаан
339,Art::N,fel,биис
340,Art::N,specie,биис
341,Stück::N,bucată,кырбас
342,Teil::N,parte,ирээт
343,Teil::N,porție,ирээт
344,Hälfte::N,jumătate,аҥар
345,Kreis::N,cerc,төгүрүк
346,Kreis::N,cerc,төгүрүмтэ
347,Kreuz::N,cruce,кириэс
348,Linie::N,linie,сурааһын
349,Strich::N,linie,сурааһын
350,Strich::N,trăsătură,сурааһын
351,Abstand::N,distanță,арыт
352,Abstand::N,depărtare,арыт
353,Entfernung::N,distanță,ыраах
354,Entfernung::N,depărtare,ыраах
355,Gegend::N,regiune,сир
356,Platz::N,loc,арыт
357,Ort::N,loc,сир
358,Seite::N,latură,өрүт
359,Seite::N,latură,сирэй
360,Mitte::N,centru,орто
361,Gegenstand::N,obiect,предмет
362,Sache::N,lucru,мал
363,Sache::N,chestie,мал
364,Rand::N,bordură,кытыы
365,Rand::N,bordură,ойоҕос
366,Kante::N,muchie,кырыы
367,Kante::N,bordură,кырыы
368,Ecke::N,colț,муннук
369,Spitze::N,vârf,чыпчаал
370,Spitze::N,creștet,чыпчаал
371,Ende::N,capăt,төбө
372,Loch::N,gaură,тэһэҕэс
373,Loch::N,gaură,дьөлөҕөс
374,Winkel::N,colț,муннук
375,Muster::N,desen,оһуор
376,Größe::N,mărime,кээмэй
377,Länge::N,lungime,уста
378,Höhe::N,înălțime,үрдүк
379,Gewicht::N,greutate,ыйааһын
380,Menge::N,cantitate,ахсаан
381,Haufen::N,grămadă,чөмчөх
382,Reihe::N,șir,кэккэ
383,Reihe::N,rând,кэккэ
384,Boot::N,barcă,оҥочо
385,Boot::N,luntre,оҥочо
386,Ruder::N,vâslă,эрдии
387,Ruder::N,lopată,эрдии
388,Schlitten::N,sanie,сыарҕа
389,Ski::N,schi,хайыһар
390,Lagerfeuer::N,foc de tabără,кутаа
391,Last::N,povară,ыарахан
392,Last::N,sarcină,ыарахан
393,Gang::N,mers,хаамыы
394,Gang::N,umblet,хаамыы
395,Schritt::N,pas,хардыы
396,Norden::N,nord,хоту
397,Norden::N,miazănoapte,хоту
398,Süden::N,sud,соҕуруу
399,Süden::N,miazăzi,соҕуруу
400,Westen::N,apus,арҕаа
401,Osten::N,est,илин
402,Osten::N,răsărit,илин
403,Holz::N,lemn,мас
404,Brett::N,scândură,дуоска
405,Brett::N,scândură,хаптаһын
406,Platte::N,placă,билиитэ
407,Stütze::N,proptea,тулааһын
408,Stange::N,bară,ураҕас
409,Stange::N,prăjină,ураҕас
410,Stock::N,băț,мас
411,Stock::N,băț,баалкы
412,Stock::N,baston,мас
413,Stock::N,baston,баалкы
414,Stab::N,baston,ураҕас
415,Stab::N,prăjină,ураҕас
416,Rohr::N,tub,турба
417,Rohr::N,țeavă,турба
418,Haus::N,casă,дьиэ
419,Heim::N,casă,дьиэ
420,Heim::N,cămin,дьиэ
421,Ofen::N,sobă,оһох
422,Fußboden::N,podea,муоста
423,Fußboden::N,dușumea,муоста
424,Tisch::N,masă,остуол
425,Stuhl::N,scaun,устуул
426,Wiege::N,leagăn,биһик
427,Bett::N,pat,кырабаат
428,Regal::N,rafturi,долбуур
429,Kiste::N,ladă,дьааһык
430,Kiste::N,cutie,дьааһык
431,Fenster::N,fereastră,түннүк
432,Tür::N,ușă,аан
433,Tor::N,poartă,аан
434,Zaun::N,gard,соппулуот
435,Dach::N,acoperiș,кырыыса
436,Leiter::N,scară,кирилиэс
437,Besen::N,mătură,миинньик
438,Spaten::N,cazma,күрдьэх
439,Spaten::N,hârleț,күрдьэх
440,Schaufel::N,lopată,күрдьэх
441,Gabel::N,furculiță,биилкэ
442,Löffel::N,lingură,луоска
443,Messer::N,cuțit,быһах
444,Nagel::N,cui,тоһоҕо
445,Netz::N,plasă,илим
446,Haken::N,cârlig,көхө
447,Griff::N,mâner,ук
448,Griff::N,mâner,тутаах
449,Schloss::N,lacăt,күлүүс
450,Bild::N,tablou,хартыына
451,Bild::N,imagine,хартыына
452,Figur::N,chip,фигура
453,Figur::N,figură,фигура
454,Puppe::N,păpușă,куукула
455,Beutel::N,pungă,мөһөөччук
456,Beutel::N,săculeț,мөһөөччук
457,Bündel::N,mănunchi,баайыы
458,Tasche::N,geantă,суумка
459,Eimer::N,găleată,биэдэрэ
460,Deckel::N,capac,хаппах
461,Geschirr::N,vase,иһит
462,Geschirr::N,tacâmuri,иһит
463,Sack::N,sac,куул
464,Tasse::N,ceașcă,сэлиэнэй
465,Topf::N,oală,көстүрүүҥкэ
466,Kessel::N,cazan,хочуол
467,Kessel::N,căldare,хочуол
468,Essen::N,mâncare,аһылык
469,Nahrung::N,hrană,ас
470,Nahrung::N,aliment,ас
471,Speise::N,bucate,аһылык
472,Speise::N,fel de bucate,аһылык
473,Fleisch::N,carne,эт
474,Getreide::N,cereale,злактар
475,Brei::N,pireu,хааһы
476,Brot::N,pâine,килиэп
477,Scheibe::N,felie,куһуок
478,Scheibe::N,bucată,куһуок
479,Fett::N,untură,сыа
480,Fett::N,grăsime,сыа
481,Butter::N,unt,арыы
482,Öl::N,ulei,арыы
483,Salz::N,sare,туус
484,Suppe::N,supă,мин
485,Suppe::N,ciorbă,мин
486,Honig::N,miere,мүөт
487,Milch::N,lapte,үүт
488,Tee::N,ceai,чэй
489,Leder::N,piele,тирии
490,Wolle::N,lână,түү
491,Stoff::N,stofă,таҥас
492,Nadel::N,ac,иннэ
493,Faden::N,ață,сап
494,Knopf::N,buton,тимэх
495,Knoten::N,nod,түмүк
496,Farbe::N,vopsea,кырааска
497,Kleidung::N,haine,таҥас
498,Kleidung::N,îmbrăcăminte,таҥас
499,Hemd::N,cămașă,ырбаахы
500,Kragen::N,guler,саҕа
501,Ärmel::N,mânecă,сиэх
502,Hose::N,pantaloni,ыстаан
503,Hose::N,pantaloni,бүрүүкэ
504,Gürtel::N,cordon,кур
505,Mütze::N,șapcă,бэргэһэ
506,Schuh::N,gheată,бачыыҥка
507,Stiefel::N,cizmă,саппыкы
508,Ring::N,inel,биһилэх
509,Ring::N,verigă,биһилэх
510,Band::N,panglică,лиэнтэ
511,Band::N,șiret,лиэнтэ
512,Kamm::N,pieptene,тараах
513,Spiegel::N,oglindă,сиэркилэ
514,Riemen::N,curea,кур
515,Schnur::N,funie,быа
516,Schnur::N,sfoară,быа
517,Leine::N,lesă,тэһиин
518,Leine::N,curea,тэһиин
519,Decke::N,pătură,суорҕан
520,Kissen::N,pernă,сыттык
521,Tuch::N,batic,былаат
522,Handtuch::N,prosop,соттор
523,Handtuch::N,ștergar,соттор
524,Kraft::N,forță,сыра
525,Kraft::N,putere,сыра
526,Stärke::N,tărie,күүс
527,Stärke::N,vigoare,күүс
528,Gesundheit::N,sănătate,доруобуйа
529,Krankheit::N,boală,ыарыы
530,Krankheit::N,maladie,ыарыы
531,Schmerz::N,durere,ыарыы
532,Wunde::N,rană,баас
533,Fieber::N,febră,түрүлгэн
534,Fieber::N,febră,лихорадка
535,Fieber::N,febră,температура
536,Arznei::N,leac,эмп
537,Arznei::N,medicament,эмп
538,Brücke::N,pod,күргэ
539,Brücke::N,punte,күргэ
540,Brunnen::N,puț,холуодьас
541,Weide::N,izlaz,мэччирэҥ
542,Weide::N,pășune,мэччирэҥ
543,Pfad::N,cărare,ыллык
544,Weg::N,drum,суол
545,Straße::N,cale,суол
546,Straße::N,stradă,суол
547,Dorf::N,sat,дэриэбинэ
548,Stadt::N,oraș,куорат
549,Brief::N,scrisoare,сурук
550,Buch::N,carte,кинигэ
551,Buchstabe::N,literă,буква
552,Buchstabe::N,caracter,буква
553,Zeitung::N,ziar,хаһыат
554,Zeitung::N,gazetă,хаһыат
555,Leben::N,viață,тыын
556,Tod::N,moarte,өлүү
557,Grab::N,groapă,иин
558,Grab::N,mormânt,иин
559,Kirche::N,biserică,таҥара дьиэтэ
560,Sünde::N,păcat,айыы
561,Gott::N,zeu,тангара
562,Arbeiter::N,muncitor,үлэһит
563,Chef::N,șef,баһылык
564,Chef::N,șef,начальник
565,Meister::N,meșter,уус
566,Meister::N,meșter,маастар
567,Meister::N,maestru,уус
568,Meister::N,maestru,маастар
569,Arzt::N,medic,врач
570,Arzt::N,doctor,врач
571,Lehrer::N,profesor,учуутал
572,Lehrer::N,învățător,учуутал
573,Geld::N,bani,харчы
574,Geld::N,parale,харчы
575,Geschäft::N,treabă,идэ
576,Geschäft::N,afacere,идэ
577,Laden::N,magazin,маҕаһыын
578,Laden::N,prăvălie,маҕаһыын
579,Preis::N,preț,сыана
580,Ware::N,marfă,табаар
581,Nutzen::N,folos,туһа
582,Nutzen::N,profit,туһа
583,Reichtum::N,avuție,баай
584,Reichtum::N,bogăție,баай
585,Welt::N,lume,аан дойду
586,Land::N,țară,дойду
587,Staat::N,stat,государство
588,König::N,rege,король
589,Macht::N,putere,былаас
590,Macht::N,putință,былаас
591,Grenze::N,hotar,кыраныысса
592,Grenze::N,graniță,кыраныысса
593,Grenze::N,frontieră,кыраныысса
594,Krieg::N,război,сэрии
595,Feind::N,dușman,өстөөх
596,Gewalt::N,violență,күүһүлээһин
597,Kampf::N,luptă,охсуһуу
598,Bogen[Waffe]::N,arc,ох
599,Pfeil::N,săgeată,ох
600,Gewehr::N,armă,саа
601,Gewehr::N,pușcă,саа
602,Fehler::N,eroare,сыыһа
603,Fehler::N,greșeală,сыыһа
604,Lüge::N,minciună,сымыйа
605,Schaden::N,daună,хоромньу
606,Schaden::N,pagubă,хоромньу
607,Unglück::N,nenorocire,алдьархай
608,Schuld::N,vină,буруй
609,Alter::N,etate,саас
610,Alter::N,vârstă,саас
611,Schluss::N,sfârșit,тиһэх
612,Zeit::N,timp,бириэмэ
613,Zeit::N,vreme,бириэмэ
614,Tag::N,zi,күн
615,Morgen::N,dimineață,сарсыарда
616,Mittag::N,prânz,күн ортото
617,Mittag::N,amiază,күн ортото
618,Abend::N,seară,киэһэ
619,Nacht::N,noapte,түүн
620,Woche::N,săptămână,нэдиэлэ
621,Monat::N,lună,ый
622,Jahr::N,an,сыл
623,Jahr::N,an,дьыл
624,Frühling::N,primăvară,саас
625,Sommer::N,vară,сайын
626,Herbst::N,toamnă,күһүн
627,Winter::N,iarnă,кыһын
628,Januar::N,ianuarie,тохсунньу
629,Februar::N,februarie,олунньу
630,März::N,martie,кулун тутар
631,April::N,aprilie,муус устар ый
632,Mai::N,mai,ыам ыйа
633,Juni::N,iunie,бэс ыйа
634,Juli::N,iulie,от ыйа
635,August::N,august,атырдьах ыйа
636,September::N,septembrie,балаҕан ыйа
637,Oktober::N,octombrie,алтынньы
638,November::N,noiembrie,сэтинньи
639,Dezember::N,decembrie,ахсынньы
640,Montag::N,luni,бэнидиэнньик
641,Dienstag::N,marți,оптуорунньук
642,Mittwoch::N,miercuri,сэрэдэ
643,Donnerstag::N,joi,чэппиэр
644,Freitag::N,vineri,бээтинсэ
645,Samstag::N,sâmbătă,субуота
646,Sonntag::N,duminică,баскыһыанньа
647,groß::A,mare,бөдөҥ
648,groß::A,mare,улахан
649,klein::A,mic,кыр
650,lang::A,lung,уһун
651,kurz::A,scurt,кылгас
652,breit::A,lat,кэтит
653,breit::A,larg,кэтит
654,schmal::A,strâmt,кыараҕас
655,dicht::A,des,хойуу
656,dick[Gegenstand]::A,gros,суон
657,dick[Gegenstand]::A,gros,хойуу
658,dünn::A,subțire,чараас
659,fein::A,fin,бытархай
660,fein::A,fin,синньигес
661,fein::A,subțire,бытархай
662,fein::A,subțire,синньигес
663,fest::A,tare,бөҕө
664,fest::A,tare,кытаанах
665,fest::A,solid,бөҕө
666,fest::A,solid,кытаанах
667,flach::A,șes,хаптаҕай
668,flach::A,plan,хаптаҕай
669,glatt::A,lins,кылааккай
670,hart::A,dur,хатан
671,hart::A,dur,кытаанах
672,weich::A,moale,сымнаҕас
673,rund::A,rotund,төгүрүк
674,rund::A,circular,төгүрүк
675,spitz::A,ascuțit,сытыы
676,spitz::A,ascuțit,уһуктаах
677,scharf::A,tăios,сытыы
678,scharf::A,ascuțit,сытыы
679,stumpf::A,tocit,сыппах
680,schwer::A,greu,ыарахан
681,schön::A,frumos,кыраһыабай
682,heiß::A,cald,итии
683,heiß::A,fierbinte,итии
684,warm::A,cald,ичигэс
685,warm::A,fierbinte,ичигэс
686,kalt::A,rece,тымныы
687,kühl::A,rece,сөрүүн
688,kühl::A,răcoros,сөрүүн
689,frisch::A,răcoros,ыраас
690,frisch::A,răcoros,сөрүүн
691,frisch::A,răcoros,тымныы
692,frisch::A,proaspăt,ыраас
693,frisch::A,proaspăt,сөрүүн
694,frisch::A,proaspăt,тымныы
695,feucht::A,umed,сииктээх
696,feucht::A,jilav,сииктээх
697,nass::A,ud,инчэҕэй
698,trocken::A,sec,кураан
699,trocken::A,uscat,кураан
700,voll::A,plin,толору
701,leer::A,gol,иччитэх
702,offen::A,deschis,аһаҕас
703,geschlossen::A,închis,бүтэй
704,sauber::A,curat,сэбэр
705,schmutzig::A,murdar,кирдээх
706,roh::A,crud,сиикэй
707,reif::A,copt,буспут
708,reif::A,copt,сиппит-хоппут
709,lecker::A,gustos,минньигэс
710,süß::A,dulce,минньигэс
711,bitter::A,amar,аһыы
712,sauer::A,acru,аһыы
713,hell::A,clar,сырдык
714,hell::A,luminos,сырдык
715,dunkel::A,obscur,хараҥа
716,dunkel::A,întunecos,хараҥа
717,schwarz::A,negru,хара
718,weiß::A,alb,үрүҥ
719,weiß::A,alb,маҥан
720,rot::A,roșu,кыһыл
721,gelb::A,galben,саһархай
722,blau::A,albastru,күөх
723,grün::A,verde,күөх
724,grün::A,verde,от күөҕэ
725,grau::A,gri,сиэрэй
726,grau::A,cenușiu,сиэрэй
727,bunt::A,colorat,эриэн
728,billig::A,ieftin,чэпчэки
729,teuer::A,scump,сыаналаах
730,wertvoll::A,prețios,сыаналаах
731,blind::A,orb,хараҕа суох
732,taub::A,surd,дьүлэй
733,kräftig::A,tare,модун
734,kräftig::A,forte,модун
735,kräftig::A,robust,модун
736,stark::A,viguros,күүстээх
737,stark::A,puternic,күүстээх
738,schwach::A,slab,мөлтөх
739,schwach::A,debil,мөлтөх
740,fett::A,gras,эмис
741,schlank::A,zvelt,дьылҕан
742,schlank::A,zvelt,дьыпсаҕай
743,hübsch::A,drăguț,олус кэрэ
744,hübsch::A,drăguț,көрүөхтэн үчүгэй
745,böse::A,rău,өһүөннээх
746,böse::A,răutăcios,өһүөннээх
747,dumm::A,nerod,акаары
748,dumm::A,tâmpit,акаары
749,faul::A,leneș,нэс
750,fleißig::A,harnic,кыһамньылаах
751,fleißig::A,sârguincios,кыһамньылаах
752,geizig::A,calic,иҥсэлээх
753,geizig::A,zgârcit,иҥсэлээх
754,klug::A,isteț,өйдөөх
755,klug::A,deștept,өйдөөх
756,geschickt::A,dibaci,наһаа дьоҕурдаах
757,lieb::A,drag,тапталлаах
758,lieb::A,iubit,тапталлаах
759,lustig::A,vesel,көрдөөх
760,sanft::A,blând,намчы
761,sanft::A,blând,сымнаҕас
762,sanft::A,blajin,намчы
763,sanft::A,blajin,сымнаҕас
764,hungrig::A,flămând,аччык
765,krank::A,bolnav,ыалдьар
766,nackt::A,gol,сыгынньах
767,traurig::A,trist,санаарҕабыллаах
768,traurig::A,mâhnit,санаарҕабыллаах
769,lebendig::A,viu,тыыннаах
770,gut::A,bun,үтүө
771,gut::A,bun,үчүгэй
772,schlecht::A,rău,куһаҕан
773,schlecht::A,prost,куһаҕан
774,richtig::A,drept,сөп
775,richtig::A,corect,сөп
776,schlimm::A,rău,сидьиҥ
777,schlimm::A,rău,быдьар
778,wahr::A,adevărat,кырдьык
779,alt::A,uzat,былыргы
780,alt::A,vechi,былыргы
781,neu::A,nou,саҥа
782,ehemalig::A,fost,урукку
