,Concept_ID,ce,cy
57,Himmel::N,стигал,awyr
58,Sonne::N,малх,haul
59,Mond::N,бутт,lleuad
60,Stern::N,седа,seren
61,Luft::N,xӏаваъ,awyr
62,Wind::N,мох,gwynt
63,Welle::N,тулгӏе,ton
64,Wasser::N,хи,dŵr
65,Stein::N,тӏулг,carreg
66,Boden::N,цӏенкъа,llawr
67,Erde::N,латта,pridd
68,Staub::N,чан,llwch
69,Rauch::N,кӏур,mwg
70,Funke::N,суй,gwreichioni
71,Feuer::N,цӏе,tân
72,Licht::N,серло,golau
73,Schatten::N,ӏиндагӏ,cysgod
74,Wetter::N,хенан хӏоттам,tywydd
75,Nebel::N,дохк,niwl
76,Wolke::N,марха,cwmwl
77,Regen::N,догӏа,glaw
78,Schnee::N,ло,ôd
79,Schnee::N,ло,eira
80,Eis::N,ша,iâ
81,Frost::N,шело,rhew
82,Kälte::N,шело,oerni
83,Kälte::N,шело,annwyd
84,Hitze::N,йовхо,gwres
85,Raureif::N,йис,barrug
86,Regenbogen::N,стелаӏад,enfys
87,Donner::N,ткъес,tyrfau
88,Strömung::N,дӏаэхар,cerrynt
89,Strömung::N,дӏасалелар,cerrynt
90,Tropfen::N,тӏадам,dafn
91,Tropfen::N,тӏадам,diferyn
92,Schaum::N,чопа,ewyn
93,Schmutz::N,хатт,baw
94,Schmutz::N,хатт,budreddi
95,See::N,ӏам,llyn
96,Sumpf::N,уьшал,cors
97,Moor::N,уьшал,rhos
98,Wiese::N,бай,dôl
99,Wald::N,хьун,coedwig
100,Hügel::N,гу,bryn
101,Hügel::N,шу,bryn
102,Hügel::N,барз,bryn
103,Anhöhe::N,акъари,bryn
104,Berg::N,лам,mynydd
105,Gipfel::N,бохь,copa
106,Höhle::N,хьех,ogof
107,Abhang::N,басе,llethr
108,Quelle::N,шовда,tarddiad
109,Quelle::N,шовда,ffynhonnell
110,Bach::N,татол,nant
111,Bach::N,татол,afonig
112,Bach::N,татол,cornant
113,Fluss::N,хи,afon
114,Ufer::N,хийист,glan
115,Küste::N,йист,traeth
116,Küste::N,йист,arfordir
117,Festland::N,латта,tir
118,Meer::N,xӏорд,môr
119,Bucht::N,чож,bae
120,Insel::N,гӏайре,ynys
121,Blume::N,зезаг,blodyn
122,Gras::N,буц,glaswellt
123,Wurzel::N,орам,gwreiddyn
124,Baum::N,дитт,coeden
125,Stamm::N,гӏад,colfen
126,Stamm::N,гӏад,boncyff
127,Stamm::N,тайпа,colfen
128,Stamm::N,тайпа,boncyff
129,Rinde::N,кевстиг,rhisgl
130,Ast::N,га,cangen
131,Zweig::N,га,cainc
132,Zweig::N,га,cangen
133,Blatt::N,гӏа,deilen
134,Birke::N,дакх,bedwen
135,Kiefer[Baum]::N,бага,pinwydden
136,Weide[Baum]::N,дак,helygen
137,Tanne::N,база,ffynidwydden
138,Horn::N,маӏа,corn
139,Feder::N,пелаг,plufyn
140,Fell::N,цӏока,ffwr
141,Flügel::N,тӏам,adain
142,Klaue::N,мӏара,crafanc
143,Kralle::N,тlод,ewin
144,Schwanz::N,цӏога,cwt
145,Schwanz::N,цӏога,cynffon
146,Ei::N,xӏoa,wy
147,Nest::N,бен,nyth
148,Bau::N,lуьрг,ffau
149,Tier::N,дийнат,anifail
150,Herde::N,жа,praidd
151,Herde::N,жа,diadell
152,Kuh::N,етт,buwch
153,Bulle::N,сту,tarw
154,Pferd::N,говр,ceffyl
155,Schaf::N,жий,dafad
156,Schaf::N,уьстагӏ,dafad
157,Schwein::N,хьакха,mochyn
158,Hund::N,жӏаьла,ci
159,Katze::N,цициг,cath
160,Bär::N,ча,arth
161,Eichhörnchen::N,тарсал,gwiwer
162,Elch::N,сай,elc
163,Fuchs::N,цхьогал,cadno
164,Hase::N,пхьагал,ysgyfarnog
165,Maus::N,дахка,llygoden
166,Wolf::N,борз,blaidd
167,Vogel::N,олхазар,aderyn
168,Huhn::N,котам,cyw
169,Hahn::N,нӏаьна,ceiliog
170,Hahn::N,боргӏал,ceiliog
171,Gans::N,гӏаз,gŵydd
172,Adler::N,aьрзу,eryr
173,Ente::N,бад,hwyad
174,Eule::N,бухӏа,tylluan
175,Kranich::N,гӏаргӏули,garan
176,Kranich::N,гӏаргӏули,crychydd
177,Krähe::N,къиг,brân
178,Kuckuck::N,aттйокх,cog
179,Kuckuck::N,aттйокх,cwcw
180,Schwan::N,гӏургӏаз,alarch
181,Fisch::N,чӏара,pysgod
182,Barsch::N,окунь,draenog
183,Hecht::N,гӏазкхийн чӏара,penhwyad
184,Schlange[Tier]::N,лаьхьа,neidr
185,Wurm::N,нӏаьна,abwydyn
186,Wurm::N,нӏаьна,pryf genwair
187,Spinne::N,гезг,cor
188,Spinne::N,гезг,pryf copyn
189,Ameise::N,зингат,morgrugyn
190,Laus::N,меза,lleuen
191,Laus::N,гӏениг,lleuen
192,Mücke::N,чуьрк,gwybedyn
193,Fliege::N,моза,cleren
194,Schmetterling::N,полла,glöyn byw
195,Schmetterling::N,полла,iâr fach yr haf
196,Beere::N,цӏазам,aeronen
197,Apfel::N,ӏаж,afal
198,Pilz::N,жӏаьлин нускал,madarch
199,Zwiebel::N,xох,nionyn
200,Zwiebel::N,xох,winwnsyn
201,Saat::N,чlу,had
202,Korn::N,буьртиг,grawn
203,Heu::N,йол,gwair
204,Schale::N,пардо,croen
205,Schale::N,пардо,plisgyn
206,Grube::N,ор,pwll
207,Grube::N,ор,pydew
208,Falle::N,кӏело,magl
209,Spur::N,лар,ôl
210,Asche::N,чим,lludw
211,Dreck::N,мода,baw
212,Dreck::N,мода,budreddi
213,Eisen::N,эчиг,haearn
214,Gold::N,деши,aur
215,Silber::N,дети,arian
216,Kohle::N,кӏора,glo
217,Glas::N,aнгали,gwydr
218,Lehm::N,поппар,clai
219,Sand::N,гӏум,tywod
220,Mensch::N,адам,dyn
221,Mann::N,майра,dyn
222,Frau::N,зуда,merch
223,Frau::N,зуда,gwraig
224,Kind::N,бер,plentyn
225,Junge::N,жимха,hogyn
226,Junge::N,жимха,bachgen
227,Mädchen::N,жима йоӏ,merch
228,Mädchen::N,жима йоӏ,geneth
229,Familie::N,доьзал,teulu
230,Familie::N,доьзал,tylwyth
231,Großvater::N,ненада,taid
232,Großvater::N,ненада,tad-cu
233,Großmutter::N,денана,nain
234,Großmutter::N,денана,mam-gu
235,Eltern::N,да-нана,rhieni
236,Vater::N,да,tad
237,Mutter::N,нана,mam
238,Sohn::N,кӏант,mab
239,Tochter::N,йоӏ,merch
240,Bruder::N,ваша,brawd
241,Schwester::N,йиша,chwaer
242,Onkel::N,деваша,ewythr
243,Tante::N,дейиша,modryb
244,Ehemann::N,майра,gŵr
245,Ehefrau::N,зуда,gwraig
246,Freude::N,самукъа,gorfoledd
247,Freude::N,хазахетар,gorfoledd
248,Gelächter::N,белам,chwerthin
249,Glück::N,ирс,hapusrwydd
250,Kummer::N,бала,galar
251,Wunsch::N,лаам,dymuniad
252,Lust::N,лаам,chwant
253,Geist::N,са,ysbryd
254,Gedanke::N,ойла,meddwl
255,Gedächtnis::N,диццадалар,cof
256,Verstand::N,хьекъал,meddwl
257,Sinn::N,маьӏна,ystyr
258,Grund::N,бахьана,achos
259,Grund::N,бахьана,rheswm
260,Wahrheit::N,бакъдерг,gwir
261,Wahrheit::N,бакъдерг,gwirionedd
262,Gespräch::N,къамел,sgwrs
263,Märchen::N,туьйра,chwedl werin
264,Erzählung::N,дийцар,stori
265,Nachricht::N,хаам,neges
266,Neuigkeit::N,керланиг,newydd
267,Name::N,цӏе,enw
268,Rätsel::N,хӏетал-метал,pos
269,Rede::N,къамел,araith
270,Sprache::N,мотт,iaith
271,Stimme::N,aз,llais
272,Wort::N,дош,gair
273,Zeichen::N,билгало,arwydd
274,Ruf::N,кхайкхар,galwad
275,Lärm::N,гӏовгӏа,trwst
276,Laut::N,аз,sain
277,Ton::N,aз,tôn
278,Lied::N,илли,cân
279,Ruhe::N,тийналла,tawelwch
280,Leute::N,нах,pobl
281,Volk::N,халкъ,pobl
282,Arbeit::N,болх,gwaith
283,Gast::N,хьаша,gwestai
284,Geschenk::N,совгӏат,rhodd
285,Geschenk::N,совгӏат,anrheg
286,Spiel::N,ловзар,chwarae
287,Gesellschaft::N,юкъаралла,cwmni
288,Hilfe::N,гӏо,cymorth
289,Freund::N,доттагl,cyfaill
290,Kamerad::N,накъост,cydymaith
291,Angelegenheit::N,гӏуллакх,pwnc
292,Anzahl::N,терахь,cyfrif
293,Stück::N,юьхк,darn
294,Teil::N,дакъа,rhan
295,Hälfte::N,ах,hanner
296,Kreis::N,го,cylch
297,Kreuz::N,жӏара,croes
298,Linie::N,сиз,llinell
299,Strich::N,сиз,strôc
300,Strich::N,сиз,trawiad
301,Abstand::N,юкъ,bwlch
302,Abstand::N,юкъ,pellter
303,Gegend::N,мeттиг,cylch
304,Platz::N,майда,lle
305,Ort::N,меттиг,lle
306,Seite::N,aгӏo,ochr
307,Mitte::N,юкъ,canol
308,Gegenstand::N,хӏума,eitem
309,Sache::N,хӏума,peth
310,Rand::N,йист,cwr
311,Rand::N,йист,ymyl
312,Kante::N,йист,min
313,Kante::N,йист,ymyl
314,Ecke::N,са,cornel
315,Spitze::N,ралла,blaen
316,Ende::N,юьхьиг,pen
317,Loch::N,ӏуьрг,twll
318,Winkel::N,са,congl
319,Muster::N,дагар,patrwm
320,Muster::N,тӏамар,patrwm
321,Größe::N,барам,maint
322,Größe::N,барам,maintioli
323,Länge::N,йохалла,hyd
324,Höhe::N,локхалла,uchder
325,Gewicht::N,йозалла,pwysau
326,Menge::N,дукхалла,swm
327,Menge::N,дукхалла,maint
328,Haufen::N,сал,pentwr
329,Haufen::N,оьла,pentwr
330,Reihe::N,рагӏ,rhes
331,Reihe::N,могӏа,rhes
332,Boot::N,кема,cwch
333,Ruder::N,пийсиг,rhwyf
334,Schlitten::N,салаз,sled
335,Schlitten::N,салаз,car llusg
336,Ski::N,когсалаз,sgi
337,Lagerfeuer::N,цӏе,coelcerth
338,Last::N,дукъ,llwyth
339,Gang::N,лелар,tro
340,Schritt::N,гӏулч,cam
341,Norden::N,къилбаседе,gogledd
342,Süden::N,къилбе,de
343,Westen::N,малхбузе,gorllewin
344,Osten::N,малхбале,dwyrain
345,Holz::N,дечиг,pren
346,Brett::N,у,bwrdd
347,Brett::N,у,astell
348,Platte::N,у,llech
349,Stütze::N,гӏopтоp,ateg
350,Stütze::N,гӏopтоp,cynhalydd
351,Stange::N,гӏуркх,polyn
352,Stock::N,ӏаса,ffon
353,Stock::N,ӏаса,brigyn
354,Stab::N,гӏаж,ffon
355,Rohr::N,биргӏа,pibell
356,Haus::N,цӏа,tŷ
357,Heim::N,кхерч,cartref
358,Ofen::N,кхерч,stof
359,Fußboden::N,цӏенкъа,llawr
360,Tisch::N,шун,bwrdd
361,Stuhl::N,гӏант,cadair
362,Wiege::N,ага,crud
363,Bett::N,маьнга,gwely
364,Regal::N,терхи,silff
365,Kiste::N,яьшка,bocs
366,Kiste::N,яьшка,blwch
367,Fenster::N,кор,ffenestr
368,Tür::N,неӏ,drws
369,Tor::N,ков,porth
370,Zaun::N,керт,ffens
371,Dach::N,тхов,to
372,Leiter::N,лами,ysgol
373,Besen::N,нуй,ysgub
374,Spaten::N,бел,rhaw
375,Schaufel::N,аьшкал,rhaw
376,Gabel::N,мӏара,fforc
377,Löffel::N,ӏайг,llwy
378,Messer::N,урс,cyllell
379,Nagel::N,хьостам,hoel
380,Netz::N,бой,gwe
381,Netz::N,бой,rhwyd
382,Haken::N,мӏара,bach
383,Schloss::N,чӏега,clo
384,Bild::N,сурт,llun
385,Bild::N,сурт,pictiwr
386,Puppe::N,тайниг,dol
387,Beutel::N,гали,cwd
388,Bündel::N,кочар,bwndel
389,Bündel::N,кочар,coflaid
390,Tasche::N,тӏоьрмиг,cod
391,Eimer::N,чийлик,bwced
392,Eimer::N,чийлик,cunnog
393,Deckel::N,негӏар,caead
394,Geschirr::N,пхьегӏа,llestri
395,Sack::N,гали,sach
396,Tasse::N,кад,cwpan
397,Topf::N,яй,pot
398,Topf::N,яй,crochan
399,Kessel::N,яй,tegell
400,Essen::N,юург,pryd o fwyd
401,Nahrung::N,кхача,bwyd
402,Speise::N,юург,saig
403,Fleisch::N,жижиг,cig
404,Getreide::N,буьртиг,ŷd
405,Getreide::N,буьртиг,llafur
406,Brei::N,xудар,uwd
407,Brot::N,бепиг,bara
408,Brot::N,кхаллар,bara
409,Scheibe::N,цастар,tafell
410,Fett::N,мохь,saim
411,Fett::N,мохь,braster
412,Butter::N,налха,ymenyn
413,Öl::N,даьтта,olew
414,Salz::N,туьха,halen
415,Suppe::N,чорпа,cawl
416,Honig::N,моз,mêl
417,Milch::N,шура,llaeth
418,Milch::N,шура,llefrith
419,Tee::N,чай,te
420,Leder::N,цӏока,lledr
421,Wolle::N,тӏapгӏa,gwlân
422,Stoff::N,кӏади,lliain
423,Stoff::N,кӏади,brethyn
424,Nadel::N,маха,nodwydd
425,Faden::N,тай,edau
426,Faden::N,тай,edefyn
427,Knopf::N,нуьйда,botwm
428,Knoten::N,шад,cwlwm
429,Farbe::N,сир,paent
430,Farbe::N,басар,paent
431,Kleidung::N,бедар,dillad
432,Kleidung::N,бедар,gwisgoedd
433,Hemd::N,коч,crys
434,Kragen::N,кач,coler
435,Ärmel::N,пхьош,llawes
436,Hose::N,хеча,trowsus
437,Gürtel::N,доьхка,gwregys
438,Mütze::N,куй,cap
439,Schuh::N,мача,esgid
440,Stiefel::N,этка,botasen
441,Ring::N,чӏуг,modrwy
442,Band::N,лента,rhuban
443,Kamm::N,ехк,crib
444,Spiegel::N,куьзга,drych
445,Riemen::N,доьхка,strap
446,Schnur::N,муш,llinyn
447,Leine::N,кочатосу доьхка,tennyn
448,Decke::N,юргӏа,blanced
449,Decke::N,юргӏа,gwrthban
450,Kissen::N,гIайба,clustog
451,Kissen::N,гIайба,gobennydd
452,Tuch::N,исхар,sgarff
453,Handtuch::N,гата,tywel
454,Handtuch::N,гата,lliain sychu
455,Kraft::N,гӏора,grym
456,Stärke::N,гӏап,nerth
457,Stärke::N,гӏап,cryfder
458,Gesundheit::N,могашалла,iechyd
459,Krankheit::N,цамгар,afiechyd
460,Krankheit::N,цамгар,anhwylder
461,Schmerz::N,лазар,poen
462,Schmerz::N,лазар,gwayw
463,Wunde::N,чов,clwyf
464,Fieber::N,xорша,twymyn
465,Arznei::N,молха,meddyginiaeth
466,Brücke::N,тӏай,pont
467,Brunnen::N,гӏу,ffynnon
468,Weide::N,дак,porfa
469,Pfad::N,тача,llwybr
470,Weg::N,некъ,ffordd
471,Straße::N,урам,heol
472,Straße::N,урам,ffordd
473,Dorf::N,юрт,pentref
474,Stadt::N,гӏала,tref
475,Brief::N,кехат,llythyr
476,Buch::N,жайна,llyfr
477,Buchstabe::N,элп,llythyren
478,Zeitung::N,газет,papur newydd
479,Leben::N,дахар,bywyd
480,Tod::N,далар,marwolaeth
481,Tod::N,ӏожалла,marwolaeth
482,Grab::N,каш,bedd
483,Kirche::N,килс,eglwys
484,Sünde::N,къа,pechod
485,Gott::N,дела,duw
486,Arbeiter::N,белхало,gweithiwr
487,Chef::N,хьаькам,pennaeth
488,Meister::N,говзанча,meistr
489,Arzt::N,лор,meddyg
490,Lehrer::N,хьехархо,athro
491,Geld::N,aхча,pres
492,Geld::N,aхча,arian
493,Geschäft::N,туька,busnes
494,Laden::N,туька,siop
495,Preis::N,мах,pris
496,Ware::N,хlума,nwydd
497,Nutzen::N,пайда,elw
498,Nutzen::N,пайда,budd
499,Reichtum::N,хьал,cyfoeth
500,Welt::N,дуьне,byd
501,Land::N,мохк,gwlad
502,Staat::N,пачхьалкх,gwladwriaeth
503,König::N,паччахь,brenin
504,Macht::N,ӏедал,grym
505,Macht::N,ӏедал,awdurdod
506,Grenze::N,доза,ffin
507,Grenze::N,доза,goror
508,Krieg::N,тӏом,rhyfel
509,Feind::N,мостагӏ,gelyn
510,Gewalt::N,гӏело,ffyrnigrwydd
511,Kampf::N,къийсам,brwydr
512,Pfeil::N,пха,saeth
513,Gewehr::N,топ,dryll
514,Fehler::N,гӏалат,gwall
515,Fehler::N,гӏалат,camgymeriad
516,Lüge::N,аьшпаш,celwydd
517,Lüge::N,аьшпаш,anwiredd
518,Schaden::N,зен,niwed
519,Schaden::N,зен,difrod
520,Unglück::N,бала,anffawd
521,Schuld::N,бехк,bai
522,Alter::N,хан,oed
523,Schluss::N,чакхе,diwedd
524,Zeit::N,хан,amser
525,Tag::N,де,dydd
526,Tag::N,де,diwrnod
527,Morgen::N,ӏуьйре,bore
528,Mittag::N,делкъе,nawn
529,Abend::N,суьйре,noswaith
530,Nacht::N,буьйса,nos
531,Woche::N,кӏира,wythnos
532,Monat::N,бутт,mis
533,Jahr::N,шо,blwyddyn
534,Frühling::N,бӏаьсте,gwanwyn
535,Sommer::N,аьхке,haf
536,Herbst::N,гуьйре,hydref
537,Winter::N,ӏа,gaeaf
538,Januar::N,январь,Ionawr
539,Februar::N,февраль,Chwefror
540,März::N,март,Mawrth
541,April::N,апрель,Ebrill
542,Mai::N,май,Mai
543,Juni::N,июнь,Mehefin
544,Juli::N,июль,Gorffennaf
545,August::N,август,Awst
546,September::N,сентябрь,Medi
547,Oktober::N,октябрь,Hydref
548,November::N,ноябрь,Tachwedd
549,Dezember::N,декабрь,Rhagfyr
550,Montag::N,оршот,dydd Llun
551,Dienstag::N,шинара,dydd Mawrth
552,Mittwoch::N,кхаара,dydd Mercher
553,Donnerstag::N,еара,dydd Iau
554,Freitag::N,пӏераска,dydd Gwener
555,Samstag::N,шот,dydd Sadwrn
556,Sonntag::N,кӏиранде,dydd Sul
557,groß::A,доккха,mawr
558,klein::A,кегий,bach
559,lang::A,еха,hir
560,kurz::A,доца,byr
561,kurz::A,доца,cwta
562,breit::A,шуьйра,llydan
563,schmal::A,готта,cul
564,dicht::A,луьста,dwys
565,dick[Gegenstand]::A,стомма,trwchus
566,dünn::A,дуткъа,tenau
567,fein::A,ховха,main
568,fest::A,чӏогӏа,cadarn
569,flach::A,чӏапа,gwastad
570,glatt::A,шера,llyfn
571,hart::A,чӏогӏa,caled
572,weich::A,кӏеда,meddal
573,rund::A,горга,crwn
574,spitz::A,ира,pigfain
575,scharf::A,ира,miniog
576,stumpf::A,аьртa,pŵl
577,schwer::A,деза,trwm
578,schön::A,хаза,teg
579,schön::A,хаза,hardd
580,schön::A,хаза,prydferth
581,heiß::A,довха,poeth
582,warm::A,довха,twym
583,warm::A,довха,cynnes
584,kalt::A,шийла,oer
585,kühl::A,шийла,oeraidd
586,frisch::A,керла,iach
587,feucht::A,тӏуьна,llaith
588,nass::A,тӏеда,gwlyb
589,trocken::A,eкъа,sych
590,voll::A,дуьзна,llawn
591,leer::A,яьсса,gwag
592,offen::A,диллина,agored
593,geschlossen::A,дӏакъевлина,caead
594,geschlossen::A,дӏакъевлина,caeëdig
595,geschlossen::A,дӏачӏагӏдина,caead
596,geschlossen::A,дӏачӏагӏдина,caeëdig
597,sauber::A,цӏена,glân
598,schmutzig::A,боьха,budr
599,schmutzig::A,боьха,brwnt
600,roh::A,буьйда,amrwd
601,reif::A,хилла,aeddfed
602,lecker::A,чоме,blasus
603,lecker::A,чоме,danteithiol
604,süß::A,мерза,melys
605,bitter::A,къаьхьа,chwerw
606,sauer::A,муьста,sur
607,hell::A,сирла,disglair
608,dunkel::A,бодане,tywyll
609,schwarz::A,ӏаьржа,du
610,weiß::A,кӏайн,gwyn
611,rot::A,цӏен,coch
612,gelb::A,можа,melyn
613,blau::A,сийна,glas
614,grün::A,баьццара,gwyrdd
615,grau::A,cира,llwyd
616,grau::A,мокха,llwyd
617,bunt::A,къорза,lliwgar
618,billig::A,дораха,rhad
619,teuer::A,деза,drud
620,wertvoll::A,мехала,gwerthfawr
621,blind::A,бӏаьрзе,dall
622,taub::A,къора,byddar
623,kräftig::A,нуьцкъала,nerthol
624,kräftig::A,нуьцкъала,grymus
625,stark::A,зоьртала,cryf
626,stark::A,зоьртала,cadarn
627,stark::A,нуьцкъала,cryf
628,stark::A,нуьцкъала,cadarn
629,schwach::A,гӏорасиза,gwan
630,fett::A,дерстана,tew
631,schlank::A,куц долу,main
632,hübsch::A,хаза,tlws
633,böse::A,вон,drwg
634,dumm::A,сонта,twp
635,faul::A,мало ен,diog
636,fleißig::A,тӏера,dyfal
637,geizig::A,пис,crintach
638,geizig::A,пис,cybyddlyd
639,geizig::A,сутара,crintach
640,geizig::A,сутара,cybyddlyd
641,klug::A,хьекъале,deallus
642,geschickt::A,тӏахъаьлла,medrus
643,geschickt::A,тӏахъаьлла,deheuig
644,lieb::A,хьоме,hoff
645,lieb::A,хьоме,annwyl
646,lustig::A,самукъане,llon
647,sanft::A,кlеда,mwyn
648,hungrig::A,меца,newynog
649,krank::A,цомгуш долу,sâl
650,krank::A,цомгуш долу,gwael
651,nackt::A,дерзана,noeth
652,traurig::A,самукъане воцу,trist
653,lebendig::A,дийна,yn fyw
654,gut::A,дика,da
655,schlecht::A,вон,drwg
656,schlecht::A,вон,gwael
657,richtig::A,нийса,cywir
658,schlimm::A,вон,enbyd
659,wahr::A,бакъдолу,gwir
660,alt::A,къена,hen
661,neu::A,керла,newydd
662,ehemalig::A,хилла,blaenorol
663,alt[Lebewesen]::A,къена,oedrannus
664,jung::A,къона,ifanc
665,arm::A,къен,tlawd
666,reich::A,хьоле,cyfoethog
667,bekannt::A,девзаш долу,cynefin
668,bekannt::A,девзаш долу,cyfarwydd
669,berühmt::A,цӏеяхана,enwog
670,fremd::A,нехан,estron
671,verschieden::A,тайп-тайпанара,gwahanol
672,nah::A,гергара,agos
673,fern::A,гена,pell
674,fern::A,генара,pell
675,linker::A,аьрру,aswy
676,linker::A,аьрру,chwith
677,rechter::A,аьтту,de
678,rechter::A,аьтту,deau
679,anderer::A,кхин,arall
680,erster::A,хьалхара,cyntaf
681,zweiter::A,шолгIа,ail
682,dritter::A,кхоалгӏа,trydydd
683,letzter::A,тӏаьххьара,olaf
684,allein::ADV,цхьаъ,unig
685,allein::ADV,цхьаъ,ar ei ben ei hun
686,auf einmal::ADV,цу сохьтта,ar yr un pryd
687,zusammen::ADV,цхьана,ynghyd
688,zusammen::ADV,цхьана,gyda'i gilydd
689,lange::ADV,дукха,amser hir
690,plötzlich::ADV,цIеххьана,yn sydyn
691,sofort::ADV,цу сохьтта,ar unwaith
692,später::ADV,тӏаьхьо,yn ddiweddarach
693,jetzt::ADV,хӏинца,yn awr
694,heute::ADV,тахана,heddiw
695,morgen::ADV,кхана,yfory
696,bald::ADV,кеста,yn fuan
697,bald::ADV,кеста,gyda hyn
698,dann::ADV,тӏаккха,yna
699,dann::ADV,тӏаккха,y pryd hwnnw
700,gestern::ADV,селхана,ddoe
701,einst::ADV,цкъа,gynt
702,damals::ADV,хӏетахьь,ar y pryd
703,damals::ADV,хӏетахьь,bryd hynny
704,danach::ADV,тӏаккха,wedyn
705,vorher::ADV,хьалхa,o'r blaen
706,zuerst::ADV,хьалха,yn gyntaf
707,einmal::ADV,цкъа,unwaith
708,manchmal::ADV,цкъаццкъа,weithiau
709,manchmal::ADV,цкъаццкъа,ar brydiau
710,oft::ADV,кест-кеста,yn aml
711,oft::ADV,кест-кеста,yn fynych
712,immer::ADV,даим,bob amser
713,niemals::ADV,цкъа а,ni ... byth
714,niemals::ADV,цкъа а,ni ... erioed
715,hier::ADV,кхузахь,yma
716,hierhin::ADV,кхуза,hyd yma
717,von hier::ADV,кхузара,oddi yma
718,dort::ADV,цигахь,acw
719,dorthin::ADV,цига,tuag yno
720,geradeaus::ADV,нийса дӏа,syth ymlaen
721,vorwärts::ADV,хьалха,ymlaen
722,rückwärts::ADV,юха,yn ôl
723,zurück::ADV,юха,yn ôl
724,unten::ADV,лахахь,isod
725,unten::ADV,лахахь,oddi tanodd
726,hinab::ADV,охьа,i lawr
727,hinab::ADV,охьа,i waered
728,oben::ADV,лакхахь,fry
729,hinauf::ADV,хьала,i fyny
730,hinauf::ADV,хьала,i'r lan
731,überall::ADV,массанхьа,ym mhobman
732,nicht::ADV,ца,ni
733,nicht::ADV,ца,nid
734,ein wenig::ADV,кӏеззиг,tipyn
735,ein wenig::ADV,кӏеззиг,ychydig
736,kaum::ADV,халла,prin
737,sehr::ADV,вуно,iawn
738,noch::ADV,кхин,eto
739,nur::ADV,бен ...ца,yn unig
740,schon::ADV,хӏинцале,eisoes
741,schon::ADV,хӏинцале,yn barod
742,wieder::ADV,юха а,drachefn
743,vergebens::ADV,эрна,yn ofer
744,vor::PRP,хьалха,o flaen
745,hinter::PRP,тӏехьа,ar ôl
746,unter::PRP,кIелахь,islaw
747,durch::PRP,чекх,trwy
748,neben::PRP,юххе,ar bwys
749,zwischen::PRP,юккъехь,rhwng
750,zwischen::PRP,юккъехь,cydrhwng
751,wegen::PRP,дуьхьа,o achos
752,wegen::PRP,дуьхьа,oherwydd
753,dies::PRN,и,hyn
754,dies::PRN,иза,hyn
755,das::PRN,и,hynny
756,das::PRN,иза,hynny
757,alles::PRN,дерриг,popeth
758,ich::PRN,cо,fi
759,du::PRN,хьо,ti
760,er::PRN,и,fe
761,er::PRN,иза,fe
762,wir::PRN,тхо,ni
763,wir::PRN,вай,ni
764,ihr::PRN,шу,chi
765,sie::PRN,уьш,hwy
766,was::FPRN,хӏун,pa beth
767,wer::FPRN,мила,pwy
768,wo::FADV,мичaхь,ble
769,wo::FADV,мичaхь,ym mha le
770,wohin::FADV,мича,i ble
771,wohin::FADV,мича,i ba le
772,wie::FADV,муха,sut
773,warum::FADV,хӏунда,pam
774,wieviel::FNUM,мел,faint
775,wieviel::FNUM,маса,faint
