,Concept_ID,cs,os
165,Bär::N,medvěd,арс
166,Eichhörnchen::N,veverka,æхсæрæг
167,Elch::N,los,цæгатаг саг
168,Fuchs::N,liška,рувас
169,Hase::N,zajíc,тæрхъус
170,Maus::N,myš,мыст
171,Wolf::N,vlk,бирӕгъ
172,Vogel::N,pták,цъиу
173,Vogel::N,pták,маргъ
174,Schwarm::N,roj,бал
175,Schwarm::N,hejno,бал
176,Huhn::N,kuře,карк
177,Huhn::N,slepice,карк
178,Hahn::N,kohout,уасӕг
179,Gans::N,husa,хъаз
180,Adler::N,orel,цӕргӕс
181,Ente::N,kachna,ацц
182,Eule::N,sova, уыг
183,Eule::N,sova,сидахъ
184,Kranich::N,jeřáb,зырнæг
185,Kranich::N,jeřáb,хърихъупп
186,Krähe::N,vrána,халон
187,Kuckuck::N,kukačka,гаккук
188,Schwan::N,labuť,доныхъаз
189,Fisch::N,ryba,кӕсаг
190,Barsch::N,okoun,окунь
191,Hecht::N,štika,хихор кӕсаг
192,Schlange[Tier]::N,had,калм
193,Wurm::N,červ,зулкъ
194,Wurm::N,červ,къуыдыргалм
195,Spinne::N,pavouk,хӕлуарӕг
196,Ameise::N,mravenec,мæлдзыг
197,Laus::N,veš,сыст
198,Mücke::N,komár,къогъо
199,Fliege::N,moucha,бындз
200,Schmetterling::N,motýl,гæлæбу
201,Beere::N,bobule,гагадыргъ
202,Apfel::N,jablko,фӕткъуы
203,Pilz::N,houba,зокъо
204,Pilz::N,houba,къозо
205,Zwiebel::N,cibule,хъӕдындз
206,Saat::N,osivo,тауинаг
207,Saat::N,osivo,мыггаг
208,Korn::N,zrno,мыггаг
209,Korn::N,zrno,тауинаг
210,Heu::N,seno,хос
211,Schale::N,slupka,цъар
212,Schale::N,skořápka,цъар
213,Grube::N,jáma,урм
214,Grube::N,jáma,къахт
215,Grube::N,jáma,дзыхъхъ
216,Falle::N,past,цъысым
217,Falle::N,past,къӕппӕг
218,Falle::N,léčka,цъысым
219,Falle::N,léčka,къӕппӕг
220,Schlinge::N,smyčka,цасм
221,Spur::N,stopa,фæд
222,Asche::N,popel,фӕнык
223,Asche::N,popel,ӕртхутӕг
224,Dreck::N,špína,цъыф
225,Eisen::N,železo,ӕфсӕйнаг
226,Gold::N,zlato,сыгъзӕрин
227,Silber::N,stříbro,ӕвзист
228,Kohle::N,uhlí,ӕвзалы
229,Glas::N,sklo,авг
230,Lehm::N,jíl,ӕлыг
231,Lehm::N,hlína,ӕлыг
232,Sand::N,písek,змис
233,Mensch::N,člověk,лӕг
234,Mensch::N,člověk,адӕймаг
235,Mensch::N,člověk,удгоймаг
236,Mann::N,muž,лӕг
237,Mann::N,muž,нӕлгоймаг
238,Frau::N,žena,сылгоймаг
239,Kind::N,dítě,сывӕллон
240,Junge::N,hoch,лӕппу
241,Junge::N,chlapec,лӕппу
242,Mädchen::N,děvče,чызг
243,Familie::N,rodina,бинонтæ
244,Großvater::N,děd,фыдыфыд
245,Großvater::N,děd,мадыфыд
246,Großvater::N,dědeček,фыдыфыд
247,Großvater::N,dědeček,мадыфыд
248,Großmutter::N,babička,фыды мад
249,Großmutter::N,babička,мады мад
250,Eltern::N,rodiče,ныййарджытæ
251,Vater::N,otec,фыд
252,Mutter::N,matka,мад
253,Sohn::N,syn,фырт
254,Tochter::N,dcera,чызг
255,Bruder::N,bratr,ӕфсымӕр
256,Schwester::N,sestra,хо
257,Onkel::N,strýc,фыдыфсымӕр
258,Tante::N,teta,мадыхо
259,Ehemann::N,choť,мой
260,Ehemann::N,manžel,мой
261,Ehefrau::N,choť,ус
262,Ehefrau::N,manželka,ус
263,Freude::N,radost,цин
264,Freude::N,radost,циндзинад
265,Gelächter::N,smích,худын
266,Gelächter::N,smích,худт
267,Gelächter::N,smích,худæг
268,Glück::N,štěstí,амонд
269,Kummer::N,žal,хъыг
270,Kummer::N,trápení,хъыг
271,Wunsch::N,přání,бӕллиц
272,Lust::N,chuť,монц
273,Geist::N,duch,уд
274,Gedanke::N,myšlenka,хъуыды
275,Gedächtnis::N,paměť,мысæн
276,Gedächtnis::N,paměť,мысын
277,Gedächtnis::N,paměť,зæрдылдарын
278,Verstand::N,rozum,зонд
279,Sinn::N,smysl,нысаниуæг
280,Grund::N,důvod,ӕфсон
281,Wahrheit::N,pravda,æцæг
282,Gespräch::N,rozhovor,ныхас
283,Märchen::N,pohádka,аргъау
284,Erzählung::N,povídka,радзырд
285,Nachricht::N,zpráva,уац
286,Neuigkeit::N,novina,хабар
287,Neuigkeit::N,novinka,хабар
288,Name::N,jméno,ном
289,Rätsel::N,hádanka,уыци-уыци
290,Rätsel::N,hádanka,базон-базон
291,Rede::N,řeč,раныхас
292,Rede::N,proslov,раныхас
293,Sprache::N,řeč,ӕвзаг
294,Sprache::N,jazyk,ӕвзаг
295,Stimme::N,hlas,хъӕлӕс
296,Wort::N,slovo,дзырд
297,Zeichen::N,znamení,нысан
298,Ruf::N,zavolání,сидт
299,Lärm::N,hluk,уынæр
300,Laut::N,zvuk,зӕл
301,Laut::N,zvuk,мыр
302,Ton::N,tón,мыр
303,Lied::N,píseň,зарӕг
304,Ruhe::N,klid,æнцой
305,Ruhe::N,pokoj,æнцой
306,Leute::N,lidé,адӕм
307,Volk::N,národ,адӕм
308,Arbeit::N,práce,фӕллой
309,Gast::N,host,уазӕг
310,Geschenk::N,dar,хуын
311,Spiel::N,hra,хъазт
312,Gesellschaft::N,společnost,дзыллæ
313,Gesellschaft::N,společnost,æхсæнад
314,Hilfe::N,pomoc,æххуыс
315,Hilfe::N,pomoc,ахъаз
316,Freund::N,přítel,лымӕн
317,Kamerad::N,kamarád,ӕмбал
318,Angelegenheit::N,záležitost,хъуыддаг
319,Anzahl::N,počet,бӕрц
320,Art::N,druh,хуыз
321,Art::N,druh,хуызад
322,Stück::N,kus,кæрдих
323,Stück::N,kus,комдзаг
324,Stück::N,kousek,кæрдих
325,Stück::N,kousek,комдзаг
326,Teil::N,díl,хай
327,Teil::N,část,хай
328,Hälfte::N,půl,æрдæг
329,Hälfte::N,půl,æмбис
330,Kreis::N,kruh,зиллакк
331,Kreuz::N,kříž,дзуар
332,Linie::N,linka,хахх
333,Strich::N,čára,хахх
334,Strich::N,čárka,хахх
335,Abstand::N,vzdálenost,æхсæнуат
336,Entfernung::N,vzdálenost,дæрддзæг
337,Entfernung::N,vzdálenost,дардцæг
338,Gegend::N,krajina,ран
339,Platz::N,prostor,бууат
340,Ort::N,místo,ран
341,Ort::N,místo,бынат
342,Seite::N,strana,фахс
343,Mitte::N,střed,астӕу
344,Mitte::N,prostředek,астӕу
345,Gegenstand::N,předmět,дзаума
346,Sache::N,věc,дзаума
347,Rand::N,kraj,кӕрон
348,Rand::N,okraj,кӕрон
349,Kante::N,hrana,фӕрск
350,Ecke::N,roh,тигъ
351,Ecke::N,roh,фисын
352,Spitze::N,hrot,бырынкъ
353,Spitze::N,špička,бырынкъ
354,Ende::N,konec,кӕрон
355,Loch::N,díra,хуынкъ
356,Winkel::N,kout,къуым
357,Muster::N,vzor,нывæфтыд
358,Muster::N,vzor,кæдзист
359,Größe::N,velikost,ас
360,Länge::N,délka,дӕргъ
361,Höhe::N,výška,бæрзонд
362,Höhe::N,výška,бæрзæнд
363,Höhe::N,výška,бæрзонддзинад
364,Gewicht::N,váha,уӕз
365,Menge::N,množství,бӕрц
366,Haufen::N,kupa,кӕри
367,Haufen::N,hromada,кӕри
368,Reihe::N,řada,рӕнхъ
369,Reihe::N,řádek,рӕнхъ
370,Boot::N,člun,чема
371,Ruder::N,veslo,къохар
372,Schlitten::N,sáně,дзоныгъ
373,Ski::N,lyže,къахдзоныгътæ
374,Ski::N,lyže,лыжæтæ
375,Lagerfeuer::N,táborák,арт
376,Last::N,náklad,уаргъ
377,Last::N,břemeno,уаргъ
378,Gang::N,chůze,цыд
379,Gang::N,chodba,цыд
380,Schritt::N,krok,санчъех
381,Schritt::N,krok,къахдзӕф
382,Norden::N,sever,цæгат
383,Süden::N,jih,хуссар
384,Westen::N,západ,ныгуылæн
385,Osten::N,východ,скæсæн
386,Holz::N,dřevo,хъӕдӕрмӕг
387,Brett::N,prkno,фæйнæг
388,Platte::N,deska,къӕй
389,Stütze::N,opěra,быцæу
390,Stange::N,tyč,хъил
391,Stange::N,tyčka,хъил
392,Stock::N,hůlka,лӕдзӕг
393,Stab::N,hůl,хъил
394,Rohr::N,trubka,хӕтӕл
395,Haus::N,dům,хӕдзар
396,Heim::N,domov,къона
397,Ofen::N,kamna,пец
398,Fußboden::N,podlaha,астӕрд
399,Tisch::N,stůl,стъол
400,Stuhl::N,židle,бандон
401,Wiege::N,kolébka,авдæн
402,Bett::N,postel,сынтӕг
403,Regal::N,regál,тӕрхӕг
404,Regal::N,regál,уӕлвӕйнӕг
405,Regal::N,police,тӕрхӕг
406,Regal::N,police,уӕлвӕйнӕг
407,Kiste::N,bedna,асыкк
408,Fenster::N,okno,рудзынг
409,Fenster::N,okno,фæрссаг
410,Tür::N,dveře,дуар
411,Tor::N,vrata,кулдуар
412,Zaun::N,plot,æмбонд
413,Zaun::N,plot,быру
414,Zaun::N,plot,гæрæн
415,Dach::N,střecha,уӕлхӕдзар
416,Leiter::N,žebřík,асин
417,Besen::N,koště,уисой
418,Besen::N,smeták,уисой
419,Spaten::N,rýč,бел
420,Schaufel::N,lopata,æвгæнæн
421,Schaufel::N,lopata,кæфой
422,Gabel::N,vidlička,вилкæ
423,Löffel::N,lžíce,уидыг
424,Messer::N,nůž,кард
425,Nagel::N,hřebík,зӕгӕл
426,Netz::N,síť,хыз
427,Haken::N,hák,хæдз
428,Haken::N,hák,хæбырæгъ
429,Griff::N,držadlo,фистон
430,Schloss::N,zámek,гуыдыр
431,Bild::N,obraz,ныв
432,Figur::N,figura,кæрдгæныв
433,Puppe::N,panenka,чындз
434,Beutel::N,pytlík,дзӕкъул
435,Bündel::N,svazek,баст
436,Tasche::N,taška,хызын
437,Tasche::N,taška,дзæкъул
438,Tasche::N,brašna,хызын
439,Tasche::N,brašna,дзæкъул
440,Eimer::N,kýbl,къæрта
441,Eimer::N,kýbl,чъыбыла
442,Eimer::N,kýbl,ведра
443,Eimer::N,vědro,къæрта
444,Eimer::N,vědro,чъыбыла
445,Eimer::N,vědro,ведра
446,Deckel::N,víko,сæр
447,Deckel::N,víko,æмбæрзæн
448,Deckel::N,příklop,сæр
449,Deckel::N,příklop,æмбæрзæн
450,Geschirr::N,nádobí,мигæнæн
451,Geschirr::N,nádobí,мигæнæнтæ
452,Sack::N,pytel,голлаг
453,Tasse::N,šálek,пиала
454,Tasse::N,šálek,къус
455,Topf::N,hrnec,аг
456,Topf::N,hrnec,чысыл аг
457,Kessel::N,kotel,аг
458,Essen::N,jídlo,хӕрд
459,Nahrung::N,strava,хойраг
460,Nahrung::N,potrava,хойраг
461,Speise::N,jídlo,хӕринаг
462,Fleisch::N,maso,дзидза
463,Fleisch::N,maso,фыдызгъӕл
464,Getreide::N,obilí,халсар
465,Brei::N,kaše,кас
466,Brot::N,chléb,дзул
467,Scheibe::N,krajíc,къӕбӕр
468,Fett::N,tuk,сой
469,Fett::N,omastek,сой
470,Butter::N,máslo,нӕлхӕ
471,Öl::N,olej,зети
472,Salz::N,sůl,цӕхх
473,Suppe::N,polévka,бас
474,Honig::N,med,мыд
475,Milch::N,mléko,ӕхсыр
476,Tee::N,čaj,цай
477,Leder::N,kůže,мæскуы
478,Wolle::N,vlna,фӕсмын
479,Stoff::N,látka,хъуымац
480,Nadel::N,jehla,судзин
481,Faden::N,nit,ӕндах
482,Knopf::N,knoflík,цӕппӕр
483,Knoten::N,uzel,ӕлхынцъ
484,Farbe::N,barva,ахорæн
485,Kleidung::N,šaty,дарӕс
486,Kleidung::N,šatstvo,дарӕс
487,Hemd::N,košile,хӕдон
488,Kragen::N,límec,æфцæггот
489,Ärmel::N,rukáv,дыс
490,Hose::N,kalhoty,хæлаф
491,Hose::N,kalhoty,æддаг хæлаф
492,Hose::N,kalhoty,салбар
493,Gürtel::N,pás,рон
494,Gürtel::N,opasek,рон
495,Mütze::N,čepice,худ
496,Schuh::N,bota,басмахъ
497,Stiefel::N,holínka,цырыхъхъ
498,Ring::N,prsten,къухдарӕн
499,Band::N,pásek,лент
500,Kamm::N,hřeben,сӕрвасӕн
501,Spiegel::N,zrcadlo,айдæн
502,Spiegel::N,zrcadlo,кæсæн
503,Riemen::N,řemen,гӕрз
504,Schnur::N,šňůra,бӕндӕн
505,Leine::N,vodítko,
506,Decke::N,pokrývka,хъӕццул
507,Decke::N,přikrývka,хъӕццул
508,Kissen::N,polštář,баз
509,Tuch::N,šátek,кæлмæрзæн
510,Tuch::N,šátek,кæрдæн
511,Handtuch::N,ručník,хисæрфæн
512,Kraft::N,síla,тых
513,Kraft::N,síla,хъомыс
514,Stärke::N,síla,тых
515,Stärke::N,síla,æхсар
516,Gesundheit::N,zdraví,æнæниздзинад
517,Krankheit::N,nemoc,низ
518,Krankheit::N,nemoc,рын
519,Krankheit::N,choroba,низ
520,Krankheit::N,choroba,рын
521,Schmerz::N,bolest,рис
522,Wunde::N,rána,цӕф
523,Fieber::N,horečka,ризӕг
524,Fieber::N,horečka,тӕфсӕг
525,Arznei::N,lék,хос
526,Brücke::N,most,хид
527,Brunnen::N,studna,цъай
528,Weide::N,pastva,хизæн
529,Weide::N,pastva,хизæнуат
530,Weide::N,pastva,сæрвæт
531,Weide::N,pastvina,хизæн
532,Weide::N,pastvina,хизæнуат
533,Weide::N,pastvina,сæрвæт
534,Pfad::N,pěšina,къахвæндаг
535,Pfad::N,pěšina,къахвæд
536,Weg::N,cesta,фӕндаг
537,Straße::N,silnice,фӕндаг
538,Dorf::N,vesnice,хъӕу
539,Stadt::N,město,сахар
540,Brief::N,dopis,фыстӕг
541,Buch::N,kniha,чиныг
542,Buchstabe::N,písmeno,дамгъӕ
543,Zeitung::N,noviny,газет
544,Leben::N,život,цард
545,Leben::N,život,цӕрӕнбон
546,Tod::N,smrt,мæлæт
547,Tod::N,smrt,адзал
548,Grab::N,hrob,ингӕн
549,Kirche::N,kostel,аргъуан
550,Sünde::N,hřích,тæригъæд
551,Gott::N,bůh,хуыцау
552,Arbeiter::N,dělník,кусæг
553,Arbeiter::N,pracovník,кусæг
554,Chef::N,šéf,ӕмцег
555,Chef::N,vedoucí,ӕмцег
556,Meister::N,mistr,мастер
557,Meister::N,mistr,дæсны
558,Arzt::N,lékař,хосгæнæг
559,Arzt::N,lékař,дохтыр
560,Lehrer::N,učitel,ахуыргæнæг
561,Geld::N,peníze,ӕхца
562,Geschäft::N,obchod,бизнес
563,Geschäft::N,obchod,хъуыддаг
564,Laden::N,krám,дукани
565,Preis::N,cena,аргъ
566,Ware::N,zboží,базайраг
567,Nutzen::N,užitek,пайда
568,Reichtum::N,bohatství,хъæздыгдзинад
569,Reichtum::N,bohatství,исбон
570,Reichtum::N,bohatství,мулк
571,Welt::N,svět,дуне
572,Land::N,země,бӕстӕ
573,Staat::N,stát,паддзахад
574,König::N,král,къарол
575,Macht::N,moc,хицаудзинад
576,Macht::N,mocnost,хицаудзинад
577,Grenze::N,hranice,арӕн
578,Krieg::N,válka,хӕст
579,Feind::N,nepřítel,знаг
580,Feind::N,nepřítel,фыдгул
581,Feind::N,nepřítel,фыдзæрдæ
582,Feind::N,nepřítel,сон
583,Gewalt::N,násilí,тыхми
584,Gewalt::N,násilí,тыхдзинад
585,Kampf::N,boj,хæст
586,Kampf::N,boj,хъæбысæйхæст
587,Kampf::N,boj,тох
588,Bogen[Waffe]::N,luk,ӕрдын
589,Pfeil::N,šíp,фат
590,Gewehr::N,puška,топп
591,Gewehr::N,ručnice,топп
592,Fehler::N,chyba,рӕдыд
593,Lüge::N,lež,мӕнг
594,Lüge::N,lež,гӕдыдзинад
595,Schaden::N,škoda,зиан
596,Unglück::N,neštěstí,бæллæх
597,Schuld::N,vina,азым
598,Alter::N,věk,кар
599,Schluss::N,konec,кæрон
600,Zeit::N,čas,рӕстӕг
601,Tag::N,den,бон
602,Morgen::N,ráno,райсом
603,Morgen::N,jitro,райсом
604,Mittag::N,poledne,æмбисбон
605,Abend::N,večer,изӕр
606,Nacht::N,noc,ӕхсӕв
607,Woche::N,týden,къуыри
608,Monat::N,měsíc,мӕй
609,Jahr::N,rok,аз
610,Jahr::N,rok,афӕдз
611,Frühling::N,jaro,уалдзæг
612,Sommer::N,léto,сӕрд
613,Herbst::N,podzim,фæззæг
614,Winter::N,zima,зымӕг
615,Januar::N,leden,январь
616,Februar::N,únor,февраль
617,März::N,březen,мартъи
618,April::N,duben,апрель
619,Mai::N,květen,май
620,Juni::N,červen,июнь
621,Juli::N,červenec,июль
622,August::N,srpen,август
623,September::N,září,сентябрь
624,Oktober::N,říjen,октябрь
625,November::N,listopad,ноябрь
626,Dezember::N,prosinec,декабрь
627,Montag::N,pondělí,къуырисæр
628,Montag::N,pondělek,къуырисæр
629,Dienstag::N,úterý,дыццæг
630,Mittwoch::N,středa,æртыццæг
631,Donnerstag::N,čtvrtek,цыппæрæм
632,Freitag::N,pátek,майрæмбон
633,Samstag::N,sobota,сабат
634,Sonntag::N,neděle,хуыцаубон
635,groß::A,velký,дынджыр
636,klein::A,malý,гыццыл
637,lang::A,dlouhý,даргъ
638,kurz::A,krátký,цыбыр
639,breit::A,široký,фӕтӕн
640,schmal::A,úzký,нарӕг
641,schmal::A,úzký,уынгӕг
642,dicht::A,hustý,бæзджын
643,dicht::A,hustý,тар
644,dick[Gegenstand]::A,tlustý,сӕвджын
645,dünn::A,tenký,тæнæг
646,fein::A,jemný,лыстӕг
647,fest::A,pevný,фидар
648,fest::A,pevný,хъӕддых
649,flach::A,plochý,тъӕпӕн
650,flach::A,placatý,тъӕпӕн
651,glatt::A,hladký,лӕгъз
652,hart::A,tvrdý,хъӕбӕр
653,weich::A,měkký,фӕлмӕн
654,rund::A,kulatý,тымбыл
655,rund::A,okrouhlý,тымбыл
656,spitz::A,špičatý,цыргъбырынкъ
657,spitz::A,špičatý,цыргъфындз
658,scharf::A,ostrý,цыргъ
659,stumpf::A,tupý,къуымых
660,schwer::A,těžký,уӕззау
661,schön::A,pěkný,аив
662,schön::A,pěkný,рӕсугъд
663,schön::A,krásný,аив
664,schön::A,krásný,рӕсугъд
665,heiß::A,horký,тӕвд
666,warm::A,teplý,хъарм
667,kalt::A,studený,уазал
668,kühl::A,chladný,сатæг
669,kühl::A,chladný,уазалгомау
670,frisch::A,svěží,сатæг
671,feucht::A,vlhký,уымӕл
672,nass::A,mokrý,хуылыдз
673,trocken::A,suchý,хус
674,voll::A,plný,дзаг
675,voll::A,plný,йедзаг 
676,leer::A,prázdný,афтид
677,offen::A,otevřený,гом
678,geschlossen::A,zavřený,æхгæд
679,sauber::A,čistý,сыгъдæг
680,schmutzig::A,špinavý,чъиллон
681,roh::A,syrový,хом
682,reif::A,zralý,рӕгъӕд
683,lecker::A,chutný,хӕрзад
684,süß::A,sladký,адджын
685,bitter::A,hořký,судзаг
686,sauer::A,kyselý,туаг
687,hell::A,světlý,рухс
688,dunkel::A,temný,талынг
689,schwarz::A,černý,сау
690,weiß::A,bílý,урс
691,rot::A,rudý,сырх
692,rot::A,červený,сырх
693,gelb::A,žlutý,бур
694,blau::A,modrý,цъӕх
695,grün::A,zelený,цъӕх
696,grün::A,zelený,кӕрдӕгхуыз
697,grau::A,šedý,цъӕх
698,grau::A,šedý,фӕныкхуыз
699,grau::A,šedivý,цъӕх
700,grau::A,šedivý,фӕныкхуыз
701,bunt::A,pestrý,хъулон
702,bunt::A,pestrý,гæрæм
703,billig::A,levný,аслам
704,billig::A,laciný,аслам
705,teuer::A,drahý,зынаргъ
706,wertvoll::A,cenný,зынаргъ
707,blind::A,slepý,куырм
708,taub::A,hluchý,къуырма
709,kräftig::A,silný,домбай
710,kräftig::A,silný,тыхджын
711,stark::A,silný,тыхджын
712,schwach::A,slabý,ӕнӕбон
713,fett::A,tučný,нард
714,fett::A,tlustý,нард
715,schlank::A,štíhlý,гуырвидыц
716,schlank::A,štíhlý,хæрзконд
717,schlank::A,štíhlý,рæхснæг
718,schlank::A,štíhlý,сагамад
719,hübsch::A,hezký,аив
720,hübsch::A,hezký,рӕсугъд
721,böse::A,zlý,фыдзӕрдӕ
722,dumm::A,hloupý,ӕдылы
723,faul::A,líný,зивӕг
724,faul::A,líný,зивӕггӕнаг
725,fleißig::A,pilný,æнæзивæг
726,fleißig::A,pilný,æнувыд
727,geizig::A,lakomý,чъынды
728,geizig::A,lakomý,æлгъин
729,geizig::A,lakomý,мæрддзæст
730,klug::A,chytrý,зондджын
731,geschickt::A,šikovný,хӕрзарӕхст
732,lieb::A,milý,уарзон
733,lustig::A,veselý,хъӕлдзӕг
734,sanft::A,mírný,мынчын
735,hungrig::A,hladový,ӕххормаг
736,krank::A,nemocný,нӕфӕразгӕ
737,nackt::A,nahý,бӕгънӕг
738,traurig::A,smutný,ӕрхӕндӕг
739,traurig::A,truchlivý,ӕрхӕндӕг
740,lebendig::A,živý,цардӕгас
741,gut::A,dobrý,хорз
742,schlecht::A,špatný,цауд
743,richtig::A,pravý,раст
744,richtig::A,správný,раст
745,schlimm::A,zlý,ӕвзӕр
746,wahr::A,pravdivý,ӕцӕг
747,alt::A,starý,зӕронд
748,neu::A,nový,ног
749,ehemalig::A,bývalý,раздӕры
750,alt[Lebewesen]::A,starý,ацӕргӕ
751,jung::A,mladý,ӕрыгон
752,arm::A,chudý,мӕгуыр
753,reich::A,bohatý,хъӕздыг
754,bekannt::A,známý,зонгӕ
755,berühmt::A,slavný,номдзыд
756,fremd::A,cizí,æцæгæлон
757,verschieden::A,různý,æндæр æмæ æндæр
758,verschieden::A,různý,алы
759,verschieden::A,různý,алыхуызон
