,Concept_ID,ko,hr
103,Donner::N,뇌명,grmljavina
104,Strömung::N,유동,struja
105,Strömung::N,유동,strujanje
106,Tropfen::N,물방울,kap
107,Tropfen::N,물방울,kaplja
108,Schaum::N,포말,pjena
109,Schmutz::N,때,nečistoća
110,Schmutz::N,때,prljavština
111,See::N,호수,jezero
112,Sumpf::N,습지,bara
113,Moor::N,저습지,močvara
114,Wiese::N,목초지,livada
115,Wald::N,숲,šuma
116,Hügel::N,언덕,brijeg
117,Hügel::N,언덕,brežuljak
118,Anhöhe::N,언덕,uzvišica
119,Berg::N,산,brdo
120,Gipfel::N,졀졍,vrh
121,Höhle::N,공동,pećina
122,Höhle::N,공동,spilja
123,Abhang::N,몰매,obronak
124,Abhang::N,몰매,nizbrdica
125,Quelle::N,근원,izvor
126,Quelle::N,근원,vrelo
127,Bach::N,내,potok
128,Fluss::N,강,rijeka
129,Ufer::N,강변,obala
130,Ufer::N,바닷가,obala
131,Küste::N,해변,obala
132,Küste::N,해변,morska obala
133,Küste::N,해변가,obala
134,Küste::N,해변가,morska obala
135,Festland::N,본토,kopno
136,Meer::N,바다,more
137,Bucht::N,협만,zaliv
138,Insel::N,섬,ada
139,Insel::N,섬,otok
140,Blume::N,꽃,cvijet
141,Gras::N,풀,trava
142,Wurzel::N,뿌리,korijen
143,Baum::N,나무,drvo
144,Baum::N,나무,stablo
145,Stamm::N,대,deblo
146,Stamm::N,대,stablo
147,Rinde::N,나무껍질,kora
148,Ast::N,가지,grana
149,Zweig::N,가지,grana
150,Blatt::N,잎,list
151,Birke::N,자작나무,breza
152,Kiefer[Baum]::N,소나무,bor
153,Weide[Baum]::N,쉬양버들,iva
154,Weide[Baum]::N,쉬양버들,vŕba
155,Tanne::N,전나무,jela
156,Horn::N,뿔,rog
157,Feder::N,깃털,pero
158,Fell::N,피혁모피,koža
159,Flügel::N,날개,krilo
160,Klaue::N,갈고리 발톺,papak
161,Kralle::N,발툭,pandža
162,Schwanz::N,꼬리,rep
163,Ei::N,알,jaje
164,Nest::N,보금자리,gnijezdo
165,Bau::N,굴,jazbina
166,Tier::N,짐승,životinja
167,Herde::N,가축의떼,krdo
168,Herde::N,가축의떼,stado
169,Kuh::N,암소,krava
170,Bulle::N,황소,bik
171,Pferd::N,말,konj
172,Schaf::N,양,ovca
173,Schwein::N,돼지,svinja
174,Hund::N,개,pas
175,Hund::N,개,pseto
176,Katze::N,고양이,mačka
177,Bär::N,콤,medvjed
178,Eichhörnchen::N,다람쥐,vjeverica
179,Elch::N,고라니,los
180,Fuchs::N,여우,lisica
181,Hase::N,토끼,zec
182,Maus::N,쥐,miš
183,Wolf::N,늑대,vuk
184,Wolf::N,늑대,kurjak
185,Vogel::N,새,ptica
186,Schwarm::N,뗴,roj
187,Schwarm::N,뗴,jato
188,Huhn::N,암탉,kokoš
189,Hahn::N,수탉,kokot
190,Hahn::N,수탉,pijevac
191,Gans::N,거위,guska
192,Adler::N,수리,orao
193,Ente::N,오리,patka
194,Eule::N,부엉이,sova
195,Kranich::N,두루미,ždral
196,Krähe::N,까마귀,vrana
197,Kuckuck::N,뻐꾸기,kukavica
198,Schwan::N,배조,labud
199,Fisch::N,물고기,riba
200,Barsch::N,농어,grgeč
201,Hecht::N,에속스,štuka
202,Schlange[Tier]::N,뱀,guja
203,Schlange[Tier]::N,뱀,zmija
204,Wurm::N,벌레,crv
205,Spinne::N,거미,pauk
206,Ameise::N,개미,mrav
207,Laus::N,이,uš
208,Mücke::N,모기,komarac
209,Fliege::N,날기,muha
210,Schmetterling::N,나비,leptir
211,Beere::N,장과,boba
212,Beere::N,장과,bobica
213,Apfel::N,사과,jabuka
214,Pilz::N,고방이,pečurka
215,Zwiebel::N,양파,luk
216,Zwiebel::N,양파,kapula
217,Saat::N,씨,sjemenje
218,Korn::N,알맹이,zrno
219,Heu::N,건초,sijeno
220,Schale::N,피상,kora
221,Schale::N,피상,ljuska
222,Falle::N,함정,zamka
223,Falle::N,함정,klopka
224,Schlinge::N,올가미,uzao
225,Schlinge::N,올가미,petlja
226,Schlinge::N,멜빵붕대,uzao
227,Schlinge::N,멜빵붕대,petlja
228,Spur::N,발지국,trag
229,Spur::N,발지국,slijed
230,Asche::N,재,pepeo
231,Dreck::N,똥,blato
232,Dreck::N,오물,blato
233,Eisen::N,쇠,željezo
234,Eisen::N,철,željezo
235,Gold::N,항금,zlato
236,Silber::N,은,srebro
237,Kohle::N,슻,ugalj
238,Kohle::N,슻,ugljen
239,Glas::N,유리,staklo
240,Lehm::N,찰흙,glina
241,Lehm::N,찰흙,ilovača
242,Sand::N,모래,pijesak
243,Mensch::N,사람,čovjek
244,Mann::N,남자,muškarac
245,Frau::N,여자,žena
246,Kind::N,아이,čedo
247,Kind::N,아이,dijete
248,Junge::N,소녁,momče
249,Junge::N,소녁,dječak
250,Mädchen::N,소녀,djevojka
251,Mädchen::N,소녀,djevojčica
252,Familie::N,가족,obitelj
253,Familie::N,가족,porodica
254,Großvater::N,할아버지,djed
255,Großmutter::N,할머니,baka
256,Eltern::N,어버오,roditelji
257,Vater::N,아버지,otac
258,Mutter::N,어머니,majka
259,Sohn::N,아들,sin
260,Tochter::N,딸기,kći
261,Tochter::N,딸기,kćerka
262,Bruder::N,형제,brat
263,Schwester::N,누이,sestra
264,Onkel::N,백부,čika
265,Onkel::N,백부,ujak
266,Tante::N,아주머니,ujna
267,Tante::N,아주머니,tetka
268,Ehemann::N,남편,muž
269,Ehemann::N,남편,suprug
270,Ehefrau::N,아내,žena
271,Ehefrau::N,아내,supruga
272,Freude::N,기쁨,radost
273,Gelächter::N,웃음,grohot
274,Glück::N,즐거움,sreća
275,Kummer::N,슬픔,jad
276,Kummer::N,슬픔,briga
277,Wunsch::N,소망,želja
278,Geist::N,할기,duh
279,Gedanke::N,상념,misao
280,Gedächtnis::N,기억,pamćenje
281,Verstand::N,분별,um
282,Verstand::N,분별,razum
283,Verstand::N,지능,um
284,Verstand::N,지능,razum
285,Sinn::N,센스,smisao
286,Sinn::N,센스,značenje
287,Grund::N,까닭,razlog
288,Wahrheit::N,참,istina
289,Wahrheit::N,진실,istina
290,Gespräch::N,대화,razgovor
291,Märchen::N,동화,bajka
292,Erzählung::N,이야기,priča
293,Erzählung::N,이야기,pripovijest
294,Neuigkeit::N,뉴스,novost
295,Name::N,이름,ime
296,Rätsel::N,수수께끼,zagonetka
297,Rede::N,연설,govor
298,Rede::N,연설,besjeda
299,Sprache::N,말,jezik
300,Stimme::N,목소리,glas
301,Wort::N,낱말,riječ
302,Zeichen::N,신호,znak
303,Ruf::N,부름,povik
304,Ruf::N,부름,poklik
305,Lärm::N,소동,buka
306,Lärm::N,소동,galama
307,Laut::N,음성,zvuk
308,Ton::N,목소리,ton
309,Lied::N,노래,pjesma
310,Ruhe::N,쉼,tišina
311,Ruhe::N,쉼,počinak
312,Leute::N,사람들,ljudi
313,Volk::N,국중,puk
314,Volk::N,국중,narod
315,Arbeit::N,근로,rad
316,Arbeit::N,근로,posao
317,Arbeit::N,너무,rad
318,Arbeit::N,너무,posao
319,Gast::N,손님,gost
320,Geschenk::N,행하,dar
321,Geschenk::N,행하,poklon
322,Spiel::N,무리,igra
323,Gesellschaft::N,교제,društvo
324,Gesellschaft::N,교제,kompanija
325,Hilfe::N,거들음,pomoć
326,Hilfe::N,보좌,pomoć
327,Freund::N,친구,prijatelj
328,Kamerad::N,동실자,drug
329,Kamerad::N,동실자,drugar
330,Angelegenheit::N,용무,posao
331,Anzahl::N,어떤,broj
332,Anzahl::N,어떤,brojnost
333,Anzahl::N,수,broj
334,Anzahl::N,수,brojnost
335,Art::N,정류,vid
336,Art::N,정류,vrst
337,Stück::N,일부분,komad
338,Teil::N,몱,dio
339,Teil::N,구훠,dio
340,Hälfte::N,2분의,polovina
341,Kreis::N,고리,krug
342,Kreuz::N,열십자,križ
343,Linie::N,선,crta
344,Strich::N,스침,crta
345,Abstand::N,거리,razmak
346,Abstand::N,거리,odstojanje
347,Entfernung::N,거리,udaljenost
348,Gegend::N,곳,kraj
349,Gegend::N,곳,predeo
350,Gegend::N,부금,kraj
351,Gegend::N,부금,predeo
352,Platz::N,장소,mjesto
353,Ort::N,장소,mjesto
354,Seite::N,옆면,bok
355,Seite::N,옆면,strana
356,Mitte::N,궁간,sredina
357,Gegenstand::N,항목,predmet
358,Sache::N,뭉에,posao
359,Rand::N,가,rub
360,Rand::N,가,kraj
361,Kante::N,귀퉁,brid
362,Kante::N,귀퉁,ivica
363,Ecke::N,구석,ugao
364,Spitze::N,끝,vrh
365,Spitze::N,끝,šiljak
366,Spitze::N,참단,vrh
367,Spitze::N,참단,šiljak
368,Ende::N,말당,konac
369,Loch::N,빙옷,rupa
370,Winkel::N,각도,kut
371,Winkel::N,각도,ugao
372,Muster::N,본,uzor
373,Muster::N,견복,uzor
374,Größe::N,신장,veličina
375,Länge::N,길이긺,duljina
376,Höhe::N,높이,visina
377,Gewicht::N,추,težina
378,Menge::N,수양,mnoštvo
379,Menge::N,수양,količina
380,Haufen::N,퇴적,hrpa
381,Haufen::N,퇴적,gomila
382,Reihe::N,열,red
383,Boot::N,보트,čun
384,Boot::N,보트,čamac
385,Ruder::N,노,veslo
386,Schlitten::N,썰매,saone
387,Ski::N,스키,ski
388,Ski::N,스키,smučka
389,Lagerfeuer::N,캠프의 모닥불,logorska vatra
390,Last::N,무거운짐,tovar
391,Gang::N,걸음,hod
392,Schritt::N,보조,korak
393,Norden::N,북쪽 ,sjever
394,Süden::N,남쪽,jug
395,Westen::N,서쪽,zapad
396,Osten::N,동쪽,istok
397,Holz::N,목재,drvo
398,Brett::N,마루널,daska
399,Platte::N,탤,ploča
400,Platte::N,금속판,ploča
401,Stütze::N,버팀목,potpora
402,Stange::N,장대,motka
403,Stock::N,막대기,štap
404,Stock::N,막대기,palica
405,Stab::N,작대기,štap
406,Stab::N,작대기,šipka
407,Rohr::N,갈대,cijev
408,Haus::N,집,kuća
409,Heim::N,집,dom
410,Ofen::N,아궁이,peć
411,Fußboden::N,마루,pod
412,Tisch::N,탁자,stol
413,Tisch::N,탁자,trpeza
414,Stuhl::N,의자,stolac
415,Stuhl::N,의자,stolica
416,Wiege::N,발상지,kolijevka
417,Bett::N,침대,krevet
418,Bett::N,침대,postelja
419,Regal::N,서가,polica
420,Kiste::N,짐궤,sanduk
421,Fenster::N,눔,prozor
422,Tür::N,문,vrata
423,Tor::N,대문,vrata
424,Tor::N,대문,kapija
425,Zaun::N,담장,plot
426,Zaun::N,담장,ograda
427,Dach::N,지붕,krov
428,Leiter::N,사닥다리,ljestve
429,Leiter::N,사닥다리,ljestvice
430,Besen::N,비,metla
431,Spaten::N,가래,ašov
432,Schaufel::N,삽,lopata
433,Gabel::N,갈래,viljuška
434,Löffel::N,숟가락,žlica
435,Messer::N,나이프,nož
436,Nagel::N,발툽,čavao
437,Netz::N,그물,mreža
438,Haken::N,갈고리,kuka
439,Griff::N,움켜쥠,držak
440,Griff::N,움켜쥠,ručica
441,Schloss::N,자물쇠,brava
442,Bild::N,그림,slika
443,Figur::N,몸메,figura
444,Puppe::N,인형,lutka
445,Beutel::N,클,kesa
446,Bündel::N,자근다발,snop
447,Bündel::N,자근다발,svežanj
448,Tasche::N,가방,torba
449,Tasche::N,가방,taška
450,Eimer::N,동이,kabao
451,Deckel::N,뚜껑,poklopac
452,Geschirr::N,식시,suđe
453,Geschirr::N,식시,posuđe
454,Sack::N,조갑,džak
455,Sack::N,조갑,vreća
456,Tasse::N,차잔,šalica
457,Topf::N,단지,lonac
458,Kessel::N,주전자,kazan
459,Essen::N,먹기,obrok
460,Nahrung::N,식료,hrana
461,Speise::N,음식물,jelo
462,Fleisch::N,고기,meso
463,Getreide::N,곡물,žito
464,Getreide::N,곡물,žitarice
465,Brei::N,젤리,kaša
466,Brot::N,빵,kruh
467,Scheibe::N,원반,kriška
468,Fett::N,기름,mast
469,Fett::N,기름,salo
470,Butter::N,버터,buter
471,Butter::N,버터,maslac
472,Öl::N,올리브유,ulje
473,Salz::N,소금,sol
474,Suppe::N,국,supa
475,Suppe::N,수프,supa
476,Honig::N,감미,med
477,Milch::N,유즙,mlijeko
478,Tee::N,차,čaj
479,Leder::N,가죽,koža
480,Wolle::N,양털,vuna
481,Stoff::N,패료,štof
482,Stoff::N,패료,tkanina
483,Nadel::N,바늘,igla
484,Faden::N,콘실,nit
485,Faden::N,콘실,konac
486,Knopf::N,단추,dugme
487,Knoten::N,곁절,čvor
488,Knoten::N,곁절,uzao
489,Farbe::N,색,farba
490,Kleidung::N,옷입기,odjeća
491,Hemd::N,속옷,košulja
492,Kragen::N,깃,ovratnik
493,Ärmel::N,소매,rukav
494,Hose::N,바지,hlače
495,Gürtel::N,밴드,pas
496,Gürtel::N,밴드,pojas
497,Mütze::N,모자,kapa
498,Schuh::N,구두,cipela
499,Stiefel::N,장화,čizma
500,Ring::N,고리,prsten
501,Band::N,리본,vrpca
502,Kamm::N,빗,češalj
503,Spiegel::N,거울,zrcalo
504,Spiegel::N,거울,ogledalo
505,Riemen::N,가죽끈,kaiš
506,Riemen::N,가죽끈,remen
507,Schnur::N,밧줄,vrpca
508,Leine::N,고삐줄,uzica
509,Decke::N,이부자리,ćebe
510,Decke::N,이부자리,pokrivač
511,Kissen::N,깔개,jastuk
512,Tuch::N,천,rubac
513,Tuch::N,천,marama
514,Handtuch::N,수건,ručnik
515,Kraft::N,세력,snaga
516,Stärke::N,힘,jakost
517,Gesundheit::N,위생,zdravlje
518,Krankheit::N,병,bolest
519,Schmerz::N,아픔고통,bol
520,Wunde::N,상처,rana
521,Fieber::N,열별,groznica
522,Arznei::N,약,lijek
523,Brücke::N,교량,most
524,Brücke::N,교량,ćuprija
525,Brunnen::N,원천,bunar
526,Brunnen::N,원천,zdenac
527,Weide::N,목장,paša
528,Weide::N,목장,pašnjak
529,Pfad::N,좁은길,staza
530,Weg::N,길,put
531,Straße::N,길,drum
532,Straße::N,길,cesta
533,Dorf::N,촌,selo
534,Dorf::N,촌락,selo
535,Stadt::N,도시,grad
536,Stadt::N,도시,varoš
537,Brief::N,서한,list
538,Brief::N,서한,pismo
539,Buch::N,책,knjiga
540,Buchstabe::N,문자,slovo
541,Zeitung::N,신문,novine
542,Leben::N,삶,život
543,Tod::N,죽음,smrt
544,Grab::N,무덤,raka
545,Kirche::N,교회,crkva
546,Sünde::N,부정,grijeh
547,Gott::N,하느님,bog
548,Arbeiter::N,일하는사람,radnik
549,Chef::N,사장,šef
550,Meister::N,명인,majstor
551,Meister::N,대가,majstor
552,Arzt::N,의사,liječnik
553,Lehrer::N,교사,učitelj
554,Geld::N,돈,novac
555,Geschäft::N,일,posao
556,Geschäft::N,일,trgovina
557,Laden::N,가게,dućan
558,Preis::N,가격,cijena
559,Ware::N,상품,roba
560,Nutzen::N,이익,korist
561,Reichtum::N,많음,bogatstvo
562,Welt::N,세상,svijet
563,Land::N,지방,zemlja
564,Staat::N,국가,država
565,König::N,국왕,kralj
566,Macht::N,힘,moć
567,Macht::N,힘,vlast
568,Grenze::N,국경,granica
569,Krieg::N,전쟁,rat
570,Feind::N,적,neprijatelj
571,Gewalt::N,권력,sila
572,Gewalt::N,권력,nasilje
573,Kampf::N,전투,boj
574,Kampf::N,전투,borba
575,Bogen[Waffe]::N,활,luk
576,Pfeil::N,화살,strijela
577,Gewehr::N,무기,puška
578,Fehler::N,오류,pogreška
579,Fehler::N,오류,griješka
580,Lüge::N,거짓말,laž
581,Schaden::N,손상,šteta
582,Unglück::N,불행,nesreća
583,Schuld::N,부채,krivnja
584,Alter::N,연령,dob
585,Schluss::N,마감,kraj
586,Schluss::N,마감,konac
587,Zeit::N,때,doba
588,Zeit::N,때,vrijeme
589,Zeit::N,시간,doba
590,Zeit::N,시간,vrijeme
591,Tag::N,하루,dan
592,Morgen::N,이침,jutro
593,Mittag::N,대낮,podne
594,Abend::N,저녁,veče
595,Abend::N,저녁,večer
596,Nacht::N,밤,noć
597,Woche::N,근무일,sedmica
598,Monat::N,달,mjesec
599,Jahr::N,해,godina
600,Frühling::N,봄,proljeće
601,Sommer::N,여름,ljeto
602,Herbst::N,가을,jesen
603,Winter::N,겨울,zima
604,Januar::N,일월,januar
605,Januar::N,일월,siječanj
606,Februar::N,이월,veljača
607,Februar::N,이월,februar
608,März::N,삼월,mart
609,März::N,삼월,ožujak
610,April::N,사월,april
611,April::N,사월,travanj
612,Mai::N,오월,maj
613,Mai::N,오월,svibanj
614,Juni::N,유월,juni
615,Juni::N,유월,lipanj
616,Juli::N,칠월,juli
617,Juli::N,칠월,srpanj
618,August::N,팔월,august
619,August::N,팔월,kolovoz
620,September::N,구월,rujan
621,September::N,구월,septembar
622,Oktober::N,시월,oktobar
623,Oktober::N,시월,listopad
624,November::N,십일월,studeni
625,November::N,십일월,novembar
626,Dezember::N,십이월,prosinac
627,Montag::N,월요일,ponedjeljak
628,Montag::N,월요일,ponedjeljnik
629,Dienstag::N,화요일,utorak
630,Dienstag::N,화요일,utornik
631,Mittwoch::N,수요일,srijeda
632,Donnerstag::N,모교일,četvrtak
633,Freitag::N,그묘일,petak
634,Samstag::N,토요일,subota
635,Sonntag::N,일요일,nedjelja
636,groß::A,큰,velik
637,klein::A,자근,mali
638,klein::A,자근,malen
639,lang::A,긴,dug
640,lang::A,긴,dugačak
641,kurz::A,짧은,kratak
642,breit::A,넓은,širok
643,schmal::A,좁은,uski
644,schmal::A,좁은,uzak
645,dicht::A,농밀한,gust
646,dick[Gegenstand]::A,두꺼운,debeo
647,dünn::A,얇은,tanak
648,fein::A,미세한,fin
649,fein::A,미세한,tanak
650,fest::A,굳은,čvrst
651,flach::A,얕은,ravan
652,flach::A,얕은,plosnat
653,glatt::A,반들반들한,gladak
654,hart::A,굳은,tvrd
655,weich::A,연한,mek
656,weich::A,연한,mekan
657,rund::A,둥근,okrugao
658,spitz::A,뾰족한,oštar
659,spitz::A,뾰족한,šiljast
660,scharf::A,날카로운,oštar
661,scharf::A,날카로운,bridak
662,stumpf::A,무딘,tup
663,schwer::A,무거운,težak
664,schön::A,멋진,krasan
665,heiß::A,뜨거운,vruć
666,warm::A,따뜻한,topao
667,kalt::A,찬,hladan
668,kühl::A,서늘한,hladan
669,frisch::A,신선한,svjež
670,feucht::A,축축한,vlažan
671,nass::A,젖은,mokar
672,trocken::A,마른,suh
673,voll::A,완전한,pun
674,leer::A,빈,prazan
675,offen::A,열린,otvoren
676,geschlossen::A,닫힌,zatvoren
677,sauber::A,깨끗한,čist
678,schmutzig::A,더러운,nečist
679,schmutzig::A,더러운,blatan
680,roh::A,날게잇의,sirov
681,reif::A,이근,zreo
682,lecker::A,맛있는,tečan
683,lecker::A,맛있는,ukusan
684,süß::A,단,sladak
685,bitter::A,찌르는듯한,gorak
686,sauer::A,산성의,kiseo
687,hell::A,밝은,vedar
688,hell::A,밝은,svijetao
689,dunkel::A,어두운,taman
690,schwarz::A,검은,crn
691,weiß::A,하얀,bio
692,weiß::A,하얀,bijel
693,rot::A,붉은,crven
694,gelb::A,황색,žut
695,blau::A,푸른,plav
696,blau::A,푸른,modar
697,grün::A,녹색의,zelen
698,grau::A,회색의,siv
699,bunt::A,알록달록한,šaren
700,billig::A,싼,jeftin
701,teuer::A,값비산,skup
702,wertvoll::A,가치가많은,vrijedan
703,wertvoll::A,가치가많은,dragocjen
704,blind::A,눈먼,slijep
705,taub::A,무감간한,gluh
706,kräftig::A,강장한,snažan
707,stark::A,강한,jak
708,stark::A,강한,snažan
709,schwach::A,약한,slab
710,fett::A,실찐,pretio
711,schlank::A,호리호리한,vitak
712,hübsch::A,예쁜,zgodan
713,böse::A,나쁜,zao
714,böse::A,나쁜,opak
715,dumm::A,어리석은,glup
716,faul::A,너덜너덜한,lijen
717,fleißig::A,근면한,radin
718,fleißig::A,근면한,marljiv
719,geizig::A,인색한,škrt
720,geschickt::A,교묘한,vješt
721,lieb::A,친애하는,drag
722,lustig::A,유쾌한,veseo
723,sanft::A,온화한,blag
724,hungrig::A,배고픈,gladan
725,krank::A,병든,bolestan
726,nackt::A,벌거벗은,nag
727,traurig::A,슬픈,tužan
728,traurig::A,슬픈,žalostan
729,lebendig::A,살아있는,živ
730,gut::A,좋은,dobar
731,schlecht::A,나쁜,loš
732,schlecht::A,나쁜,rđav
733,richtig::A,바른,tačan
734,richtig::A,바른,ispravan
735,schlimm::A,못된,zao
736,schlimm::A,못된,zločest
737,wahr::A,참된,istinit
738,alt::A,늙은,star
739,neu::A,새,nov
740,ehemalig::A,전의,bivši
741,alt[Lebewesen]::A,낡은,star
742,jung::A,젊은,mlad
743,arm::A,가난한,ubog
744,arm::A,가난한,siromašan
745,reich::A,풍부한,bogat
746,bekannt::A,저명한,poznat
747,berühmt::A,유명한,čuven
748,berühmt::A,유명한,slavan
749,fremd::A,타처이,tuđ
750,fremd::A,타처이,stran
751,verschieden::A,따른,razan
752,verschieden::A,따른,različan
753,nah::A,가까운,blizak
754,fern::A,먼,dalek
755,fern::A,먼,daljnji
756,linker::A,왼쭉의,lijevi
757,rechter::A,오른쪽의,desni
758,anderer::A,다른,drugi
759,anderer::A,다른,drugačiji
760,erster::A,첫째,prvi
761,zweiter::A,둘째,drugi
762,dritter::A,셋째,treći
763,letzter::A,의후자의,zadnji
764,allein::ADV,훌로,sam
765,auf einmal::ADV,갑자기,istodobno
766,zusammen::ADV,모아서,skupa
767,zusammen::ADV,모아서,zajedno
768,lange::ADV,오래,dugo
769,plötzlich::ADV,둘연한,naglo
770,plötzlich::ADV,둘연한,iznenada
771,sofort::ADV,즉시,odmah
772,später::ADV,보다늦은,kasnije
773,jetzt::ADV,목하,sad
774,jetzt::ADV,목하,sada
775,heute::ADV,오늘,danas
776,morgen::ADV,내일,sutra
777,bald::ADV,곱,skoro
778,bald::ADV,곱,doskora
779,dann::ADV,그경우에,zatim
780,gestern::ADV,어제,juče
781,gestern::ADV,어제,jučer
782,einst::ADV,옛날에,negda
783,einst::ADV,옛날에,nekada
784,damals::ADV,그때에,tada
785,damals::ADV,그때에,onda
786,danach::ADV,그 뒤에,poslije
787,danach::ADV,그 뒤에,nakon toga
788,vorher::ADV,미리,prije
789,vorher::ADV,미리,prije toga
790,zuerst::ADV,최초로,prvo
791,zuerst::ADV,최초로,najprije
792,einmal::ADV,한번,jednom
793,einmal::ADV,한번,jedanput
794,manchmal::ADV,땓대로,katkad
795,manchmal::ADV,땓대로,katkada
796,oft::ADV,땓대로,često
797,immer::ADV,늘,vazda
798,immer::ADV,늘,uvijek
799,niemals::ADV,결코...(하지)않다,nikad
800,niemals::ADV,결코...(하지)않다,nikada
801,hier::ADV,여기,tu
802,hier::ADV,여기,ovdje
803,hierhin::ADV,여기로,amo
804,hierhin::ADV,여기로,ovamo
805,dort::ADV,거기,ondje
806,dorthin::ADV,저기예,onamo
807,geradeaus::ADV,곧장,ravno
808,vorwärts::ADV,앞으로,naprijed
809,rückwärts::ADV,뒤로,natrag
810,zurück::ADV,제자리로,nazad
811,zurück::ADV,제자리로,natrag
812,unten::ADV,아래에,dolje
813,hinab::ADV,아래쪽으로,nizbrdo
814,oben::ADV,위에,gore
815,hinauf::ADV,위쪽으로,uzbrdo
816,überall::ADV,도처에,svuda
817,überall::ADV,도처에,svagdje
818,nicht::ADV,안,ne
819,ein wenig::ADV,적음,malo
820,kaum::ADV,가의,tek
821,kaum::ADV,가의,jedva
822,sehr::ADV,자주,jako
823,sehr::ADV,자주,veoma
824,so::ADV,그와같이,tako
825,so::ADV,그와같이,ovako
826,noch::ADV,아직,još
827,nur::ADV,다만,samo
828,schon::ADV,이미,već
829,wieder::ADV,다시,opet
830,wieder::ADV,다시,ponovo
831,vergebens::ADV,헛되이,uzalud
832,vergebens::ADV,헛되이,zabadava
833,vor::PRP,앞에,pred
834,vor::PRP,앞에,ispred
835,hinter::PRP,뒤에,za
836,hinter::PRP,뒤에,iza
837,unter::PRP,잍에,pod
838,unter::PRP,잍에,ispod
839,durch::PRP,통고하여,po
840,durch::PRP,통고하여,kroz
841,neben::PRP,와나란히,kraj
842,neben::PRP,와나란히,pored
843,neben::PRP,와나란히,pokraj
844,zwischen::PRP,의사이로,među
845,zwischen::PRP,의사이로,između
846,wegen::PRP,때문에,radi
847,wegen::PRP,때문에,zbog
848,dies::PRN,이,ovo
849,das::PRN,저,to
850,das::PRN,저,ono
851,alles::PRN,모든것,sve
852,ich::PRN,나,ja
