,Concept_ID,bn,ml
56,Sonne::N,সূর্য,സൂര്യൻ
57,Mond::N,চন্দ্র,ചന്ദ്രൻ
58,Stern::N,নক্ষত্র,നക്ഷത്രം
59,Luft::N,বায়ু,കാറ്റ്
60,Wind::N,বাতাস,കാറ്റ്
61,Welle::N,ঢেউ,തിരമാല
62,Welle::N,তরঙ্গ,തിരമാല
63,Wasser::N,জল,വെള്ളം
64,Stein::N,ঢিল,ശില
65,Stein::N,ঢিল,കല്ല്
66,Stein::N,প্রস্তর,ശില
67,Stein::N,প্রস্তর,കല്ല്
68,Boden::N,ভূতল,തറ
69,Boden::N,ভূতল,നിലം
70,Erde::N,ভূমি,മണ്ണ്
71,Staub::N,ধুলা,പൊടി
72,Rauch::N,ধোঁয়া,പുക
73,Funke::N,স্ফুলিঙ্গ,തീപ്പൊരി
74,Feuer::N,অগ্নি,തീ
75,Licht::N,আলো,വിളക്ക്
76,Licht::N,আলো,സൂര്യപ്രകാശം
77,Schatten::N,ছায়া,തണൽ
78,Wetter::N,আবহাওয়া,കാലാവസ്ഥ
79,Nebel::N,কুহেলিকা,മൂടൽമഞ്ഞ്
80,Wolke::N,মেঘ,മേഘം
81,Regen::N,বৃষ্টি,മഴ
82,Schnee::N,তুষার,മഞ്ഞ്
83,Eis::N,বরফ,ഐസ്
84,Frost::N,তুষার,മൂടൽമഞ്ഞ്
85,Kälte::N,শৈত্য,തണുപ്പ്
86,Hitze::N,তাপ,ചൂട്
87,Raureif::N,তুহিন,കോടമഞ്ഞ്
88,Regenbogen::N,রামধনু,മഴവില്ല്
89,Donner::N,বজ্রধ্বনি,ഇടി
90,Strömung::N,স্রোত,പ്രവാഹം
91,Tropfen::N,ফোঁটা,തുള്ളി
92,Schaum::N,ফেনা,നുര
93,Schmutz::N,ধুলা,അഴുക്ക്
94,See::N,হ্রদ,തടാകം
95,Sumpf::N,জলা,ചതുപ്പുനിലം
96,Moor::N,মাঠ,പാഴ്നിലം
97,Wiese::N,তৃণভূমি,പുൽത്തകിടി
98,Wald::N,বন,വനം
99,Wald::N,বন,കാട്
100,Hügel::N,পাহাড়,കുന്ന്
101,Anhöhe::N,টিলা,ഉയർന്ന ഭൂമി
102,Berg::N,পর্বত,പർവ്വതം
103,Gipfel::N,শীর্ষ,ഉച്ചകോടി
104,Höhle::N,গুহা,ഗുഹ
105,Abhang::N,ঢাল,ചരിവ്
106,Quelle::N,উৎস,ഉറവിടം
107,Bach::N,ক্ষুদ্র নদী,അരുവി
108,Fluss::N,নদী,നദി
109,Ufer::N,উপকূল,തീരം
110,Küste::N,তীর,കടൽത്തീരം
111,Festland::N,ভূমি,കര
112,Meer::N,সমুদ্র,കടൽ
113,Bucht::N,উপসাগর,ഉൾക്കടല്
114,Insel::N,দ্বীপ,ദ്വീപ്
115,Blume::N,ফুল,പൂവ്
116,Gras::N,ঘাস,പുല്ല്
117,Wurzel::N,শিকড়,വേര്
118,Baum::N,গাছ,മരം
119,Stamm::N,স্কন্ধ,തായ്ത്തടി
120,Rinde::N,বল্কল,പട്ട
121,Ast::N,শাখা,ശാഖ
122,Zweig::N,ডাল,ശാഖ
123,Blatt::N,পর্ণ,ഇല
124,Birke::N,ভুর্জ,പൂവരശ്
125,Kiefer[Baum]::N,পাইন গাছ,പൈൻമരം
126,Weide[Baum]::N,উইলো,വില്ലോ
127,Tanne::N,দেবদারূ গাছ,ദേവദാരു
128,Horn::N,শিং,മൃഗത്തിൻറെ കൊമ്പ്
129,Feder::N,পালক,തൂവൽ
130,Fell::N,রোম,മൃദുരോമം
131,Flügel::N,ডানা,ചിറക്
132,Klaue::N,নখর,നഖം
133,Kralle::N,নখর,നഖം
134,Schwanz::N,লেজ,വാൽ
135,Ei::N,ডিম,മുട്ട
136,Nest::N,কুলায়,കൂട്
137,Bau::N,ডেরা,മാളം
138,Tier::N,জন্তু,മൃഗം
139,Herde::N,ঝাঁক,കൂട്ടം
140,Kuh::N,গোরু,പശു
141,Bulle::N,বৃষ,കാള
142,Pferd::N,ঘোড়া,കുതിര
143,Schaf::N,ভেড়া,ആട്
144,Schwein::N,শূকর,പന്നി
145,Hund::N,কুকুর,നായ്
146,Katze::N,বেড়াল,പൂച്ച
147,Bär::N,ভল্লুক,കരടി
148,Eichhörnchen::N,কাঠবিড়াল,അണ്ണാൻ
149,Elch::N,হরিণবিশেষ,കടമാന്
150,Fuchs::N,পাঁতিশিয়াল,കുറുക്കൻ
151,Hase::N,শশক,മുയൽ
152,Maus::N,নেংটি ইঁদুর,ചുണ്ടലി
153,Wolf::N,নেকড়ে,ചെന്നായ
154,Vogel::N,পক্ষী,പക്ഷി
155,Schwarm::N,ঝাঁক,കൂട്ടം
156,Huhn::N,মোরগ,കോഴി
157,Hahn::N,কুক্কুট,പൂവൻകോഴി
158,Gans::N,হংসী,അരയന്നം
159,Adler::N,ইগল,കഴുകൻ
160,Ente::N,হংসী,താറാവ്
161,Eule::N,পেচক,മൂങ്ങ
162,Kranich::N,সারস,കൊക്ക്
163,Krähe::N,কাক,കാക്ക
164,Kuckuck::N,কোকিল,കുയിൽ
165,Schwan::N,মরাল,അരയന്നം
166,Fisch::N,মাছ,മത്സ്യം
167,Barsch::N,মৎন্যবিশেষ,ഒരിനം മത്സ്യം
168,Hecht::N,বানমাছ,ഒരു മത്സ്യം
169,Schlange[Tier]::N,সর্প,പാമ്പ്
170,Wurm::N,কীট,വിര
171,Spinne::N,মাকড়সা,ചിലന്തി
172,Ameise::N,পিপীলিকা,ഉറുമ്പ്
173,Laus::N,উকুন,പേന്
174,Mücke::N,মশা,മശകം
175,Fliege::N,মাছি,ഈച്ച
176,Schmetterling::N,প্রজাপতি,ചിത്രശലഭം
177,Beere::N,বেরি,ബെറി
178,Apfel::N,আপেল,ആപ്പിൾ
179,Pilz::N,ছত্রক,കൂൺ
180,Zwiebel::N,পিয়াজ,സവാള
181,Saat::N,বীজ,വിത്ത്
182,Korn::N,শস্য,ധാന്യം
183,Heu::N,খড়,വയ്ക്കോൽ
184,Schale::N,খোসা,തൊലി
185,Grube::N,গর্ত,കുഴി
186,Falle::N,ফাঁদ,കെണി
187,Schlinge::N,পাশ,കുടുക്ക്
188,Spur::N,চিহ্ন,ചുവട്
189,Asche::N,ভস্ম,ചാരം
190,Dreck::N,ময়লা,അഴുക്ക്
191,Eisen::N,লোহা,ഇരുമ്പ്
192,Gold::N,স্বর্ণ,സ്വർണ്ണം
193,Silber::N,রৌপ্য,വെള്ളി
194,Kohle::N,অঙ্গার,കൽക്കരി
195,Glas::N,কাচ,ഗ്ലാസ്
196,Lehm::N,মৃত্তিকা,കളിമണ്ണ്
197,Sand::N,বালি,മണൽ
198,Mensch::N,নর,മനുഷ്യർ
199,Mensch::N,মানুষ,മനുഷ്യർ
200,Mann::N,মানুষ,പുരുഷൻ
201,Frau::N,নারী,സ്ത്രീ
202,Kind::N,বাচ্চা,കുഞ്ഞ്
203,Junge::N,ছেলে,ആൺകുട്ടി
204,Mädchen::N,মেয়ে,പെൺകുട്ടി
205,Familie::N,পরিবার,കുടുംബം
206,Großvater::N,মাতামহ,അപ്പൂപ്പൻ
207,Großmutter::N,মাতামহী,അമ്മുമ്മ
208,Eltern::N,মাতাপিতা,മാതാപിതാക്കള്
209,Vater::N,পিতা,അച്ഛൻ
210,Mutter::N,মাতা,അമ്മ
211,Sohn::N,ছেলে,മകൻ
212,Tochter::N,মেয়ে,മകൾ
213,Bruder::N,দাদা,ചേട്ടൻ
214,Bruder::N,দাদা,അനിയൻ
215,Schwester::N,বোন,ചേച്ചി
216,Schwester::N,বোন,അനിയത്തി
217,Schwester::N,দিদি,ചേച്ചി
218,Schwester::N,দিদি,അനിയത്തി
219,Onkel::N,মামা,അമ്മാവൻ
220,Tante::N,মাসী,മാമി
221,Ehemann::N,স্বামী,ഭർത്താവ്
222,Ehefrau::N,পত্নী,ഭാര്യ
223,Freude::N,উল্লাস,ആഹ്ലാദം
224,Gelächter::N,হাসি,ചിരിയുടെ ശബ്ദം
225,Glück::N,সুখ,സന്തോഷം
226,Glück::N,সুখ,സന്തുഷ്ടി
227,Kummer::N,দুঃখ,ശോകം
228,Wunsch::N,আকাঙ্ক্ষা,ആഗ്രഹം
229,Lust::N,বাসনা,ആഗ്രഹം
230,Geist::N,আত্না,ചുറുചുറുക്ക്
231,Gedanke::N,চিন্তা,ചിന്ത
232,Gedächtnis::N,স্মরণশক্তি,ഓർമ്മശക്തി
233,Verstand::N,মন,മനസ്സ്
234,Sinn::N,পদার্থ,അർത്ഥം
235,Grund::N,কারণ,കാരണം
236,Wahrheit::N,সত্য,സത്യം
237,Gespräch::N,কথাবার্তা,സല്ലാപം
238,Märchen::N,রূপকথা,യക്ഷിക്കഥ
239,Erzählung::N,গল্প,കഥ
240,Nachricht::N,তথ্য,സന്ദേശം
241,Neuigkeit::N,খবরাখবর,വാർത്ത
242,Name::N,নাম,പേര്
243,Rätsel::N,ধাঁধা,പ്രഹേളിക
244,Rede::N,বক্তৃতা,സംസാരം
245,Sprache::N,ভাষা,ഭാഷ
246,Stimme::N,স্বর,സ്വരം
247,Wort::N,শব্দ,വാക്ക്
248,Zeichen::N,প্রতীক,സംജ്ഞ
249,Ruf::N,ডাক,വിളി
250,Lärm::N,হৈচৈ,ആരവം
251,Laut::N,ধ্বনি,ശബ്ദം
252,Ton::N,স্বর,സ്വരഭേദം
253,Lied::N,গান,പാട്ട്
254,Ruhe::N,শান্তি,നിശ്ചലത
255,Leute::N,প্রজাপুঞ্জ,ജനങ്ങൾ
256,Volk::N,জাতি,രാഷ്ടം
257,Arbeit::N,চাকরি,ജോലി
258,Gast::N,অতিথি,അതിലി
259,Geschenk::N,উপহার,സമ്മാനം
260,Spiel::N,খেলা,കളി
261,Gesellschaft::N,সঙ্গিগণ,കൂട്ടായ്മ
262,Hilfe::N,সাহায্য,സഹായം
263,Freund::N,বন্ধু,സുഹൃത്ത്
264,Kamerad::N,সঙ্গী,കൂട്ടാളി
265,Angelegenheit::N,বিষয়,കാര്യം
266,Anzahl::N,পরিমাণ,എണ്ണം
267,Art::N,রকম,തരം
268,Stück::N,টুকরো,കഷണം
269,Teil::N,অংশ,ഭാഗം
270,Hälfte::N,অর্ধেক,പകുതി
271,Kreis::N,বৃত্ত,വൃത്തം
272,Kreuz::N,ক্রুশ,കുരിശടയാളം
273,Linie::N,রেখা,വര
274,Linie::N,রেখা,രേഖ
275,Strich::N,কষি,പക്ഷാഘാതം
276,Abstand::N,ফাঁক,വിടവ്
277,Entfernung::N,ব্যবধান,അകലം
278,Gegend::N,ক্ষেত্র,പ്രദേശം
279,Platz::N,জায়গা,ഇടം
280,Ort::N,স্থান,സ്ഥലം
281,Seite::N,পার্শ্ব,വശം
282,Mitte::N,মধ্য,മധ്യസ്ഥാനം
283,Gegenstand::N,জিনিস,സാധനം
284,Sache::N,বস্তু,വസ്തു
285,Rand::N,কানা,തൊങ്ങൽ
286,Kante::N,ধার,അറ്റം
287,Ecke::N,কোণ,മൂല
288,Spitze::N,ডগা,അഗ്രം
289,Ende::N,প্রান্ত,അവസാനം
290,Loch::N,গর্ত,ദ്വാരം
291,Winkel::N,কোণ,കോൺ
292,Muster::N,নমুন্,ക്രമം
293,Größe::N,আয়তন,വലുപ്പം
294,Länge::N,দৈর্ঘ্য,നീളം
295,Höhe::N,উচ্চতা,ഉയരം
296,Gewicht::N,ওজন,കട്ടി
297,Menge::N,পরিমাণ,അളവ്
298,Haufen::N,পুঞ্জ,കൂമ്പാരം
299,Reihe::N,শ্রেণী,വരി
300,Boot::N,নৌকা,ബോട്ട്
301,Ruder::N,দাঁড়,പങ്കായം
302,Schlitten::N,স্নেজ্-গাড়ি,ഉരുളില്ലാവണ്ടി
303,Ski::N,শী,ഹിമപാദുകം
304,Lagerfeuer::N,অগ্নি,തീ
305,Last::N,বোঝা,ഭാരം
306,Gang::N,হণ্টন,നടത്തം
307,Schritt::N,পদ,ചുവട്
308,Norden::N,উত্তরদিক্,വടക്ക്
309,Süden::N,দক্ষিণদিক,തെക്ക്
310,Westen::N,পশ্চিমদিক্,പടിഞ്ഞാറ്
311,Osten::N,পূর্বদিক,കിഴക്ക്
312,Holz::N,কাঠ,തടി
313,Brett::N,তক্তা,ബോർഡ്
314,Platte::N,ফলক,തകിട്
315,Stütze::N,নাগদণ্ড,താങ്ങ്
316,Stange::N,দণ্ড,കമ്പ്
317,Stock::N,ছড়ি,വടി
318,Stab::N,যষ্টি,കുറുവടി
319,Rohr::N,নল,കുഴൽ
320,Haus::N,ঘর,വീട്
321,Heim::N,বাসা,വീട്
322,Ofen::N,স্টোভ্,സ്റ്റൌ
323,Fußboden::N,গহতল,തറ
324,Tisch::N,মেজ,മേശ
325,Tisch::N,টেবিল,മേശ
326,Stuhl::N,চেয়ার,കസേര
327,Stuhl::N,কেদারা,കസേര
328,Wiege::N,দোলনা,തൊട്ടിൽ
329,Bett::N,শয্যা,കിടക്ക
330,Regal::N,তাক,ഷെൽഫ്
331,Kiste::N,বাক্স,പെട്ടി
332,Fenster::N,জানালা,ജനൽ
333,Tür::N,দ্বার,വാതിൽ
334,Tor::N,দ্বার,കവാടം
335,Zaun::N,বেড়া,വേലി
336,Dach::N,ছাদ,മേൽക്കുര
337,Leiter::N,মই,ഏണി
338,Besen::N,গুল্মবিশেষ,ചൂല്
339,Spaten::N,কোদাল,തൂമ്പ
340,Schaufel::N,বেলচা,തൂമ്പ
341,Gabel::N,কাঁটা,മുൾക്കത്തി
342,Löffel::N,চামচ,സ്പൂൺ
343,Messer::N,ছুরি,കത്തി
344,Nagel::N,পেরেক,ആണി
345,Netz::N,জাল,വല
346,Haken::N,কাচি,കൊളുത്ത്
347,Griff::N,হাতল,കൈപ്പിടി
348,Schloss::N,তালা,പൂട്ട്
349,Bild::N,ছবি,ചിത്രം
350,Bild::N,চিত্র,ചിത്രം
351,Figur::N,আকার,കണക്ക്
352,Puppe::N,পুতুল,പാവ
353,Beutel::N,বটুয়া,ബാഗ്
354,Bündel::N,আঁটি,കെട്ട്
355,Tasche::N,থলি,ബാഗ്
356,Eimer::N,বাল্তি,ബക്കറ്റ്
357,Deckel::N,আবরণ,ഉറ
358,Geschirr::N,থালা-বাসন,പിഞ്ഞാണം
359,Sack::N,বস্তা,ചാക്ക്
360,Tasse::N,কাপ,കപ്പ്
361,Topf::N,পাত্র,പാത്രം
362,Kessel::N,কেটলি,കെറ്റ്ല്
363,Essen::N,আহার,ആഹാരസമയം
364,Nahrung::N,খাদ্য,ഭക്ഷണം
365,Speise::N,খাদ্য,ഡിഷ്
366,Fleisch::N,মাংস,മാംസം
367,Getreide::N,শস্য,ചോളം
368,Brei::N,মণ্ড,കഞ്ഞി
369,Brot::N,রুটি,റോട്ടി
370,Scheibe::N,ফালি,തുണ്ട്
371,Fett::N,মেদ,കൊഴുപ്പ്
372,Butter::N,মাখন,വെണ്ണ
373,Öl::N,তৈল,എണ്ണ
374,Salz::N,নুন,ഉപ്പ്
375,Suppe::N,শুরুয়া,സൂപ്പ്
376,Honig::N,মধু,തേൻ
377,Milch::N,দুধ,പാൽ
378,Tee::N,চা,ചായ
379,Leder::N,পাকা চামড়া,തുകൽ
380,Wolle::N,পশম,കമ്പിളി
381,Stoff::N,বস্ত্র,തുണി
382,Nadel::N,সুচ,സൂചി
383,Faden::N,সূত্র,നൂല്
384,Knopf::N,বোতাম,ബട്ടൺ
385,Knoten::N,গিঁট,കുരുക്ക്
386,Farbe::N,রং,പെയിൻറ്
387,Kleidung::N,কাপড়,വസ്ത്രങ്ങൾ
388,Hemd::N,শার্ট,ഷർട്ട്
389,Kragen::N,গলবন্ধ,കുപ്പായക്കഴുത്ത്
390,Ärmel::N,আস্তিন্,കുപ്പായക്കൈ
391,Hose::N,ট্রাউজার,ട്രൌസർ
392,Gürtel::N,কটিবন্ধ,ബെൽറ്റ്
393,Mütze::N,টুপি,തൊപ്പി
394,Schuh::N,জুতো,ഷൂ
395,Stiefel::N,বুট,ബൂട്ട്
396,Ring::N,আংটি,മോതിരം
397,Band::N,ফিতা,റിബൺ
398,Kamm::N,চিরুনি,ചീപ്പ്
399,Spiegel::N,আয়না,കണ്ണാടി
400,Riemen::N,চাবুক,സ്ട്രാപ്പ്
401,Schnur::N,দড়ি,ചരട്
402,Leine::N,শিকল,കെട്ടാനുള്ള തോൽവാർ
403,Decke::N,কম্বল,പുതപ്പ്
404,Kissen::N,উপাধান,തലയിണ
405,Tuch::N,বস্ত্র,സ്കാർഫ്
406,Handtuch::N,তোয়ালে,തോർത്ത്
407,Kraft::N,জোর,ശക്തി
408,Stärke::N,শক্তি,ശക്തി
409,Gesundheit::N,স্বাস্থ্য,ആരോഗ്യം
410,Krankheit::N,অসুখ,അസുഖം
411,Krankheit::N,ব্যামো,അസുഖം
412,Schmerz::N,যন্ত্রণা,വേദന
413,Wunde::N,ক্ষত,മുറിവ്
414,Fieber::N,জ্বর,പനി
415,Arznei::N,ঔষধ,മരുന്ന്
416,Brücke::N,সেতু,പാലം
417,Brunnen::N,কূপ,കിണർ
418,Weide::N,পশুচারণভূমি,മേച്ചൽ
419,Pfad::N,পথ,വഴി
420,Weg::N,পথ,വഴി
421,Straße::N,রাস্তা,റോഡ്
422,Dorf::N,গ্রাম,ഗ്രാമം
423,Stadt::N,শহর,നഗരം
424,Brief::N,চিঠি,കത്ത്
425,Buch::N,বই,പുസ്തകം
426,Buchstabe::N,অক্ষর,അക്ഷരം
427,Zeitung::N,সংবাদপত্র,വർത്തമാനപത്രം
428,Leben::N,জীবন,ജീവൻ
429,Tod::N,মৃত্যু,മരണം
430,Grab::N,কবর,ശവക്കുഴി
431,Kirche::N,গির্জা,പള്ളി
432,Sünde::N,পাপ,പാപം
433,Gott::N,দেবতা,ദൈവം
434,Arbeiter::N,শ্রমিক,ജോലിക്കാരൻ
435,Chef::N,নেতা,മേധാവി
436,Meister::N,ব্যক্তি,യജമാനൻ
437,Arzt::N,চিকিৎসক,ഡോക്ടർ
438,Lehrer::N,অধ্যাপক,അധ്യാപകൻ
439,Geld::N,মুদ্রা,പണം
440,Geld::N,টাকাপয়সা,പണം
441,Geschäft::N,ব্যস্ততা,ബിസിനസ്
442,Laden::N,দোকান,കട
443,Preis::N,মূল্য,വില
444,Ware::N,পণ্যদ্রব্য,ചരക്ക്
445,Nutzen::N,সুবিধা,ലാഭം
446,Reichtum::N,ধনদৌলত,ധനം
447,Welt::N,জগৎ,ലോകം
448,Land::N,খেত,രാജ്യം
449,Staat::N,রাষ্ট্র,രാജ്യം
450,König::N,রাজা,രാജാവ്
451,Macht::N,প্রভাব,അധികാരം
452,Grenze::N,সীমা,അതിർത്തി
453,Krieg::N,যুদ্ধ,യുദ്ധം
454,Feind::N,শত্রু,ശത്രു
455,Gewalt::N,জোর,അക്രമം
456,Kampf::N,লড়াই,പോരാട്ടം
457,Bogen[Waffe]::N,ধনুক,വില്ല്
458,Pfeil::N,বাণ,അമ്പ്
459,Gewehr::N,বন্দুক,തോക്ക്
460,Fehler::N,ভুল,പിശക്
461,Lüge::N,মিথ্যা,കള്ളം
462,Schaden::N,ক্ষতি,കേടുപാട്
463,Unglück::N,দুর্ভাগ্য,ദൌർഭാഗ്യം
464,Schuld::N,অপরাধ,തെറ്റ്
465,Alter::N,আয়ু,വയസ്സ്
466,Schluss::N,শেষ,നിഗമനം
467,Zeit::N,সময়,സമയം
468,Tag::N,দিন,ദിവസം
469,Morgen::N,সকাল,പ്രഭാതം
470,Mittag::N,মধ্যাহু,ഉച്ച
471,Abend::N,সন্ধ্যা,സായാഹ്നം
472,Nacht::N,রাত্রি,രാത്രി
473,Woche::N,সপ্তাহ,ആഴ്ച
474,Monat::N,মাস,മാസം
475,Jahr::N,সৌরবর্ষ,വർഷം
476,Frühling::N,বসন্তকাল,വസന്തം
477,Sommer::N,গ্রীষ্মকাল,വേനൽ
478,Herbst::N,শরংঋতু,ശരത്കാലം
479,Winter::N,শীতকাল,ശൈത്യം
480,Januar::N,জানুয়ারী,ജനുവരി
481,Februar::N,ফেব্রুয়ারী,ഫെബ്രുവരി
482,März::N,মার্চ,മാർച്ച്
483,April::N,এপ্রিল,ഏപ്രിൾ മാസം
484,Mai::N,মে,മെയ് മാസം
485,Juni::N,জুন,ജൂൺ
486,Juli::N,জুলাই,ജൂലൈ
487,August::N,অগাস্ট,ആഗസ്റ്റ്
488,September::N,সেপ্টেম্বর,സെപ്തംബർ
489,Oktober::N,অক্টোবর,ഒക്ടോബർ
490,November::N,নভেম্বর,നവംബർ
491,Dezember::N,ডিসেম্বর,ഡിസംബർ
492,Montag::N,সোমবার,തിങ്കളാഴ്ച
493,Dienstag::N,মঙ্গলবার,ചൊവ്വ
494,Mittwoch::N,বুধবার,ബുധനാഴ്ച
495,Donnerstag::N,বৃহম্পতিবার,വ്യാഴാഴ്ച
496,Freitag::N,শুক্রবার,വെള്ളിയാഴ്ച
497,Samstag::N,শনিবার,ശനിയാഴ്ച
498,Sonntag::N,রবিবার,ഞായറാഴ്ച
499,groß::A,বৃহৎ,വലിയ
500,klein::A,ছোট,ചെറിയ
501,lang::A,দীর্ঘ,നീണ്ട
502,kurz::A,খর্ব,ഹ്രസ്വമായ
503,kurz::A,হ্রস্ব,ഹ്രസ്വമായ
504,breit::A,চওড়া,വിശാലമായ
505,schmal::A,সরু,ഇടുങ്ങിയ
506,dicht::A,ঘন,നിബിഡമായ
507,dick[Gegenstand]::A,পুরু,തടിച്ച
508,dünn::A,কৃশ,മെലിഞ്ഞ
509,fein::A,সূক্ষ্ম,നേർത്ത
510,fest::A,দৃঢ়,ഉറപ്പുള്ള
511,flach::A,সমতল,പരന്ന
512,glatt::A,মসৃণ,മിനുസമുള്ള
513,hart::A,শক্ত,കട്ടിയുള്ള
514,weich::A,নরম,മൃദുവായ
515,rund::A,গোলাকার,വട്ടത്തിലുള്ള
516,spitz::A,তীক্ষ্ন,മുനയുള്ള
517,scharf::A,শাণিত,മൂർച്ചയുള്ള
518,stumpf::A,ভোঁতা,തുറന്നടിക്കുന്ന
519,schwer::A,ভারী,ഭാരമുള്ള
520,schön::A,সুন্দর,മനോഹരമായ
521,heiß::A,গরম,ചൂടുള്ള
522,warm::A,ঈষদুষ্ণ,ചൂടുള്ള
523,kalt::A,ঠাণ্ডা,തണുത്ത
524,kühl::A,শীতল,തണുപ്പുള്ള
525,frisch::A,তাজা,ശുദ്ധമായ
526,feucht::A,ভিজা,ഈറനുള്ള
527,nass::A,ভিজা,നനഞ്ഞ
528,trocken::A,শুষ্ক,വരണ്ട
529,voll::A,পূর্ণ,നിറയെ
530,leer::A,খালি,ഒഴിഞ്ഞ
531,offen::A,খোলা,തുറന്ന
532,geschlossen::A,বন্ধ,അടച്ച
533,sauber::A,নির্মল,വൃത്തിയുള്ള
534,schmutzig::A,নোংরা,അഴുക്കുനിറഞ്ഞ
535,roh::A,কাঁচা,അസംസ്കൃതമായ
536,reif::A,পাকা,പഴുത്ത
537,lecker::A,সুস্বাদ,രുചികരമായ
538,süß::A,মিষ্ট,മധുരമുള്ള
539,bitter::A,তিক্ত,കടുത്ത
540,sauer::A,টক,പുളിപ്പുള്ള
541,hell::A,উজ্জ্বল,ജ്വലിക്കുന്ന
542,dunkel::A,অন্ধকারময়,ഇരുണ്ട
543,schwarz::A,কালো,കറുത്ത
544,weiß::A,সাদা,വെളുത്ത
545,rot::A,লাল,ചുവന്ന
546,gelb::A,হলদে,മഞ്ഞനിറമായ
547,blau::A,নীল,നീലനിറമുള്ള
548,grün::A,সবুজ,പച്ചനിറമുള്ള
549,grau::A,ছাই-রঙা,ചാരനിറത്തിലുള്ള
550,bunt::A,রঙিন,വർണ്ണശബളമായ
551,billig::A,সস্তা,വിലകുറഞ്ഞ
552,teuer::A,আক্রা,ചെലവേറിയ
553,wertvoll::A,মহার্ঘ,വിലപിടിപ്പുള്ള
554,blind::A,কানা,അന്ധനായ
555,taub::A,বধির,കേൾവിക്കുറവുള്ള
556,kräftig::A,বিশাল,ശക്തിയുള്ള
557,stark::A,শক্তিশালী,ബലമുള്ള
558,schwach::A,দুর্বল,ക്ഷീണിച്ച
559,fett::A,মোটা,കൊഴുപ്പുള്ള
560,schlank::A,কৃশ,മെലിഞ്ഞ
561,hübsch::A,সুন্দর,മനോഹരമായ
562,böse::A,খারাপ,പാപിയായ
563,dumm::A,মূর্খ,വിവരംകെട്ട
564,faul::A,শ্রমবিমুখ,അലസനായ
565,fleißig::A,পরিশ্রমী,അദ്ധ്വാനശീലമുള്ള
566,geizig::A,ব্যয়কুণ্ঠ,പിശുക്കനായ
567,klug::A,দক্ষ,ബുദ്ധിസാമർഥ്യമുള്ള
568,geschickt::A,পটু,പ്രതിഭാശാലി
569,lieb::A,প্রেয়,പ്രിയപ്പെട്ട
570,lustig::A,প্রফুল্ল,ആനന്ദകരമായ
571,sanft::A,নম্র,സൌമ്യമായ
572,hungrig::A,ক্ষুধার্ত,വിശപ്പുള്ള
573,krank::A,অসুস্থ,അസുഖമുള്ള
574,nackt::A,উলঙ্গ,നഡമായ
575,traurig::A,দুঃখিত,വിഷമമുള്ള
