,Concept_ID,sv,vep
65,Schlaf::N,sömn,uni
66,Traum::N,dröm,unikuva
67,Himmel::N,himmel,taivaz
68,Sonne::N,sol,päiväine
69,Mond::N,måne,kudmaine
70,Stern::N,stjärna,tähtaz
71,Luft::N,luft,il'm
72,Wind::N,vind,döl
73,Wind::N,vind,tullei
74,Welle::N,våg,ald
75,Welle::N,våg,laineh
76,Welle::N,bölja,ald
77,Welle::N,bölja,laineh
78,Wasser::N,vatten,vezi
79,Stein::N,sten,kivi
80,Boden::N,mark,ma
81,Boden::N,mark,pohj
82,Erde::N,jord,ma
83,Staub::N,damm,pölü
84,Rauch::N,rök,savu
85,Funke::N,gnista,kibin
86,Feuer::N,eld,lämoi
87,Licht::N,ljus,vauktuz
88,Schatten::N,skugga,pil'vez
89,Schatten::N,skugga,kuvahaine
90,Wetter::N,väder,sä
91,Nebel::N,dimma,sumeg
92,Nebel::N,töcken,sumeg
93,Wolke::N,sky,pil'v
94,Wolke::N,moln,pil'v
95,Regen::N,regn,vihm
96,Schnee::N,snö,lumi
97,Eis::N,is,jä
98,Frost::N,frost,hala
99,Frost::N,frost,pakaine
100,Kälte::N,köld,vilu
101,Hitze::N,hetta,räk
102,Raureif::N,rimfrost,hüde
103,Regenbogen::N,regnbåge,jumalanbembel'
104,Donner::N,åska,juru
105,Donner::N,åska,jumalanjuru
106,Donner::N,dunder,juru
107,Donner::N,dunder,jumalanjuru
108,Strömung::N,strömning,joksmuz
109,Tropfen::N,dropper,tilkuine
110,Schaum::N,skum,vaht
111,Schmutz::N,lort,redu
112,Schmutz::N,lort,pačak
113,Schmutz::N,smuts,redu
114,Schmutz::N,smuts,pačak
115,See::N,sjö,järv
116,Sumpf::N,träsk,so
117,Moor::N,myr,so
118,Moor::N,mosse,so
119,Wiese::N,äng,nit
120,Wald::N,skog,mec
121,Hügel::N,höjd,kukaz
122,Hügel::N,kulle,kukaz
123,Anhöhe::N,höjd,kukaz
124,Anhöhe::N,backe,kukaz
125,Berg::N,berg,mägi
126,Berg::N,fjäll,mägi
127,Gipfel::N,topp,ladv
128,Höhle::N,håla,mägionduz
129,Höhle::N,grotta,mägionduz
130,Abhang::N,slänt,paute
131,Abhang::N,sluttning,paute
132,Quelle::N,källa,lähte
133,Bach::N,bäck,oja
134,Fluss::N,älv,jogi
135,Fluss::N,flod,jogi
136,Ufer::N,strand,rand
137,Küste::N,kust,randišt
138,Festland::N,fastland,kuivma
139,Meer::N,hav,meri
140,Bucht::N,vik,laht
141,Bucht::N,bukt,laht
142,Insel::N,ö,sar'
143,Blume::N,blomma,änik
144,Blume::N,blomster,änik
145,Gras::N,gräs,hein
146,Wurzel::N,rot,jur'
147,Baum::N,träd,pu
148,Stamm::N,stam,tüvi
149,Rinde::N,bark,kor'
150,Ast::N,gren,oks
151,Zweig::N,kvist,oks
152,Zweig::N,kvist,barb
153,Blatt::N,löv,lehtez
154,Blatt::N,blad,lehtez
155,Birke::N,björk,koiv
156,Kiefer[Baum]::N,tall,pedai
157,Weide[Baum]::N,pil,raid
158,Weide[Baum]::N,vide,raid
159,Tanne::N,gran,kuz'
160,Horn::N,horn,sar'v
161,Feder::N,fjäder,höuneh
162,Fell::N,fäll,nahk
163,Fell::N,skinn,nahk
164,Flügel::N,vinge,suug
165,Klaue::N,klöv,künz'
166,Kralle::N,klo,künz'
167,Schwanz::N,svans,händ
168,Schwanz::N,stjärt,händ
169,Ei::N,ägg,muna
170,Nest::N,rede,peza
171,Nest::N,näste,peza
172,Bau::N,bo,uru
173,Tier::N,djur,živat
174,Herde::N,flock,kogo
175,Kuh::N,ko,lehm
176,Bulle::N,tjur,härg
177,Pferd::N,häst,hebo
178,Schaf::N,får,lambaz
179,Schwein::N,svin,siga
180,Hund::N,hund,koir
181,Katze::N,katt,kaži
182,Bär::N,björn,kondi
183,Eichhörnchen::N,ekorre,orav
184,Elch::N,älg,hirb'
185,Fuchs::N,räv,reboi
186,Hase::N,hare,jäniš
187,Maus::N,mus,hir'
188,Wolf::N,varg,händikaz
189,Vogel::N,fågel,lind
190,Schwarm::N,svärm,parveh
191,Huhn::N,höns,kana
192,Hahn::N,tupp,kukoi
193,Gans::N,gås,hanh'
194,Adler::N,örn,orl
195,Ente::N,anka,sorz
196,Eule::N,uggla,hir'pulo
197,Kranich::N,trana,kurg
198,Krähe::N,kråka,variš
199,Kuckuck::N,gök,kägi
200,Schwan::N,svan,joucen
201,Fisch::N,fisk,kala
202,Barsch::N,abborre,ahven
203,Hecht::N,gädda,haug'
204,Schlange[Tier]::N,orm,kü
205,Schlange[Tier]::N,orm,mado
206,Wurm::N,mask,mado
207,Spinne::N,spindel,hämähouk
208,Ameise::N,myra,murahaine
209,Laus::N,lus,täi
210,Mücke::N,mygga,säs'k
211,Fliege::N,fluga,kärbhaine
212,Schmetterling::N,fjäril,lipkaine
213,Beere::N,bär,marj
214,Apfel::N,äpple,jablok
215,Pilz::N,svamp,sen'
216,Pilz::N,svamp,babuk
217,Zwiebel::N,lök,lauk
218,Saat::N,sådd,semned
219,Korn::N,korn,jüvä
220,Korn::N,korn,vill'
221,Heu::N,hö,hein
222,Schale::N,skal,kor'
223,Grube::N,grop,kop
224,Falle::N,fälla,rida
225,Schlinge::N,snara,rihm
226,Spur::N,spår,jäl'g
227,Asche::N,aska,tuhk
228,Dreck::N,lort,redu
229,Dreck::N,lort,pačak
230,Eisen::N,järn,raud
231,Gold::N,guld,kuld
232,Silber::N,silver,hobed
233,Kohle::N,kol,hil'
234,Glas::N,glas,stökol
235,Lehm::N,lera,savi
236,Sand::N,sand,lete
237,Mensch::N,människa,mez'
238,Mensch::N,människa,ristit
239,Mann::N,man,mez'
240,Frau::N,kvinna,naine
241,Kind::N,barn,laps'
242,Junge::N,pojke,poig
243,Junge::N,pojke,prihaine
244,Mädchen::N,flicka,neičukaine
245,Familie::N,familj,kanz
246,Familie::N,familj,pereh
247,Großvater::N,morfar,ded
248,Großmutter::N,farmor,bab
249,Eltern::N,föräldrar,vanhembad
250,Eltern::N,föräldrar,kazvatajad
251,Vater::N,far,tat
252,Mutter::N,mor,mam
253,Sohn::N,son,poig
254,Tochter::N,dotter,tütär
255,Bruder::N,bror,veik
256,Bruder::N,bror,vell'
257,Schwester::N,syster,čiža
258,Schwester::N,syster,sizar
259,Onkel::N,morbror,däd'
260,Tante::N,tant,tädi
261,Ehemann::N,äkta man,mužik
262,Ehefrau::N,hustru,ak
263,Freude::N,fröjd,ilo
264,Freude::N,fröjd,ihastuz
265,Freude::N,glädje,ilo
266,Freude::N,glädje,ihastuz
267,Gelächter::N,åtlöje,nagr
268,Glück::N,lycka,oza
269,Kummer::N,sorg,gor'a
270,Wunsch::N,önskan,taht
271,Lust::N,lust,himo
272,Geist::N,ande,heng
273,Gedanke::N,tanke,meletuz
274,Gedächtnis::N,minne,mušt
275,Verstand::N,förstånd,mel'
276,Sinn::N,mening,jüvä
277,Sinn::N,betydelse,jüvä
278,Grund::N,skäl,sü
279,Grund::N,grund,sü
280,Wahrheit::N,sanning,tozi
281,Gespräch::N,samtal,lodu
282,Gespräch::N,samtal,pagin
283,Märchen::N,saga,sarn
284,Erzählung::N,berättelse,sanutez
285,Nachricht::N,meddelande,tedotuz
286,Neuigkeit::N,nyhet,uzištuz
287,Name::N,namn,nimi
288,Rätsel::N,gåta,ozoitez
289,Rede::N,tal,pagin
290,Rede::N,tal,sanad
291,Sprache::N,språk,kel'
292,Stimme::N,stämma,än'
293,Wort::N,ord,sana
294,Zeichen::N,tecken,znam
295,Ruf::N,rop,kida
296,Ruf::N,rop,kucund
297,Lärm::N,bråk,judu
298,Lärm::N,oväsen,judu
299,Laut::N,ljud,kulund
300,Ton::N,ton,kulund
301,Lied::N,sång,pajo
302,Ruhe::N,ro,lebu
303,Ruhe::N,lugn,lebu
304,Leute::N,folk,rahvaz
305,Volk::N,folk,rahvaz
306,Arbeit::N,arbete,tö
307,Arbeit::N,arbete,rad
308,Gast::N,gäst,adiv
309,Geschenk::N,gåva,lahj
310,Geschenk::N,present,lahj
311,Spiel::N,lek,vänd
312,Spiel::N,spel,vänd
313,Gesellschaft::N,sällskap,sebr
314,Hilfe::N,hjälp,abu
315,Freund::N,vän,sebranik
316,Kamerad::N,kamrat,sebranik
317,Angelegenheit::N,ärende,azj
318,Angelegenheit::N,angelägenhet,azj
319,Anzahl::N,antal,lugu
320,Art::N,art,rod
321,Art::N,art,rodsugu
322,Art::N,slag,rod
323,Art::N,slag,rodsugu
324,Stück::N,stycke,pala
325,Stück::N,stycke,supal
326,Teil::N,del,pala
327,Hälfte::N,halva,pol'
328,Kreis::N,krets,ümbruz
329,Kreis::N,krets,kehkruz
330,Kreis::N,cirkel,ümbruz
331,Kreis::N,cirkel,kehkruz
332,Kreuz::N,kors,rist
333,Kreuz::N,kryss,rist
334,Linie::N,linje,pird
335,Strich::N,streck,pird
336,Abstand::N,avstånd,keskust
337,Entfernung::N,avstånd,matk
338,Gegend::N,trakt,taho
339,Platz::N,plats,avaruz'
340,Ort::N,plats,koht
341,Ort::N,ställe,koht
342,Seite::N,sida,pol'
343,Seite::N,sida,kül'g
344,Mitte::N,mitt,kesk
345,Gegenstand::N,föremål,kalu
346,Sache::N,sak,azj
347,Rand::N,rand,röun
348,Kante::N,kant,röun
349,Ecke::N,vrå,saum
350,Ecke::N,hörn,saum
351,Spitze::N,spets,agjaine
352,Ende::N,ända,agj
353,Loch::N,hål,reig
354,Winkel::N,vinkel,čoga
355,Winkel::N,vinkel,saum
356,Muster::N,mönster,kirjam
357,Größe::N,storlek,suruz'
358,Länge::N,längd,piduz
359,Höhe::N,höjd,korktuz'
360,Gewicht::N,tyngd,jügu
361,Gewicht::N,tyngd,vedäduz
362,Menge::N,mängd,äjüz'
363,Haufen::N,hög,kogo
364,Reihe::N,rad,rivi
365,Boot::N,båt,veneh
366,Ruder::N,åra,air
367,Schlitten::N,släde,regi
368,Schlitten::N,släde,regut
369,Ski::N,skida,suks'
370,Lagerfeuer::N,lägereld,nodj
371,Lagerfeuer::N,lägereld,pažag
372,Last::N,last,jüguz
373,Last::N,börda,jüguz
374,Gang::N,gång,astund
375,Schritt::N,steg,hašk
376,Norden::N,norr,pohjoine
377,Süden::N,söder,suvi
378,Westen::N,väster,päivlaskm
379,Osten::N,öster,päivnouzm
380,Holz::N,trä,pu
381,Brett::N,bräda,laud
382,Platte::N,platta,keitim
383,Stütze::N,stöd,tugi
384,Stütze::N,stötta,tugi
385,Stange::N,stång,arz'
386,Stock::N,käpp,kalu
387,Stock::N,pinne,kalu
388,Stab::N,stav,seibaz
389,Rohr::N,rör,torv
390,Haus::N,hus,pert'
391,Heim::N,hem,kodi
392,Ofen::N,ugn,päč
393,Fußboden::N,golv,lava
394,Tisch::N,bord,laud
395,Tisch::N,bord,stal'c
396,Stuhl::N,stol,ištim
397,Wiege::N,vagga,kätte
398,Bett::N,säng,sija
399,Bett::N,säng,magaduzsija
400,Regal::N,hylla,palič
401,Kiste::N,låda,mülütim
402,Fenster::N,fönster,ikun
403,Tür::N,dörr,uks'
404,Tor::N,port,verai
405,Zaun::N,staket,aid
406,Zaun::N,stängsel,aid
407,Dach::N,tak,katuz
408,Leiter::N,stege,pordhad
409,Besen::N,kvast,lud
410,Besen::N,kvast,vast
411,Spaten::N,spade,labid
412,Schaufel::N,skovel,labid
413,Schaufel::N,skyffel,labid
414,Gabel::N,gaffel,hangoine
415,Löffel::N,sked,luzik
416,Messer::N,kniv,veič
417,Nagel::N,spik,nagl
418,Netz::N,nät,verk
419,Haken::N,krok,kouk
420,Griff::N,tag,kägä
421,Griff::N,tag,varz'
422,Griff::N,handtag,kägä
423,Griff::N,handtag,varz'
424,Schloss::N,las,lukkol
425,Bild::N,bild,kuva
426,Figur::N,figur,figur
427,Puppe::N,docka,tätüine
428,Beutel::N,påse,havad
429,Bündel::N,bunt,toppaz
430,Bündel::N,bunt,käč
431,Bündel::N,knippa,toppaz
432,Bündel::N,knippa,käč
433,Tasche::N,väska,sumk
434,Eimer::N,hink,vädr
435,Eimer::N,ämbar,vädr
436,Deckel::N,lock,katuz
437,Geschirr::N,servis,astii
438,Geschirr::N,porslin,astii
439,Sack::N,säck,havad
440,Tasse::N,kopp,čašk
441,Topf::N,gryta,pada
442,Topf::N,kastrull,pada
443,Kessel::N,kittel,katil
444,Essen::N,mål,sönd
445,Nahrung::N,näring,söm
446,Speise::N,maträtt,sömine
447,Fleisch::N,kött,liha
448,Getreide::N,säd,vill'
449,Getreide::N,spannmål,vill'
450,Brei::N,gröt,pudr
451,Brot::N,bröd,leib
452,Scheibe::N,skiva,bibaleh
453,Scheibe::N,skiva,šlik
454,Fett::N,fett,razv
455,Butter::N,smör,voi
456,Öl::N,olja,voi
457,Salz::N,salt,sol
458,Suppe::N,soppa,lem'
459,Suppe::N,soppa,keitoz
460,Honig::N,honung,mezi
461,Milch::N,mjölk,maid
462,Tee::N,te,čai
463,Leder::N,läder,nahk
464,Wolle::N,ull,vill
465,Wolle::N,ylle,vill
466,Stoff::N,tyg,kangaz
467,Stoff::N,stoff,kangaz
468,Nadel::N,nål,negl
469,Faden::N,tråd,nit'
470,Knopf::N,knapp,nübl'
471,Knoten::N,knut,sol'm
472,Farbe::N,färg,muju
473,Kleidung::N,klädsel,sobad
474,Hemd::N,skjorta,paid
475,Kragen::N,krage,kagluz
476,Ärmel::N,ärm,hijam
477,Hose::N,byxor,štanad
478,Gürtel::N,bälte,vö
479,Mütze::N,mössa,šapuk
480,Schuh::N,sko,keng'
481,Stiefel::N,stövel,sapug
482,Ring::N,ring,rengaz
483,Band::N,band,lentaine
484,Kamm::N,kam,suga
485,Spiegel::N,spegel,zerkol
486,Riemen::N,rem,vö
487,Schnur::N,snöre,nor
488,Leine::N,lina,talutimnor
489,Decke::N,täcke,sijakatuz
490,Kissen::N,dyna,pöluz
491,Kissen::N,kudde,pöluz
492,Tuch::N,sjal,paik
493,Handtuch::N,handduk,käzipaik
494,Kraft::N,kraft,vägi
495,Stärke::N,styrka,vahvuz'
496,Gesundheit::N,hälsa,tervhuz
497,Krankheit::N,sjukdom,läžund
498,Schmerz::N,smärta,kibu
499,Wunde::N,sår,čapatez
500,Fieber::N,feber,säru
501,Arznei::N,medicin,zel'l'
502,Arznei::N,läkemedel,zel'l'
503,Brücke::N,bro,sild
504,Brunnen::N,brunn,kaiv
505,Weide::N,bete,omaluine
506,Pfad::N,stig,tehut
507,Weg::N,väg,te
508,Straße::N,gata,te
509,Dorf::N,by,külä
510,Stadt::N,stad,lidn
511,Brief::N,brev,kirjeine
512,Buch::N,bok,kirj
513,Buchstabe::N,bokstav,kirjam
514,Zeitung::N,tidning,lehtez
515,Leben::N,liv,elo
516,Tod::N,död,surm
517,Grab::N,grav,kaum
518,Kirche::N,kyrka,jumalanpert'
519,Sünde::N,synd,grähk
520,Gott::N,gud,jumal
521,Arbeiter::N,arbetare,radnik
522,Chef::N,chef,pämez'
523,Meister::N,mästare,mastar
524,Arzt::N,läkare,lekar'
525,Lehrer::N,lärare,opendai
526,Geld::N,pengar,rahad
527,Geschäft::N,rörelse,biznes
528,Laden::N,affär,lauk
529,Preis::N,pris,arv
530,Ware::N,vara,tavar
531,Nutzen::N,gagn,liža
532,Nutzen::N,nytta,liža
533,Reichtum::N,rikedom,kodielo
534,Reichtum::N,rikedom,kal'huz'
535,Welt::N,värld,mail'm
536,Land::N,land,ma
537,Staat::N,stat,valdkund
538,König::N,kung,kunigaz
539,König::N,konung,kunigaz
540,Macht::N,makt,vald
541,Grenze::N,gräns,röun
542,Krieg::N,krig,soda
543,Feind::N,fiende,vihanik
544,Feind::N,fiende,vastustai
545,Gewalt::N,våld,vägivald
546,Kampf::N,kamp,tora
547,Kampf::N,strid,tora
548,Bogen[Waffe]::N,båge,taug
549,Pfeil::N,pil,nol
550,Gewehr::N,gevär,oružj
551,Fehler::N,fel,viga
552,Lüge::N,lögn,kelastuz
553,Schaden::N,skada,pahuz'
554,Unglück::N,otur,bed
555,Unglück::N,otur,gor'a
556,Unglück::N,olycka,bed
557,Unglück::N,olycka,gor'a
558,Schuld::N,skuld,värhuz'
559,Alter::N,ålder,igä
560,Schluss::N,slut,lop
561,Zeit::N,tid,aig
562,Tag::N,dag,päiv
563,Morgen::N,morgon,homendez
564,Mittag::N,middag,keskpäiv
565,Abend::N,kväll,eht
566,Nacht::N,natt,ö
567,Woche::N,vecka,nedal'
568,Monat::N,månad,ku
569,Jahr::N,år,voz'
570,Frühling::N,vår,keväz'
571,Sommer::N,sommar,keza
572,Herbst::N,höst,sügüz'
573,Winter::N,vinter,tal'v
574,Januar::N,januari,viluku
575,Februar::N,februari,uhoku
576,März::N,mars,keväz'ku
577,April::N,april,sulaku
578,Mai::N,maj,semendku
579,Juni::N,juni,kezaku
580,Juli::N,juli,heinku
581,August::N,augusti,eloku
582,September::N,september,sügüz'ku
583,Oktober::N,oktober,reduku
584,November::N,november,kül'mku
585,Dezember::N,december,tal'vku
586,Montag::N,måndag,ezmärg
587,Dienstag::N,tisdag,tožnarg
588,Mittwoch::N,onsdag,koumanz'päiv
589,Donnerstag::N,torsdag,nellänz'päiv
590,Freitag::N,fredag,pätnič
591,Freitag::N,fredag,videnz'päiv
592,Samstag::N,lördag,sobat
593,Sonntag::N,söndag,pühäpäiv
594,groß::A,stor,sur'
595,groß::A,stor,järed
596,klein::A,liten,pen'
597,klein::A,liten,pičuine
598,lang::A,lång,pit'k
599,kurz::A,kort,lühüd
600,breit::A,bred,leved
601,schmal::A,smal,kaid
602,dicht::A,tät,tihed
603,dick[Gegenstand]::A,tjock,paks
604,dünn::A,tunn,hoik
605,fein::A,fin,hen
606,fest::A,fast,luja
607,fest::A,fast,ninev
608,flach::A,platt,lapak
609,glatt::A,glatt,siled
610,hart::A,hård,kova
611,weich::A,mjuk,pehmed
612,rund::A,rund,kehker
613,spitz::A,toppig,nügu
614,spitz::A,toppig,terav
615,spitz::A,spetsig,nügu
616,spitz::A,spetsig,terav
617,scharf::A,vass,terav
618,scharf::A,skarp,terav
619,stumpf::A,slö,tül'c
620,schwer::A,tung,jüged
621,schön::A,skön,čoma
622,schön::A,vacker,čoma
623,heiß::A,het,räk
624,warm::A,varm,läm'
625,kalt::A,kall,vilu
626,kühl::A,sval,raibak
627,kühl::A,sval,viluhk
628,kühl::A,kylig,raibak
629,kühl::A,kylig,viluhk
630,frisch::A,färsk,lahed
631,feucht::A,fuktig,neps
632,feucht::A,fuktig,toreh
633,nass::A,våt,märg
634,trocken::A,torr,kuiv
635,voll::A,full,täuz'
636,leer::A,tom,joudai
637,offen::A,öppen,avoin
638,offen::A,öppen,avol'jaine
639,geschlossen::A,stängd,saubaline
640,sauber::A,ren,puhtaz
641,schmutzig::A,snuskig,redukaz
642,roh::A,rå,rohk
643,roh::A,rå,toreh
644,reif::A,mogen,küps
645,lecker::A,läcker,magukaz
646,süß::A,söt,maged
647,bitter::A,besk,karged
648,bitter::A,bitter,karged
649,sauer::A,sur,muiged
650,hell::A,ljus,kirkas
651,hell::A,ljus,valgei
652,dunkel::A,mörk,pimed
653,schwarz::A,svart,must
654,weiß::A,vit,vauged
655,rot::A,röd,rusked
656,gelb::A,gul,pakuine
657,blau::A,blå,sinine
658,grün::A,grön,vihand
659,grau::A,grå,hahk
660,bunt::A,brokig,kirjav
661,billig::A,billig,odav
662,teuer::A,dyr,kalliž
663,wertvoll::A,värdefull,arvokas
664,blind::A,blind,soged
665,taub::A,döv,kurdiž
666,kräftig::A,kraftig,vägev
667,stark::A,stark,vahv
668,stark::A,stark,vägekaz
669,schwach::A,svag,väll'
670,fett::A,fet,razvakaz
671,schlank::A,slank,kapos
672,hübsch::A,snygg,čoma
673,hübsch::A,vacker,čoma
674,böse::A,ond,äred
675,böse::A,ond,käred
676,böse::A,elak,äred
677,böse::A,elak,käred
678,dumm::A,dum,el'getoi
679,faul::A,lat,lašk
680,fleißig::A,flitig,radonnavedii
681,geizig::A,snål,ažlak
682,geizig::A,girig,ažlak
683,klug::A,klok,melev
684,klug::A,klok,melekaz
685,geschickt::A,händig,mahtokaz
686,geschickt::A,skicklig,mahtokaz
687,lieb::A,kär,izo
688,lieb::A,kär,sula
689,lieb::A,snäll,izo
690,lieb::A,snäll,sula
691,lustig::A,rolig,ilokaz
692,lustig::A,lustig,ilokaz
693,sanft::A,mild,laskav
694,hungrig::A,hungrig,näl'ghine
695,krank::A,sjuk,läžui
696,nackt::A,naken,alastoi
697,traurig::A,ledsen,opalahine
698,traurig::A,sorgsen,opalahine
699,lebendig::A,levande,eläb
700,gut::A,bra,hüvä
701,schlecht::A,dålig,huba
702,richtig::A,riktig,oiged
703,schlimm::A,illa,paha
704,wahr::A,sann,todesine
705,alt::A,gammal,vanh
706,neu::A,ny,uz'
707,ehemalig::A,forn,edeline
708,ehemalig::A,tidigare,edeline
709,alt[Lebewesen]::A,gammal,ravaz
710,jung::A,ung,nor'
711,arm::A,fattig,gol'l'
712,reich::A,rik,elokaz
713,bekannt::A,känd,tutab
714,berühmt::A,berömd,tetab
715,fremd::A,främmande,veraz
716,verschieden::A,åtskillig,erazvuitte
717,nah::A,nära,läheline
718,fern::A,fjärran,edahaine
719,linker::A,vänster,hura
720,rechter::A,höger,oiged
721,anderer::A,annan,toine
722,erster::A,första,ezmäine
723,zweiter::A,andra,toine
724,dritter::A,tredje,koumanz'
725,letzter::A,sist,jäl'gmäine
726,allein::ADV,allena,üksnäze
727,auf einmal::ADV,på en gång,ühten aigan
728,zusammen::ADV,tillsammans,ühtes
729,lange::ADV,länge,hätken
730,plötzlich::ADV,plötsligt,äkkid
731,sofort::ADV,strax,kerdalaz
732,sofort::ADV,genast,kerdalaz
733,später::ADV,senare,möhemba
734,jetzt::ADV,nu,nügüd'
735,heute::ADV,i dag,tämbei
736,morgen::ADV,i morgon,homen
737,bald::ADV,snart,pigai
738,dann::ADV,då,sid'
739,gestern::ADV,i går,eglai
740,einst::ADV,en gång,ende
741,einst::ADV,en gång,kerdan
742,damals::ADV,då,siloi
743,damals::ADV,den gången,siloi
744,danach::ADV,därefter,sid'
745,vorher::ADV,före,ende
746,vorher::ADV,förut,ende
747,zuerst::ADV,först,ezmäi
748,einmal::ADV,en gång,kerdan
749,manchmal::ADV,ibland,erašti
750,oft::ADV,ofta,paksus
751,immer::ADV,alltid,kaiken
752,niemals::ADV,aldrig,ei nikonz
753,hier::ADV,här,täs
754,hier::ADV,här,tägä
755,hierhin::ADV,hit,tänna
756,von hier::ADV,härifrån,täspäi
757,von hier::ADV,härifrån,sid'päi
758,dort::ADV,där,sigä
759,dorthin::ADV,dit,sinna
760,dorthin::ADV,dit,nakkale
761,geradeaus::ADV,rätt fram,kohtha
762,vorwärts::ADV,fram,edehe
763,vorwärts::ADV,framåt,edehe
764,rückwärts::ADV,baklänges,sel'gin
765,zurück::ADV,tillbaka,tagaze
766,unten::ADV,nere,alahan
767,unten::ADV,nedanför,alahan
768,hinab::ADV,ned,alaz
769,hinab::ADV,ned,alahaks
770,hinab::ADV,nedåt,alaz
771,hinab::ADV,nedåt,alahaks
772,oben::ADV,ovan,ülähän
773,oben::ADV,ovanpå,ülähän
774,hinauf::ADV,upp,ülez
775,hinauf::ADV,upp,ülähäks
776,hinauf::ADV,uppåt,ülez
777,hinauf::ADV,uppåt,ülähäks
778,überall::ADV,överallt,kaikjal
779,nicht::ADV,ej,ei
780,nicht::ADV,inte,ei
781,ein wenig::ADV,litet,vähän
782,kaum::ADV,knappt,habi
783,kaum::ADV,knappast,habi
784,sehr::ADV,mycket,lujas
785,so::ADV,så,muga
786,so::ADV,så,ninga
787,noch::ADV,än,völ
788,noch::ADV,ännu,völ
789,nur::ADV,bara,järg
790,nur::ADV,bara,vaiše
791,nur::ADV,endast,järg
792,nur::ADV,endast,vaiše
793,schon::ADV,redan,jo
794,wieder::ADV,åter,möst
795,vergebens::ADV,förgäves,uhtei
796,vor::PRP,utanför,edes
797,hinter::PRP,bakom,taga
798,unter::PRP,under,al
799,durch::PRP,genom,läbi
800,durch::PRP,genom,kal't
801,durch::PRP,igenom,läbi
802,durch::PRP,igenom,kal't
803,neben::PRP,bredvid,rindal
804,neben::PRP,vid sidan av,rindal
805,zwischen::PRP,mellan,keskes
806,wegen::PRP,på grund av,tagut
807,dies::PRN,detta,nece
808,das::PRN,det,se
809,alles::PRN,allt,kaik
810,ich::PRN,jag,minä
811,du::PRN,du,sinä
812,er::PRN,han,hän
813,wir::PRN,vi,mö
814,ihr::PRN,ni,tö
815,sie::PRN,de,hö
816,was::FPRN,vad,mi
817,wer::FPRN,vem,ken
818,wo::FADV,var,kus
819,wohin::FADV,vart,kuna
820,wie::FADV,hur,kut
821,wie::FADV,hur,mit'
822,warum::FADV,varför,mikš
823,wieviel::FNUM,hur mycket,äjak
824,wieviel::FNUM,hur mycket,kuverz'
825,eins::NUM,en,üks'
826,eins::NUM,ett,üks'
827,zwei::NUM,två,kaks'
828,drei::NUM,tre,koume
829,vier::NUM,fyra,nel'l'
830,fünf::NUM,fem,viž
831,sechs::NUM,sex,kuz'
832,sieben::NUM,sju,seičeme
833,acht::NUM,åtta,kahesa
834,neun::NUM,nio,ühesa
835,zehn::NUM,tio,kümne
836,elf::NUM,elva,üks'toštkümne
837,zwölf::NUM,tolv,kaks'toštkümne
838,zwanzig::NUM,tjugo,kaks'kümne
839,dreißig::NUM,trettio,koumekümne
840,vierzig::NUM,fyrtio,nel'l'kümne
841,fünfzig::NUM,femtio,vižkümne
842,sechzig::NUM,sextio,kuz'kümne
843,siebzig::NUM,sjuttio,seičemekümne
