,Concept_ID,cy,fi
124,Höhle::N,ogof,luola
125,Abhang::N,llethr,rinne
126,Quelle::N,tarddiad,lähde
127,Quelle::N,ffynhonnell,lähde
128,Bach::N,nant,puro
129,Bach::N,afonig,puro
130,Bach::N,cornant,puro
131,Fluss::N,afon,joki
132,Ufer::N,glan,ranta
133,Küste::N,traeth,rannikko
134,Küste::N,arfordir,rannikko
135,Festland::N,tir,manner
136,Meer::N,môr,meri
137,Bucht::N,bae,lahti
138,Insel::N,ynys,saari
139,Blume::N,blodyn,kukka
140,Gras::N,glaswellt,ruoho
141,Wurzel::N,gwreiddyn,juuri
142,Baum::N,coeden,puu
143,Stamm::N,colfen,runko
144,Stamm::N,boncyff,runko
145,Rinde::N,rhisgl,kuori
146,Rinde::N,rhisgl,parkki
147,Ast::N,cangen,oksa
148,Zweig::N,cainc,haara
149,Zweig::N,cangen,haara
150,Blatt::N,deilen,lehti
151,Birke::N,bedwen,koivu
152,Kiefer[Baum]::N,pinwydden,mänty
153,Kiefer[Baum]::N,pinwydden,petäjä
154,Weide[Baum]::N,helygen,paju
155,Tanne::N,ffynidwydden,kuusi
156,Horn::N,corn,sarvi
157,Feder::N,plufyn,sulka
158,Feder::N,plufyn,höyhen
159,Fell::N,ffwr,talja
160,Flügel::N,adain,siipi
161,Klaue::N,crafanc,kynsi
162,Kralle::N,ewin,kynsi
163,Schwanz::N,cwt,häntä
164,Schwanz::N,cwt,pyrstö
165,Schwanz::N,cynffon,häntä
166,Schwanz::N,cynffon,pyrstö
167,Ei::N,wy,muna
168,Nest::N,nyth,pesä
169,Bau::N,ffau,pesä
170,Tier::N,anifail,eläin
171,Herde::N,praidd,lauma
172,Herde::N,diadell,lauma
173,Kuh::N,buwch,lehmä
174,Bulle::N,tarw,sonni
175,Pferd::N,ceffyl,hevonen
176,Schaf::N,dafad,lammas
177,Schwein::N,mochyn,sika
178,Hund::N,ci,koira
179,Katze::N,cath,kissa
180,Bär::N,arth,karhu
181,Eichhörnchen::N,gwiwer,orava
182,Elch::N,elc,hirvi
183,Fuchs::N,cadno,kettu
184,Hase::N,ysgyfarnog,jänis
185,Maus::N,llygoden,hiiri
186,Wolf::N,blaidd,susi
187,Vogel::N,aderyn,lintu
188,Schwarm::N,haid,parvi
189,Huhn::N,cyw,kana
190,Hahn::N,ceiliog,kukko
191,Gans::N,gŵydd,hanhi
192,Adler::N,eryr,kotka
193,Ente::N,hwyad,ankka
194,Eule::N,tylluan,pöllö
195,Kranich::N,garan,kurki
196,Kranich::N,crychydd,kurki
197,Krähe::N,brân,varis
198,Kuckuck::N,cog,käki
199,Kuckuck::N,cwcw,käki
200,Schwan::N,alarch,joutsen
201,Fisch::N,pysgod,kala
202,Barsch::N,draenog,ahven
203,Hecht::N,penhwyad,hauki
204,Schlange[Tier]::N,neidr,käärme
205,Wurm::N,abwydyn,mato
206,Wurm::N,pryf genwair,mato
207,Spinne::N,cor,hämähäkki
208,Spinne::N,pryf copyn,hämähäkki
209,Ameise::N,morgrugyn,muurahainen
210,Laus::N,lleuen,täi
211,Mücke::N,gwybedyn,sääski
212,Mücke::N,gwybedyn,hyttynen
213,Fliege::N,cleren,kärpänen
214,Schmetterling::N,glöyn byw,perhonen
215,Schmetterling::N,iâr fach yr haf,perhonen
216,Beere::N,aeronen,marja
217,Apfel::N,afal,omena
218,Pilz::N,madarch,sieni
219,Zwiebel::N,nionyn,sipuli
220,Zwiebel::N,winwnsyn,sipuli
221,Saat::N,had,siemenet
222,Korn::N,grawn,jyvä
223,Korn::N,grawn,vilja
224,Heu::N,gwair,heinä
225,Schale::N,croen,kuori
226,Schale::N,plisgyn,kuori
227,Grube::N,pwll,kuoppa
228,Grube::N,pydew,kuoppa
229,Falle::N,magl,loukku
230,Schlinge::N,cwlwm rhedeg,ansa
231,Spur::N,ôl,jälki
232,Asche::N,lludw,tuhka
233,Dreck::N,baw,lika
234,Dreck::N,budreddi,lika
235,Eisen::N,haearn,rauta
236,Gold::N,aur,kulta
237,Silber::N,arian,hopea
238,Kohle::N,glo,hiili
239,Glas::N,gwydr,lasi
240,Lehm::N,clai,savi
241,Sand::N,tywod,hiekka
242,Mensch::N,dyn,ihminen
243,Mann::N,dyn,mies
244,Frau::N,merch,nainen
245,Frau::N,gwraig,nainen
246,Kind::N,plentyn,lapsi
247,Junge::N,hogyn,poika
248,Junge::N,bachgen,poika
249,Mädchen::N,merch,tyttö
250,Mädchen::N,geneth,tyttö
251,Familie::N,teulu,perhe
252,Familie::N,tylwyth,perhe
253,Großvater::N,taid,isoisä
254,Großvater::N,tad-cu,isoisä
255,Großmutter::N,nain,isoäiti
256,Großmutter::N,mam-gu,isoäiti
257,Eltern::N,rhieni,vanhemmat
258,Vater::N,tad,isä
259,Mutter::N,mam,äiti
260,Sohn::N,mab,poika
261,Tochter::N,merch,tytär
262,Bruder::N,brawd,veli
263,Schwester::N,chwaer,sisko
264,Onkel::N,ewythr,eno
265,Onkel::N,ewythr,setä
266,Tante::N,modryb,täti
267,Ehemann::N,gŵr,mies
268,Ehemann::N,gŵr,aviomies
269,Ehefrau::N,gwraig,vaimo
270,Ehefrau::N,gwraig,aviovaimo
271,Freude::N,gorfoledd,ilo
272,Freude::N,gorfoledd,riemu
273,Gelächter::N,chwerthin,nauru
274,Glück::N,hapusrwydd,onni
275,Kummer::N,galar,suru
276,Kummer::N,galar,murhe
277,Wunsch::N,dymuniad,toive
278,Wunsch::N,dymuniad,toivomus
279,Lust::N,chwant,himo
280,Geist::N,ysbryd,henki
281,Gedanke::N,meddwl,aate
282,Gedanke::N,meddwl,ajatus
283,Gedächtnis::N,cof,muisti
284,Verstand::N,meddwl,äly
285,Verstand::N,meddwl,järki
286,Verstand::N,meddwl,ymmärrys
287,Sinn::N,ystyr,merkitys
288,Grund::N,achos,syy
289,Grund::N,achos,peruste
290,Grund::N,rheswm,syy
291,Grund::N,rheswm,peruste
292,Wahrheit::N,gwir,tosi
293,Wahrheit::N,gwir,totuus
294,Wahrheit::N,gwirionedd,tosi
295,Wahrheit::N,gwirionedd,totuus
296,Gespräch::N,sgwrs,puhelu
297,Gespräch::N,sgwrs,keskustelu
298,Märchen::N,chwedl werin,satu
299,Erzählung::N,stori,tarina
300,Erzählung::N,stori,kertomus
301,Nachricht::N,neges,tieto
302,Nachricht::N,neges,ilmoitus
303,Neuigkeit::N,newydd,uutinen
304,Name::N,enw,nimi
305,Rätsel::N,pos,arvoitus
306,Rede::N,araith,puhe
307,Sprache::N,iaith,kieli
308,Stimme::N,llais,ääni
309,Wort::N,gair,sana
310,Zeichen::N,arwydd,merkki
311,Ruf::N,galwad,kutsu
312,Lärm::N,trwst,melu
313,Lärm::N,trwst,hälinä
314,Laut::N,sain,ääni
315,Ton::N,tôn,sävel
316,Lied::N,cân,laulu
317,Ruhe::N,tawelwch,lepo
318,Ruhe::N,tawelwch,rauha
319,Leute::N,pobl,väki
320,Leute::N,pobl,ihmiset
321,Volk::N,pobl,kansa
322,Arbeit::N,gwaith,työ
323,Gast::N,gwestai,vieras
324,Geschenk::N,rhodd,lahja
325,Geschenk::N,anrheg,lahja
326,Spiel::N,chwarae,peli
327,Spiel::N,chwarae,leikki
328,Gesellschaft::N,cwmni,seura
329,Hilfe::N,cymorth,apu
330,Freund::N,cyfaill,ystävä
331,Kamerad::N,cydymaith,toveri
332,Angelegenheit::N,pwnc,asia
333,Anzahl::N,cyfrif,lukumäärä
334,Art::N,bath,laji
335,Stück::N,darn,pala
336,Stück::N,darn,kappale
337,Teil::N,rhan,osa
338,Hälfte::N,hanner,puoli
339,Kreis::N,cylch,ympyrä
340,Kreuz::N,croes,risti
341,Linie::N,llinell,viiva
342,Strich::N,strôc,piirto
343,Strich::N,trawiad,piirto
344,Abstand::N,bwlch,väli
345,Abstand::N,bwlch,väljyys
346,Abstand::N,pellter,väli
347,Abstand::N,pellter,väljyys
348,Entfernung::N,pellter,etäisyys
349,Gegend::N,cylch,seutu
350,Platz::N,lle,tila
351,Ort::N,lle,kohta
352,Ort::N,lle,paikka
353,Seite::N,ochr,sivu
354,Seite::N,ochr,kylki
355,Mitte::N,canol,keskus
356,Mitte::N,canol,puoliväli
357,Gegenstand::N,eitem,kalu
358,Gegenstand::N,eitem,esine
359,Sache::N,peth,asia
360,Rand::N,cwr,ääri
361,Rand::N,cwr,syrjä
362,Rand::N,ymyl,ääri
363,Rand::N,ymyl,syrjä
364,Kante::N,min,särmä
365,Kante::N,ymyl,särmä
366,Ecke::N,cornel,nurkka
367,Spitze::N,blaen,terä
368,Spitze::N,blaen,kärki
369,Ende::N,pen,pää
370,Ende::N,pen,perä
371,Loch::N,twll,kolo
372,Loch::N,twll,reikä
373,Winkel::N,congl,kulma
374,Muster::N,patrwm,kuvio
375,Größe::N,maint,koko
376,Größe::N,maint,suuruus
377,Größe::N,maintioli,koko
378,Größe::N,maintioli,suuruus
379,Länge::N,hyd,pituus
380,Höhe::N,uchder,korkeus
381,Gewicht::N,pwysau,paino
382,Menge::N,swm,määrä
383,Menge::N,maint,määrä
384,Haufen::N,pentwr,kasa
385,Reihe::N,rhes,rivi
386,Boot::N,cwch,vene
387,Ruder::N,rhwyf,airo
388,Schlitten::N,sled,reki
389,Schlitten::N,sled,kelkka
390,Schlitten::N,car llusg,reki
391,Schlitten::N,car llusg,kelkka
392,Ski::N,sgi,suksi
393,Lagerfeuer::N,coelcerth,nuotio
394,Last::N,llwyth,kuorma
395,Gang::N,tro,kulku
396,Gang::N,tro,käynti
397,Schritt::N,cam,askel
398,Norden::N,gogledd,pohjoinen
399,Süden::N,de,etelä
400,Westen::N,gorllewin,länsi
401,Osten::N,dwyrain,itä
402,Holz::N,pren,puu
403,Brett::N,bwrdd,lauta
404,Brett::N,astell,lauta
405,Platte::N,llech,levy
406,Stütze::N,ateg,noja
407,Stütze::N,cynhalydd,noja
408,Stange::N,polyn,tanko
409,Stock::N,ffon,keppi
410,Stock::N,brigyn,keppi
411,Stab::N,ffon,sauva
412,Stab::N,ffon,seiväs
413,Rohr::N,pibell,putki
414,Haus::N,tŷ,talo
415,Heim::N,cartref,koti
416,Ofen::N,stof,uuni
417,Fußboden::N,llawr,lattia
418,Tisch::N,bwrdd,pöytä
419,Stuhl::N,cadair,tuoli
420,Wiege::N,crud,kehto
421,Bett::N,gwely,sänky
422,Regal::N,silff,hylly
423,Kiste::N,bocs,arkku
424,Kiste::N,bocs,kirstu
425,Kiste::N,bocs,laatikko
426,Kiste::N,blwch,arkku
427,Kiste::N,blwch,kirstu
428,Kiste::N,blwch,laatikko
429,Fenster::N,ffenestr,ikkuna
430,Tür::N,drws,ovi
431,Tor::N,porth,portti
432,Zaun::N,ffens,aita
433,Dach::N,to,katto
434,Leiter::N,ysgol,tikkaat
435,Leiter::N,ysgol,tikapuut
436,Besen::N,ysgub,luuta
437,Spaten::N,rhaw,lapio
438,Schaufel::N,rhaw,lapio
439,Gabel::N,fforc,haarukka
440,Löffel::N,llwy,lusikka
441,Messer::N,cyllell,veitsi
442,Nagel::N,hoel,naula
443,Netz::N,gwe,verkko
444,Netz::N,rhwyd,verkko
445,Haken::N,bach,haka
446,Haken::N,bach,koukku
447,Griff::N,carn,ripa
448,Griff::N,carn,kahva
449,Schloss::N,clo,lukko
450,Bild::N,llun,kuva
451,Bild::N,pictiwr,kuva
452,Figur::N,ffigur,kuvio
453,Puppe::N,dol,nukke
454,Beutel::N,cwd,pussi
455,Bündel::N,bwndel,nippu
456,Bündel::N,bwndel,kimppu
457,Bündel::N,coflaid,nippu
458,Bündel::N,coflaid,kimppu
459,Tasche::N,cod,laukku
460,Eimer::N,bwced,sanko
461,Eimer::N,bwced,ämpäri
462,Eimer::N,cunnog,sanko
463,Eimer::N,cunnog,ämpäri
464,Deckel::N,caead,kansi
465,Geschirr::N,llestri,astia
466,Sack::N,sach,säkki
467,Tasse::N,cwpan,kuppi
468,Topf::N,pot,pata
469,Topf::N,crochan,pata
470,Kessel::N,tegell,kattila
471,Essen::N,pryd o fwyd,syönti
472,Nahrung::N,bwyd,ruoka
473,Nahrung::N,bwyd,ravinto
474,Speise::N,saig,ruoka
475,Fleisch::N,cig,liha
476,Getreide::N,ŷd,vilja
477,Getreide::N,llafur,vilja
478,Brei::N,uwd,puuro
479,Brot::N,bara,leipä
480,Scheibe::N,tafell,viipale
481,Fett::N,saim,rasva
482,Fett::N,braster,rasva
483,Butter::N,ymenyn,voi
484,Öl::N,olew,öljy
485,Salz::N,halen,suola
486,Suppe::N,cawl,keitto
487,Honig::N,mêl,hunaja
488,Milch::N,llaeth,maito
489,Milch::N,llefrith,maito
490,Tee::N,te,tee
491,Leder::N,lledr,nahka
492,Wolle::N,gwlân,villa
493,Stoff::N,lliain,kangas
494,Stoff::N,brethyn,kangas
495,Nadel::N,nodwydd,neula
496,Faden::N,edau,lanka
497,Faden::N,edefyn,lanka
498,Knopf::N,botwm,nappi
499,Knoten::N,cwlwm,solmu
500,Farbe::N,paent,maali
501,Kleidung::N,dillad,vaatteet
502,Kleidung::N,gwisgoedd,vaatteet
503,Hemd::N,crys,paita
504,Kragen::N,coler,kaulus
505,Ärmel::N,llawes,hiha
506,Hose::N,trowsus,housut
507,Gürtel::N,gwregys,vyö
508,Mütze::N,cap,lakki
509,Schuh::N,esgid,kenkä
510,Stiefel::N,botasen,saapas
511,Ring::N,modrwy,sormus
512,Band::N,rhuban,nauha
513,Kamm::N,crib,kampa
514,Spiegel::N,drych,peili
515,Riemen::N,strap,hihna
516,Schnur::N,llinyn,naru
517,Schnur::N,llinyn,nuora
518,Leine::N,tennyn,talutushihna
519,Decke::N,blanced,peite
520,Decke::N,gwrthban,peite
521,Kissen::N,clustog,tyyny
522,Kissen::N,clustog,pielus
523,Kissen::N,gobennydd,tyyny
524,Kissen::N,gobennydd,pielus
525,Tuch::N,sgarff,huivi
526,Handtuch::N,tywel,pyyheliina
527,Handtuch::N,lliain sychu,pyyheliina
528,Kraft::N,grym,väki
529,Kraft::N,grym,voima
530,Stärke::N,nerth,vahvuus
531,Stärke::N,cryfder,vahvuus
532,Gesundheit::N,iechyd,terveys
533,Krankheit::N,afiechyd,tauti
534,Krankheit::N,afiechyd,sairaus
535,Krankheit::N,anhwylder,tauti
536,Krankheit::N,anhwylder,sairaus
537,Schmerz::N,poen,kipu
538,Schmerz::N,poen,särky
539,Schmerz::N,gwayw,kipu
540,Schmerz::N,gwayw,särky
541,Wunde::N,clwyf,haava
542,Fieber::N,twymyn,kuume
543,Arznei::N,meddyginiaeth,lääke
544,Brücke::N,pont,silta
545,Brunnen::N,ffynnon,kaivo
546,Weide::N,porfa,laidun
547,Pfad::N,llwybr,polku
548,Weg::N,ffordd,tie
549,Straße::N,heol,katu
550,Straße::N,ffordd,katu
551,Dorf::N,pentref,kylä
552,Stadt::N,tref,kaupunki
553,Brief::N,llythyr,kirje
554,Buch::N,llyfr,kirja
555,Buchstabe::N,llythyren,kirjain
556,Zeitung::N,papur newydd,lehti
557,Zeitung::N,papur newydd,sanomalehti
558,Leben::N,bywyd,elo
559,Leben::N,bywyd,elämä
560,Tod::N,marwolaeth,kuolema
561,Grab::N,bedd,hauta
562,Kirche::N,eglwys,kirkko
563,Sünde::N,pechod,synti
564,Gott::N,duw,jumala
565,Arbeiter::N,gweithiwr,työläinen
566,Chef::N,pennaeth,päällikkö
567,Meister::N,meistr,mestari
568,Arzt::N,meddyg,lääkäri
569,Lehrer::N,athro,opettaja
570,Geld::N,pres,raha
571,Geld::N,arian,raha
572,Geschäft::N,busnes,liike
573,Laden::N,siop,puoti
574,Laden::N,siop,kauppa
575,Preis::N,pris,hinta
576,Ware::N,nwydd,tavara
577,Nutzen::N,elw,hyöty
578,Nutzen::N,budd,hyöty
579,Reichtum::N,cyfoeth,rikkaus
580,Welt::N,byd,maailma
581,Land::N,gwlad,maa
582,Staat::N,gwladwriaeth,valtio
583,König::N,brenin,kuningas
584,Macht::N,grym,mahti
585,Macht::N,awdurdod,mahti
586,Grenze::N,ffin,raja
587,Grenze::N,goror,raja
588,Krieg::N,rhyfel,sota
589,Feind::N,gelyn,vihollinen
590,Gewalt::N,ffyrnigrwydd,väkivalta
591,Kampf::N,brwydr,taistelu
592,Bogen[Waffe]::N,bwa,jousi
593,Pfeil::N,saeth,nuoli
594,Gewehr::N,dryll,kivääri
595,Fehler::N,gwall,vika
596,Fehler::N,gwall,virhe
597,Fehler::N,camgymeriad,vika
598,Fehler::N,camgymeriad,virhe
599,Lüge::N,celwydd,valhe
600,Lüge::N,anwiredd,valhe
601,Schaden::N,niwed,vaurio
602,Schaden::N,niwed,vahinko
603,Schaden::N,difrod,vaurio
604,Schaden::N,difrod,vahinko
605,Unglück::N,anffawd,vahinko
606,Unglück::N,anffawd,onnettomuus
607,Schuld::N,bai,syy
608,Alter::N,oed,ikä
609,Schluss::N,diwedd,loppu
610,Zeit::N,amser,aika
611,Tag::N,dydd,päivä
612,Tag::N,diwrnod,päivä
613,Morgen::N,bore,aamu
614,Morgen::N,bore,huomen
615,Mittag::N,nawn,keskipäivä
616,Abend::N,noswaith,ilta
617,Nacht::N,nos,yö
618,Woche::N,wythnos,viikko
619,Monat::N,mis,kuukausi
620,Jahr::N,blwyddyn,vuosi
621,Frühling::N,gwanwyn,kevät
622,Sommer::N,haf,kesä
623,Herbst::N,hydref,syksy
624,Winter::N,gaeaf,talvi
625,Januar::N,Ionawr,tammikuu
626,Februar::N,Chwefror,helmikuu
627,März::N,Mawrth,maaliskuu
628,April::N,Ebrill,huhtikuu
629,Mai::N,Mai,toukokuu
630,Juni::N,Mehefin,kesäkuu
631,Juli::N,Gorffennaf,heinäkuu
632,August::N,Awst,elokuu
633,September::N,Medi,syyskuu
634,Oktober::N,Hydref,lokakuu
635,November::N,Tachwedd,marraskuu
636,Dezember::N,Rhagfyr,joulukuu
637,Montag::N,dydd Llun,maanantai
638,Dienstag::N,dydd Mawrth,tiistai
639,Mittwoch::N,dydd Mercher,keskiviikko
640,Donnerstag::N,dydd Iau,torstai
641,Freitag::N,dydd Gwener,perjantai
642,Samstag::N,dydd Sadwrn,lauantai
643,Sonntag::N,dydd Sul,sunnuntai
644,groß::A,mawr,iso
645,groß::A,mawr,suuri
646,klein::A,bach,pieni
647,lang::A,hir,pitkä
648,kurz::A,byr,lyhyt
649,kurz::A,cwta,lyhyt
650,breit::A,llydan,leveä
651,schmal::A,cul,kapea
652,dicht::A,dwys,taaja
653,dick[Gegenstand]::A,trwchus,paksu
654,dünn::A,tenau,ohut
655,fein::A,main,hieno
656,fest::A,cadarn,luja
657,flach::A,gwastad,litteä
658,flach::A,gwastad,tasainen
659,glatt::A,llyfn,sileä
660,glatt::A,llyfn,siloinen
661,hart::A,caled,kova
662,weich::A,meddal,pehmeä
663,rund::A,crwn,pyöreä
664,spitz::A,pigfain,terävä
665,scharf::A,miniog,terävä
666,stumpf::A,pŵl,tylsä
667,schwer::A,trwm,raskas
668,schwer::A,trwm,painava
669,schön::A,teg,kaunis
670,schön::A,hardd,kaunis
671,schön::A,prydferth,kaunis
672,heiß::A,poeth,kuuma
673,warm::A,twym,lämmin
674,warm::A,cynnes,lämmin
675,kalt::A,oer,kylmä
676,kalt::A,oer,viluinen
677,kühl::A,oeraidd,viileä
678,frisch::A,iach,tuore
679,feucht::A,llaith,kostea
680,nass::A,gwlyb,märkä
681,trocken::A,sych,kuiva
682,voll::A,llawn,täysi
683,leer::A,gwag,tyhjä
684,offen::A,agored,avonainen
685,geschlossen::A,caead,suljettu
686,geschlossen::A,caeëdig,suljettu
687,sauber::A,glân,puhdas
688,schmutzig::A,budr,likainen
689,schmutzig::A,brwnt,likainen
690,roh::A,amrwd,raaka
691,reif::A,aeddfed,kypsä
692,lecker::A,blasus,herkullinen
693,lecker::A,danteithiol,herkullinen
694,süß::A,melys,makea
695,bitter::A,chwerw,karvas
696,bitter::A,chwerw,kitkerä
697,sauer::A,sur,hapan
698,hell::A,disglair,kirkas
699,hell::A,disglair,valoisa
700,dunkel::A,tywyll,pimeä
701,schwarz::A,du,musta
702,weiß::A,gwyn,valkea
703,rot::A,coch,punainen
704,gelb::A,melyn,keltainen
705,blau::A,glas,sininen
706,grün::A,gwyrdd,vihreä
707,grau::A,llwyd,harmaa
708,bunt::A,lliwgar,kirjava
709,billig::A,rhad,halpa
710,billig::A,rhad,huokea
711,teuer::A,drud,kallis
712,wertvoll::A,gwerthfawr,arvokas
713,blind::A,dall,sokea
714,taub::A,byddar,kuuro
715,kräftig::A,nerthol,väkevä
716,kräftig::A,nerthol,voimakas
717,kräftig::A,grymus,väkevä
718,kräftig::A,grymus,voimakas
719,stark::A,cryf,vahva
720,stark::A,cadarn,vahva
721,schwach::A,gwan,heikko
722,fett::A,tew,lihava
723,schlank::A,main,hoikka
724,schlank::A,main,solakka
725,hübsch::A,tlws,soma
726,hübsch::A,tlws,sievä
727,böse::A,drwg,paha
728,böse::A,drwg,häijy
729,dumm::A,twp,tyhmä
730,dumm::A,twp,typerä
731,faul::A,diog,laiska
732,fleißig::A,dyfal,ahkera
733,geizig::A,crintach,saita
734,geizig::A,cybyddlyd,saita
735,klug::A,deallus,älykäs
736,geschickt::A,medrus,taitava
737,geschickt::A,deheuig,taitava
738,lieb::A,hoff,rakas
739,lieb::A,annwyl,rakas
740,lustig::A,llon,hauska
741,lustig::A,llon,iloinen
742,sanft::A,mwyn,lauha
743,sanft::A,mwyn,lempeä
744,hungrig::A,newynog,nälkäinen
745,krank::A,sâl,sairas
746,krank::A,gwael,sairas
747,nackt::A,noeth,alaston
748,traurig::A,trist,surullinen
749,traurig::A,trist,murheellinen
750,lebendig::A,yn fyw,elävä
751,gut::A,da,hyvä
752,schlecht::A,drwg,paha
753,schlecht::A,drwg,huono
754,schlecht::A,gwael,paha
755,schlecht::A,gwael,huono
756,richtig::A,cywir,oikea
757,schlimm::A,enbyd,paha
758,wahr::A,gwir,tosi
759,alt::A,hen,vanha
760,neu::A,newydd,uusi
761,ehemalig::A,blaenorol,entinen
762,ehemalig::A,blaenorol,muinainen
763,alt[Lebewesen]::A,oedrannus,vanha
764,jung::A,ifanc,nuori
765,arm::A,tlawd,köyhä
766,reich::A,cyfoethog,rikas
767,bekannt::A,cynefin,tuttu
768,bekannt::A,cynefin,tunnettu
769,bekannt::A,cyfarwydd,tuttu
770,bekannt::A,cyfarwydd,tunnettu
771,berühmt::A,enwog,kuuluisa
772,fremd::A,estron,vieras
773,verschieden::A,gwahanol,eri
774,verschieden::A,gwahanol,erilainen
775,nah::A,agos,läheinen
776,fern::A,pell,etäinen
777,linker::A,aswy,vasen
778,linker::A,chwith,vasen
779,rechter::A,de,oikea
780,rechter::A,deau,oikea
781,anderer::A,arall,muu
782,anderer::A,arall,toinen
783,erster::A,cyntaf,ensimmäinen
784,zweiter::A,ail,toinen
785,dritter::A,trydydd,kolmas
786,letzter::A,olaf,viimeinen
787,allein::ADV,unig,yksin
788,allein::ADV,ar ei ben ei hun,yksin
789,auf einmal::ADV,ar yr un pryd,yhdellä kertaa
790,zusammen::ADV,ynghyd,yhdessä
791,zusammen::ADV,gyda'i gilydd,yhdessä
792,lange::ADV,amser hir,kauan
793,lange::ADV,amser hir,pitkään
794,plötzlich::ADV,yn sydyn,äkkiä
795,sofort::ADV,ar unwaith,heti
796,später::ADV,yn ddiweddarach,myöhemmin
797,jetzt::ADV,yn awr,nyt
798,heute::ADV,heddiw,tänään
799,morgen::ADV,yfory,huomenna
800,bald::ADV,yn fuan,pian
801,bald::ADV,gyda hyn,pian
