,Concept_ID,ku,br
478,Macht::N,destihilat,galloud
479,Grenze::N,kevî,harzoù
480,Krieg::N,çeng,brezel
481,Krieg::N,sêwaş,brezel
482,Feind::N,dijmin,eneber
483,Gewalt::N,zor,tâerder
484,Kampf::N,şer,kann
485,Bogen[Waffe]::N,kêvan,gwareg
486,Pfeil::N,çîrik,saezh
487,Gewehr::N,tifing,fuzuilh
488,Fehler::N,şaşî,fazi
489,Lüge::N,derew,gaou
490,Schaden::N,xisar,gwall
491,Unglück::N,bêbextî,gwalleur
492,Schuld::N,suç,kablusted
493,Schuld::N,suç,pec'hedigezh
494,Alter::N,temen,oad
495,Schluss::N,girtin,diwezh
496,Zeit::N,çax,amzer
497,Tag::N,roj,deizh
498,Morgen::N,sibeh,beure
499,Morgen::N,sibeh,mintin
500,Mittag::N,nîro,kreisteiz
501,Abend::N,êvar,abardaez
502,Nacht::N,şev,noz
503,Woche::N,heftî,sizhun
504,Monat::N,meh,miz
505,Jahr::N,sal,bloaz
506,Frühling::N,bihar,nevezamzer
507,Sommer::N,havîn,hañv
508,Herbst::N,payîz,diskaramzer
509,Winter::N,zistan,goañv
510,Januar::N,çile,Genver
511,Februar::N,sibat,C'hwevrer
512,März::N,adar,Meurzh
513,April::N,nîsan,Ebrel
514,Mai::N,gûlan,Mae
515,Juni::N,hezîran,Mezheven
516,Juli::N,tîmeh,Gouhere
517,August::N,tebax,Eost
518,September::N,îlon,Gwengolo
519,Oktober::N,çotmeh,Here
520,November::N,mijdar,Du
521,Dezember::N,kanûn,Kerzu
522,Montag::N,duşemb,Lun
523,Dienstag::N,sêşem,Meurzh
524,Mittwoch::N,çarşemb,Merc'her
525,Donnerstag::N,pêşemb,Yaou
526,Freitag::N,în,Gwener
527,Samstag::N,şemî,Sadorn
528,Sonntag::N,yekşemb,Sul
529,groß::A,mezin,bras
530,klein::A,çûçik,bihan
531,lang::A,dirêj,hir
532,kurz::A,kin,berr
533,breit::A,fireh,ledan
534,schmal::A,tenik,strizh
535,dicht::A,gir,stank
536,dick[Gegenstand]::A,şîşman,tev
537,dünn::A,zirav,moan
538,fein::A,tenik,munut
539,fest::A,saxlem,start
540,flach::A,pahn,plaen
541,glatt::A,dûz,lintr
542,glatt::A,dûz,levn
543,glatt::A,şayîk,lintr
544,glatt::A,şayîk,levn
545,hart::A,hişk,kalet
546,weich::A,nerm,blot
547,rund::A,gilover,ront
548,spitz::A,pîj,poentet
549,scharf::A,tûj,dremm
550,stumpf::A,ne tûj,talsoc'h
551,schwer::A,giran,pounner
552,schön::A,xweş,kaer
553,schön::A,xweşik,kaer
554,heiß::A,kelandî,tomm
555,warm::A,germ,tomm
556,kalt::A,sar,yen
557,kühl::A,jemîrî,yen
558,frisch::A,ter,fresk
559,feucht::A,şil,gleb
560,nass::A,şilek,gleb
561,trocken::A,zuwa,sec'h
562,voll::A,tijî,leun
563,leer::A,vala,goullo
564,offen::A,vekirî,digor
565,geschlossen::A,asê,serr
566,sauber::A,pakij,naet
567,schmutzig::A,lewitî,lous
568,roh::A,xav,kriz
569,reif::A,gihaştî,darev
570,lecker::A,xweş,lipous
571,lecker::A,xweş,saourus
572,süß::A,şîrîn,dous
573,bitter::A,tahl,c'hwerv
574,sauer::A,tirş,trenk
575,hell::A,ronî,sklaer
576,dunkel::A,tarî,teñval
577,schwarz::A,reş,du
578,weiß::A,sipî,gwenn
579,rot::A,sor,ruz
580,gelb::A,zer,melen
581,blau::A,şîn,glas
582,grün::A,şîn,gwer
583,grau::A,gewr,louet
584,bunt::A,rengîn,liesliv
585,billig::A,erzan,marc'had-mat
586,teuer::A,biha,ker
587,wertvoll::A,hêja,prizius
588,wertvoll::A,giranbiha,prizius
589,blind::A,kor,dall
590,taub::A,kerr,bouzar
591,kräftig::A,gir,start
592,kräftig::A,xurt,start
593,stark::A,xurt,kreñv
594,schwach::A,kesad,gwan
595,fett::A,qelew,lard
596,schlank::A,zirav,sinkl
597,hübsch::A,xweşik,koant
598,böse::A,xerab,gwall
599,böse::A,aciz,gwall
600,dumm::A,gêj,glep
601,faul::A,têmbêl,lezirek
602,fleißig::A,jêhatî,studius
603,geizig::A,destgirtî,tost
604,klug::A,baqil,speredek
605,geschickt::A,zîrek,dornet
606,geschickt::A,ziring,dornet
607,lieb::A,delal,koant
608,lustig::A,kêfxweş,laouen
609,sanft::A,nazenîn,flour
610,hungrig::A,birçî,marnaon
611,krank::A,nexweş,klañv
612,nackt::A,rût,noazh
613,nackt::A,tazî,noazh
614,traurig::A,xemgîn,trist
615,lebendig::A,bisaxî,bev
616,gut::A,baş,mad
617,schlecht::A,xerab,fall
618,schlecht::A,xerab,gwall
619,richtig::A,rast,reizh
620,richtig::A,saxlem,reizh
621,schlimm::A,nebaş,gwall
622,wahr::A,rast,gwir
623,alt::A,pîr,kozh
624,alt::A,kevn,kozh
625,neu::A,nû,nevez
626,ehemalig::A,kevnar,kozh
627,ehemalig::A,peşidar,kozh
628,alt[Lebewesen]::A,pîr,kozh
629,jung::A,xort,yaouank
630,arm::A,feqîr,paour
631,arm::A,desteng,paour
632,reich::A,dewlemend,pinvidik
633,bekannt::A,naskirî,anavezet
634,berühmt::A,navdar,brudet
635,fremd::A,xerîb,dizanav
636,verschieden::A,çîhê,disheñel
637,nah::A,nêzîk,nes
638,fern::A,dûr,diabell
639,linker::A,çepê,kleiz
640,rechter::A,rastê,dehoù
641,anderer::A,yê din,all
642,erster::A,yekemîn,kentañ
643,zweiter::A,duda,eil
644,dritter::A,sisêya,trede
645,letzter::A,paşîn,diwezhañ
646,allein::ADV,tenê,e-unan
647,auf einmal::ADV,jar kê,ar un dro
648,zusammen::ADV,tev,asambles
649,zusammen::ADV,bi hev re,asambles
650,lange::ADV,dirêj,pell
651,plötzlich::ADV,ji nişkave,en un taol
652,sofort::ADV,yekser,diouzhtu
653,später::ADV,paşiyê,diwezhatoc'h
654,jetzt::ADV,nuha,bremañ
655,heute::ADV,îro,hiziv
656,morgen::ADV,sibeh,arc'hoazh
657,bald::ADV,nêzîk,hepdale
658,dann::ADV,paşê,a-c'houde
659,gestern::ADV,do,dec'h
660,einst::ADV,jar ke,gwechall
661,damals::ADV,hîngî,neuze
662,danach::ADV,piştra,goude
663,vorher::ADV,pîşî,diagent
664,zuerst::ADV,bere,da gentañ
665,einmal::ADV,çarik,ur wech
666,manchmal::ADV,çarna,a-wechoù
667,oft::ADV,gelek çaran,alies
668,immer::ADV,daîm,atav
669,immer::ADV,daîm,bepred
670,niemals::ADV,tu çar,gwech ebet
671,hier::ADV,li vir,amañ
672,hierhin::ADV,vir,dre amañ
673,von hier::ADV,ji vir,alemañ
674,dort::ADV,li wê derê,aze
675,dort::ADV,li wê derê,ahont
676,dorthin::ADV,wêda,di
677,dorthin::ADV,wêda,aze
678,dorthin::ADV,wêda,ahont
679,geradeaus::ADV,rastê rast,war-eeun
680,vorwärts::ADV,ber bi pêş,war-raok
681,rückwärts::ADV,paşpê,war-lerc'h
682,zurück::ADV,paşdo,war-dreñv
683,zurück::ADV,paşvê,war-dreñv
684,unten::ADV,jêrî,en traoñ
685,hinab::ADV,berjêr,a-izel
686,oben::ADV,banî,en nec'h
687,hinauf::ADV,banî,e-krec'h
688,überall::ADV,li her derê,dre-holl
689,nicht::ADV,ne,ne ... ket
690,nicht::ADV,nîn,ne ... ket
691,nicht::ADV,tine,ne ... ket
692,ein wenig::ADV,hebkî,un tammig
693,kaum::ADV,tema,a-boan
694,kaum::ADV,himangi,a-boan
695,sehr::ADV,gelek,-tre
696,sehr::ADV,gelek,-kenañ
697,so::ADV,weha,evel-se
698,noch::ADV,hêj,c'hoazh
699,noch::ADV,dîsa,c'hoazh
700,nur::ADV,tenê,hepken
701,nur::ADV,bes,hepken
702,schon::ADV,hew,dija
703,wieder::ADV,jar din,adarre
704,wieder::ADV,dîsa,adarre
705,vergebens::ADV,deya çun,
706,vergebens::ADV,îfleh bûn,
707,vor::PRP,li ber,dirak
708,hinter::PRP,li pişt,a-drek
709,hinter::PRP,li pişt,a-dreñv
710,unter::PRP,li bin,dindan
711,durch::PRP,kura,dre
712,neben::PRP,li ba,e-kichen
713,zwischen::PRP,nabeyne,etre
714,zwischen::PRP,di nav...da,etre
715,wegen::PRP,ji bo,abalamour da
716,wegen::PRP,ji ber,abalamour da
717,dies::PRN,ev,hemañ
718,das::PRN,ev,se
719,das::PRN,ev,hennezh
720,alles::PRN,hemû,pep tra
721,ich::PRN,ez,me
722,du::PRN,tu,te
723,er::PRN,wî,eñ
724,wir::PRN,êm,ni
725,ihr::PRN,hûn,c'hwi
726,sie::PRN,we,int
727,was::FPRN,çi,petra
728,wer::FPRN,ki,piv
729,wo::FADV,li ku dere,pelec'h
730,wohin::FADV,li ku dere,da belec'h
731,wie::FADV,çawa,penaos
732,warum::FADV,çima,perak
733,wieviel::FNUM,çend,pet
734,eins::NUM,yek,unan
735,zwei::NUM,didu,daou
736,drei::NUM,sisê,tri
737,vier::NUM,çar,pevar
738,fünf::NUM,penç,pemp
739,sechs::NUM,şeş,c'hwec'h
740,sieben::NUM,heft,seizh
741,acht::NUM,heşt,eizh
742,neun::NUM,neh,nav
743,zehn::NUM,deh,dek
744,elf::NUM,yazdeh,unnek
745,zwölf::NUM,diwazdeh,daouzek
746,zwanzig::NUM,bîst,ugent
747,dreißig::NUM,sih,tregont
748,vierzig::NUM,çil,daou-ugent
749,fünfzig::NUM,pençi,hanter-kant
750,sechzig::NUM,şêst,tri-ugent
751,siebzig::NUM,heftê,dek ha tri-ugent
752,achtzig::NUM,heştê,pevar-ugent
753,neunzig::NUM,nod,dek ha pevar-ugent
754,hundert::NUM,sêd,kant
755,tausend::NUM,hezar,mil
756,und::CNJ,û,ha
757,oder::CNJ,an,pe
758,oder::CNJ,yan,pe
759,stehen::V,sekinîn,bezañ a-sav
760,sitzen::V,rûniştin,azezañ
761,sitzen::V,rûniştin,bezañ en e goazez
762,liegen::V,paldan,bezañ en e c'hourvez
763,hängen::V,darve kirin,krougañ
764,werden::V,bûn,dazonet
765,passieren::V,hatin holê,c'hoarvezout
766,passieren::V,hatin serê kesî,c'hoarvezout
767,beginnen::V,li dest pêkirin,stagañ
768,enden::V,xalas bû,achuiñ
769,wechseln::V,guherandin,cheñch
770,wechseln::V,dêgiş kirin,cheñch
771,aufgehen[Sonne]::V,hilatin,dirouzañ
772,untergehen[Sonne]::V,çun ava,
773,scheinen[Sonne]::V,şewk de,lugernañ
774,donnern::V,gire-gir,taranal
775,wehen::V,ba le de,c'hwezhañ
776,strömen::V,xwe girtin,deredek
777,fließen::V,herikîn,redek
778,sich drehen::V,xwe zivirandin,troiñ
779,schwanken::V,hejandin,trantellat
780,schwingen::V,libakirin,froumal
781,fallen::V,ketin,kouezhañ
782,brennen::V,şewitîn,deviñ
783,rauchen::V,kişandin,divogedañ
784,regnen::V,bahran tê,glavañ
785,gefrieren::V,qefilandin,reviñ
786,tauen::V,helandin,diskornañ
787,schmelzen::V,helandin,teuziñ
788,trocknen::V,zuwabûn,sec'hañ
789,sieden::V,kelîn,berviñ
790,faulen::V,xerabûn,breinañ
791,verfaulen::V,xerabûn,breinañ
792,reißen::V,jêkirin,darnaouiñ
793,versinken::V,xerq bûn,sodellañ
794,vergehen::V,derbas bûn,tremen
795,erscheinen::V,peyda bûn,donet war-wel
796,verschwinden::V,wendabûn,monet diwar wel
797,sinken::V,noq bûn,en em izelat
798,abnehmen::V,kêm bûn,nebeutaat
799,zunehmen::V,qelew bûn,kreskiñ
800,steigen::V,hildan,sevel
