,Concept_ID,os,it
100,Donner::N,æрвнæрын,tuono
101,Strömung::N,цыд,corrente
102,Tropfen::N,æртах,goccia
103,Schaum::N,фынк,spuma
104,Schaum::N,фынк,schiuma
105,Schmutz::N,цъыф,sudiciume
106,See::N,цад,lago
107,Sumpf::N,цъыфдзаст,palude
108,Moor::N,цъыфдзаст,torbiera
109,Wiese::N,уыгӕрдӕн,prato
110,Wald::N,хъӕд,bosco
111,Wald::N,хъӕд,foresta
112,Hügel::N,обау,colle
113,Hügel::N,обау,collina
114,Hügel::N,къуыбыр,colle
115,Hügel::N,къуыбыр,collina
116,Anhöhe::N,уæлвæз,altura
117,Anhöhe::N,уæлхох,altura
118,Berg::N,хох,monte
119,Berg::N,хох,montagna
120,Gipfel::N,цъупп,cima
121,Höhle::N,лӕгӕт,grotta
122,Höhle::N,лӕгӕт,caverna
123,Abhang::N,къул,pendìo
124,Quelle::N,суадон,sorgente
125,Bach::N,мӕсчъыдон,ruscello
126,Fluss::N,дон,fiume
127,Fluss::N,цӕугӕдон,fiume
128,Ufer::N,был,riva
129,Küste::N,донбыл,costa
130,Festland::N,сурзæхх,terraferma
131,Meer::N,денджыз,mare
132,Bucht::N,донбакæлæн,cala
133,Insel::N,сакъадах,ìsola
134,Blume::N,дидинӕг,fiore
135,Gras::N,кӕрдӕг,erba
136,Wurzel::N,уидаг,radice
137,Baum::N,бӕлас,àlbero
138,Stamm::N,хӕтӕл,tronco
139,Rinde::N,цъар,corteccia
140,Ast::N,арх,ramo
141,Zweig::N,къалиу,ramo
142,Blatt::N,сыф,foglia
143,Birke::N,бæрз,betulla
144,Kiefer[Baum]::N,нӕзы,pino
145,Weide[Baum]::N,хӕрис,sàlice
146,Tanne::N,наз,abete
147,Horn::N,сыкъа,corno
148,Feder::N,сис,penna
149,Fell::N,царм,manto
150,Fell::N,царм,pelame
151,Flügel::N,базыр,ala
152,Klaue::N,ных,grinfia
153,Kralle::N,дзӕмбы,unghia
154,Kralle::N,дзӕмбы,artiglio
155,Schwanz::N,къӕдзил,coda
156,Ei::N,айк,uovo
157,Nest::N,ахстон,nido
158,Bau::N,хуынкъ,covo
159,Tier::N,сырд,bestia
160,Tier::N,сырд,animale
161,Tier::N,цӕрӕгой,bestia
162,Tier::N,цӕрӕгой,animale
163,Herde::N,дзуг,gregge
164,Herde::N,рӕгъау,gregge
165,Kuh::N,хъуг,vacca
166,Bulle::N,гал,toro
167,Pferd::N,бӕх,cavallo
168,Schaf::N,фыс,pècora
169,Schwein::N,хуы,porco
170,Schwein::N,хуы,maiale
171,Hund::N,куыдз,cane
172,Katze::N,гӕды,gatta
173,Bär::N,арс,orso
174,Eichhörnchen::N,æхсæрæг,scoiàttolo
175,Elch::N,цæгатаг саг,alce
176,Fuchs::N,рувас,volpe
177,Hase::N,тæрхъус,lepre
178,Maus::N,мыст,topo
179,Maus::N,мыст,sorcio
180,Wolf::N,бирӕгъ,lupo
181,Vogel::N,цъиу,uccello
182,Vogel::N,маргъ,uccello
183,Schwarm::N,бал,stormo
184,Huhn::N,карк,gallina
185,Hahn::N,уасӕг,gallo
186,Gans::N,хъаз,oca
187,Adler::N,цӕргӕс,àquila
188,Ente::N,ацц,ànatra
189,Eule::N, уыг,gufo
190,Eule::N, уыг,civetta
191,Eule::N,сидахъ,gufo
192,Eule::N,сидахъ,civetta
193,Kranich::N,зырнæг,gru
194,Kranich::N,хърихъупп,gru
195,Krähe::N,халон,cornacchia
196,Kuckuck::N,гаккук,cuccù
197,Kuckuck::N,гаккук,cùculo
198,Schwan::N,доныхъаз,cigno
199,Fisch::N,кӕсаг,pesce
200,Barsch::N,окунь,pèrsico
201,Hecht::N,хихор кӕсаг,luccio
202,Schlange[Tier]::N,калм,serpente
203,Wurm::N,зулкъ,baco
204,Wurm::N,зулкъ,verme
205,Wurm::N,къуыдыргалм,baco
206,Wurm::N,къуыдыргалм,verme
207,Spinne::N,хӕлуарӕг,ragno
208,Ameise::N,мæлдзыг,formica
209,Laus::N,сыст,pidocchio
210,Mücke::N,къогъо,zanzara
211,Fliege::N,бындз,mosca
212,Schmetterling::N,гæлæбу,farfalla
213,Beere::N,гагадыргъ,bacca
214,Apfel::N,фӕткъуы,mela
215,Pilz::N,зокъо,fungo
216,Pilz::N,къозо,fungo
217,Zwiebel::N,хъӕдындз,cipolla
218,Saat::N,тауинаг,semente
219,Saat::N,мыггаг,semente
220,Korn::N,мыггаг,grano
221,Korn::N,тауинаг,grano
222,Heu::N,хос,fieno
223,Schale::N,цъар,buccia
224,Grube::N,урм,cava
225,Grube::N,урм,fossa
226,Grube::N,къахт,cava
227,Grube::N,къахт,fossa
228,Grube::N,дзыхъхъ,cava
229,Grube::N,дзыхъхъ,fossa
230,Falle::N,цъысым,tràppola
231,Falle::N,къӕппӕг,tràppola
232,Schlinge::N,цасм,laccio
233,Spur::N,фæд,traccia
234,Asche::N,фӕнык,cenere
235,Asche::N,ӕртхутӕг,cenere
236,Dreck::N,цъыф,fango
237,Eisen::N,ӕфсӕйнаг,ferro
238,Gold::N,сыгъзӕрин,oro
239,Silber::N,ӕвзист,argento
240,Kohle::N,ӕвзалы,carbone
241,Glas::N,авг,vetro
242,Lehm::N,ӕлыг,argilla
243,Sand::N,змис,arena
244,Sand::N,змис,sabbia
245,Mensch::N,лӕг,uomo
246,Mensch::N,лӕг,èssere umano
247,Mensch::N,адӕймаг,uomo
248,Mensch::N,адӕймаг,èssere umano
249,Mensch::N,удгоймаг,uomo
250,Mensch::N,удгоймаг,èssere umano
251,Mann::N,лӕг,uomo
252,Mann::N,нӕлгоймаг,uomo
253,Frau::N,сылгоймаг,donna
254,Kind::N,сывӕллон,bambino
255,Junge::N,лӕппу,ragazzo
256,Mädchen::N,чызг,ragazza
257,Familie::N,бинонтæ,famiglia
258,Großvater::N,фыдыфыд,nonno
259,Großvater::N,мадыфыд,nonno
260,Großmutter::N,фыды мад,nonna
261,Großmutter::N,мады мад,nonna
262,Eltern::N,ныййарджытæ,genitori
263,Vater::N,фыд,padre
264,Mutter::N,мад,madre
265,Sohn::N,фырт,figlio
266,Tochter::N,чызг,figlia
267,Bruder::N,ӕфсымӕр,fratello
268,Schwester::N,хо,sorella
269,Onkel::N,фыдыфсымӕр,zio
270,Tante::N,мадыхо,zia
271,Ehemann::N,мой,marito
272,Ehefrau::N,ус,moglie
273,Freude::N,цин,gioia
274,Freude::N,цин,piacere
275,Freude::N,циндзинад,gioia
276,Freude::N,циндзинад,piacere
277,Gelächter::N,худын,risata
278,Gelächter::N,худт,risata
279,Gelächter::N,худæг,risata
280,Glück::N,амонд,felicità
281,Kummer::N,хъыг,afflizione
282,Wunsch::N,бӕллиц,desiderio
283,Lust::N,монц,voglia
284,Geist::N,уд,mente
285,Geist::N,уд,spìrito
286,Gedanke::N,хъуыды,idea
287,Gedanke::N,хъуыды,pensiero
288,Gedächtnis::N,мысæн,memoria
289,Gedächtnis::N,мысын,memoria
290,Gedächtnis::N,зæрдылдарын,memoria
291,Verstand::N,зонд,intelletto
292,Sinn::N,нысаниуæг,senso
293,Sinn::N,нысаниуæг,significato
294,Grund::N,ӕфсон,causa
295,Grund::N,ӕфсон,motivo
296,Grund::N,ӕфсон,ragione
297,Wahrheit::N,æцæг,verità
298,Gespräch::N,ныхас,discorso
299,Gespräch::N,ныхас,conversazione
300,Märchen::N,аргъау,fiaba
301,Märchen::N,аргъау,fàvola
302,Erzählung::N,радзырд,racconto
303,Erzählung::N,радзырд,narrazione
304,Nachricht::N,уац,messaggio
305,Neuigkeit::N,хабар,notizia
306,Name::N,ном,nome
307,Rätsel::N,уыци-уыци,indovinello
308,Rätsel::N,базон-базон,indovinello
309,Rede::N,раныхас,discorso
310,Sprache::N,ӕвзаг,lingua
311,Sprache::N,ӕвзаг,linguaggio
312,Stimme::N,хъӕлӕс,voce
313,Wort::N,дзырд,parola
314,Zeichen::N,нысан,segno
315,Zeichen::N,нысан,segnale
316,Ruf::N,сидт,chiamata
317,Lärm::N,уынæр,chiasso
318,Lärm::N,уынæр,strèpito
319,Laut::N,зӕл,suono
320,Laut::N,мыр,suono
321,Ton::N,мыр,tono
322,Lied::N,зарӕг,canto
323,Lied::N,зарӕг,canzone
324,Ruhe::N,æнцой,calma
325,Ruhe::N,æнцой,tranquillità
326,Leute::N,адӕм,gente
327,Volk::N,адӕм,pòpolo
328,Arbeit::N,фӕллой,lavoro
329,Gast::N,уазӕг,òspite
330,Gast::N,уазӕг,invitato
331,Geschenk::N,хуын,regalo
332,Spiel::N,хъазт,gioco
333,Gesellschaft::N,дзыллæ,compagnìa
334,Gesellschaft::N,æхсæнад,compagnìa
335,Hilfe::N,æххуыс,aiuto
336,Hilfe::N,æххуыс,soccorso
337,Hilfe::N,ахъаз,aiuto
338,Hilfe::N,ахъаз,soccorso
339,Freund::N,лымӕн,amico
340,Kamerad::N,ӕмбал,camerata
341,Angelegenheit::N,хъуыддаг,affare
342,Angelegenheit::N,хъуыддаг,faccenda
343,Anzahl::N,бӕрц,nùmero
344,Anzahl::N,бӕрц,quantità
345,Art::N,хуыз,tipo
346,Art::N,хуыз,specie
347,Art::N,хуызад,tipo
348,Art::N,хуызад,specie
349,Stück::N,кæрдих,pezzo
350,Stück::N,комдзаг,pezzo
351,Teil::N,хай,parte
352,Hälfte::N,æрдæг,metà
353,Hälfte::N,æмбис,metà
354,Kreis::N,зиллакк,cìrcolo
355,Kreuz::N,дзуар,croce
356,Linie::N,хахх,lìnea
357,Strich::N,хахх,tratto
358,Abstand::N,æхсæнуат,distanza
359,Entfernung::N,дæрддзæг,distanza
360,Entfernung::N,дæрддзæг,lontananza
361,Entfernung::N,дардцæг,distanza
362,Entfernung::N,дардцæг,lontananza
363,Gegend::N,ран,regione
364,Platz::N,бууат,posto
365,Platz::N,бууат,spazio
366,Ort::N,ран,luogo
367,Ort::N,ран,località
368,Ort::N,бынат,luogo
369,Ort::N,бынат,località
370,Seite::N,фахс,lato
371,Seite::N,фахс,parte
372,Mitte::N,астӕу,mezzo
373,Mitte::N,астӕу,centro
374,Gegenstand::N,дзаума,oggetto
375,Sache::N,дзаума,cosa
376,Rand::N,кӕрон,orlo
377,Rand::N,кӕрон,bordo
378,Kante::N,фӕрск,spìgolo
379,Ecke::N,тигъ,canto
380,Ecke::N,фисын,canto
381,Spitze::N,бырынкъ,punta
382,Ende::N,кӕрон,capo
383,Ende::N,кӕрон,estremità
384,Loch::N,хуынкъ,buco
385,Winkel::N,къуым,àngolo
386,Muster::N,нывæфтыд,disegno
387,Muster::N,кæдзист,disegno
388,Größe::N,ас,taglia
389,Größe::N,ас,grandezza
390,Länge::N,дӕргъ,lunghezza
391,Höhe::N,бæрзонд,altezza
392,Höhe::N,бæрзæнд,altezza
393,Höhe::N,бæрзонддзинад,altezza
394,Gewicht::N,уӕз,peso
395,Menge::N,бӕрц,quantità
396,Haufen::N,кӕри,cùmulo
397,Haufen::N,кӕри,mucchio
398,Reihe::N,рӕнхъ,fila
399,Boot::N,чема,barca
400,Boot::N,чема,battello
401,Ruder::N,къохар,remo
402,Schlitten::N,дзоныгъ,slitta
403,Ski::N,къахдзоныгътæ,sci
404,Ski::N,лыжæтæ,sci
405,Lagerfeuer::N,арт,falò
406,Lagerfeuer::N,арт,fuoco di bivacco
407,Last::N,уаргъ,càrico
408,Gang::N,цыд,andata
409,Schritt::N,санчъех,passo
410,Schritt::N,къахдзӕф,passo
411,Norden::N,цæгат,nord
412,Norden::N,цæгат,settentrione
413,Süden::N,хуссар,sud
414,Süden::N,хуссар,meridione
415,Westen::N,ныгуылæн,òvest
416,Westen::N,ныгуылæн,occidente
417,Osten::N,скæсæн,est
418,Osten::N,скæсæн,oriente
419,Holz::N,хъӕдӕрмӕг,legno
420,Brett::N,фæйнæг,asse
421,Brett::N,фæйнæг,tàvola
422,Platte::N,къӕй,lastra
423,Platte::N,къӕй,piastra
424,Stütze::N,быцæу,supporto
425,Stange::N,хъил,sbarra
426,Stange::N,хъил,pèrtica
427,Stock::N,лӕдзӕг,verga
428,Stock::N,лӕдзӕг,bastone
429,Stock::N,лӕдзӕг,bacchetta
430,Stab::N,хъил,asta
431,Rohr::N,хӕтӕл,tubo
432,Haus::N,хӕдзар,casa
433,Heim::N,къона,casa
434,Ofen::N,пец,stufa
435,Fußboden::N,астӕрд,pavimento
436,Tisch::N,стъол,tàvolo
437,Stuhl::N,бандон,sedia
438,Wiege::N,авдæн,culla
439,Bett::N,сынтӕг,letto
440,Regal::N,тӕрхӕг,scaffale
441,Regal::N,уӕлвӕйнӕг,scaffale
442,Kiste::N,асыкк,cassa
443,Fenster::N,рудзынг,finestra
444,Fenster::N,фæрссаг,finestra
445,Tür::N,дуар,porta
446,Tor::N,кулдуар,portone
447,Zaun::N,æмбонд,recinto
448,Zaun::N,быру,recinto
449,Zaun::N,гæрæн,recinto
450,Dach::N,уӕлхӕдзар,tetto
451,Leiter::N,асин,scala
452,Leiter::N,асин,scala a pioli
453,Besen::N,уисой,scopa
454,Spaten::N,бел,vanga
455,Schaufel::N,æвгæнæн,pala
456,Schaufel::N,кæфой,pala
457,Gabel::N,вилкæ,forchetta
458,Löffel::N,уидыг,cucchiaio
459,Messer::N,кард,coltello
460,Nagel::N,зӕгӕл,chiodo
461,Netz::N,хыз,rete
462,Haken::N,хæдз,uncino
463,Haken::N,хæбырæгъ,uncino
464,Griff::N,фистон,mànico
465,Griff::N,фистон,maniglia
466,Schloss::N,гуыдыр,serratura
467,Bild::N,ныв,quadro
468,Bild::N,ныв,immàgine
469,Figur::N,кæрдгæныв,figura
470,Puppe::N,чындз,bàmbola
471,Beutel::N,дзӕкъул,borsa
472,Beutel::N,дзӕкъул,sacchetto
473,Bündel::N,баст,fascio
474,Bündel::N,баст,fagotto
475,Tasche::N,хызын,borsa
476,Tasche::N,дзæкъул,borsa
477,Eimer::N,къæрта,secchio
478,Eimer::N,чъыбыла,secchio
479,Eimer::N,ведра,secchio
480,Deckel::N,сæр,coperchio
481,Deckel::N,æмбæрзæн,coperchio
482,Geschirr::N,мигæнæн,stoviglie
483,Geschirr::N,мигæнæнтæ,stoviglie
484,Sack::N,голлаг,sacco
485,Tasse::N,пиала,tazza
486,Tasse::N,къус,tazza
487,Topf::N,аг,pèntola
488,Topf::N,чысыл аг,pèntola
489,Kessel::N,аг,paiolo
490,Kessel::N,аг,calderone
491,Essen::N,хӕрд,pasto
492,Essen::N,хӕрд,mangiare
493,Nahrung::N,хойраг,cibo
494,Nahrung::N,хойраг,alimento
495,Speise::N,хӕринаг,piatto
496,Fleisch::N,дзидза,carne
497,Fleisch::N,фыдызгъӕл,carne
498,Getreide::N,халсар,cereali
499,Brei::N,кас,purè
500,Brei::N,кас,pappa
501,Brot::N,дзул,pane
502,Scheibe::N,къӕбӕр,fetta
503,Scheibe::N,къӕбӕр,trancia
504,Fett::N,сой,grasso
505,Butter::N,нӕлхӕ,burro
506,Öl::N,зети,olio
507,Salz::N,цӕхх,sale
508,Suppe::N,бас,zuppa
509,Suppe::N,бас,minestra
510,Honig::N,мыд,miele
511,Milch::N,ӕхсыр,latte
512,Tee::N,цай,tè
513,Leder::N,мæскуы,pelle
514,Wolle::N,фӕсмын,lana
515,Stoff::N,хъуымац,panno
516,Stoff::N,хъуымац,tessuto
517,Nadel::N,судзин,ago
518,Faden::N,ӕндах,filo
519,Knopf::N,цӕппӕр,bottone
520,Knoten::N,ӕлхынцъ,nodo
521,Farbe::N,ахорæн,pittura
522,Kleidung::N,дарӕс,vestiti
523,Kleidung::N,дарӕс,vestiario
524,Hemd::N,хӕдон,camicia
525,Kragen::N,æфцæггот,bàvero
526,Kragen::N,æфцæггот,colletto
527,Ärmel::N,дыс,mànica
528,Hose::N,хæлаф,calzoni
529,Hose::N,æддаг хæлаф,calzoni
530,Hose::N,салбар,calzoni
531,Gürtel::N,рон,cintura
532,Mütze::N,худ,berretto
533,Schuh::N,басмахъ,scarpa
534,Stiefel::N,цырыхъхъ,stivale
535,Ring::N,къухдарӕн,anello
536,Band::N,лент,nastro
537,Band::N,лент,fettuccia
538,Kamm::N,сӕрвасӕн,pèttine
539,Spiegel::N,айдæн,specchio
540,Spiegel::N,кæсæн,specchio
541,Riemen::N,гӕрз,cinghia
542,Schnur::N,бӕндӕн,corda
543,Decke::N,хъӕццул,coperta
544,Kissen::N,баз,cuscino
545,Kissen::N,баз,guanciale
546,Tuch::N,кæлмæрзæн,fazzoletto
547,Tuch::N,кæрдæн,fazzoletto
548,Handtuch::N,хисæрфæн,asciugamano
549,Kraft::N,тых,forza
550,Kraft::N,хъомыс,forza
551,Stärke::N,тых,forza
552,Stärke::N,тых,vigore
553,Stärke::N,тых,fortezza
554,Stärke::N,æхсар,forza
555,Stärke::N,æхсар,vigore
556,Stärke::N,æхсар,fortezza
557,Gesundheit::N,æнæниздзинад,salute
558,Krankheit::N,низ,malattìa
559,Krankheit::N,рын,malattìa
560,Schmerz::N,рис,dolore
561,Wunde::N,цӕф,piaga
562,Wunde::N,цӕф,ferita
563,Fieber::N,ризӕг,febbre
564,Fieber::N,тӕфсӕг,febbre
565,Arznei::N,хос,fàrmaco
566,Arznei::N,хос,medicina
567,Brücke::N,хид,ponte
568,Brunnen::N,цъай,pozzo
569,Weide::N,хизæн,pàscolo
570,Weide::N,хизæнуат,pàscolo
571,Weide::N,сæрвæт,pàscolo
572,Pfad::N,къахвæндаг,sentiero
573,Pfad::N,къахвæд,sentiero
574,Weg::N,фӕндаг,via
575,Weg::N,фӕндаг,cammino
576,Straße::N,фӕндаг,strada
577,Dorf::N,хъӕу,paese
578,Dorf::N,хъӕу,villaggio
579,Stadt::N,сахар,città
580,Brief::N,фыстӕг,lèttera
581,Buch::N,чиныг,libro
582,Buchstabe::N,дамгъӕ,lèttera
583,Zeitung::N,газет,giornale
584,Leben::N,цард,vita
585,Leben::N,цӕрӕнбон,vita
586,Tod::N,мæлæт,morte
587,Tod::N,адзал,morte
588,Grab::N,ингӕн,tomba
589,Grab::N,ингӕн,sepolcro
590,Kirche::N,аргъуан,chiesa
591,Sünde::N,тæригъæд,peccato
592,Gott::N,хуыцау,dio
593,Arbeiter::N,кусæг,operaio
594,Arbeiter::N,кусæг,lavoratore
595,Chef::N,ӕмцег,capo
596,Chef::N,ӕмцег,padrone
597,Meister::N,мастер,mastro
598,Meister::N,мастер,maestro
599,Meister::N,дæсны,mastro
600,Meister::N,дæсны,maestro
601,Arzt::N,хосгæнæг,mèdico
602,Arzt::N,хосгæнæг,dottore
603,Arzt::N,дохтыр,mèdico
604,Arzt::N,дохтыр,dottore
605,Lehrer::N,ахуыргæнæг,professore
606,Geld::N,ӕхца,soldi
607,Geld::N,ӕхца,denaro
608,Geschäft::N,бизнес,affare
609,Geschäft::N,бизнес,negozio
610,Geschäft::N,хъуыддаг,affare
611,Geschäft::N,хъуыддаг,negozio
612,Laden::N,дукани,negozio
613,Preis::N,аргъ,prezzo
614,Ware::N,базайраг,merce
615,Nutzen::N,пайда,ùtile
616,Nutzen::N,пайда,profitto
617,Reichtum::N,хъæздыгдзинад,ricchezza
618,Reichtum::N,исбон,ricchezza
619,Reichtum::N,мулк,ricchezza
620,Welt::N,дуне,mondo
621,Land::N,бӕстӕ,paese
622,Staat::N,паддзахад,Stato
623,König::N,къарол,re
624,Macht::N,хицаудзинад,potere
625,Grenze::N,арӕн,confine
626,Grenze::N,арӕн,frontiera
627,Krieg::N,хӕст,guerra
628,Feind::N,знаг,nemico
629,Feind::N,фыдгул,nemico
630,Feind::N,фыдзæрдæ,nemico
631,Feind::N,сон,nemico
632,Gewalt::N,тыхми,violenza
633,Gewalt::N,тыхдзинад,violenza
634,Kampf::N,хæст,lotta
635,Kampf::N,хъæбысæйхæст,lotta
636,Kampf::N,тох,lotta
637,Bogen[Waffe]::N,ӕрдын,arco
638,Pfeil::N,фат,freccia
639,Gewehr::N,топп,fucile
640,Fehler::N,рӕдыд,errore
641,Fehler::N,рӕдыд,sbaglio
642,Lüge::N,мӕнг,bugìa
643,Lüge::N,мӕнг,menzogna
644,Lüge::N,гӕдыдзинад,bugìa
645,Lüge::N,гӕдыдзинад,menzogna
646,Schaden::N,зиан,danno
647,Unglück::N,бæллæх,sfortuna
648,Schuld::N,азым,colpa
649,Alter::N,кар,età
650,Schluss::N,кæрон,fine
651,Zeit::N,рӕстӕг,tempo
652,Tag::N,бон,giorno
653,Tag::N,бон,giornata
654,Morgen::N,райсом,mattina
655,Mittag::N,æмбисбон,mezzogiorno
656,Abend::N,изӕр,sera
657,Abend::N,изӕр,serata
658,Nacht::N,ӕхсӕв,notte
659,Woche::N,къуыри,settimana
660,Monat::N,мӕй,mese
661,Jahr::N,аз,anno
662,Jahr::N,афӕдз,anno
663,Frühling::N,уалдзæг,primavera
664,Sommer::N,сӕрд,estate
665,Herbst::N,фæззæг,autunno
666,Winter::N,зымӕг,inverno
667,Januar::N,январь,gennaio
668,Februar::N,февраль,febbraio
669,März::N,мартъи,marzo
670,April::N,апрель,aprile
671,Mai::N,май,maggio
672,Juni::N,июнь,giugno
673,Juli::N,июль,luglio
674,August::N,август,agosto
675,September::N,сентябрь,settembre
676,Oktober::N,октябрь,ottobre
677,November::N,ноябрь,novembre
678,Dezember::N,декабрь,dicembre
679,Montag::N,къуырисæр,lunedì
680,Dienstag::N,дыццæг,martedì
681,Mittwoch::N,æртыццæг,mercoledì
682,Donnerstag::N,цыппæрæм,giovedì
683,Freitag::N,майрæмбон,venerdì
684,Samstag::N,сабат,sàbato
685,Sonntag::N,хуыцаубон,domenica
686,groß::A,дынджыр,grande
687,klein::A,гыццыл,pìccolo
688,lang::A,даргъ,lungo
689,kurz::A,цыбыр,corto
690,breit::A,фӕтӕн,largo
691,schmal::A,нарӕг,stretto
692,schmal::A,уынгӕг,stretto
693,dicht::A,бæзджын,denso
694,dicht::A,тар,denso
695,dick[Gegenstand]::A,сӕвджын,spesso
696,dünn::A,тæнæг,sottile
697,fein::A,лыстӕг,fine
698,fein::A,лыстӕг,delicato
699,fest::A,фидар,sodo
700,fest::A,фидар,fisso
701,fest::A,хъӕддых,sodo
702,fest::A,хъӕддых,fisso
703,flach::A,тъӕпӕн,piano
704,flach::A,тъӕпӕн,piatto
705,glatt::A,лӕгъз,liscio
706,hart::A,хъӕбӕр,duro
707,weich::A,фӕлмӕн,molle
708,rund::A,тымбыл,rotondo
709,spitz::A,цыргъбырынкъ,aguzzo
710,spitz::A,цыргъбырынкъ,appuntito
711,spitz::A,цыргъфындз,aguzzo
712,spitz::A,цыргъфындз,appuntito
713,scharf::A,цыргъ,affilato
714,scharf::A,цыргъ,tagliente
715,stumpf::A,къуымых,smussato
716,schwer::A,уӕззау,pesante
717,schön::A,аив,bello
718,schön::A,рӕсугъд,bello
719,heiß::A,тӕвд,caldo
720,heiß::A,тӕвд,bollente
721,warm::A,хъарм,caldo
722,kalt::A,уазал,freddo
723,kühl::A,сатæг,fresco
724,kühl::A,уазалгомау,fresco
725,frisch::A,сатæг,fresco
726,feucht::A,уымӕл,ùmido
727,nass::A,хуылыдз,bagnato
728,trocken::A,хус,secco
729,voll::A,дзаг,pieno
730,voll::A,йедзаг ,pieno
731,leer::A,афтид,vuoto
732,offen::A,гом,aperto
733,geschlossen::A,æхгæд,chiuso
734,sauber::A,сыгъдæг,netto
735,sauber::A,сыгъдæг,pulito
736,schmutzig::A,чъиллон,sporco
737,schmutzig::A,чъиллон,sùdicio
738,roh::A,хом,crudo
739,reif::A,рӕгъӕд,maturo
740,lecker::A,хӕрзад,ghiotto
741,lecker::A,хӕрзад,squisito
742,süß::A,адджын,dolce
743,bitter::A,судзаг,amaro
744,sauer::A,туаг,aspro
745,sauer::A,туаг,acerbo
746,hell::A,рухс,chiaro
747,dunkel::A,талынг,buio
748,dunkel::A,талынг,oscuro
749,schwarz::A,сау,nero
750,weiß::A,урс,bianco
751,rot::A,сырх,rosso
752,gelb::A,бур,giallo
753,blau::A,цъӕх,blu
754,blau::A,цъӕх,azzurro
755,grün::A,цъӕх,verde
756,grün::A,кӕрдӕгхуыз,verde
757,grau::A,цъӕх,grigio
