,Concept_ID,ru,az
821,läuten::V,звонить,çalmaq
822,klingeln::V,звонить,zəng etmək
823,klirren::V,звякать,cingildəmək
824,brausen::V,бушевать,gurlamaq
825,rauschen::V,шелестеть,xışıldamaq
826,klingen::V,звучать,səslənmək
827,bellen::V,лаять,hürmək
828,heulen::V,выть,ulamaq
829,blasen::V,дунуть,üfləmək
830,pfeifen::V,свистеть,fit vermek
831,schreien::V,кричать,bağırmaq
832,schreien::V,кричать,qışqırmaq
833,stöhnen::V,стонать,inləmək
834,zittern::V,дрожать,titrəmək
835,leben::V,жить,yaşamaq
836,geboren werden::V,родиться,doğmaq
837,atmen::V,дышать,nəfəs almaq
838,trinken::V,пить,içmek
839,essen::V,есть,yemək
840,essen::V,кушать,yemək
841,schlucken::V,глотать,udmaq
842,müde werden::V,устать,yorulmaq
843,einschlafen::V,заснуть,yuxuya getmək
844,schlafen::V,спать,uyumaq
845,aufwachen::V,проснуться,oyanmaq
846,aufstehen::V,встать,yuxudan durmaq
847,sich erholen::V,отдыхать,dincəlmək
848,krank werden::V,заболеть,xəstə olmaq
849,krank sein::V,болеть,azarlanmaq
850,krank sein::V,болеть,xəstələnmək
851,schmerzen::V,болеть,ağrimaq
852,husten::V,кашлять,öksürmək
853,genesen::V,поправиться,sağalmaq
854,sterben::V,умереть,ölmək
855,sterben::V,умереть,vəfat etmək
856,umkommen::V,погибнуть,həlak olmaq
857,sich bewegen::V,двигаться,hərəkət etmək
858,sich rühren::V,шевельнуться,tərpənmək
859,sich erheben::V,встать,qalxmaq
860,sich setzen::V,сесть,oturmaq
861,hinfallen::V,упасть,yıxılmaq
862,laufen::V,ходить,yerimək
863,schreiten::V,шагать,addım atmaq
864,spazierengehen::V,гулять,gəzmək
865,eilen::V,спешить,atılmaq
866,sich beeilen::V,торопиться,tələsmək
867,sausen::V,мчаться,çırpmaq
868,rennen::V,бегать,qaçmaq
869,springen::V,прыгать,sıçramaq
870,klettern::V,лазать,dırmanmaq
871,schaukeln::V,раскачиваться,sallanmaq
872,kriechen::V,ползать,sürünmək
873,schwimmen::V,плавать,üzmek
874,tauchen::V,нырять,dalmaq
875,rudern::V,грести,avarlamaq
876,fahren::V,ехать,sürmək
877,fliegen::V,летать,uçmaq
878,gehen::V,идти,getmək
879,weggehen::V,уйти,getmək
880,abfahren::V,отправиться,yola düşmək
881,anhalten::V,остановиться,saxlamaq
882,hineingehen::V,входить,girmək
883,eintreten::V,войти,girmək
884,eintreten::V,войти,daxil olmaq
885,kommen::V,прийти,gəlmək
886,ankommen::V,прибыть,gəlib çatmaq
887,zurückkommen::V,возвратиться,qayıtmaq
888,bleiben::V,остаться,qalmaq
889,warten::V,ждать,gözləmək
890,erwarten::V,ожидать,bəkləmək
891,suchen::V,искать,aramaq
892,suchen::V,искать,axtarmaq
893,finden::V,найти,tapmaq
894,versuchen::V,пытаться,çalışmaq
895,vorbereiten::V,подготовить,hazırlamaq
896,lieben::V,любить,sevmək
897,mögen::V,любить,xoşlamaq
898,lachen::V,смеяться,gülmək
899,rühren::V,растрогать,həyəcanlandırmaq
900,weinen::V,плакать,ağlamaq
901,schimpfen::V,ругаться,küfr etmək
902,sich ärgern::V,сердиться,acıqlanmaq
903,sich fürchten::V,бояться,qorxmaq
904,fürchten::V,бояться,qorxmaq
905,fliehen::V,убегать,qaçmaq
906,flüchten::V,убежать,qaçmaq
907,sehen::V,видеть,görmək
908,anschauen::V,посмотреть,baxmaq
909,ansehen::V,смотреть,baxmaq
910,hören::V,слышать,duymaq
911,hören::V,слышать,eşitmək
912,zuhören::V,слушать,dinləmək
913,probieren::V,пробовать,dadına baxmaq
914,riechen::V,нюхать,qoxlamaq
915,fühlen::V,чувствовать,duymaq
916,scheinen::V,казаться,görünmək
917,zu sehen sein::V,виднеться,görünmək
918,vernehmen::V,услышать,eşitmək
919,frieren::V,мерзнуть,üşümək
920,tun::V,делать,etmək
921,können::V,мочь,bilmək
922,können::V,мочь,bacarmaq
923,können::V,уметь,bilmək
924,können::V,уметь,bacarmaq
925,wollen::V,хотеть,istəmək
926,anfangen::V,начать,başlamaq
927,beenden::V,закончить,bitirmək
928,aufhören::V,перестать,bitmək
929,aufhören::V,перестать,qurtarmaq
930,gelingen::V,удаться,müvəffəq olmaq
931,geraten::V,оказаться,düşmək
932,öffnen::V,открыть,açmaq
933,schließen::V,закрыть,qapamaq
934,stellen::V,поставить,qoymaq
935,setzen::V,посадить,oturtmaq
936,legen::V,класть,qoymaq
937,berühren::V,трогать,toxunmaq
938,verbinden::V,связать,bağlamaq
939,bedecken::V,покрыть,örtmək
940,aufhängen::V,повесить,asmaq
941,anzünden::V,зажечь,yandırmaq
942,aufheben::V,поднять,qaldırmaq
943,zurücklassen::V,оставить,buraxmaq
944,verlieren::V,потерять,itirmək
945,fallen lassen::V,уронить,düşürmək
946,machen::V,сделать,etmək
947,herstellen::V,изготовить,istehsal etmək
948,bauen::V,строить,tikmək
949,reparieren::V,чинить,təmir etmək
950,verbessern::V,улучшить,düzəltmək
951,ändern::V,изменить,dəyişdirmək
952,graben::V,копать,qazımaq
953,beugen::V,согнуть,əymək
954,biegen::V,погнуть,bükmək
955,drehen::V,вертеть,döndərmək
956,wenden::V,повернуть,çevirmək
957,umdrehen::V,перевернуть,çevirmək
958,heben::V,поднимать,qaldırmaq
959,hochheben::V,поднять,qaldırmaq
960,ergreifen::V,схватить,tutmaq
961,halten::V,держать,saxlamaq
962,drücken::V,нажимать,sıxmaq
963,schieben::V,толкать,sürmək
964,kratzen::V,скрести,qaşımaq
965,lecken::V,лизать,yalamaq
966,beißen::V,кусать,dişləmək
967,abreißen::V,оторвать,qoparmaq
968,abschneiden::V,отрезать,ayırmaq
969,binden::V,вязать,bağlamaq
970,stecken::V,воткнуть,soxmaq
971,brechen::V,сломать,qırmaq
972,klopfen::V,стучать,sındırmaq
973,hauen::V,бить,vurmaq
974,kleben::V,клеить,apışdırmaq
975,reiben::V,тереть,ovmaq
976,streichen::V,намазать,sürtmək
977,schleifen::V,точить,bülövləmək
978,schneiden::V,резать,kəsmək
979,rütteln::V,шатать,sirkələmək
980,schütteln::V,трясти,çalxalamaq
981,schwenken::V,махать,yelləmək
982,schütten::V,налить,tökmək
983,füllen::V,наполнить,doldurmaq
984,einwickeln::V,завернуть,sarımaq
985,tragen::V,нести,daşımaq
986,schleppen::V,тащить,sürükləmək
987,ziehen::V,тянуть,çəkmək
988,aufbewahren::V,хранить,gizlətmək
989,werfen::V,бросать,atmaq
990,fangen::V,ловить,tutmaq
991,packen::V,схватить,yaxalamaq
992,verstecken::V,спрятать,gizlətmək
993,teilen::V,разделить,bölmək
994,schicken::V,посылать,yollamaq
995,schicken::V,посылать,göndərmək
996,bringen::V,принести,gətirmək
997,hinzufügen::V,добавить,əlavə etmək
998,bekommen::V,достать,almaq
999,bekommen::V,достать,əldə etmək
1000,erhalten::V,получить,almaq
1001,nehmen::V,взять,almaq
1002,wählen::V,выбрать,seçmək
1003,auswählen::V,отобрать,arımaq
1004,bewahren::V,сохранить,qorumaq
1005,behindern::V,препятствовать,mane olmaq
1006,verderben::V,испортить,pozmaq
1007,beschädigen::V,повредить,zədələmək
1008,zerbrechen::V,разбить,qırmaq
1009,zerbrechen::V,разбить,sındırmaq
1010,zerreißen::V,разорвать,yırtmaq
1011,zerstören::V,разрушить,dağıtmaq
1012,verbrennen::V,сжечь,yandırmaq
1013,geben::V,дать,vermək
1014,reichen::V,передать,uzatmaq
1015,schenken::V,дарить,vermək
1016,versprechen::V,обещать,vəd vermək
1017,wünschen::V,желать,arzulamaq
1018,loben::V,хвалить,tərifləmək
1019,küssen::V,целовать,öpmək
1020,wiegen::V,качать,tərpətmək
1021,zudecken::V,накрыть,örtmək
1022,wecken::V,разбудить,oyatmaq
1023,zeigen::V,показать,göstərmək
1024,führen::V,вести,rəhbərlik etmək
1025,lehren::V,учить,öyrətmək
1026,unterrichten::V,преподавать,öyrətmək
1027,unterrichten::V,преподавать,dərs vermək
1028,aufziehen::V,воспитать,tərbiyə etmək
1029,leiten::V,руководить,idarə etmək
1030,antreiben::V,подгонять,bizləmək
1031,lassen::V,заставить,-tırmaq
1032,einladen::V,пригласить,dəvət etmək
1033,vereinigen::V,объединить,birləşdirmək
1034,besuchen::V,посетить,baş çəkmək
1035,besuchen::V,посетить,ziyarət etmək
1036,treffen::V,встретить,rastlaşmaq
1037,treffen::V,встретить,rast gəlmək
1038,sich versammeln::V,собраться,toplanmaq
1039,spielen::V,играть,oynamaq
1040,singen::V,петь,oxumaq
1041,tanzen::V,плясать,oynamaq
1042,tanzen::V,плясать,rəqs etmək
1043,tanzen::V,танцевать,oynamaq
1044,tanzen::V,танцевать,rəqs etmək
1045,sich trennen::V,расстаться,ayrılmaq
1046,verlassen::V,покинуть,tərk etmək
1047,retten::V,спасти,xilas etmək
1048,bewachen::V,охранять,gözətmək
1049,schützen::V,уберегать,qorumaq
1050,verteidigen::V,защитить,qorumaq
1051,sich schlagen::V,драться,döyüşmək
1052,schießen::V,стрелять,atmaq
1053,schießen::V,стрелять,atəş açmaq
1054,siegen::V,победить,yenmək
1055,ärgern::V,сердить,acışdırmaq
1056,schlagen::V,ударить,döymək
1057,treten::V,пинать,təpmək
1058,stechen::V,уколоть,soxmaq
1059,stoßen::V,толкнуть,itələmək
1060,stehlen::V,украсть,çalmaq
1061,stehlen::V,украсть,oğurlamaq
1062,stören::V,помешать,pozmaq
1063,belästigen::V,надоедать,narahat etmək
1064,verbergen::V,скрыть,gizləmək
1065,täuschen::V,обмануть,aldatmaq
1066,betrügen::V,смошенничать,aldatmaq
1067,töten::V,убить,öldürmək
1068,wohnen::V,проживать,yaşamaq
1069,arbeiten::V,работать,işləmək
1070,arbeiten::V,работать,çalışmaq
1071,sammeln::V,собрать,yığmaq
1072,sammeln::V,собрать,toplamaq
1073,pflücken::V,рвать,qoparmaq
1074,pflücken::V,срывать,qoparmaq
1075,jagen::V,охотиться,ovlamaq
1076,fischen::V,рыбачить,balıq tutmaq
1077,fassen::V,поймать,tutmaq
1078,hüten::V,пасти,güdmək
1079,treiben::V,гнать,haylamaq
1080,anbinden::V,привязать,bağlamaq
1081,füttern::V,кормить,bəsləmək
1082,melken::V,доить,sağmaq
1083,hacken::V,рубить,yarmaq
1084,gießen::V,полить,sulamaq
1085,reifen::V,созреть,dəymək
1086,zubereiten::V,приготовить,bişirmək
1087,kochen::V,варить,qaynatmaq
1088,backen::V,печь,bişirmək
1089,braten::V,жарить,qızartmaq
1090,umrühren::V,перемешать,qarışdırmaq
1091,stricken::V,вязать,hörmək
1092,nähen::V,шить,tikmək
1093,färben::V,покрасить,boyamaq
1094,reinigen::V,очистить,təmizləmək
1095,waschen::V,стирать,yumaq
1096,abwischen::V,вытереть,silmək
1097,spülen::V,полоскать,çalxamaq
1098,fegen::V,подметать,süpürmək
1099,kehren::V,мести,süpürmək
1100,baden::V,купаться,çimmək
1101,sich waschen::V,мыться,yuyunmaq
1102,ausziehen::V,снять,soyunmaq
1103,anziehen::V,надеть,geymək
1104,sich anziehen::V,одеться,geyinmək
1105,kämmen::V,причесать,daramaq
1106,schmücken::V,украсить,bəzəmək
1107,sagen::V,сказать,demək
1108,sagen::V,сказать,söymek
1109,sprechen::V,говорить,danışmaq
1110,reden::V,разговаривать,danışmaq
1111,sich unterhalten::V,беседовать,söhbət etmək
1112,fragen::V,спросить,soruşmaq
1113,bitten::V,просить,diləmək
1114,bitten::V,просить,xahiş etmək
1115,erzählen::V,рассказать,bəhs etmək
1116,mitteilen::V,сообщить,bildirmək
1117,nennen::V,назвать,adlandırmaq
1118,rufen::V,звать,çağırmaq
1119,prahlen::V,хвастаться,öyünmək
1120,übersetzen::V,перевести,tərcümə etmək
1121,denken::V,думать,düşünmək
1122,denken::V,думать,fikirləşmək
1123,glauben::V,верить,inanmaq
1124,bemerken::V,заметить,qeyd etmək
1125,erkennen::V,узнать,tanımaq
1126,begreifen::V,понять,anlamaq
1127,begreifen::V,постичь,anlamaq
1128,verstehen::V,услышать,duymaq
1129,lernen::V,учиться,öyrənmək
1130,wissen::V,знать,bilmək
1131,sich erinnern an::V,вспомнить,xatırlamaq
1132,vergessen::V,забыть,unutmaq
1133,messen::V,мерить,ölçmək
1134,zählen::V,считать,saymaq
1135,rechnen::V,считать,hesablamaq
1136,lesen::V,читать,oxumaq
1137,malen::V,рисовать,şəkil çəkmək
1138,zeichnen::V,рисовать,cızmaq
1139,schreiben::V,писать,yazmaq
1140,besitzen::V,иметь,yiyələnmək
1141,besitzen::V,иметь,malik olmaq
1142,kaufen::V,купить,satın almaq
1143,verkaufen::V,продать,satmaq
1144,bezahlen::V,заплатить,ödəmək
1145,zahlen::V,платить,ödəmək
1146,beherrschen::V,владеть,idarə etmək
1147,ertragen::V,вытерпеть,dözmək
