,Concept_ID,fr,ba
152,Kralle::N,griffe,аяҡ
153,Schwanz::N,queue,ҡойроҡ
154,Ei::N,œuf,йомортҡа
155,Nest::N,nid,оя
156,Bau::N,terrier,оң
157,Tier::N,animal,жайуан
158,Tier::N,animal,йыртҡыс
159,Herde::N,troupeau,көтөү
160,Kuh::N,vache,һыйыр
161,Bulle::N,taureau,үгеҙ
162,Pferd::N,cheval,ат
163,Schaf::N,mouton,һарыҡ
164,Schwein::N,porc,сусҡа
165,Schwein::N,cochon,сусҡа
166,Hund::N,chien,эт
167,Katze::N,chat,бесәй
168,Bär::N,ours,айыу
169,Eichhörnchen::N,écureuil,тейен
170,Elch::N,élan,мышы
171,Fuchs::N,renard,төлкө
172,Hase::N,lièvre,ҡуян
173,Maus::N,souris,сысҡан
174,Wolf::N,loup,бүре
175,Vogel::N,oiseau,ҡош
176,Schwarm::N,nuée,көтөү
177,Schwarm::N,volée,көтөү
178,Huhn::N,poule,тауыҡ
179,Hahn::N,coq,әтәс
180,Gans::N,oie,ҡаҙ
181,Adler::N,aigle,бөркөт
182,Ente::N,canard,өйрәк
183,Eule::N,hibou,өкө
184,Eule::N,hibou,ябалаҡ
185,Kranich::N,grue,торна
186,Krähe::N,corneille,ҡарға
187,Kuckuck::N,coucou,кәкүк
188,Schwan::N,cygne,аҡҡош
189,Fisch::N,poisson,балыҡ
190,Barsch::N,perche,алабуға
191,Hecht::N,brochet,суртан
192,Schlange[Tier]::N,serpent,йылан
193,Wurm::N,ver,селяүсен
194,Spinne::N,araignée,үрмәксе
195,Ameise::N,fourmi,ҡырмыҫҡа
196,Laus::N,pou,бет
197,Mücke::N,moucheron,серәкәй
198,Fliege::N,mouche,себен
199,Schmetterling::N,papillon,күбәләк
200,Beere::N,baie,еләк
201,Apfel::N,pomme,алма
202,Pilz::N,champignon,бәшмәк
203,Zwiebel::N,oignon,һуган
204,Saat::N,semence,орлоҡ
205,Korn::N,grain,иген
206,Heu::N,foin,бесән
207,Schale::N,pelure,ҡабыҡ
208,Grube::N,fosse,соҡор
209,Falle::N,piège,тоҙак
210,Falle::N,piège,ҡапҡан
211,Schlinge::N,lacs,тоҙак
212,Spur::N,trace,әҫер
213,Asche::N,cendre,көл
214,Dreck::N,crotte,батҡаҡ
215,Eisen::N,fer,тимер
216,Gold::N,or,алтын
217,Silber::N,argent,көмөш
218,Kohle::N,charbon,күмер
219,Glas::N,verre,быяла
220,Lehm::N,glaise,балсыҡ
221,Sand::N,sable,ҡом
222,Mensch::N,homme,кеше
223,Mann::N,homme,ир
224,Frau::N,femme,ҡатын
225,Kind::N,enfant,бала
226,Junge::N,garçon,малай
227,Mädchen::N,fille,ҡыҙ
228,Mädchen::N,fille,ҡыҙыҡай
229,Mädchen::N,jeune fille,ҡыҙ
230,Mädchen::N,jeune fille,ҡыҙыҡай
231,Familie::N,famille,ғаилә
232,Großvater::N,grand-père,олатай
233,Großmutter::N,grand-mère,әбәй
234,Eltern::N,parents,ата-әсә
235,Vater::N,père,атай
236,Mutter::N,mère,әсә
237,Sohn::N,fils,ул
238,Tochter::N,fille,ҡыҙ
239,Bruder::N,frère,агай
240,Schwester::N,sœur,алай
241,Schwester::N,sœur,һеңле
242,Onkel::N,oncle,ағай
243,Tante::N,tante,апай
244,Ehemann::N,mari,ир
245,Ehemann::N,époux,ир
246,Ehefrau::N,femme,ҡатын
247,Ehefrau::N,épouse,ҡатын
248,Freude::N,joie,шатлыҡ
249,Freude::N,joie,ҡыуаныс
250,Freude::N,plaisir,шатлыҡ
251,Freude::N,plaisir,ҡыуаныс
252,Gelächter::N,rires,көлөү
253,Glück::N,bonheur,бәхет
254,Kummer::N,peine,ҡайғы
255,Kummer::N,chagrin,ҡайғы
256,Wunsch::N,désir,теләк
257,Lust::N,envie,әүәҫлек
258,Geist::N,esprit,аң
259,Geist::N,esprit,рух
260,Gedanke::N,idée,уй
261,Gedanke::N,idée,фекер
262,Gedanke::N,pensée,уй
263,Gedanke::N,pensée,фекер
264,Gedächtnis::N,mémoire,хәтер
265,Verstand::N,raison,аҡыл
266,Sinn::N,sens,мәғәня
267,Grund::N,cause,сәбәп
268,Grund::N,raison,сәбәп
269,Wahrheit::N,vérité,дөрөҫлөк
270,Gespräch::N,conversation,әңгәмә
271,Märchen::N,conte,әкиәт
272,Märchen::N,conte de fées,әкиәт
273,Erzählung::N,conte,хикәйә
274,Erzählung::N,narration,хикәйә
275,Nachricht::N,message,хәбәр
276,Neuigkeit::N,nouvelle,яңылыҡ
277,Name::N,nom,исем
278,Rätsel::N,énigme,йомаҡ
279,Rätsel::N,devinette,йомаҡ
280,Rede::N,parole,телмәр
281,Rede::N,discours,телмәр
282,Sprache::N,langue,тел
283,Sprache::N,langue,телмәр
284,Sprache::N,langage,тел
285,Sprache::N,langage,телмәр
286,Stimme::N,voix,тауыш
287,Wort::N,mot,һүҙ
288,Zeichen::N,signe,билдә
289,Ruf::N,cri,саҡырыу
290,Ruf::N,appel,саҡырыу
291,Lärm::N,bruit,шаулау
292,Laut::N,son,тауыш
293,Ton::N,ton,яңғырау
294,Lied::N,chant,йыр
295,Lied::N,chanson,йыр
296,Ruhe::N,calme,ял
297,Ruhe::N,calme,тыныслыҡ
298,Ruhe::N,tranquillité,ял
299,Ruhe::N,tranquillité,тыныслыҡ
300,Leute::N,gens,кешеләр
301,Volk::N,peuple,халҡ
302,Arbeit::N,travail,эш
303,Gast::N,hôte,ҡунаҡ
304,Gast::N,invité,ҡунаҡ
305,Geschenk::N,cadeau,бүләк
306,Geschenk::N,présent,бүләк
307,Spiel::N,jeu,уйын
308,Gesellschaft::N,compagnie,йәмғиәт
309,Hilfe::N,aide,ярҙам
310,Hilfe::N,secours,ярҙам
311,Freund::N,ami,дуҫ
312,Kamerad::N,copain,иптәш
313,Kamerad::N,camarade,иптәш
314,Angelegenheit::N,affaire,әш
315,Anzahl::N,nombre,һан
316,Art::N,sorte,төр
317,Art::N,espèce,төр
318,Stück::N,morceau,киҫәк
319,Teil::N,part,өлөш
320,Teil::N,partie,өлөш
321,Hälfte::N,moitié,ярты
322,Kreis::N,cercle,түңәрәк
323,Kreuz::N,croix,тәре
324,Linie::N,ligne,һыҙыҡ
325,Strich::N,trait,һыҙат
326,Abstand::N,écart,ара
327,Entfernung::N,distance,алыҫлыҡ
328,Gegend::N,région,урын
329,Gegend::N,contrée,урын
330,Platz::N,place,арауыҡ
331,Ort::N,lieu,ерҙәр
332,Ort::N,lieu,урындар
333,Ort::N,lieu,эш урыны
334,Ort::N,endroit,ерҙәр
335,Ort::N,endroit,урындар
336,Ort::N,endroit,эш урыны
337,Seite::N,côté,яҡ
338,Mitte::N,milieu,урталыҡ
339,Gegenstand::N,objet,нәмә
340,Sache::N,chose,нәмә
341,Sache::N,chose,әйбер
342,Rand::N,bord,сит
343,Kante::N,arête,ҡабырға
344,Kante::N,arête,ян
345,Ecke::N,coin,мөйөш
346,Ecke::N,tournant,мөйөш
347,Spitze::N,cime,ос
348,Spitze::N,pointe,ос
349,Ende::N,bout,аҙаҡ
350,Loch::N,trou,тишек
351,Winkel::N,coin,мөйөш
352,Winkel::N,réduit,мөйөш
353,Muster::N,dessin,биҙәк
354,Größe::N,grandeur,ҙурлыҡ
355,Länge::N,longueur,оҙонлоҡ
356,Höhe::N,hauteur,бейеклек
357,Höhe::N,altitude,бейеклек
358,Gewicht::N,poids,үлсәү
359,Menge::N,quantité,һан
360,Haufen::N,tas,өйөм
361,Reihe::N,file,рәт
362,Reihe::N,rangée,рәт
363,Boot::N,canot,кәмә
364,Boot::N,bateau,кәмә
365,Ruder::N,rame,ишкәк
366,Ruder::N,aviron,ишкәк
367,Schlitten::N,traîneau,сана
368,Ski::N,ski,саңгы
369,Lagerfeuer::N,feu de camp,костер
370,Last::N,charge,ауырлыҡ
371,Last::N,fardeau,ауырлыҡ
372,Gang::N,tour,барыу
373,Gang::N,marche,барыу
374,Schritt::N,pas,аҙым
375,Norden::N,nord,төньяҡ
376,Süden::N,sud,көньяҡ
377,Westen::N,ouest,көнбайыш
378,Westen::N,occident,көнбайыш
379,Osten::N,est,көнсығыш
380,Osten::N,orient,көнсығыш
381,Holz::N,bois,үағас
382,Brett::N,planche,таҡта
383,Platte::N,plaque,плита
384,Stütze::N,appui,терәк
385,Stütze::N,soutien,терәк
386,Stange::N,barre,кәртә
387,Stange::N,perche,кәртә
388,Stock::N,canne,таяҡ
389,Stab::N,bâton,ҡолға
390,Rohr::N,tube,торба
391,Rohr::N,tuyau,торба
392,Haus::N,maison,өй
393,Haus::N,maison,йорт
394,Heim::N,maison,өй
395,Ofen::N,poêle,мейес
396,Fußboden::N,plancher,енес
397,Tisch::N,table,өҫтәл
398,Stuhl::N,chaise,ултырғыс
399,Wiege::N,berceau,бишек
400,Bett::N,lit,карауат
401,Regal::N,étagère,кәштә
402,Kiste::N,caisse,йәшинк
403,Fenster::N,fenêtre,тәҙрә
404,Tür::N,porte,ишек
405,Tor::N,porte,ҡапҡа
406,Tor::N,portail,ҡапҡа
407,Zaun::N,clôture,ҡойма
408,Dach::N,toit,түбә
409,Dach::N,toit,ҡыйыҡ
410,Leiter::N,échelle,баҫҡыс
411,Besen::N,balai,һепертке
412,Spaten::N,bêche,көрәк
413,Schaufel::N,pelle,көрәк
414,Gabel::N,fourchette,сәнске
415,Löffel::N,cuiller,ҡалаҡ
416,Messer::N,couteau,бысаҡ
417,Nagel::N,clou,сөй
418,Netz::N,filet,ау
419,Haken::N,croc,ыргаҡ
420,Haken::N,crochet,ыргаҡ
421,Griff::N,prise,тотҡа
422,Griff::N,manche,тотҡа
423,Schloss::N,serrure,йоҙаҡ
424,Bild::N,image,картина
425,Bild::N,tableau,картина
426,Figur::N,figure,һын
427,Puppe::N,poupée,ҡурсаҡ
428,Beutel::N,sac,тоҡ
429,Beutel::N,petit sac,тоҡ
430,Bündel::N,paquet,төргәк
431,Bündel::N,faisceau,төргәк
432,Tasche::N,sac,сумка
433,Eimer::N,seau,биҙрә
434,Deckel::N,couvercle,ҡапҡас
435,Geschirr::N,vaisselle,һауыт-һаба
436,Sack::N,sac,тоҡ
437,Tasse::N,tasse,сынаяҡ
438,Topf::N,pot,кәстрүл
439,Topf::N,marmite,кәстрүл
440,Kessel::N,chaudron,ҡаҙан
441,Essen::N,repas,ашау
442,Essen::N,manger,ашау
443,Nahrung::N,nourriture,аҙыҡ
444,Speise::N,plat,аш
445,Fleisch::N,viande,ит
446,Getreide::N,blé,иген
447,Getreide::N,blé,ашлыҡ
448,Getreide::N,céréales,иген
449,Getreide::N,céréales,ашлыҡ
450,Brei::N,purée,бутҡа
451,Brei::N,bouillie,бутҡа
452,Brot::N,pain,икмәк
453,Scheibe::N,tranche,телем
454,Fett::N,graisse,май
455,Butter::N,beurre,май
456,Öl::N,huile,май буяуы
457,Salz::N,sel,тоҙ
458,Suppe::N,soupe,һурпа
459,Suppe::N,potage,һурпа
460,Honig::N,miel,бал
461,Milch::N,lait,һөт
462,Tee::N,thé,сәй
463,Leder::N,cuir,күн
464,Wolle::N,laine,йөн
465,Stoff::N,tissu,туҡыма
466,Stoff::N,étoffe,туҡыма
467,Nadel::N,aiguille,энә
468,Faden::N,fil,еп
469,Knopf::N,bouton,төймә
470,Knoten::N,nœud,төйөн
471,Farbe::N,peinture,буяу
472,Kleidung::N,vêtements,кейем
473,Kleidung::N,habillement,кейем
474,Hemd::N,chemise,күлдәк
475,Kragen::N,col,яға
476,Ärmel::N,manche,ең
477,Hose::N,pantalon,салбар
478,Gürtel::N,ceinture,ҡайыш
479,Mütze::N,bonnet,бүрк
480,Mütze::N,casquette,бүрк
481,Schuh::N,soulier,туфли
482,Schuh::N,chaussure,туфли
483,Stiefel::N,botte,итек
484,Ring::N,bague,йөҙөк
485,Ring::N,bague,балдаҡ
486,Band::N,ruban,таҫма
487,Kamm::N,peigne,тараҡ
488,Spiegel::N,glace,көзгө
489,Spiegel::N,miroir,көзгө
490,Riemen::N,lanière,ҡайыш
491,Riemen::N,courroie,ҡайыш
492,Schnur::N,corde,бау
493,Schnur::N,ficelle,бау
494,Leine::N,laisse,бау
495,Decke::N,couverture,одеяд
496,Kissen::N,oreiller,мендәр
497,Tuch::N,drap,яулыҡ
498,Tuch::N,fichu,яулыҡ
499,Handtuch::N,serviette,таҫтамал
500,Handtuch::N,essuie-mains,таҫтамал
501,Kraft::N,force,көс
502,Stärke::N,vigueur,көс
503,Gesundheit::N,santé,һаулыҡ
504,Krankheit::N,maladie,сир
505,Krankheit::N,maladie,ауырыу
506,Schmerz::N,douleur,һыҙлау
507,Schmerz::N,douleur,әрнеү
508,Wunde::N,plaie,йәрәхәт
509,Wunde::N,blessure,йәрәхәт
510,Fieber::N,fièvre,тапма
511,Fieber::N,fièvre,биҙгәк
512,Arznei::N,remède,дарыу
513,Arznei::N,médecine,дарыу
514,Brücke::N,pont,күпер
515,Brunnen::N,puits,ҡоҙоҡ
516,Weide::N,pâturage,көтөүлек
517,Pfad::N,sentier,һуҡмаҡ
518,Weg::N,voie,юл
519,Weg::N,chemin,юл
520,Straße::N,route,урам
521,Dorf::N,village,ауыл
522,Stadt::N,cité,ҡала
523,Stadt::N,ville,ҡала
524,Brief::N,lettre,хат
525,Buch::N,livre,китап
526,Buch::N,livre,кенәгә
527,Buchstabe::N,lettre,хәреф
528,Buchstabe::N,caractère,хәреф
529,Zeitung::N,journal,гәзит
530,Leben::N,vie,йәшәү
531,Tod::N,mort,үлем
532,Grab::N,tombe,ҡәбер
533,Kirche::N,église,сиркәү
534,Sünde::N,péché,гөнаһ
535,Gott::N,dieu,алла
536,Gott::N,dieu,хоҙай
537,Arbeiter::N,ouvrier,эшсе
538,Arbeiter::N,travailleur,эшсе
539,Chef::N,chef,башлыҡ
540,Chef::N,patron,башлыҡ
541,Meister::N,maître,оҫта
542,Arzt::N,médecin,врач
543,Lehrer::N,professeur,уҡытыусы
544,Lehrer::N,instituteur,уҡытыусы
545,Geld::N,argent,аҡса
546,Geschäft::N,affaire,эш
547,Geschäft::N,commerce,эш
548,Laden::N,magasin,магазин
549,Laden::N,boutique,магазин
550,Preis::N,prix,хаҡ
551,Ware::N,marchandise,тауар
552,Nutzen::N,profit,файҙа
553,Reichtum::N,richesse,байлыҡ
554,Welt::N,monde,донъя
555,Land::N,pays,ил
556,Staat::N,État,дәүләт
557,König::N,roi,король
558,Macht::N,pouvoir,власть
559,Macht::N,puissance,власть
560,Grenze::N,frontière,сик
561,Krieg::N,guerre,һуғыш
562,Feind::N,ennemi,йылан
563,Gewalt::N,violence,көслөк
564,Kampf::N,lutte,көрәш
565,Kampf::N,combat,көрәш
566,Bogen[Waffe]::N,arc,йәйә
567,Pfeil::N,flèche,уҡ
568,Gewehr::N,fusil,мылтыҡ
569,Fehler::N,faute,хата
570,Fehler::N,erreur,хата
571,Lüge::N,mensonge,ялған
572,Schaden::N,dégât,зыян
573,Schaden::N,dégât,зарар
574,Schaden::N,dommage,зыян
575,Schaden::N,dommage,зарар
576,Unglück::N,malheur,ҡаза
577,Schuld::N,faute,ғәйеп
578,Schuld::N,culpabilité,ғәйеп
579,Alter::N,âge,йәш
580,Schluss::N,fin,һуң
581,Schluss::N,fin,аҙаҡ
582,Zeit::N,temps,мәл
583,Zeit::N,temps,заман
584,Tag::N,jour,көн
585,Tag::N,journée,көн
586,Morgen::N,matin,иртә
587,Morgen::N,matin,иртәнсәк
588,Morgen::N,matinée,иртә
589,Morgen::N,matinée,иртәнсәк
590,Mittag::N,midi,төш
591,Abend::N,soir,кис
592,Abend::N,soirée,кис
593,Nacht::N,nuit,төн
594,Woche::N,semaine,аҙна
595,Monat::N,mois,ай
596,Jahr::N,an,йыл
597,Jahr::N,année,йыл
598,Frühling::N,printemps,яҙ
599,Sommer::N,été,йәй
600,Herbst::N,automne,көз
601,Winter::N,hiver,ҡыш
602,Januar::N,janvier,ғинуар
603,Februar::N,février,февраль
604,März::N,mars,март
605,April::N,avril,апрель
606,Mai::N,mai,май
607,Juni::N,juin,июнь
608,Juli::N,juillet,июль
609,August::N,août,август
610,September::N,septembre,сентябрь
611,Oktober::N,octobre,октябрь
612,November::N,novembre,ноябрь
613,Dezember::N,décembre,декабрь
614,Montag::N,lundi,дүшәмбе
615,Dienstag::N,mardi,шишәмбе
616,Mittwoch::N,mercredi,шаршамбы
617,Donnerstag::N,jeudi,кесаҙна
618,Freitag::N,vendredi,йома
619,Samstag::N,samedi,шәмбе
620,Sonntag::N,dimanche,йәкшәмбе
621,groß::A,grand,ҙур
622,klein::A,petit,бәләкәс
623,lang::A,long,оҙон
624,kurz::A,court,ҡыҫҡа
625,breit::A,large,киң
626,schmal::A,étroit,тар
627,dicht::A,dense,йыш
628,dicht::A,dense,ҡуйы
629,dick[Gegenstand]::A,épais,ҡалын
630,dünn::A,mince,йоҡа
631,dünn::A,mince,нәҙек
632,fein::A,fin,нескә
633,fein::A,menu,нескә
634,fest::A,ferme,ныҡ
635,fest::A,solide,ныҡ
636,flach::A,plat,яҫы
637,flach::A,plat,ялпаҡ
638,glatt::A,poli,шыма
639,glatt::A,lisse,шыма
640,hart::A,dur,ҡаты
641,weich::A,mou,йомшаҡ
642,rund::A,rond,түңәрәк
643,spitz::A,aigu,осло түбәле
644,spitz::A,pointu,осло түбәле
645,scharf::A,tranchant,үткер
646,stumpf::A,mousse,утмәҫ
647,stumpf::A,émoussé,утмәҫ
648,schwer::A,lourd,ауыр
649,schwer::A,pesant,ауыр
650,schön::A,beau,матур
651,heiß::A,chaud,эҫе
652,heiß::A,très chaud,эҫе
653,warm::A,chaud,йылы
654,kalt::A,froid,һыуыҡ
655,kühl::A,frais,һалҡынса
656,frisch::A,frais,һалҡынса
657,feucht::A,humide,еүеш
658,feucht::A,humide,дымлы
659,nass::A,mouillé,еүеш
660,trocken::A,sec,кипкән
661,voll::A,plein,тулы
662,voll::A,rempli,тулы
663,leer::A,vide,буш
664,offen::A,ouvert,асыҡ
665,geschlossen::A,clos,ябыҡ
666,geschlossen::A,fermé,ябыҡ
667,sauber::A,net,таҙа
668,sauber::A,propre,таҙа
669,schmutzig::A,sale,бысраҡ
670,schmutzig::A,crasseux,бысраҡ
671,roh::A,cru,сей
672,roh::A,brut,сей
673,reif::A,mûr,өлгөрғән
674,lecker::A,délicieux,тәмле
675,lecker::A,appétissant,тәмле
676,süß::A,doux,тямле
677,süß::A,doux,тәм-том
678,bitter::A,amer,әсе
679,sauer::A,aigre,әсе
680,hell::A,clair,яҡты
681,dunkel::A,sombre,ҡараңғы
682,schwarz::A,noir,ҡара
683,weiß::A,blanc,аҡ
684,rot::A,rouge,матур
685,rot::A,rouge,һылыу
686,rot::A,rouge,сибәр
687,gelb::A,jaune,һары
688,blau::A,bleu,күк
689,grün::A,vert,йәшел
690,grau::A,gris,буҙ
691,bunt::A,multicolore,сыбар
692,bunt::A,multicolore,ала-ҡола
693,billig::A,bon marché,арзан
694,teuer::A,cher,ҡыйбатлы
695,wertvoll::A,précieux,ҡиммәтле
696,blind::A,aveugle,һуҡыр
697,taub::A,sourd,һаңғырау
698,kräftig::A,fort,көслө
699,kräftig::A,fort,ҡеүәтле
700,kräftig::A,vigoureux,көслө
701,kräftig::A,vigoureux,ҡеүәтле
702,stark::A,fort,көслө
703,stark::A,fort,ҡеүәтле
704,stark::A,puissant,көслө
705,stark::A,puissant,ҡеүәтле
706,schwach::A,faible,көсһөҙ
707,fett::A,gras,һимеҙ
708,schlank::A,svelte,зифа
709,hübsch::A,joli,матур
710,böse::A,mauvais,асыулы
711,dumm::A,sot,иҫәр
712,dumm::A,bête,иҫәр
713,faul::A,fainéant,иренсәк
714,faul::A,paresseux,иренсәк
715,fleißig::A,appliqué,тырыш
716,geizig::A,avare,һаран
717,klug::A,intelligent,аҡыллы
718,geschickt::A,habile,оҫта
719,lieb::A,cher,яғымлы
720,lieb::A,gentil,яғымлы
721,lustig::A,gai,күңелле
722,lustig::A,joyeux,күңелле
723,sanft::A,doux,йыуаш
724,hungrig::A,affamé,ас
725,krank::A,malade,сирле
726,krank::A,malade,ауырыу
727,nackt::A,nu,яланғас
728,traurig::A,triste,яманһыу
729,lebendig::A,vivant,тере
730,lebendig::A,vivant,йәнле
731,gut::A,bon,яҡшы
732,schlecht::A,mauvais,хөрт
733,schlecht::A,mauvais,алама
734,richtig::A,juste,дөрөҫ
735,richtig::A,correct,дөрөҫ
736,schlimm::A,grave,хөрт
737,schlimm::A,grave,алама
738,schlimm::A,mauvais,хөрт
739,schlimm::A,mauvais,алама
740,wahr::A,vrai,дөрөҫ
741,wahr::A,véritable,дөрөҫ
742,alt::A,vieux,иҫке
743,alt::A,vieux,боронғо
744,neu::A,neuf,яңы
745,neu::A,nouveau,яңы
746,ehemalig::A,ancien,элекке
747,alt[Lebewesen]::A,âgé,ҡарт
748,alt[Lebewesen]::A,vieux,ҡарт
749,jung::A,jeune,йәш
750,arm::A,pauvre,фәҡир
751,reich::A,riche,бай
752,bekannt::A,connu,таныш
753,berühmt::A,fameux,атаҡлы
754,berühmt::A,fameux,данлыҡлы
755,berühmt::A,célèbre,атаҡлы
756,berühmt::A,célèbre,данлыҡлы
757,fremd::A,étranger,ят
758,fremd::A,étranger,сит
759,verschieden::A,différent,төрлө
760,nah::A,lié,яҡын
761,nah::A,proche,яҡын
762,fern::A,éloigné,алыҫ
763,fern::A,éloigné,йыраҡ
764,fern::A,lointain,алыҫ
765,fern::A,lointain,йыраҡ
766,linker::A,gauche,һул
767,rechter::A,droit,уң
768,anderer::A,autre,бутән
769,erster::A,premier,тәүге
770,zweiter::A,second,икенсе
771,zweiter::A,deuxième,икенсе
772,dritter::A,troisième,өсөнсө
773,letzter::A,dernier,һуңғы
774,allein::ADV,seul,бер үҙе
775,allein::ADV,seul,яңғыҙ
776,auf einmal::ADV,à la fois,бер юлы
777,zusammen::ADV,ensemble,бергә
778,lange::ADV,longtemps,оҙаҡ
779,plötzlich::ADV,tout à coup,ҡапыл
780,sofort::ADV,immédiatement,шунда уҡ
781,später::ADV,plus tard,һуңыраҡ
782,jetzt::ADV,maintenant,хәҙер
783,heute::ADV,aujourd'hui,бөгөн
784,morgen::ADV,demain,иртәгә
785,bald::ADV,bientôt,тиҙҙән
786,dann::ADV,puis,һуңынан
787,dann::ADV,ensuite,һуңынан
