,Concept_ID,bn,udm
60,Himmel::N,আকাশ,ин
61,Sonne::N,সূর্য,шунды
62,Mond::N,চন্দ্র,толэзь
63,Stern::N,নক্ষত্র,кизили
64,Luft::N,বায়ু,омыр
65,Wind::N,বাতাস,тӧл
66,Welle::N,ঢেউ,тулкым
67,Welle::N,তরঙ্গ,тулкым
68,Wasser::N,জল,ву
69,Stein::N,ঢিল,из
70,Stein::N,প্রস্তর,из
71,Boden::N,ভূতল,музъем
72,Erde::N,ভূমি,му
73,Staub::N,ধুলা,пыль
74,Rauch::N,ধোঁয়া,ӵын
75,Funke::N,স্ফুলিঙ্গ,гизьы
76,Feuer::N,অগ্নি,тыл
77,Licht::N,আলো,тыл
78,Schatten::N,ছায়া,вужер
79,Wetter::N,আবহাওয়া,куазь
80,Nebel::N,কুহেলিকা,бус
81,Wolke::N,মেঘ,пилем
82,Regen::N,বৃষ্টি,зор
83,Schnee::N,তুষার,лымы
84,Eis::N,বরফ,йӧ
85,Frost::N,তুষার,кезьыт
86,Kälte::N,শৈত্য,кезьыт
87,Hitze::N,তাপ,пӧсь
88,Raureif::N,তুহিন,гӧр
89,Regenbogen::N,রামধনু,вуюись
90,Donner::N,বজ্রধ্বনি,гудыри
91,Strömung::N,স্রোত,бызён
92,Tropfen::N,ফোঁটা,шапык
93,Schaum::N,ফেনা,шукы
94,Schmutz::N,ধুলা,нӧд
95,Schmutz::N,ধুলা,дэри
96,See::N,হ্রদ,ты
97,Sumpf::N,জলা,нюр
98,Moor::N,মাঠ,нюр
99,Wiese::N,তৃণভূমি,возь
100,Wiese::N,তৃণভূমি,возьвыл
101,Wald::N,বন,сик
102,Wald::N,বন,нюлэс
103,Hügel::N,পাহাড়,выр
104,Hügel::N,পাহাড়,вырйыл
105,Anhöhe::N,টিলা,выр
106,Anhöhe::N,টিলা,вырйыл
107,Berg::N,পর্বত,гурезь
108,Gipfel::N,শীর্ষ,йыл
109,Höhle::N,গুহা,гу
110,Abhang::N,ঢাল,бам
111,Quelle::N,উৎস,ошмес
112,Bach::N,ক্ষুদ্র নদী,пичи шур
113,Fluss::N,নদী,шур
114,Ufer::N,উপকূল,ярдур
115,Küste::N,তীর,вудур
116,Festland::N,ভূমি,мувыр
117,Meer::N,সমুদ্র,зарезь
118,Bucht::N,উপসাগর,вукож
119,Insel::N,দ্বীপ,вумуӵ
120,Insel::N,দ্বীপ,шормуӵ
121,Blume::N,ফুল,сяська
122,Gras::N,ঘাস,турын
123,Wurzel::N,শিকড়,выжы
124,Baum::N,গাছ,пу
125,Stamm::N,স্কন্ধ,модос
126,Rinde::N,বল্কল,сул
127,Ast::N,শাখা,ул
128,Zweig::N,ডাল,вай
129,Blatt::N,পর্ণ,куар
130,Birke::N,ভুর্জ,кызьпу
131,Kiefer[Baum]::N,পাইন গাছ,пужым
132,Weide[Baum]::N,উইলো,бадьпу
133,Tanne::N,দেবদারূ গাছ,кыз
134,Horn::N,শিং,сюр
135,Feder::N,পালক,тылы
136,Fell::N,রোম,ку
137,Flügel::N,ডানা,бурд
138,Klaue::N,নখর,гижы
139,Kralle::N,নখর,пыд
140,Schwanz::N,লেজ,быж
141,Ei::N,ডিম,пуз
142,Ei::N,ডিম,кукей
143,Nest::N,কুলায়,кар
144,Nest::N,কুলায়,пузкар
145,Bau::N,ডেরা,кар
146,Bau::N,ডেরা,гу
147,Tier::N,জন্তু,пӧйшур
148,Herde::N,ঝাঁক,уллё
149,Kuh::N,গোরু,скал
150,Bulle::N,বৃষ,ош
151,Bulle::N,বৃষ,пороз
152,Pferd::N,ঘোড়া,вал
153,Schaf::N,ভেড়া,ыж
154,Schwein::N,শূকর,парсь
155,Hund::N,কুকুর,пуны
156,Katze::N,বেড়াল,коӵыш
157,Bär::N,ভল্লুক,гондыр
158,Eichhörnchen::N,কাঠবিড়াল,коньы
159,Elch::N,হরিণবিশেষ,койык
160,Fuchs::N,পাঁতিশিয়াল,ӟичы
161,Hase::N,শশক,кеч
162,Maus::N,নেংটি ইঁদুর,шыр
163,Wolf::N,নেকড়ে,кион
164,Vogel::N,পক্ষী,тылобурдо
165,Schwarm::N,ঝাঁক,уллё
166,Huhn::N,মোরগ,курег
167,Hahn::N,কুক্কুট,атас
168,Gans::N,হংসী,ӟазег
169,Adler::N,ইগল,ӧрзи
170,Ente::N,হংসী,ӵӧж
171,Eule::N,পেচক,кучыран
172,Kranich::N,সারস,тури
173,Krähe::N,কাক,куака
174,Kuckuck::N,কোকিল,кикы
175,Schwan::N,মরাল,юсь
176,Fisch::N,মাছ,чорыг
177,Barsch::N,মৎন্যবিশেষ,юш
178,Hecht::N,বানমাছ,чипей
179,Schlange[Tier]::N,সর্প,кый
180,Wurm::N,কীট,нумыр
181,Spinne::N,মাকড়সা,чонари
182,Ameise::N,পিপীলিকা,кузьыли
183,Laus::N,উকুন,тэй
184,Mücke::N,মশা,нымы
185,Mücke::N,মশা,чибинь
186,Fliege::N,মাছি,кут
187,Schmetterling::N,প্রজাপতি,бубыли
188,Beere::N,বেরি,узы-боры
189,Apfel::N,আপেল,яблок
190,Pilz::N,ছত্রক,губи
191,Zwiebel::N,পিয়াজ,сугон
192,Saat::N,বীজ,кидыс
193,Korn::N,শস্য,тысь
194,Heu::N,খড়,турын
195,Schale::N,খোসা,кыд
196,Grube::N,গর্ত,гу
197,Grube::N,গর্ত,гоп
198,Falle::N,ফাঁদ,налик
199,Schlinge::N,পাশ,гиӟ
200,Schlinge::N,পাশ,герд
201,Spur::N,চিহ্ন,пытьы
202,Spur::N,চিহ্ন,бервыл
203,Asche::N,ভস্ম,пень
204,Dreck::N,ময়লা,дэри
205,Eisen::N,লোহা,корт
206,Gold::N,স্বর্ণ,зарни
207,Silber::N,রৌপ্য,азвесь
208,Kohle::N,অঙ্গার,эгыр
209,Glas::N,কাচ,стекло
210,Glas::N,কাচ,пияла
211,Lehm::N,মৃত্তিকা,сюй
212,Sand::N,বালি,луо
213,Mensch::N,নর,мурт
214,Mensch::N,নর,адями
215,Mensch::N,মানুষ,мурт
216,Mensch::N,মানুষ,адями
217,Mann::N,মানুষ,воргорон
218,Frau::N,নারী,кышномурт
219,Kind::N,বাচ্চা,нуны
220,Kind::N,বাচ্চা,пинал
221,Junge::N,ছেলে,пи
222,Mädchen::N,মেয়ে,ныл
223,Familie::N,পরিবার,семья
224,Großvater::N,মাতামহ,песятай
225,Großvater::N,মাতামহ,пересь атай
226,Großmutter::N,মাতামহী,песянай
227,Großmutter::N,মাতামহী,пересь анай
228,Eltern::N,মাতাপিতা,атай-анай
229,Eltern::N,মাতাপিতা,бубы-мумы
230,Vater::N,পিতা,айы
231,Vater::N,পিতা,атай
232,Mutter::N,মাতা,мумы
233,Sohn::N,ছেলে,пи
234,Tochter::N,মেয়ে,ныл
235,Bruder::N,দাদা,агай
236,Schwester::N,বোন,апа
237,Schwester::N,বোন,сузэр
238,Schwester::N,দিদি,апа
239,Schwester::N,দিদি,сузэр
240,Onkel::N,মামা,агай
241,Tante::N,মাসী,апа
242,Tante::N,মাসী,кенак
243,Ehemann::N,স্বামী,карт
244,Ehefrau::N,পত্নী,кышно
245,Freude::N,উল্লাস,шумпотон
246,Gelächter::N,হাসি,горем
247,Glück::N,সুখ,шуд
248,Kummer::N,দুঃখ,кайгу
249,Kummer::N,দুঃখ,куректон
250,Wunsch::N,আকাঙ্ক্ষা,мылпотон
251,Lust::N,বাসনা,потон
252,Geist::N,আত্না,лул
253,Gedanke::N,চিন্তা,малпан
254,Gedächtnis::N,স্মরণশক্তি,йырсазь
255,Gedächtnis::N,স্মরণশক্তি,тодэваён
256,Verstand::N,মন,йырвизь
257,Sinn::N,পদার্থ,смысл
258,Grund::N,কারণ,муг
259,Grund::N,কারণ,ньӧм
260,Wahrheit::N,সত্য,зэм
261,Wahrheit::N,সত্য,шонер
262,Gespräch::N,কথাবার্তা,вераськон
263,Märchen::N,রূপকথা,выжыкыл
264,Erzählung::N,গল্প,верос
265,Nachricht::N,তথ্য,ивор
266,Neuigkeit::N,খবরাখবর,выльивор
267,Name::N,নাম,ним
268,Rätsel::N,ধাঁধা,мадькыл
269,Rede::N,বক্তৃতা,верам
270,Sprache::N,ভাষা,кыл
271,Stimme::N,স্বর,куара
272,Wort::N,শব্দ,кыл
273,Zeichen::N,প্রতীক,пус
274,Zeichen::N,প্রতীক,тодмет
275,Ruf::N,ডাক,ӧтён
276,Ruf::N,ডাক,чортон
277,Lärm::N,হৈচৈ,ӵашетон
278,Laut::N,ধ্বনি,куара
279,Ton::N,স্বর,куара
280,Lied::N,গান,кырӟан
281,Ruhe::N,শান্তি,чалмыт улон
282,Leute::N,প্রজাপুঞ্জ,адямиос
283,Volk::N,জাতি,калык
284,Arbeit::N,চাকরি,уж
285,Gast::N,অতিথি,куно
286,Geschenk::N,উপহার,салам
287,Geschenk::N,উপহার,кузьым
288,Spiel::N,খেলা,шудон
289,Gesellschaft::N,সঙ্গিগণ,калык
290,Hilfe::N,সাহায্য,юрттон
291,Freund::N,বন্ধু,эш
292,Freund::N,বন্ধু,юлтош
293,Kamerad::N,সঙ্গী,тодмо
294,Angelegenheit::N,বিষয়,уж
295,Anzahl::N,পরিমাণ,лыд
296,Art::N,রকম,тус
297,Stück::N,টুকরো,юдэс
298,Teil::N,অংশ,люкет
299,Hälfte::N,অর্ধেক,ӝыны
300,Kreis::N,বৃত্ত,котырес
301,Kreuz::N,ক্রুশ,крест
302,Linie::N,রেখা,гож
303,Strich::N,কষি,гож
304,Abstand::N,ফাঁক,вис
305,Abstand::N,ফাঁক,кусып
306,Entfernung::N,ব্যবধান,кусып
307,Gegend::N,ক্ষেত্র,инты
308,Platz::N,জায়গা,инты
309,Ort::N,স্থান,инты
310,Ort::N,স্থান,места
311,Seite::N,পার্শ্ব,пал
312,Mitte::N,মধ্য,шор
313,Gegenstand::N,জিনিস,арбери
314,Sache::N,বস্তু,котыр
315,Rand::N,কানা,дур
316,Rand::N,কানা,шаер
317,Kante::N,ধার,дур
318,Ecke::N,কোণ,сэрег
319,Spitze::N,ডগা,йыл
320,Ende::N,প্রান্ত,пум
321,Loch::N,গর্ত,пась
322,Winkel::N,কোণ,сэрег
323,Muster::N,নমুন্,пужы
324,Größe::N,আয়তন,быдӟала
325,Länge::N,দৈর্ঘ্য,кузьдала
326,Höhe::N,উচ্চতা,ӝуждала
327,Gewicht::N,ওজন,сектала
328,Gewicht::N,ওজন,секытлык
329,Menge::N,পরিমাণ,лыд
330,Menge::N,পরিমাণ,лыдпус
331,Haufen::N,পুঞ্জ,люк
332,Reihe::N,শ্রেণী,чур
333,Boot::N,নৌকা,пыж
334,Boot::N,নৌকা,лодка
335,Ruder::N,দাঁড়,полыс
336,Schlitten::N,স্নেজ্-গাড়ি,додьы
337,Ski::N,শী,куас
338,Lagerfeuer::N,অগ্নি,тылскем
339,Last::N,বোঝা,секыт
340,Gang::N,হণ্টন,ветлон
341,Schritt::N,পদ,вамыш
342,Norden::N,উত্তরদিক্,уйпал
343,Süden::N,দক্ষিণদিক,лымшор
344,Westen::N,পশ্চিমদিক্,шунды пуксён
345,Osten::N,পূর্বদিক,шунды ӝужан
346,Holz::N,কাঠ,пу
347,Brett::N,তক্তা,пул
348,Platte::N,ফলক,плита
349,Stütze::N,নাগদণ্ড,пыкет
350,Stange::N,দণ্ড,пуӵ
351,Stock::N,ছড়ি,боды
352,Stab::N,যষ্টি,пуӵ
353,Stab::N,যষ্টি,боды
354,Rohr::N,নল,труба
355,Haus::N,ঘর,юрт
356,Heim::N,বাসা,корка
357,Ofen::N,স্টোভ্,гур
358,Fußboden::N,গহতল,выж
359,Tisch::N,মেজ,ӝӧк
360,Tisch::N,টেবিল,ӝӧк
361,Stuhl::N,চেয়ার,пукон
362,Stuhl::N,কেদারা,пукон
363,Wiege::N,দোলনা,кӧкы
364,Wiege::N,দোলনা,зыбка
365,Bett::N,শয্যা,валес
366,Regal::N,তাক,ӝажы
367,Kiste::N,বাক্স,ящик
368,Fenster::N,জানালা,укно
369,Fenster::N,জানালা,косяк
370,Tür::N,দ্বার,ӧс
371,Tor::N,দ্বার,ӟезьы
372,Zaun::N,বেড়া,забор
373,Dach::N,ছাদ,липет
374,Leiter::N,মই,падӟа
375,Besen::N,গুল্মবিশেষ,ӵужон
376,Besen::N,গুল্মবিশেষ,исьнер
377,Spaten::N,কোদাল,лопатка
378,Schaufel::N,বেলচা,ютырон
379,Gabel::N,কাঁটা,тэчы
380,Gabel::N,কাঁটা,вилка
381,Löffel::N,চামচ,пуньы
382,Messer::N,ছুরি,пурт
383,Nagel::N,পেরেক,кортӵог
384,Netz::N,জাল,сеть
385,Haken::N,কাচি,курик
386,Griff::N,হাতল,ныд
387,Schloss::N,তালা,тунгон
388,Bild::N,ছবি,суред
389,Bild::N,চিত্র,суред
390,Figur::N,আকার,фигура
391,Puppe::N,পুতুল,мунё
392,Beutel::N,বটুয়া,пуйы
393,Bündel::N,আঁটি,керттэт
394,Tasche::N,থলি,пуйы
395,Tasche::N,থলি,сумка
396,Eimer::N,বাল্তি,ведра
397,Deckel::N,আবরণ,ӵоксэт
398,Geschirr::N,থালা-বাসন,тусьты-пуньы
399,Sack::N,বস্তা,пуйы
400,Tasse::N,কাপ,ӵаша
401,Topf::N,পাত্র,миска
402,Kessel::N,কেটলি,пурты
403,Essen::N,আহার,сиськон
404,Nahrung::N,খাদ্য,сион
405,Speise::N,খাদ্য,сиён
406,Fleisch::N,মাংস,сӥль
407,Getreide::N,শস্য,ю тысь
408,Brei::N,মণ্ড,ӝук
409,Brot::N,রুটি,нянь
410,Scheibe::N,ফালি,шорем
411,Fett::N,মেদ,кӧй
412,Butter::N,মাখন,вӧй
413,Öl::N,তৈল,вӧй
414,Salz::N,নুন,сылал
415,Suppe::N,শুরুয়া,шыд
416,Honig::N,মধু,чечы
417,Milch::N,দুধ,йӧл
418,Tee::N,চা,чай
419,Leder::N,পাকা চামড়া,сурон
420,Wolle::N,পশম,гон
421,Wolle::N,পশম,ыжгон
422,Stoff::N,বস্ত্র,куэм
423,Nadel::N,সুচ,вень
424,Faden::N,সূত্র,сӥньыс
425,Knopf::N,বোতাম,бирды
426,Knoten::N,গিঁট,герд
427,Farbe::N,রং,буёл
428,Kleidung::N,কাপড়,дӥсь
429,Hemd::N,শার্ট,дэрем
430,Kragen::N,গলবন্ধ,сирес
431,Ärmel::N,আস্তিন্,саес
432,Hose::N,ট্রাউজার,брюки
433,Hose::N,ট্রাউজার,штань
434,Gürtel::N,কটিবন্ধ,кускерттон
435,Mütze::N,টুপি,ызьы
436,Schuh::N,জুতো,ботинка
437,Stiefel::N,বুট,сапег
438,Ring::N,আংটি,зундэс
439,Band::N,ফিতা,лента
440,Kamm::N,চিরুনি,сын
441,Spiegel::N,আয়না,синучкон
442,Riemen::N,চাবুক,е
443,Schnur::N,দড়ি,гозы
444,Leine::N,শিকল,думет
445,Decke::N,কম্বল,шобрет
446,Kissen::N,উপাধান,миндэр
447,Tuch::N,বস্ত্র,кышет
448,Handtuch::N,তোয়ালে,ӵушкон
449,Kraft::N,জোর,кать
450,Kraft::N,জোর,ӟигар
451,Stärke::N,শক্তি,юнлык
452,Gesundheit::N,স্বাস্থ্য,тазалык
453,Krankheit::N,অসুখ,висён
454,Krankheit::N,ব্যামো,висён
455,Schmerz::N,যন্ত্রণা,висён
456,Wunde::N,ক্ষত,яра
457,Fieber::N,জ্বর,кезег
458,Arznei::N,ঔষধ,эмъюм
459,Brücke::N,সেতু,выж
460,Brunnen::N,কূপ,колдэч
461,Weide::N,পশুচারণভূমি,возь
462,Pfad::N,পথ,сюрес
463,Weg::N,পথ,сюрес
464,Straße::N,রাস্তা,сюрес
465,Dorf::N,গ্রাম,гурт
466,Stadt::N,শহর,кар
467,Stadt::N,শহর,город
468,Brief::N,চিঠি,гожтэт
469,Buch::N,বই,книга
470,Buchstabe::N,অক্ষর,буква
471,Zeitung::N,সংবাদপত্র,газет
472,Leben::N,জীবন,улон
473,Tod::N,মৃত্যু,кулон
474,Grab::N,কবর,шайгу
475,Kirche::N,গির্জা,черк
476,Sünde::N,পাপ,сьӧлык
477,Gott::N,দেবতা,ӥнмар
478,Arbeiter::N,শ্রমিক,рабочий
479,Chef::N,নেতা,начальник
480,Meister::N,ব্যক্তি,кибашлы
481,Arzt::N,চিকিৎসক,врач
482,Lehrer::N,অধ্যাপক,дышетӥсь
483,Geld::N,মুদ্রা,уксё
484,Geld::N,মুদ্রা,коньдон
485,Geld::N,টাকাপয়সা,уксё
486,Geld::N,টাকাপয়সা,коньдон
487,Geschäft::N,ব্যস্ততা,уж
488,Laden::N,দোকান,магазин
489,Preis::N,মূল্য,дун
490,Ware::N,পণ্যদ্রব্য,вуз
491,Nutzen::N,সুবিধা,пайда
492,Reichtum::N,ধনদৌলত,узырлык
493,Welt::N,জগৎ,дунне
494,Land::N,খেত,шаер
495,Staat::N,রাষ্ট্র,кун
496,König::N,রাজা,эксэй
497,Macht::N,প্রভাব,власть
498,Grenze::N,সীমা,кунгож
499,Krieg::N,যুদ্ধ,ож
500,Feind::N,শত্রু,тушмон
501,Gewalt::N,জোর,эриктэман
502,Kampf::N,লড়াই,нюръяськон
503,Bogen[Waffe]::N,ধনুক,пукыӵ
504,Pfeil::N,বাণ,пукыӵ вень
505,Gewehr::N,বন্দুক,пыӵал
506,Fehler::N,ভুল,янгыш
507,Lüge::N,মিথ্যা,пӧян
508,Lüge::N,মিথ্যা,алдан
509,Lüge::N,মিথ্যা,ӧрекчан
510,Schaden::N,ক্ষতি,изъян
511,Unglück::N,দুর্ভাগ্য,куректон
512,Unglück::N,দুর্ভাগ্য,шудтэме усён
513,Schuld::N,অপরাধ,янгыш
514,Alter::N,আয়ু,арлыд
515,Schluss::N,শেষ,пум
516,Zeit::N,সময়,дыр
517,Tag::N,দিন,нунал
518,Morgen::N,সকাল,ӵукна
519,Mittag::N,মধ্যাহু,лымшор
520,Abend::N,সন্ধ্যা,ӝыт
521,Abend::N,সন্ধ্যা,акшан
522,Nacht::N,রাত্রি,уй
523,Woche::N,সপ্তাহ,арня
524,Monat::N,মাস,толэзь
525,Jahr::N,সৌরবর্ষ,ар
526,Frühling::N,বসন্তকাল,тулыс
527,Sommer::N,গ্রীষ্মকাল,гужем
528,Herbst::N,শরংঋতু,сӥзьыл
529,Winter::N,শীতকাল,тол
530,Januar::N,জানুয়ারী,выльартолэзь
531,Februar::N,ফেব্রুয়ারী,тулыспал
532,März::N,মার্চ,южтолэзь
533,April::N,এপ্রিল,оштолэзь
534,Mai::N,মে,куартолэзь
535,Juni::N,জুন,вожотолэзь
536,Juli::N,জুলাই,пӧсьтолэзь
537,August::N,অগাস্ট,гудырикошкон
538,September::N,সেপ্টেম্বর,куарусён
539,Oktober::N,অক্টোবর,выльӝуктолэзь
540,November::N,নভেম্বর,шуркынмон
541,Dezember::N,ডিসেম্বর,толсур
542,Montag::N,সোমবার,вордӥськон
543,Dienstag::N,মঙ্গলবার,вторник
544,Mittwoch::N,বুধবার,вирнунал
545,Donnerstag::N,বৃহম্পতিবার,покчиарня
546,Freitag::N,শুক্রবার,удмуртарня
547,Samstag::N,শনিবার,кӧснунал
548,Sonntag::N,রবিবার,арня
549,groß::A,বৃহৎ,бадӟым
550,klein::A,ছোট,пичи
551,lang::A,দীর্ঘ,кузь
552,kurz::A,খর্ব,вакчи
553,kurz::A,হ্রস্ব,вакчи
554,breit::A,চওড়া,паськыт
555,schmal::A,সরু,сюлэг
556,dicht::A,ঘন,ӵем
557,dick[Gegenstand]::A,পুরু,зӧк
558,dünn::A,কৃশ,векчи
559,fein::A,সূক্ষ্ম,векчи
560,fest::A,দৃঢ়,юн
561,fest::A,দৃঢ়,чурыт
562,flach::A,সমতল,ӵошкыт
563,glatt::A,মসৃণ,гылыт
564,glatt::A,মসৃণ,вольыт
565,hart::A,শক্ত,чурыт
566,weich::A,নরম,небыт
567,rund::A,গোলাকার,котырес
568,spitz::A,তীক্ষ্ন,йылсо
569,scharf::A,শাণিত,лэчыт
570,stumpf::A,ভোঁতা,ныж
571,schwer::A,ভারী,секыт
572,schön::A,সুন্দর,чебер
573,heiß::A,গরম,пӧсь
574,warm::A,ঈষদুষ্ণ,шуныт
575,kalt::A,ঠাণ্ডা,кезьыт
576,kühl::A,শীতল,юзмыт
577,kühl::A,শীতল,салкым
578,frisch::A,তাজা,выль
579,feucht::A,ভিজা,мускыт
580,nass::A,ভিজা,котмем
581,trocken::A,শুষ্ক,кӧс
582,voll::A,পূর্ণ,тыр
583,leer::A,খালি,буш
584,leer::A,খালি,тырттэм
585,offen::A,খোলা,усьтэм
586,geschlossen::A,বন্ধ,ӵогам
587,geschlossen::A,বন্ধ,пунням
588,sauber::A,নির্মল,ӝикыт
589,sauber::A,নির্মল,чылкыт
590,schmutzig::A,নোংরা,нӧд
591,roh::A,কাঁচা,ыль
592,reif::A,পাকা,вуэм
593,lecker::A,সুস্বাদ,ческыт
594,süß::A,মিষ্ট,ческыт
595,bitter::A,তিক্ত,курыт
596,sauer::A,টক,чырс
597,hell::A,উজ্জ্বল,югыт
598,dunkel::A,অন্ধকারময়,пеймыт
599,schwarz::A,কালো,сьӧд
600,weiß::A,সাদা,тӧдьы
601,rot::A,লাল,горд
602,gelb::A,হলদে,ӵуж
603,blau::A,নীল,лыз
604,grün::A,সবুজ,вож
605,grau::A,ছাই-রঙা,пурысь
606,bunt::A,রঙিন,куӵо
607,billig::A,সস্তা,дунтэм
608,teuer::A,আক্রা,дуно
609,wertvoll::A,মহার্ঘ,дуно
610,blind::A,কানা,сукыр
611,blind::A,কানা,синтэм
612,taub::A,বধির,пельтэм
613,kräftig::A,বিশাল,кужмо
614,stark::A,শক্তিশালী,юн
615,stark::A,শক্তিশালী,кужмо
616,schwach::A,দুর্বল,ляб
617,schwach::A,দুর্বল,начар
618,fett::A,মোটা,кӧй
619,schlank::A,কৃশ,веськыт
620,schlank::A,কৃশ,веськрес
621,hübsch::A,সুন্দর,чебер
622,hübsch::A,সুন্দর,синмаськымон
623,böse::A,খারাপ,лек
624,dumm::A,মূর্খ,шузи
625,dumm::A,মূর্খ,визьтэм
626,faul::A,শ্রমবিমুখ,азьтэм
627,fleißig::A,পরিশ্রমী,сюлмо
628,geizig::A,ব্যয়কুণ্ঠ,сук
629,klug::A,দক্ষ,визьмо
630,geschickt::A,পটু,усто
631,geschickt::A,পটু,быгатӥсь
632,lieb::A,প্রেয়,мусо
633,lustig::A,প্রফুল্ল,шулдыр
634,sanft::A,নম্র,мусо
635,sanft::A,নম্র,эрке
636,hungrig::A,ক্ষুধার্ত,сютэм
637,krank::A,অসুস্থ,висись
638,nackt::A,উলঙ্গ,гольык
639,traurig::A,দুঃখিত,мӧзмыт
640,lebendig::A,জীবিত,улэп
641,gut::A,ভালো,ӟеч
642,gut::A,ভালো,умой
643,schlecht::A,মন্দ,урод
644,schlecht::A,মন্দ,алама
645,richtig::A,ঠিক,шонер
646,schlimm::A,কদর্য,алама
647,wahr::A,বাস্তব,зэмос
648,alt::A,পুরাতন,вуж
649,neu::A,নব,выль
650,neu::A,নূতন,выль
651,ehemalig::A,পূর্বকালীন,азьвылэз
652,alt[Lebewesen]::A,বৃদ্ধ,пересь
653,jung::A,তরুণ,егит
654,jung::A,তরুণ,пинал
655,arm::A,ক্ষুদ্র,начар
656,arm::A,ক্ষুদ্র,куанер
657,reich::A,ধনবান্,узыр
658,bekannt::A,সুপরিচিত,тодмо
659,berühmt::A,বিখ্যাত,дано
660,fremd::A,বিদেশি,ят
661,verschieden::A,বিসদৃশ,пӧртэм
662,nah::A,নিকটবতী,матысь
663,fern::A,দুরবতী,кыдёкысь
664,linker::A,বাম,паллян
665,rechter::A,ডান,бур
666,rechter::A,ডান,бурпал
667,rechter::A,ডাইন,бур
668,rechter::A,ডাইন,бурпал
669,anderer::A,অন্যতর,мукет
670,erster::A,প্রথম,нырысетӥез
671,zweiter::A,দ্বিতীয়,кыктэтӥез
672,dritter::A,তৃতীয়,кунньметӥез
673,letzter::A,সর্বশেষ,берло
674,letzter::A,সর্বশেষ,берпум
675,allein::ADV,একক,огназ
676,auf einmal::ADV,জলদি,огдыре
677,zusammen::ADV,একসঙ্গে,ӵош
678,zusammen::ADV,একসঙ্গে,валче
679,lange::ADV,লম্বা,кема
680,plötzlich::ADV,হঠাৎ,мапламтэ шорысь
681,sofort::ADV,মুহ্ণর্তমধ্যে,али ик
682,später::ADV,পশ্চাতে,бергес
683,später::ADV,পশ্চাতে,берлогес
684,jetzt::ADV,এখন,али
685,jetzt::ADV,এখন,табере
686,heute::ADV,আজ,туннэ
687,morgen::ADV,আগামিকাল,ӵуказе
688,bald::ADV,অস্পকালমধ্যে,ӝоген
689,dann::ADV,তখন,берло
690,gestern::ADV,গতকাল,толон
691,einst::ADV,একবার মাত্র,огпол
692,einst::ADV,একবার মাত্র,одӥг пол
693,damals::ADV,তখন,соку
694,danach::ADV,পরে,собере
695,vorher::ADV,আগে,азьло
696,vorher::ADV,আগে,азьвыл
697,zuerst::ADV,আগে,азьло
698,einmal::ADV,একবার,огпол
699,manchmal::ADV,কখনও কখনও,куддыръя
700,oft::ADV,ঘনঘন,ӵем
701,immer::ADV,সর্বদা,пыр
702,immer::ADV,সর্বদা,котьку
703,niemals::ADV,কখলও নহে,уз ноку
