,Concept_ID,pt,ady
92,Hitze::N,ardor,фэба́е
93,Raureif::N,geada,
94,Regenbogen::N,arco-iris, лэгъупэкъо́пс
95,Donner::N,trovão,шыблэ́
96,Strömung::N,corrente,ток
97,Tropfen::N,gota,ткӏопс
98,Tropfen::N,gota,гъуаткӏу
99,Schaum::N,espuma,тхъурбэ
100,Schmutz::N,sujidade,псынжъы
101,Schmutz::N,imundície,псынжъы
102,See::N,lago,хыку́м
103,See::N,lago,псыхъура́й
104,Sumpf::N,charco,орыжъ
105,Sumpf::N,pântano,орыжъ
106,Moor::N,pântano,орыжъ
107,Wiese::N,prado,хъупӏэ́
108,Wiese::N,prado,мэкъупӏ
109,Wald::N,bosque,мэзы́
110,Wald::N,floresta,мэзы́
111,Hügel::N,colina,ӏуашъхь
112,Anhöhe::N,alto,чӏыӏэтыгъ
113,Anhöhe::N,outeiro,чӏыӏэтыгъ
114,Berg::N,monte,къушъхьэ́
115,Berg::N,montanha,къушъхьэ́
116,Gipfel::N,pico,шыгу
117,Höhle::N,caverna,гъочӏэгъ
118,Abhang::N,encosta,чапэ
119,Quelle::N,fonte,псынэчэ́чъ
120,Bach::N,regato,псышкуашку
121,Bach::N,ribeiro,псышкуашку
122,Fluss::N,rio,псыхъо́
123,Ufer::N,beira,нэпкъы
124,Küste::N,costa,ӏушъо
125,Festland::N,terra firme,чӏл́ыгу
126,Meer::N,mar,хы
127,Bucht::N,baía,хыблыгу
128,Insel::N,ilha,хыгъэхъу́н
129,Blume::N,flor,къэгъа́гь
130,Gras::N,erva,уцы́
131,Wurzel::N,raiz,лъапсэ́
132,Baum::N,árvore,чъыгы́
133,Stamm::N,tronco,пкъы
134,Rinde::N,casca,пхъашъо́
135,Ast::N,ramo,куамэ
136,Zweig::N,galho,къутамэ́
137,Blatt::N,folha,тхьап
138,Birke::N,bétula,пчэн
139,Kiefer[Baum]::N,pinheiro,сэснэй
140,Weide[Baum]::N,salgueiro,пце́л
141,Tanne::N,abeto,ель
142,Horn::N,corno,бжъэ
143,Horn::N,chifre,бжъэ
144,Feder::N,pena,къамӏы́й
145,Fell::N,pele,шъо
146,Flügel::N,asa,тамэ́
147,Klaue::N,pata,лъэбжъа́н
148,Kralle::N,unha,лъакъо
149,Kralle::N,garra,лъакъо
150,Schwanz::N,rabo,кӏэ
151,Schwanz::N,cauda,кӏэ
152,Ei::N,ovo,кӏэнкӏэ́
153,Nest::N,ninho,набгъо́
154,Bau::N,toca,гъу
155,Bau::N,toca,бы
156,Bau::N,covil,гъу
157,Bau::N,covil,бы
158,Tier::N,animal,псэу́шъхь
159,Herde::N,rebanho,ӏэхъогъу
160,Kuh::N,vaca,чэмы́
161,Bulle::N,touro,цу
162,Pferd::N,cavalo,шы
163,Schaf::N,ovelha,мэлы́
164,Schwein::N,porco,къо
165,Hund::N,cão,бьэ
166,Katze::N,gata,чэты́у
167,Bär::N,urso,мышъэ́
168,Eichhörnchen::N,esquilo,цызэ́
169,Elch::N,alce,лось
170,Fuchs::N,raposa,баджэ́
171,Hase::N,lebre,тхьакӏумкӏы́хь
172,Maus::N,rato,цыгъо́
173,Wolf::N,lobo,тыгъу́жъ
174,Vogel::N,ave,бзы́у
175,Vogel::N,pássaro,бзы́у
176,Schwarm::N,bando,отэр
177,Schwarm::N,enxame,отэр
178,Huhn::N,galinha,чэты́
179,Hahn::N,galo,атакъэ́
180,Gans::N,ganso,къа́з
181,Adler::N,águia,
182,Ente::N,pata,псычэ́т
183,Eule::N,mocho,тыгъурыгъу
184,Eule::N,coruja,тыгъурыгъу
185,Kranich::N,grou,къэрэ́у
186,Krähe::N,gralha,къолэ́жъ
187,Kuckuck::N,cuco,куку́у
188,Schwan::N,cisne,
189,Fisch::N,peixe,пцэжъы́й
190,Barsch::N,perca,тхыкъэц
191,Hecht::N,lúcio,лэнд
192,Schlange[Tier]::N,serpente,блэ́
193,Wurm::N,verme,хьамлыу
194,Spinne::N,aranha,бэдж
195,Ameise::N,formiga,къамзэ́гу
196,Laus::N,piolho,цӏэ
197,Mücke::N,mosquito,аргъо́й
198,Fliege::N,mosca,бадзэ́
199,Schmetterling::N,borboleta,хьампӏыра́шъу
200,Beere::N,bago,маткӏо
201,Apfel::N,maçã,мыӏэры́с
202,Pilz::N,fungo,хьаӏу
203,Pilz::N,cogumelo,хьаӏу
204,Zwiebel::N,cebola,бжьыны́
205,Saat::N,sementeira,чылапхъ
206,Korn::N,grão,цэ
207,Heu::N,feno,мэкъу
208,Schale::N,casca,кӏы́шъу
209,Grube::N,cova,машэ́
210,Grube::N,fossa,машэ́
211,Falle::N,armadilha,зэраубытырэ́ ӏэмэпсы́м
212,Schlinge::N,laço,бзыуубыт
213,Spur::N,pista,ужы
214,Spur::N,pista,лъэуж
215,Spur::N,vestígio,ужы
216,Spur::N,vestígio,лъэуж
217,Asche::N,cinza,яжьэ́
218,Dreck::N,sujidade,псынжъы
219,Eisen::N,ferro,гыучӏы́
220,Eisen::N,ferro,къэнджа́л
221,Gold::N,ouro,дышъэ́
222,Silber::N,prata,тыжьы́н
223,Kohle::N,carvão,шӏомыкӏ
224,Glas::N,vidro,апч
225,Lehm::N,barro,етӏагъо́
226,Lehm::N,argila,етӏагъо́
227,Sand::N,areia,пшахъо
228,Mensch::N,homem,цӏыфы́
229,Mensch::N,pessoa,цӏыфы́
230,Mann::N,homem,хъулъфы́гъ
231,Frau::N,mulher,бӏылъфыгъэ́
232,Kind::N,filho,кӏэлэцӏы́кӏу
233,Kind::N,criança,кӏэлэцӏы́кӏу
234,Junge::N,rapaz,кӏэлэцӏы́кӏу
235,Junge::N,menino,кӏэлэцӏы́кӏу
236,Mädchen::N,menina,пшъэшъэжъый
237,Mädchen::N,rapariga,пшъэшъэжъый
238,Familie::N,família,быны́
239,Familie::N,família,уна́гъу
240,Großvater::N,avô,тэтэ́жъ
241,Großmutter::N,avó,нэнэ́жъ
242,Eltern::N,pais,ны-тыхэ́р
243,Vater::N,pai,ты
244,Mutter::N,mãe,ны
245,Sohn::N,filho,къо
246,Tochter::N,filha,пхъу
247,Bruder::N,irmão,шы
248,Schwester::N,irmã,шы́пхъу
249,Onkel::N,tio,янэ́ш
250,Tante::N,tia,атэшыпхъу
251,Ehemann::N,esposo,лӏы
252,Ehefrau::N,esposa,шъу́з
253,Freude::N,prazer,гушӏуа́гъу
254,Freude::N,alegria,гушӏуа́гъу
255,Gelächter::N,risada,щхыныр
256,Gelächter::N,gargalhada,щхыныр
257,Glück::N,felicidade,насы́п
258,Kummer::N,aflição,тхьамыкӏагъу
259,Kummer::N,desgosto,тхьамыкӏагъу
260,Wunsch::N,desejo,шӏонгъоны́гъ
261,Lust::N,vontade,шӏонгъоны́гъ
262,Geist::N,mente,гу
263,Geist::N,espírito,гу
264,Gedanke::N,ideia,гупшыс
265,Gedanke::N,pensamento,гупшыс
266,Gedächtnis::N,memória,память
267,Verstand::N,razão,акъы́л
268,Verstand::N,inteligência,акъы́л
269,Sinn::N,sentido,мэхьанэ
270,Sinn::N,significado,мэхьанэ
271,Grund::N,causa,ушъхьагъу
272,Grund::N,motivo,ушъхьагъу
273,Wahrheit::N,verdade,шъыпкъэ́
274,Gespräch::N,conversa,гущыӏ
275,Gespräch::N,conversação,гущыӏ
276,Märchen::N,conto,пшысэ
277,Erzählung::N,conto,къэба́р
278,Erzählung::N,narrativa,къэба́р
279,Nachricht::N,mensagem,къэба́р
280,Neuigkeit::N,notícia,къэбарыкӏ
281,Neuigkeit::N,novidade,къэбарыкӏ
282,Name::N,nome,цӏэ
283,Rätsel::N,adivinha,коджэхь-къоджэшх
284,Rede::N,oração,гущыӏ
285,Rede::N,discurso,гущыӏ
286,Sprache::N,língua,бзэ
287,Stimme::N,voz,макъэ́
288,Wort::N,palavra,гущыӏ
289,Zeichen::N,marca,тамы́гъ
290,Ruf::N,grito,джэ макъ
291,Ruf::N,chamada,джэ макъ
292,Lärm::N,ruído,макъэ
293,Lärm::N,barulho,макъэ
294,Laut::N,som,макъэ
295,Ton::N,tom,
296,Lied::N,canção,орэ́д
297,Ruhe::N,calma,самбырыныгъ
298,Ruhe::N,silêncio,самбырыныгъ
299,Leute::N,gente,цӏыфхэ́р
300,Leute::N,pessoas,цӏыфхэ́р
301,Volk::N,povo,цӏыф лъэпкъ
302,Volk::N,nação,цӏыф лъэпкъ
303,Arbeit::N,trabalho,ӏофшӏакӏэ́н
304,Gast::N,hóspede,хьакӏэ́
305,Gast::N,convidado,хьакӏэ́
306,Geschenk::N,prenda,шӏухьафтын
307,Geschenk::N,presente,шӏухьафтын
308,Spiel::N,jogo,еоны́р
309,Spiel::N,jogo,джэгуны́р
310,Spiel::N,jogo,къегъэӏоны́р
311,Gesellschaft::N,companhia,обществ
312,Hilfe::N,ajuda,ӏэпыӏэгъу
313,Hilfe::N,socorro,ӏэпыӏэгъу
314,Freund::N,amigo,ныбджэгъу
315,Kamerad::N,camarada,ныбджэгъу
316,Angelegenheit::N,assunto,ӏофы́
317,Anzahl::N,número,пчъагъэ́
318,Anzahl::N,quantidade,пчъагъэ́
319,Art::N,tipo,изэрэщы́т
320,Art::N,tipo,лъэпкъ
321,Art::N,espécie,изэрэщы́т
322,Art::N,espécie,лъэпкъ
323,Stück::N,pedaço,такъы́р
324,Teil::N,peça,щыщ
325,Teil::N,peça,ӏахь
326,Teil::N,parte,щыщ
327,Teil::N,parte,ӏахь
328,Hälfte::N,metade,ныкъо́
329,Kreis::N,círculo,хъура́й
330,Kreuz::N,cruz,къащ
331,Linie::N,linha,хъахъ
332,Linie::N,linha,итхъа́гъ
333,Strich::N,traço,хъахъ
334,Strich::N,traço,итхъагъ
335,Abstand::N,distância,азыфагу
336,Entfernung::N,distância,чӏыгууанэ
337,Gegend::N,área,чӏыпӏэ́
338,Gegend::N,região,чӏыпӏэ́
339,Platz::N,lugar,азыфагу
340,Ort::N,sítio,чӏыпӏэ́
341,Seite::N,lado,лъэны́къу
342,Mitte::N,meio,гузэ́гу
343,Gegenstand::N,objecto,пкъыгъо
344,Sache::N,coisa,
345,Rand::N,bordo,цакӏэ́
346,Rand::N,margem,цакӏэ́
347,Kante::N,borda,цэгэналъ
348,Kante::N,aresta,цэгэналъ
349,Ecke::N,esquina,къогъу
350,Spitze::N,ponta,пакӏэ
351,Ende::N,cabo,кӏэ
352,Ende::N,extremo,кӏэ
353,Loch::N,furo,гъуа́н
354,Loch::N,buraco,гъуа́н
355,Winkel::N,canto,къогъу
356,Winkel::N,ângulo,къогъу
357,Muster::N,padrão,тхыпхъэ
358,Muster::N,desenho,тхыпхъэ
359,Größe::N,tamanho,иина́гъ
360,Länge::N,comprimento,икӏыхьа́гъ
361,Höhe::N,altura,лъэгагъ
362,Höhe::N,altitude,лъэгагъ
363,Gewicht::N,peso,онтэгъугъэ́
364,Menge::N,quantidade,пчъагъэ́
365,Haufen::N,pilha,ӏат
366,Reihe::N,fila,саты́р
367,Boot::N,barco,къуашъо́
368,Ruder::N,remo,къошъобэ́щ
369,Schlitten::N,trenó,
370,Ski::N,esqui,лыжэхэр
371,Lagerfeuer::N,fogueira,пхъэмашӏу
372,Last::N,carga,
373,Gang::N,curso,кӏоныр
374,Gang::N,caminhada,кӏоныр
375,Schritt::N,passo,лъэубэ́къу
376,Norden::N,norte,темы́р
377,Süden::N,sul,къыблэ́
378,Westen::N,oeste,тыгъэкъохьа́пӏ
379,Westen::N,ocidente,тыгъэкъохьа́пӏ
380,Osten::N,este,тыгьэкъокӏы́пӏ
381,Osten::N,leste,тыгьэкъокӏы́пӏ
382,Osten::N,oriente,тыгьэкъокӏы́пӏ
383,Holz::N,madeira,чъыгы́
384,Brett::N,tábua,пхъэ́мбгъу
385,Brett::N,prancha,пхъэ́мбгъу
386,Platte::N,laje,упсыхьагъ
387,Platte::N,chapa,упсыхьагъ
388,Stütze::N,apoio,кӏэгъэкъон
389,Stütze::N,suporte,кӏэгъэкъон
390,Stange::N,vara,къорэ́гъ
391,Stange::N,barra,къорэ́гъ
392,Stock::N,pau,бэщ
393,Stock::N,bengala,бэщ
394,Stab::N,bastão,бэщ кӏы́хь
395,Rohr::N,cano,онджэкъ
396,Haus::N,casa,унэ́
397,Heim::N,lar,унэ́
398,Heim::N,casa,унэ́
399,Ofen::N,estufa,гъэжъэн
400,Ofen::N,aquecedor,гъэжъэн
401,Fußboden::N,piso,джэхашъу
402,Tisch::N,mesa,стол
403,Stuhl::N,cadeira,пхъэнтӏэ́кӏу
404,Wiege::N,berço,кушъэ́
405,Bett::N,cama,пӏэкӏо́р
406,Regal::N,estante,мэкӏай
407,Regal::N,prateleira,мэкӏай
408,Kiste::N,caixa,ящык
409,Fenster::N,janela,шъхьаныгъу́пчъ
410,Tür::N,porta,пчъэ
411,Tor::N,portão,къэла́пчъ
412,Zaun::N,cerca,шӏыхьагъэ́
413,Zaun::N,vedação,шӏыхьагъэ́
414,Dach::N,telhado,шъхьэ́
415,Leiter::N,escada,лъэо́й
416,Leiter::N,escada,дэкӏояпӏэ́
417,Leiter::N,escada móvel,лъэо́й
418,Leiter::N,escada móvel,дэкӏояпӏэ́
419,Besen::N,vassoura,пхъэнкӏы́пхъ
420,Spaten::N,pá,къазгъы́р
421,Schaufel::N,pá,хэӏалъ
422,Gabel::N,garfo,цацэ
423,Löffel::N,colher,джэмы́шх
424,Messer::N,faca,шъэжъы́й
425,Nagel::N,cravo,гъучӏыӏу́н
426,Netz::N,rede,хъытыу
427,Haken::N,gancho,хьажтӏаркъу
428,Griff::N,asa,къопс
429,Griff::N,cabo,къопс
430,Schloss::N,fechadura,ӏункӏы́бз
431,Bild::N,imagem,сурэ́т
432,Figur::N,figura,
433,Puppe::N,boneca,нысхъа́п
434,Beutel::N,saco,дзыо́
435,Beutel::N,bolsa,дзыо́
436,Bündel::N,fardo,
437,Tasche::N,saco,ӏэлъмэ́къ
438,Tasche::N,bolso,ӏэлъмэ́къ
439,Eimer::N,balde,щалъ
440,Deckel::N,tampa,шъхьэ
441,Geschirr::N,louça,хьакъу-шыкъу
442,Sack::N,saca,дзыо́
443,Tasse::N,chávena,чашк
444,Topf::N,tacho,кастрюль
445,Topf::N,panela,кастрюль
446,Kessel::N,caldeira,шыуа́н
447,Essen::N,refeição,шхэн
448,Nahrung::N,comida,шхэн
449,Nahrung::N,alimento,шхэн
450,Speise::N,prato,шхыныгъу
451,Fleisch::N,carne,лы
452,Getreide::N,cereais,лэжьыгъацэ́
453,Brei::N,puré,пӏастэ́
454,Brot::N,pão,хьалыгъу
455,Scheibe::N,fatia,такъы́р
456,Fett::N,banha,дагъэ́
457,Fett::N,gordura,дагъэ́
458,Butter::N,manteiga,тхъу
459,Öl::N,azeite,тхъу
460,Salz::N,sal,щыгъу
461,Suppe::N,sopa,хьантхъупс
462,Suppe::N,caldo,хьантхъупс
463,Honig::N,mel,шъоу́
464,Milch::N,leite,щэ
465,Tee::N,chá,щай
466,Leder::N,couro,кӏы́шъу
467,Wolle::N,lã,цы
468,Stoff::N,pano,шэкӏы
469,Stoff::N,tecido,шэкӏы
470,Nadel::N,agulha,бгъэ́хаӏу
471,Faden::N,fio,ӏуда́н
472,Knopf::N,botão,занкӏэу
473,Knoten::N,nó,зэкъодзапӏэ
474,Farbe::N,corante,краск
475,Kleidung::N,roupa,щыгъы́ны
476,Kleidung::N,vestuário,щыгъы́ны
477,Hemd::N,camisa,джан
478,Kragen::N,gola,пшъапӏ
479,Ärmel::N,manga,гъуап
480,Hose::N,calça,гъончэ́дж
481,Gürtel::N,cinto,бгыры́пх
482,Mütze::N,boné,паӏо́
483,Mütze::N,barrete,паӏо́
484,Schuh::N,sapato,
485,Stiefel::N,bota,щазым
486,Ring::N,anel,ӏэлъы́н
487,Band::N,fita,лент
488,Band::N,faixa,лент
489,Kamm::N,pente,мажь
490,Spiegel::N,espelho,гъундж
491,Riemen::N,correia,бгыры́пх
492,Schnur::N,corda,кӏапсэ́
493,Schnur::N,cordel,кӏапсэ́
494,Leine::N,trela,шъокӏапс
495,Decke::N,cobertor,чыхӏэн
496,Kissen::N,almofada,шъхьант
497,Tuch::N,pano,шъхьэтехъу
498,Handtuch::N,toalha,ӏаплъэкӏ
499,Kraft::N,força,къары́у
500,Kraft::N,força,кӏуачӏэ́
501,Stärke::N,força,кӏуачӏэ́
502,Gesundheit::N,saúde,псауныгъ
503,Krankheit::N,doença,узы
504,Krankheit::N,enfermidade,узы
505,Schmerz::N,dor,узы
506,Wunde::N,chaga,уӏагъэ́
507,Wunde::N,ferida,уӏагъэ́
508,Fieber::N,febre,техьа́гъу
509,Fieber::N,febre,жъоку
510,Arznei::N,remédio,ӏэзэ́гъу
511,Brücke::N,ponte,лъэмы́д ж
512,Brunnen::N,poço,псынэ́
513,Weide::N,pastagem,хъупӏэ́
514,Pfad::N,senda,лъагъу
515,Pfad::N,trilho,лъагъу
516,Weg::N,caminho,гъо́гу
517,Straße::N,via,гъо́гу
518,Straße::N,estrada,гъо́гу
519,Dorf::N,aldeia,къуа́дж
520,Stadt::N,cidade,къалэ́
521,Brief::N,carta,тхэн
522,Brief::N,carta,письмэ
523,Buch::N,livro,тхы́лъ
524,Buchstabe::N,letra,хьары́ф
525,Zeitung::N,jornal,газет
526,Leben::N,vida,гъашӏэ́
527,Tod::N,morte,аджал
528,Grab::N,túmulo,бэны́
529,Grab::N,sepultura,бэны́
530,Kirche::N,igreja,чылы́с
531,Sünde::N,pecado,гунахь
532,Gott::N,deus,тхьэ
533,Arbeiter::N,operário,рабоч
534,Arbeiter::N,trabalhador,рабоч
535,Chef::N,chefe,гъэр
536,Chef::N,patrão,гъэр
537,Meister::N,mestre,ӏэпыӏа́с
538,Arzt::N,médico,
539,Lehrer::N,professor,кӏэлэегъа́дж
540,Geld::N,dinheiro,ахъщ
541,Geschäft::N,negócio,ӏофшӏэн
542,Laden::N,loja,туча́н
543,Preis::N,preço,уасэ́
544,Ware::N,mercadoria,хьап-щып
545,Nutzen::N,proveito,чар
546,Nutzen::N,proveito,федэ́
547,Reichtum::N,riqueza,байныгъ
548,Welt::N,mundo,дуна́й
549,Land::N,país,хэгъэ́́гу
550,Staat::N,Estado,къэралыгъу
551,König::N,rei,пачъы́хь
552,Macht::N,poder,шынэгъакзэ́
553,Macht::N,potência,шынэгъакзэ́
554,Grenze::N,fronteira,гъуна́пкъ
555,Krieg::N,guerra,зао́
556,Feind::N,inimigo,пы́и
557,Gewalt::N,violência,егъэзыгъэныгъ
558,Kampf::N,luta,бэнэныгъ
559,Kampf::N,combate,бэнэныгъ
560,Bogen[Waffe]::N,arco,щабз
561,Pfeil::N,seta,щэбза́щ
562,Pfeil::N,flecha,щэбза́щ
563,Gewehr::N,espingarda,шхонч
564,Fehler::N,erro,хэукъоныгъ
565,Fehler::N,falha,хэукъоныгъ
566,Lüge::N,mentira,пцӏы
567,Schaden::N,dano,зэра́р
568,Schaden::N,estrago,зэра́р
569,Unglück::N,desgraça,тхьамыкӏагъу
570,Schuld::N,culpa,мысагъэ́
571,Alter::N,idade,ныбжь
572,Schluss::N,fim,кӏэ
573,Zeit::N,tempo,уахътэ́
574,Tag::N,dia,мафэ́
575,Morgen::N,manhã,пчэды́жь
576,Mittag::N,meio-dia,щэджагьу́
577,Abend::N,noite,пчыхьэ́
578,Abend::N,tardinha,пчыхьэ́
579,Nacht::N,noite,чэщы́
580,Woche::N,semana,тхьамафэ́
581,Monat::N,mês,мазэ́
582,Jahr::N,ano,илъэ́с
583,Frühling::N,primavera,гъатхэ́
584,Sommer::N,verão,гъэмафэ́
585,Herbst::N,outono,бжыхьэ́
586,Winter::N,inverno,кӏыма́ф
587,Januar::N,Janeiro,январь
588,Februar::N,Fevereiro,февраль
589,März::N,Março,март
590,April::N,Abril,апрель
591,Mai::N,Maio,май
592,Juni::N,Junho,июнь
593,Juli::N,Julho,июль
594,August::N,Agosto,август
595,September::N,Setembro,сентябрь
596,Oktober::N,Outubro,октябрь
597,November::N,Novembro,ноябрь
598,Dezember::N,Dezembro,декабрь
599,Montag::N,segunda-feira,блыпэ́
600,Dienstag::N,terça-feira,гъубдж
601,Mittwoch::N,quarta-feira,бэрэскэжъый
602,Donnerstag::N,quinta-feira,мэфэ́ку
603,Freitag::N,sexta-feira,бэрэскэшху
604,Samstag::N,sábado,шэмбэ́т
605,Sonntag::N,domingo,тхьаума́ф
606,groß::A,grande,ины́
607,klein::A,pequeno,цӏы́кӏу
608,lang::A,comprido,кӏыхьэ́
609,kurz::A,curto,кӏэкӏы́
610,breit::A,largo,шъуамбгъо́
611,schmal::A,estreito,бгъузэ́
612,dicht::A,denso,ӏужъу́
613,dick[Gegenstand]::A,grosso,ӏужъу́
614,dünn::A,delgado,пӏуакӏэ́
615,fein::A,fino,пӏуакӏэ́
616,fein::A,subtil,пӏуакӏэ́
617,fest::A,firme,пытэ́
618,fest::A,sólido,пытэ́
619,flach::A,plano,тешъо́
620,glatt::A,liso,зэны́бжь
621,hart::A,duro,пытэ́
622,weich::A,mole,шъабэ́
623,rund::A,redondo,хъура́й
624,spitz::A,agudo,папцӏэ́
625,scharf::A,afiado,чан
626,stumpf::A,rombo,цако́
627,schwer::A,pesado,онтэ́гъу
628,schön::A,belo,дахэ́
629,schön::A,bonito,дахэ́
630,heiß::A,quente,жъо́ркъ
631,warm::A,quente,фабэ́у
632,kalt::A,frio,чъыӏэ́
633,kühl::A,fresco,чъыӏэтагъ
634,frisch::A,fresco,чъыӏэтагъ
635,feucht::A,húmido,шынагъэ зиӏэ
636,feucht::A,húmido,шынэгъакӏэ зиӏэ
637,nass::A,molhado,цӏынэ́
638,trocken::A,seco,гъушъ
639,trocken::A,seco,чъэпхъыгъ
640,voll::A,cheio,из
641,voll::A,cheio,изыбз
642,leer::A,vazio,нэкӏы́
643,offen::A,aberto,зэдэхыгъэ
644,geschlossen::A,fechado,зэфэшӏыгъ
645,sauber::A,limpo,къабзэ́
646,schmutzig::A,sujo,шӏо́и
647,roh::A,cru,мыжъо́
648,reif::A,maduro,чъэпхъыгъ
649,lecker::A,delicioso,го́хьы
650,süß::A,doce,ӏэшӏу
651,bitter::A,amargo,дыджы́
652,sauer::A,azedo,хафэ́
653,hell::A,claro,нэфын
654,dunkel::A,escuro,мэзэхэ
655,dunkel::A,sombrio,мэзэхэ
656,schwarz::A,preto,шӏуцӏэ
657,weiß::A,branco,фыжьы́
658,rot::A,vermelho,плъыжьы́
659,gelb::A,amarelo,гъожьы́
660,blau::A,azul,шхъуантӏэ
661,grün::A,verde,шхъуантӏэ
662,grau::A,cinzento,шхъо
663,bunt::A,colorido,къолэны
664,billig::A,barato,пыут
665,teuer::A,caro,сикӏа́с
666,teuer::A,caro,силъа́пӏ
667,wertvoll::A,valioso,пкӏэ зиӏ
668,wertvoll::A,valioso,уасэ́ зыфа́шӏ
669,wertvoll::A,precioso,пкӏэ зиӏ
670,wertvoll::A,precioso,уасэ́ зыфа́шӏ
671,blind::A,cego,нэшъу́
672,taub::A,surdo,дэгу
673,kräftig::A,forte,лъэ́ш
674,kräftig::A,poderoso,лъэ́ш
675,stark::A,forte,лъэ́ш
676,stark::A,robusto,лъэ́ш
677,schwach::A,débil,хъыбэй
678,fett::A,gordo,пщэры́
679,schlank::A,esbelto,ищыгъэ
680,hübsch::A,giro,дахэ́
681,hübsch::A,bonito,дахэ́
682,böse::A,mau,ябгэ
683,dumm::A,parvo,делэ
684,dumm::A,estúpido,делэ
685,faul::A,preguiçoso,шъхьахы́нэ
686,fleißig::A,aplicado,егугъурэ
687,fleißig::A,diligente,егугъурэ
688,geizig::A,avarento,тхьацэ
689,klug::A,prudente,акъылышӏу́
690,klug::A,inteligente,акъылышӏу́
691,geschickt::A,hábil,ӏэпэӏэсэ́
692,geschickt::A,hábil,шо́у шӏыгъэ́
693,lieb::A,caro,псэм фэд
694,lieb::A,querido,псэм фэд
695,lustig::A,alegre,чэф
696,sanft::A,suave,ӏушъа́б
697,sanft::A,brando,ӏушъа́б
698,hungrig::A,faminto,гъаблэ́
699,krank::A,doente,сыма́дж
700,krank::A,enfermo,сыма́дж
701,nackt::A,nu,пцӏанэ́
702,nackt::A,despido,пцӏанэ́
