,Concept_ID,lbe,kk
1388,arbeiten::V,зун,істеу
1389,arbeiten::V,зун,еңбектену
1390,sammeln::V,ттихӏин,жыю
1391,sammeln::V,вив дишин,жыю
1392,pflücken::V,риттун,жұлу
1393,jagen::V,авли занан,аулау
1394,fischen::V,чавахъру бугьлан,балык_аулау
1395,fassen::V,бугьан,ұстау
1396,hüten::V,урттуйн бакьлан,жаю
1397,hüten::V,урттуйн бакьлан,бағу
1398,treiben::V,дачин дуллан,айдау
1399,treiben::V,лихъан буллан,айдау
1400,anbinden::V,бахӏин,байлау
1401,füttern::V,канаки буллан,ас ішкізу
1402,füttern::V,канаки буллан,азықтандыру
1403,füttern::V,канаки буллан,қоректендіру
1404,melken::V,ттизин,сауу
1405,hacken::V,мюрш буллан,турау
1406,hacken::V,мюрш бан,турау
1407,gießen::V,щин дишин,суару
1408,reifen::V,диян,жетілу
1409,zubereiten::V,хӏадур дан,даяр ету
1410,zubereiten::V,хӏадур бан,даяр ету
1411,kochen::V,шашан,асу
1412,kochen::V,шашан дуллан,асу
1413,backen::V,бишлан,пісіру
1414,backen::V,шахьлан,пісіру
1415,braten::V,цӏарайх дуллан,қуыру
1416,umrühren::V,хӏала бан,былғалау
1417,umrühren::V,хӏала бан,сапырылыстыру
1418,stricken::V,щащлан,торлау
1419,stricken::V,щащлан,тоқу
1420,stricken::V,щащан,торлау
1421,stricken::V,щащан,тоқу
1422,nähen::V,дуруххан,тігу
1423,färben::V,ранг щун,бояу
1424,färben::V,ранг щун,сырлау
1425,reinigen::V,марцӏ бан,аршу
1426,reinigen::V,марцӏ бан,тазалау
1427,waschen::V,шюшин,жуу
1428,abwischen::V,лишин,сүрту
1429,spülen::V,вилаган,шаю
1430,fegen::V,башин,сыпыру
1431,kehren::V,бахьлан,сыпыру
1432,baden::V,щинавун учӏлан,шомылу
1433,sich waschen::V,диссун,жуыну
1434,sich waschen::V,лажин диссун,жуыну
1435,sich waschen::V,лажин дислан,жуыну
1436,sich waschen::V,биссун,жуыну
1437,sich waschen::V,чурх бислан,жуыну
1438,ausziehen::V,ликкан,шешу
1439,anziehen::V,лаххан,кигізу
1440,sich anziehen::V,янна лаххан,киіну
1441,kämmen::V,ттарал дуккан,тарау
1442,schmücken::V,чӏюлу бан,әсемдеу
1443,schmücken::V,чӏюлу бан,мәнерлеу
1444,schmücken::V,чӏюлу бан,көріктендіру
1445,sagen::V,учин,деу
1446,sagen::V,учин,айту
1447,sprechen::V,гъалгъа тӏун,деу
1448,sprechen::V,гъалгъа тӏун,айту
1449,reden::V,гъалгъа тӏун,сөйлеу
1450,reden::V,гъалгъа тӏун,сөйлесу
1451,reden::V,гъалгъа тӏун,тіл қатысу
1452,sich unterhalten::V,гъалгъа тӏун,сұхбаттасу
1453,fragen::V,цӏуххин,сұрау
1454,bitten::V,тавакъю буллан,өтіну
1455,bitten::V,тавакъю буллан,жалыну
1456,erzählen::V,хавар бусан,айту
1457,mitteilen::V,баян бан,білдіру
1458,mitteilen::V,хавар бан,білдіру
1459,nennen::V,цӏа дизан,атау
1460,rufen::V,оьвтӏун,шақыру
1461,prahlen::V,цӏа дуллан,бөсу
1462,übersetzen::V,таржума бан,аудару
1463,denken::V,пикри буллан,ойлау
1464,glauben::V,вих хьун,нану
1465,glauben::V,вих хьун,илану
1466,bemerken::V,хӏисав хъун,аңғару
1467,erkennen::V,увчӏин,тану
1468,begreifen::V,бувчӏин,ұғу
1469,begreifen::V,бувчӏин,аңғарып алу
1470,lernen::V,лахьлан,оқу
1471,lernen::V,лахьхьин,оқу
1472,wissen::V,кӏулну бикӏан,хабардар болу
1473,wissen::V,хавар бикӏан,хабардар болу
1474,sich erinnern an::V,дакӏнин бутан,еске түсіру
1475,vergessen::V,хъама битан,ұмыту
1476,messen::V,дуцин дуллан,өлшеу
1477,messen::V,дуцин дан,өлшеу
1478,zählen::V,дуккин,санау
1479,rechnen::V,хӏисав дан,санап шығару
1480,rechnen::V,хӏисав дан,санап шығу
1481,rechnen::V,хӏисав дан,санау
1482,lesen::V,ккалан,оқу
1483,malen::V,сурат дуллан,сурет салу
1484,zeichnen::V,сурат дуллан,сурет салу
1485,schreiben::V,чичин,жазу
1486,schreiben::V,чичлан,жазу
1487,besitzen::V,дуну икӏан,болу
1488,besitzen::V,дуну дикӏан,болу
1489,besitzen::V,заллуну икӏан,болу
1490,kaufen::V,машан ласун,алу
1491,kaufen::V,машан ласун,әперу
1492,verkaufen::V,баххан,сату
1493,bezahlen::V,арцу дулун,төлеу
1494,bezahlen::V,арцу дулун,ақы беру
1495,bezahlen::V,арцу дулун,ақы төлеу
1496,bezahlen::V,багьа булун,төлеу
1497,bezahlen::V,багьа булун,ақы беру
1498,bezahlen::V,багьа булун,ақы төлеу
1499,zahlen::V,арцу дулун,төлеу
1500,zahlen::V,багьа булун,төлеу
1501,beherrschen::V,дуну икӏан,билеу
1502,beherrschen::V,заллуну икӏан,билеу
1503,ertragen::V,бухӏан,төзу
1504,ertragen::V,бухӏан,шыдау
1505,Leber::N,,бауыр
1506,Moor::N,,саз
1507,Anhöhe::N,,дөң
1508,Anhöhe::N,,адыр
1509,Anhöhe::N,,қырат
1510,Bucht::N,,шығанақ
1511,Barsch::N,,алабұға
1512,Hecht::N,,шортан
1513,Laus::N,,бит
1514,Ruf::N,,айғай
1515,Platz::N,,орны
1516,Kante::N,,қыр
1517,Kante::N,,қыры
1518,Größe::N,,ауқым
1519,Größe::N,,көлемдік
1520,Menge::N,,мөлшер
1521,Figur::N,,тұлға
1522,Tasche::N,,дорба
1523,Öl::N,,май
1524,Schuh::N,,кебіс
1525,Leine::N,,тізгін
1526,König::N,,патша
1527,fein::A,,қаңылтақ
1528,auf einmal::ADV,,бірден
1529,bald::ADV,,тез
1530,einst::ADV,,бірде
1531,einst::ADV,,бір кезде
1532,schon::ADV,,түге
1533,sie::PRN,,олар
1534,siebzig::NUM,,жетпіс
1535,klirren::V,,дыңылдату
1536,heulen::V,,ұлу
1537,rühren::V,,көңілін бұзу
1538,zu sehen sein::V,,көріну
1539,wollen::V,,қалау
1540,geraten::V,,калу
1541,kratzen::V,,қыру
1542,stecken::V,,сұғу
1543,schleifen::V,,егеу
1544,schleifen::V,,қайрау
1545,schleifen::V,,егеулеу
1546,rütteln::V,,қозғау
1547,rütteln::V,,жұлмалау
1548,ziehen::V,,тарту
1549,packen::V,,шап беру
1550,packen::V,,шап ете түсу
1551,packen::V,,шап беріп ұстап алу
1552,wünschen::V,,тілеу
1553,zudecken::V,,бүркеу
1554,antreiben::V,,асықтыру
1555,lassen::V,,-ткізу
1556,lassen::V,,мәжбүр ету
1557,treten::V,,тебу
1558,verstehen::V,,пайым
1559,verstehen::V,,түсіну
