,Concept_ID,sq,ga
94,Feuer::N,zjarr,tine
95,Licht::N,dritë,solas
96,Schatten::N,hije,scáth
97,Wetter::N,mot,aimsir
98,Nebel::N,mjegull,ceo
99,Wolke::N,re,néal
100,Wolke::N,re,scamall
101,Regen::N,shi,báisteach
102,Regen::N,shi,fearthainn
103,Schnee::N,borë,sneachta
104,Eis::N,akull,oighear
105,Frost::N,ngricë,sioc
106,Kälte::N,të ftohtë,fuacht
107,Hitze::N,vapë,teas
108,Hitze::N,vapë,teocht
109,Hitze::N,nxehtësi,teas
110,Hitze::N,nxehtësi,teocht
111,Raureif::N,cikmë,sioc bán
112,Regenbogen::N,ylber,stua ceatha
113,Regenbogen::N,ylber,bogha báistí
114,Donner::N,gjëmim,toirneach
115,Donner::N,bubullimë,toirneach
116,Strömung::N,rrymë,sruth
117,Tropfen::N,pikë,deoir
118,Schaum::N,shkumë,cúr
119,Schmutz::N,baltë,salachar
120,See::N,liqen,loch
121,Sumpf::N,batak,portach
122,Moor::N,kënetë,caorán
123,Moor::N,kënetë,móinteán
124,Wiese::N,livadh,cluain
125,Wiese::N,livadh,móinéar
126,Wald::N,pyll,coill
127,Wald::N,pyll,foraois
128,Hügel::N,kodër,ard
129,Anhöhe::N,bregore,ard
130,Anhöhe::N,bregore,ardán
131,Berg::N,mal,sliabh
132,Gipfel::N,kulm,barr
133,Gipfel::N,kulm,mullach
134,Höhle::N,shpellë,uaimh
135,Höhle::N,shpellë,pluais
136,Höhle::N,zgafelle,uaimh
137,Höhle::N,zgafelle,pluais
138,Abhang::N,shpat,fána
139,Abhang::N,tatëpjetë,fána
140,Quelle::N,krua,foinse
141,Quelle::N,burim,foinse
142,Bach::N,virua,sruthán
143,Fluss::N,lumë,abhainn
144,Ufer::N,breg,bruach
145,Küste::N,anëdet,cósta
146,Küste::N,anëdet,cladach
147,Küste::N,bregdet,cósta
148,Küste::N,bregdet,cladach
149,Festland::N,kontinent,míntír
150,Meer::N,det,muir
151,Meer::N,det,farraige
152,Bucht::N,gji deti,bá
153,Bucht::N,gji deti,cuan
154,Insel::N,ishull,inis
155,Insel::N,ishull,oileán
156,Insel::N,ujdhesë,inis
157,Insel::N,ujdhesë,oileán
158,Blume::N,lule,bláth
159,Gras::N,bar,féar
160,Wurzel::N,rrënjë,rúta
161,Wurzel::N,rrënjë,fréamh
162,Baum::N,pemë,crann
163,Stamm::N,trung,stoc
164,Stamm::N,trung,tamhan
165,Rinde::N,lëvore,coirt
166,Rinde::N,lëvore,craiceann
167,Ast::N,degë,géag
168,Zweig::N,bisk,géag
169,Zweig::N,bisk,craobh
170,Blatt::N,fletë,duille
171,Blatt::N,fletë,duilleog
172,Blatt::N,gjethe,duille
173,Blatt::N,gjethe,duilleog
174,Birke::N,mështekën,beith
175,Birke::N,mështekën,crann beithe
176,Kiefer[Baum]::N,pishë,péine
177,Weide[Baum]::N,shelg,saileach
178,Tanne::N,bredh,giúis
179,Horn::N,bri,adharc
180,Feder::N,pupël,cleite
181,Fell::N,lëkurë,clúmh
182,Flügel::N,krah,eite
183,Flügel::N,krah,sciathán
184,Flügel::N,fletë,eite
185,Flügel::N,fletë,sciathán
186,Klaue::N,kthetër,crúb
187,Klaue::N,kthetër,crobh
188,Kralle::N,thua,crobh
189,Kralle::N,kthetër,crobh
190,Schwanz::N,bisht,eireaball
191,Ei::N,vezë,ubh
192,Nest::N,fole,nead
193,Bau::N,strofkë,brocais
194,Tier::N,kafshë,ainmhí
195,Tier::N,kafshë,beithíoch
196,Herde::N,kope,tréad
197,Herde::N,grigjë,tréad
198,Kuh::N,lopë,bó
199,Bulle::N,dem,tarbh
200,Pferd::N,kalë,each
201,Pferd::N,kalë,capall
202,Schaf::N,dele,caora
203,Schwein::N,derr,muc
204,Hund::N,qen,madra
205,Katze::N,mace,cat
206,Bär::N,ari,béar
207,Eichhörnchen::N,ketër,iora
208,Elch::N,dre brilopatë,eilc
209,Fuchs::N,dhelpër,sionnach
210,Fuchs::N,dhelpër,madra rua
211,Hase::N,lepur,giorria
212,Maus::N,mi,luch
213,Wolf::N,ujk,mac tíre
214,Vogel::N,zog,éan
215,Vogel::N,shpend,éan
216,Schwarm::N,luzmë,saithe
217,Huhn::N,pulë,cearc
218,Hahn::N,gjel,coileach
219,Hahn::N,këndes,coileach
220,Gans::N,patë,gé
221,Adler::N,shqiponjë,iolar
222,Ente::N,rosë,lacha
223,Eule::N,buf,ulchabhán
224,Kranich::N,lejlek,grús
225,Kranich::N,kurrillë,grús
226,Krähe::N,sorrë,caróg
227,Krähe::N,sorrë,préachán
228,Kuckuck::N,qyqe,cuach
229,Schwan::N,mjellmë,eala
230,Fisch::N,peshk,iasc
231,Barsch::N,purtekë,péirse
232,Hecht::N,mlysh,liús
233,Schlange[Tier]::N,gjarpër,nathair
234,Wurm::N,krimb,péist
235,Spinne::N,marimangë,damhán alla
236,Ameise::N,thnegël,seangán
237,Ameise::N,milingonë,seangán
238,Laus::N,morr,míol
239,Mücke::N,kunup,muiscít
240,Mücke::N,kunup,corrmhíol
241,Mücke::N,mushkonjë,muiscít
242,Mücke::N,mushkonjë,corrmhíol
243,Fliege::N,mizë,cuil
244,Fliege::N,mizë,cuileog
245,Schmetterling::N,flutur,féileacán
246,Beere::N,frutë,caor
247,Beere::N,manaferrë,caor
248,Apfel::N,mollë,úll
249,Pilz::N,kërpudhë,beacán
250,Pilz::N,kërpudhë,muisiriún
251,Zwiebel::N,qepë,oinniún
252,Saat::N,farë,síol
253,Korn::N,grurë,gráinne
254,Korn::N,kokërr,gráinne
255,Heu::N,sanë,féar
256,Schale::N,lëkurë,scaimh
257,Grube::N,gropë,poll
258,Falle::N,kurth,gaiste
259,Falle::N,grackë,gaiste
260,Schlinge::N,nyjë,sealán
261,Spur::N,gjurmë,rian
262,Asche::N,hi,luaith
263,Dreck::N,baltë,salachar
264,Eisen::N,hekur,iarann
265,Gold::N,ar,ór
266,Gold::N,flori,ór
267,Silber::N,argjend,airgead
268,Kohle::N,qymyr,gual
269,Glas::N,qelq,gloine
270,Lehm::N,argjilë,cré
271,Sand::N,rërë,gaineamh
272,Mensch::N,njeri,duine
273,Mann::N,burrë,fear
274,Mann::N,mashkull,fear
275,Frau::N,grua,bean
276,Frau::N,femër,bean
277,Kind::N,kalama,gasúr
278,Kind::N,kalama,páiste
279,Junge::N,djalë,buachaill
280,Mädchen::N,gocë,cailín
281,Mädchen::N,vajzë,cailín
282,Familie::N,familje,teaghlach
283,Familie::N,familje,comhluadar
284,Großvater::N,gjysh,seanathair
285,Großmutter::N,gjyshe,seanmháthair
286,Eltern::N,prindër,tuismitheoirí
287,Vater::N,atë,athair
288,Mutter::N,nënë,máthair
289,Sohn::N,bir,mac
290,Tochter::N,bijë,iníon
291,Bruder::N,vëlla,deartháir
292,Schwester::N,motër,deirfiúr
293,Onkel::N,dajë,uncail
294,Onkel::N,xhaxha,uncail
295,Tante::N,teze,aintín
296,Tante::N,hallë,aintín
297,Ehemann::N,burrë,fear céile
298,Ehemann::N,bashkëshort,fear céile
299,Ehefrau::N,grua,bean chéile
300,Ehefrau::N,bashkëshorte,bean chéile
301,Freude::N,gaz,áthas
302,Freude::N,gëzim,áthas
303,Gelächter::N,qeshje,gáire
304,Glück::N,lumturi,séan
305,Glück::N,lumturi,sonas
306,Kummer::N,brengë,brón
307,Kummer::N,brengë,buairt
308,Kummer::N,pikëllim,brón
309,Kummer::N,pikëllim,buairt
310,Wunsch::N,dëshirë,guí
311,Wunsch::N,dëshirë,achainí
312,Lust::N,epsh,fonn
313,Lust::N,dashuri,fonn
314,Geist::N,frymë,meon
315,Geist::N,frymë,spiorad
316,Geist::N,shpirt,meon
317,Geist::N,shpirt,spiorad
318,Gedanke::N,ide,smaoineamh
319,Gedanke::N,mendim,smaoineamh
320,Gedächtnis::N,kujtesë,cuimhne
321,Verstand::N,mend,ciall
322,Verstand::N,mend,intinn
323,Sinn::N,kuptim,brí
324,Sinn::N,kuptim,ciall
325,Grund::N,arsye,fáth
326,Wahrheit::N,vërtetë,fírinne
327,Gespräch::N,bisedim,comhrá
328,Märchen::N,përrallë,scéal
329,Erzählung::N,tregim,scéal
330,Nachricht::N,lajm,teachtaireacht
331,Neuigkeit::N,risi,scéala
332,Name::N,emër,ainm
333,Rätsel::N,gjëzë,tomhas
334,Rätsel::N,gjëegjëzë,tomhas
335,Rede::N,fjalim,óráid
336,Rede::N,fjalim,aitheasc
337,Sprache::N,gjuhë,teanga
338,Stimme::N,zë,guth
339,Wort::N,fjalë,focal
340,Zeichen::N,shenjë,comhartha
341,Ruf::N,thirrmë,glaoch
342,Lärm::N,zhurmë,torann
343,Laut::N,tingull,fuaim
344,Ton::N,ton,ton
345,Lied::N,këngë,amhrán
346,Ruhe::N,qetësi,suaimhneas
347,Leute::N,botë,muintir
348,Leute::N,njerëz,muintir
349,Volk::N,popull,pobal
350,Arbeit::N,punë,obair
351,Gast::N,mik,aoi
352,Gast::N,mysafir,aoi
353,Geschenk::N,dhuratë,féirín
354,Geschenk::N,dhuratë,bronntanas
355,Geschenk::N,peshqesh,féirín
356,Geschenk::N,peshqesh,bronntanas
357,Spiel::N,lojë,cluiche
358,Gesellschaft::N,shoqëri,comhluadar
359,Hilfe::N,ndihmë,cúnamh
360,Hilfe::N,ndihmë,cabhair
361,Freund::N,mik,cara
362,Kamerad::N,shok,comrádaí
363,Angelegenheit::N,punë,ábhar
364,Anzahl::N,sasi,líon
365,Art::N,lloj,sórt
366,Art::N,lloj,saghas
367,Stück::N,copë,píosa
368,Teil::N,pjesë,cuid
369,Teil::N,pjesë,páirt
370,Hälfte::N,gjysmë,leath
371,Kreis::N,qark,ciorcal
372,Kreis::N,rreth,ciorcal
373,Kreuz::N,kryq,cros
374,Linie::N,vijë,líne
375,Strich::N,vizë,stríoc
376,Abstand::N,distancë,achar
377,Entfernung::N,largim,fad
378,Gegend::N,vise,ceantar
379,Gegend::N,krahinë,ceantar
380,Platz::N,shesh,áit
381,Platz::N,shesh,spás
382,Ort::N,vend,áit
383,Seite::N,anë,taobh
384,Mitte::N,mes,lár
385,Gegenstand::N,send,ball
386,Gegenstand::N,send,ábhar
387,Sache::N,gjë,ní
388,Sache::N,gjë,rud
389,Sache::N,send,ní
390,Sache::N,send,rud
391,Rand::N,qoshe,imeall
392,Rand::N,qoshe,ciumhais
393,Kante::N,teh,corr
394,Kante::N,teh,colbha
395,Ecke::N,qoshe,coirnéal
396,Spitze::N,majë,gob
397,Spitze::N,majë,barr
398,Ende::N,skaj,ceann
399,Ende::N,skaj,foirceann
400,Ende::N,bisht,ceann
401,Ende::N,bisht,foirceann
402,Loch::N,vrimë,poll
403,Winkel::N,kënd,cúinne
404,Winkel::N,kënd,uillinn
405,Muster::N,mostër,patrún
406,Größe::N,madhësi,méid
407,Größe::N,madhësi,toise
408,Länge::N,gjatësi,fad
409,Höhe::N,lartësi,airde
410,Gewicht::N,peshë,meáchan
411,Menge::N,sasi,méid
412,Haufen::N,grumbull,cnap
413,Reihe::N,radhë,líne
414,Reihe::N,radhë,sraith
415,Reihe::N,rresht,líne
416,Reihe::N,rresht,sraith
417,Boot::N,barkë,bád
418,Boot::N,lundër,bád
419,Ruder::N,rrem,rámh
420,Ruder::N,rrem,maide rámha
421,Schlitten::N,sajë,carr sleamhnáin
422,Ski::N,ski,scí
423,Lagerfeuer::N,flakadan,tine champa
424,Lagerfeuer::N,zjarr i madh,tine champa
425,Last::N,barrë,ualach
426,Gang::N,ecje,siúlóid
427,Schritt::N,hap,céim
428,Schritt::N,hap,coiscéim
429,Norden::N,veri,tuaisceart
430,Süden::N,jug,deisceart
431,Westen::N,perëndim,iarthar
432,Osten::N,lindje,oirthear
433,Holz::N,dru,adhmad
434,Brett::N,dërrasë,clár
435,Platte::N,pllakë,leac
436,Stütze::N,shtyllë,taca
437,Stütze::N,mbështetesë,taca
438,Stange::N,shufër,polla
439,Stange::N,shufër,cuaille
440,Stock::N,dajak,bata
441,Stock::N,dajak,maide
442,Stab::N,shkop,maide
443,Stab::N,shkop,bachall
444,Rohr::N,tub,píopa
445,Haus::N,shtëpi,teach
446,Heim::N,konak,baile
447,Heim::N,shtëpi,baile
448,Ofen::N,sobë,sornóg
449,Ofen::N,stufë,sornóg
450,Fußboden::N,dysheme,urlár
451,Tisch::N,tryezë,bord
452,Tisch::N,tryezë,tábla
453,Stuhl::N,karrige,cathaoir
454,Wiege::N,djep,cliabhán
455,Bett::N,shtrat,leaba
456,Regal::N,raft,seilf
457,Kiste::N,kuti,bosca
458,Fenster::N,dritare,fuinneoig
459,Tür::N,derë,doras
460,Tor::N,portë,geata
461,Zaun::N,gardh,fál
462,Zaun::N,gardh,claí
463,Dach::N,çati,díon
464,Leiter::N,shkallë,dréimire
465,Besen::N,fshesë,scuab
466,Spaten::N,lopatë,spád
467,Spaten::N,lopatë,rámhainn
468,Schaufel::N,qyrek,sluasaid
469,Gabel::N,pirun,forc
470,Gabel::N,pirun,gabhlóg
471,Löffel::N,lugë,spúnóg
472,Messer::N,thikë,scian
473,Nagel::N,gozhdë,tairne
474,Netz::N,rrjetë,líon
475,Netz::N,rrjetë,eangach
476,Haken::N,grep,croch
477,Haken::N,grremç,croch
478,Griff::N,dorak,cos
479,Griff::N,dorak,hanla
480,Griff::N,dorezë,cos
481,Griff::N,dorezë,hanla
482,Schloss::N,bravë,glas
483,Bild::N,tablo,pictiúr
484,Bild::N,pikturë,pictiúr
485,Figur::N,figurë,fíor
486,Puppe::N,kukull,bábóg
487,Beutel::N,qese,mála
488,Beutel::N,qese,mealbhóg
489,Beutel::N,trastë,mála
490,Beutel::N,trastë,mealbhóg
491,Bündel::N,deng,beart
492,Tasche::N,çantë,mála
493,Eimer::N,kovë,buicéad
494,Deckel::N,kapak,clár
495,Deckel::N,kapak,claibín
496,Deckel::N,mbulesë,clár
497,Deckel::N,mbulesë,claibín
498,Geschirr::N,enë,soithí
499,Geschirr::N,enë,gréithe
500,Sack::N,thes,sac
501,Sack::N,thes,mála
502,Sack::N,torbë,sac
503,Sack::N,torbë,mála
504,Tasse::N,filxhan,cupán
505,Topf::N,kusi,pota
506,Topf::N,tenxhere,pota
507,Kessel::N,kazan,citeal
508,Essen::N,ngrënie,béile
509,Nahrung::N,ushqim,bia
510,Speise::N,gatesë,mias
511,Fleisch::N,mish,feoil
512,Getreide::N,drithë,grán
513,Getreide::N,drithë,arbhar
514,Brei::N,qull,brúitín
515,Brot::N,bukë,arán
516,Scheibe::N,fetë,píosa
517,Scheibe::N,fetë,slisne
518,Fett::N,lyrë,saill
519,Fett::N,lyrë,méathras
520,Fett::N,yndyrë,saill
521,Fett::N,yndyrë,méathras
522,Butter::N,gjalpë,im
523,Öl::N,vaj,ola
524,Salz::N,kripë,salann
525,Suppe::N,supë,sú
526,Suppe::N,supë,anraith
527,Suppe::N,çorbë,sú
528,Suppe::N,çorbë,anraith
529,Honig::N,mjaltë,mil
530,Milch::N,qumësht,bainne
531,Tee::N,çaj,tae
532,Leder::N,lëkurë,leathar
533,Wolle::N,lesh,olann
534,Stoff::N,pëlhurë,éadach
535,Nadel::N,gjilpërë,snáthaid
536,Faden::N,pe,snáth
537,Faden::N,fije,snáth
538,Knopf::N,kopsë,cnaipe
539,Knoten::N,komb,snaidhm
540,Farbe::N,bojë,péint
541,Kleidung::N,veshje,éadaí
542,Hemd::N,këmishë,léine
543,Kragen::N,jakë,bóna
544,Ärmel::N,mëngë,muinchille
545,Hose::N,brekë,bríste
546,Hose::N,brekë,treabhsar
547,Gürtel::N,rrip,crios
548,Mütze::N,kësulë,caipín
549,Schuh::N,këpucë,bróg
550,Stiefel::N,çizme,buatais
551,Ring::N,unazë,fáinne
552,Band::N,shirit,ribín
553,Kamm::N,krehër,cíor
554,Spiegel::N,pasqyrë,scáthán
555,Riemen::N,rrip,iall
556,Riemen::N,rrip,strapa
557,Schnur::N,litar,téad
558,Schnur::N,litar,sreangán
559,Schnur::N,cikomë,téad
560,Schnur::N,cikomë,sreangán
561,Leine::N,rrip,iall
562,Decke::N,batanije,pluid
563,Decke::N,batanije,blaincéad
564,Kissen::N,jastëk,piliúr
565,Kissen::N,jastëk,adhartán
566,Tuch::N,shami,scaif
567,Handtuch::N,peshqir,tuáille
568,Kraft::N,forcë,fórsa
569,Stärke::N,koll,neart
570,Gesundheit::N,shëndet,sláinte
571,Krankheit::N,sëmundje,tinneas
572,Krankheit::N,sëmundje,breoiteacht
573,Schmerz::N,dhimbje,pian
574,Wunde::N,plagë,goin
575,Fieber::N,ethe,fiabhras
576,Arznei::N,ilaç,cógas
577,Brücke::N,urë,droichead
578,Brunnen::N,pus,tobar
579,Weide::N,kullotë,féarach
580,Pfad::N,ravë,cosán
581,Pfad::N,ravë,conair
582,Pfad::N,shteg,cosán
583,Pfad::N,shteg,conair
584,Weg::N,udhë,slí
585,Weg::N,udhë,bealach
586,Weg::N,shteg,slí
587,Weg::N,shteg,bealach
588,Straße::N,rrugë,bóthar
589,Dorf::N,fshat,sráidbhaile
590,Dorf::N,katund,sráidbhaile
591,Stadt::N,qytet,baile
592,Stadt::N,qytet,cathair
593,Brief::N,letër,litir
594,Buch::N,libër,cín
595,Buch::N,libër,leabhar
596,Buchstabe::N,shkronjë,litir
597,Zeitung::N,gazetë,nuachtán
598,Leben::N,jetë,saol
599,Leben::N,jetë,beatha
600,Tod::N,mortje,bás
601,Grab::N,varr,uaigh
602,Kirche::N,kishë,eaglais
603,Sünde::N,mëkat,peaca
604,Sünde::N,gjynah,peaca
605,Gott::N,hy,dia
606,Gott::N,zot,dia
607,Arbeiter::N,punëtor,oibrí
608,Chef::N,shef,saoiste
609,Chef::N,shef,ceannasaí
610,Chef::N,drejtues,saoiste
611,Chef::N,drejtues,ceannasaí
612,Meister::N,mjeshtër,máistir
613,Arzt::N,mjek,lia
614,Arzt::N,mjek,dochtúir
615,Arzt::N,doktor,lia
616,Arzt::N,doktor,dochtúir
617,Lehrer::N,mësues,oide
618,Lehrer::N,mësues,múinteoir
619,Lehrer::N,arsimtar,oide
620,Lehrer::N,arsimtar,múinteoir
621,Geld::N,para,airgead
622,Geld::N,holla,airgead
623,Geschäft::N,ujdi,gnó
624,Geschäft::N,biznes,gnó
625,Laden::N,dyqan,siopa
626,Preis::N,çmim,praghas
627,Ware::N,mall,earra
628,Nutzen::N,dobi,tairbhe
629,Nutzen::N,leverdi,tairbhe
630,Reichtum::N,kamje,rachmas
631,Reichtum::N,kamje,saibhreas
632,Reichtum::N,pasuri,rachmas
633,Reichtum::N,pasuri,saibhreas
634,Welt::N,botë,domhan
635,Land::N,vend,tír
636,Staat::N,shtet,stát
637,König::N,mbret,rí
638,Macht::N,fuqi,cumhacht
639,Macht::N,pushtet,cumhacht
640,Grenze::N,kufi,críoch
641,Grenze::N,kufi,teorainn
642,Krieg::N,luftë,cogadh
643,Feind::N,armik,namhaid
644,Gewalt::N,dhunë,foréigean
645,Kampf::N,luftim,troid
646,Bogen[Waffe]::N,hark,bogha
647,Pfeil::N,shigjetë,saighead
648,Gewehr::N,pushkë,gunna
649,Fehler::N,gafë,botún
650,Fehler::N,gafë,meancóg
651,Fehler::N,gabim,botún
652,Fehler::N,gabim,meancóg
653,Lüge::N,gënjeshtër,bréag
654,Lüge::N,gënjeshtër,éitheach
655,Schaden::N,dëm,dochar
656,Schaden::N,dëm,damáiste
657,Schaden::N,zarar,dochar
658,Schaden::N,zarar,damáiste
659,Unglück::N,fatkeqësi,drochrath
660,Schuld::N,faj,locht
661,Schuld::N,faj,milleán
662,Alter::N,moshë,aois
663,Schluss::N,fund,deireadh
664,Zeit::N,kohë,am
665,Zeit::N,kohë,aimsir
666,Tag::N,ditë,lá
667,Morgen::N,mëngjes,maidin
668,Mittag::N,mesditë,nóin
669,Abend::N,mbrëmje,tráthnóna
670,Nacht::N,natë,oíche
671,Woche::N,javë,seachtain
672,Monat::N,muaj,mí
673,Jahr::N,vit,bliain
674,Frühling::N,pranverë,earrach
675,Sommer::N,verë,samhradh
676,Herbst::N,vjeshtë,fómhar
677,Winter::N,dimër,geimhreadh
678,Januar::N,janar,Eanáir
679,Februar::N,shkurt,Feabhra
680,März::N,mars,Márta
681,April::N,prill,Aibreán
682,Mai::N,maj,Bealtaine
683,Juni::N,qershor,Meitheamh
684,Juli::N,korrik,Iúil
685,August::N,gusht,Lúnasa
686,September::N,shtator,Meán Fómhair
687,Oktober::N,tetor,Deireadh Fómhair
688,November::N,nëntor,Samhain
689,November::N,nëntor,Mí na Samhna
690,Dezember::N,dhjetor,Mí na Nollag
691,Montag::N,hënë,Luan
692,Montag::N,hënë,Dé Luain
693,Dienstag::N,martë,Máirt
694,Dienstag::N,martë,Dé Máirt
695,Mittwoch::N,mërkurë,Céadaoin
696,Mittwoch::N,mërkurë,Dé Céadaoin
697,Donnerstag::N,enjte,Déardaoin
698,Freitag::N,premte,Aoine
699,Freitag::N,premte,Dé hAoine
700,Samstag::N,shtunë,Satharn
701,Samstag::N,shtunë,Dé Sathairn
702,Sonntag::N,diel,Domhnach
703,Sonntag::N,diel,Dé Domhnaigh
704,groß::A,madh,mór
705,klein::A,vogël,beag
706,lang::A,gjatë,fada
707,kurz::A,shkurtër,gearr
708,kurz::A,shkurtër,gairid
709,breit::A,gjerë,leathan
710,breit::A,gjerë,fairsing
711,schmal::A,ngushtë,cúng
712,dicht::A,dendur,dlúth
713,dick[Gegenstand]::A,trashë,tiubh
714,dünn::A,hollë,caol
715,dünn::A,hollë,tanaí
716,fein::A,imët,scáinte
717,fein::A,imët,fíneálta
718,fest::A,fortë,daingean
719,flach::A,sheshtë,cothrom
720,glatt::A,rrafshët,mín
721,glatt::A,rrafshët,sleamhain
722,hart::A,fortë,crua
723,weich::A,butë,bog
724,rund::A,rrumbullakët,cruinn
725,spitz::A,majëmprehtë,gobach
726,spitz::A,majëmprehtë,biorach
727,scharf::A,mprehtë,géar
728,scharf::A,mprehtë,faobhrach
729,stumpf::A,topitur,maol
730,schwer::A,rëndë,trom
731,schön::A,bukur,álainn
732,heiß::A,nxehtë,te
733,warm::A,ngrohtë,te
734,kalt::A,ftohtë,fuar
735,kühl::A,freskët,fionnuar
736,frisch::A,pastër,úr
737,frisch::A,pastër,friseáilte
738,feucht::A,lagësht,tais
739,nass::A,lagur,fliuch
740,trocken::A,thatë,tirim
741,voll::A,plotë,lán
742,leer::A,bosh,folamh
743,leer::A,zbrazët,folamh
744,offen::A,hapur,oscailte
745,geschlossen::A,mbyllur,dúnta
746,geschlossen::A,mbyllur,druidte
747,sauber::A,dëlirë,glan
748,schmutzig::A,ndyrë,salach
749,roh::A,gjallë,amh
750,reif::A,arrirë,aibí
751,lecker::A,shijshëm,blasta
752,süß::A,ëmbël,milis
753,bitter::A,hidhur,searbh
754,sauer::A,thartë,géar
755,sauer::A,thartë,searbh
756,hell::A,me dritë,geal
757,hell::A,me dritë,soilseach
758,dunkel::A,errët,dorcha
759,schwarz::A,i zi,dubh
760,weiß::A,bardhë,bán
761,rot::A,kuq,dearg
762,gelb::A,verdhë,buí
763,blau::A,blu,gorm
764,blau::A,kaltër,gorm
765,grün::A,blertë,glas
766,grün::A,blertë,uaine
767,grün::A,gjelbër,glas
768,grün::A,gjelbër,uaine
769,grau::A,hirtë,liath
770,grau::A,bojë hiri,liath
771,bunt::A,shumëngjyrëshëm,ildathach
772,bunt::A,shumëngjyrëshëm,dathannach
773,billig::A,lirë,saor
774,teuer::A,shtrenjtë,daor
775,teuer::A,shtrenjtë,costasach
776,wertvoll::A,çmuar,luachmhar
777,wertvoll::A,vlershëm,luachmhar
778,blind::A,qorr,dall
779,blind::A,qorr,caoch
780,blind::A,verbër,dall
781,blind::A,verbër,caoch
782,taub::A,shurdhër,bodhar
783,kräftig::A,fuqishëm,cumhachtach
784,stark::A,fortë,tréan
785,stark::A,fortë,láidir
786,schwach::A,dobët,lag
787,schwach::A,dobët,fann
788,fett::A,dhjamur,ramhar
789,schlank::A,hollë,caol
790,schlank::A,hollë,seang
791,hübsch::A,bukur,álainn
792,hübsch::A,bukur,dathúil
793,hübsch::A,hijshëm,álainn
794,hübsch::A,hijshëm,dathúil
795,böse::A,keq,olc
796,dumm::A,teveqel,dúr
797,dumm::A,teveqel,amaideach
798,faul::A,dembel,falsa
799,faul::A,dembel,leisciúil
800,fleißig::A,zellshëm,dícheallach
801,geizig::A,kurnac,barainneach
802,geizig::A,kurnac,sprionlaithe
803,geizig::A,dorështrënguar,barainneach
804,geizig::A,dorështrënguar,sprionlaithe
805,klug::A,mençur,cliste
