,Concept_ID,hr,cy
226,Fliege::N,muha,cleren
227,Schmetterling::N,leptir,glöyn byw
228,Schmetterling::N,leptir,iâr fach yr haf
229,Beere::N,boba,aeronen
230,Beere::N,bobica,aeronen
231,Apfel::N,jabuka,afal
232,Pilz::N,pečurka,madarch
233,Zwiebel::N,luk,nionyn
234,Zwiebel::N,luk,winwnsyn
235,Zwiebel::N,kapula,nionyn
236,Zwiebel::N,kapula,winwnsyn
237,Saat::N,sjemenje,had
238,Korn::N,zrno,grawn
239,Heu::N,sijeno,gwair
240,Schale::N,kora,croen
241,Schale::N,kora,plisgyn
242,Schale::N,ljuska,croen
243,Schale::N,ljuska,plisgyn
244,Grube::N,jama,pwll
245,Grube::N,jama,pydew
246,Falle::N,zamka,magl
247,Falle::N,klopka,magl
248,Schlinge::N,uzao,cwlwm rhedeg
249,Schlinge::N,petlja,cwlwm rhedeg
250,Spur::N,trag,ôl
251,Spur::N,slijed,ôl
252,Asche::N,pepeo,lludw
253,Dreck::N,blato,baw
254,Dreck::N,blato,budreddi
255,Eisen::N,željezo,haearn
256,Gold::N,zlato,aur
257,Silber::N,srebro,arian
258,Kohle::N,ugalj,glo
259,Kohle::N,ugljen,glo
260,Glas::N,staklo,gwydr
261,Lehm::N,glina,clai
262,Lehm::N,ilovača,clai
263,Sand::N,pijesak,tywod
264,Mensch::N,čovjek,dyn
265,Mann::N,muškarac,dyn
266,Frau::N,žena,merch
267,Frau::N,žena,gwraig
268,Kind::N,čedo,plentyn
269,Kind::N,dijete,plentyn
270,Junge::N,momče,hogyn
271,Junge::N,momče,bachgen
272,Junge::N,dječak,hogyn
273,Junge::N,dječak,bachgen
274,Mädchen::N,djevojka,merch
275,Mädchen::N,djevojka,geneth
276,Mädchen::N,djevojčica,merch
277,Mädchen::N,djevojčica,geneth
278,Familie::N,obitelj,teulu
279,Familie::N,obitelj,tylwyth
280,Familie::N,porodica,teulu
281,Familie::N,porodica,tylwyth
282,Großvater::N,djed,taid
283,Großvater::N,djed,tad-cu
284,Großmutter::N,baka,nain
285,Großmutter::N,baka,mam-gu
286,Eltern::N,roditelji,rhieni
287,Vater::N,otac,tad
288,Mutter::N,majka,mam
289,Sohn::N,sin,mab
290,Tochter::N,kći,merch
291,Tochter::N,kćerka,merch
292,Bruder::N,brat,brawd
293,Schwester::N,sestra,chwaer
294,Onkel::N,čika,ewythr
295,Onkel::N,ujak,ewythr
296,Tante::N,ujna,modryb
297,Tante::N,tetka,modryb
298,Ehemann::N,muž,gŵr
299,Ehemann::N,suprug,gŵr
300,Ehefrau::N,žena,gwraig
301,Ehefrau::N,supruga,gwraig
302,Freude::N,radost,gorfoledd
303,Gelächter::N,grohot,chwerthin
304,Glück::N,sreća,hapusrwydd
305,Kummer::N,jad,galar
306,Kummer::N,briga,galar
307,Wunsch::N,želja,dymuniad
308,Lust::N,volja,chwant
309,Geist::N,duh,ysbryd
310,Gedanke::N,misao,meddwl
311,Gedächtnis::N,pamćenje,cof
312,Verstand::N,um,meddwl
313,Verstand::N,razum,meddwl
314,Sinn::N,smisao,ystyr
315,Sinn::N,značenje,ystyr
316,Grund::N,razlog,achos
317,Grund::N,razlog,rheswm
318,Wahrheit::N,istina,gwir
319,Wahrheit::N,istina,gwirionedd
320,Gespräch::N,razgovor,sgwrs
321,Märchen::N,bajka,chwedl werin
322,Erzählung::N,priča,stori
323,Erzählung::N,pripovijest,stori
324,Nachricht::N,vijest,neges
325,Neuigkeit::N,novost,newydd
326,Name::N,ime,enw
327,Rätsel::N,zagonetka,pos
328,Rede::N,govor,araith
329,Rede::N,besjeda,araith
330,Sprache::N,jezik,iaith
331,Stimme::N,glas,llais
332,Wort::N,riječ,gair
333,Zeichen::N,znak,arwydd
334,Ruf::N,povik,galwad
335,Ruf::N,poklik,galwad
336,Lärm::N,buka,trwst
337,Lärm::N,galama,trwst
338,Laut::N,zvuk,sain
339,Ton::N,ton,tôn
340,Lied::N,pjesma,cân
341,Ruhe::N,tišina,tawelwch
342,Ruhe::N,počinak,tawelwch
343,Leute::N,ljudi,pobl
344,Volk::N,puk,pobl
345,Volk::N,narod,pobl
346,Arbeit::N,rad,gwaith
347,Arbeit::N,posao,gwaith
348,Gast::N,gost,gwestai
349,Geschenk::N,dar,rhodd
350,Geschenk::N,dar,anrheg
351,Geschenk::N,poklon,rhodd
352,Geschenk::N,poklon,anrheg
353,Spiel::N,igra,chwarae
354,Gesellschaft::N,društvo,cwmni
355,Gesellschaft::N,kompanija,cwmni
356,Hilfe::N,pomoć,cymorth
357,Freund::N,prijatelj,cyfaill
358,Kamerad::N,drug,cydymaith
359,Kamerad::N,drugar,cydymaith
360,Angelegenheit::N,posao,pwnc
361,Anzahl::N,broj,cyfrif
362,Anzahl::N,brojnost,cyfrif
363,Art::N,vid,bath
364,Art::N,vrst,bath
365,Stück::N,komad,darn
366,Teil::N,dio,rhan
367,Hälfte::N,polovina,hanner
368,Kreis::N,krug,cylch
369,Kreuz::N,križ,croes
370,Linie::N,crta,llinell
371,Strich::N,crta,strôc
372,Strich::N,crta,trawiad
373,Abstand::N,razmak,bwlch
374,Abstand::N,razmak,pellter
375,Abstand::N,odstojanje,bwlch
376,Abstand::N,odstojanje,pellter
377,Entfernung::N,udaljenost,pellter
378,Gegend::N,kraj,cylch
379,Gegend::N,predeo,cylch
380,Platz::N,mjesto,lle
381,Ort::N,mjesto,lle
382,Seite::N,bok,ochr
383,Seite::N,strana,ochr
384,Mitte::N,sredina,canol
385,Gegenstand::N,predmet,eitem
386,Sache::N,posao,peth
387,Rand::N,rub,cwr
388,Rand::N,rub,ymyl
389,Rand::N,kraj,cwr
390,Rand::N,kraj,ymyl
391,Kante::N,brid,min
392,Kante::N,brid,ymyl
393,Kante::N,ivica,min
394,Kante::N,ivica,ymyl
395,Ecke::N,ugao,cornel
396,Spitze::N,vrh,blaen
397,Spitze::N,šiljak,blaen
398,Ende::N,konac,pen
399,Loch::N,rupa,twll
400,Winkel::N,kut,congl
401,Winkel::N,ugao,congl
402,Muster::N,uzor,patrwm
403,Größe::N,veličina,maint
404,Größe::N,veličina,maintioli
405,Länge::N,duljina,hyd
406,Höhe::N,visina,uchder
407,Gewicht::N,težina,pwysau
408,Menge::N,mnoštvo,swm
409,Menge::N,mnoštvo,maint
410,Menge::N,količina,swm
411,Menge::N,količina,maint
412,Haufen::N,hrpa,pentwr
413,Haufen::N,gomila,pentwr
414,Reihe::N,red,rhes
415,Boot::N,čun,cwch
416,Boot::N,čamac,cwch
417,Ruder::N,veslo,rhwyf
418,Schlitten::N,saone,sled
419,Schlitten::N,saone,car llusg
420,Ski::N,ski,sgi
421,Ski::N,smučka,sgi
422,Lagerfeuer::N,logorska vatra,coelcerth
423,Last::N,tovar,llwyth
424,Gang::N,hod,tro
425,Schritt::N,korak,cam
426,Norden::N,sjever,gogledd
427,Süden::N,jug,de
428,Westen::N,zapad,gorllewin
429,Osten::N,istok,dwyrain
430,Holz::N,drvo,pren
431,Brett::N,daska,bwrdd
432,Brett::N,daska,astell
433,Platte::N,ploča,llech
434,Stütze::N,potpora,ateg
435,Stütze::N,potpora,cynhalydd
436,Stange::N,motka,polyn
437,Stock::N,štap,ffon
438,Stock::N,štap,brigyn
439,Stock::N,palica,ffon
440,Stock::N,palica,brigyn
441,Stab::N,štap,ffon
442,Stab::N,šipka,ffon
443,Rohr::N,cijev,pibell
444,Haus::N,kuća,tŷ
445,Heim::N,dom,cartref
446,Ofen::N,peć,stof
447,Fußboden::N,pod,llawr
448,Tisch::N,stol,bwrdd
449,Tisch::N,trpeza,bwrdd
450,Stuhl::N,stolac,cadair
451,Stuhl::N,stolica,cadair
452,Wiege::N,kolijevka,crud
453,Bett::N,krevet,gwely
454,Bett::N,postelja,gwely
455,Regal::N,polica,silff
456,Kiste::N,sanduk,bocs
457,Kiste::N,sanduk,blwch
458,Fenster::N,prozor,ffenestr
459,Tür::N,vrata,drws
460,Tor::N,vrata,porth
461,Tor::N,kapija,porth
462,Zaun::N,plot,ffens
463,Zaun::N,ograda,ffens
464,Dach::N,krov,to
465,Leiter::N,ljestve,ysgol
466,Leiter::N,ljestvice,ysgol
467,Besen::N,metla,ysgub
468,Spaten::N,ašov,rhaw
469,Schaufel::N,lopata,rhaw
470,Gabel::N,viljuška,fforc
471,Löffel::N,žlica,llwy
472,Messer::N,nož,cyllell
473,Nagel::N,čavao,hoel
474,Netz::N,mreža,gwe
475,Netz::N,mreža,rhwyd
476,Haken::N,kuka,bach
477,Griff::N,držak,carn
478,Griff::N,ručica,carn
479,Schloss::N,brava,clo
480,Bild::N,slika,llun
481,Bild::N,slika,pictiwr
482,Figur::N,figura,ffigur
483,Puppe::N,lutka,dol
484,Beutel::N,kesa,cwd
485,Bündel::N,snop,bwndel
486,Bündel::N,snop,coflaid
487,Bündel::N,svežanj,bwndel
488,Bündel::N,svežanj,coflaid
489,Tasche::N,torba,cod
490,Tasche::N,taška,cod
491,Eimer::N,kabao,bwced
492,Eimer::N,kabao,cunnog
493,Deckel::N,poklopac,caead
494,Geschirr::N,suđe,llestri
495,Geschirr::N,posuđe,llestri
496,Sack::N,džak,sach
497,Sack::N,vreća,sach
498,Tasse::N,šalica,cwpan
499,Topf::N,lonac,pot
500,Topf::N,lonac,crochan
501,Kessel::N,kazan,tegell
502,Essen::N,obrok,pryd o fwyd
503,Nahrung::N,hrana,bwyd
504,Speise::N,jelo,saig
505,Fleisch::N,meso,cig
506,Getreide::N,žito,ŷd
507,Getreide::N,žito,llafur
508,Getreide::N,žitarice,ŷd
509,Getreide::N,žitarice,llafur
510,Brei::N,kaša,uwd
511,Brot::N,kruh,bara
512,Scheibe::N,kriška,tafell
513,Fett::N,mast,saim
514,Fett::N,mast,braster
515,Fett::N,salo,saim
516,Fett::N,salo,braster
517,Butter::N,buter,ymenyn
518,Butter::N,maslac,ymenyn
519,Öl::N,ulje,olew
520,Salz::N,sol,halen
521,Suppe::N,supa,cawl
522,Honig::N,med,mêl
523,Milch::N,mlijeko,llaeth
524,Milch::N,mlijeko,llefrith
525,Tee::N,čaj,te
526,Leder::N,koža,lledr
527,Wolle::N,vuna,gwlân
528,Stoff::N,štof,lliain
529,Stoff::N,štof,brethyn
530,Stoff::N,tkanina,lliain
531,Stoff::N,tkanina,brethyn
532,Nadel::N,igla,nodwydd
533,Faden::N,nit,edau
534,Faden::N,nit,edefyn
535,Faden::N,konac,edau
536,Faden::N,konac,edefyn
537,Knopf::N,dugme,botwm
538,Knoten::N,čvor,cwlwm
539,Knoten::N,uzao,cwlwm
540,Farbe::N,farba,paent
541,Kleidung::N,odjeća,dillad
542,Kleidung::N,odjeća,gwisgoedd
543,Hemd::N,košulja,crys
544,Kragen::N,ovratnik,coler
545,Ärmel::N,rukav,llawes
546,Hose::N,hlače,trowsus
547,Gürtel::N,pas,gwregys
548,Gürtel::N,pojas,gwregys
549,Mütze::N,kapa,cap
550,Schuh::N,cipela,esgid
551,Stiefel::N,čizma,botasen
552,Ring::N,prsten,modrwy
553,Band::N,vrpca,rhuban
554,Kamm::N,češalj,crib
555,Spiegel::N,zrcalo,drych
556,Spiegel::N,ogledalo,drych
557,Riemen::N,kaiš,strap
558,Riemen::N,remen,strap
559,Schnur::N,vrpca,llinyn
560,Leine::N,uzica,tennyn
561,Decke::N,ćebe,blanced
562,Decke::N,ćebe,gwrthban
563,Decke::N,pokrivač,blanced
564,Decke::N,pokrivač,gwrthban
565,Kissen::N,jastuk,clustog
566,Kissen::N,jastuk,gobennydd
567,Tuch::N,rubac,sgarff
568,Tuch::N,marama,sgarff
569,Handtuch::N,ručnik,tywel
570,Handtuch::N,ručnik,lliain sychu
571,Kraft::N,snaga,grym
572,Stärke::N,jakost,nerth
573,Stärke::N,jakost,cryfder
574,Gesundheit::N,zdravlje,iechyd
575,Krankheit::N,bolest,afiechyd
576,Krankheit::N,bolest,anhwylder
577,Schmerz::N,bol,poen
578,Schmerz::N,bol,gwayw
579,Wunde::N,rana,clwyf
580,Fieber::N,groznica,twymyn
581,Arznei::N,lijek,meddyginiaeth
582,Brücke::N,most,pont
583,Brücke::N,ćuprija,pont
584,Brunnen::N,bunar,ffynnon
585,Brunnen::N,zdenac,ffynnon
586,Weide::N,paša,porfa
587,Weide::N,pašnjak,porfa
588,Pfad::N,staza,llwybr
589,Weg::N,put,ffordd
590,Straße::N,drum,heol
591,Straße::N,drum,ffordd
592,Straße::N,cesta,heol
593,Straße::N,cesta,ffordd
594,Dorf::N,selo,pentref
595,Stadt::N,grad,tref
596,Stadt::N,varoš,tref
597,Brief::N,list,llythyr
598,Brief::N,pismo,llythyr
599,Buch::N,knjiga,llyfr
600,Buchstabe::N,slovo,llythyren
601,Zeitung::N,novine,papur newydd
602,Leben::N,život,bywyd
603,Tod::N,smrt,marwolaeth
604,Grab::N,raka,bedd
605,Kirche::N,crkva,eglwys
606,Sünde::N,grijeh,pechod
607,Gott::N,bog,duw
608,Arbeiter::N,radnik,gweithiwr
609,Chef::N,šef,pennaeth
610,Meister::N,majstor,meistr
611,Arzt::N,liječnik,meddyg
612,Lehrer::N,učitelj,athro
613,Geld::N,novac,pres
614,Geld::N,novac,arian
615,Geschäft::N,posao,busnes
616,Geschäft::N,trgovina,busnes
617,Laden::N,dućan,siop
618,Preis::N,cijena,pris
619,Ware::N,roba,nwydd
620,Nutzen::N,korist,elw
621,Nutzen::N,korist,budd
622,Reichtum::N,bogatstvo,cyfoeth
623,Welt::N,svijet,byd
624,Land::N,zemlja,gwlad
625,Staat::N,država,gwladwriaeth
626,König::N,kralj,brenin
627,Macht::N,moć,grym
628,Macht::N,moć,awdurdod
629,Macht::N,vlast,grym
630,Macht::N,vlast,awdurdod
631,Grenze::N,granica,ffin
632,Grenze::N,granica,goror
633,Krieg::N,rat,rhyfel
634,Feind::N,neprijatelj,gelyn
635,Gewalt::N,sila,ffyrnigrwydd
636,Gewalt::N,nasilje,ffyrnigrwydd
637,Kampf::N,boj,brwydr
638,Kampf::N,borba,brwydr
639,Bogen[Waffe]::N,luk,bwa
640,Pfeil::N,strijela,saeth
641,Gewehr::N,puška,dryll
642,Fehler::N,pogreška,gwall
643,Fehler::N,pogreška,camgymeriad
644,Fehler::N,griješka,gwall
645,Fehler::N,griješka,camgymeriad
646,Lüge::N,laž,celwydd
647,Lüge::N,laž,anwiredd
648,Schaden::N,šteta,niwed
649,Schaden::N,šteta,difrod
650,Unglück::N,nesreća,anffawd
651,Schuld::N,krivnja,bai
652,Alter::N,dob,oed
653,Schluss::N,kraj,diwedd
654,Schluss::N,konac,diwedd
655,Zeit::N,doba,amser
656,Zeit::N,vrijeme,amser
657,Tag::N,dan,dydd
658,Tag::N,dan,diwrnod
659,Morgen::N,jutro,bore
660,Mittag::N,podne,nawn
661,Abend::N,veče,noswaith
662,Abend::N,večer,noswaith
663,Nacht::N,noć,nos
664,Woche::N,sedmica,wythnos
665,Monat::N,mjesec,mis
666,Jahr::N,godina,blwyddyn
667,Frühling::N,proljeće,gwanwyn
668,Sommer::N,ljeto,haf
669,Herbst::N,jesen,hydref
670,Winter::N,zima,gaeaf
671,Januar::N,januar,Ionawr
672,Januar::N,siječanj,Ionawr
673,Februar::N,veljača,Chwefror
674,Februar::N,februar,Chwefror
675,März::N,mart,Mawrth
676,März::N,ožujak,Mawrth
677,April::N,april,Ebrill
678,April::N,travanj,Ebrill
679,Mai::N,maj,Mai
680,Mai::N,svibanj,Mai
681,Juni::N,juni,Mehefin
682,Juni::N,lipanj,Mehefin
683,Juli::N,juli,Gorffennaf
684,Juli::N,srpanj,Gorffennaf
685,August::N,august,Awst
686,August::N,kolovoz,Awst
687,September::N,rujan,Medi
688,September::N,septembar,Medi
689,Oktober::N,oktobar,Hydref
690,Oktober::N,listopad,Hydref
691,November::N,studeni,Tachwedd
692,November::N,novembar,Tachwedd
693,Dezember::N,prosinac,Rhagfyr
694,Montag::N,ponedjeljak,dydd Llun
695,Montag::N,ponedjeljnik,dydd Llun
696,Dienstag::N,utorak,dydd Mawrth
697,Dienstag::N,utornik,dydd Mawrth
698,Mittwoch::N,srijeda,dydd Mercher
699,Donnerstag::N,četvrtak,dydd Iau
700,Freitag::N,petak,dydd Gwener
701,Samstag::N,subota,dydd Sadwrn
702,Sonntag::N,nedjelja,dydd Sul
703,groß::A,velik,mawr
704,klein::A,mali,bach
705,klein::A,malen,bach
706,lang::A,dug,hir
707,lang::A,dugačak,hir
708,kurz::A,kratak,byr
709,kurz::A,kratak,cwta
710,breit::A,širok,llydan
711,schmal::A,uski,cul
712,schmal::A,uzak,cul
713,dicht::A,gust,dwys
714,dick[Gegenstand]::A,debeo,trwchus
715,dünn::A,tanak,tenau
716,fein::A,fin,main
717,fein::A,tanak,main
718,fest::A,čvrst,cadarn
719,flach::A,ravan,gwastad
720,flach::A,plosnat,gwastad
721,glatt::A,gladak,llyfn
722,hart::A,tvrd,caled
723,weich::A,mek,meddal
724,weich::A,mekan,meddal
725,rund::A,okrugao,crwn
726,spitz::A,oštar,pigfain
727,spitz::A,šiljast,pigfain
728,scharf::A,oštar,miniog
729,scharf::A,bridak,miniog
730,stumpf::A,tup,pŵl
731,schwer::A,težak,trwm
732,schön::A,krasan,teg
733,schön::A,krasan,hardd
734,schön::A,krasan,prydferth
735,heiß::A,vruć,poeth
736,warm::A,topao,twym
737,warm::A,topao,cynnes
738,kalt::A,hladan,oer
739,kühl::A,hladan,oeraidd
740,frisch::A,svjež,iach
741,feucht::A,vlažan,llaith
742,nass::A,mokar,gwlyb
743,trocken::A,suh,sych
744,voll::A,pun,llawn
745,leer::A,prazan,gwag
746,offen::A,otvoren,agored
747,geschlossen::A,zatvoren,caead
748,geschlossen::A,zatvoren,caeëdig
749,sauber::A,čist,glân
750,schmutzig::A,nečist,budr
751,schmutzig::A,nečist,brwnt
752,schmutzig::A,blatan,budr
753,schmutzig::A,blatan,brwnt
754,roh::A,sirov,amrwd
755,reif::A,zreo,aeddfed
756,lecker::A,tečan,blasus
757,lecker::A,tečan,danteithiol
758,lecker::A,ukusan,blasus
759,lecker::A,ukusan,danteithiol
760,süß::A,sladak,melys
761,bitter::A,gorak,chwerw
762,sauer::A,kiseo,sur
763,hell::A,vedar,disglair
764,hell::A,svijetao,disglair
765,dunkel::A,taman,tywyll
766,schwarz::A,crn,du
767,weiß::A,bio,gwyn
768,weiß::A,bijel,gwyn
769,rot::A,crven,coch
770,gelb::A,žut,melyn
771,blau::A,plav,glas
772,blau::A,modar,glas
773,grün::A,zelen,gwyrdd
774,grau::A,siv,llwyd
775,bunt::A,šaren,lliwgar
776,billig::A,jeftin,rhad
777,teuer::A,skup,drud
778,wertvoll::A,vrijedan,gwerthfawr
779,wertvoll::A,dragocjen,gwerthfawr
780,blind::A,slijep,dall
781,taub::A,gluh,byddar
782,kräftig::A,snažan,nerthol
783,kräftig::A,snažan,grymus
784,stark::A,jak,cryf
785,stark::A,jak,cadarn
786,stark::A,snažan,cryf
787,stark::A,snažan,cadarn
788,schwach::A,slab,gwan
789,fett::A,pretio,tew
790,schlank::A,vitak,main
791,hübsch::A,zgodan,tlws
792,böse::A,zao,drwg
793,böse::A,opak,drwg
794,dumm::A,glup,twp
795,faul::A,lijen,diog
796,fleißig::A,radin,dyfal
797,fleißig::A,marljiv,dyfal
798,geizig::A,škrt,crintach
799,geizig::A,škrt,cybyddlyd
800,klug::A,razborit,deallus
801,geschickt::A,vješt,medrus
802,geschickt::A,vješt,deheuig
803,lieb::A,drag,hoff
804,lieb::A,drag,annwyl
805,lustig::A,veseo,llon
806,sanft::A,blag,mwyn
807,hungrig::A,gladan,newynog
808,krank::A,bolestan,sâl
809,krank::A,bolestan,gwael
810,nackt::A,nag,noeth
811,traurig::A,tužan,trist
812,traurig::A,žalostan,trist
813,lebendig::A,živ,yn fyw
814,gut::A,dobar,da
815,schlecht::A,loš,drwg
816,schlecht::A,loš,gwael
817,schlecht::A,rđav,drwg
818,schlecht::A,rđav,gwael
819,richtig::A,tačan,cywir
820,richtig::A,ispravan,cywir
