,Concept_ID,av,xal
188,Pilz::N,гӏурдахӏан,теңгрин ки
189,Zwiebel::N,кӏочӏопер,мәңгрснә толһа
190,Saat::N,хьон,буудян экн
191,Korn::N,мугь,экн
192,Heu::N,хер,өвсн
193,Schale::N,хъал,хальсн
194,Grube::N,гвенд,нүкн
195,Falle::N,къор,урх
196,Falle::N,къор,хавх
197,Falle::N,къотен,урх
198,Falle::N,къотен,хавх
199,Schlinge::N,кӏичӏ,бүтү
200,Spur::N,лъалкӏ,мөр
201,Asche::N,рахъу,үмсн
202,Dreck::N,гъиз,бальчг
203,Dreck::N,хӏарщ,бальчг
204,Eisen::N,махх,төмр
205,Gold::N,месед,алтн
206,Silber::N,гӏарац,мөңгн
207,Silber::N,гӏарац,цаһан мөңгн
208,Kohle::N,тӏурччи,нүүрсн
209,Glas::N,цӏер,шил
210,Lehm::N,хӏатӏ,шавр
211,Sand::N,сали,элсн
212,Mensch::N,чи,күн
213,Mensch::N,чи,күмн
214,Mann::N,бихьинчи,эр
215,Frau::N,гӏадан,күүкд күн
216,Kind::N,лъимер,үрн
217,Junge::N,вас,көвүн
218,Mädchen::N,яс,бичкн күүкн
219,Familie::N,хъизан,бүл
220,Großvater::N,кӏудада,өвк эцк
221,Großvater::N,кӏудада,наһц эцк
222,Großmutter::N,кӏодо,эмг эк
223,Großmutter::N,кӏодо,наһц эк
224,Eltern::N,эбел-эмен,эк эцк хойр
225,Vater::N,эмен,эцк
226,Mutter::N,эбел,эк
227,Sohn::N,вас,көвүн
228,Tochter::N,яс,күүкн
229,Bruder::N,вац,дү көвүн
230,Schwester::N,яц,эгч
231,Schwester::N,яц,дү күүкн
232,Onkel::N,даци,авһ
233,Onkel::N,даци,наһцх
234,Tante::N,ада,наһц эгч
235,Ehemann::N,рос,залу
236,Ehefrau::N,чӏужу,гергн
237,Freude::N,ракӏбохи,байр
238,Gelächter::N,релъи,инәдн
239,Glück::N,талихӏ,җирһл
240,Glück::N,талихӏ,сәәхн җирһл
241,Glück::N,талихӏ-рохел,җирһл
242,Glück::N,талихӏ-рохел,сәәхн җирһл
243,Kummer::N,хӏалкъай,зовлң
244,Wunsch::N,къасд,дурн
245,Lust::N,гъира,җилвтлһн
246,Geist::N,чӏанкӏ,зөрг
247,Geist::N,рухӏ-жан,зөрг
248,Gedanke::N,пикру,ухан
249,Verstand::N,лумалъи,ухан
250,Verstand::N,цӏодорлъи,ухан
251,Sinn::N,магӏна,учр-утх
252,Grund::N,багьана,учр
253,Grund::N,багьана,шалтан
254,Wahrheit::N,ритӏухълъи,үнн
255,Gespräch::N,накъит,күүндвүр
256,Märchen::N,маргьа,тууль
257,Erzählung::N,къиса,келвр
258,Nachricht::N,хабар,медүллһн
259,Neuigkeit::N,хабар-гӏазаб,зәңг
260,Name::N,цӏар,нерн
261,Rätsel::N,бицанкӏо,тәәлвртә тууль
262,Rede::N,речь,келлһн
263,Rede::N,калам,келлһн
264,Sprache::N,мацӏ,келн
265,Stimme::N,гьаракь,дун
266,Wort::N,рагӏи,үг
267,Zeichen::N,ишара,темдг
268,Zeichen::N,гӏаламат,темдг
269,Ruf::N,ахӏи,дуудлһн
270,Lärm::N,хъуй,шууган
271,Lärm::N,хъуди,шууган
272,Laut::N,гьаракь,ә
273,Laut::N,сас,ә
274,Lied::N,кечӏ,дун
275,Ruhe::N,рахӏат,амулң
276,Leute::N,гӏадамал,әмтн
277,Volk::N,халкъ,улс
278,Arbeit::N,хӏалтӏи,көдлмш
279,Gast::N,гьобол,гиич
280,Geschenk::N,сайигъат,белг
281,Spiel::N,хӏай,наадн
282,Spiel::N,расанди,наадн
283,Gesellschaft::N,жамагӏат,олн
284,Hilfe::N,кумек,нөкд
285,Freund::N,гьудул,иньг
286,Kamerad::N,гьалмагъ,үр
287,Angelegenheit::N,къваригӏел,керг
288,Anzahl::N,рикӏкӏен,то
289,Art::N,жинс,зүүл
290,Stück::N,кесек,хусг
291,Teil::N,пай,хүв
292,Hälfte::N,бащдаб,өрәл
293,Kreis::N,гор,төгрг
294,Kreuz::N,хъанч,кирс
295,Linie::N,мухъ,зурасн
296,Strich::N,хӏучч,татасн
297,Abstand::N,манзил,зә
298,Entfernung::N,манзил,һазр
299,Gegend::N,рахъ,һазр
300,Platz::N,бакӏ,зә
301,Ort::N,бакӏ,бәәрн
302,Seite::N,рахъ,тал
303,Seite::N,рахъ,хаҗу
304,Seite::N,рахъ,хәврһ
305,Mitte::N,бакьулъбакӏ,дунд
306,Gegenstand::N,жо,юмн
307,Sache::N,жо,юмн
308,Rand::N,мицӏир,зах
309,Kante::N,рагӏал,ирмәг
310,Kante::N,рагӏа-ракьан,ирмәг
311,Ecke::N,цили,өнцг
312,Spitze::N,тӏогь,үзүр
313,Ende::N,кӏал,үзүр
314,Loch::N,каратӏ,хаһрха
315,Muster::N,накъиш,намч
316,Größe::N,кӏодо́лъи,кемҗән
317,Länge::N,халалъи,ут
318,Höhe::N,борхалъи,өндр
319,Gewicht::N,бакӏлъи,күнд
320,Gewicht::N,бакӏлъи,чиңнүр
321,Haufen::N,гъуни,ова
322,Reihe::N,ирга́,зерг
323,Reihe::N,ирга́,зерглән
324,Boot::N,раса,оңһц
325,Ruder::N,раххан,хәәв
326,Schlitten::N,чанагъ,цан
327,Ski::N,лыжаби,лыҗ
328,Lagerfeuer::N,цӏа,костёр
329,Last::N,бакӏлъи,күнд
330,Gang::N,хьвади,йовлһн
331,Gang::N,хьвада-чӏвади,йовлһн
332,Schritt::N,гали,ишкм
333,Norden::N,шимал,ар үзг
334,Süden::N,юг,өмн
335,Süden::N,юг,өмн үзг
336,Süden::N,къибла,өмн
337,Süden::N,къибла,өмн үзг
338,Westen::N,гъарб,барун
339,Westen::N,гъарб,барун үзг
340,Westen::N,магъриб,барун
341,Westen::N,магъриб,барун үзг
342,Osten::N,шаркъ,зүн
343,Osten::N,шаркъ,зүн үзг
344,Osten::N,машрикъ,зүн
345,Osten::N,машрикъ,зүн үзг
346,Holz::N,цӏул,модн
347,Brett::N,хъарщи,харһа
348,Platte::N,къоно,хавтха чолун
349,Stange::N,гӏер,уньн
350,Stock::N,тӏил,модн
351,Stab::N,гӏер,шуург
352,Rohr::N,турба,турва
353,Haus::N,ригь,гер
354,Haus::N,рукъзал,гер
355,Heim::N,рукъ,гер-бул
356,Ofen::N,печь,беш
357,Fußboden::N,чӏабар,девскр
358,Tisch::N,стол,ширә
359,Stuhl::N,бакӏу,стул
360,Wiege::N,кини,өлгә
361,Wiege::N,кини,дүүҗң
362,Bett::N,кровать,орн
363,Bett::N,кровать,орндг
364,Regal::N,хъарщи,таг
365,Regal::N,хъарщи,тәвц
366,Kiste::N,ящик,яршг
367,Kiste::N,тӏалагъуд,яршг
368,Fenster::N,гордо,терз
369,Tür::N,нуцӏа,үүдн
370,Tor::N,каву,үүдн
371,Tor::N,каву,өргн үүдн
372,Tor::N,каву,хашан үүдн
373,Zaun::N,раци,хаша
374,Dach::N,тӏох,деевр
375,Leiter::N,мали,шат
376,Leiter::N,мали,давшур
377,Besen::N,жул,сәвүр
378,Spaten::N,бел,күрз
379,Schaufel::N,раххан,совг
380,Gabel::N,гӏучӏ,серә
381,Löffel::N,гъуд,ухр
382,Messer::N,нус,утх
383,Nagel::N,магӏ,хадасн
384,Netz::N,гьин,гөлм
385,Haken::N,гъанцӏа,дегә
386,Griff::N,гӏоркь,иш
387,Griff::N,гӏоркь,бәрүл
388,Schloss::N,кӏулал,оньс
389,Bild::N,сурат,зург
390,Puppe::N,нани,наадһа
391,Beutel::N,таргьа,мишг
392,Bündel::N,къай,багла
393,Bündel::N,къай,боодһа
394,Tasche::N,сумка,сумк
395,Tasche::N,къвачӏа,сумк
396,Eimer::N,ведро,суулһ
397,Deckel::N,тӏалъел,бүркәсн
398,Deckel::N,дадитӏалъел,бүркәсн
399,Geschirr::N,цӏарагӏ,сав
400,Geschirr::N,цӏарагӏ,сав-сарх
401,Sack::N,хъап,мишг
402,Sack::N,къандалъо,мишг
403,Tasse::N,чашка,ааһ
404,Topf::N,хьаг,кастрюль
405,Kessel::N,хьаг,хәәсн
406,Kessel::N,гереги,хәәсн
407,Essen::N,тӏагӏам,зоогллһн
408,Nahrung::N,квен,теҗәл
409,Speise::N,квен,хот
410,Fleisch::N,гьан,махн
411,Getreide::N,бугӏа-ролъ,хот болҗ эдлгддг цецгүдтә урһмл
412,Getreide::N,могьолабл_культураби,хот болҗ эдлгддг цецгүдтә урһмл
413,Brei::N,карщ,хаш
414,Brot::N,чед,өдмг
415,Scheibe::N,мочӏу,зүсм
416,Fett::N,беэнлъи,өөкн
417,Butter::N,нах,тосн
418,Öl::N,нах,тосн
419,Salz::N,цӏам,давсн
420,Suppe::N,чурпа,шөлн
421,Honig::N,гьоцӏо,бал
422,Milch::N,рахь,үсн
423,Tee::N,чай,цә
424,Leder::N,тӏом,арсн
425,Wolle::N,квас,утцн
426,Wolle::N,квас,эд
427,Stoff::N,ххам,эд
428,Nadel::N,рокӏкӏен,зүн
429,Faden::N,кун,утцн
430,Knopf::N,маргъал,товч
431,Knoten::N,гарацӏ,зәңгдә
432,Farbe::N,релъен,будг
433,Kleidung::N,ретӏел,хувцн
434,Kleidung::N,ретӏел,хувц-хунр
435,Hemd::N,гурде,киилг
436,Kragen::N,габур,зах
437,Ärmel::N,къвал,ханцн
438,Hose::N,тӏажу,шалвур
439,Gürtel::N,рачел,бүс
440,Mütze::N,тӏагъур,махла
441,Stiefel::N,этек,һосн
442,Stiefel::N,чакма,һосн
443,Ring::N,баргъич,билцг
444,Band::N,лента,лент
445,Kamm::N,гьоркьо,сам
446,Spiegel::N,матӏу,толь
447,Riemen::N,рижу,бүс
448,Decke::N,одея́ло,көнҗл
449,Kissen::N,къандалъо,дер
450,Tuch::N,квархьи,альчур
451,Handtuch::N,беркӏалрацӏцӏ,полотенц
452,Handtuch::N,беркӏалрацӏцӏ,һар-нүүрин альчур
453,Kraft::N,гуч,күчн
454,Kraft::N,къуват,күчн
455,Stärke::N,хӏалкӏвей,чидл
456,Gesundheit::N,сахлъи́,эрүл-менд
457,Krankheit::N,унти,өвчн
458,Krankheit::N,щокълъи,өвчн
459,Schmerz::N,унти,өвдлһн
460,Wunde::N,ругъун,шав
461,Fieber::N,цӏа-кан,безг
462,Arznei::N,дару,эм
463,Brücke::N,кьо,тагт
464,Brunnen::N,гъуй,худг
465,Weide::N,рицӏцӏ,малын идг
466,Weide::N,лъичӏирма,малын идг
467,Weide::N,гӏурдаллъи,малын идг
468,Weide::N,ри́цӏигъветӏ,малын идг
469,Weide::N,рицӏцӏигъветӏ,малын идг
470,Pfad::N,сухъмахъ,цувг
471,Weg::N,нух,хаалһ
472,Straße::N,нух,зам
473,Dorf::N,росу,хотн
474,Stadt::N,шагьар,балһсн
475,Brief::N,кагъат,бичг
476,Brief::N,рисалат,бичг
477,Buch::N,тӏехь,дегтр
478,Buchstabe::N,хӏарп,үзг
479,Zeitung::N,газет,газет
480,Leben::N,яшав,җирһл
481,Tod::N,хвел,үкл
482,Tod::N,хвел,өңгрлһн
483,Grab::N,хоб,оршалһна нүкн
484,Kirche::N,килиса,чонҗ
485,Sünde::N,хӏакъ,нүл
486,Sünde::N,хӏакъ,килнц
487,Sünde::N,мунагь,нүл
488,Sünde::N,мунагь,килнц
489,Gott::N,бичас,бурхн
490,Gott::N,аллагь,бурхн
491,Arbeiter::N,хӏалтӏухъан,көдлмшч
492,Chef::N,хӏаким,толһач
493,Chef::N,начальник,толһач
494,Meister::N,устар,урн
495,Meister::N,мастер,урн
496,Meister::N,махщалилав,урн
497,Arzt::N,жайрахӏ,эмч
498,Lehrer::N,мугӏалим,багш
499,Geld::N,гӏарац,мөңгн
500,Laden::N,тукен,лавк
501,Preis::N,багьа,үн
502,Ware::N,къайи,эд-тавр
503,Nutzen::N,мунпагӏат,олз
504,Reichtum::N,бечелъи,зөөр
505,Welt::N,дуниял,орчлң
506,Welt::N,дуниял,делкә
507,Land::N,улка,орн-нутг
508,Land::N,икълим,орн-нутг
509,Staat::N,пачалихъ,государств
510,König::N,пача,хан
511,König::N,малик,хан
512,König::N,къирал,хан
513,König::N,падишагь,хан
514,Macht::N,кверщел,йосн
515,Grenze::N,гӏорхъи,меҗә
516,Krieg::N,рагъ,дән
517,Feind::N,тушман,дәәсн
518,Gewalt::N,зулму,күч һарһлһн
519,Kampf::N,къеркьей,ноолдан
520,Kampf::N,къеркьей,бәрлдлһн
521,Bogen[Waffe]::N,газаргъо,саадг
522,Pfeil::N,чӏор,сумн
523,Gewehr::N,туманкӏ,бу
524,Fehler::N,гъалатӏ,алдг
525,Lüge::N,гьереси,худл
526,Schaden::N,зиян,хорлт
527,Schaden::N,зарал,хорлт
528,Unglück::N,балагь,гүрм
529,Schuld::N,гӏайиб,гем
530,Schuld::N,гӏайиб,буру
531,Alter::N,гӏумру,насн
532,Schluss::N,ахир,чилгч
533,Zeit::N,заман,цаг
534,Tag::N,къо,өдр
535,Morgen::N,радалмех,өрүн
536,Mittag::N,къадемех,үд
537,Abend::N,релъедамех,асхн
538,Nacht::N,сордо,сө
539,Woche::N,анкь,долан хонг
540,Monat::N,моцӏ,сар
541,Jahr::N,сон,җил
542,Jahr::N,лъагӏел,җил
543,Frühling::N,их,хавр
544,Sommer::N,рии,зун
545,Herbst::N,хасалихълъи,намр
546,Winter::N,кьин,үвл
547,Januar::N,январь,январь
548,Februar::N,февра́ль,февраль
549,März::N,март,март
550,März::N,март,моһа сар
551,April::N,апрель,апрель
552,Mai::N,май,май
553,Juni::N,июнь,июнь
554,Juni::N,июнь,мөчн сар
555,Juli::N,июль,июль
556,August::N,август,август
557,September::N,сентябрь,һаха сар
558,Oktober::N,октябрь,октябрь
559,November::N,ноябрь,ноябрь
560,November::N,ноябрь,үкр сар
561,Dezember::N,декабрь,бар сар
562,Montag::N,итни,понедельник
563,Dienstag::N,талат,вторник
564,Mittwoch::N,арбагӏ,среда
565,Mittwoch::N,арбагӏ,үлмҗ өдр
566,Donnerstag::N,хамиз,четверг
567,Donnerstag::N,хамиз,пүрвә өдр
568,Freitag::N,рузман,пятниц
569,Samstag::N,щамат,суббот
570,Sonntag::N,гьатӏан,нарн өдр
571,Sonntag::N,гьатӏан,воскресень
572,groß::A,кӏудияб,ик
573,klein::A,гьитӏинаб,бичкн
574,lang::A,халатаб,ут
575,kurz::A,къокъаб,оһтр
576,breit::A,гӏебаб,өргн
577,schmal::A,къваридаб,уутьхн
578,dicht::A,ризаб,нигт
579,dick[Gegenstand]::A,бицатаб,зузан
580,dünn::A,тӏеренаб,нимгн
581,fein::A,тӏеренаб,нәрхн
582,fest::A,къвакӏараб,бат
583,flach::A,чӏепараб,хавтха
584,glatt::A,цӏвакараб,тегш
585,glatt::A,цӏвакараб,тиньгр
586,hart::A,кьварараб,хату
587,weich::A,тамахаб,җөөлн
588,weich::A,тамахаб,җөөлкн
589,rund::A,гургинаб,төгрг
590,spitz::A,бегӏераб,шовһр
591,scharf::A,рекӏараб,хурц
592,stumpf::A,тӏехӏараб,мука
593,stumpf::A,рекӏинчӏеб,мука
594,schwer::A,бакӏаб,күнд
595,schön::A,берцинаб,сәәхн
596,heiß::A,лагьараб,халун
597,warm::A,хинаб,дулан
598,kalt::A,квачараб,киитн
599,kühl::A,квачараб,серүн
600,frisch::A,цӏияб,серүн
601,feucht::A,рагьараб,чиигтә
602,nass::A,би́ччараб,чиигтә
603,trocken::A,бакъвараб,хагсу
604,leer::A,чӏобогояб,сул
605,leer::A,чӏобогояб,хоосн
606,offen::A,рагьараб,секәтә
607,geschlossen::A,рахараб-къараб,хаалһата
608,sauber::A,бацӏцӏадаб,цевр
609,schmutzig::A,гъизараб,киртә
610,roh::A,хамаб,түүкә
611,roh::A,гӏатӏгояб,түүкә
612,reif::A,барщараб,болсн
613,lecker::A,тӏагӏамаб,әмтәхн
614,süß::A,гьуинаб,әмтәхн
615,bitter::A,кьогӏаб,һашун
616,bitter::A,кьогӏаб,һашута
617,sauer::A,цӏекӏаб,ишклң
618,hell::A,канаб,герлтә
619,dunkel::A,бецӏаб,харңһу
620,schwarz::A,чӏегӏераб,хар
621,weiß::A,хъахӏаб,цаһан
622,rot::A,багӏараб,улан
623,gelb::A,гӏобилаб,шар
624,gelb::A,тӏогьилаб,шар
625,blau::A,хъахӏилаб,көк
626,grün::A,гӏурччинаб,көк
627,grau::A,накӏкӏуяб,бор
628,bunt::A,къвекӏаб,алг
629,bunt::A,къвекӏаб,эрәтә
630,bunt::A,чара-гъараб,алг
631,bunt::A,чара-гъараб,эрәтә
632,billig::A,учузаб,кимд
633,teuer::A,хири́яб,үнтә
634,wertvoll::A,къиматаб,үнтә
635,wertvoll::A,къиматаб,эрднь
636,blind::A,беццаб,сохр
637,taub::A,гъугъаб,дүлә
638,kräftig::A,гучаб,күчтә
639,stark::A,къуватаб,чаңһ
640,schwach::A,гӏажизаб,күчн тату
641,fett::A,кьарияб,тарһн
642,schlank::A,чергесаб,эццн
643,hübsch::A,гьайбатаб,көркхн
644,böse::A,ракӏквешаб,уурта
645,dumm::A,гьагаб,тенг
646,dumm::A,гӏантаб,тенг
647,faul::A,кӏохӏалаб,залху
648,faul::A,кӏухӏа́лаб,залху
649,fleißig::A,хӏаракатаб,кинән
650,fleißig::A,хӏаракатаб,кинмһә
651,geizig::A,къарумаб,ховдг
652,klug::A,лумияб,ухата
653,geschickt::A,махщел бугев,чадмг
654,lieb::A,гӏазизаб,эңкр
655,lustig::A,кепаб,сергмҗтә
656,lustig::A,кепаб,җирһлтә
657,sanft::A,хӏалимаб,номһн
658,sanft::A,хӏере́наб,номһн
659,hungrig::A,бакъараб,өлн
660,hungrig::A,бакъараб,харһнсн
661,krank::A,щокъаб,өвчтә
662,krank::A,щокъаб,шалтгта
663,krank::A,унтараб,өвчтә
664,krank::A,унтараб,шалтгта
665,nackt::A,гӏицӏаб,нүцкн
666,nackt::A,чӏанкӏараб,нүцкн
667,traurig::A,пашманаб,һундлта
668,lebendig::A,чӏагояб,әмд
669,gut::A,лъикӏаб,сән
670,schlecht::A,къадараб,му
671,richtig::A,битӏараб,зөвтә
672,schlimm::A,нажасаб,җигшүртә
673,schlimm::A,къабихӏаб,җигшүртә
674,wahr::A,хӏакъаб,үнн
675,wahr::A,хӏакъаб,мөн
676,wahr::A,битӏараб,үнн
677,wahr::A,битӏараб,мөн
678,alt::A,басрияб,хуучн
679,neu::A,цӏияб,шин
680,ehemalig::A,цебе́госеб,хуучн
681,alt[Lebewesen]::A,хераб,көгшн
682,jung::A,тӏинчӏаб,баһ
683,jung::A,гӏолохъанаб,баһ
684,arm::A,пакъираб,угатя
685,reich::A,бечедаб,байн
686,bekannt::A,лъалеб,таньл
687,bekannt::A,лъалеб,таньдг
688,berühmt::A,машгьураб,туурсн
689,fremd::A,чияр,күүнә
690,verschieden::A,батӏи-батӏияб,әдл биш
691,verschieden::A,батӏи-батӏияб,йилһәтә
692,nah::A,гӏагарда бугеб,өөрхн
693,fern::A,рикӏкӏадаб,хол
694,linker::A,квегӏаб,зүн
695,rechter::A,кваранаб,барун
696,anderer::A,батӏияб,талдан
697,erster::A,тӏоцебесеб,негдгч
698,zweiter::A,кӏиабилеб,хойрдгч
699,dritter::A,лъабабилеб,һурвдгч
700,letzter::A,ахирисеб,отхн
701,allein::ADV,ялгъузго,һанцарн
702,auf einmal::ADV,цихӏинтӏаго,нег дәкҗ
703,zusammen::ADV,цойида,хамдан
704,plötzlich::ADV,цойидасанго,генткн
705,sofort::ADV,гьебсагӏат,дарунь
706,jetzt::ADV,гьанже,ода
707,heute::ADV,жакъа,эндр
708,morgen::ADV,метер,маңһдур
709,bald::ADV,гьабсагӏаталъ,дарунь
710,dann::ADV,цинги,дәкәд
711,gestern::ADV,сон,өцклдүр
712,einst::ADV,цин,нег саамд
713,damals::ADV,гьебмехалъ,тиигхд
714,damals::ADV,гьебмехалда,тиигхд
715,danach::ADV,цинги,тегәд
716,danach::ADV,хадуса,тегәд
717,vorher::ADV,цебе,урд
718,zuerst::ADV,тӏоцебе,түрүләд
719,einmal::ADV,цинцӏул,нег дәкҗ
720,einmal::ADV,цихӏин,нег дәкҗ
721,einmal::ADV,цоцӏул,нег дәкҗ
722,manchmal::ADV,олоцӏул,зәрмдән
723,oft::ADV,гӏемерго,хара биш
724,oft::ADV,гӏемерго,хатяр биш
725,oft::ADV,гӏемерго,дару-дарунь
726,immer::ADV,кидаго,оньдинд
727,niemals::ADV,киданиги,кезә чмгн биш
728,hier::ADV,аниб,энд
