,Concept_ID,de,bn
77,Regen::N,Regen,বৃষ্টি
78,Schnee::N,Schnee,তুষার
79,Eis::N,Eis,বরফ
80,Frost::N,Frost,তুষার
81,Kälte::N,Kälte,শৈত্য
82,Hitze::N,Hitze,তাপ
83,Raureif::N,Raureif,তুহিন
84,Regenbogen::N,Regenbogen,রামধনু
85,Donner::N,Donner,বজ্রধ্বনি
86,Strömung::N,Strömung,স্রোত
87,Tropfen::N,Tropfen,ফোঁটা
88,Schaum::N,Schaum,ফেনা
89,Schmutz::N,Schmutz,ধুলা
90,See::N,See,হ্রদ
91,Sumpf::N,Sumpf,জলা
92,Moor::N,Moor,মাঠ
93,Wiese::N,Wiese,তৃণভূমি
94,Wald::N,Wald,বন
95,Hügel::N,Hügel,পাহাড়
96,Anhöhe::N,Anhöhe,টিলা
97,Berg::N,Berg,পর্বত
98,Gipfel::N,Gipfel,শীর্ষ
99,Höhle::N,Höhle,গুহা
100,Abhang::N,Abhang,ঢাল
101,Quelle::N,Quelle,উৎস
102,Bach::N,Bach,ক্ষুদ্র নদী
103,Fluss::N,Fluss,নদী
104,Ufer::N,Ufer,উপকূল
105,Küste::N,Küste,তীর
106,Festland::N,Festland,ভূমি
107,Meer::N,Meer,সমুদ্র
108,Bucht::N,Bucht,উপসাগর
109,Insel::N,Insel,দ্বীপ
110,Blume::N,Blume,ফুল
111,Gras::N,Gras,ঘাস
112,Wurzel::N,Wurzel,শিকড়
113,Baum::N,Baum,গাছ
114,Stamm::N,Stamm,স্কন্ধ
115,Rinde::N,Rinde,বল্কল
116,Ast::N,Ast,শাখা
117,Zweig::N,Zweig,ডাল
118,Blatt::N,Blatt,পর্ণ
119,Birke::N,Birke,ভুর্জ
120,Kiefer[Baum]::N,Kiefer,পাইন গাছ
121,Weide[Baum]::N,Weide,উইলো
122,Tanne::N,Tanne,দেবদারূ গাছ
123,Horn::N,Horn,শিং
124,Feder::N,Feder,পালক
125,Fell::N,Fell,রোম
126,Flügel::N,Flügel,ডানা
127,Klaue::N,Klaue,নখর
128,Kralle::N,Kralle,নখর
129,Schwanz::N,Schwanz,লেজ
130,Ei::N,Ei,ডিম
131,Nest::N,Nest,কুলায়
132,Bau::N,Bau,ডেরা
133,Tier::N,Tier,জন্তু
134,Herde::N,Herde,ঝাঁক
135,Kuh::N,Kuh,গোরু
136,Bulle::N,Bulle,বৃষ
137,Pferd::N,Pferd,ঘোড়া
138,Schaf::N,Schaf,ভেড়া
139,Schwein::N,Schwein,শূকর
140,Hund::N,Hund,কুকুর
141,Katze::N,Katze,বেড়াল
142,Bär::N,Bär,ভল্লুক
143,Eichhörnchen::N,Eichhörnchen,কাঠবিড়াল
144,Elch::N,Elch,হরিণবিশেষ
145,Fuchs::N,Fuchs,পাঁতিশিয়াল
146,Hase::N,Hase,শশক
147,Maus::N,Maus,নেংটি ইঁদুর
148,Wolf::N,Wolf,নেকড়ে
149,Vogel::N,Vogel,পক্ষী
150,Schwarm::N,Schwarm,ঝাঁক
151,Huhn::N,Huhn,মোরগ
152,Hahn::N,Hahn,কুক্কুট
153,Gans::N,Gans,হংসী
154,Adler::N,Adler,ইগল
155,Ente::N,Ente,হংসী
156,Eule::N,Eule,পেচক
157,Kranich::N,Kranich,সারস
158,Krähe::N,Krähe,কাক
159,Kuckuck::N,Kuckuck,কোকিল
160,Schwan::N,Schwan,মরাল
161,Fisch::N,Fisch,মাছ
162,Barsch::N,Barsch,মৎন্যবিশেষ
163,Hecht::N,Hecht,বানমাছ
164,Schlange[Tier]::N,Schlange,সর্প
165,Wurm::N,Wurm,কীট
166,Spinne::N,Spinne,মাকড়সা
167,Ameise::N,Ameise,পিপীলিকা
168,Laus::N,Laus,উকুন
169,Mücke::N,Mücke,মশা
170,Fliege::N,Fliege,মাছি
171,Schmetterling::N,Schmetterling,প্রজাপতি
172,Beere::N,Beere,বেরি
173,Apfel::N,Apfel,আপেল
174,Pilz::N,Pilz,ছত্রক
175,Zwiebel::N,Zwiebel,পিয়াজ
176,Saat::N,Saat,বীজ
177,Korn::N,Korn,শস্য
178,Heu::N,Heu,খড়
179,Schale::N,Schale,খোসা
180,Grube::N,Grube,গর্ত
181,Falle::N,Falle,ফাঁদ
182,Schlinge::N,Schlinge,পাশ
183,Spur::N,Spur,চিহ্ন
184,Asche::N,Asche,ভস্ম
185,Dreck::N,Dreck,ময়লা
186,Eisen::N,Eisen,লোহা
187,Gold::N,Gold,স্বর্ণ
188,Silber::N,Silber,রৌপ্য
189,Kohle::N,Kohle,অঙ্গার
190,Glas::N,Glas,কাচ
191,Lehm::N,Lehm,মৃত্তিকা
192,Sand::N,Sand,বালি
193,Mensch::N,Mensch,নর
194,Mensch::N,Mensch,মানুষ
195,Mann::N,Mann,মানুষ
196,Frau::N,Frau,নারী
197,Kind::N,Kind,বাচ্চা
198,Junge::N,Junge,ছেলে
199,Mädchen::N,Mädchen,মেয়ে
200,Familie::N,Familie,পরিবার
201,Großvater::N,Großvater,মাতামহ
202,Großmutter::N,Großmutter,মাতামহী
203,Eltern::N,Eltern,মাতাপিতা
204,Vater::N,Vater,পিতা
205,Mutter::N,Mutter,মাতা
206,Sohn::N,Sohn,ছেলে
207,Tochter::N,Tochter,মেয়ে
208,Bruder::N,Bruder,দাদা
209,Schwester::N,Schwester,বোন
210,Schwester::N,Schwester,দিদি
211,Onkel::N,Onkel,মামা
212,Tante::N,Tante,মাসী
213,Ehemann::N,Ehemann,স্বামী
214,Ehefrau::N,Ehefrau,পত্নী
215,Freude::N,Freude,উল্লাস
216,Gelächter::N,Gelächter,হাসি
217,Glück::N,Glück,সুখ
218,Kummer::N,Kummer,দুঃখ
219,Wunsch::N,Wunsch,আকাঙ্ক্ষা
220,Lust::N,Lust,বাসনা
221,Geist::N,Geist,আত্না
222,Gedanke::N,Gedanke,চিন্তা
223,Gedächtnis::N,Gedächtnis,স্মরণশক্তি
224,Verstand::N,Verstand,মন
225,Sinn::N,Sinn,পদার্থ
226,Grund::N,Grund,কারণ
227,Wahrheit::N,Wahrheit,সত্য
228,Gespräch::N,Gespräch,কথাবার্তা
229,Märchen::N,Märchen,রূপকথা
230,Erzählung::N,Erzählung,গল্প
231,Nachricht::N,Nachricht,তথ্য
232,Neuigkeit::N,Neuigkeit,খবরাখবর
233,Name::N,Name,নাম
234,Rätsel::N,Rätsel,ধাঁধা
235,Rede::N,Rede,বক্তৃতা
236,Sprache::N,Sprache,ভাষা
237,Stimme::N,Stimme,স্বর
238,Wort::N,Wort,শব্দ
239,Zeichen::N,Zeichen,প্রতীক
240,Ruf::N,Ruf,ডাক
241,Lärm::N,Lärm,হৈচৈ
242,Laut::N,Laut,ধ্বনি
243,Ton::N,Ton,স্বর
244,Lied::N,Lied,গান
245,Ruhe::N,Ruhe,শান্তি
246,Leute::N,Leute,প্রজাপুঞ্জ
247,Volk::N,Volk,জাতি
248,Arbeit::N,Arbeit,চাকরি
249,Gast::N,Gast,অতিথি
250,Geschenk::N,Geschenk,উপহার
251,Spiel::N,Spiel,খেলা
252,Gesellschaft::N,Gesellschaft,সঙ্গিগণ
253,Hilfe::N,Hilfe,সাহায্য
254,Freund::N,Freund,বন্ধু
255,Kamerad::N,Kamerad,সঙ্গী
256,Angelegenheit::N,Angelegenheit,বিষয়
257,Anzahl::N,Anzahl,পরিমাণ
258,Art::N,Art,রকম
259,Stück::N,Stück,টুকরো
260,Teil::N,Teil,অংশ
261,Hälfte::N,Hälfte,অর্ধেক
262,Kreis::N,Kreis,বৃত্ত
263,Kreuz::N,Kreuz,ক্রুশ
264,Linie::N,Linie,রেখা
265,Strich::N,Strich,কষি
266,Abstand::N,Abstand,ফাঁক
267,Entfernung::N,Entfernung,ব্যবধান
268,Gegend::N,Gegend,ক্ষেত্র
269,Platz::N,Platz,জায়গা
270,Ort::N,Ort,স্থান
271,Seite::N,Seite,পার্শ্ব
272,Mitte::N,Mitte,মধ্য
273,Gegenstand::N,Gegenstand,জিনিস
274,Sache::N,Sache,বস্তু
275,Rand::N,Rand,কানা
276,Kante::N,Kante,ধার
277,Ecke::N,Ecke,কোণ
278,Spitze::N,Spitze,ডগা
279,Ende::N,Ende,প্রান্ত
280,Loch::N,Loch,গর্ত
281,Winkel::N,Winkel,কোণ
282,Muster::N,Muster,নমুন্
283,Größe::N,Größe,আয়তন
284,Länge::N,Länge,দৈর্ঘ্য
285,Höhe::N,Höhe,উচ্চতা
286,Gewicht::N,Gewicht,ওজন
287,Menge::N,Menge,পরিমাণ
288,Haufen::N,Haufen,পুঞ্জ
289,Reihe::N,Reihe,শ্রেণী
290,Boot::N,Boot,নৌকা
291,Ruder::N,Ruder,দাঁড়
292,Schlitten::N,Schlitten,স্নেজ্-গাড়ি
293,Ski::N,Ski,শী
294,Lagerfeuer::N,Lagerfeuer,অগ্নি
295,Last::N,Last,বোঝা
296,Gang::N,Gang,হণ্টন
297,Schritt::N,Schritt,পদ
298,Norden::N,Norden,উত্তরদিক্
299,Süden::N,Süden,দক্ষিণদিক
300,Westen::N,Westen,পশ্চিমদিক্
301,Osten::N,Osten,পূর্বদিক
302,Holz::N,Holz,কাঠ
303,Brett::N,Brett,তক্তা
304,Platte::N,Platte,ফলক
305,Stütze::N,Stütze,নাগদণ্ড
306,Stange::N,Stange,দণ্ড
307,Stock::N,Stock,ছড়ি
308,Stab::N,Stab,যষ্টি
309,Rohr::N,Rohr,নল
310,Haus::N,Haus,ঘর
311,Heim::N,Heim,বাসা
312,Ofen::N,Ofen,স্টোভ্
313,Fußboden::N,Fußboden,গহতল
314,Tisch::N,Tisch,মেজ
315,Tisch::N,Tisch,টেবিল
316,Stuhl::N,Stuhl,চেয়ার
317,Stuhl::N,Stuhl,কেদারা
318,Wiege::N,Wiege,দোলনা
319,Bett::N,Bett,শয্যা
320,Regal::N,Regal,তাক
321,Kiste::N,Kiste,বাক্স
322,Fenster::N,Fenster,জানালা
323,Tür::N,Tür,দ্বার
324,Tor::N,Tor,দ্বার
325,Zaun::N,Zaun,বেড়া
326,Dach::N,Dach,ছাদ
327,Leiter::N,Leiter,মই
328,Besen::N,Besen,গুল্মবিশেষ
329,Spaten::N,Spaten,কোদাল
330,Schaufel::N,Schaufel,বেলচা
331,Gabel::N,Gabel,কাঁটা
332,Löffel::N,Löffel,চামচ
333,Messer::N,Messer,ছুরি
334,Nagel::N,Nagel,পেরেক
335,Netz::N,Netz,জাল
336,Haken::N,Haken,কাচি
337,Griff::N,Griff,হাতল
338,Schloss::N,Schloss,তালা
339,Bild::N,Bild,ছবি
340,Bild::N,Bild,চিত্র
341,Figur::N,Figur,আকার
342,Puppe::N,Puppe,পুতুল
343,Beutel::N,Beutel,বটুয়া
344,Bündel::N,Bündel,আঁটি
345,Tasche::N,Tasche,থলি
346,Eimer::N,Eimer,বাল্তি
347,Deckel::N,Deckel,আবরণ
348,Geschirr::N,Geschirr,থালা-বাসন
349,Sack::N,Sack,বস্তা
350,Tasse::N,Tasse,কাপ
351,Topf::N,Topf,পাত্র
352,Kessel::N,Kessel,কেটলি
353,Essen::N,Essen,আহার
354,Nahrung::N,Nahrung,খাদ্য
355,Speise::N,Speise,খাদ্য
356,Fleisch::N,Fleisch,মাংস
357,Getreide::N,Getreide,শস্য
358,Brei::N,Brei,মণ্ড
359,Brot::N,Brot,রুটি
360,Scheibe::N,Scheibe,ফালি
361,Fett::N,Fett,মেদ
362,Butter::N,Butter,মাখন
363,Öl::N,Öl,তৈল
364,Salz::N,Salz,নুন
365,Suppe::N,Suppe,শুরুয়া
366,Honig::N,Honig,মধু
367,Milch::N,Milch,দুধ
368,Tee::N,Tee,চা
369,Leder::N,Leder,পাকা চামড়া
370,Wolle::N,Wolle,পশম
371,Stoff::N,Stoff,বস্ত্র
372,Nadel::N,Nadel,সুচ
373,Faden::N,Faden,সূত্র
374,Knopf::N,Knopf,বোতাম
375,Knoten::N,Knoten,গিঁট
376,Farbe::N,Farbe,রং
377,Kleidung::N,Kleidung,কাপড়
378,Hemd::N,Hemd,শার্ট
379,Kragen::N,Kragen,গলবন্ধ
380,Ärmel::N,Ärmel,আস্তিন্
381,Hose::N,Hose,ট্রাউজার
382,Gürtel::N,Gürtel,কটিবন্ধ
383,Mütze::N,Mütze,টুপি
384,Schuh::N,Schuh,জুতো
385,Stiefel::N,Stiefel,বুট
386,Ring::N,Ring,আংটি
387,Band::N,Band,ফিতা
388,Kamm::N,Kamm,চিরুনি
389,Spiegel::N,Spiegel,আয়না
390,Riemen::N,Riemen,চাবুক
391,Schnur::N,Schnur,দড়ি
392,Leine::N,Leine,শিকল
393,Decke::N,Decke,কম্বল
394,Kissen::N,Kissen,উপাধান
395,Tuch::N,Tuch,বস্ত্র
396,Handtuch::N,Handtuch,তোয়ালে
397,Kraft::N,Kraft,জোর
398,Stärke::N,Stärke,শক্তি
399,Gesundheit::N,Gesundheit,স্বাস্থ্য
400,Krankheit::N,Krankheit,অসুখ
401,Krankheit::N,Krankheit,ব্যামো
402,Schmerz::N,Schmerz,যন্ত্রণা
403,Wunde::N,Wunde,ক্ষত
404,Fieber::N,Fieber,জ্বর
405,Arznei::N,Arznei,ঔষধ
406,Brücke::N,Brücke,সেতু
407,Brunnen::N,Brunnen,কূপ
408,Weide::N,Weide,পশুচারণভূমি
409,Pfad::N,Pfad,পথ
410,Weg::N,Weg,পথ
411,Straße::N,Straße,রাস্তা
412,Dorf::N,Dorf,গ্রাম
413,Stadt::N,Stadt,শহর
414,Brief::N,Brief,চিঠি
415,Buch::N,Buch,বই
416,Buchstabe::N,Buchstabe,অক্ষর
417,Zeitung::N,Zeitung,সংবাদপত্র
418,Leben::N,Leben,জীবন
419,Tod::N,Tod,মৃত্যু
420,Grab::N,Grab,কবর
421,Kirche::N,Kirche,গির্জা
422,Sünde::N,Sünde,পাপ
423,Gott::N,Gott,দেবতা
424,Arbeiter::N,Arbeiter,শ্রমিক
425,Chef::N,Chef,নেতা
426,Meister::N,Meister,ব্যক্তি
427,Arzt::N,Arzt,চিকিৎসক
428,Lehrer::N,Lehrer,অধ্যাপক
429,Geld::N,Geld,মুদ্রা
430,Geld::N,Geld,টাকাপয়সা
431,Geschäft::N,Geschäft,ব্যস্ততা
432,Laden::N,Laden,দোকান
433,Preis::N,Preis,মূল্য
434,Ware::N,Ware,পণ্যদ্রব্য
435,Nutzen::N,Nutzen,সুবিধা
436,Reichtum::N,Reichtum,ধনদৌলত
437,Welt::N,Welt,জগৎ
438,Land::N,Land,খেত
439,Staat::N,Staat,রাষ্ট্র
440,König::N,König,রাজা
441,Macht::N,Macht,প্রভাব
442,Grenze::N,Grenze,সীমা
443,Krieg::N,Krieg,যুদ্ধ
444,Feind::N,Feind,শত্রু
445,Gewalt::N,Gewalt,জোর
446,Kampf::N,Kampf,লড়াই
447,Bogen[Waffe]::N,Bogen,ধনুক
448,Pfeil::N,Pfeil,বাণ
449,Gewehr::N,Gewehr,বন্দুক
450,Fehler::N,Fehler,ভুল
451,Lüge::N,Lüge,মিথ্যা
452,Schaden::N,Schaden,ক্ষতি
453,Unglück::N,Unglück,দুর্ভাগ্য
454,Schuld::N,Schuld,অপরাধ
455,Alter::N,Alter,আয়ু
456,Schluss::N,Schluss,শেষ
457,Zeit::N,Zeit,সময়
458,Tag::N,Tag,দিন
459,Morgen::N,Morgen,সকাল
460,Mittag::N,Mittag,মধ্যাহু
461,Abend::N,Abend,সন্ধ্যা
462,Nacht::N,Nacht,রাত্রি
463,Woche::N,Woche,সপ্তাহ
464,Monat::N,Monat,মাস
465,Jahr::N,Jahr,সৌরবর্ষ
466,Frühling::N,Frühling,বসন্তকাল
467,Sommer::N,Sommer,গ্রীষ্মকাল
468,Herbst::N,Herbst,শরংঋতু
469,Winter::N,Winter,শীতকাল
470,Januar::N,Januar,জানুয়ারী
471,Februar::N,Februar,ফেব্রুয়ারী
472,März::N,März,মার্চ
473,April::N,April,এপ্রিল
474,Mai::N,Mai,মে
475,Juni::N,Juni,জুন
476,Juli::N,Juli,জুলাই
477,August::N,August,অগাস্ট
478,September::N,September,সেপ্টেম্বর
479,Oktober::N,Oktober,অক্টোবর
480,November::N,November,নভেম্বর
481,Dezember::N,Dezember,ডিসেম্বর
482,Montag::N,Montag,সোমবার
483,Dienstag::N,Dienstag,মঙ্গলবার
484,Mittwoch::N,Mittwoch,বুধবার
485,Donnerstag::N,Donnerstag,বৃহম্পতিবার
486,Freitag::N,Freitag,শুক্রবার
487,Samstag::N,Samstag,শনিবার
488,Sonntag::N,Sonntag,রবিবার
489,groß::A,groß,বৃহৎ
490,klein::A,klein,ছোট
491,lang::A,lang,দীর্ঘ
492,kurz::A,kurz,খর্ব
493,kurz::A,kurz,হ্রস্ব
494,breit::A,breit,চওড়া
495,schmal::A,schmal,সরু
496,dicht::A,dicht,ঘন
497,dick[Gegenstand]::A,dick,পুরু
498,dünn::A,dünn,কৃশ
499,fein::A,fein,সূক্ষ্ম
500,fest::A,fest,দৃঢ়
501,flach::A,flach,সমতল
502,glatt::A,glatt,মসৃণ
503,hart::A,hart,শক্ত
504,weich::A,weich,নরম
505,rund::A,rund,গোলাকার
506,spitz::A,spitz,তীক্ষ্ন
507,scharf::A,scharf,শাণিত
508,stumpf::A,stumpf,ভোঁতা
509,schwer::A,schwer,ভারী
510,schön::A,schön,সুন্দর
511,heiß::A,heiß,গরম
512,warm::A,warm,ঈষদুষ্ণ
513,kalt::A,kalt,ঠাণ্ডা
514,kühl::A,kühl,শীতল
515,frisch::A,frisch,তাজা
516,feucht::A,feucht,ভিজা
517,nass::A,nass,ভিজা
518,trocken::A,trocken,শুষ্ক
519,voll::A,voll,পূর্ণ
520,leer::A,leer,খালি
521,offen::A,offen,খোলা
522,geschlossen::A,geschlossen,বন্ধ
523,sauber::A,sauber,নির্মল
524,schmutzig::A,schmutzig,নোংরা
525,roh::A,roh,কাঁচা
526,reif::A,reif,পাকা
527,lecker::A,lecker,সুস্বাদ
528,süß::A,süß,মিষ্ট
529,bitter::A,bitter,তিক্ত
530,sauer::A,sauer,টক
531,hell::A,hell,উজ্জ্বল
532,dunkel::A,dunkel,অন্ধকারময়
533,schwarz::A,schwarz,কালো
534,weiß::A,weiß,সাদা
535,rot::A,rot,লাল
536,gelb::A,gelb,হলদে
537,blau::A,blau,নীল
538,grün::A,grün,সবুজ
539,grau::A,grau,ছাই-রঙা
540,bunt::A,bunt,রঙিন
541,billig::A,billig,সস্তা
542,teuer::A,teuer,আক্রা
543,wertvoll::A,wertvoll,মহার্ঘ
544,blind::A,blind,কানা
545,taub::A,taub,বধির
546,kräftig::A,kräftig,বিশাল
547,stark::A,stark,শক্তিশালী
548,schwach::A,schwach,দুর্বল
549,fett::A,fett,মোটা
550,schlank::A,schlank,কৃশ
551,hübsch::A,hübsch,সুন্দর
552,böse::A,böse,খারাপ
553,dumm::A,dumm,মূর্খ
554,faul::A,faul,শ্রমবিমুখ
555,fleißig::A,fleißig,পরিশ্রমী
556,geizig::A,geizig,ব্যয়কুণ্ঠ
557,klug::A,klug,দক্ষ
558,geschickt::A,geschickt,পটু
559,lieb::A,lieb,প্রেয়
560,lustig::A,lustig,প্রফুল্ল
561,sanft::A,sanft,নম্র
562,hungrig::A,hungrig,ক্ষুধার্ত
563,krank::A,krank,অসুস্থ
564,nackt::A,nackt,উলঙ্গ
565,traurig::A,traurig,দুঃখিত
566,lebendig::A,lebendig,জীবিত
567,gut::A,gut,ভালো
568,schlecht::A,schlecht,মন্দ
569,richtig::A,richtig,ঠিক
570,schlimm::A,schlimm,কদর্য
571,wahr::A,wahr,বাস্তব
572,alt::A,alt,পুরাতন
573,neu::A,neu,নব
574,neu::A,neu,নূতন
575,ehemalig::A,ehemalig,পূর্বকালীন
576,alt[Lebewesen]::A,alt,বৃদ্ধ
577,jung::A,jung,তরুণ
578,arm::A,arm,ক্ষুদ্র
579,reich::A,reich,ধনবান্
580,bekannt::A,bekannt,সুপরিচিত
581,berühmt::A,berühmt,বিখ্যাত
582,fremd::A,fremd,বিদেশি
583,verschieden::A,verschieden,বিসদৃশ
584,nah::A,nah,নিকটবতী
585,fern::A,fern,দুরবতী
586,linker::A,linker,বাম
587,rechter::A,rechter,ডান
588,rechter::A,rechter,ডাইন
589,anderer::A,anderer,অন্যতর
590,erster::A,erster,প্রথম
591,zweiter::A,zweiter,দ্বিতীয়
592,dritter::A,dritter,তৃতীয়
593,letzter::A,letzter,সর্বশেষ
594,allein::ADV,allein,একক
595,auf einmal::ADV,auf einmal,জলদি
596,zusammen::ADV,zusammen,একসঙ্গে
597,lange::ADV,lange,লম্বা
598,plötzlich::ADV,plötzlich,হঠাৎ
599,sofort::ADV,sofort,মুহ্ণর্তমধ্যে
600,später::ADV,später,পশ্চাতে
601,jetzt::ADV,jetzt,এখন
602,heute::ADV,heute,আজ
603,morgen::ADV,morgen,আগামিকাল
604,bald::ADV,bald,অস্পকালমধ্যে
605,dann::ADV,dann,তখন
606,gestern::ADV,gestern,গতকাল
607,einst::ADV,einst,একবার মাত্র
608,damals::ADV,damals,তখন
609,danach::ADV,danach,পরে
610,vorher::ADV,vorher,আগে
611,zuerst::ADV,zuerst,আগে
612,einmal::ADV,einmal,একবার
613,manchmal::ADV,manchmal,কখনও কখনও
614,oft::ADV,oft,ঘনঘন
615,immer::ADV,immer,সর্বদা
616,niemals::ADV,niemals,কখলও নহে
617,hier::ADV,hier,এখানে
618,hierhin::ADV,hierhin,এখানে
619,von hier::ADV,von hier,ত্রই স্তান হইতে
620,dort::ADV,dort,ওখানে
621,dorthin::ADV,dorthin,ওখানে
622,geradeaus::ADV,geradeaus,অগ্রগামী
623,vorwärts::ADV,vorwärts,সন্মুখিকে
624,rückwärts::ADV,rückwärts,খিরিয়া
625,zurück::ADV,zurück,পিঠ
626,unten::ADV,unten,নীচে
627,hinab::ADV,hinab,নিম্নগামী
628,oben::ADV,oben,উপরে
629,hinauf::ADV,hinauf,উচ্চতর অংশে
630,überall::ADV,überall,সর্বত্র
631,nicht::ADV,nicht,না
632,ein wenig::ADV,ein wenig,অল্প
633,kaum::ADV,kaum,কষ্টসহকাবে
634,sehr::ADV,sehr,খুব
635,so::ADV,so,তত
636,noch::ADV,noch,এখন পর্যস্ত
637,nur::ADV,nur,শুধু
638,schon::ADV,schon,ইতঃপুর্বে
639,wieder::ADV,wieder,আবার
640,vergebens::ADV,vergebens,বিফলে
641,vor::PRP,vor,সম্মুখে
642,hinter::PRP,hinter,পশ্চাতে
643,unter::PRP,unter,নীচে
644,durch::PRP,durch,দ্বারা
645,neben::PRP,neben,কাছে
646,zwischen::PRP,zwischen,মধ্যে
647,wegen::PRP,wegen,জন্য
648,dies::PRN,dies,এটা
649,das::PRN,das,ওটা
650,alles::PRN,alles,সব
651,ich::PRN,ich,আমি
652,du::PRN,du,তুমি
653,er::PRN,er,উনি
654,wir::PRN,wir,আমরা
655,ihr::PRN,ihr,তোমরা
656,sie::PRN,sie,তারা
657,was::FPRN,was,কি
658,wer::FPRN,wer,কে
659,wo::FADV,wo,কোথায়
660,wohin::FADV,wohin,কোথায়
661,wie::FADV,wie,কেমন
662,warum::FADV,warum,কেন
663,wieviel::FNUM,wieviel,কত
664,eins::NUM,eins,অক
665,zwei::NUM,zwei,দুই
666,drei::NUM,drei,তিন
667,vier::NUM,vier,চার
668,fünf::NUM,fünf,পাঁচ
669,sechs::NUM,sechs,ছয়
670,sieben::NUM,sieben,সাত
671,acht::NUM,acht,আট
672,neun::NUM,neun,নয়
673,zehn::NUM,zehn,দশ
674,elf::NUM,elf,এগারো
675,zwölf::NUM,zwölf,দ্বাদশ
676,zwanzig::NUM,zwanzig,বিশ
677,dreißig::NUM,dreißig,ত্রিশ
678,vierzig::NUM,vierzig,চল্লিশ
679,fünfzig::NUM,fünfzig,পঞ্চাশ
680,sechzig::NUM,sechzig,ষাট
681,siebzig::NUM,siebzig,সত্তর
682,achtzig::NUM,achtzig,আশি
683,neunzig::NUM,neunzig,নব্বুই
684,hundert::NUM,hundert,শত
685,tausend::NUM,tausend,হাজার
686,und::CNJ,und,আর
687,und::CNJ,und,এবং
688,oder::CNJ,oder,বা
689,stehen::V,stehen,দাঁড়ানো
690,sitzen::V,sitzen,বসা
691,liegen::V,liegen,শোয়া
692,hängen::V,hängen,ঝোলা
693,werden::V,werden,হইয়া উঠা
694,passieren::V,passieren,ঘটা
695,beginnen::V,beginnen,আরম্ভ হওয়া
696,enden::V,enden,শেষ হওয়া
697,wechseln::V,wechseln,রূপাস্তর করা
698,aufgehen[Sonne]::V,aufgehen,উদিত হওয়া
699,untergehen[Sonne]::V,untergehen,অস্ত যাওয়া
