,Concept_ID,cs,zh
225,Tochter::N,dcera,女儿
226,Bruder::N,bratr,兄弟
227,Schwester::N,sestra,姐妹
228,Onkel::N,strýc,伯父
229,Tante::N,teta,阿姨
230,Ehemann::N,choť,丈夫
231,Ehemann::N,manžel,丈夫
232,Ehefrau::N,choť,妻子
233,Ehefrau::N,manželka,妻子
234,Freude::N,radost,愉快
235,Gelächter::N,smích,大笑
236,Glück::N,štěstí,运气
237,Kummer::N,žal,苦恼
238,Kummer::N,trápení,苦恼
239,Wunsch::N,přání,愿望
240,Lust::N,chuť,乐趣
241,Geist::N,duch,精神
242,Gedanke::N,myšlenka,思想
243,Gedächtnis::N,paměť,记性
244,Verstand::N,rozum,理智
245,Sinn::N,smysl,感觉
246,Grund::N,důvod,理由
247,Wahrheit::N,pravda,真理
248,Gespräch::N,rozhovor,谈话
249,Märchen::N,pohádka,童话
250,Erzählung::N,povídka,故事
251,Nachricht::N,zpráva,消息
252,Neuigkeit::N,novina,新闻
253,Neuigkeit::N,novinka,新闻
254,Name::N,jméno,名字
255,Rätsel::N,hádanka,谜语
256,Rede::N,řeč,讲话
257,Rede::N,proslov,讲话
258,Sprache::N,řeč,语言
259,Sprache::N,jazyk,语言
260,Stimme::N,hlas,声音
261,Wort::N,slovo,词
262,Zeichen::N,znamení,标记
263,Ruf::N,zavolání,呼喊
264,Lärm::N,hluk,噪音
265,Laut::N,zvuk,响声
266,Ton::N,tón,声音
267,Lied::N,píseň,歌曲
268,Ruhe::N,klid,安静
269,Ruhe::N,pokoj,安静
270,Leute::N,lidé,人们
271,Volk::N,národ,人民
272,Arbeit::N,práce,劳动
273,Gast::N,host,客人
274,Geschenk::N,dar,礼物
275,Spiel::N,hra,游戏
276,Gesellschaft::N,společnost,陪同
277,Hilfe::N,pomoc,帮助
278,Freund::N,přítel,朋友
279,Kamerad::N,kamarád,同志
280,Angelegenheit::N,záležitost,事情
281,Anzahl::N,počet,数目
282,Art::N,druh,种类
283,Stück::N,kus,块
284,Stück::N,kousek,块
285,Teil::N,díl,部分
286,Teil::N,část,部分
287,Hälfte::N,půl,一半
288,Kreis::N,kruh,圆
289,Kreuz::N,kříž,十字架
290,Linie::N,linka,线条
291,Strich::N,čára,划
292,Strich::N,čárka,划
293,Abstand::N,vzdálenost,距离
294,Entfernung::N,vzdálenost,距离
295,Gegend::N,krajina,地区
296,Platz::N,prostor,场所
297,Ort::N,místo,地点
298,Seite::N,strana,面
299,Mitte::N,střed,中间
300,Mitte::N,prostředek,中间
301,Gegenstand::N,předmět,物品
302,Sache::N,věc,物
303,Rand::N,kraj,边
304,Rand::N,okraj,边
305,Kante::N,hrana,棱
306,Ecke::N,roh,角
307,Spitze::N,hrot,尖
308,Spitze::N,špička,尖
309,Ende::N,konec,结尾
310,Loch::N,díra,洞
311,Winkel::N,kout,角度
312,Muster::N,vzor,模型
313,Größe::N,velikost,大小
314,Länge::N,délka,长度
315,Höhe::N,výška,高度
316,Gewicht::N,váha,重量
317,Menge::N,množství,数量
318,Haufen::N,kupa,堆
319,Haufen::N,hromada,堆
320,Reihe::N,řada,行
321,Reihe::N,řádek,行
322,Boot::N,člun,小船
323,Ruder::N,veslo,奖
324,Schlitten::N,sáně,雪橇
325,Ski::N,lyže,雪板
326,Lagerfeuer::N,táborák,营火
327,Last::N,náklad,负担
328,Last::N,břemeno,负担
329,Gang::N,chůze,行走
330,Gang::N,chodba,行走
331,Schritt::N,krok,步伐
332,Norden::N,sever,北
333,Süden::N,jih,南
334,Westen::N,západ,西
335,Osten::N,východ,东
336,Holz::N,dřevo,木材
337,Brett::N,prkno,木板
338,Platte::N,deska,平板
339,Stütze::N,opěra,支架
340,Stange::N,tyč,杆
341,Stange::N,tyčka,杆
342,Stock::N,hůlka,棒
343,Stab::N,hůl,棍
344,Rohr::N,trubka,管子
345,Haus::N,dům,房屋
346,Heim::N,domov,家
347,Ofen::N,kamna,炉子
348,Fußboden::N,podlaha,地板
349,Tisch::N,stůl,桌子
350,Stuhl::N,židle,椅子
351,Wiege::N,kolébka,摇蓝
352,Bett::N,postel,床
353,Regal::N,regál,架子
354,Regal::N,police,架子
355,Kiste::N,bedna,箱子
356,Fenster::N,okno,窗户
357,Tür::N,dveře,门
358,Tor::N,vrata,大门
359,Zaun::N,plot,篱笆
360,Dach::N,střecha,屋顶
361,Leiter::N,žebřík,梯子
362,Besen::N,koště,扫帚
363,Besen::N,smeták,扫帚
364,Spaten::N,rýč,铁锹
365,Schaufel::N,lopata,铁锹
366,Gabel::N,vidlička,叉
367,Löffel::N,lžíce,食匙
368,Messer::N,nůž,刀
369,Nagel::N,hřebík,钉子
370,Netz::N,síť,网
371,Haken::N,hák,钩子
372,Griff::N,držadlo,把柄
373,Schloss::N,zámek,锁
374,Bild::N,obraz,图画
375,Figur::N,figura,人像
376,Puppe::N,panenka,娃娃
377,Beutel::N,pytlík,袋子
378,Bündel::N,svazek,捆
379,Tasche::N,taška,手提包
380,Tasche::N,brašna,手提包
381,Eimer::N,kýbl,桶
382,Eimer::N,vědro,桶
383,Deckel::N,víko,盖子
384,Deckel::N,příklop,盖子
385,Geschirr::N,nádobí,餐具
386,Sack::N,pytel,袋子
387,Tasse::N,šálek,杯子
388,Topf::N,hrnec,锅
389,Kessel::N,kotel,水壶
390,Essen::N,jídlo,进餐
391,Nahrung::N,strava,食物
392,Nahrung::N,potrava,食物
393,Speise::N,jídlo,菜肴
394,Fleisch::N,maso,肉
395,Getreide::N,obilí,谷物
396,Brei::N,kaše,粥
397,Brot::N,chléb,面包
398,Scheibe::N,krajíc,片
399,Fett::N,tuk,脂肪
400,Fett::N,omastek,脂肪
401,Butter::N,máslo,黄油
402,Öl::N,olej,油
403,Salz::N,sůl,盐
404,Suppe::N,polévka,汤
405,Honig::N,med,蜂蜜
406,Milch::N,mléko,奶
407,Tee::N,čaj,茶
408,Leder::N,kůže,皮革
409,Wolle::N,vlna,毛线
410,Stoff::N,látka,织物
411,Nadel::N,jehla,针
412,Faden::N,nit,线
413,Knopf::N,knoflík,纽扣
414,Knoten::N,uzel,结
415,Farbe::N,barva,颜色
416,Kleidung::N,šaty,衣服
417,Kleidung::N,šatstvo,衣服
418,Hemd::N,košile,衬衫
419,Kragen::N,límec,领子
420,Ärmel::N,rukáv,袖子
421,Hose::N,kalhoty,裤子
422,Gürtel::N,pás,腰带
423,Gürtel::N,opasek,腰带
424,Mütze::N,čepice,帽子
425,Schuh::N,bota,鞋
426,Stiefel::N,holínka,靴子
427,Ring::N,prsten,戒指
428,Band::N,pásek,带子
429,Kamm::N,hřeben,梳子
430,Spiegel::N,zrcadlo,镜子
431,Riemen::N,řemen,皮带
432,Schnur::N,šňůra,绳子
433,Leine::N,vodítko,皮带
434,Decke::N,pokrývka,被子
435,Decke::N,přikrývka,被子
436,Kissen::N,polštář,软垫
437,Tuch::N,šátek,巾
438,Handtuch::N,ručník,手巾
439,Kraft::N,síla,力
440,Stärke::N,síla,力量
441,Gesundheit::N,zdraví,健康
442,Krankheit::N,nemoc,病
443,Krankheit::N,choroba,病
444,Schmerz::N,bolest,痛
445,Wunde::N,rána,伤口
446,Fieber::N,horečka,发烧
447,Arznei::N,lék,药
448,Brücke::N,most,桥
449,Brunnen::N,studna,井
450,Weide::N,pastva,牧场
451,Weide::N,pastvina,牧场
452,Pfad::N,pěšina,小路
453,Weg::N,cesta,路
454,Straße::N,silnice,街
455,Dorf::N,vesnice,村庄
456,Stadt::N,město,城市
457,Brief::N,dopis,信
458,Buch::N,kniha,书
459,Buchstabe::N,písmeno,字母
460,Zeitung::N,noviny,报纸
461,Leben::N,život,生命
462,Tod::N,smrt,死亡
463,Grab::N,hrob,坟墓
464,Kirche::N,kostel,教堂
465,Sünde::N,hřích,罪
466,Gott::N,bůh,上帝
467,Arbeiter::N,dělník,工人
468,Arbeiter::N,pracovník,工人
469,Chef::N,šéf,上司
470,Chef::N,vedoucí,上司
471,Meister::N,mistr,师傅
472,Arzt::N,lékař,医生
473,Lehrer::N,učitel,教师
474,Geld::N,peníze,钱
475,Geschäft::N,obchod,交易
476,Laden::N,krám,商店
477,Preis::N,cena,价格
478,Ware::N,zboží,商品
479,Nutzen::N,užitek,好处
480,Reichtum::N,bohatství,财富
481,Welt::N,svět,世界
482,Land::N,země,国家
483,Staat::N,stát,国家
484,König::N,král,国王
485,Macht::N,moc,权力
486,Macht::N,mocnost,权力
487,Grenze::N,hranice,边界
488,Krieg::N,válka,战争
489,Feind::N,nepřítel,敌人
490,Gewalt::N,násilí,暴力
491,Kampf::N,boj,战斗
492,Bogen[Waffe]::N,luk,弓
493,Pfeil::N,šíp,箭
494,Gewehr::N,puška,枪
495,Gewehr::N,ručnice,枪
496,Fehler::N,chyba,错误
497,Lüge::N,lež,谎话
498,Schaden::N,škoda,损失
499,Unglück::N,neštěstí,不幸
500,Schuld::N,vina,过错
501,Alter::N,věk,年龄
502,Schluss::N,konec,结束
503,Zeit::N,čas,时间
504,Tag::N,den,天
505,Morgen::N,ráno,早晨
506,Morgen::N,jitro,早晨
507,Mittag::N,poledne,中午
508,Abend::N,večer,晚上
509,Nacht::N,noc,夜
510,Woche::N,týden,星期
511,Monat::N,měsíc,月
512,Jahr::N,rok,年
513,Frühling::N,jaro,春天
514,Sommer::N,léto,夏天
515,Herbst::N,podzim,秋天
516,Winter::N,zima,冬天
517,Januar::N,leden,一月
518,Februar::N,únor,二月
519,März::N,březen,三月
520,April::N,duben,四月
521,Mai::N,květen,五月
522,Juni::N,červen,六月
523,Juli::N,červenec,七月
524,August::N,srpen,八月
525,September::N,září,九月
526,Oktober::N,říjen,十月
527,November::N,listopad,十一月
528,Dezember::N,prosinec,十二月
529,Montag::N,pondělí,星期一
530,Montag::N,pondělek,星期一
531,Dienstag::N,úterý,星期二
532,Mittwoch::N,středa,星期三
533,Donnerstag::N,čtvrtek,星期四
534,Freitag::N,pátek,星期五
535,Samstag::N,sobota,星期六
536,Sonntag::N,neděle,星期日
537,groß::A,velký,大
538,klein::A,malý,小
539,lang::A,dlouhý,长
540,kurz::A,krátký,短
541,breit::A,široký,宽
542,schmal::A,úzký,细长的
543,dicht::A,hustý,密
544,dick[Gegenstand]::A,tlustý,厚
545,dünn::A,tenký,薄
546,fein::A,jemný,细小
547,fest::A,pevný,固体
548,flach::A,plochý,平坦
549,flach::A,placatý,平坦
550,glatt::A,hladký,光滑
551,hart::A,tvrdý,硬
552,weich::A,měkký,软
553,rund::A,kulatý,圆
554,rund::A,okrouhlý,圆
555,spitz::A,špičatý,尖
556,scharf::A,ostrý,锋利
557,stumpf::A,tupý,钝
558,schwer::A,těžký,重
559,schön::A,pěkný,美丽
560,schön::A,krásný,美丽
561,heiß::A,horký,烫
562,warm::A,teplý,暖和
563,kalt::A,studený,冷
564,kühl::A,chladný,凉
565,frisch::A,svěží,新鲜
566,feucht::A,vlhký,潮湿
567,nass::A,mokrý,湿
568,trocken::A,suchý,干
569,voll::A,plný,满
570,leer::A,prázdný,空
571,offen::A,otevřený,敞开
572,geschlossen::A,zavřený,关闭
573,sauber::A,čistý,干净
574,schmutzig::A,špinavý,肮脏
575,roh::A,syrový,生
576,reif::A,zralý,成熟
577,lecker::A,chutný,好吃
578,süß::A,sladký,甜
579,bitter::A,hořký,苦
580,sauer::A,kyselý,酸
581,hell::A,světlý,亮
582,dunkel::A,temný,阴暗
583,schwarz::A,černý,黑
584,weiß::A,bílý,白
585,rot::A,rudý,红
586,rot::A,červený,红
587,gelb::A,žlutý,黄
588,blau::A,modrý,蓝
589,grün::A,zelený,绿
590,grau::A,šedý,灰色
591,grau::A,šedivý,灰色
592,bunt::A,pestrý,五彩
593,billig::A,levný,便宜
594,billig::A,laciný,便宜
595,teuer::A,drahý,贵
596,wertvoll::A,cenný,贵重
597,blind::A,slepý,瞎
598,taub::A,hluchý,聋
599,kräftig::A,silný,强壮
600,stark::A,silný,强壮
601,schwach::A,slabý,弱
602,fett::A,tučný,胖
603,fett::A,tlustý,胖
604,schlank::A,štíhlý,苗条
605,hübsch::A,hezký,漂亮
606,böse::A,zlý,邪恶
607,dumm::A,hloupý,笨
608,faul::A,líný,懒惰
609,fleißig::A,pilný,勤奋
610,geizig::A,lakomý,吝啬
611,klug::A,chytrý,聪明
612,geschickt::A,šikovný,灵巧
613,lieb::A,milý,可爱
614,lustig::A,veselý,快乐
615,sanft::A,mírný,柔和
616,hungrig::A,hladový,饥饿
617,krank::A,nemocný,患病
618,nackt::A,nahý,裸体
619,traurig::A,smutný,悲哀
620,traurig::A,truchlivý,悲哀
621,lebendig::A,živý,活
622,gut::A,dobrý,好
623,schlecht::A,špatný,坏
624,richtig::A,pravý,正确
625,richtig::A,správný,正确
626,schlimm::A,zlý,糟糕
627,wahr::A,pravdivý,真
628,alt::A,starý,旧
629,neu::A,nový,新
630,ehemalig::A,bývalý,以前
631,alt[Lebewesen]::A,starý,老
632,jung::A,mladý,年轻
633,arm::A,chudý,贫穷
634,reich::A,bohatý,富裕
635,bekannt::A,známý,出名
636,berühmt::A,slavný,著名
637,fremd::A,cizí,陌生
638,verschieden::A,různý,不同
639,verschieden::A,rozličný,不同
640,nah::A,blízký,近
641,fern::A,daleký,遥远
642,linker::A,levý,左
643,rechter::A,pravý,右
644,anderer::A,jiný,别的
645,erster::A,první,第一
646,zweiter::A,druhý,第二
647,dritter::A,třetí,第三
648,letzter::A,poslední,最后
649,allein::ADV,sám,单独
650,auf einmal::ADV,najednou,同时
651,zusammen::ADV,spolu,一起
652,zusammen::ADV,dohromady,一起
653,lange::ADV,dlouho,许久
654,plötzlich::ADV,vtom,忽然
655,plötzlich::ADV,náhle,忽然
656,sofort::ADV,hned,立刻
657,sofort::ADV,ihned,立刻
658,später::ADV,později,以后
659,jetzt::ADV,teď,现在
660,jetzt::ADV,nyní,现在
661,heute::ADV,dnes,今天
662,heute::ADV,dneska,今天
663,morgen::ADV,zítra,明天
664,bald::ADV,brzo,即将
665,dann::ADV,pak,然后
666,dann::ADV,potom,然后
667,gestern::ADV,včera,昨天
668,einst::ADV,kdysi,曾经
669,damals::ADV,tehdy,当时
670,damals::ADV,tenkrát,当时
671,danach::ADV,podle toho,随后
672,vorher::ADV,dříve,事先
673,vorher::ADV,napřed,事先
674,zuerst::ADV,nejprve,首先
675,zuerst::ADV,nejdříve,首先
676,einmal::ADV,jednou,一次
677,manchmal::ADV,někdy,有时
678,oft::ADV,často,时常
679,immer::ADV,vždy,总是
680,immer::ADV,stále,总是
681,niemals::ADV,nikdy,从未
682,hier::ADV,zde,这里
683,hier::ADV,tady,这里
684,hierhin::ADV,sem,到这里
685,von hier::ADV,odtud,由此
686,dort::ADV,tam,那里
687,dorthin::ADV,tam,到那里
688,geradeaus::ADV,rovně,一直往前
689,vorwärts::ADV,kupředu,向前
690,rückwärts::ADV,zpět,向后
691,zurück::ADV,zpět,退后
692,zurück::ADV,nazpět,退后
693,unten::ADV,dole,下面
694,hinab::ADV,dolů,向下
695,oben::ADV,nahoře,上面
696,oben::ADV,navrchu,上面
697,hinauf::ADV,nahoru,向上
698,überall::ADV,všude,到处
699,nicht::ADV,ne,不
700,ein wenig::ADV,trochu,一点儿
701,kaum::ADV,sotva,几乎不
702,sehr::ADV,velmi,很
703,sehr::ADV,velice,很
704,so::ADV,tak,如此
705,so::ADV,takto,如此
706,noch::ADV,ještě,还
707,nur::ADV,jen,只
708,nur::ADV,jenom,只
709,schon::ADV,už,已经
710,schon::ADV,již,已经
711,wieder::ADV,zase,又
712,vergebens::ADV,marně,
713,vor::PRP,před,在...面前
714,hinter::PRP,za,在...背后
715,unter::PRP,pod,在...下面
716,durch::PRP,skrz,穿过
717,neben::PRP,vedle,在...旁
718,zwischen::PRP,mezi,在...之间
719,wegen::PRP,pro,由于
720,dies::PRN,toto,这
721,dies::PRN,tohle,这
722,das::PRN,to,那
723,alles::PRN,všechno,一切
724,ich::PRN,já,我
725,du::PRN,ty,你
726,er::PRN,on,他
727,wir::PRN,my,我们
728,ihr::PRN,vy,你们
729,sie::PRN,oni,她
730,was::FPRN,co,什么
731,wer::FPRN,kdo,谁
732,wo::FADV,kde,哪里
733,wohin::FADV,kam,去哪里
734,wie::FADV,jak,怎么
735,warum::FADV,proč,为什么
736,wieviel::FNUM,kolik,多少
737,eins::NUM,jeden,一
738,zwei::NUM,dva,二
739,drei::NUM,tři,三
740,vier::NUM,čtyři,四
741,fünf::NUM,pět,五
742,sechs::NUM,šest,六
743,sieben::NUM,sedm,七
744,acht::NUM,osm,八
745,neun::NUM,devět,九
746,zehn::NUM,deset,十
747,elf::NUM,jedenáct,十一
748,zwölf::NUM,dvanáct,十二
749,zwanzig::NUM,dvacet,二十
750,dreißig::NUM,třicet,三十
751,vierzig::NUM,čtyřicet,四十
752,fünfzig::NUM,padesát,五十
753,sechzig::NUM,šedesát,六十
754,siebzig::NUM,sedmdesát,七十
755,achtzig::NUM,osmdesát,八十
756,neunzig::NUM,devadesát,九十
757,hundert::NUM,sto,百
758,tausend::NUM,tisíc,千
759,und::CNJ,a,和
760,oder::CNJ,nebo,或者
761,stehen::V,stát,站
762,sitzen::V,sedět,坐
763,liegen::V,ležet,躺着
764,hängen::V,viset,挂着
765,werden::V,stát se,成为
766,passieren::V,stát se,发生
767,beginnen::V,počít,开始
768,enden::V,končit,终止
769,enden::V,skončit,终止
770,wechseln::V,měnit se,变迁
771,aufgehen[Sonne]::V,vyjít,升起
772,untergehen[Sonne]::V,zapadnout,下落
773,scheinen[Sonne]::V,svítit,照射
774,donnern::V,hřmět,打雷
775,wehen::V,vát,飘扬
776,wehen::V,vanout,飘扬
777,strömen::V,proudit,流
778,fließen::V,téct,流动
779,sich drehen::V,točit se,转动
780,schwanken::V,kolísat,摇摆
781,schwanken::V,houpat se,摇摆
782,schwingen::V,kývat se,摇
783,fallen::V,padat,坠落
784,brennen::V,hořet,燃烧
785,rauchen::V,kouřit,冒烟
786,regnen::V,pršet,下雨
787,gefrieren::V,zamrznout,结冰
788,tauen::V,tát,融化
789,schmelzen::V,tavit,溶化
790,trocknen::V,schnout,变干
791,sieden::V,vřít,煮
792,faulen::V,hnít,腐烂
793,verfaulen::V,shnít,腐烂
794,reißen::V,roztrhat se,撕
795,versinken::V,topit se,下沉
796,versinken::V,ponořit se,下沉
797,vergehen::V,plynout,流逝
798,erscheinen::V,objevit se,出现
799,verschwinden::V,zmizet,消失
800,sinken::V,klesat,下降
801,abnehmen::V,ubýt,减少
802,zunehmen::V,přibýt,增加
803,steigen::V,stoupat,上升
804,wachsen::V,růst,生长
805,glänzen::V,lesknout se,发光
806,funkeln::V,jiskřit se,闪烁
807,lärmen::V,dělat hluk,吵闹
808,läuten::V,zvonit,响
809,klingeln::V,zvonit,按铃
810,klirren::V,řinčet,
811,brausen::V,hučet,疾驶
812,rauschen::V,šumět,
813,klingen::V,znít,听起来
814,bellen::V,štěkat,吠
815,heulen::V,výt,嗥
816,blasen::V,foukat,吹
817,pfeifen::V,pískat,吹口哨
818,schreien::V,křičet,叫喊
819,stöhnen::V,sténat,呻吟
820,zittern::V,třást se,颤抖
821,leben::V,žít,生存
822,geboren werden::V,rodit se,出生
823,atmen::V,dýchat,呼吸
824,trinken::V,pít,喝
825,essen::V,jíst,吃
826,schlucken::V,polykat,咽
827,müde werden::V,unavit se,疲倦
828,einschlafen::V,usnout,入睡
829,schlafen::V,spát,睡觉
830,aufwachen::V,probudit se,睡醒
831,aufstehen::V,vstát,起床
832,sich erholen::V,zotavovat se,休养
833,krank werden::V,onemocnět,生病
834,krank sein::V,být nemocný,生病
835,schmerzen::V,bolet,疼痛
836,husten::V,kašlat,咳
837,genesen::V,uzdravit se,痊愈
838,sterben::V,umřít,死
839,umkommen::V,zahynout,丧命
840,sich bewegen::V,pohnout se,移动
841,sich rühren::V,hnout se,动弹
842,sich erheben::V,zdvihnout se,站起
843,sich setzen::V,posadit se,坐
844,hinfallen::V,upadnout,跌倒
845,laufen::V,běžet,步行
846,schreiten::V,kráčet,迈步
847,spazierengehen::V,procházet se,散步
848,eilen::V,spěchat,急忙
849,sich beeilen::V,pospíšit si,赶快
850,sausen::V,fičet,疾驰
851,rennen::V,pádit,奔跑
852,springen::V,skákat,跳
853,klettern::V,lézt,攀缘
854,klettern::V,šplhat,攀缘
855,schaukeln::V,houpat,荡秋千
856,kriechen::V,lézt,爬行
857,kriechen::V,plazit se,爬行
