,Concept_ID,kl,nl
135,Ast::N,avalequt,tak
136,Zweig::N,avalequt,twijg
137,Blatt::N,pilutaq,blad
138,Birke::N,patitsit,berk
139,Weide[Baum]::N,palleq,wilg
140,Tanne::N,orsuerneq,spar
141,Horn::N,nassuk,hoorn
142,Feder::N,suluk,veer
143,Feder::N,suluk,pluim
144,Fell::N,ameq,vel
145,Flügel::N,suluk,vleugel
146,Flügel::N,isaroq,vleugel
147,Klaue::N,kukik,klauw
148,Kralle::N,kukik,klauw
149,Schwanz::N,pamioq,staart
150,Schwanz::N,paperuusaq,staart
151,Ei::N,mannik,ei
152,Nest::N,ullut,nest
153,Bau::N,ini,hol
154,Tier::N,uumasoq,dier
155,Herde::N,unguukkat,kudde
156,Kuh::N,ussik,koe
157,Bulle::N,angukulak,stier
158,Bulle::N,anguteralak,stier
159,Bulle::N,angutikulooq,stier
160,Schaf::N,sava,schaap
161,Schwein::N,puuluki,varken
162,Hund::N,qimmeq,hond
163,Katze::N,puisaaq,kat
164,Bär::N,allaq,beer
165,Eichhörnchen::N,sissinnguaq,eekhoorntje
166,Fuchs::N,terianniaq,vos
167,Hase::N,ukaleq,haas
168,Maus::N,teriannguaq,muis
169,Wolf::N,amaroq,wolf
170,Vogel::N,timmiaq,vogel
171,Huhn::N,kukkukooq,kip
172,Huhn::N,kukkukooq,hoen
173,Huhn::N,marloraaqaaq,kip
174,Huhn::N,marloraaqaaq,hoen
175,Hahn::N,kiasiusaq,haan
176,Gans::N,nerleq,gans
177,Adler::N,nattoralik,arend
178,Eule::N,uppik,uil
179,Kranich::N,qorlorfik,kraanvogel
180,Krähe::N,tuluatsiaq,kraai
181,Kuckuck::N,kukkooq,koekoek
182,Schwan::N,qussuk,zwaan
183,Fisch::N,aalisagaq,vis
184,Schlange[Tier]::N,pulateriarsuk,slang
185,Schlange[Tier]::N,pulateriaarsuk,slang
186,Spinne::N,aasiaq,spin
187,Spinne::N,nissavaarsuk,spin
188,Ameise::N,uniaaluk,mier
189,Laus::N,kumak,luis
190,Mücke::N,ippernaq,mug
191,Fliege::N,ippernaq,vlieg
192,Schmetterling::N,paluaq,vlinder
193,Schmetterling::N,pakkaluaq,vlinder
194,Schmetterling::N,utsuppaluaq,vlinder
195,Schmetterling::N,taqaleqisaaq,vlinder
196,Beere::N,paarmaq,bes
197,Beere::N,paarngaq,bes
198,Apfel::N,iipili,appel
199,Pilz::N,anngiusaq,paddestoel
200,Zwiebel::N,uanitsoq,ui
201,Saat::N,naatsiiassaq,zaad
202,Korn::N,maannineq,graan
203,Korn::N,maannineq,korrel
204,Schale::N,niutsivik,schil
205,Schale::N,ilulissaq qaartussaq,schil
206,Grube::N,itersaq,kuil
207,Falle::N,pualavoq,val
208,Schlinge::N,orseq,strop
209,Schlinge::N,norloq,strop
210,Spur::N,tumaa,spoor
211,Asche::N,arsat,as
212,Dreck::N,minguk,drek
213,Eisen::N,savimineq,ijzer
214,Eisen::N,saffiugassaq,ijzer
215,Gold::N,kuulti,goud
216,Silber::N,siilviuvoq,zilver
217,Kohle::N,aamarsuit aamaruutissat,kool
218,Glas::N,igalaaq,glas
219,Glas::N,imertarfik,glas
220,Glas::N,igalaamineq,glas
221,Lehm::N,marraq,klei
222,Sand::N,sioqqat,zand
223,Mensch::N,inuk,mens
224,Mensch::N,silamiu,mens
225,Mann::N,angut,man
226,Frau::N,arnaq,vrouw
227,Kind::N,meeraq,kind
228,Junge::N,nukappiaraq,jongen
229,Mädchen::N,arnannguaq,meisje
230,Familie::N,ilaqutakka,gezin
231,Familie::N,ilaqutakka,familie
232,Familie::N,ilaqutariit,gezin
233,Familie::N,ilaqutariit,familie
234,Großvater::N,aatak,grootvader
235,Großmutter::N,aanaq,grootmoeder
236,Eltern::N,angajoqqaat,ouders
237,Vater::N,ataata,vader
238,Vater::N,ataataq,vader
239,Mutter::N,anaana,moeder
240,Sohn::N,erneq,zoon
241,Tochter::N,panik,dochter
242,Bruder::N,ani,broer
243,Bruder::N,ani,broeder
244,Bruder::N,aqqaluk,broer
245,Bruder::N,aqqaluk,broeder
246,Bruder::N,qatanngut,broer
247,Bruder::N,qatanngut,broeder
248,Schwester::N,naja,zus
249,Schwester::N,naja,zuster
250,Schwester::N,aleqa,zus
251,Schwester::N,aleqa,zuster
252,Schwester::N,qatanngut,zus
253,Schwester::N,qatanngut,zuster
254,Onkel::N,akkak,oom
255,Tante::N,aja,tante
256,Tante::N,ajak,tante
257,Tante::N,atsak,tante
258,Ehemann::N,ui,echtgenoot
259,Ehefrau::N,nuliaq,echtgenote
260,Freude::N,tipaatsussuseq,vreugde
261,Gelächter::N,illaq,gelach
262,Glück::N,usornaat,geluk
263,Glück::N,usornarsuseq,geluk
264,Wunsch::N,kissaat,wens
265,Wunsch::N,kissaat,verlangen
266,Lust::N,illigussuseq,zin
267,Lust::N,illigussuseq,lust
268,Lust::N,piummaseq,zin
269,Lust::N,piummaseq,lust
270,Geist::N,anerneq,geest
271,Geist::N,toornaq,geest
272,Gedanke::N,isumassaq,gedachte
273,Gedächtnis::N,eqqaamannissuseq,geheugen
274,Verstand::N,isuma,verstand
275,Verstand::N,sianissut,verstand
276,Verstand::N,misigissut,verstand
277,Verstand::N,sianissuseq,verstand
278,Verstand::N,silaqassuseq,verstand
279,Sinn::N,isuma,betekenis
280,Grund::N,patsit,reden
281,Wahrheit::N,sallusuissut,waarheid
282,Märchen::N,oqalualaarut,sprookje
283,Märchen::N,oqaluasaaq,sprookje
284,Erzählung::N,oqaluttuaq,verhaal
285,Nachricht::N,oqaassut,tijding
286,Nachricht::N,oqqersuut,tijding
287,Neuigkeit::N,tusarnartaq,nieuws
288,Neuigkeit::N,tusarnartaq,nieuwtje
289,Name::N,ateq,naam
290,Rätsel::N,nalorsitsaarut,raadsel
291,Rede::N,oqaluuseq,rede
292,Sprache::N,oqaatsit,taal
293,Stimme::N,erinaq,stem
294,Stimme::N,qarluuseq,stem
295,Wort::N,oqaasii,woord
296,Zeichen::N,nalunaaqqut,teken
297,Ruf::N,qaaqqussut,roep
298,Lärm::N,perpaluk,lawaai
299,Laut::N,torsukattak,klank
300,Laut::N,torsukattak,geluid
301,Ton::N,erinaq,toon
302,Ton::N,erinaq,klank
303,Lied::N,taalliaq,lied
304,Lied::N,erinarsuut,lied
305,Ruhe::N,qatsunganeq,rust
306,Ruhe::N,qatsunganeq,stilte
307,Leute::N,inuiak,lui
308,Leute::N,inuiak,mensen
309,Leute::N,inuiaqatigiit,lui
310,Leute::N,inuiaqatigiit,mensen
311,Volk::N,inuiaat,volk
312,Arbeit::N,suliaq,werk
313,Arbeit::N,suliaq,arbeid
314,Gast::N,qaaqqusaq,gast
315,Geschenk::N,pajugut,cadeau
316,Geschenk::N,pajugut,geschenk
317,Hilfe::N,annertoqqut,hulp
318,Freund::N,tiliaq,vriend
319,Freund::N,ikinngut,vriend
320,Kamerad::N,tiliaq,maat
321,Kamerad::N,tiliaq,metgezel
322,Kamerad::N,ikinngut,maat
323,Kamerad::N,ikinngut,metgezel
324,Art::N,ileqquuseq,slag
325,Art::N,ileqquuseq,soort
326,Stück::N,nakkaalaniku,stuk
327,Teil::N,tassiaasat,deel
328,Hälfte::N,affaq,helft
329,Kreis::N,kaajaluinneq or kaajaluitsoq,kring
330,Kreis::N,kaajaluinneq or kaajaluitsoq,cirkel
331,Kreuz::N,sanningasulik,kruis
332,Linie::N,tittaq,lijn
333,Linie::N,titarneq,lijn
334,Abstand::N,aku,afstand
335,Abstand::N,ikiaq,afstand
336,Entfernung::N,asi,afstand
337,Gegend::N,nuna,streek
338,Platz::N,ini,ruimte
339,Platz::N,inissaq,ruimte
340,Ort::N,sumiiffik,oord
341,Ort::N,sumiiffik,plaats
342,Seite::N,saneraq,zij
343,Seite::N,saneraq,kant
344,Seite::N,saneraq,zijde
345,Mitte::N,qiteq,midden
346,Sache::N,pigisaq,zaak
347,Rand::N,sini,rand
348,Rand::N,sini,boord
349,Rand::N,akerfineq,rand
350,Rand::N,akerfineq,boord
351,Kante::N,akerfineq,kant
352,Ecke::N,teqeqqoq,hoek
353,Ecke::N,tikeqqoq,hoek
354,Spitze::N,inngik,punt
355,Spitze::N,inngik,spits
356,Ende::N,isu,einde
357,Ende::N,isu,uiteinde
358,Loch::N,putu,gat
359,Winkel::N,teqeqqorissaat,hoek
360,Muster::N,ilisserut,dessin
361,Muster::N,ilisserut,patroon
362,Größe::N,angissuseq,grootte
363,Länge::N,takissuseq,lengte
364,Gewicht::N,oqimaalutaq,gewicht
365,Menge::N,amerlassuseq,hoeveelheid
366,Haufen::N,eqimattat,hoop
367,Reihe::N,allunaasaq,rij
368,Reihe::N,allunaasaq,reeks
369,Boot::N,qajaq,boot
370,Boot::N,angallat,boot
371,Boot::N,umiatsiaq,boot
372,Ruder::N,iput,roeiriem
373,Schlitten::N,qamutit,slee
374,Schlitten::N,qamutit,slede
375,Schlitten::N,qimusseq,slee
376,Schlitten::N,qimusseq,slede
377,Ski::N,ataarut,ski
378,Last::N,nammagaq,last
379,Last::N,nammagaq,vracht
380,Schritt::N,allorneq,stap
381,Schritt::N,allorneq,schrede
382,Norden::N,avannaq,noorden
383,Süden::N,qava,zuiden
384,Süden::N,kujat,zuiden
385,Süden::N,kujataa,zuiden
386,Westen::N,kitaa,westen
387,Osten::N,kangi,oosten
388,Holz::N,qisuk,hout
389,Brett::N,salliligaq,plank
390,Platte::N,qaateq,plaat
391,Stütze::N,ajagutaq,stut
392,Stütze::N,ajagutaq,steun
393,Stütze::N,ajaagutaq,stut
394,Stütze::N,ajaagutaq,steun
395,Stange::N,kaaviffik,stang
396,Stock::N,ajaappissat,stok
397,Stab::N,ajaappissat,staf
398,Rohr::N,sullulik,pijp
399,Haus::N,illu,huis
400,Ofen::N,kissarsuut,kachel
401,Fußboden::N,nateq,vloer
402,Tisch::N,allattarfik,tafel
403,Stuhl::N,issiavik,stoel
404,Stuhl::N,issiaffik,stoel
405,Wiege::N,uaasoq,wieg
406,Bett::N,nallavik,bed
407,Regal::N,ilisivik,rek
408,Kiste::N,sakissat,kist
409,Kiste::N,illerfiusaq,kist
410,Fenster::N,aki,raam
411,Fenster::N,aki,venster
412,Fenster::N,igalaaq,raam
413,Fenster::N,igalaaq,venster
414,Tür::N,matu,deur
415,Tor::N,isaaffik,poort
416,Zaun::N,saputit,omheining
417,Dach::N,qaliaq,dak
418,Leiter::N,tummeqqat,ladder
419,Leiter::N,majuartarfiit,ladder
420,Besen::N,saligutit,bezem
421,Spaten::N,nivaataq,schop
422,Schaufel::N,nivaataq,schep
423,Gabel::N,qilluaq,vork
424,Gabel::N,ajassaatit,vork
425,Löffel::N,alussaat,lepel
426,Messer::N,savik,mes
427,Nagel::N,kukik,spijker
428,Netz::N,anguffaseq,net
429,Haken::N,nissik,haak
430,Haken::N,qarsorsaq,haak
431,Haken::N,qarsorsartoq,haak
432,Griff::N,ipi,handvat
433,Schloss::N,illussaarsuaq,slot
434,Bild::N,assiliaq,beeld
435,Figur::N,kisitsit,figuur
436,Puppe::N,inuusaq,pop
437,Bündel::N,qilertaq,pak
438,Bündel::N,qilertaq,bundel
439,Tasche::N,pooqattaq,tas
440,Deckel::N,matu,deksel
441,Geschirr::N,anut,vaatwerk
442,Tasse::N,tiitorfik,kop
443,Tasse::N,tiitorfiup ilorlia,kop
444,Topf::N,qoqqoq,pan
445,Kessel::N,uunnaavik,ketel
446,Essen::N,igaaq,eten
447,Nahrung::N,neqissaq,voedsel
448,Speise::N,nerisassat,spijs
449,Fleisch::N,neqi,vlees
450,Getreide::N,maannineq,graan
451,Brot::N,iffit,brood
452,Brot::N,iffiaq,brood
453,Scheibe::N,igalaassiaq,plak
454,Scheibe::N,igalaassiaq,snede
455,Fett::N,tarnutissaq,vet
456,Fett::N,tarnutissiaq,vet
457,Butter::N,punneq,boter
458,Öl::N,uulia,olie
459,Salz::N,taratsut,zout
460,Suppe::N,qajoq,soep
461,Honig::N,tungusunnitsuut,honing
462,Milch::N,immuk,melk
463,Tee::N,tii,thee
464,Tee::N,teeq,thee
465,Wolle::N,nuersagassiaq,wol
466,Stoff::N,milliaq,stof
467,Stoff::N,qarlissiaq,stof
468,Nadel::N,meqqut,naald
469,Faden::N,ujalussiaq,draad
470,Knopf::N,attat,knoop
471,Knoten::N,akeroq,knoop
472,Knoten::N,qilerneq,knoop
473,Farbe::N,qalipaat,verf
474,Kleidung::N,atisat,kledij
475,Kleidung::N,atisat,kleding
476,Kleidung::N,annoraaq,kledij
477,Kleidung::N,annoraaq,kleding
478,Hemd::N,ilupaaq,hemd
479,Kragen::N,qungasiinnaq,kraag
480,Ärmel::N,aaq,mouw
481,Hose::N,qarliit,broek
482,Hose::N,qarliit,pantalon
483,Gürtel::N,qiterut,riem
484,Gürtel::N,qiterut,gordel
485,Gürtel::N,unngersaq,riem
486,Gürtel::N,unngersaq,gordel
487,Mütze::N,nasaq,muts
488,Schuh::N,skuu,schoen
489,Schuh::N,ikernuk,schoen
490,Schuh::N,ateraasaq,schoen
491,Stiefel::N,kamik,laars
492,Ring::N,assammiu,ring
493,Band::N,qilerutissiaq,lint
494,Kamm::N,illaagutit,kam
495,Kamm::N,illaajaatit pl.,kam
496,Spiegel::N,tarrarsuut,spiegel
497,Riemen::N,allunaaq,riem
498,Schnur::N,kujaaq,koord
499,Schnur::N,allunaasaq,koord
500,Leine::N,aleq,lijn
501,Decke::N,qipik,deken
502,Kissen::N,akit,kussen
503,Tuch::N,qarlissiaq,doek
504,Handtuch::N,allarut,handdoek
505,Handtuch::N,allarterut,handdoek
506,Kraft::N,pissak,kracht
507,Stärke::N,qerattarsaat,sterkte
508,Gesundheit::N,peqqisusseq,gezondheid
509,Krankheit::N,nappaat,ziekte
510,Schmerz::N,anniaat,pijn
511,Wunde::N,iki,wond
512,Fieber::N,nappaat qanimanartoq,koorts
513,Arznei::N,imigassaq,medicament
514,Arznei::N,imigassaq,geneesmiddel
515,Brücke::N,ikaartarfik,brug
516,Brunnen::N,tissaluttuliaq,put
517,Brunnen::N,tissaluttuliaq,bron
518,Weide::N,masarsuk,wei
519,Weide::N,masarsuk,weide
520,Pfad::N,aqqut,pad
521,Weg::N,aggerfik,weg
522,Straße::N,aqqusineq,baan
523,Straße::N,aqqusineq,straat
524,Dorf::N,nunaqarfik,dorp
525,Stadt::N,illorpaat,stad
526,Stadt::N,illorpalik,stad
527,Brief::N,allagarsiaq,brief
528,Buch::N,atuakkat,boek
529,Buch::N,mappersagaq,boek
530,Buchstabe::N,naqinneq,letter
531,Zeitung::N,aviisi,krant
532,Zeitung::N,aviisi,dagblad
533,Leben::N,inuussuseq,leven
534,Tod::N,toqu,dood
535,Tod::N,toquneq,dood
536,Grab::N,iliveq,graf
537,Grab::N,illissat,graf
538,Kirche::N,oqaluffik,kerk
539,Sünde::N,ajorti,zonde
540,Arbeiter::N,sulisoq,arbeider
541,Chef::N,ittoqut,chef
542,Meister::N,naalagaq,meester
543,Arzt::N,katsorsaasoq,arts
544,Arzt::N,katsorsaasoq,dokter
545,Lehrer::N,ilinniartitsisoq,leraar
546,Lehrer::N,ilinniartitsisoq,onderwijzer
547,Geld::N,aningaasat,geld
548,Geschäft::N,niuertarfik,zaak
549,Laden::N,niuertarfik,winkel
550,Preis::N,aki,prijs
551,Ware::N,qaliata pii,waar
552,Ware::N,nioqqutissaq,waar
553,Nutzen::N,iluaqut,nut
554,Nutzen::N,iluaqut,voordeel
555,Welt::N,nunarsuaq,wereld
556,Land::N,nuna,land
557,König::N,kunngi,koning
558,Macht::N,pissaassuseq,macht
559,Grenze::N,killik,grens
560,Krieg::N,sorsunneq,oorlog
561,Feind::N,akeraq,vijand
562,Feind::N,akerartorti,vijand
563,Feind::N,qinngarsuisoq,vijand
564,Kampf::N,sorsunneq,strijd
565,Kampf::N,sorsunneq,gevecht
566,Pfeil::N,qalugiusaq,pijl
567,Gewehr::N,aallaat,geweer
568,Fehler::N,kukkuneq,fout
569,Fehler::N,paarlaappaa,fout
570,Unglück::N,perluut,tegenspoed
571,Schuld::N,akiitsugaq,schuld
572,Schuld::N,akiligassaq,schuld
573,Alter::N,utoqqaq,leeftijd
574,Schluss::N,isu,slot
575,Zeit::N,ulloq,tijd
576,Zeit::N,akuttoqatigiinneq,tijd
577,Tag::N,ulloq,dag
578,Morgen::N,ullaaq,morgen
579,Morgen::N,ullaaq,ochtend
580,Mittag::N,ulloqeqqa,middag
581,Abend::N,unnuk,avond
582,Nacht::N,unnuaq,nacht
583,Woche::N,sapaatip akunnera,week
584,Monat::N,qaammat,maand
585,Jahr::N,ukioq,jaar
586,Frühling::N,upernaaq,lente
587,Frühling::N,upernaaq,voorjaar
588,Sommer::N,aasaq,zomer
589,Herbst::N,ukiaq,herfst
590,Winter::N,ukioq,winter
591,Januar::N,siulleeq,januari
592,Januar::N,qaammaliaq,januari
593,Februar::N,aarlaat,februari
594,März::N,marsi,maart
595,März::N,martsi,maart
596,Mai::N,maaji,mei
597,Juni::N,juuni,juni
598,Juli::N,juuli,juli
599,August::N,aggusti,augustus
600,September::N,septembari,september
601,Oktober::N,oktobari,oktober
602,November::N,novembari,november
603,Dezember::N,detsembari,december
604,Montag::N,ataasinngortoq,maandag
605,Dienstag::N,marlunngorneq,dinsdag
606,Mittwoch::N,pingasunngorneq,woensdag
607,Donnerstag::N,sisamanngorneq,donderdag
608,Freitag::N,tallimanngorneq,vrijdag
609,Samstag::N,arfininngorneq,zaterdag
610,Sonntag::N,sapaat,zondag
611,Sonntag::N,sapaati,zondag
612,groß::A,angivoq,groot
613,klein::A,mikivoq,klein
614,lang::A,takisooq,lang
615,kurz::A,naatsoq,kort
616,breit::A,silippoq,breed
617,schmal::A,amitsoq,smal
618,dicht::A,torsusooq,dicht
619,dick[Gegenstand]::A,issuvoq,dik
620,dick[Gegenstand]::A,issusooq,dik
621,dünn::A,amitsoq,dun
622,fein::A,mamarpoq,fijn
623,fest::A,tangeqarpoq,vast
624,flach::A,nalimmappoq,plat
625,glatt::A,quasak,glad
626,hart::A,mattusooq,hard
627,hart::A,manngerpoq,hard
628,hart::A,titeqquluppoq,hard
629,weich::A,nerumaarpoq,week
630,rund::A,ammallorippoq,rond
631,spitz::A,qummukujooq,spits
632,spitz::A,qummukujooq,puntig
633,scharf::A,ipippoq,scherp
634,stumpf::A,anngerpoq,stomp
635,schwer::A,oqimaappoq,zwaar
636,schön::A,kusanarpoq,mooi
637,schön::A,kusanarpoq,fraai
638,heiß::A,kiappoq,heet
639,warm::A,oqorpoq,warm
640,kalt::A,issippoq,koud
641,kühl::A,pueqqortippoq,koel
642,feucht::A,isugutavoq,vochtig
643,feucht::A,qaasernarpoq,vochtig
644,nass::A,imerorpoq,nat
645,trocken::A,panerpoq,droog
646,voll::A,ulikkaarpoq,vol
647,leer::A,imaattuarpoq,leeg
648,offen::A,ammavoq,open
649,geschlossen::A,matuvoq,gesloten
650,sauber::A,eqqippoq,net
651,sauber::A,eqqippoq,schoon
652,sauber::A,sukuluippoq,net
653,sauber::A,sukuluippoq,schoon
654,sauber::A,ipeqanngilaq,net
655,sauber::A,ipeqanngilaq,schoon
656,schmutzig::A,tapappoq,vuil
657,schmutzig::A,minguppoq,vuil
658,roh::A,aapavoq,rauw
659,reif::A,qaarulerpoq,rijp
660,süß::A,tungusunnippoq,zoet
661,bitter::A,qasilippoq,bitter
662,hell::A,qaamavoq,licht
663,hell::A,qaamavoq,helder
664,dunkel::A,qernerpoq,donker
665,schwarz::A,qernerpoq,zwart
666,weiß::A,qaqorpoq,wit
667,rot::A,aappaluppoq,rood
668,gelb::A,sungaarpoq,geel
669,blau::A,tungujorpoq,blauw
670,grün::A,qorsooqqippoq,groen
671,grau::A,qaserpoq,grijs
672,billig::A,akikippoq,goedkoop
673,wertvoll::A,erlinnarpoq,kostbaar
674,wertvoll::A,erlinnarpoq,waardevol
675,blind::A,tappiippoq,blind
676,blind::A,isigisaqanngilaq,blind
677,taub::A,tusilarpoq,doof
678,kräftig::A,pissaq,krachtig
679,kräftig::A,pissarsuaq,krachtig
680,stark::A,sanngivoq,sterk
681,schwach::A,nakuippoq,zwak
682,fett::A,pualavoq,vet
683,schlank::A,tuappoq,slank
684,hübsch::A,aatsialaq,leuk
685,böse::A,ajorpoq,kwaad
686,dumm::A,taqajak,dom
687,dumm::A,sikkilluppoq,dom
688,dumm::A,qaatusimasaqanngilaq,dom
689,faul::A,eqiasuppoq,lui
690,faul::A,eqiattortuvoq,lui
691,fleißig::A,eqiasuippoq,vlijtig
692,geizig::A,iasilaarpoq,gierig
693,geizig::A,tukkuippoq,gierig
694,klug::A,mallak,slim
695,klug::A,mallak,schrander
696,klug::A,mallak,verstandig
697,klug::A,ittanneq,slim
698,klug::A,ittanneq,schrander
699,klug::A,ittanneq,verstandig
700,klug::A,kutaappoq,slim
701,klug::A,kutaappoq,schrander
702,klug::A,kutaappoq,verstandig
703,klug::A,kuttaappoq,slim
704,klug::A,kuttaappoq,schrander
705,klug::A,kuttaappoq,verstandig
706,klug::A,qarasagippoq,slim
707,klug::A,qarasagippoq,schrander
708,klug::A,qarasagippoq,verstandig
709,lieb::A,akisooq,lief
710,lustig::A,piikulavoq,vrolijk
711,sanft::A,isumagippoq,zacht
712,hungrig::A,kaappoq,hongerig
713,hungrig::A,perlilerpoq,hongerig
714,krank::A,napparsimavoq,ziek
715,traurig::A,aliasuppoq,treurig
716,traurig::A,aliasuppoq,bedroefd
717,lebendig::A,uumavoq,levend
718,gut::A,ajunngilaq,goed
719,schlecht::A,sualuppoq,slecht
720,richtig::A,iluarpoq,juist
721,schlimm::A,amiilaarnarpoq,erg
722,schlimm::A,amiilaarnarpoq,kwaad
723,wahr::A,ilumoorpoq,waar
724,alt::A,pisoqaq,oud
725,neu::A,nutaavoq,nieuw
726,alt[Lebewesen]::A,utoqqaq,oud
727,jung::A,inuusuppoq,jong
728,jung::A,kingulliarsuk,jong
729,arm::A,piillasoq,arm
730,arm::A,piitsuuvoq,arm
731,reich::A,pisuuvoq,rijk
732,berühmt::A,tusaamasaq,beroemd
733,fremd::A,ajasoornarpoq,vreemd
734,verschieden::A,allatut,verscheiden
735,verschieden::A,allatut,verschillend
736,verschieden::A,tamalaat,verscheiden
737,verschieden::A,tamalaat,verschillend
738,nah::A,qanippoq,nabij
739,nah::A,qanippoq,nabijgelegen
740,fern::A,ungasippoq,ver
741,linker::A,saamerleq,linker
742,rechter::A,innarluissut,rechter
743,erster::A,siulleq,eerste
744,zweiter::A,qataatsup tullia,tweede
745,dritter::A,pingajorarterut,derde
746,letzter::A,kingulleq,laatste
747,allein::ADV,kisimiippoq,alleen
748,auf einmal::ADV,tassanngaannaq,ineens
749,auf einmal::ADV,tassanngaannaq,tegelijk
750,zusammen::ADV,attaasa,samen
751,zusammen::ADV,attaasa,bijeen
752,zusammen::ADV,attarmik,samen
753,zusammen::ADV,attarmik,bijeen
754,lange::ADV,akuni,lang
755,plötzlich::ADV,tassanngaannaq,eensklaps
