,Concept_ID,ko,he
167,Kuckuck::N,뻐꾸기,קוקיה
168,Schwan::N,배조,ברבור
169,Fisch::N,물고기,דג
170,Barsch::N,농어,אוקונוס
171,Hecht::N,에속스,זאב הים
172,Schlange[Tier]::N,뱀,נחש
173,Wurm::N,벌레,תולעת
174,Spinne::N,거미,עכביש
175,Ameise::N,개미,נמלה
176,Laus::N,이,כנה
177,Mücke::N,모기,יתוש
178,Fliege::N,날기,זבוב
179,Schmetterling::N,나비,פרפר
180,Beere::N,장과,ענבה
181,Apfel::N,사과,תפוח
182,Pilz::N,고방이,פטריה
183,Zwiebel::N,양파,בצל
184,Saat::N,씨,זרעים
185,Korn::N,알맹이,גרעין
186,Heu::N,건초,חציר
187,Schale::N,피상,קלפה
188,Falle::N,함정,מלכדת
189,Schlinge::N,올가미,לולאה
190,Schlinge::N,멜빵붕대,לולאה
191,Spur::N,발지국,עקבה
192,Asche::N,재,אפר
193,Dreck::N,똥,זהמה
194,Dreck::N,오물,זהמה
195,Eisen::N,쇠,ברזל
196,Eisen::N,철,ברזל
197,Gold::N,항금,זהב
198,Silber::N,은,כסף
199,Kohle::N,슻,פחם
200,Glas::N,유리,זכוכית
201,Lehm::N,찰흙,חרסית
202,Sand::N,모래,חול
203,Mensch::N,사람,אדם
204,Mann::N,남자,איש
205,Mann::N,남자,גבר
206,Frau::N,여자,אשה
207,Frau::N,여자,גברת
208,Kind::N,아이,ילד
209,Junge::N,소녁,ילד
210,Mädchen::N,소녀,נערה
211,Familie::N,가족,משפחה
212,Großvater::N,할아버지,סבא
213,Großmutter::N,할머니,סבתא
214,Eltern::N,어버오,הורים
215,Vater::N,아버지,אב
216,Mutter::N,어머니,אם
217,Sohn::N,아들,בן
218,Tochter::N,딸기,בת
219,Bruder::N,형제,אח
220,Schwester::N,누이,אחות
221,Onkel::N,백부,דוד
222,Tante::N,아주머니,דודה
223,Ehemann::N,남편,איש
224,Ehemann::N,남편,בעל
225,Ehefrau::N,아내,אשה
226,Freude::N,기쁨,שמחה
227,Gelächter::N,웃음,צחוק
228,Glück::N,즐거움,אשר
229,Kummer::N,슬픔,יגון
230,Kummer::N,슬픔,עגמה
231,Wunsch::N,소망,אחול
232,Wunsch::N,소망,משאלה
233,Geist::N,할기,רוח
234,Gedanke::N,상념,מחשבה
235,Gedächtnis::N,기억,זכרון
236,Verstand::N,분별,שכל
237,Verstand::N,지능,שכל
238,Sinn::N,센스,מובן
239,Sinn::N,센스,משמעות
240,Grund::N,까닭,סבה
241,Wahrheit::N,참,אמת
242,Wahrheit::N,진실,אמת
243,Gespräch::N,대화,דיון
244,Märchen::N,동화,אגדה
245,Erzählung::N,이야기,ספור
246,Neuigkeit::N,뉴스,חדשה
247,Name::N,이름,שם
248,Rätsel::N,수수께끼,תעלומה
249,Rede::N,연설,נאום
250,Sprache::N,말,לשון
251,Stimme::N,목소리,קול
252,Wort::N,낱말,מלה
253,Zeichen::N,신호,סימן
254,Ruf::N,부름,קריאה
255,Lärm::N,소동,רעש
256,Laut::N,음성,הגה
257,Ton::N,목소리,צליל
258,Lied::N,노래,שיר
259,Ruhe::N,쉼,שלוה
260,Leute::N,사람들,אנשים
261,Volk::N,국중,עם
262,Arbeit::N,근로,עבודה
263,Arbeit::N,너무,עבודה
264,Gast::N,손님,אורח
265,Geschenk::N,행하,מתנה
266,Spiel::N,무리,משחק
267,Gesellschaft::N,교제,חברה
268,Hilfe::N,거들음,עזרה
269,Hilfe::N,보좌,עזרה
270,Freund::N,친구,חבר
271,Freund::N,친구,ידיד
272,Kamerad::N,동실자,רע
273,Angelegenheit::N,용무,ענין
274,Anzahl::N,어떤,מספר
275,Anzahl::N,수,מספר
276,Art::N,정류,סוג
277,Stück::N,일부분,חתיכה
278,Teil::N,몱,פרק
279,Teil::N,구훠,פרק
280,Hälfte::N,2분의,חצי
281,Kreis::N,고리,מעגל
282,Kreuz::N,열십자,צלב
283,Linie::N,선,קו
284,Strich::N,스침,קו קצר
285,Abstand::N,거리,מרחק
286,Entfernung::N,거리,מרחק
287,Gegend::N,곳,נוף
288,Gegend::N,부금,נוף
289,Platz::N,장소,שטח
290,Ort::N,장소,אתר
291,Ort::N,장소,מקום
292,Seite::N,옆면,צד
293,Mitte::N,궁간,אמצע
294,Gegenstand::N,항목,אוביקט
295,Sache::N,뭉에,דבר
296,Rand::N,가,פרור
297,Kante::N,귀퉁,קצה
298,Ecke::N,구석,פנה
299,Spitze::N,끝,קצה
300,Spitze::N,참단,קצה
301,Ende::N,말당,סוף
302,Loch::N,빙옷,חר
303,Winkel::N,각도,פנה
304,Muster::N,본,תבנית
305,Muster::N,견복,תבנית
306,Größe::N,신장,גדל
307,Länge::N,길이긺,ארך
308,Höhe::N,높이,קומה
309,Höhe::N,높이,גבה
310,Gewicht::N,추,משקל
311,Menge::N,수양,כמות
312,Haufen::N,퇴적,ערמה
313,Reihe::N,열,רצף
314,Boot::N,보트,סירה
315,Ruder::N,노,משוט
316,Schlitten::N,썰매,מזחלת
317,Ski::N,스키,מגלשים
318,Lagerfeuer::N,캠프의 모닥불,מדורה
319,Last::N,무거운짐,משא
320,Gang::N,걸음,הליכה
321,Schritt::N,보조,צעד
322,Norden::N,북쪽 ,צפון
323,Süden::N,남쪽,דרום
324,Westen::N,서쪽,מערב
325,Osten::N,동쪽,מזרח
326,Holz::N,목재,עץ
327,Brett::N,마루널,קרש
328,Platte::N,탤,לוח
329,Platte::N,금속판,לוח
330,Stütze::N,버팀목,משען
331,Stange::N,장대,מוט
332,Stock::N,막대기,מקל
333,Stab::N,작대기,מוט
334,Rohr::N,갈대,צנור
335,Haus::N,집,בית
336,Heim::N,집,בית
337,Ofen::N,아궁이,תנור
338,Fußboden::N,마루,רצפה
339,Tisch::N,탁자,שלחן
340,Stuhl::N,의자,כסא
341,Wiege::N,발상지,ערש
342,Bett::N,침대,מטה
343,Regal::N,서가,מדף
344,Kiste::N,짐궤,תבה
345,Kiste::N,짐궤,ארגז
346,Fenster::N,눔,חלון
347,Tür::N,문,דלת
348,Tor::N,대문,שער
349,Zaun::N,담장,גדר
350,Dach::N,지붕,גג
351,Leiter::N,사닥다리,סלם
352,Besen::N,비,מטאטא
353,Spaten::N,가래,את
354,Schaufel::N,삽,את
355,Gabel::N,갈래,מזלג
356,Löffel::N,숟가락,כף
357,Messer::N,나이프,סכין
358,Nagel::N,발툽,מסמר
359,Netz::N,그물,רשת
360,Haken::N,갈고리,וו
361,Haken::N,갈고리,קרס
362,Griff::N,움켜쥠,ידית
363,Schloss::N,자물쇠,מנעול
364,Bild::N,그림,תמונה
365,Figur::N,몸메,פסל
366,Puppe::N,인형,בבה
367,Beutel::N,클,שק
368,Bündel::N,자근다발,צרור
369,Tasche::N,가방,שקית
370,Eimer::N,동이,דלי
371,Deckel::N,뚜껑,מכסה
372,Geschirr::N,식시,כלים
373,Sack::N,조갑,שק
374,Tasse::N,차잔,ספל
375,Topf::N,단지,סיר
376,Kessel::N,주전자,קנקן
377,Essen::N,먹기,אכל
378,Essen::N,먹기,ארוחה
379,Nahrung::N,식료,הזנה
380,Nahrung::N,식료,תזונה
381,Speise::N,음식물,מאכל
382,Speise::N,음식물,ארוחה
383,Fleisch::N,고기,בשר
384,Getreide::N,곡물,דגן
385,Brei::N,젤리,מחית
386,Brot::N,빵,לחם
387,Scheibe::N,원반,עגול
388,Scheibe::N,원반,פרוסה
389,Fett::N,기름,שמן
390,Butter::N,버터,חמאה
391,Öl::N,올리브유,שמן
392,Salz::N,소금,מלח
393,Suppe::N,국,מרק
394,Suppe::N,수프,מרק
395,Honig::N,감미,דבש
396,Milch::N,유즙,חלב
397,Tee::N,차,תה
398,Leder::N,가죽,עור
399,Wolle::N,양털,צמר
400,Stoff::N,패료,בד
401,Stoff::N,패료,אריג
402,Nadel::N,바늘,מחט
403,Faden::N,콘실,חוט
404,Knopf::N,단추,כפתור
405,Knoten::N,곁절,קשר
406,Farbe::N,색,צבע
407,Kleidung::N,옷입기,בגדים
408,Hemd::N,속옷,חלצה
409,Kragen::N,깃,צוארון
410,Ärmel::N,소매,שרוול
411,Hose::N,바지,מכנסים
412,Gürtel::N,밴드,חגורה
413,Mütze::N,모자,כובע
414,Schuh::N,구두,נעל
415,Stiefel::N,장화,מגף
416,Ring::N,고리,טבעת
417,Band::N,리본,סרט
418,Kamm::N,빗,מסרק
419,Spiegel::N,거울,מראה
420,Riemen::N,가죽끈,רצועה
421,Schnur::N,밧줄,חבל
422,Leine::N,고삐줄,מושכות
423,Decke::N,이부자리,שמיכה
424,Kissen::N,깔개,כרית
425,Tuch::N,천,צעיף
426,Handtuch::N,수건,מגבת
427,Kraft::N,세력,כוח
428,Stärke::N,힘,און
429,Gesundheit::N,위생,בריאות
430,Krankheit::N,병,מחלה
431,Schmerz::N,아픔고통,כאב
432,Wunde::N,상처,פציעה
433,Fieber::N,열별,חם
434,Arznei::N,약,תרופה
435,Brücke::N,교량,גשר
436,Brunnen::N,원천,באר
437,Weide::N,목장,אחו
438,Weide::N,목장,מרעה
439,Pfad::N,좁은길,שביל
440,Pfad::N,좁은길,מדרכה
441,Weg::N,길,דרך
442,Straße::N,길,כביש
443,Dorf::N,촌,כפר
444,Dorf::N,촌락,כפר
445,Stadt::N,도시,עיר
446,Brief::N,서한,מכתב
447,Buch::N,책,ספר
448,Buchstabe::N,문자,אות
449,Zeitung::N,신문,עתון
450,Leben::N,삶,חיים
451,Tod::N,죽음,מות
452,Grab::N,무덤,קבר
453,Kirche::N,교회,כנסיה
454,Sünde::N,부정,חטא
455,Gott::N,하느님,אל
456,Arbeiter::N,일하는사람,פועל
457,Chef::N,사장,ראש
458,Chef::N,사장,מנהל
459,Meister::N,명인,ממחה
460,Meister::N,대가,ממחה
461,Arzt::N,의사,רופא
462,Lehrer::N,교사,מורה
463,Geld::N,돈,כסף
464,Geschäft::N,일,עסקה
465,Laden::N,가게,חנות
466,Preis::N,가격,מחיר
467,Ware::N,상품,סחורה
468,Nutzen::N,이익,תועלת
469,Reichtum::N,많음,עשר
470,Welt::N,세상,עולם
471,Land::N,지방,ארץ
472,Staat::N,국가,מדינה
473,König::N,국왕,מלך
474,Macht::N,힘,כוח
475,Grenze::N,국경,גבול
476,Krieg::N,전쟁,מלחמה
477,Feind::N,적,אויב
478,Gewalt::N,권력,אלימות
479,Kampf::N,전투,קרב
480,Kampf::N,전투,לחימה
481,Bogen[Waffe]::N,활,קשת
482,Pfeil::N,화살,חץ
483,Gewehr::N,무기,רובה
484,Fehler::N,오류,טעות
485,Lüge::N,거짓말,שקר
486,Schaden::N,손상,נזק
487,Unglück::N,불행,מזל רע
488,Schuld::N,부채,אשמה
489,Alter::N,연령,גיל
490,Schluss::N,마감,סיום
491,Zeit::N,때,זמן
492,Zeit::N,시간,זמן
493,Tag::N,하루,יום
494,Morgen::N,이침,בקר
495,Mittag::N,대낮,צהרים
496,Abend::N,저녁,ערב
497,Nacht::N,밤,לילה
498,Woche::N,근무일,שבוע
499,Monat::N,달,חדש
500,Jahr::N,해,שנה
501,Frühling::N,봄,אביב
502,Sommer::N,여름,קיץ
503,Herbst::N,가을,סתו
504,Winter::N,겨울,חרף
505,Januar::N,일월,ינואר
506,Februar::N,이월,פברואר
507,März::N,삼월,מרץ
508,April::N,사월,אפריל
509,Mai::N,오월,מאי
510,Juni::N,유월,יוני
511,Juli::N,칠월,יולי
512,August::N,팔월,אוגוסט
513,September::N,구월,ספטמבר
514,Oktober::N,시월,אוקטובר
515,November::N,십일월,נובמבר
516,Dezember::N,십이월,דצמבר
517,Montag::N,월요일,יום שני
518,Dienstag::N,화요일,יום שלישי
519,Mittwoch::N,수요일,יום רביעי
520,Donnerstag::N,모교일,יום חמישי
521,Freitag::N,그묘일,יום ששי
522,Samstag::N,토요일,יום שבת
523,Sonntag::N,일요일,יום ראשון
524,groß::A,큰,גדול
525,klein::A,자근,קטן
526,lang::A,긴,ארך
527,kurz::A,짧은,קצר
528,breit::A,넓은,רחב
529,schmal::A,좁은,צר
530,dicht::A,농밀한,צפוף
531,dick[Gegenstand]::A,두꺼운,עבה
532,dünn::A,얇은,דק
533,fein::A,미세한,מעדן
534,fest::A,굳은,מוצק
535,flach::A,얕은,שטוח
536,glatt::A,반들반들한,חלק
537,hart::A,굳은,קשיח
538,weich::A,연한,רך
539,rund::A,둥근,עגל
540,spitz::A,뾰족한,חד
541,scharf::A,날카로운,חד
542,stumpf::A,무딘,קהה
543,schwer::A,무거운,כבד
544,schön::A,멋진,יפה
545,heiß::A,뜨거운,חם
546,warm::A,따뜻한,חם
547,kalt::A,찬,קר
548,kühl::A,서늘한,צונן
549,frisch::A,신선한,טרי
550,feucht::A,축축한,לח
551,nass::A,젖은,רטוב
552,trocken::A,마른,יבש
553,voll::A,완전한,מלא
554,leer::A,빈,ריק
555,offen::A,열린,פתוח
556,geschlossen::A,닫힌,סגור
557,sauber::A,깨끗한,נקי
558,schmutzig::A,더러운,מלכלך
559,roh::A,날게잇의,חי
560,reif::A,이근,בשל
561,lecker::A,맛있는,טעים
562,süß::A,단,מתוק
563,bitter::A,찌르는듯한,מר
564,sauer::A,산성의,חמוץ
565,hell::A,밝은,בהיר
566,dunkel::A,어두운,עמום
567,schwarz::A,검은,שחר
568,weiß::A,하얀,לבן
569,rot::A,붉은,אדם
570,gelb::A,황색,צהב
571,blau::A,푸른,כחל
572,grün::A,녹색의,ירק
573,grau::A,회색의,אפר
574,bunt::A,알록달록한,צבעוני
575,billig::A,싼,זול
576,teuer::A,값비산,יקר
577,wertvoll::A,가치가많은,יקר ערך
578,blind::A,눈먼,עור
579,taub::A,무감간한,חרש
580,kräftig::A,강장한,חסן
581,stark::A,강한,חזק
582,schwach::A,약한,חלש
583,fett::A,실찐,שמן
584,schlank::A,호리호리한,רזה
585,hübsch::A,예쁜,יפה תאר
586,böse::A,나쁜,רשע
587,dumm::A,어리석은,טפש
588,faul::A,너덜너덜한,עצלן
589,fleißig::A,근면한,חרוץ
590,geizig::A,인색한,קמצן
591,geschickt::A,교묘한,מימן
592,lieb::A,친애하는,יקר
593,lieb::A,친애하는,אהוב
594,lustig::A,유쾌한,עליז
595,sanft::A,온화한,עדין
596,hungrig::A,배고픈,רעב
597,krank::A,병든,חולה
598,nackt::A,벌거벗은,ערום
599,traurig::A,슬픈,עצוב
600,lebendig::A,살아있는,חי
601,gut::A,좋은,טוב
602,schlecht::A,나쁜,גרוע
603,richtig::A,바른,נכון
604,schlimm::A,못된,רע
605,wahr::A,참된,אמתי
606,alt::A,늙은,ישן
607,neu::A,새,חדש
608,ehemalig::A,전의,לשעבר
609,alt[Lebewesen]::A,낡은,זקן
610,jung::A,젊은,צעיר
611,arm::A,가난한,עני
612,reich::A,풍부한,עשיר
613,bekannt::A,저명한,ידוע
614,berühmt::A,유명한,מפרסם
615,fremd::A,타처이,זר
616,verschieden::A,따른,שונה
617,nah::A,가까운,קרוב
618,fern::A,먼,רחוק
619,linker::A,왼쭉의,שמאלי
620,rechter::A,오른쪽의,ימין
621,anderer::A,다른,אחר
622,erster::A,첫째,ראשון
623,zweiter::A,둘째,שני
624,dritter::A,셋째,שלישי
625,letzter::A,의후자의,אחרון
626,allein::ADV,훌로,לבד
627,auf einmal::ADV,갑자기,בו-זמנית
628,zusammen::ADV,모아서,ביחד
629,lange::ADV,오래,הרבה זמן
630,plötzlich::ADV,둘연한,לפתע
631,plötzlich::ADV,둘연한,פתאום
632,sofort::ADV,즉시,מיד
633,später::ADV,보다늦은,לאחר זמן
634,später::ADV,보다늦은,יותר מאחר
635,jetzt::ADV,목하,עכשיו
636,heute::ADV,오늘,היום
637,morgen::ADV,내일,מחר
638,bald::ADV,곱,בקרוב
639,dann::ADV,그경우에,אחר-כך
640,gestern::ADV,어제,אתמול
641,einst::ADV,옛날에,לפנים
642,damals::ADV,그때에,אז
643,danach::ADV,그 뒤에,אחר-כך
644,vorher::ADV,미리,לפני זה
645,zuerst::ADV,최초로,קדם
646,einmal::ADV,한번,פעם
647,manchmal::ADV,땓대로,לפעמים
648,oft::ADV,땓대로,לעתים קרובות
649,immer::ADV,늘,תמיד
650,niemals::ADV,결코...(하지)않다,אף פעם
651,hier::ADV,여기,כאן
652,hierhin::ADV,여기로,פה
653,dort::ADV,거기,שם
654,dorthin::ADV,저기예,שם
655,geradeaus::ADV,곧장,ישר
656,vorwärts::ADV,앞으로,קדימה
657,rückwärts::ADV,뒤로,לאחור
658,zurück::ADV,제자리로,בחזרה
659,zurück::ADV,제자리로,אחורנית
660,unten::ADV,아래에,למטה
661,hinab::ADV,아래쪽으로,למטה
662,oben::ADV,위에,מעל
663,oben::ADV,위에,למעלה
664,hinauf::ADV,위쪽으로,למעלה
665,überall::ADV,도처에,בכל מקום
666,nicht::ADV,안,לא
667,ein wenig::ADV,적음,קצת
668,kaum::ADV,가의,בקשי
669,sehr::ADV,자주,מאוד
670,so::ADV,그와같이,כך
671,so::ADV,그와같이,ככה
672,noch::ADV,아직,עוד
673,noch::ADV,아직,עדין
674,nur::ADV,다만,רק
675,schon::ADV,이미,כבר
676,wieder::ADV,다시,שוב
677,vergebens::ADV,헛되이,לריק
678,vergebens::ADV,헛되이,לשוא
679,vor::PRP,앞에,מול
680,hinter::PRP,뒤에,מאחורי
681,unter::PRP,잍에,מתחת
682,durch::PRP,통고하여,דרך
683,neben::PRP,와나란히,ליד
684,neben::PRP,와나란히,על-יד
685,zwischen::PRP,의사이로,בין
686,wegen::PRP,때문에,בשל
687,wegen::PRP,때문에,בגלל
688,dies::PRN,이,זה
689,das::PRN,저,זה
690,alles::PRN,모든것,הכל
691,ich::PRN,나,אני
692,du::PRN,너,את
693,du::PRN,너,אתה
694,er::PRN,그,הוא
695,wir::PRN,우리,אנחנו
696,ihr::PRN,너희들,לה
697,sie::PRN,그들,הם
698,was::FPRN,뭣,מה
699,wer::FPRN,누구,מי
700,wo::FADV,어디,איפה
701,wohin::FADV,어디로,לאן
702,wie::FADV,어떻게,איך
703,warum::FADV,왜,למה
704,wieviel::FNUM,얼마만큰,כמה
705,eins::NUM,하나,אחד
706,zwei::NUM,둘,שתים
707,drei::NUM,셋,שלושה
708,vier::NUM,넷,ארבעה
709,fünf::NUM,다섯,חמשה
710,sechs::NUM,여섯,ששה
711,sieben::NUM,일곱,שבעה
712,acht::NUM,여덟,שמונה
713,neun::NUM,아홉,תשעה
714,zehn::NUM,열,עשרה
715,elf::NUM,열하나,אחת עשרה
716,zwölf::NUM,열둘,שתים עשרה
717,zwanzig::NUM,스물,עשרים
718,dreißig::NUM,서름,שלושים
719,vierzig::NUM,마흔,ארבעים
720,fünfzig::NUM,숸,חמשים
721,sechzig::NUM,에순,ששים
722,siebzig::NUM,일흔,שבעים
723,achtzig::NUM,여든,שמונים
724,neunzig::NUM,아흔,תשעים
725,hundert::NUM,백,מאה
726,tausend::NUM,천,אלף
727,und::CNJ,와,ו
728,oder::CNJ,아니면,או
729,stehen::V,서다,עמד
730,sitzen::V,앉다,ישב
731,liegen::V,눕다,שכב
732,hängen::V,달다,היה תלוי
733,werden::V,되다,הפך ל
734,passieren::V,지장옶다,קרה
735,beginnen::V,시작되다,התחיל
736,enden::V,큳내다,הסתים
737,wechseln::V,병경하다,השתנה
738,aufgehen[Sonne]::V,뜨다,זרח
739,untergehen[Sonne]::V,지다,שקע
740,scheinen[Sonne]::V,빛나다,בהק
741,donnern::V,천둥치다,רעם
742,wehen::V,풀다,נשב
743,strömen::V,흐르다,זרם
744,fließen::V,흐르다,זרם
745,sich drehen::V,돌다,הסתובב
746,schwanken::V,동요하다,התנודד
747,schwingen::V,흔들다,התנענע
748,fallen::V,떨어지다,נפל
749,brennen::V,타다,בער
750,rauchen::V,김이나다,עשן
751,regnen::V,비가오다,ירד גשם
752,gefrieren::V,얼다,קפא
753,tauen::V,녹다,נמס
754,schmelzen::V,녹다,התיך
755,trocknen::V,홈치다,התיבש
756,sieden::V,끓다,רתח
757,faulen::V,부패하다,רקב
758,verfaulen::V,썩다,רקב
759,reißen::V,지바찢다,נקרע
760,versinken::V,가라앉다,טבע
761,vergehen::V,지나가다,עבר
762,erscheinen::V,나타나다,נגלה
763,erscheinen::V,나타나다,הופיע
764,verschwinden::V,사라지다,נעלם
765,sinken::V,가라앉다,ירד
766,abnehmen::V,떼어내다,הפחית
767,zunehmen::V,증가하다,רבה
768,steigen::V,상승하다,עלה
769,wachsen::V,생기하다,גדל
770,glänzen::V,뛰오나다,נצץ
771,glänzen::V,뛰오나다,בהק
772,funkeln::V,불티가잍어나다,נצנץ
773,lärmen::V,떠들다,רעש
774,läuten::V,울시다,צלצל
775,klingeln::V,초닌총을울리다,צלצל
776,klirren::V,탁탁울리다,קרקש
777,brausen::V,쏴쏴소리내다,געש
778,rauschen::V,솨솨,רשרש
779,klingen::V,반향하다,נשמע
780,bellen::V,짖다,נבח
781,heulen::V,포효하다,ילל
782,blasen::V,불다,נשף
783,pfeifen::V,피리를불다,שרק
784,schreien::V,절규하다,צעק
785,stöhnen::V,신음하다,נאנק
786,zittern::V,저뉼하다,רעד
787,leben::V,살다,חי
788,geboren werden::V,태어난,נולד
789,atmen::V,숨쉬다,נשם
790,trinken::V,마시다,שתה
791,essen::V,먹다,אכל
792,schlucken::V,들이켜다,בלע
793,einschlafen::V,잠들다,נרדם
794,schlafen::V,자다,ישן
795,aufwachen::V,눈트다,התעורר
796,aufstehen::V,서다,קם
797,sich erholen::V,회복하다,נפש
798,schmerzen::V,아프다,כאב
799,husten::V,잔기침하다,השתעל
800,genesen::V,낫다,הבריא
801,sterben::V,죽다,מת
802,umkommen::V,못쓰게되다,נספה
803,sich bewegen::V,움직이다,נע
804,sich rühren::V,움직이다,זז
805,sich erheben::V,이러서다,קם
806,sich setzen::V,앉히다,התישב
807,hinfallen::V,넘어지다,נפל
808,laufen::V,걷다,הלך ברגל
809,schreiten::V,보행하다,פסע
810,spazierengehen::V,산보하다,טיל
811,eilen::V,서둘다,אץ
812,eilen::V,서둘다,מהר
813,sich beeilen::V,서둘게하다,מהר
814,sausen::V,서들러 떠나다,אץ
815,rennen::V,달리다,רץ
816,springen::V,도약하다,קפץ
817,klettern::V,갑겨오르다,טפס
