,Concept_ID,ko,uk
841,fliegen::V,날다,літати
842,gehen::V,가다,іти
843,weggehen::V,팔리다,піти
844,abfahren::V,출발하다,від’їхати
845,abfahren::V,출발하다,відправитися
846,anhalten::V,멈추다,зупинитися
847,hineingehen::V,(그리로)가다,входити
848,eintreten::V,들러가다,увійти
849,kommen::V,오다,прийти
850,ankommen::V,고챀하다,прибути
851,zurückkommen::V,보기,повернутися
852,bleiben::V,체류,залишитися
853,warten::V,기다리다,чекати
854,erwarten::V,기대하다,чекати
855,suchen::V,찾다,шукати
856,suchen::V,구하다,шукати
857,finden::V,찾아내다,знайти
858,versuchen::V,시험하다,випробовувати
859,vorbereiten::V,재비하다,підготувати
860,lieben::V,사랑하다,любити
861,mögen::V,줗아하다,любити
862,mögen::V,줗아하다,подобатися
863,lachen::V,웃다,сміятися
864,rühren::V,건드리다,розчулити
865,weinen::V,울다,плакати
866,schimpfen::V,꾸짖다,лаятися
867,sich ärgern::V,화를내게 하다,сердитися
868,sich fürchten::V,두려원하다,боятися
869,fürchten::V,두려원하다,боятися
870,fliehen::V,도망치다,тікати
871,flüchten::V,도주하다,утекти
872,sehen::V,보다,бачити
873,anschauen::V,바라보다,поглянути
874,ansehen::V,바라보다,дивитися на
875,hören::V,듣다,чути
876,zuhören::V,듣다,слухати
877,probieren::V,시식하다,покуштувати
878,riechen::V,내새를맡다,нюхати
879,fühlen::V,느끼다,відчувати
880,scheinen::V,...것같다,здаватися
881,zu sehen sein::V,보이는,виднітися
882,vernehmen::V,듣다,почути
883,vernehmen::V,들어서일다,почути
884,frieren::V,춥다,мерзнути
885,tun::V,하다,робити
886,können::V,할주릴다,могти
887,wollen::V,바라다,хотіти
888,anfangen::V,시작하다,почати
889,beenden::V,다하다,закінчити
890,aufhören::V,그만두다,перестати
891,gelingen::V,성국하다,вдатися
892,geraten::V,잘되어가다,опинитися
893,öffnen::V,열다,відкрити
894,schließen::V,추측하다,закрити
895,stellen::V,세우다,поставити
896,setzen::V,놓다,посадити
897,legen::V,눕히다,класти
898,berühren::V,대다,чіпати
899,verbinden::V,옝열하다,зв’язати
900,bedecken::V,덮다,покрити
901,aufhängen::V,매달다,повісити
902,anzünden::V,점화하다,запалити
903,aufheben::V,위로올리다,підняти
904,zurücklassen::V,튀에남기다,залишити
905,verlieren::V,잃다,загубити
906,fallen lassen::V,떨어뜨리다,упустити
907,machen::V,하다,зробити
908,herstellen::V,제조하다,виготовити
909,bauen::V,짓다,будувати
910,reparieren::V,수셩자다,лагодити
911,verbessern::V,정정하다,поліпшити
912,ändern::V,바꾸다,змінити
913,graben::V,파다,копати
914,beugen::V,구부리다,зігнути
915,biegen::V,굽히다,погнути
916,drehen::V,회전,вертіти
917,wenden::V,회전시키다,повернути
918,umdrehen::V,회전시키다,перевернути
919,heben::V,일으아키다,піднімати
920,hochheben::V,틀어올리다,підняти
921,ergreifen::V,잡다,схопити
922,halten::V,잡다,тримати
923,drücken::V,누르다,натискати
924,schieben::V,밀다,пхати
925,schieben::V,밀다,штовхати
926,kratzen::V,긁다,шкребти
927,lecken::V,핥다,лизати
928,beißen::V,물다,кусати
929,abschneiden::V,귾어내다,відрізати
930,binden::V,매다,в’язати
931,stecken::V,찌르다,увіткнути
932,brechen::V,금,зламати
933,klopfen::V,치다,стукати
934,hauen::V,때리다,бити
935,kleben::V,들러붙다,клеїти
936,reiben::V,문지르다,терти
937,streichen::V,쓰다듬다,намазати
938,schleifen::V,갈다,точити
939,schneiden::V,베다,різати
940,rütteln::V,흔들다,хитати
941,schütteln::V,흔들다,трясти
942,schwenken::V,흔들다,махати
943,schütten::V,따르다,налити
944,füllen::V,담다,наповнити
945,einwickeln::V,싸다,загорнути
946,tragen::V,지우다,нести
947,schleppen::V,끌다,тягти
948,ziehen::V,당기다,тягнути
949,aufbewahren::V,간직하다,зберігати
950,werfen::V,던지다,кидати
951,fangen::V,밥다,ловити
952,packen::V,쥐다,схопити
953,verstecken::V,숨기다,сховати
954,teilen::V,나누다,розділити
955,schicken::V,보내다,посилати
956,bringen::V,가겨,принести
957,hinzufügen::V,부가하다,додати
958,bekommen::V,얻다,дістати
959,erhalten::V,지니다,одержати
960,nehmen::V,잡다,взяти
961,wählen::V,선거하다,вибрати
962,auswählen::V,선출하다,відібрати
963,bewahren::V,저장보종,зберегти
964,behindern::V,훼방하다,перешкоджати
965,verderben::V,못쓰게 되다,зіпсувати
966,beschädigen::V,상하게하다,зашкодити
967,zerbrechen::V,깨뜨리다,розбити
968,zerreißen::V,잡아쫓다,розірвати
969,zerstören::V,파괴하다,зруйнувати
970,verbrennen::V,소실하다,спалити
971,geben::V,주다,дати
972,reichen::V,내일다,передати
973,schenken::V,주다,дарувати
974,versprechen::V,약속하다,обіцяти
975,wünschen::V,바라다,бажати
976,loben::V,칭찬하다,хвалити
977,küssen::V,키스하다,цілувати
978,wiegen::V,어르다,качати
979,zudecken::V,뚜꺼을하다,накрити
980,wecken::V,깨우다,розбудити
981,zeigen::V,보이다,показати
982,führen::V,가게하다,вести
983,lehren::V,가르치다,вчити
984,unterrichten::V,가르지다,викладати
985,aufziehen::V,사육하다,виховати
986,leiten::V,이끌다,керувати
987,antreiben::V,몰다,підганяти
988,lassen::V,내버려두다,змусити
989,einladen::V,초청하다,запросити
990,vereinigen::V,하나로하다,об’єднати
991,besuchen::V,방문하다,завітати
992,besuchen::V,방문하다,відвідати
993,treffen::V,만나다,зустріти
994,sich versammeln::V,조립하다,зібратися
995,spielen::V,눌다,грати
996,singen::V,노래하다,співати
997,tanzen::V,춤추하다,танцювати
998,sich trennen::V,가르다,розлучитися
999,verlassen::V,버림받은,покинути
1000,retten::V,구조하다,врятувати
1001,bewachen::V,치키다,охороняти
1002,schützen::V,보호하다,уберігати
1003,verteidigen::V,막다,захистити
1004,sich schlagen::V,치다,битися
1005,sich schlagen::V,치다,дратися
1006,schießen::V,쏘다,стріляти
1007,siegen::V,이기다,перемогти
1008,ärgern::V,성을내게하다,сердити
1009,schlagen::V,치다,ударити
1010,treten::V,디디다,штовхати
1011,stechen::V,찌르다,вколоти
1012,stoßen::V,찌르다,штовхнути
1013,stehlen::V,훔치다,украсти
1014,stören::V,움직이다,перешкодити
1015,belästigen::V,괴롭히다,докучати
1016,verbergen::V,숨기다,сховати
1017,täuschen::V,속이다,обдурити
1018,betrügen::V,속이다,зшахраювати
1019,töten::V,죽이다,убити
1020,wohnen::V,실다,жити
1021,wohnen::V,실다,мешкати
1022,arbeiten::V,일하다,працювати
1023,sammeln::V,모으다,зібрати
1024,pflücken::V,꿔다,зривати
1025,jagen::V,사냥하다,полювати
1026,fischen::V,고기를잡다,рибалити
1027,fassen::V,움켜쥐다,піймати
1028,hüten::V,망보다,пасти
1029,treiben::V,몰아세우다,гнати
1030,anbinden::V,묶다,прив’язати
1031,füttern::V,사료를주다,годувати
1032,füttern::V,사료를주다,харчувати
1033,melken::V,젖을짜다,доїти
1034,hacken::V,자르다,рубати
1035,gießen::V,물을대다,полити
1036,reifen::V,성숙하다,дозріти
1037,zubereiten::V,조제하다,зготовити
1038,zubereiten::V,조제하다,приготувати
1039,kochen::V,요리하다,варити
1040,kochen::V,요리하다,готувати
1041,backen::V,쿱다,пекти
1042,braten::V,굽다,смажити
1043,umrühren::V,교반하다,переміщати
1044,stricken::V,뜨개질하다,в’язати
1045,nähen::V,꿰매다,шити
1046,färben::V,채색하다,пофарбувати
1047,reinigen::V,청소하다,очистити
1048,waschen::V,씻다,мити
1049,abwischen::V,닦다,витерти
1050,spülen::V,씻다,полоскати
1051,fegen::V,소체하다,підмітати
1052,kehren::V,청소하다,мести
1053,baden::V,감다,купатися
1054,sich waschen::V,모믈 씻다,митися
1055,ausziehen::V,벗다,зняти
1056,anziehen::V,끌어움직이다,надіти
1057,kämmen::V,빗다,зачесати
1058,schmücken::V,치레하다,оздобити
1059,sagen::V,말하다,сказати
1060,sprechen::V,말하다,говорити
1061,reden::V,이야기하다,розмовляти
1062,fragen::V,질문하다,запитати
1063,bitten::V,원하다,просити
1064,erzählen::V,이야기하다,розповісти
1065,mitteilen::V,이야기하다,повідомити
1066,nennen::V,부르다,назвати
1067,rufen::V,불러내다,кликати
1068,prahlen::V,자랑하다,хвалитися
1069,übersetzen::V,번역하다,перекласти
1070,denken::V,생각하다,думати
1071,denken::V,생각하다,мислити
1072,glauben::V,믿다,вірити
1073,bemerken::V,인자하다,помітити
1074,erkennen::V,인식하다,пізнати
1075,begreifen::V,파악하다,осягнути
1076,verstehen::V,이해하다,почути
1077,lernen::V,배우다,навчатися
1078,wissen::V,알다,знати
1079,sich erinnern an::V,상기하다,пам’ятати
1080,vergessen::V,잊다,забути
1081,messen::V,측정하다,міряти
1082,zählen::V,세다,лічити
1083,rechnen::V,게산하다,рахувати
1084,lesen::V,읽다,читати
1085,malen::V,그리다,малювати
1086,zeichnen::V,소묘하다,рисувати
1087,schreiben::V,쓰다,писати
1088,besitzen::V,소유하다,мати
1089,kaufen::V,사다,купити
1090,verkaufen::V,팔다,продати
1091,bezahlen::V,지불하다,заплатити
1092,zahlen::V,치르다,платити
1093,beherrschen::V,지배하다,володіти
1094,ertragen::V,참다,витерпіти
1095,Raureif::N,,іній
1096,Grube::N,,яма
1097,Lust::N,,бажання
1098,Nachricht::N,,повідомлення
1099,klug::A,,мудрий
1100,klug::A,,розумний
1101,von hier::ADV,,звідси
1102,müde werden::V,,втомитися
1103,krank werden::V,,захворіти
1104,krank sein::V,,хворіти
1105,abreißen::V,,відірвати
1106,sich anziehen::V,,одягтися
1107,sich anziehen::V,,одягнутися
1108,sich unterhalten::V,,бесідувати
