,Concept_ID,lez,os
1352,verkaufen::V,маса гун,уӕй кӕнын
1353,bezahlen::V,къимет гун,бафидын
1354,bezahlen::V,эвезда авун,бафидын
1355,bezahlen::V,гьакъи агакьрун,бафидын
1356,zahlen::V,къимет гун,фидын
1357,zahlen::V,эвезда авун,фидын
1358,zahlen::V,гьакъи агакьрун,фидын
1359,beherrschen::V,иеси хьун,æлдариуæг кæнын
1360,ertragen::V,таб гун,бавзарын
1361,Oberschenkel::N,,агъд
1362,Strömung::N,,цыд
1363,Moor::N,,цъыфдзаст
1364,Gedächtnis::N,,мысæн
1365,Gedächtnis::N,,мысын
1366,Gedächtnis::N,,зæрдылдарын
1367,Ski::N,,къахдзоныгътæ
1368,Ski::N,,лыжæтæ
1369,Platte::N,,къӕй
1370,Geschäft::N,,бизнес
1371,Geschäft::N,,хъуыддаг
1372,dick[Gegenstand]::A,,сӕвджын
1373,auf einmal::ADV,,уайтагъд
1374,auf einmal::ADV,,æвиппайды
1375,auf einmal::ADV,,æваст
1376,zurück::ADV,,фӕстӕмӕ
1377,wieder::ADV,,ногӕй
1378,wehen::V,,дымын
1379,rauchen::V,,фæздæг кæнын
1380,schaukeln::V,,хецъро кæнын
1381,schaukeln::V,,херыйыл бадын
1382,rühren::V,,зæрдæ суынгæг кæнын
1383,scheinen::V,,зынын
1384,zu sehen sein::V,,зынын
1385,vernehmen::V,,фехъусын
1386,wenden::V,,афæлдахын
1387,wenden::V,,рафæлдахын
1388,binden::V,,бабӕттын
1389,lassen::V,,кæнын
1390,erkennen::V,,базонын
