,Concept_ID,lez,os
232,Junge::N,гада,лӕппу
233,Mädchen::N,руш,чызг
234,Familie::N,хзан,бинонтæ
235,Familie::N,килфет,бинонтæ
236,Großvater::N,чӏехи буба,фыдыфыд
237,Großvater::N,чӏехи буба,мадыфыд
238,Großmutter::N,чӏехи диде,фыды мад
239,Großmutter::N,чӏехи диде,мады мад
240,Eltern::N,диде-буба,ныййарджытæ
241,Vater::N,буба,фыд
242,Mutter::N,диде,мад
243,Sohn::N,хва,фырт
244,Tochter::N,руш,чызг
245,Bruder::N,стха,ӕфсымӕр
246,Schwester::N,вах,хо
247,Onkel::N,ими,фыдыфсымӕр
248,Onkel::N,халу,фыдыфсымӕр
249,Tante::N,эме,мадыхо
250,Tante::N,хала,мадыхо
251,Ehemann::N,гъуьл,мой
252,Ehefrau::N,паб,ус
253,Freude::N,шадвал,цин
254,Freude::N,шадвал,циндзинад
255,Gelächter::N,хъвер,худын
256,Gelächter::N,хъвер,худт
257,Gelächter::N,хъвер,худæг
258,Glück::N,бахт,амонд
259,Kummer::N,дерт,хъыг
260,Kummer::N,хажалат,хъыг
261,Wunsch::N,мурад,бӕллиц
262,Lust::N,гьевес,монц
263,Geist::N,руьгь,уд
264,Gedanke::N,фикир,хъуыды
265,Verstand::N,акьул,зонд
266,Sinn::N,мана,нысаниуæг
267,Grund::N,себеб,ӕфсон
268,Wahrheit::N,керчек,æцæг
269,Wahrheit::N,гьакъикъат,æцæг
270,Gespräch::N,ихтилат,ныхас
271,Märchen::N,мах,аргъау
272,Erzählung::N,кьиса,радзырд
273,Nachricht::N,хабар,уац
274,Neuigkeit::N,цӏийи хабар,хабар
275,Name::N,тӏвар,ном
276,Rätsel::N,мискӏал,уыци-уыци
277,Rätsel::N,мискӏал,базон-базон
278,Rede::N,рахун,раныхас
279,Sprache::N,чӏал,ӕвзаг
280,Stimme::N,ван,хъӕлӕс
281,Wort::N,гаф,дзырд
282,Zeichen::N,ишара,нысан
283,Ruf::N,эвер,сидт
284,Lärm::N,ван-сес,уынæр
285,Laut::N,ван,зӕл
286,Laut::N,ван,мыр
287,Laut::N,сес,зӕл
288,Laut::N,сес,мыр
289,Ton::N,ван-сес,мыр
290,Lied::N,мани,зарӕг
291,Ruhe::N,ласвал,æнцой
292,Ruhe::N,фаракъат,æнцой
293,Ruhe::N,асайиш,æнцой
294,Leute::N,инсанар,адӕм
295,Volk::N,халкь,адӕм
296,Arbeit::N,кӏвалах,фӕллой
297,Gast::N,мугьман,уазӕг
298,Geschenk::N,савкьат,хуын
299,Spiel::N,къугъун,хъазт
300,Gesellschaft::N,жемят,дзыллæ
301,Gesellschaft::N,жемят,æхсæнад
302,Gesellschaft::N,общество,дзыллæ
303,Gesellschaft::N,общество,æхсæнад
304,Hilfe::N,куьмек,æххуыс
305,Hilfe::N,куьмек,ахъаз
306,Freund::N,дуст,лымӕн
307,Kamerad::N,яр-дуст,ӕмбал
308,Angelegenheit::N,кар,хъуыддаг
309,Anzahl::N,сан,бӕрц
310,Anzahl::N,кьадар,бӕрц
311,Art::N,жуьре,хуыз
312,Art::N,жуьре,хуызад
313,Stück::N,кӏус,кæрдих
314,Stück::N,кӏус,комдзаг
315,Teil::N,пай,хай
316,Hälfte::N,зур,æрдæг
317,Hälfte::N,зур,æмбис
318,Hälfte::N,зур пай,æрдæг
319,Hälfte::N,зур пай,æмбис
320,Kreis::N,круг,зиллакк
321,Kreis::N,чкаяр,зиллакк
322,Kreis::N,элкъвей цӏар,зиллакк
323,Kreuz::N,хаш,дзуар
324,Linie::N,цӏар,хахх
325,Strich::N,цӏар,хахх
326,Abstand::N,ара,æхсæнуат
327,Entfernung::N,мензил,дæрддзæг
328,Entfernung::N,мензил,дардцæг
329,Gegend::N,чка,ран
330,Platz::N,ара,бууат
331,Ort::N,чка,ран
332,Ort::N,чка,бынат
333,Seite::N,пад,фахс
334,Mitte::N,юкь,астӕу
335,Gegenstand::N,затӏ,дзаума
336,Sache::N,шей,дзаума
337,Sache::N,затӏ,дзаума
338,Rand::N,къерех,кӕрон
339,Kante::N,син,фӕрск
340,Ecke::N,пӏипӏ,тигъ
341,Ecke::N,пӏипӏ,фисын
342,Spitze::N,кӏвенкӏв,бырынкъ
343,Ende::N,кьил,кӕрон
344,Loch::N,тӏеквен,хуынкъ
345,Winkel::N,пӏипӏ,къуым
346,Muster::N,гишир,нывæфтыд
347,Muster::N,гишир,кæдзист
348,Größe::N,кьадар,ас
349,Länge::N,яргъивал,дӕргъ
350,Höhe::N,кьакьанвал,бæрзонд
351,Höhe::N,кьакьанвал,бæрзæнд
352,Höhe::N,кьакьанвал,бæрзонддзинад
353,Gewicht::N,заланвал,уӕз
354,Menge::N,кьадар,бӕрц
355,Haufen::N,хара,кӕри
356,Reihe::N,жерге,рӕнхъ
357,Boot::N,луьткве,чема
358,Ruder::N,кьусу,къохар
359,Schlitten::N,гъелерар,дзоныгъ
360,Lagerfeuer::N,цӏай,арт
361,Last::N,заланвал,уаргъ
362,Gang::N,ериш,цыд
363,Schritt::N,къадам,санчъех
364,Schritt::N,къадам,къахдзӕф
365,Norden::N,кефер,цæгат
366,Norden::N,кефер пад,цæгат
367,Süden::N,кьибле,хуссар
368,Westen::N,рагъакӏидай пад,ныгуылæн
369,Osten::N,рагъэкъечӏдай пад,скæсæн
370,Holz::N,кӏарас,хъӕдӕрмӕг
371,Brett::N,кьул,фæйнæг
372,Brett::N,тахта,фæйнæг
373,Stütze::N,даях,быцæу
374,Stange::N,юрк,хъил
375,Stock::N,лаш,лӕдзӕг
376,Stab::N,юрк,хъил
377,Rohr::N,турба,хӕтӕл
378,Haus::N,ужагъ,хӕдзар
379,Heim::N,кӏвал,къона
380,Ofen::N,пич,пец
381,Fußboden::N,кӏвалин ччил,астӕрд
382,Tisch::N,стол,стъол
383,Stuhl::N,стул,бандон
384,Wiege::N,кьеб,авдæн
385,Bett::N,тахт,сынтӕг
386,Regal::N,кьацӏ,тӕрхӕг
387,Regal::N,кьацӏ,уӕлвӕйнӕг
388,Kiste::N,ящик,асыкк
389,Fenster::N,дакӏар,рудзынг
390,Fenster::N,дакӏар,фæрссаг
391,Tür::N,рак,дуар
392,Tor::N,варар,кулдуар
393,Zaun::N,пару,æмбонд
394,Zaun::N,пару,быру
395,Zaun::N,пару,гæрæн
396,Dach::N,къав,уӕлхӕдзар
397,Leiter::N,гурар,асин
398,Besen::N,таран кул,уисой
399,Spaten::N,ппер,бел
400,Schaufel::N,хекендаз,æвгæнæн
401,Schaufel::N,хекендаз,кæфой
402,Gabel::N,шиш,вилкæ
403,Löffel::N,тӏур,уидыг
404,Messer::N,чукӏул,кард
405,Nagel::N,мих,зӕгӕл
406,Netz::N,чил,хыз
407,Haken::N,къармах,хæдз
408,Haken::N,къармах,хæбырæгъ
409,Griff::N,ттум,фистон
410,Schloss::N,куьлег,гуыдыр
411,Bild::N,шикил,ныв
412,Bild::N,суьрет,ныв
413,Figur::N,фигура,кæрдгæныв
414,Puppe::N,нини,чындз
415,Beutel::N,тагъар,дзӕкъул
416,Bündel::N,галгам,баст
417,Tasche::N,чанта,хызын
418,Tasche::N,чанта,дзæкъул
419,Eimer::N,ведре,къæрта
420,Eimer::N,ведре,чъыбыла
421,Eimer::N,ведре,ведра
422,Deckel::N,кьил,сæр
423,Deckel::N,кьил,æмбæрзæн
424,Deckel::N,къалпагъ,сæр
425,Deckel::N,къалпагъ,æмбæрзæн
426,Geschirr::N,къаб-къажах,мигæнæн
427,Geschirr::N,къаб-къажах,мигæнæнтæ
428,Sack::N,чувал,голлаг
429,Tasse::N,сукӏра,пиала
430,Tasse::N,сукӏра,къус
431,Topf::N,къажгъан,аг
432,Topf::N,къажгъан,чысыл аг
433,Kessel::N,къажгъан,аг
434,Essen::N,тӏуьн,хӕрд
435,Nahrung::N,тӏуьн,хойраг
436,Speise::N,хуьрек,хӕринаг
437,Fleisch::N,як,дзидза
438,Fleisch::N,як,фыдызгъӕл
439,Getreide::N,техил,халсар
440,Brei::N,хапӏа,кас
441,Brei::N,хешил,кас
442,Brot::N,фу,дзул
443,Scheibe::N,чӏук,къӕбӕр
444,Fett::N,ягълу,сой
445,Butter::N,гъери,нӕлхӕ
446,Öl::N,ягълу,зети
447,Salz::N,кьел,цӕхх
448,Suppe::N,суп,бас
449,Suppe::N,шурпа,бас
450,Honig::N,вирт,мыд
451,Milch::N,нек,ӕхсыр
452,Tee::N,чай,цай
453,Leder::N,тумаж,мæскуы
454,Wolle::N,йис,фӕсмын
455,Stoff::N,парча,хъуымац
456,Nadel::N,раб,судзин
457,Faden::N,гъал,ӕндах
458,Knopf::N,дуьгме,цӕппӕр
459,Knoten::N,тӏвал,ӕлхынцъ
460,Farbe::N,ранг,ахорæн
461,Kleidung::N,партал,дарӕс
462,Hemd::N,перем,хӕдон
463,Kragen::N,хев,æфцæггот
464,Ärmel::N,хел,дыс
465,Hose::N,шалвар,хæлаф
466,Hose::N,шалвар,æддаг хæлаф
467,Hose::N,шалвар,салбар
468,Gürtel::N,чӏул,рон
469,Mütze::N,бармак,худ
470,Mütze::N,бапӏах,худ
471,Schuh::N,ботинка,басмахъ
472,Stiefel::N,чекме,цырыхъхъ
473,Ring::N,тупӏал,къухдарӕн
474,Band::N,тасма,лент
475,Kamm::N,регъ,сӕрвасӕн
476,Spiegel::N,гуьзгуь,айдæн
477,Spiegel::N,гуьзгуь,кæсæн
478,Riemen::N,къайиш,гӕрз
479,Schnur::N,еб,бӕндӕн
480,Decke::N,яргъан,хъӕццул
481,Kissen::N,хъуьцуьган,баз
482,Tuch::N,шал,кæлмæрзæн
483,Tuch::N,шал,кæрдæн
484,Handtuch::N,дасмал,хисæрфæн
485,Kraft::N,гуж,тых
486,Kraft::N,гуж,хъомыс
487,Stärke::N,къуват,тых
488,Stärke::N,къуват,æхсар
489,Gesundheit::N,сагъвал,æнæниздзинад
490,Krankheit::N,тӏал,низ
491,Krankheit::N,тӏал,рын
492,Schmerz::N,тӏал,рис
493,Schmerz::N,тӏарвал,рис
494,Wunde::N,хер,цӕф
495,Fieber::N,ифин,ризӕг
496,Fieber::N,ифин,тӕфсӕг
497,Arznei::N,дарман,хос
498,Brücke::N,муьгъ,хид
499,Brunnen::N,къуй,цъай
500,Weide::N,уьруьш,хизæн
501,Weide::N,уьруьш,хизæнуат
502,Weide::N,уьруьш,сæрвæт
503,Pfad::N,рехъ,къахвæндаг
504,Pfad::N,рехъ,къахвæд
505,Weg::N,рехъ,фӕндаг
506,Straße::N,рехъ,фӕндаг
507,Dorf::N,хуьр,хъӕу
508,Stadt::N,шегьер,сахар
509,Brief::N,кагъаз,фыстӕг
510,Buch::N,улуб,чиныг
511,Buchstabe::N,гьарф,дамгъӕ
512,Zeitung::N,газета,газет
513,Leben::N,уьмуьр,цард
514,Leben::N,уьмуьр,цӕрӕнбон
515,Tod::N,кьиникь,мæлæт
516,Tod::N,кьиникь,адзал
517,Grab::N,сур,ингӕн
518,Kirche::N,килиса,аргъуан
519,Sünde::N,гунагь,тæригъæд
520,Gott::N,аллагь,хуыцау
521,Arbeiter::N,фяле,кусæг
522,Chef::N,гьаким,ӕмцег
523,Meister::N,устӏар,мастер
524,Meister::N,устӏар,дæсны
525,Arzt::N,доктор,хосгæнæг
526,Arzt::N,доктор,дохтыр
527,Lehrer::N,муаллим,ахуыргæнæг
528,Geld::N,пул,ӕхца
529,Laden::N,магазин,дукани
530,Preis::N,къимет,аргъ
531,Ware::N,мал,базайраг
532,Ware::N,товар,базайраг
533,Nutzen::N,хийир,пайда
534,Nutzen::N,менфят,пайда
535,Reichtum::N,девлет,хъæздыгдзинад
536,Reichtum::N,девлет,исбон
537,Reichtum::N,девлет,мулк
538,Welt::N,дуьнья,дуне
539,Land::N,уьлкве,бӕстӕ
540,Staat::N,пачагьлугъ,паддзахад
541,Staat::N,государство,паддзахад
542,König::N,пачагь,къарол
543,Macht::N,власть,хицаудзинад
544,Grenze::N,сергьят,арӕн
545,Krieg::N,дяве,хӕст
546,Feind::N,душман,знаг
547,Feind::N,душман,фыдгул
548,Feind::N,душман,фыдзæрдæ
549,Feind::N,душман,сон
550,Gewalt::N,гуж,тыхми
551,Gewalt::N,гуж,тыхдзинад
552,Kampf::N,женг,хæст
553,Kampf::N,женг,хъæбысæйхæст
554,Kampf::N,женг,тох
555,Bogen[Waffe]::N,чӏемерук,ӕрдын
556,Pfeil::N,хьел,фат
557,Gewehr::N,тфенг,топп
558,Fehler::N,гъалатӏ,рӕдыд
559,Lüge::N,ттаб,мӕнг
560,Lüge::N,ттаб,гӕдыдзинад
561,Schaden::N,зиян,зиан
562,Schaden::N,зарар,зиан
563,Unglück::N,бала,бæллæх
564,Unglück::N,бедбахтвал,бæллæх
565,Schuld::N,тахсир,азым
566,Alter::N,яш,кар
567,Schluss::N,эхир,кæрон
568,Zeit::N,вяде,рӕстӕг
569,Tag::N,югъ,бон
570,Morgen::N,пакама,райсом
571,Mittag::N,нисин,æмбисбон
572,Abend::N,няни,изӕр
573,Nacht::N,йиф,ӕхсӕв
574,Woche::N,гьафте,къуыри
575,Monat::N,варз,мӕй
576,Jahr::N,йис,аз
577,Jahr::N,йис,афӕдз
578,Frühling::N,гатфар,уалдзæг
579,Sommer::N,гад,сӕрд
580,Herbst::N,зул,фæззæг
581,Winter::N,кьуьд,зымӕг
582,Januar::N,январь,январь
583,Februar::N,февраль,февраль
584,März::N,март,мартъи
585,April::N,апрель,апрель
586,Mai::N,май,май
587,Juni::N,июнь,июнь
588,Juli::N,июль,июль
589,August::N,август,август
590,September::N,сентябрь,сентябрь
591,Oktober::N,октябрь,октябрь
592,November::N,ноябрь,ноябрь
593,Dezember::N,декабрь,декабрь
594,Montag::N,ислен,къуырисæр
595,Dienstag::N,саласа,дыццæг
596,Mittwoch::N,арбе,æртыццæг
597,Donnerstag::N,хемис югъ,цыппæрæм
598,Freitag::N,жуьмя,майрæмбон
599,Freitag::N,жуьмя югъ,майрæмбон
600,Samstag::N,киш,сабат
601,Sonntag::N,гьяд,хуыцаубон
602,groß::A,еке,дынджыр
603,groß::A,чӏехи,дынджыр
604,klein::A,гъвечӏи,гыццыл
605,lang::A,яргъи,даргъ
606,kurz::A,куьруь,цыбыр
607,breit::A,гьяркьуь,фӕтӕн
608,schmal::A,гуьтӏуь,нарӕг
609,schmal::A,гуьтӏуь,уынгӕг
610,dicht::A,къалин,бæзджын
611,dicht::A,къалин,тар
612,dünn::A,кьелечӏ,тæнæг
613,fein::A,шуькӏуь,лыстӕг
614,fest::A,кӏеви,фидар
615,fest::A,кӏеви,хъӕддых
616,flach::A,кьулу,тъӕпӕн
617,glatt::A,цӏалцӏам,лӕгъз
618,hart::A,кӏеви,хъӕбӕр
619,weich::A,хъуьтуьл,фӕлмӕн
620,rund::A,элкъвей,тымбыл
621,spitz::A,хци,цыргъбырынкъ
622,spitz::A,хци,цыргъфындз
623,scharf::A,хци,цыргъ
624,stumpf::A,къуьруь,къуымых
625,schwer::A,залан,уӕззау
626,schön::A,иер,аив
627,schön::A,иер,рӕсугъд
628,heiß::A,кудай,тӕвд
629,warm::A,чими,хъарм
630,kalt::A,мекьи,уазал
631,kühl::A,къайи,сатæг
632,kühl::A,къайи,уазалгомау
633,frisch::A,таза,сатæг
634,frisch::A,михьи,сатæг
635,feucht::A,ламу,уымӕл
636,nass::A,кьежей,хуылыдз
637,trocken::A,кьуру,хус
638,voll::A,ацӏай,дзаг
639,voll::A,ацӏай,йедзаг 
640,leer::A,буш,афтид
641,leer::A,ичӏи,афтид
642,offen::A,ахъа,гом
643,geschlossen::A,кӏеви,æхгæд
644,sauber::A,михьи,сыгъдæг
645,schmutzig::A,чиркин,чъиллон
646,schmutzig::A,кьацӏай,чъиллон
647,roh::A,чиг,хом
648,roh::A,ицӏи,хом
649,reif::A,дигмиш хьайи,рӕгъӕд
650,lecker::A,дадлу,хӕрзад
651,süß::A,ширин,адджын
652,bitter::A,туькьуьл,судзаг
653,sauer::A,цуру,туаг
654,hell::A,экуь,рухс
655,dunkel::A,мичӏи,талынг
656,schwarz::A,чӏулав,сау
657,weiß::A,лацу,урс
658,rot::A,яру,сырх
659,gelb::A,хъипи,бур
660,blau::A,вили,цъӕх
661,grün::A,къацу,цъӕх
662,grün::A,къацу,кӕрдӕгхуыз
663,grau::A,рехи,цъӕх
664,grau::A,рехи,фӕныкхуыз
665,bunt::A,цӏару,хъулон
666,bunt::A,цӏару,гæрæм
667,bunt::A,яру-цӏару,хъулон
668,bunt::A,яру-цӏару,гæрæм
669,billig::A,ужуз,аслам
670,teuer::A,багьа,зынаргъ
671,wertvoll::A,масан,зынаргъ
672,blind::A,буьркьуь,куырм
673,taub::A,биши,къуырма
674,kräftig::A,гужлу,домбай
675,kräftig::A,гужлу,тыхджын
676,stark::A,къуватлу,тыхджын
677,schwach::A,такьатсуз,ӕнӕбон
678,fett::A,куьк,нард
679,schlank::A,шумал,гуырвидыц
680,schlank::A,шумал,хæрзконд
681,schlank::A,шумал,рæхснæг
682,schlank::A,шумал,сагамад
683,hübsch::A,гуьрчег,аив
684,hübsch::A,гуьрчег,рӕсугъд
685,böse::A,пис,фыдзӕрдӕ
686,dumm::A,ахмакь,ӕдылы
687,faul::A,тенпел,зивӕг
688,faul::A,тенпел,зивӕггӕнаг
689,fleißig::A,сяй ийидай,æнæзивæг
690,fleißig::A,сяй ийидай,æнувыд
691,fleißig::A,сяйи ийидай,æнæзивæг
692,fleißig::A,сяйи ийидай,æнувыд
693,geizig::A,мискьи,чъынды
694,geizig::A,мискьи,æлгъин
695,geizig::A,мискьи,мæрддзæст
696,klug::A,акьуллу,зондджын
697,geschickt::A,магьир,хӕрзарӕхст
698,lieb::A,играми,уарзон
699,lustig::A,шад,хъӕлдзӕг
700,sanft::A,назик,мынчын
701,sanft::A,милайим,мынчын
702,hungrig::A,гишин,ӕххормаг
703,krank::A,кефсуз,нӕфӕразгӕ
704,nackt::A,кьецӏил,бӕгънӕг
705,traurig::A,пашман,ӕрхӕндӕг
706,lebendig::A,ччан алай,цардӕгас
707,gut::A,хъсан,хорз
708,gut::A,вижевай,хорз
709,schlecht::A,пис,цауд
710,richtig::A,дуьз,раст
711,schlimm::A,нифретлу,ӕвзӕр
712,wahr::A,гьакъикъи,ӕцӕг
713,alt::A,эски,зӕронд
714,alt::A,куьгьне,зӕронд
715,neu::A,цӏийи,ног
716,ehemalig::A,виликан,раздӕры
717,alt[Lebewesen]::A,кьуьзуь,ацӕргӕ
718,jung::A,жегьил,ӕрыгон
719,arm::A,кесиб,мӕгуыр
720,reich::A,девлетлу,хъӕздыг
721,bekannt::A,чидай,зонгӕ
722,berühmt::A,машгьур,номдзыд
723,fremd::A,ччара,æцæгæлон
724,verschieden::A,жуьреба-жуьре,æндæр æмæ æндæр
725,verschieden::A,жуьреба-жуьре,алы
726,verschieden::A,жуьреба-жуьре,алыхуызон
727,nah::A,мукьвал,хӕстӕг
728,fern::A,яргъал,дард
729,fern::A,яргъал,дӕрддаг
